"year","bildungsniveau","migback","mean","median","n","lower_confidence","upper_confidence"
"2007","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2007","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"2007","AkademikerIn","direkter Migrationshintergrund","","","","",""
"2007","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2007","AkademikerIn","kein Migrationshintergrund","","","","",""
"2007","Hauptschule","direkter Migrationshintergrund","","","","",""
"2007","Hauptschule","indirekter Migrationshintergrund","","","","",""
"2007","Hauptschule","kein Migrationshintergrund","","","","",""
"2007","Realschule","direkter Migrationshintergrund","","","","",""
"2007","Realschule","indirekter Migrationshintergrund","","","","",""
"2007","Realschule","kein Migrationshintergrund","","","","",""
"2008","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"2008","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"2008","(Fach-)Abitur","kein Migrationshintergrund","","","","",""
"2008","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"2008","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2008","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"2008","AkademikerIn","direkter Migrationshintergrund","","","","",""
"2008","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2008","AkademikerIn","kein Migrationshintergrund","","","","",""
"2008","Hauptschule","direkter Migrationshintergrund","","","","",""
"2008","Hauptschule","indirekter Migrationshintergrund","","","","",""
"2008","Hauptschule","kein Migrationshintergrund","","","","",""
"2008","Realschule","direkter Migrationshintergrund","","","","",""
"2008","Realschule","indirekter Migrationshintergrund","","","","",""
"2008","Realschule","kein Migrationshintergrund","","","","",""
"2009","(Fach-)Abitur","direkter Migrationshintergrund","5.4","5.17","291","5.28","5.52"
"2009","(Fach-)Abitur","indirekter Migrationshintergrund","5.18","5.17","104","5.01","5.35"
"2009","(Fach-)Abitur","kein Migrationshintergrund","5.3","5.17","1602","5.25","5.35"
"2009","(noch) kein Abschluss","direkter Migrationshintergrund","5.44","5.5","111","5.24","5.64"
"2009","(noch) kein Abschluss","indirekter Migrationshintergrund","5.18","5.17","56","4.9","5.46"
"2009","(noch) kein Abschluss","kein Migrationshintergrund","5.24","5.17","313","5.14","5.34"
"2009","AkademikerIn","direkter Migrationshintergrund","5.34","5.17","292","5.23","5.45"
"2009","AkademikerIn","indirekter Migrationshintergrund","5.23","5.17","87","5.04","5.42"
"2009","AkademikerIn","kein Migrationshintergrund","5.29","5.17","3643","5.26","5.32"
"2009","Hauptschule","direkter Migrationshintergrund","5.44","5.17","774","5.37","5.51"
"2009","Hauptschule","indirekter Migrationshintergrund","5.43","5.58","211","5.29","5.57"
"2009","Hauptschule","kein Migrationshintergrund","5.32","5.17","5195","5.29","5.35"
"2009","Realschule","direkter Migrationshintergrund","5.28","5.17","142","5.11","5.45"
"2009","Realschule","indirekter Migrationshintergrund","5.21","4.83","170","5.05","5.37"
"2009","Realschule","kein Migrationshintergrund","5.3","5.17","4485","5.27","5.33"
"2010","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"2010","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"2010","(Fach-)Abitur","kein Migrationshintergrund","","","","",""
"2010","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"2010","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2010","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"2010","AkademikerIn","direkter Migrationshintergrund","","","","",""
"2010","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2010","AkademikerIn","kein Migrationshintergrund","","","","",""
"2010","Hauptschule","direkter Migrationshintergrund","","","","",""
"2010","Hauptschule","indirekter Migrationshintergrund","","","","",""
"2010","Hauptschule","kein Migrationshintergrund","","","","",""
"2010","Realschule","direkter Migrationshintergrund","","","","",""
"2010","Realschule","indirekter Migrationshintergrund","","","","",""
"2010","Realschule","kein Migrationshintergrund","","","","",""
"2011","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"2011","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"2011","(Fach-)Abitur","kein Migrationshintergrund","","","","",""
"2011","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"2011","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2011","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"2011","AkademikerIn","direkter Migrationshintergrund","","","","",""
"2011","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2011","AkademikerIn","kein Migrationshintergrund","","","","",""
"2011","Hauptschule","direkter Migrationshintergrund","","","","",""
"2011","Hauptschule","indirekter Migrationshintergrund","","","","",""
"2011","Hauptschule","kein Migrationshintergrund","","","","",""
"2011","Realschule","direkter Migrationshintergrund","","","","",""
"2011","Realschule","indirekter Migrationshintergrund","","","","",""
"2011","Realschule","kein Migrationshintergrund","","","","",""
"2012","(Fach-)Abitur","direkter Migrationshintergrund","5.47","5.5","247","5.35","5.59"
"2012","(Fach-)Abitur","indirekter Migrationshintergrund","5.43","5.17","74","5.21","5.65"
"2012","(Fach-)Abitur","kein Migrationshintergrund","5.4","5.17","802","5.34","5.46"
"2012","(noch) kein Abschluss","direkter Migrationshintergrund","5.37","5.17","80","5.11","5.63"
"2012","(noch) kein Abschluss","indirekter Migrationshintergrund","5.27","5.17","46","4.96","5.58"
"2012","(noch) kein Abschluss","kein Migrationshintergrund","5.28","5.17","222","5.16","5.4"
"2012","AkademikerIn","direkter Migrationshintergrund","5.58","5.5","227","5.46","5.7"
"2012","AkademikerIn","indirekter Migrationshintergrund","5.44","5.17","75","5.23","5.65"
"2012","AkademikerIn","kein Migrationshintergrund","5.39","5.17","1192","5.34","5.44"
"2012","Hauptschule","direkter Migrationshintergrund","5.56","5.58","404","5.47","5.65"
"2012","Hauptschule","indirekter Migrationshintergrund","5.4","5.5","124","5.22","5.58"
"2012","Hauptschule","kein Migrationshintergrund","5.32","5.17","1180","5.26","5.38"
"2012","Realschule","direkter Migrationshintergrund","5.52","5.5","107","5.33","5.71"
"2012","Realschule","indirekter Migrationshintergrund","5.6","5.5","140","5.45","5.75"
"2012","Realschule","kein Migrationshintergrund","5.4","5.17","2048","5.36","5.44"
"2013","(Fach-)Abitur","direkter Migrationshintergrund","5.54","5.5","338","5.44","5.64"
"2013","(Fach-)Abitur","indirekter Migrationshintergrund","5.46","5.5","124","5.3","5.62"
"2013","(Fach-)Abitur","kein Migrationshintergrund","5.4","5.17","1748","5.36","5.44"
"2013","(noch) kein Abschluss","direkter Migrationshintergrund","5.45","5.17","95","5.22","5.68"
"2013","(noch) kein Abschluss","indirekter Migrationshintergrund","5.18","4.83","63","4.95","5.41"
"2013","(noch) kein Abschluss","kein Migrationshintergrund","5.19","5.17","324","5.08","5.3"
"2013","AkademikerIn","direkter Migrationshintergrund","5.44","5.17","354","5.34","5.54"
"2013","AkademikerIn","indirekter Migrationshintergrund","5.44","5.5","114","5.27","5.61"
"2013","AkademikerIn","kein Migrationshintergrund","5.37","5.17","3988","5.34","5.4"
"2013","Hauptschule","direkter Migrationshintergrund","5.41","5.58","715","5.34","5.48"
"2013","Hauptschule","indirekter Migrationshintergrund","5.19","5.17","181","5.04","5.34"
"2013","Hauptschule","kein Migrationshintergrund","5.4","5.17","5284","5.37","5.43"
"2013","Realschule","direkter Migrationshintergrund","5.36","5.17","143","5.2","5.52"
"2013","Realschule","indirekter Migrationshintergrund","5.19","5.17","165","5.04","5.34"
"2013","Realschule","kein Migrationshintergrund","5.33","5.17","4721","5.3","5.36"
"2014","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"2014","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"2014","(Fach-)Abitur","kein Migrationshintergrund","","","","",""
"2014","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"2014","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2014","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"2014","AkademikerIn","direkter Migrationshintergrund","","","","",""
"2014","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2014","AkademikerIn","kein Migrationshintergrund","","","","",""
"2014","Hauptschule","direkter Migrationshintergrund","","","","",""
"2014","Hauptschule","indirekter Migrationshintergrund","","","","",""
"2014","Hauptschule","kein Migrationshintergrund","","","","",""
"2014","Realschule","direkter Migrationshintergrund","","","","",""
"2014","Realschule","indirekter Migrationshintergrund","","","","",""
"2014","Realschule","kein Migrationshintergrund","","","","",""
"2015","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"2015","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"2015","(Fach-)Abitur","kein Migrationshintergrund","","","","",""
"2015","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"2015","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2015","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"2015","AkademikerIn","direkter Migrationshintergrund","","","","",""
"2015","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2015","AkademikerIn","kein Migrationshintergrund","","","","",""
"2015","Hauptschule","direkter Migrationshintergrund","","","","",""
"2015","Hauptschule","indirekter Migrationshintergrund","","","","",""
"2015","Hauptschule","kein Migrationshintergrund","","","","",""
"2015","Realschule","direkter Migrationshintergrund","","","","",""
"2015","Realschule","indirekter Migrationshintergrund","","","","",""
"2015","Realschule","kein Migrationshintergrund","","","","",""
"2016","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"2016","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"2016","(Fach-)Abitur","kein Migrationshintergrund","","","","",""
"2016","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"2016","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2016","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"2016","AkademikerIn","direkter Migrationshintergrund","","","","",""
"2016","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2016","AkademikerIn","kein Migrationshintergrund","","","","",""
"2016","Hauptschule","direkter Migrationshintergrund","","","","",""
"2016","Hauptschule","indirekter Migrationshintergrund","","","","",""
"2016","Hauptschule","kein Migrationshintergrund","","","","",""
"2016","Realschule","direkter Migrationshintergrund","","","","",""
"2016","Realschule","indirekter Migrationshintergrund","","","","",""
"2016","Realschule","kein Migrationshintergrund","","","","",""
"2017","(Fach-)Abitur","direkter Migrationshintergrund","5.42","5.17","1467","5.37","5.47"
"2017","(Fach-)Abitur","indirekter Migrationshintergrund","5.38","5.17","380","5.28","5.48"
"2017","(Fach-)Abitur","kein Migrationshintergrund","5.38","5.17","2673","5.34","5.42"
"2017","(noch) kein Abschluss","direkter Migrationshintergrund","5.72","5.83","1048","5.67","5.77"
"2017","(noch) kein Abschluss","indirekter Migrationshintergrund","5.36","5.17","121","5.18","5.54"
"2017","(noch) kein Abschluss","kein Migrationshintergrund","5.24","5.17","484","5.15","5.33"
"2017","AkademikerIn","direkter Migrationshintergrund","5.47","5.5","1595","5.42","5.52"
"2017","AkademikerIn","indirekter Migrationshintergrund","5.32","5.17","282","5.21","5.43"
"2017","AkademikerIn","kein Migrationshintergrund","5.36","5.17","5052","5.33","5.39"
"2017","Hauptschule","direkter Migrationshintergrund","5.51","5.58","1994","5.46","5.56"
"2017","Hauptschule","indirekter Migrationshintergrund","5.4","5.58","372","5.3","5.5"
"2017","Hauptschule","kein Migrationshintergrund","5.4","5.17","5249","5.37","5.43"
"2017","Realschule","direkter Migrationshintergrund","5.31","5.17","340","5.21","5.41"
"2017","Realschule","indirekter Migrationshintergrund","5.35","5.17","411","5.25","5.45"
"2017","Realschule","kein Migrationshintergrund","5.33","5.17","6191","5.31","5.35"
"2018","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"2018","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"2018","(Fach-)Abitur","kein Migrationshintergrund","","","","",""
"2018","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"2018","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2018","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"2018","AkademikerIn","direkter Migrationshintergrund","","","","",""
"2018","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2018","AkademikerIn","kein Migrationshintergrund","","","","",""
"2018","Hauptschule","direkter Migrationshintergrund","","","","",""
"2018","Hauptschule","indirekter Migrationshintergrund","","","","",""
"2018","Hauptschule","kein Migrationshintergrund","","","","",""
"2018","Realschule","direkter Migrationshintergrund","","","","",""
"2018","Realschule","indirekter Migrationshintergrund","","","","",""
"2018","Realschule","kein Migrationshintergrund","","","","",""
"2019","(Fach-)Abitur","direkter Migrationshintergrund","5.47","5.5","884","5.4","5.54"
"2019","(Fach-)Abitur","indirekter Migrationshintergrund","5.45","5.5","392","5.35","5.55"
"2019","(Fach-)Abitur","kein Migrationshintergrund","5.42","5.42","2881","5.39","5.45"
"2019","(noch) kein Abschluss","direkter Migrationshintergrund","5.68","5.5","276","5.55","5.81"
"2019","(noch) kein Abschluss","indirekter Migrationshintergrund","5.17","5.17","114","4.97","5.37"
"2019","(noch) kein Abschluss","kein Migrationshintergrund","5.4","5.17","386","5.3","5.5"
"2019","AkademikerIn","direkter Migrationshintergrund","5.49","5.5","1067","5.43","5.55"
"2019","AkademikerIn","indirekter Migrationshintergrund","5.35","5.17","404","5.26","5.44"
"2019","AkademikerIn","kein Migrationshintergrund","5.39","5.17","5566","5.37","5.41"
"2019","Hauptschule","direkter Migrationshintergrund","5.46","5.5","1202","5.4","5.52"
"2019","Hauptschule","indirekter Migrationshintergrund","5.36","5.17","335","5.25","5.47"
"2019","Hauptschule","kein Migrationshintergrund","5.39","5.17","4664","5.36","5.42"
"2019","Realschule","direkter Migrationshintergrund","5.53","5.58","269","5.42","5.64"
"2019","Realschule","indirekter Migrationshintergrund","5.45","5.5","430","5.35","5.55"
"2019","Realschule","kein Migrationshintergrund","5.36","5.17","6050","5.34","5.38"
