"year","bildungsniveau","sex","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"2014","(Fach-)Abitur","maennlich","","","","",""
"2014","(Fach-)Abitur","weiblich","","","","",""
"2014","(noch) kein Abschluss","maennlich","","","","",""
"2014","(noch) kein Abschluss","weiblich","","","","",""
"2014","AkademikerIn","maennlich","","","","",""
"2014","AkademikerIn","weiblich","","","","",""
"2014","Hauptschule","maennlich","","","","",""
"2014","Hauptschule","weiblich","","","","",""
"2014","Realschule","maennlich","","","","",""
"2014","Realschule","weiblich","","","","",""
"2015","(Fach-)Abitur","maennlich","","","","",""
"2015","(Fach-)Abitur","weiblich","","","","",""
"2015","(noch) kein Abschluss","maennlich","","","","",""
"2015","(noch) kein Abschluss","weiblich","","","","",""
"2015","AkademikerIn","maennlich","","","","",""
"2015","AkademikerIn","weiblich","","","","",""
"2015","Hauptschule","maennlich","","","","",""
"2015","Hauptschule","weiblich","","","","",""
"2015","Realschule","maennlich","","","","",""
"2015","Realschule","weiblich","","","","",""
"2016","(Fach-)Abitur","maennlich","","","","",""
"2016","(Fach-)Abitur","weiblich","","","","",""
"2016","(noch) kein Abschluss","maennlich","","","","",""
"2016","(noch) kein Abschluss","weiblich","","","","",""
"2016","AkademikerIn","maennlich","","","","",""
"2016","AkademikerIn","weiblich","","","","",""
"2016","Hauptschule","maennlich","","","","",""
"2016","Hauptschule","weiblich","","","","",""
"2016","Realschule","maennlich","","","","",""
"2016","Realschule","weiblich","","","","",""
"2017","(Fach-)Abitur","maennlich","5.29","5.17","1996","5.25","5.33"
"2017","(Fach-)Abitur","weiblich","5.48","5.58","2524","5.44","5.52"
"2017","(noch) kein Abschluss","maennlich","5.24","5.17","830","5.17","5.31"
"2017","(noch) kein Abschluss","weiblich","5.62","5.5","823","5.55","5.69"
"2017","AkademikerIn","maennlich","5.29","5.17","3527","5.26","5.32"
"2017","AkademikerIn","weiblich","5.47","5.5","3402","5.44","5.5"
"2017","Hauptschule","maennlich","5.27","5.17","3854","5.24","5.3"
"2017","Hauptschule","weiblich","5.58","5.58","3761","5.55","5.61"
"2017","Realschule","maennlich","5.14","4.83","2814","5.1","5.18"
"2017","Realschule","weiblich","5.49","5.58","4128","5.46","5.52"
"2018","(Fach-)Abitur","maennlich","","","","",""
"2018","(Fach-)Abitur","weiblich","","","","",""
"2018","(noch) kein Abschluss","maennlich","","","","",""
"2018","(noch) kein Abschluss","weiblich","","","","",""
"2018","AkademikerIn","maennlich","","","","",""
"2018","AkademikerIn","weiblich","","","","",""
"2018","Hauptschule","maennlich","","","","",""
"2018","Hauptschule","weiblich","","","","",""
"2018","Realschule","maennlich","","","","",""
"2018","Realschule","weiblich","","","","",""
"2019","(Fach-)Abitur","maennlich","5.34","5.17","1821","5.3","5.38"
"2019","(Fach-)Abitur","weiblich","5.52","5.58","2334","5.48","5.56"
"2019","(noch) kein Abschluss","maennlich","5.36","5.17","370","5.25","5.47"
"2019","(noch) kein Abschluss","weiblich","5.6","5.5","406","5.5","5.7"
"2019","AkademikerIn","maennlich","5.32","5.17","3677","5.29","5.35"
"2019","AkademikerIn","weiblich","5.49","5.58","3358","5.46","5.52"
"2019","Hauptschule","maennlich","5.26","5.17","3170","5.22","5.3"
"2019","Hauptschule","weiblich","5.54","5.58","3031","5.51","5.57"
"2019","Realschule","maennlich","5.22","5.17","2826","5.18","5.26"
"2019","Realschule","weiblich","5.5","5.58","3922","5.47","5.53"
