"ple0044_h","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"keinen Tag","1987","indirekter Migrationshintergrund","Westdeutschland","46","0.264461174718748","0.198548698168013","0.330373651269482"
"keinen Tag","1987","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja","1987","kein Migrationshintergrund","Westdeutschland","5098","0.717953475341771","0.707630023488899","0.728276927194644"
"Ja","1987","kein Migrationshintergrund","Ostdeutschland","","","",""
"Ja","1987","direkter Migrationshintergrund","Westdeutschland","1923","0.709717859615389","0.692836276296976","0.726599442933803"
"Ja","1987","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Ja","1987","indirekter Migrationshintergrund","Westdeutschland","126","0.735538825281252","0.669626348730518","0.801451301831987"
"Ja","1987","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"keinen Tag","1988","kein Migrationshintergrund","Westdeutschland","2169","0.292154310589502","0.281456836791007","0.302851784387997"
"keinen Tag","1988","kein Migrationshintergrund","Ostdeutschland","","","",""
"keinen Tag","1988","direkter Migrationshintergrund","Westdeutschland","783","0.28986587561961","0.27250646754165","0.307225283697571"
"keinen Tag","1988","direkter Migrationshintergrund","Ostdeutschland","","","",""
"keinen Tag","1988","indirekter Migrationshintergrund","Westdeutschland","64","0.356351022026886","0.292185053978514","0.420516990075259"
"keinen Tag","1988","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja","1988","kein Migrationshintergrund","Westdeutschland","4773","0.707845689410498","0.697148215612003","0.718543163208993"
"Ja","1988","kein Migrationshintergrund","Ostdeutschland","","","",""
"Ja","1988","direkter Migrationshintergrund","Westdeutschland","1841","0.71013412438039","0.692774716302429","0.72749353245835"
"Ja","1988","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Ja","1988","indirekter Migrationshintergrund","Westdeutschland","150","0.643648977973114","0.579483009924741","0.707814946021486"
"Ja","1988","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"keinen Tag","1989","kein Migrationshintergrund","Westdeutschland","2040","0.280922616157631","0.270208510866553","0.29163672144871"
"keinen Tag","1989","kein Migrationshintergrund","Ostdeutschland","","","",""
"keinen Tag","1989","direkter Migrationshintergrund","Westdeutschland","726","0.261766413607548","0.244750983088944","0.278781844126151"
"keinen Tag","1989","direkter Migrationshintergrund","Ostdeutschland","","","",""
"keinen Tag","1989","indirekter Migrationshintergrund","Westdeutschland","69","0.263559056778487","0.209485375622441","0.317632737934534"
"keinen Tag","1989","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja","1989","kein Migrationshintergrund","Westdeutschland","4720","0.719077383842369","0.708363278551291","0.729791489133447"
"Ja","1989","kein Migrationshintergrund","Ostdeutschland","","","",""
"Ja","1989","direkter Migrationshintergrund","Westdeutschland","1838","0.738233586392452","0.721218155873849","0.755249016911056"
"Ja","1989","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Ja","1989","indirekter Migrationshintergrund","Westdeutschland","186","0.736440943221513","0.682367262065466","0.790514624377559"
"Ja","1989","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"keinen Tag","1990","kein Migrationshintergrund","Westdeutschland","","","",""
"keinen Tag","1990","kein Migrationshintergrund","Ostdeutschland","","","",""
"keinen Tag","1990","direkter Migrationshintergrund","Westdeutschland","","","",""
"keinen Tag","1990","direkter Migrationshintergrund","Ostdeutschland","","","",""
"keinen Tag","1990","indirekter Migrationshintergrund","Westdeutschland","","","",""
"keinen Tag","1990","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja","1990","kein Migrationshintergrund","Westdeutschland","","","",""
"Ja","1990","kein Migrationshintergrund","Ostdeutschland","","","",""
"Ja","1990","direkter Migrationshintergrund","Westdeutschland","","","",""
"Ja","1990","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Ja","1990","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Ja","1990","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"keinen Tag","1991","kein Migrationshintergrund","Westdeutschland","1879","0.267431305097842","0.256739932140225","0.278122678055459"
"keinen Tag","1991","kein Migrationshintergrund","Ostdeutschland","","","",""
"keinen Tag","1991","direkter Migrationshintergrund","Westdeutschland","708","0.277783526762928","0.260108891715934","0.295458161809922"
"keinen Tag","1991","direkter Migrationshintergrund","Ostdeutschland","","","",""
"keinen Tag","1991","indirekter Migrationshintergrund","Westdeutschland","109","0.322087237981455","0.272491476237817","0.371682999725094"
"keinen Tag","1991","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja","1991","kein Migrationshintergrund","Westdeutschland","4705","0.732568694902158","0.721877321944541","0.743260067859775"
"Ja","1991","kein Migrationshintergrund","Ostdeutschland","3995","1","1","1"
"Ja","1991","direkter Migrationshintergrund","Westdeutschland","1759","0.722216473237072","0.704541838190078","0.739891108284066"
"Ja","1991","direkter Migrationshintergrund","Ostdeutschland","141","1","1","1"
"Ja","1991","indirekter Migrationshintergrund","Westdeutschland","232","0.677912762018545","0.628317000274906","0.727508523762183"
"Ja","1991","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"keinen Tag","1992","kein Migrationshintergrund","Westdeutschland","1847","0.271288676471287","0.260458006161067","0.282119346781507"
"keinen Tag","1992","kein Migrationshintergrund","Ostdeutschland","1721","0.417788066677246","0.402092563739555","0.433483569614937"
"keinen Tag","1992","direkter Migrationshintergrund","Westdeutschland","630","0.272035557680668","0.254081607740441","0.289989507620894"
"keinen Tag","1992","direkter Migrationshintergrund","Ostdeutschland","43","0.285469732759152","0.211446095400065","0.359493370118239"
"keinen Tag","1992","indirekter Migrationshintergrund","Westdeutschland","101","0.256485975204797","0.213034090148356","0.299937860261238"
"keinen Tag","1992","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja","1992","kein Migrationshintergrund","Westdeutschland","4627","0.728711323528713","0.717880653218493","0.739541993838933"
"Ja","1992","kein Migrationshintergrund","Ostdeutschland","2072","0.582211933322754","0.566516430385063","0.597907436260445"
"Ja","1992","direkter Migrationshintergrund","Westdeutschland","1730","0.727964442319332","0.710010492379106","0.745918392259559"
"Ja","1992","direkter Migrationshintergrund","Ostdeutschland","100","0.714530267240848","0.640506629881761","0.788553904599935"
"Ja","1992","indirekter Migrationshintergrund","Westdeutschland","287","0.743514024795203","0.700062139738762","0.786965909851644"
"Ja","1992","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"keinen Tag","1993","kein Migrationshintergrund","Westdeutschland","","","",""
"keinen Tag","1993","kein Migrationshintergrund","Ostdeutschland","","","",""
"keinen Tag","1993","direkter Migrationshintergrund","Westdeutschland","","","",""
"keinen Tag","1993","direkter Migrationshintergrund","Ostdeutschland","","","",""
"keinen Tag","1993","indirekter Migrationshintergrund","Westdeutschland","","","",""
"keinen Tag","1993","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja","1993","kein Migrationshintergrund","Westdeutschland","","","",""
"Ja","1993","kein Migrationshintergrund","Ostdeutschland","","","",""
"Ja","1993","direkter Migrationshintergrund","Westdeutschland","","","",""
"Ja","1993","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Ja","1993","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Ja","1993","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"keinen Tag","1994","kein Migrationshintergrund","Westdeutschland","1853","0.270472995726489","0.259550871102899","0.281395120350079"
"keinen Tag","1994","kein Migrationshintergrund","Ostdeutschland","1229","0.297385102035893","0.282446974834471","0.312323229237314"
"keinen Tag","1994","direkter Migrationshintergrund","Westdeutschland","590","0.256459064591972","0.238132471936718","0.274785657247226"
"keinen Tag","1994","direkter Migrationshintergrund","Ostdeutschland","36","0.238674000420974","0.168562089239639","0.30878591160231"
"keinen Tag","1994","indirekter Migrationshintergrund","Westdeutschland","131","0.271821058162784","0.231684724463699","0.311957391861869"
"keinen Tag","1994","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja","1994","kein Migrationshintergrund","Westdeutschland","4501","0.729527004273511","0.718604879649921","0.740449128897101"
"Ja","1994","kein Migrationshintergrund","Ostdeutschland","2368","0.702614897964107","0.687676770762686","0.717553025165529"
"Ja","1994","direkter Migrationshintergrund","Westdeutschland","1591","0.743540935408028","0.725214342752774","0.761867528063282"
"Ja","1994","direkter Migrationshintergrund","Ostdeutschland","106","0.761325999579026","0.691214088397691","0.831437910760361"
"Ja","1994","indirekter Migrationshintergrund","Westdeutschland","341","0.728178941837216","0.688042608138131","0.768315275536301"
"Ja","1994","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"keinen Tag","1995","kein Migrationshintergrund","Westdeutschland","1828","0.265113767495431","0.254184801061274","0.276042733929589"
"keinen Tag","1995","kein Migrationshintergrund","Ostdeutschland","1200","0.312116933218506","0.296648603378162","0.32758526305885"
"keinen Tag","1995","direkter Migrationshintergrund","Westdeutschland","678","0.261466961994726","0.244343908838791","0.278590015150661"
"keinen Tag","1995","direkter Migrationshintergrund","Ostdeutschland","30","0.191846374429299","0.126854016186599","0.256838732672"
"keinen Tag","1995","indirekter Migrationshintergrund","Westdeutschland","145","0.330763885660533","0.288497672231098","0.373030099089967"
"keinen Tag","1995","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja","1995","kein Migrationshintergrund","Westdeutschland","4438","0.734886232504569","0.723957266070411","0.745815198938726"
"Ja","1995","kein Migrationshintergrund","Ostdeutschland","2247","0.687883066781494","0.672414736941151","0.703351396621838"
"Ja","1995","direkter Migrationshintergrund","Westdeutschland","1852","0.738533038005274","0.721409984849339","0.755656091161209"
"Ja","1995","direkter Migrationshintergrund","Ostdeutschland","111","0.8081536255707","0.743161267328","0.8731459838134"
"Ja","1995","indirekter Migrationshintergrund","Westdeutschland","331","0.669236114339467","0.626969900910033","0.711502327768902"
"Ja","1995","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"keinen Tag","1996","kein Migrationshintergrund","Westdeutschland","1817","0.270713220983578","0.259636209076537","0.28179023289062"
"keinen Tag","1996","kein Migrationshintergrund","Ostdeutschland","1057","0.27876254335155","0.263596786427536","0.293928300275563"
"keinen Tag","1996","direkter Migrationshintergrund","Westdeutschland","622","0.264604837099435","0.246800104129955","0.282409570068914"
"keinen Tag","1996","direkter Migrationshintergrund","Ostdeutschland","","","",""
"keinen Tag","1996","indirekter Migrationshintergrund","Westdeutschland","132","0.238301349435785","0.200920199076861","0.275682499794709"
"keinen Tag","1996","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja","1996","kein Migrationshintergrund","Westdeutschland","4364","0.729286779016422","0.71820976710938","0.740363790923463"
"Ja","1996","kein Migrationshintergrund","Ostdeutschland","2301","0.72123745664845","0.706071699724437","0.736403213572464"
"Ja","1996","direkter Migrationshintergrund","Westdeutschland","1736","0.735395162900565","0.717590429931086","0.753199895870045"
"Ja","1996","direkter Migrationshintergrund","Ostdeutschland","113","0.841638275225279","0.780280940352838","0.90299561009772"
"Ja","1996","indirekter Migrationshintergrund","Westdeutschland","367","0.761698650564215","0.724317500205291","0.799079800923139"
"Ja","1996","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"keinen Tag","1997","kein Migrationshintergrund","Westdeutschland","1773","0.265348849626274","0.254245349974003","0.276452349278546"
"keinen Tag","1997","kein Migrationshintergrund","Ostdeutschland","1086","0.285126055232638","0.26977347187806","0.300478638587217"
"keinen Tag","1997","direkter Migrationshintergrund","Westdeutschland","598","0.258843495541592","0.240749522715182","0.276937468368003"
"keinen Tag","1997","direkter Migrationshintergrund","Ostdeutschland","","","",""
"keinen Tag","1997","indirekter Migrationshintergrund","Westdeutschland","134","0.258875714860077","0.22137205723185","0.296379372488303"
"keinen Tag","1997","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja","1997","kein Migrationshintergrund","Westdeutschland","4301","0.734651150373726","0.723547650721454","0.745754650025997"
"Ja","1997","kein Migrationshintergrund","Ostdeutschland","2236","0.714873944767362","0.699521361412783","0.73022652812194"
"Ja","1997","direkter Migrationshintergrund","Westdeutschland","1653","0.741156504458408","0.723062531631997","0.759250477284819"
"Ja","1997","direkter Migrationshintergrund","Ostdeutschland","102","0.85001200253358","0.787666719491441","0.912357285575719"
"Ja","1997","indirekter Migrationshintergrund","Westdeutschland","390","0.741124285139923","0.703620627511697","0.77862794276815"
"Ja","1997","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"keinen Tag","1998","kein Migrationshintergrund","Westdeutschland","2137","0.26860262337689","0.258385920426114","0.278819326327666"
"keinen Tag","1998","kein Migrationshintergrund","Ostdeutschland","1169","0.296622803806421","0.281588783401994","0.311656824210849"
"keinen Tag","1998","direkter Migrationshintergrund","Westdeutschland","570","0.265853307538185","0.247248236951618","0.284458378124752"
"keinen Tag","1998","direkter Migrationshintergrund","Ostdeutschland","","","",""
"keinen Tag","1998","indirekter Migrationshintergrund","Westdeutschland","143","0.230784087813756","0.195081618001905","0.266486557625606"
"keinen Tag","1998","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja","1998","kein Migrationshintergrund","Westdeutschland","5093","0.73139737662311","0.721180673672334","0.741614079573886"
"Ja","1998","kein Migrationshintergrund","Ostdeutschland","2377","0.703377196193579","0.688343175789151","0.718411216598007"
"Ja","1998","direkter Migrationshintergrund","Westdeutschland","1596","0.734146692461815","0.715541621875248","0.752751763048382"
"Ja","1998","direkter Migrationshintergrund","Ostdeutschland","96","0.843853883389121","0.778079864202098","0.909627902576145"
"Ja","1998","indirekter Migrationshintergrund","Westdeutschland","392","0.769215912186244","0.733513442374394","0.804918381998095"
"Ja","1998","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"keinen Tag","1999","kein Migrationshintergrund","Westdeutschland","2149","0.282673164370736","0.272070533546888","0.293275795194584"
"keinen Tag","1999","kein Migrationshintergrund","Ostdeutschland","1161","0.305703800734396","0.290436544255748","0.320971057213044"
"keinen Tag","1999","direkter Migrationshintergrund","Westdeutschland","552","0.285936891086179","0.266108839749058","0.305764942423299"
"keinen Tag","1999","direkter Migrationshintergrund","Ostdeutschland","","","",""
"keinen Tag","1999","indirekter Migrationshintergrund","Westdeutschland","176","0.295216983988198","0.257165032307528","0.333268935668867"
"keinen Tag","1999","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja","1999","kein Migrationshintergrund","Westdeutschland","4780","0.717326835629264","0.706724204805416","0.727929466453112"
"Ja","1999","kein Migrationshintergrund","Ostdeutschland","2337","0.694296199265604","0.679028942786956","0.709563455744252"
"Ja","1999","direkter Migrationshintergrund","Westdeutschland","1443","0.714063108913822","0.694235057576701","0.733891160250942"
"Ja","1999","direkter Migrationshintergrund","Ostdeutschland","89","0.88254879320249","0.821258279294749","0.943839307110231"
"Ja","1999","indirekter Migrationshintergrund","Westdeutschland","376","0.704783016011802","0.666731064331133","0.742834967692472"
"Ja","1999","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"keinen Tag","2000","kein Migrationshintergrund","Westdeutschland","4070","0.280506665882424","0.273013188358381","0.288000143406468"
"keinen Tag","2000","kein Migrationshintergrund","Ostdeutschland","1737","0.295923469647014","0.283844779834914","0.308002159459115"
"keinen Tag","2000","direkter Migrationshintergrund","Westdeutschland","839","0.284548576797454","0.268496285648349","0.30060086794656"
"keinen Tag","2000","direkter Migrationshintergrund","Ostdeutschland","30","0.172047554672723","0.11082680944489","0.233268299900555"
"keinen Tag","2000","indirekter Migrationshintergrund","Westdeutschland","234","0.300727289624898","0.268337178466376","0.333117400783419"
"keinen Tag","2000","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja","2000","kein Migrationshintergrund","Westdeutschland","9737","0.719493334117576","0.711999856593532","0.726986811641619"
"Ja","2000","kein Migrationshintergrund","Ostdeutschland","3749","0.704076530352986","0.691997840540885","0.716155220165086"
"Ja","2000","direkter Migrationshintergrund","Westdeutschland","2196","0.715451423202546","0.69939913205344","0.731503714351651"
"Ja","2000","direkter Migrationshintergrund","Ostdeutschland","116","0.827952445327278","0.766731700099445","0.88917319055511"
"Ja","2000","indirekter Migrationshintergrund","Westdeutschland","536","0.699272710375102","0.666882599216581","0.731662821533624"
"Ja","2000","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"keinen Tag","2001","kein Migrationshintergrund","Westdeutschland","3799","0.288859313979448","0.280942080997939","0.296776546960957"
"keinen Tag","2001","kein Migrationshintergrund","Ostdeutschland","1557","0.283085791787651","0.270746059419559","0.295425524155744"
"keinen Tag","2001","direkter Migrationshintergrund","Westdeutschland","763","0.293762688595485","0.276540517318357","0.310984859872614"
"keinen Tag","2001","direkter Migrationshintergrund","Ostdeutschland","","","",""
"keinen Tag","2001","indirekter Migrationshintergrund","Westdeutschland","213","0.298111647133185","0.264582804685256","0.331640489581114"
"keinen Tag","2001","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja","2001","kein Migrationshintergrund","Westdeutschland","8790","0.711140686020552","0.703223453039044","0.719057919002061"
"Ja","2001","kein Migrationshintergrund","Ostdeutschland","3563","0.716914208212349","0.704574475844256","0.729253940580441"
"Ja","2001","direkter Migrationshintergrund","Westdeutschland","1924","0.706237311404515","0.689015140127386","0.723459482681643"
"Ja","2001","direkter Migrationshintergrund","Ostdeutschland","99","0.851444965713565","0.788075888370746","0.914814043056384"
"Ja","2001","indirekter Migrationshintergrund","Westdeutschland","502","0.701888352866815","0.668359510418886","0.735417195314744"
"Ja","2001","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"keinen Tag","2002","kein Migrationshintergrund","Westdeutschland","4320","0.284432737282555","0.2768868201857","0.29197865437941"
"keinen Tag","2002","kein Migrationshintergrund","Ostdeutschland","1611","0.286066735610741","0.273658904592263","0.29847456662922"
"keinen Tag","2002","direkter Migrationshintergrund","Westdeutschland","738","0.278126334757252","0.260846581232571","0.295406088281932"
"keinen Tag","2002","direkter Migrationshintergrund","Ostdeutschland","","","",""
"keinen Tag","2002","indirekter Migrationshintergrund","Westdeutschland","226","0.306139190102873","0.272450875073644","0.339827505132103"
"keinen Tag","2002","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja","2002","kein Migrationshintergrund","Westdeutschland","9411","0.715567262717445","0.70802134562059","0.7231131798143"
"Ja","2002","kein Migrationshintergrund","Ostdeutschland","3485","0.713933264389259","0.70152543337078","0.726341095407737"
"Ja","2002","direkter Migrationshintergrund","Westdeutschland","1845","0.721873665242748","0.704593911718068","0.739153418767428"
"Ja","2002","direkter Migrationshintergrund","Ostdeutschland","97","0.902687064966866","0.847550399563289","0.957823730370442"
"Ja","2002","indirekter Migrationshintergrund","Westdeutschland","493","0.693860809897127","0.660172494867897","0.727549124926356"
"Ja","2002","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"keinen Tag","2003","kein Migrationshintergrund","Westdeutschland","3980","0.275761680840982","0.268124608916034","0.283398752765931"
"keinen Tag","2003","kein Migrationshintergrund","Ostdeutschland","1556","0.281979918214064","0.269584408039543","0.294375428388585"
"keinen Tag","2003","direkter Migrationshintergrund","Westdeutschland","736","0.302920614386681","0.284623739503201","0.32121748927016"
"keinen Tag","2003","direkter Migrationshintergrund","Ostdeutschland","","","",""
"keinen Tag","2003","indirekter Migrationshintergrund","Westdeutschland","232","0.310501992819568","0.276681311720898","0.344322673918239"
"keinen Tag","2003","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja","2003","kein Migrationshintergrund","Westdeutschland","9174","0.724238319159017","0.716601247234069","0.731875391083966"
"Ja","2003","kein Migrationshintergrund","Ostdeutschland","3506","0.718020081785936","0.705624571611415","0.730415591960457"
"Ja","2003","direkter Migrationshintergrund","Westdeutschland","1687","0.697079385613319","0.67878251072984","0.715376260496799"
"Ja","2003","direkter Migrationshintergrund","Ostdeutschland","87","0.877424513605218","0.813780919167992","0.941068108042445"
"Ja","2003","indirekter Migrationshintergrund","Westdeutschland","487","0.689498007180432","0.655677326081761","0.723318688279102"
"Ja","2003","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"keinen Tag","2004","kein Migrationshintergrund","Westdeutschland","3969","0.281158574174623","0.273382243745877","0.28893490460337"
"keinen Tag","2004","kein Migrationshintergrund","Ostdeutschland","1514","0.28252490432302","0.269946977317632","0.295102831328408"
"keinen Tag","2004","direkter Migrationshintergrund","Westdeutschland","681","0.280650418873313","0.262545625787011","0.298755211959616"
"keinen Tag","2004","direkter Migrationshintergrund","Ostdeutschland","","","",""
"keinen Tag","2004","indirekter Migrationshintergrund","Westdeutschland","234","0.280024424600801","0.24782525818515","0.312223591016451"
"keinen Tag","2004","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja","2004","kein Migrationshintergrund","Westdeutschland","8870","0.718841425825377","0.711065095396631","0.726617756254123"
"Ja","2004","kein Migrationshintergrund","Ostdeutschland","3408","0.71747509567698","0.704897168671592","0.730053022682368"
"Ja","2004","direkter Migrationshintergrund","Westdeutschland","1685","0.719349581126687","0.701244788040384","0.737454374212989"
"Ja","2004","direkter Migrationshintergrund","Ostdeutschland","86","0.892711382738232","0.831438626958285","0.95398413851818"
"Ja","2004","indirekter Migrationshintergrund","Westdeutschland","513","0.719975575399199","0.687776408983549","0.752174741814849"
"Ja","2004","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"keinen Tag","2005","kein Migrationshintergrund","Westdeutschland","3766","0.283963919572311","0.276000590646371","0.291927248498251"
"keinen Tag","2005","kein Migrationshintergrund","Ostdeutschland","1457","0.283953198858848","0.271139467859113","0.296766929858584"
"keinen Tag","2005","direkter Migrationshintergrund","Westdeutschland","636","0.29076725733454","0.271808518914467","0.309725995754614"
"keinen Tag","2005","direkter Migrationshintergrund","Ostdeutschland","","","",""
"keinen Tag","2005","indirekter Migrationshintergrund","Westdeutschland","224","0.271041678899817","0.239686532768437","0.302396825031198"
"keinen Tag","2005","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja","2005","kein Migrationshintergrund","Westdeutschland","8551","0.716036080427689","0.708072751501749","0.723999409353629"
"Ja","2005","kein Migrationshintergrund","Ostdeutschland","3300","0.716046801141152","0.703233070141416","0.728860532140888"
"Ja","2005","direkter Migrationshintergrund","Westdeutschland","1568","0.70923274266546","0.690274004245386","0.728191481085533"
"Ja","2005","direkter Migrationshintergrund","Ostdeutschland","84","0.886176690594938","0.823296938811078","0.949056442378799"
"Ja","2005","indirekter Migrationshintergrund","Westdeutschland","548","0.728958321100183","0.697603174968802","0.760313467231563"
"Ja","2005","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"keinen Tag","2006","kein Migrationshintergrund","Westdeutschland","4053","0.285889461604518","0.278226587679377","0.293552335529659"
"keinen Tag","2006","kein Migrationshintergrund","Ostdeutschland","1545","0.298467002568657","0.285735140506542","0.311198864630772"
"keinen Tag","2006","direkter Migrationshintergrund","Westdeutschland","649","0.286558178313097","0.267694229459964","0.305422127166231"
"keinen Tag","2006","direkter Migrationshintergrund","Ostdeutschland","","","",""
"keinen Tag","2006","indirekter Migrationshintergrund","Westdeutschland","228","0.276817475649913","0.244902440387267","0.308732510912558"
"keinen Tag","2006","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja","2006","kein Migrationshintergrund","Westdeutschland","9303","0.714110538395482","0.706447664470341","0.721773412320623"
"Ja","2006","kein Migrationshintergrund","Ostdeutschland","3417","0.701532997431343","0.688801135369228","0.714264859493458"
"Ja","2006","direkter Migrationshintergrund","Westdeutschland","1558","0.713441821686903","0.694577872833769","0.732305770540036"
"Ja","2006","direkter Migrationshintergrund","Ostdeutschland","87","0.759934496964917","0.6793801146806","0.840488879249234"
"Ja","2006","indirekter Migrationshintergrund","Westdeutschland","527","0.723182524350087","0.691267489087442","0.755097559612733"
"Ja","2006","indirekter Migrationshintergrund","Ostdeutschland","32","0.804413993830793","0.679926855010446","0.92890113265114"
"keinen Tag","2007","kein Migrationshintergrund","Westdeutschland","3692","0.279742827353468","0.271847947245316","0.28763770746162"
"keinen Tag","2007","kein Migrationshintergrund","Ostdeutschland","1438","0.293136158182173","0.280145901514665","0.306126414849681"
"keinen Tag","2007","direkter Migrationshintergrund","Westdeutschland","584","0.301718216045546","0.281423502036794","0.322012930054298"
"keinen Tag","2007","direkter Migrationshintergrund","Ostdeutschland","","","",""
"keinen Tag","2007","indirekter Migrationshintergrund","Westdeutschland","228","0.308175555242142","0.274495209783447","0.341855900700837"
"keinen Tag","2007","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja","2007","kein Migrationshintergrund","Westdeutschland","8726","0.720257172646532","0.71236229253838","0.728152052754684"
"Ja","2007","kein Migrationshintergrund","Ostdeutschland","3279","0.706863841817827","0.693873585150319","0.719854098485335"
"Ja","2007","direkter Migrationshintergrund","Westdeutschland","1381","0.698281783954454","0.677987069945702","0.718576497963206"
"Ja","2007","direkter Migrationshintergrund","Ostdeutschland","70","0.745388320724654","0.655385257916241","0.835391383533067"
"Ja","2007","indirekter Migrationshintergrund","Westdeutschland","494","0.691824444757858","0.658144099299162","0.725504790216553"
