"ple0044_h","year","bildungsniveau","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","1995","Realschule","5 Einkommensstärkstes Quintil","111","0.661119859984142","0.590991734991666","0.731247984976619"
"Nein","1995","(Fach-)Abitur","1 Einkommensschwächstes Quintil","97","0.243912898794881","0.199977117142181","0.28784868044758"
"Nein","1995","(Fach-)Abitur","2","88","0.335103324623213","0.279110391707255","0.39109625753917"
"Nein","1995","(Fach-)Abitur","3","57","0.310217939321248","0.241681984329549","0.378753894312946"
"Nein","1995","(Fach-)Abitur","4","47","0.318958642151175","0.23821710072022","0.399700183582131"
"Nein","1995","(Fach-)Abitur","5 Einkommensstärkstes Quintil","26","","",""
"Nein","1995","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","60","0.116740810889888","0.0878025148185002","0.145679106961277"
"Nein","1995","(noch) kein Abschluss","2","37","0.139956201621991","0.0934728363488279","0.186439566895155"
"Nein","1995","(noch) kein Abschluss","3","19","","",""
"Nein","1995","(noch) kein Abschluss","4","10","","",""
"Nein","1995","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","4","","",""
"Nein","1995","AkademikerIn","1 Einkommensschwächstes Quintil","131","0.331598070546009","0.281920152307663","0.381275988784355"
"Nein","1995","AkademikerIn","2","183","0.411699575553073","0.36597413736551","0.457425013740636"
"Nein","1995","AkademikerIn","3","165","0.425107401061561","0.374321859143782","0.47589294297934"
"Nein","1995","AkademikerIn","4","140","0.461616205406798","0.405483846983628","0.517748563829968"
"Nein","1995","AkademikerIn","5 Einkommensstärkstes Quintil","105","0.377351066914451","0.316778643050396","0.437923490778506"
"Nein","1995","Hauptschule","1 Einkommensschwächstes Quintil","544","0.185155738215657","0.169740576518674","0.20057089991264"
"Nein","1995","Hauptschule","2","489","0.222764709291292","0.203705566231816","0.241823852350768"
"Nein","1995","Hauptschule","3","267","0.250063613046331","0.22226151319387","0.277865712898792"
"Nein","1995","Hauptschule","4","168","0.295278980056101","0.257190190571241","0.333367769540961"
"Nein","1995","Hauptschule","5 Einkommensstärkstes Quintil","62","0.30844411797438","0.239622175609363","0.377266060339398"
"Nein","1995","Realschule","1 Einkommensschwächstes Quintil","358","0.303532586534037","0.275814473632937","0.331250699435138"
"Nein","1995","Realschule","2","330","0.331702457085143","0.300959547203282","0.362445366967005"
"Nein","1995","Realschule","3","204","0.350110702667155","0.309653127612411","0.3905682777219"
"Nein","1995","Realschule","4","146","0.360844558962753","0.311976570580984","0.409712547344523"
"Nein","1995","Realschule","5 Einkommensstärkstes Quintil","64","0.338880140015858","0.268752015023381","0.409008265008334"
"Ja","1996","(Fach-)Abitur","1 Einkommensschwächstes Quintil","221","0.696604637001764","0.64517937023696","0.748029903766568"
"Ja","1996","(Fach-)Abitur","2","186","0.743908601277511","0.691456298573004","0.796360903982018"
"Ja","1996","(Fach-)Abitur","3","128","0.641623217677042","0.575658753292459","0.707587682061625"
"Ja","1996","(Fach-)Abitur","4","90","0.733780563897721","0.656607489812393","0.810953637983049"
"Ja","1996","(Fach-)Abitur","5 Einkommensstärkstes Quintil","48","0.648209746085997","0.536343580780927","0.760075911391068"
"Ja","1996","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","355","0.894943238739746","0.865117251762043","0.92476922571745"
"Ja","1996","(noch) kein Abschluss","2","223","0.915269160797986","0.880679716400131","0.949858605195841"
"Ja","1996","(noch) kein Abschluss","3","75","0.907276651864399","0.847018264120286","0.967535039608512"
"Ja","1996","(noch) kein Abschluss","4","45","0.900339343221182","0.818923034954112","0.981755651488252"
"Ja","1996","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","26","","",""
"Ja","1996","AkademikerIn","1 Einkommensschwächstes Quintil","169","0.631241688899858","0.574730060664918","0.687753317134797"
"Ja","1996","AkademikerIn","2","275","0.642967687538391","0.598699660198419","0.687235714878364"
"Ja","1996","AkademikerIn","3","207","0.648540118635129","0.59852280400941","0.698557433260848"
"Ja","1996","AkademikerIn","4","177","0.556376112847135","0.502528567071818","0.610223658622452"
"Ja","1996","AkademikerIn","5 Einkommensstärkstes Quintil","170","0.575199665830793","0.519356943674902","0.631042387986684"
"Ja","1996","Hauptschule","1 Einkommensschwächstes Quintil","1715","0.813863626704369","0.797603290786045","0.830123962622693"
"Ja","1996","Hauptschule","2","1329","0.785977345385756","0.766987825884159","0.804966864887354"
"Ja","1996","Hauptschule","3","698","0.740407390846657","0.712703415669604","0.768111366023709"
"Ja","1996","Hauptschule","4","414","0.714093242827787","0.677415425326494","0.750771060329079"
"Ja","1996","Hauptschule","5 Einkommensstärkstes Quintil","121","0.649547206997684","0.583752261894515","0.715342152100853"
"Ja","1996","Realschule","1 Einkommensschwächstes Quintil","616","0.697738626655221","0.668047406582765","0.727429846727678"
"Ja","1996","Realschule","2","591","0.70676959872128","0.676466853821214","0.737072343621346"
"Ja","1996","Realschule","3","394","0.682501556355328","0.644971693793263","0.720031418917393"
"Ja","1996","Realschule","4","255","0.679527518263656","0.63309404993309","0.725960986594221"
"Ja","1996","Realschule","5 Einkommensstärkstes Quintil","117","0.598148743692432","0.531035470072171","0.665262017312692"
"Nein","1996","(Fach-)Abitur","1 Einkommensschwächstes Quintil","86","0.303395362998236","0.251970096233432","0.35482062976304"
"Nein","1996","(Fach-)Abitur","2","80","0.256091398722489","0.203639096017982","0.308543701426996"
"Nein","1996","(Fach-)Abitur","3","75","0.358376782322958","0.292412317938375","0.424341246707541"
"Nein","1996","(Fach-)Abitur","4","36","0.266219436102279","0.189046362016951","0.343392510187607"
"Nein","1996","(Fach-)Abitur","5 Einkommensstärkstes Quintil","22","","",""
"Nein","1996","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","51","0.105056761260254","0.0752307742825499","0.134882748237957"
"Nein","1996","(noch) kein Abschluss","2","26","","",""
"Nein","1996","(noch) kein Abschluss","3","14","","",""
"Nein","1996","(noch) kein Abschluss","4","7","","",""
"Nein","1996","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","1","","",""
"Nein","1996","AkademikerIn","1 Einkommensschwächstes Quintil","111","0.368758311100143","0.312246682865203","0.425269939335082"
"Nein","1996","AkademikerIn","2","175","0.357032312461609","0.312764285121636","0.401300339801581"
"Nein","1996","AkademikerIn","3","143","0.351459881364871","0.301442566739152","0.40147719599059"
"Nein","1996","AkademikerIn","4","150","0.443623887152865","0.389776341377549","0.497471432928182"
"Nein","1996","AkademikerIn","5 Einkommensstärkstes Quintil","131","0.424800334169207","0.368957612013316","0.480643056325098"
"Nein","1996","Hauptschule","1 Einkommensschwächstes Quintil","486","0.186136373295631","0.169876037377307","0.202396709213955"
"Nein","1996","Hauptschule","2","463","0.214022654614243","0.195033135112646","0.233012174115841"
"Nein","1996","Hauptschule","3","264","0.259592609153343","0.231888633976291","0.287296584330396"
"Nein","1996","Hauptschule","4","169","0.285906757172213","0.249228939670921","0.322584574673506"
"Nein","1996","Hauptschule","5 Einkommensstärkstes Quintil","81","0.350452793002316","0.284657847899147","0.416247738105485"
"Nein","1996","Realschule","1 Einkommensschwächstes Quintil","303","0.302261373344779","0.272570153272322","0.331952593417235"
"Nein","1996","Realschule","2","276","0.29323040127872","0.262927656378654","0.323533146178786"
"Nein","1996","Realschule","3","197","0.317498443644672","0.279968581082607","0.355028306206737"
"Nein","1996","Realschule","4","133","0.320472481736345","0.274039013405779","0.36690595006691"
"Nein","1996","Realschule","5 Einkommensstärkstes Quintil","88","0.401851256307568","0.334737982687308","0.468964529927829"
"Ja","1997","(Fach-)Abitur","1 Einkommensschwächstes Quintil","214","0.666987091544767","0.613477799193597","0.720496383895937"
"Ja","1997","(Fach-)Abitur","2","182","0.69371620591805","0.638007490271881","0.749424921564219"
"Ja","1997","(Fach-)Abitur","3","150","0.732956622848331","0.673119805454316","0.792793440242346"
"Ja","1997","(Fach-)Abitur","4","92","0.632956648260666","0.553398585655317","0.712514710866015"
"Ja","1997","(Fach-)Abitur","5 Einkommensstärkstes Quintil","43","0.654476043118568","0.540609365538416","0.768342720698719"
"Ja","1997","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","358","0.874552281765828","0.84233348287279","0.906771080658866"
"Ja","1997","(noch) kein Abschluss","2","192","0.895288797371603","0.854456918500359","0.936120676242846"
"Ja","1997","(noch) kein Abschluss","3","92","0.87672323599779","0.815838146188171","0.93760832580741"
"Ja","1997","(noch) kein Abschluss","4","40","0.846957768110059","0.750030342211976","0.943885194008141"
"Ja","1997","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","21","","",""
"Ja","1997","AkademikerIn","1 Einkommensschwächstes Quintil","176","0.631759688802094","0.576626127555344","0.686893250048845"
"Ja","1997","AkademikerIn","2","246","0.652774676972077","0.606292879666046","0.699256474278108"
"Ja","1997","AkademikerIn","3","209","0.589870359517227","0.538414670458692","0.641326048575762"
"Ja","1997","AkademikerIn","4","211","0.653241146115314","0.603308345763937","0.703173946466692"
"Ja","1997","AkademikerIn","5 Einkommensstärkstes Quintil","157","0.575583240198556","0.518989993016979","0.632176487380133"
"Ja","1997","Hauptschule","1 Einkommensschwächstes Quintil","1588","0.815637532221692","0.79880597354275","0.832469090900634"
"Ja","1997","Hauptschule","2","1348","0.797737534511638","0.779003108006045","0.816471961017231"
"Ja","1997","Hauptschule","3","713","0.741375086011724","0.714153772829508","0.76859639919394"
"Ja","1997","Hauptschule","4","396","0.757619580635145","0.72203229575335","0.793206865516939"
"Ja","1997","Hauptschule","5 Einkommensstärkstes Quintil","137","0.701702525093217","0.638920645233049","0.764484404953385"
"Ja","1997","Realschule","1 Einkommensschwächstes Quintil","567","0.683798996322163","0.653076775492886","0.714521217151439"
"Ja","1997","Realschule","2","599","0.708603781803943","0.679256899900789","0.737950663707098"
"Ja","1997","Realschule","3","353","0.653740455118346","0.613942067617991","0.6935388426187"
"Ja","1997","Realschule","4","247","0.654804776462122","0.608154958711077","0.701454594213167"
"Ja","1997","Realschule","5 Einkommensstärkstes Quintil","124","0.696207274360587","0.631156055213772","0.761258493507403"
"Nein","1997","(Fach-)Abitur","1 Einkommensschwächstes Quintil","84","0.333012908455233","0.279503616104063","0.386522200806403"
"Nein","1997","(Fach-)Abitur","2","81","0.30628379408195","0.250575078435781","0.361992509728119"
"Nein","1997","(Fach-)Abitur","3","60","0.267043377151669","0.207206559757654","0.326880194545684"
"Nein","1997","(Fach-)Abitur","4","49","0.367043351739334","0.287485289133985","0.446601414344683"
"Nein","1997","(Fach-)Abitur","5 Einkommensstärkstes Quintil","24","","",""
"Nein","1997","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","48","0.125447718234172","0.0932289193411341","0.15766651712721"
"Nein","1997","(noch) kein Abschluss","2","24","","",""
"Nein","1997","(noch) kein Abschluss","3","20","","",""
"Nein","1997","(noch) kein Abschluss","4","13","","",""
"Nein","1997","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","2","","",""
"Nein","1997","AkademikerIn","1 Einkommensschwächstes Quintil","118","0.368240311197905","0.313106749951155","0.423373872444656"
"Nein","1997","AkademikerIn","2","157","0.347225323027923","0.300743525721892","0.393707120333954"
"Nein","1997","AkademikerIn","3","142","0.410129640482773","0.358673951424238","0.461585329541308"
"Nein","1997","AkademikerIn","4","138","0.346758853884686","0.296826053533308","0.396691654236063"
"Nein","1997","AkademikerIn","5 Einkommensstärkstes Quintil","136","0.424416759801444","0.367823512619867","0.481010006983021"
"Nein","1997","Hauptschule","1 Einkommensschwächstes Quintil","451","0.184362467778308","0.167530909099366","0.20119402645725"
"Nein","1997","Hauptschule","2","418","0.202262465488362","0.183528038982769","0.220996891993955"
"Nein","1997","Hauptschule","3","281","0.258624913988276","0.23140360080606","0.285846227170492"
"Nein","1997","Hauptschule","4","161","0.242380419364855","0.206793134483061","0.27796770424665"
"Nein","1997","Hauptschule","5 Einkommensstärkstes Quintil","67","0.298297474906783","0.235515595046615","0.361079354766951"
"Nein","1997","Realschule","1 Einkommensschwächstes Quintil","313","0.316201003677837","0.285478782848561","0.346923224507114"
"Nein","1997","Realschule","2","322","0.291396218196057","0.262049336292902","0.320743100099211"
"Nein","1997","Realschule","3","196","0.346259544881654","0.3064611573813","0.386057932382009"
"Nein","1997","Realschule","4","152","0.345195223537878","0.298545405786833","0.391845041288923"
"Nein","1997","Realschule","5 Einkommensstärkstes Quintil","68","0.303792725639413","0.238741506492597","0.368843944786228"
"Ja","1998","(Fach-)Abitur","1 Einkommensschwächstes Quintil","230","0.699721707144049","0.650190970776089","0.749252443512009"
"Ja","1998","(Fach-)Abitur","2","176","0.73247161220874","0.678032433107154","0.786910791310326"
"Ja","1998","(Fach-)Abitur","3","154","0.729874516870095","0.671465690147664","0.788283343592526"
"Ja","1998","(Fach-)Abitur","4","129","0.739999557798092","0.675741980261889","0.804257135334296"
"Ja","1998","(Fach-)Abitur","5 Einkommensstärkstes Quintil","62","0.610273586531905","0.51609076740092","0.704456405662889"
"Ja","1998","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","339","0.870338096815745","0.836912249795925","0.903763943835566"
"Ja","1998","(noch) kein Abschluss","2","185","0.866719448837746","0.821288529829962","0.912150367845529"
"Ja","1998","(noch) kein Abschluss","3","94","0.853716222455705","0.788268591603178","0.919163853308233"
"Ja","1998","(noch) kein Abschluss","4","55","0.944198793986636","0.886118878041561","1.00227870993171"
"Ja","1998","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","21","","",""
"Ja","1998","AkademikerIn","1 Einkommensschwächstes Quintil","173","0.595032772809507","0.539577196171238","0.650488349447776"
"Ja","1998","AkademikerIn","2","262","0.627698461476944","0.581630302711543","0.673766620242346"
"Ja","1998","AkademikerIn","3","215","0.600715473314053","0.551080483222987","0.650350463405119"
"Ja","1998","AkademikerIn","4","246","0.598499786339528","0.552380973814559","0.644618598864498"
"Ja","1998","AkademikerIn","5 Einkommensstärkstes Quintil","208","0.594684674074101","0.543828174608807","0.645541173539396"
"Ja","1998","Hauptschule","1 Einkommensschwächstes Quintil","1635","0.808929038220263","0.792150181758465","0.825707894682061"
"Ja","1998","Hauptschule","2","1462","0.808088643066485","0.790343996047225","0.825833290085746"
"Ja","1998","Hauptschule","3","755","0.753295149854446","0.727132762812756","0.779457536896135"
"Ja","1998","Hauptschule","4","463","0.706945061372589","0.672402659795365","0.741487462949812"
"Ja","1998","Hauptschule","5 Einkommensstärkstes Quintil","146","0.655599212318078","0.594055791909766","0.717142632726391"
"Ja","1998","Realschule","1 Einkommensschwächstes Quintil","625","0.692371960515574","0.663162638127906","0.721581282903242"
"Ja","1998","Realschule","2","631","0.680693091319462","0.651384510632955","0.710001672005969"
"Ja","1998","Realschule","3","401","0.687846823951164","0.651254711479422","0.724438936422906"
"Ja","1998","Realschule","4","283","0.644442366849346","0.60084054452984","0.688044189168853"
"Ja","1998","Realschule","5 Einkommensstärkstes Quintil","147","0.659886919786477","0.599187213511498","0.720586626061457"
"Nein","1998","(Fach-)Abitur","1 Einkommensschwächstes Quintil","99","0.300278292855951","0.250747556487991","0.349809029223911"
"Nein","1998","(Fach-)Abitur","2","78","0.26752838779126","0.213089208689674","0.321967566892846"
"Nein","1998","(Fach-)Abitur","3","68","0.270125483129905","0.211716656407473","0.328534309852336"
"Nein","1998","(Fach-)Abitur","4","50","0.260000442201908","0.195742864665704","0.324258019738111"
"Nein","1998","(Fach-)Abitur","5 Einkommensstärkstes Quintil","41","0.389726413468096","0.295543594337111","0.48390923259908"
"Nein","1998","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","49","0.129661903184255","0.0962360561644342","0.163087750204075"
"Nein","1998","(noch) kein Abschluss","2","30","0.133280551162254","0.0878496321544708","0.178711470170038"
"Nein","1998","(noch) kein Abschluss","3","18","","",""
"Nein","1998","(noch) kein Abschluss","4","5","","",""
"Nein","1998","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","2","","",""
"Nein","1998","AkademikerIn","1 Einkommensschwächstes Quintil","128","0.404967227190493","0.349511650552224","0.460422803828762"
"Nein","1998","AkademikerIn","2","161","0.372301538523056","0.326233379757654","0.418369697288457"
"Nein","1998","AkademikerIn","3","159","0.399284526685947","0.349649536594881","0.448919516777013"
"Nein","1998","AkademikerIn","4","188","0.401500213660472","0.355381401135502","0.447619026185441"
"Nein","1998","AkademikerIn","5 Einkommensstärkstes Quintil","150","0.405315325925899","0.354458826460604","0.456171825391193"
"Nein","1998","Hauptschule","1 Einkommensschwächstes Quintil","474","0.191070961779738","0.17429210531794","0.207849818241536"
"Nein","1998","Hauptschule","2","430","0.191911356933515","0.174166709914254","0.209656003952775"
"Nein","1998","Hauptschule","3","288","0.246704850145554","0.220542463103865","0.272867237187244"
"Nein","1998","Hauptschule","4","204","0.293054938627411","0.258512537050188","0.327597340204635"
"Nein","1998","Hauptschule","5 Einkommensstärkstes Quintil","83","0.344400787681921","0.282857367273609","0.405944208090234"
"Nein","1998","Realschule","1 Einkommensschwächstes Quintil","334","0.307628039484426","0.278418717096758","0.336837361872094"
"Nein","1998","Realschule","2","341","0.319306908680538","0.289998327994031","0.348615489367045"
"Nein","1998","Realschule","3","215","0.312153176048836","0.275561063577094","0.348745288520578"
"Nein","1998","Realschule","4","180","0.355557633150654","0.311955810831148","0.39915945547016"
"Nein","1998","Realschule","5 Einkommensstärkstes Quintil","87","0.340113080213523","0.279413373938543","0.400812786488502"
"Ja","1999","(Fach-)Abitur","1 Einkommensschwächstes Quintil","199","0.661519426135509","0.607613016039943","0.715425836231075"
"Ja","1999","(Fach-)Abitur","2","174","0.663135672101754","0.607070201125485","0.719201143078023"
"Ja","1999","(Fach-)Abitur","3","135","0.664710956362485","0.601162316430519","0.72825959629445"
"Ja","1999","(Fach-)Abitur","4","130","0.696427206993055","0.631047860037442","0.761806553948668"
"Ja","1999","(Fach-)Abitur","5 Einkommensstärkstes Quintil","72","0.660799275598808","0.570671568390377","0.750926982807239"
"Ja","1999","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","277","0.815705334361968","0.774186158808417","0.85722450991552"
"Ja","1999","(noch) kein Abschluss","2","204","0.868285480163705","0.825321183339059","0.911249776988352"
"Ja","1999","(noch) kein Abschluss","3","69","0.779897290298564","0.693820812417263","0.865973768179866"
"Ja","1999","(noch) kein Abschluss","4","48","0.841092378817126","0.748587065607898","0.933597692026355"
"Ja","1999","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","33","0.861653144793623","0.751877201615035","0.971429087972212"
"Ja","1999","AkademikerIn","1 Einkommensschwächstes Quintil","122","0.606437719108271","0.541734502582491","0.671140935634052"
"Ja","1999","AkademikerIn","2","242","0.591326703705004","0.544479919557655","0.638173487852353"
"Ja","1999","AkademikerIn","3","264","0.620364830462574","0.573617725063415","0.667111935861734"
"Ja","1999","AkademikerIn","4","237","0.633559259743904","0.58731311216168","0.679805407326128"
"Ja","1999","AkademikerIn","5 Einkommensstärkstes Quintil","250","0.622204259420059","0.575836248685016","0.668572270155101"
"Ja","1999","Hauptschule","1 Einkommensschwächstes Quintil","1365","0.790881465394276","0.772052300847342","0.809710629941209"
"Ja","1999","Hauptschule","2","1450","0.794872193988504","0.776786939607232","0.812957448369775"
"Ja","1999","Hauptschule","3","801","0.765956612911499","0.740681739861146","0.791231485961852"
"Ja","1999","Hauptschule","4","500","0.721443508930195","0.688305360781719","0.75458165707867"
"Ja","1999","Hauptschule","5 Einkommensstärkstes Quintil","183","0.67957071395977","0.624418217867686","0.734723210051854"
"Ja","1999","Realschule","1 Einkommensschwächstes Quintil","584","0.70772093388201","0.677394517310899","0.738047350453121"
"Ja","1999","Realschule","2","626","0.663335986009858","0.633794219593908","0.692877752425808"
"Ja","1999","Realschule","3","375","0.645138611190424","0.607415305328159","0.68286191705269"
"Ja","1999","Realschule","4","313","0.59554218383391","0.553679794677563","0.637404572990257"
"Ja","1999","Realschule","5 Einkommensstärkstes Quintil","144","0.590773689960331","0.530066494851174","0.651480885069488"
"Nein","1999","(Fach-)Abitur","1 Einkommensschwächstes Quintil","97","0.338480573864491","0.284574163768925","0.392386983960057"
"Nein","1999","(Fach-)Abitur","2","99","0.336864327898246","0.280798856921977","0.392929798874515"
"Nein","1999","(Fach-)Abitur","3","77","0.335289043637515","0.27174040370555","0.398837683569481"
"Nein","1999","(Fach-)Abitur","4","60","0.303572793006945","0.238193446051332","0.368952139962558"
"Nein","1999","(Fach-)Abitur","5 Einkommensstärkstes Quintil","34","0.339200724401192","0.249073017192761","0.429328431609623"
"Nein","1999","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","58","0.184294665638032","0.14277549008448","0.225813841191583"
"Nein","1999","(noch) kein Abschluss","2","34","0.131714519836295","0.0887502230116484","0.174678816660941"
"Nein","1999","(noch) kein Abschluss","3","20","","",""
"Nein","1999","(noch) kein Abschluss","4","12","","",""
"Nein","1999","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","5","","",""
"Nein","1999","AkademikerIn","1 Einkommensschwächstes Quintil","97","0.393562280891729","0.328859064365948","0.458265497417509"
"Nein","1999","AkademikerIn","2","181","0.408673296294996","0.361826512147647","0.455520080442345"
"Nein","1999","AkademikerIn","3","150","0.379635169537426","0.332888064138266","0.426382274936585"
"Nein","1999","AkademikerIn","4","180","0.366440740256096","0.320194592673872","0.41268688783832"
"Nein","1999","AkademikerIn","5 Einkommensstärkstes Quintil","170","0.377795740579941","0.331427729844899","0.424163751314984"
"Nein","1999","Hauptschule","1 Einkommensschwächstes Quintil","427","0.209118534605724","0.190289370058791","0.227947699152658"
"Nein","1999","Hauptschule","2","465","0.205127806011497","0.187042551630225","0.223213060392768"
"Nein","1999","Hauptschule","3","277","0.234043387088501","0.208768514038148","0.259318260138854"
"Nein","1999","Hauptschule","4","203","0.278556491069805","0.24541834292133","0.311694639218281"
"Nein","1999","Hauptschule","5 Einkommensstärkstes Quintil","92","0.32042928604023","0.265276789948146","0.375581782132314"
"Nein","1999","Realschule","1 Einkommensschwächstes Quintil","280","0.29227906611799","0.261952649546879","0.322605482689101"
"Nein","1999","Realschule","2","357","0.336664013990142","0.307122247574192","0.366205780406092"
"Nein","1999","Realschule","3","243","0.354861388809576","0.31713808294731","0.392584694671841"
"Nein","1999","Realschule","4","215","0.40445781616609","0.362595427009743","0.446320205322437"
"Nein","1999","Realschule","5 Einkommensstärkstes Quintil","108","0.409226310039669","0.348519114930512","0.469933505148826"
"Ja","2000","(Fach-)Abitur","1 Einkommensschwächstes Quintil","411","0.717457839300605","0.680657316171155","0.754258362430055"
"Ja","2000","(Fach-)Abitur","2","361","0.696488179914376","0.657308134527647","0.735668225301105"
"Ja","2000","(Fach-)Abitur","3","326","0.675899452817377","0.634245314840118","0.717553590794636"
"Ja","2000","(Fach-)Abitur","4","275","0.675855900650115","0.630715108062867","0.720996693237363"
"Ja","2000","(Fach-)Abitur","5 Einkommensstärkstes Quintil","170","0.644041909361032","0.586824465823011","0.701259352899052"
"Ja","2000","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","349","0.895248170197899","0.864816497777798","0.925679842618"
"Ja","2000","(noch) kein Abschluss","2","216","0.826747166007877","0.780655252305498","0.872839079710257"
"Ja","2000","(noch) kein Abschluss","3","118","0.886239201793956","0.832276452974427","0.940201950613485"
"Ja","2000","(noch) kein Abschluss","4","67","0.90362893931986","0.836842876087807","0.970415002551913"
"Ja","2000","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","38","0.947611684821757","0.878563778430726","1.01665959121279"
"Ja","2000","AkademikerIn","1 Einkommensschwächstes Quintil","252","0.605471161814003","0.558728918259124","0.652213405368882"
"Ja","2000","AkademikerIn","2","434","0.673420243704309","0.638042191479071","0.708798295929548"
"Ja","2000","AkademikerIn","3","454","0.620986143321419","0.585817314872284","0.656154971770554"
"Ja","2000","AkademikerIn","4","516","0.614716902819239","0.582096254408912","0.647337551229566"
"Ja","2000","AkademikerIn","5 Einkommensstärkstes Quintil","567","0.558007510174936","0.52750035795094","0.588514662398933"
"Ja","2000","Hauptschule","1 Einkommensschwächstes Quintil","2519","0.810981788165035","0.797367439788329","0.824596136541742"
"Ja","2000","Hauptschule","2","2632","0.795720095241814","0.782107964025156","0.809332226458473"
"Ja","2000","Hauptschule","3","1454","0.773767825384865","0.75505812093533","0.792477529834401"
"Ja","2000","Hauptschule","4","947","0.71928272192367","0.695051179000137","0.743514264847203"
"Ja","2000","Hauptschule","5 Einkommensstärkstes Quintil","342","0.66269882165762","0.622561211094778","0.702836432220463"
"Ja","2000","Realschule","1 Einkommensschwächstes Quintil","889","0.65187132368815","0.626926533177816","0.676816114198485"
"Ja","2000","Realschule","2","1129","0.65010255568567","0.627852194867744","0.672352916503595"
"Ja","2000","Realschule","3","775","0.642092535499335","0.615367207483038","0.668817863515632"
"Ja","2000","Realschule","4","698","0.686658496853838","0.658588671702449","0.714728322005227"
"Ja","2000","Realschule","5 Einkommensstärkstes Quintil","379","0.643774625347852","0.60503473441017","0.682514516285534"
"Nein","2000","(Fach-)Abitur","1 Einkommensschwächstes Quintil","164","0.282542160699395","0.245741637569945","0.319342683828845"
"Nein","2000","(Fach-)Abitur","2","168","0.303511820085624","0.264331774698895","0.342691865472353"
"Nein","2000","(Fach-)Abitur","3","159","0.324100547182623","0.282446409205364","0.365754685159882"
