"ple0044_h","year","quintil_oecd","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","1999","1 Einkommensschwächstes Quintil","Westdeutschland","1784","0.755402474323918","0.738294150938861","0.772510797708975"
"Ja","1999","2","Ostdeutschland","880","0.710770131171584","0.686094727972376","0.735445534370792"
"Ja","1999","2","Westdeutschland","1875","0.741874927341443","0.725163226671638","0.758586628011248"
"Ja","1999","3","Ostdeutschland","445","0.701363284879103","0.666500489247816","0.736226080510391"
"Ja","1999","3","Westdeutschland","1234","0.707204943124148","0.686177473059725","0.728232413188571"
"Ja","1999","4","Ostdeutschland","191","0.579262808592899","0.526397720275359","0.632127896910439"
"Ja","1999","4","Westdeutschland","1062","0.679990085961439","0.657132987099994","0.702847184822884"
"Ja","1999","5 Einkommensstärkstes Quintil","Ostdeutschland","53","0.470775169313788","0.372944512011982","0.568605826615594"
"Ja","1999","5 Einkommensstärkstes Quintil","Westdeutschland","644","0.648110418361767","0.618774350075816","0.677446486647718"
"Nein","1999","1 Einkommensschwächstes Quintil","Ostdeutschland","360","0.257709736291098","0.233267112090991","0.282152360491205"
"Nein","1999","1 Einkommensschwächstes Quintil","Westdeutschland","641","0.244597525676082","0.227489202291025","0.261705849061139"
"Nein","1999","2","Ostdeutschland","417","0.289229868828416","0.264554465629208","0.313905272027624"
"Nein","1999","2","Westdeutschland","759","0.258125072658557","0.241413371988752","0.274836773328362"
"Nein","1999","3","Ostdeutschland","217","0.298636715120897","0.263773919489609","0.333499510752184"
"Nein","1999","3","Westdeutschland","565","0.292795056875852","0.271767586811429","0.313822526940275"
"Nein","1999","4","Ostdeutschland","144","0.420737191407101","0.367872103089561","0.473602279724641"
"Nein","1999","4","Westdeutschland","538","0.320009914038561","0.297152815177116","0.342867012900006"
"Nein","1999","5 Einkommensstärkstes Quintil","Ostdeutschland","47","0.529224830686212","0.431394173384406","0.627055487988017"
"Nein","1999","5 Einkommensstärkstes Quintil","Westdeutschland","374","0.351889581638233","0.322553513352282","0.381225649924184"
"Ja","2000","1 Einkommensschwächstes Quintil","Ostdeutschland","1335","0.721246161646729","0.70109523508465","0.741397088208808"
"Ja","2000","1 Einkommensschwächstes Quintil","Westdeutschland","3107","0.774315411591244","0.761493041605216","0.787137781577273"
"Ja","2000","2","Ostdeutschland","1371","0.737700601273617","0.718070583472064","0.75733061907517"
"Ja","2000","2","Westdeutschland","3408","0.743212607628384","0.730691169194572","0.755734046062195"
"Ja","2000","3","Ostdeutschland","688","0.707481971019713","0.6794954395216","0.735468502517826"
"Ja","2000","3","Westdeutschland","2444","0.70776058165062","0.692691433494508","0.722829729806733"
"Ja","2000","4","Ostdeutschland","365","0.635026996463332","0.596015139514908","0.674038853411755"
"Ja","2000","4","Westdeutschland","2139","0.692493916078927","0.676327611393371","0.708660220764483"
"Ja","2000","5 Einkommensstärkstes Quintil","Ostdeutschland","127","0.54118536682633","0.476219457099493","0.606151276553168"
"Ja","2000","5 Einkommensstärkstes Quintil","Westdeutschland","1371","0.622488010062985","0.602340955169815","0.642635064956155"
"Nein","2000","1 Einkommensschwächstes Quintil","Ostdeutschland","567","0.278753838353271","0.258602911791192","0.29890476491535"
"Nein","2000","1 Einkommensschwächstes Quintil","Westdeutschland","976","0.225684588408756","0.212862218422727","0.238506958394784"
"Nein","2000","2","Ostdeutschland","558","0.262299398726383","0.24266938092483","0.281929416527936"
"Nein","2000","2","Westdeutschland","1268","0.256787392371616","0.244265953937805","0.269308830805428"
"Nein","2000","3","Ostdeutschland","327","0.292518028980287","0.264531497482174","0.3205045604784"
"Nein","2000","3","Westdeutschland","1055","0.29223941834938","0.277170270193267","0.307308566505492"
"Nein","2000","4","Ostdeutschland","220","0.364973003536668","0.325961146588245","0.403984860485092"
"Nein","2000","4","Westdeutschland","991","0.307506083921073","0.291339779235517","0.323672388606629"
"Nein","2000","5 Einkommensstärkstes Quintil","Ostdeutschland","99","0.45881463317367","0.393848723446832","0.523780542900507"
"Nein","2000","5 Einkommensstärkstes Quintil","Westdeutschland","853","0.377511989937015","0.357364935043845","0.397659044830185"
"Ja","2001","1 Einkommensschwächstes Quintil","Ostdeutschland","1173","0.765038251885597","0.744192080692727","0.785884423078466"
"Ja","2001","1 Einkommensschwächstes Quintil","Westdeutschland","2544","0.750100147741493","0.735629944591866","0.764570350891121"
"Ja","2001","2","Ostdeutschland","1277","0.742704957442138","0.722247240413645","0.763162674470632"
"Ja","2001","2","Westdeutschland","2922","0.735695249697892","0.722085960583101","0.749304538812683"
"Ja","2001","3","Ostdeutschland","736","0.718186829387243","0.691103969702485","0.745269689072001"
"Ja","2001","3","Westdeutschland","2322","0.706390090079034","0.690970652579563","0.721809527578504"
"Ja","2001","4","Ostdeutschland","370","0.614743371843228","0.576467571720996","0.653019171965461"
"Ja","2001","4","Westdeutschland","2028","0.681243709264786","0.664563061510263","0.697924357019309"
"Ja","2001","5 Einkommensstärkstes Quintil","Ostdeutschland","124","0.534297554912196","0.471320054101927","0.597275055722466"
"Ja","2001","5 Einkommensstärkstes Quintil","Westdeutschland","1400","0.649770049022464","0.62969878563004","0.669841312414887"
"Nein","2001","1 Einkommensschwächstes Quintil","Ostdeutschland","416","0.234961748114403","0.214115576921534","0.255807919307273"
"Nein","2001","1 Einkommensschwächstes Quintil","Westdeutschland","895","0.249899852258507","0.235429649108879","0.264370055408134"
"Nein","2001","2","Ostdeutschland","477","0.257295042557862","0.236837325529368","0.277752759586355"
"Nein","2001","2","Westdeutschland","1111","0.264304750302108","0.250695461187317","0.277914039416899"
"Nein","2001","3","Ostdeutschland","324","0.281813170612757","0.254730310927999","0.308896030297515"
"Nein","2001","3","Westdeutschland","1029","0.293609909920966","0.278190472421496","0.309029347420437"
"Nein","2001","4","Ostdeutschland","251","0.385256628156772","0.346980828034539","0.423532428279004"
"Nein","2001","4","Westdeutschland","970","0.318756290735214","0.302075642980691","0.335436938489737"
"Nein","2001","5 Einkommensstärkstes Quintil","Ostdeutschland","117","0.465702445087804","0.402724944277534","0.528679945898073"
"Nein","2001","5 Einkommensstärkstes Quintil","Westdeutschland","770","0.350229950977536","0.330158687585113","0.37030121436996"
"Ja","2002","1 Einkommensschwächstes Quintil","Ostdeutschland","1023","0.744055951613231","0.721278042816269","0.766833860410193"
"Ja","2002","1 Einkommensschwächstes Quintil","Westdeutschland","2336","0.777736797187899","0.762964527672946","0.792509066702853"
"Ja","2002","2","Ostdeutschland","1109","0.744799645667664","0.722932659023331","0.766666632311996"
"Ja","2002","2","Westdeutschland","2626","0.728839646789387","0.714397675105041","0.743281618473732"
"Ja","2002","3","Ostdeutschland","790","0.713923220346376","0.687735232134547","0.740111208558205"
"Ja","2002","3","Westdeutschland","2149","0.699443838549286","0.683345220051491","0.715542457047081"
"Ja","2002","4","Ostdeutschland","448","0.668560408492414","0.633812709373048","0.70330810761178"
"Ja","2002","4","Westdeutschland","2280","0.699021416274912","0.683574082497082","0.714468750052741"
"Ja","2002","5 Einkommensstärkstes Quintil","Ostdeutschland","232","0.507634381889684","0.461131916334433","0.554136847444935"
"Ja","2002","5 Einkommensstärkstes Quintil","Westdeutschland","2358","0.639316170444012","0.624141887471264","0.654490453416759"
"Nein","2002","1 Einkommensschwächstes Quintil","Ostdeutschland","387","0.255944048386769","0.233166139589808","0.278721957183731"
"Nein","2002","1 Einkommensschwächstes Quintil","Westdeutschland","707","0.222263202812101","0.207490933297147","0.237035472327054"
"Nein","2002","2","Ostdeutschland","418","0.255200354332336","0.233333367688004","0.277067340976669"
"Nein","2002","2","Westdeutschland","1014","0.271160353210613","0.256718381526268","0.285602324894959"
"Nein","2002","3","Ostdeutschland","354","0.286076779653624","0.259888791441795","0.312264767865453"
"Nein","2002","3","Westdeutschland","967","0.300556161450714","0.284457542952919","0.316654779948509"
"Nein","2002","4","Ostdeutschland","257","0.331439591507586","0.29669189238822","0.366187290626952"
"Nein","2002","4","Westdeutschland","1107","0.300978583725088","0.285531249947259","0.316425917502918"
"Nein","2002","5 Einkommensstärkstes Quintil","Ostdeutschland","212","0.492365618110316","0.445863152555065","0.538868083665567"
"Nein","2002","5 Einkommensstärkstes Quintil","Westdeutschland","1489","0.360683829555988","0.345509546583241","0.375858112528736"
"Ja","2003","1 Einkommensschwächstes Quintil","Ostdeutschland","1051","0.753626747812802","0.731277705512072","0.775975790113533"
"Ja","2003","1 Einkommensschwächstes Quintil","Westdeutschland","2096","0.778284800407708","0.762804156850204","0.793765443965211"
"Ja","2003","2","Ostdeutschland","1063","0.748214089052965","0.726033636240724","0.770394541865205"
"Ja","2003","2","Westdeutschland","2475","0.734497766250101","0.719783474225448","0.749212058274754"
"Ja","2003","3","Ostdeutschland","808","0.743557662403636","0.71786915967573","0.769246165131541"
"Ja","2003","3","Westdeutschland","2199","0.707147942109634","0.691156877923274","0.723139006295994"
"Ja","2003","4","Ostdeutschland","478","0.606297707504099","0.572185335654613","0.640410079353585"
"Ja","2003","4","Westdeutschland","2338","0.697066048142651","0.681683133696739","0.712448962588563"
"Ja","2003","5 Einkommensstärkstes Quintil","Ostdeutschland","218","0.567826427672958","0.519035688034159","0.616617167311756"
"Ja","2003","5 Einkommensstärkstes Quintil","Westdeutschland","2240","0.653311069027881","0.637613614691391","0.669008523364372"
"Nein","2003","1 Einkommensschwächstes Quintil","Ostdeutschland","377","0.246373252187198","0.224024209886467","0.268722294487928"
"Nein","2003","1 Einkommensschwächstes Quintil","Westdeutschland","670","0.221715199592292","0.206234556034789","0.237195843149796"
"Nein","2003","2","Ostdeutschland","408","0.251785910947035","0.229605458134795","0.273966363759276"
"Nein","2003","2","Westdeutschland","985","0.265502233749899","0.250787941725246","0.280216525774552"
"Nein","2003","3","Ostdeutschland","302","0.256442337596365","0.230753834868459","0.28213084032427"
"Nein","2003","3","Westdeutschland","912","0.292852057890366","0.276860993704006","0.308843122076726"
"Nein","2003","4","Ostdeutschland","310","0.393702292495901","0.359589920646415","0.427814664345387"
"Nein","2003","4","Westdeutschland","1090","0.302933951857349","0.287551037411437","0.318316866303261"
"Nein","2003","5 Einkommensstärkstes Quintil","Ostdeutschland","178","0.432173572327043","0.383382832688244","0.480964311965841"
"Nein","2003","5 Einkommensstärkstes Quintil","Westdeutschland","1291","0.346688930972119","0.330991476635628","0.362386385308609"
"Ja","2004","1 Einkommensschwächstes Quintil","Ostdeutschland","987","0.73148224754529","0.708031351994709","0.75493314309587"
"Ja","2004","1 Einkommensschwächstes Quintil","Westdeutschland","1990","0.768522916528668","0.752509577578797","0.784536255478539"
"Ja","2004","2","Ostdeutschland","1021","0.77086044251427","0.74873436696782","0.792986518060721"
"Ja","2004","2","Westdeutschland","2461","0.72899375112244","0.714170670194317","0.743816832050562"
"Ja","2004","3","Ostdeutschland","745","0.717666127097958","0.690580860407037","0.744751393788879"
"Ja","2004","3","Westdeutschland","2088","0.717880944963687","0.70165493375799","0.734106956169384"
"Ja","2004","4","Ostdeutschland","527","0.665152135700836","0.632325823063778","0.697978448337895"
"Ja","2004","4","Westdeutschland","2325","0.702165480124912","0.686746301176042","0.717584659073782"
"Ja","2004","5 Einkommensstärkstes Quintil","Ostdeutschland","239","0.546568067909963","0.500052328262133","0.593083807557793"
"Ja","2004","5 Einkommensstärkstes Quintil","Westdeutschland","2204","0.656257639819242","0.64052035397493","0.671994925663554"
"Nein","2004","1 Einkommensschwächstes Quintil","Ostdeutschland","385","0.26851775245471","0.24506685690413","0.291968648005291"
"Nein","2004","1 Einkommensschwächstes Quintil","Westdeutschland","675","0.231477083471332","0.215463744521461","0.247490422421203"
"Nein","2004","2","Ostdeutschland","365","0.22913955748573","0.20701348193928","0.25126563303218"
"Nein","2004","2","Westdeutschland","993","0.27100624887756","0.256183167949438","0.285829329805683"
"Nein","2004","3","Ostdeutschland","316","0.282333872902042","0.25524860621112","0.309419139592963"
"Nein","2004","3","Westdeutschland","867","0.282119055036313","0.265893043830616","0.29834506624201"
"Nein","2004","4","Ostdeutschland","267","0.334847864299164","0.302021551662105","0.367674176936222"
"Nein","2004","4","Westdeutschland","1054","0.297834519875088","0.282415340926218","0.313253698823958"
"Nein","2004","5 Einkommensstärkstes Quintil","Ostdeutschland","201","0.453431932090037","0.406916192442206","0.499947671737867"
"Nein","2004","5 Einkommensstärkstes Quintil","Westdeutschland","1295","0.343742360180758","0.328005074336446","0.35947964602507"
"Ja","2005","1 Einkommensschwächstes Quintil","Ostdeutschland","1015","0.732502028287149","0.709347859246928","0.75565619732737"
"Ja","2005","1 Einkommensschwächstes Quintil","Westdeutschland","1968","0.754308162468932","0.737849096783449","0.770767228154415"
"Ja","2005","2","Ostdeutschland","955","0.774693289604577","0.751743122630763","0.79764345657839"
"Ja","2005","2","Westdeutschland","2344","0.749496778812624","0.734474485118466","0.764519072506783"
"Ja","2005","3","Ostdeutschland","756","0.723121615794353","0.69608262867237","0.750160602916337"
"Ja","2005","3","Westdeutschland","1904","0.698466603885101","0.681235806716833","0.715697401053369"
"Ja","2005","4","Ostdeutschland","446","0.64684255692581","0.6113854045128","0.682299709338821"
"Ja","2005","4","Westdeutschland","2242","0.700925201959746","0.68526113433297","0.716589269586523"
"Ja","2005","5 Einkommensstärkstes Quintil","Ostdeutschland","240","0.566378045720552","0.521139726080873","0.611616365360231"
"Ja","2005","5 Einkommensstärkstes Quintil","Westdeutschland","2209","0.652817336449115","0.63695893476113","0.668675738137101"
"Nein","2005","1 Einkommensschwächstes Quintil","Ostdeutschland","389","0.267497971712851","0.24434380267263","0.290652140753072"
"Nein","2005","1 Einkommensschwächstes Quintil","Westdeutschland","660","0.245691837531068","0.229232771845585","0.262150903216551"
"Nein","2005","2","Ostdeutschland","318","0.225306710395423","0.20235654342161","0.248256877369237"
"Nein","2005","2","Westdeutschland","852","0.250503221187376","0.235480927493217","0.265525514881534"
"Nein","2005","3","Ostdeutschland","296","0.276878384205647","0.249839397083663","0.30391737132763"
"Nein","2005","3","Westdeutschland","821","0.301533396114899","0.284302598946632","0.318764193283167"
"Nein","2005","4","Ostdeutschland","252","0.35315744307419","0.317700290661179","0.3886145954872"
"Nein","2005","4","Westdeutschland","1040","0.299074798040254","0.283410730413477","0.31473886566703"
"Nein","2005","5 Einkommensstärkstes Quintil","Ostdeutschland","221","0.433621954279448","0.388383634639769","0.478860273919127"
"Nein","2005","5 Einkommensstärkstes Quintil","Westdeutschland","1253","0.347182663550885","0.331324261862899","0.36304106523887"
"Ja","2006","1 Einkommensschwächstes Quintil","Ostdeutschland","986","0.717398434156894","0.693804154216126","0.740992714097662"
"Ja","2006","1 Einkommensschwächstes Quintil","Westdeutschland","2090","0.769732936451042","0.753989312499461","0.785476560402622"
"Ja","2006","2","Ostdeutschland","990","0.730842527507784","0.707104270460092","0.754580784555475"
"Ja","2006","2","Westdeutschland","2441","0.724919156430039","0.709963937844932","0.739874375015147"
"Ja","2006","3","Ostdeutschland","843","0.714009083690262","0.688366849795775","0.739651317584749"
"Ja","2006","3","Westdeutschland","2038","0.714739368057894","0.698296839102823","0.731181897012964"
"Ja","2006","4","Ostdeutschland","500","0.653571193686519","0.619697158208576","0.687445229164462"
"Ja","2006","4","Westdeutschland","2465","0.700891939761947","0.685901869049965","0.71588201047393"
"Ja","2006","5 Einkommensstärkstes Quintil","Ostdeutschland","217","0.579772894567855","0.532454398301168","0.627091390834542"
"Ja","2006","5 Einkommensstärkstes Quintil","Westdeutschland","2354","0.644875504004962","0.629382367159425","0.660368640850499"
"Nein","2006","1 Einkommensschwächstes Quintil","Ostdeutschland","413","0.282601565843106","0.259007285902338","0.306195845783873"
"Nein","2006","1 Einkommensschwächstes Quintil","Westdeutschland","657","0.230267063548958","0.214523439597378","0.246010687500539"
"Nein","2006","2","Ostdeutschland","351","0.269157472492216","0.245419215444525","0.292895729539908"
"Nein","2006","2","Westdeutschland","984","0.275080843569961","0.260125624984853","0.290036062155068"
"Nein","2006","3","Ostdeutschland","350","0.285990916309738","0.260348682415251","0.311633150204225"
"Nein","2006","3","Westdeutschland","859","0.285260631942106","0.268818102987036","0.301703160897177"
"Nein","2006","4","Ostdeutschland","258","0.346428806313481","0.312554770835538","0.380302841791424"
"Nein","2006","4","Westdeutschland","1119","0.299108060238053","0.28411798952607","0.314098130950035"
"Nein","2006","5 Einkommensstärkstes Quintil","Ostdeutschland","201","0.420227105432145","0.372908609165458","0.467545601698832"
"Nein","2006","5 Einkommensstärkstes Quintil","Westdeutschland","1311","0.355124495995038","0.339631359149501","0.370617632840575"
"Ja","2007","1 Einkommensschwächstes Quintil","Ostdeutschland","898","0.726575314271112","0.701706808511295","0.751443820030928"
"Ja","2007","1 Einkommensschwächstes Quintil","Westdeutschland","1836","0.750924233175472","0.73365777076041","0.768190695590535"
"Ja","2007","2","Ostdeutschland","956","0.730779951809149","0.706941981112292","0.754617922506007"
"Ja","2007","2","Westdeutschland","2226","0.743888349191473","0.728453370598619","0.759323327784328"
"Ja","2007","3","Ostdeutschland","782","0.743456439639038","0.717252040618058","0.769660838660018"
"Ja","2007","3","Westdeutschland","1879","0.703195842041885","0.686030322303504","0.720361361780266"
"Ja","2007","4","Ostdeutschland","488","0.636872140439532","0.603058378389486","0.670685902489579"
"Ja","2007","4","Westdeutschland","2320","0.711225802020769","0.69588390613928","0.726567697902258"
"Ja","2007","5 Einkommensstärkstes Quintil","Ostdeutschland","255","0.573528594880011","0.52721232965835","0.619844860101672"
"Ja","2007","5 Einkommensstärkstes Quintil","Westdeutschland","2340","0.655506760166345","0.639874821085013","0.671138699247677"
"Nein","2007","1 Einkommensschwächstes Quintil","Ostdeutschland","336","0.273424685728888","0.248556179969072","0.298293191488705"
"Nein","2007","1 Einkommensschwächstes Quintil","Westdeutschland","574","0.249075766824528","0.231809304409465","0.26634222923959"
"Nein","2007","2","Ostdeutschland","374","0.269220048190851","0.245382077493993","0.293058018887708"
"Nein","2007","2","Westdeutschland","846","0.256111650808527","0.240676672215672","0.271546629401381"
"Nein","2007","3","Ostdeutschland","285","0.256543560360962","0.230339161339982","0.282747959381942"
"Nein","2007","3","Westdeutschland","842","0.296804157958115","0.279638638219734","0.313969677696496"
"Nein","2007","4","Ostdeutschland","289","0.363127859560468","0.329314097510421","0.396941621610514"
"Nein","2007","4","Westdeutschland","1032","0.288774197979231","0.273432302097742","0.30411609386072"
"Nein","2007","5 Einkommensstärkstes Quintil","Ostdeutschland","183","0.426471405119989","0.380155139898328","0.47278767034165"
"Nein","2007","5 Einkommensstärkstes Quintil","Westdeutschland","1210","0.344493239833655","0.328861300752323","0.360125178914987"
"Ja","2008","1 Einkommensschwächstes Quintil","Ostdeutschland","830","0.751405093949183","0.726138417706686","0.77667177019168"
"Ja","2008","1 Einkommensschwächstes Quintil","Westdeutschland","1610","0.773077192915427","0.7551973667587","0.790957019072153"
"Ja","2008","2","Ostdeutschland","930","0.753335892452388","0.729284633144206","0.77738715176057"
"Ja","2008","2","Westdeutschland","1998","0.729197935906113","0.71255003842548","0.745845833386746"
"Ja","2008","3","Ostdeutschland","732","0.727492927932878","0.700101268296446","0.75488458756931"
"Ja","2008","3","Westdeutschland","1884","0.717090106493089","0.699960594570425","0.734219618415753"
"Ja","2008","4","Ostdeutschland","532","0.656523738736358","0.623597033042991","0.689450444429725"
"Ja","2008","4","Westdeutschland","2292","0.71583822291107","0.700277173544158","0.731399272277983"
"Ja","2008","5 Einkommensstärkstes Quintil","Ostdeutschland","256","0.559032110956806","0.51419274142148","0.603871480492133"
