"ple0044_h","year","migback","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein","1996","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Nein","1996","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Nein","1996","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Nein","1996","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Ja","1996","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","2079","0.778135387395051","0.762783645981004","0.793487128809099"
"Ja","1996","kein Migrationshintergrund","2","2030","0.753161937156295","0.737290297091918","0.769033577220672"
"Ja","1996","kein Migrationshintergrund","3","1265","0.708474193029597","0.687826315044735","0.729122071014459"
"Ja","1996","kein Migrationshintergrund","4","850","0.673399435505653","0.647807798008507","0.698991073002798"
"Ja","1996","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","441","0.619557183510549","0.584553700219513","0.654560666801584"
"Ja","1996","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","942","0.783242593728972","0.760026426300438","0.806458761157507"
"Ja","1996","direkter Migrationshintergrund","2","528","0.755393347973049","0.724274979896378","0.78651171604972"
"Ja","1996","direkter Migrationshintergrund","3","211","0.686119521851826","0.633606198415496","0.738632845288155"
"Ja","1996","direkter Migrationshintergrund","4","124","0.672498923571001","0.604317736277744","0.740680110864257"
"Ja","1996","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","44","0.610110823154454","0.495031181714988","0.72519046459392"
"Ja","1996","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","166","0.694684547650428","0.634508308258139","0.754860787042716"
"Ja","1996","indirekter Migrationshintergrund","2","115","0.791167441707508","0.72696950971076","0.855365373704255"
"Ja","1996","indirekter Migrationshintergrund","3","61","0.852555471014038","0.77581635026409","0.929294591763986"
"Ja","1996","indirekter Migrationshintergrund","4","35","0.787488262181922","0.669270514402249","0.905706009961595"
"Ja","1996","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","5","","",""
"Ja","1996","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Ja","1996","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Ja","1996","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Ja","1996","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Ja","1996","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Nein","1997","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","749","0.237529755070506","0.221521881904921","0.25353762823609"
"Nein","1997","kein Migrationshintergrund","2","808","0.241656607550663","0.225870641819552","0.257442573281775"
"Nein","1997","kein Migrationshintergrund","3","591","0.297566025336652","0.276698927168954","0.31843312350435"
"Nein","1997","kein Migrationshintergrund","4","441","0.304672745441937","0.279748393643049","0.329597097240825"
"Nein","1997","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","270","0.343158309090503","0.308038095397402","0.378278522783604"
"Nein","1997","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","246","0.203934323099662","0.180231164951743","0.227637481247581"
"Nein","1997","direkter Migrationshintergrund","2","178","0.256454077805358","0.223389011929792","0.289519143680924"
"Nein","1997","direkter Migrationshintergrund","3","99","0.297693506454019","0.248875373782462","0.346511639125576"
"Nein","1997","direkter Migrationshintergrund","4","72","0.31310741937097","0.245169433461945","0.381045405279994"
"Nein","1997","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","27","","",""
"Nein","1997","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","51","0.232727708801244","0.177635184015137","0.287820233587351"
"Nein","1997","indirekter Migrationshintergrund","2","40","0.266580668533712","0.200112435598762","0.333048901468662"
"Nein","1997","indirekter Migrationshintergrund","3","30","0.260850264628883","0.171608433999653","0.350092095258113"
"Nein","1997","indirekter Migrationshintergrund","4","14","","",""
"Nein","1997","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","4","","",""
"Nein","1997","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Nein","1997","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Nein","1997","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Nein","1997","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Nein","1997","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Ja","1997","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","1966","0.762470244929494","0.74646237176391","0.778478118095079"
"Ja","1997","kein Migrationshintergrund","2","2017","0.758343392449337","0.742557426718225","0.774129358180448"
"Ja","1997","kein Migrationshintergrund","3","1253","0.702433974663348","0.68156687649565","0.723301072831046"
"Ja","1997","kein Migrationshintergrund","4","869","0.695327254558063","0.670402902759174","0.720251606356951"
"Ja","1997","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","432","0.656841690909497","0.621721477216396","0.691961904602598"
"Ja","1997","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","864","0.796065676900338","0.772362518752419","0.819768835048257"
"Ja","1997","direkter Migrationshintergrund","2","492","0.743545922194642","0.710480856319076","0.776610988070208"
"Ja","1997","direkter Migrationshintergrund","3","238","0.702306493545981","0.653488360874424","0.751124626217538"
"Ja","1997","direkter Migrationshintergrund","4","107","0.68689258062903","0.618954594720006","0.754830566538055"
"Ja","1997","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","54","0.628802861971868","0.523590893538509","0.734014830405228"
"Ja","1997","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","175","0.767272291198756","0.712179766412649","0.822364815984863"
"Ja","1997","indirekter Migrationshintergrund","2","130","0.733419331466288","0.666951098531338","0.799887564401238"
"Ja","1997","indirekter Migrationshintergrund","3","63","0.739149735371117","0.649907904741887","0.828391566000347"
"Ja","1997","indirekter Migrationshintergrund","4","30","0.654115635906693","0.513570932604397","0.794660339208989"
"Ja","1997","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","8","","",""
"Ja","1997","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Ja","1997","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Ja","1997","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Ja","1997","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Ja","1997","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Nein","1998","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","850","0.231889142630443","0.216989222746505","0.24678906251438"
"Nein","1998","kein Migrationshintergrund","2","869","0.245046343150752","0.229890775906611","0.260201910394894"
"Nein","1998","kein Migrationshintergrund","3","661","0.286929558394323","0.2674391155082","0.306420001280446"
"Nein","1998","kein Migrationshintergrund","4","578","0.329455141679552","0.306721260913312","0.352189022445793"
"Nein","1998","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","348","0.371187288494715","0.339429195628886","0.402945381360543"
"Nein","1998","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","243","0.243856709263321","0.217721371400635","0.269992047126007"
"Nein","1998","direkter Migrationshintergrund","2","167","0.227155400843879","0.195452832124135","0.258857969563623"
"Nein","1998","direkter Migrationshintergrund","3","104","0.297613083242133","0.247829081611327","0.347397084872938"
"Nein","1998","direkter Migrationshintergrund","4","50","0.308984200626742","0.239727442120741","0.378240959132744"
"Nein","1998","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","27","","",""
"Nein","1998","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","50","0.218712003058953","0.163964045900233","0.273459960217672"
"Nein","1998","indirekter Migrationshintergrund","2","44","0.226775529418068","0.163828604325157","0.28972245451098"
"Nein","1998","indirekter Migrationshintergrund","3","25","","",""
"Nein","1998","indirekter Migrationshintergrund","4","24","","",""
"Nein","1998","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","7","","",""
"Nein","1998","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Nein","1998","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Nein","1998","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Nein","1998","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Nein","1998","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Ja","1998","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","2232","0.768110857369557","0.75321093748562","0.783010777253495"
"Ja","1998","kein Migrationshintergrund","2","2225","0.754953656849248","0.739798089605106","0.770109224093389"
"Ja","1998","kein Migrationshintergrund","3","1408","0.713070441605677","0.693579998719554","0.7325608844918"
"Ja","1998","kein Migrationshintergrund","4","1064","0.670544858320448","0.647810977554207","0.693278739086688"
"Ja","1998","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","541","0.628812711505285","0.597054618639457","0.660570804371114"
"Ja","1998","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","794","0.756143290736679","0.730007952873993","0.782278628599365"
"Ja","1998","direkter Migrationshintergrund","2","504","0.772844599156121","0.741142030436377","0.804547167875865"
"Ja","1998","direkter Migrationshintergrund","3","220","0.702386916757867","0.652602915127062","0.752170918388673"
"Ja","1998","direkter Migrationshintergrund","4","121","0.691015799373258","0.621759040867256","0.760272557879259"
"Ja","1998","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","53","0.656779826694552","0.552740051998641","0.760819601390464"
"Ja","1998","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","169","0.781287996941047","0.726540039782328","0.836035954099767"
"Ja","1998","indirekter Migrationshintergrund","2","126","0.773224470581932","0.71027754548902","0.836171395674843"
"Ja","1998","indirekter Migrationshintergrund","3","66","0.77257612825574","0.686453740602336","0.858698515909144"
"Ja","1998","indirekter Migrationshintergrund","4","34","0.641494211485268","0.518076198139491","0.764912224831045"
"Ja","1998","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","14","","",""
"Ja","1998","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Ja","1998","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Ja","1998","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Ja","1998","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Ja","1998","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Nein","1999","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","736","0.249683967029119","0.232953252310136","0.266414681748103"
"Nein","1999","kein Migrationshintergrund","2","953","0.26807283001766","0.252477389845598","0.283668270189722"
"Nein","1999","kein Migrationshintergrund","3","637","0.285959445039262","0.266441522956854","0.30547736712167"
"Nein","1999","kein Migrationshintergrund","4","599","0.326564595245611","0.304199755633465","0.348929434857758"
"Nein","1999","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","385","0.364258366782206","0.334565809528818","0.393950924035595"
"Nein","1999","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","204","0.236191383203941","0.207886306325407","0.264496460082475"
"Nein","1999","direkter Migrationshintergrund","2","176","0.250390428391328","0.217437768604082","0.283343088178573"
"Nein","1999","direkter Migrationshintergrund","3","105","0.330856864847922","0.278309333101322","0.383404396594523"
"Nein","1999","direkter Migrationshintergrund","4","60","0.37617226800776","0.305599926026592","0.446744609988928"
"Nein","1999","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","24","","",""
"Nein","1999","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","61","0.269203316082214","0.210459180135812","0.327947452028616"
"Nein","1999","indirekter Migrationshintergrund","2","47","0.261959370515572","0.195470255179061","0.328448485852083"
"Nein","1999","indirekter Migrationshintergrund","3","40","0.414524936425468","0.31493540336677","0.514114469484166"
"Nein","1999","indirekter Migrationshintergrund","4","23","","",""
"Nein","1999","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","12","","",""
"Nein","1999","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Nein","1999","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Nein","1999","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Nein","1999","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Nein","1999","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Ja","1999","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","1835","0.750316032970881","0.733585318251897","0.767046747689864"
"Ja","1999","kein Migrationshintergrund","2","2146","0.73192716998234","0.716331729810278","0.747522610154402"
"Ja","1999","kein Migrationshintergrund","3","1422","0.714040554960738","0.69452263287833","0.733558477043146"
"Ja","1999","kein Migrationshintergrund","4","1090","0.673435404754389","0.651070565142242","0.695800244366535"
"Ja","1999","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","624","0.635741633217794","0.606049075964405","0.665434190471182"
"Ja","1999","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","661","0.763808616796059","0.735503539917525","0.792113693674593"
"Ja","1999","direkter Migrationshintergrund","2","488","0.749609571608672","0.716656911821427","0.782562231395918"
"Ja","1999","direkter Migrationshintergrund","3","203","0.669143135152078","0.616595603405477","0.721690666898678"
"Ja","1999","direkter Migrationshintergrund","4","121","0.62382773199224","0.553255390011072","0.694400073973408"
"Ja","1999","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","59","0.676229588025649","0.575565466396426","0.776893709654872"
"Ja","1999","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","158","0.730796683917786","0.672052547971384","0.789540819864188"
"Ja","1999","indirekter Migrationshintergrund","2","121","0.738040629484428","0.671551514147917","0.804529744820939"
"Ja","1999","indirekter Migrationshintergrund","3","54","0.585475063574532","0.485885530515834","0.68506459663323"
"Ja","1999","indirekter Migrationshintergrund","4","42","0.731054192359226","0.623259199493075","0.838849185225376"
"Ja","1999","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","14","","",""
"Ja","1999","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Ja","1999","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Ja","1999","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Ja","1999","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Ja","1999","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Nein","2000","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","1169","0.24145414593256","0.228821733553305","0.254086558311815"
"Nein","2000","kein Migrationshintergrund","2","1504","0.25296537163774","0.241410388160937","0.264520355114544"
"Nein","2000","kein Migrationshintergrund","3","1191","0.289110051070086","0.274863620282689","0.303356481857482"
"Nein","2000","kein Migrationshintergrund","4","1093","0.316351100435693","0.300567669792825","0.332134531078562"
"Nein","2000","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","850","0.375674827408578","0.355538162900874","0.395811491916283"
"Nein","2000","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","307","0.22931670294255","0.206603626414044","0.252029779471056"
"Nein","2000","direkter Migrationshintergrund","2","252","0.284010127308677","0.254902756168735","0.313117498448618"
"Nein","2000","direkter Migrationshintergrund","3","143","0.305386649805978","0.264269674534075","0.346503625077881"
"Nein","2000","direkter Migrationshintergrund","4","84","0.296098972041266","0.242238792158698","0.349959151923834"
"Nein","2000","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","83","0.470535729333707","0.39861122805242","0.542460230614995"
"Nein","2000","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","67","0.254256454247507","0.201327640352715","0.3071852681423"
"Nein","2000","indirekter Migrationshintergrund","2","70","0.292237696886048","0.235405771511482","0.349069622260614"
"Nein","2000","indirekter Migrationshintergrund","3","48","0.348206135993358","0.269849232970945","0.426563039015771"
"Nein","2000","indirekter Migrationshintergrund","4","34","0.283843424671104","0.197192174630095","0.370494674712114"
"Nein","2000","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","19","","",""
"Nein","2000","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Nein","2000","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Nein","2000","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Nein","2000","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Nein","2000","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Ja","2000","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","3240","0.75854585406744","0.745913441688185","0.771178266446695"
"Ja","2000","kein Migrationshintergrund","2","3933","0.74703462836226","0.735479644885457","0.758589611839063"
"Ja","2000","kein Migrationshintergrund","3","2699","0.710889948929914","0.696643518142518","0.725136379717311"
"Ja","2000","kein Migrationshintergrund","4","2242","0.683648899564307","0.667865468921438","0.699432330207175"
"Ja","2000","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","1372","0.624325172591421","0.604188508083717","0.644461837099126"
"Ja","2000","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","1009","0.77068329705745","0.747970220528944","0.793396373585956"
"Ja","2000","direkter Migrationshintergrund","2","670","0.715989872691323","0.686882501551382","0.745097243831265"
"Ja","2000","direkter Migrationshintergrund","3","339","0.694613350194022","0.653496374922119","0.735730325465925"
"Ja","2000","direkter Migrationshintergrund","4","192","0.703901027958734","0.650040848076166","0.757761207841302"
"Ja","2000","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","102","0.529464270666293","0.457539769385005","0.60138877194758"
"Ja","2000","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","193","0.745743545752492","0.6928147318577","0.798672359647285"
"Ja","2000","indirekter Migrationshintergrund","2","176","0.707762303113952","0.650930377739386","0.764594228488518"
"Ja","2000","indirekter Migrationshintergrund","3","94","0.651793864006642","0.573436960984229","0.730150767029055"
"Ja","2000","indirekter Migrationshintergrund","4","70","0.716156575328896","0.629505325287886","0.802807825369905"
"Ja","2000","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","24","","",""
"Ja","2000","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Ja","2000","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Ja","2000","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Ja","2000","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Ja","2000","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Nein","2001","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","975","0.240283748286441","0.226500106567396","0.254067390005486"
"Nein","2001","kein Migrationshintergrund","2","1317","0.261968182705054","0.249488709697098","0.27444765571301"
"Nein","2001","kein Migrationshintergrund","3","1172","0.29185234559174","0.277405556206614","0.306299134976867"
"Nein","2001","kein Migrationshintergrund","4","1073","0.320244240092883","0.304153947497975","0.336334532687792"
"Nein","2001","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","819","0.357523841272101","0.337564682276388","0.377483000267815"
"Nein","2001","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","264","0.253689062411222","0.228126093974599","0.279252030847845"
"Nein","2001","direkter Migrationshintergrund","2","214","0.270645281954757","0.239584924701042","0.301705639208473"
"Nein","2001","direkter Migrationshintergrund","3","138","0.282574406405309","0.241955153011326","0.323193659799292"
"Nein","2001","direkter Migrationshintergrund","4","118","0.418958245532659","0.36236746191947","0.475549029145848"
"Nein","2001","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","51","0.369443993936327","0.290884219364995","0.44800376850766"
"Nein","2001","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","72","0.328097193896179","0.266610864508289","0.389583523284068"
"Nein","2001","indirekter Migrationshintergrund","2","57","0.246790484034435","0.191311793409087","0.302269174659783"
"Nein","2001","indirekter Migrationshintergrund","3","43","0.315979183246241","0.237555885218498","0.394402481273984"
"Nein","2001","indirekter Migrationshintergrund","4","30","0.287648687331119","0.197566165296395","0.377731209365842"
"Nein","2001","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","17","","",""
"Nein","2001","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Nein","2001","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Nein","2001","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Nein","2001","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Nein","2001","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Ja","2001","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","2716","0.759716251713559","0.745932609994514","0.773499893432604"
"Ja","2001","kein Migrationshintergrund","2","3452","0.738031817294946","0.72555234428699","0.750511290302902"
"Ja","2001","kein Migrationshintergrund","3","2632","0.70814765440826","0.693700865023133","0.722594443793386"
"Ja","2001","kein Migrationshintergrund","4","2157","0.679755759907117","0.663665467312208","0.695846052502025"
"Ja","2001","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","1396","0.642476158727899","0.622516999732185","0.662435317723613"
"Ja","2001","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","849","0.746310937588778","0.720747969152155","0.771873906025401"
"Ja","2001","direkter Migrationshintergrund","2","572","0.729354718045243","0.698294360791527","0.760415075298959"
"Ja","2001","direkter Migrationshintergrund","3","334","0.717425593594691","0.676806340200708","0.758044846988674"
"Ja","2001","direkter Migrationshintergrund","4","174","0.581041754467341","0.524450970854152","0.63763253808053"
"Ja","2001","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","94","0.630556006063673","0.55199623149234","0.709115780635005"
"Ja","2001","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","152","0.671902806103821","0.610416476715932","0.733389135491711"
"Ja","2001","indirekter Migrationshintergrund","2","175","0.753209515965565","0.697730825340217","0.808688206590913"
"Ja","2001","indirekter Migrationshintergrund","3","92","0.684020816753759","0.605597518726017","0.762444114781502"
