"ple0044_h","year","quintil_oecd","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","1997","1 Einkommensschwächstes Quintil","männlich","1269","0.683367660946661","0.662413145142911","0.704322176750411"
"Ja","1997","1 Einkommensschwächstes Quintil","weiblich","1736","0.840109088893982","0.824645791760917","0.855572386027046"
"Ja","1997","2","männlich","1174","0.702077998000199","0.680644297557717","0.723511698442681"
"Ja","1997","2","weiblich","1465","0.802452043449667","0.784624309137499","0.820279777761834"
"Ja","1997","3","männlich","708","0.637424298204222","0.609344592540583","0.665504003867861"
"Ja","1997","3","weiblich","846","0.769664308825769","0.745308170042161","0.794020447609378"
"Ja","1997","4","männlich","465","0.639853084792427","0.606272114054699","0.673434055530155"
"Ja","1997","4","weiblich","541","0.754615244048858","0.72377740986147","0.785453078236246"
"Ja","1997","5 Einkommensstärkstes Quintil","männlich","228","0.572550437945029","0.525294503331541","0.619806372558516"
"Ja","1997","5 Einkommensstärkstes Quintil","weiblich","266","0.753129398086849","0.709429363761208","0.79682943241249"
"Nein","1997","1 Einkommensschwächstes Quintil","männlich","624","0.31663233905334","0.29567782324959","0.33758685485709"
"Nein","1997","1 Einkommensschwächstes Quintil","weiblich","422","0.159890911106018","0.144427613972954","0.175354208239083"
"Nein","1997","2","männlich","575","0.297922001999801","0.276488301557319","0.319355702442283"
"Nein","1997","2","weiblich","451","0.197547956550333","0.179720222238166","0.215375690862501"
"Nein","1997","3","männlich","418","0.362575701795778","0.334495996132139","0.390655407459418"
"Nein","1997","3","weiblich","302","0.230335691174231","0.205979552390622","0.25469182995784"
"Nein","1997","4","männlich","320","0.360146915207573","0.326565944469845","0.393727885945301"
"Nein","1997","4","weiblich","207","0.245384755951142","0.214546921763754","0.27622259013853"
"Nein","1997","5 Einkommensstärkstes Quintil","männlich","193","0.427449562054971","0.380193627441484","0.474705496668459"
"Nein","1997","5 Einkommensstärkstes Quintil","weiblich","108","0.246870601913151","0.20317056758751","0.290570636238792"
"Ja","1998","1 Einkommensschwächstes Quintil","männlich","1344","0.688431042116308","0.668294098570336","0.708567985662279"
"Ja","1998","1 Einkommensschwächstes Quintil","weiblich","1851","0.832742028483492","0.817509672024537","0.847974384942447"
"Ja","1998","2","männlich","1244","0.696680330983426","0.675778116605774","0.717582545361077"
"Ja","1998","2","weiblich","1611","0.810644112503081","0.793794715405937","0.827493509600224"
"Ja","1998","3","männlich","785","0.665910143938853","0.639540054086532","0.692280233791175"
"Ja","1998","3","weiblich","909","0.759123836100865","0.735465758318485","0.782781913883246"
"Ja","1998","4","männlich","556","0.592558162197302","0.561394771203333","0.623721553191271"
"Ja","1998","4","weiblich","663","0.755923858463739","0.728107386582539","0.783740330344938"
"Ja","1998","5 Einkommensstärkstes Quintil","männlich","288","0.551445961879819","0.508983844237396","0.593908079522242"
"Ja","1998","5 Einkommensstärkstes Quintil","weiblich","320","0.734292661590264","0.694058591881217","0.77452673129931"
"Nein","1998","1 Einkommensschwächstes Quintil","männlich","688","0.311568957883692","0.291432014337721","0.331705901429664"
"Nein","1998","1 Einkommensschwächstes Quintil","weiblich","455","0.167257971516508","0.152025615057553","0.182490327975463"
"Nein","1998","2","männlich","614","0.303319669016574","0.282417454638923","0.324221883394226"
"Nein","1998","2","weiblich","466","0.189355887496919","0.172506490399776","0.206205284594063"
"Nein","1998","3","männlich","444","0.334089856061147","0.307719766208825","0.360459945913469"
"Nein","1998","3","weiblich","346","0.240876163899135","0.217218086116754","0.264534241681515"
"Nein","1998","4","männlich","399","0.407441837802698","0.376278446808729","0.438605228796667"
"Nein","1998","4","weiblich","253","0.244076141536261","0.216259669655062","0.271892613417461"
"Nein","1998","5 Einkommensstärkstes Quintil","männlich","239","0.448554038120181","0.406091920477758","0.491016155762604"
"Nein","1998","5 Einkommensstärkstes Quintil","weiblich","143","0.265707338409736","0.22547326870069","0.305941408118783"
"Ja","1999","1 Einkommensschwächstes Quintil","männlich","1109","0.675932737083732","0.653592456319433","0.69827301784803"
"Ja","1999","1 Einkommensschwächstes Quintil","weiblich","1545","0.815598540252209","0.79846900302511","0.832728077479308"
"Ja","1999","2","männlich","1217","0.684215891047606","0.663119877924958","0.705311904170255"
"Ja","1999","2","weiblich","1538","0.779057633203478","0.761167761461385","0.796947504945571"
"Ja","1999","3","männlich","780","0.648441175412076","0.621671273361948","0.675211077462203"
"Ja","1999","3","weiblich","899","0.765420114563969","0.741825778649359","0.78901445047858"
"Ja","1999","4","männlich","600","0.617363128886496","0.587026076186669","0.647700181586324"
"Ja","1999","4","weiblich","653","0.724189725862728","0.695755174240788","0.752624277484668"
"Ja","1999","5 Einkommensstärkstes Quintil","männlich","322","0.562609172755322","0.5221681238135","0.603050221697143"
"Ja","1999","5 Einkommensstärkstes Quintil","weiblich","375","0.723102591588571","0.685361833832535","0.760843349344608"
"Nein","1999","1 Einkommensschwächstes Quintil","männlich","577","0.324067262916268","0.30172698215197","0.346407543680567"
"Nein","1999","1 Einkommensschwächstes Quintil","weiblich","424","0.184401459747791","0.167271922520692","0.20153099697489"
"Nein","1999","2","männlich","648","0.315784108952394","0.294688095829745","0.336880122075042"
"Nein","1999","2","weiblich","528","0.220942366796522","0.203052495054429","0.238832238538615"
"Nein","1999","3","männlich","442","0.351558824587924","0.324788922537797","0.378328726638052"
"Nein","1999","3","weiblich","340","0.234579885436031","0.21098554952142","0.258174221350641"
"Nein","1999","4","männlich","386","0.382636871113504","0.352299818413676","0.412973923813331"
"Nein","1999","4","weiblich","296","0.275810274137272","0.247375722515332","0.304244825759212"
"Nein","1999","5 Einkommensstärkstes Quintil","männlich","256","0.437390827244679","0.396949778302857","0.4778318761865"
"Nein","1999","5 Einkommensstärkstes Quintil","weiblich","165","0.276897408411429","0.239156650655392","0.314638166167465"
"Ja","2000","1 Einkommensschwächstes Quintil","männlich","1829","0.700364556419309","0.682939487671255","0.717789625167363"
"Ja","2000","1 Einkommensschwächstes Quintil","weiblich","2613","0.807636008814383","0.794248625427344","0.821023392201422"
"Ja","2000","2","männlich","2095","0.691672626476099","0.675431965473539","0.707913287478659"
"Ja","2000","2","weiblich","2684","0.786168045962002","0.772582718348286","0.799753373575717"
"Ja","2000","3","männlich","1470","0.66874334901919","0.64923919399093","0.688247504047451"
"Ja","2000","3","weiblich","1662","0.746915614608354","0.729057524062078","0.764773705154631"
"Ja","2000","4","männlich","1175","0.635769860741518","0.613941866026908","0.657597855456129"
"Ja","2000","4","weiblich","1329","0.738477934602193","0.718441518696679","0.758514350507708"
"Ja","2000","5 Einkommensstärkstes Quintil","männlich","681","0.534703067320838","0.507227120274891","0.562179014366784"
"Ja","2000","5 Einkommensstärkstes Quintil","weiblich","817","0.710170436561755","0.684328510724507","0.736012362399004"
"Nein","2000","1 Einkommensschwächstes Quintil","männlich","826","0.299635443580691","0.282210374832637","0.317060512328745"
"Nein","2000","1 Einkommensschwächstes Quintil","weiblich","717","0.192363991185617","0.178976607798578","0.205751374572656"
"Nein","2000","2","männlich","1011","0.308327373523901","0.292086712521341","0.324568034526461"
"Nein","2000","2","weiblich","815","0.213831954037998","0.200246626424283","0.227417281651714"
"Nein","2000","3","männlich","767","0.33125665098081","0.311752495952549","0.35076080600907"
"Nein","2000","3","weiblich","615","0.253084385391646","0.235226294845369","0.270942475937922"
"Nein","2000","4","männlich","692","0.364230139258481","0.342402144543871","0.386058133973092"
"Nein","2000","4","weiblich","519","0.261522065397807","0.241485649492292","0.281558481303321"
"Nein","2000","5 Einkommensstärkstes Quintil","männlich","585","0.465296932679162","0.437820985633216","0.492772879725109"
"Nein","2000","5 Einkommensstärkstes Quintil","weiblich","367","0.289829563438245","0.263987637600996","0.315671489275493"
"Ja","2001","1 Einkommensschwächstes Quintil","männlich","1561","0.698287515039953","0.679401313381962","0.717173716697944"
"Ja","2001","1 Einkommensschwächstes Quintil","weiblich","2156","0.799067017283749","0.784115355696059","0.814018678871438"
"Ja","2001","2","männlich","1862","0.691175308420821","0.673764674984322","0.70858594185732"
"Ja","2001","2","weiblich","2337","0.777708670061654","0.763029499854682","0.792387840268626"
"Ja","2001","3","männlich","1430","0.675119293228685","0.655369005102406","0.694869581354965"
"Ja","2001","3","weiblich","1628","0.741623765999289","0.723540434456874","0.759707097541705"
"Ja","2001","4","männlich","1120","0.619099473796819","0.596893004348893","0.641305943244745"
"Ja","2001","4","weiblich","1278","0.730051199083465","0.709439604013452","0.750662794153479"
"Ja","2001","5 Einkommensstärkstes Quintil","männlich","687","0.550576751549592","0.522833886200478","0.578319616898706"
"Ja","2001","5 Einkommensstärkstes Quintil","weiblich","837","0.743631993904946","0.718677120201501","0.768586867608392"
"Nein","2001","1 Einkommensschwächstes Quintil","männlich","708","0.301712484960047","0.282826283302056","0.320598686618038"
"Nein","2001","1 Einkommensschwächstes Quintil","weiblich","603","0.200932982716251","0.185981321128562","0.215884644303941"
"Nein","2001","2","männlich","843","0.308824691579179","0.29141405814268","0.326235325015678"
"Nein","2001","2","weiblich","745","0.222291329938346","0.207612159731374","0.236970500145318"
"Nein","2001","3","männlich","730","0.324880706771315","0.305130418645035","0.344630994897594"
"Nein","2001","3","weiblich","623","0.258376234000711","0.240292902458295","0.276459565543126"
"Nein","2001","4","männlich","717","0.380900526203181","0.358694056755255","0.403106995651107"
"Nein","2001","4","weiblich","504","0.269948800916535","0.249337205846521","0.290560395986548"
"Nein","2001","5 Einkommensstärkstes Quintil","männlich","548","0.449423248450408","0.421680383101294","0.477166113799522"
"Nein","2001","5 Einkommensstärkstes Quintil","weiblich","339","0.256368006095054","0.231413132391608","0.281322879798499"
"Ja","2002","1 Einkommensschwächstes Quintil","männlich","1400","0.724727790160657","0.705054176531033","0.744401403790281"
"Ja","2002","1 Einkommensschwächstes Quintil","weiblich","1959","0.80632322678173","0.790748178975557","0.821898274587903"
"Ja","2002","2","männlich","1660","0.682070888126004","0.663582449683625","0.700559326568382"
"Ja","2002","2","weiblich","2075","0.777782953867858","0.76218797957962","0.793377928156095"
"Ja","2002","3","männlich","1358","0.660753227746893","0.640416305077935","0.681090150415852"
"Ja","2002","3","weiblich","1581","0.742798613213677","0.724442051090806","0.761155175336547"
"Ja","2002","4","männlich","1243","0.62961237040123","0.608738576133812","0.650486164668648"
"Ja","2002","4","weiblich","1485","0.763045229794098","0.744575222240667","0.781515237347528"
"Ja","2002","5 Einkommensstärkstes Quintil","männlich","1173","0.566711520228409","0.545943586408126","0.587479454048691"
"Ja","2002","5 Einkommensstärkstes Quintil","weiblich","1417","0.703002340130814","0.683477831075934","0.722526849185695"
"Nein","2002","1 Einkommensschwächstes Quintil","männlich","580","0.275272209839343","0.255598596209719","0.294945823468967"
"Nein","2002","1 Einkommensschwächstes Quintil","weiblich","514","0.19367677321827","0.178101725412097","0.209251821024443"
"Nein","2002","2","männlich","777","0.317929111873996","0.299440673431618","0.336417550316375"
"Nein","2002","2","weiblich","655","0.222217046132142","0.206622071843905","0.23781202042038"
"Nein","2002","3","männlich","724","0.339246772253107","0.318909849584148","0.359583694922065"
"Nein","2002","3","weiblich","597","0.257201386786323","0.238844824663453","0.275557948909194"
"Nein","2002","4","männlich","813","0.37038762959877","0.349513835331352","0.391261423866188"
"Nein","2002","4","weiblich","551","0.236954770205902","0.218484762652472","0.255424777759333"
"Nein","2002","5 Einkommensstärkstes Quintil","männlich","1014","0.433288479771591","0.412520545951309","0.454056413591874"
"Nein","2002","5 Einkommensstärkstes Quintil","weiblich","687","0.296997659869186","0.277473150814305","0.316522168924066"
"Ja","2003","1 Einkommensschwächstes Quintil","männlich","1312","0.7249436964472","0.704556929254745","0.745330463639655"
"Ja","2003","1 Einkommensschwächstes Quintil","weiblich","1835","0.809142552138033","0.793257492377088","0.825027611898977"
"Ja","2003","2","männlich","1586","0.698665239437052","0.679990398935258","0.717340079938845"
"Ja","2003","2","weiblich","1952","0.773330630615528","0.757274513433821","0.789386747797234"
"Ja","2003","3","männlich","1373","0.651532422937524","0.63102091241085","0.672043933464199"
"Ja","2003","3","weiblich","1634","0.777129355351469","0.759529704819843","0.794729005883095"
"Ja","2003","4","männlich","1299","0.628004987396513","0.607342536229165","0.648667438563861"
"Ja","2003","4","weiblich","1517","0.743998545534619","0.725394694250704","0.762602396818534"
"Ja","2003","5 Einkommensstärkstes Quintil","männlich","1104","0.565557208492381","0.54389819500584","0.587216221978921"
"Ja","2003","5 Einkommensstärkstes Quintil","weiblich","1354","0.740151482376608","0.720509553672484","0.759793411080732"
"Nein","2003","1 Einkommensschwächstes Quintil","männlich","531","0.2750563035528","0.254669536360345","0.295443070745255"
"Nein","2003","1 Einkommensschwächstes Quintil","weiblich","516","0.190857447861968","0.174972388101023","0.206742507622912"
"Nein","2003","2","männlich","733","0.301334760562948","0.282659920061155","0.320009601064742"
"Nein","2003","2","weiblich","660","0.226669369384472","0.210613252202766","0.242725486566179"
"Nein","2003","3","männlich","700","0.348467577062476","0.327956066535802","0.36897908758915"
"Nein","2003","3","weiblich","514","0.222870644648531","0.205270994116905","0.240470295180157"
"Nein","2003","4","männlich","803","0.371995012603487","0.351332561436139","0.392657463770835"
"Nein","2003","4","weiblich","597","0.256001454465381","0.237397603181466","0.274605305749296"
"Nein","2003","5 Einkommensstärkstes Quintil","männlich","908","0.434442791507619","0.412783778021079","0.45610180499416"
"Nein","2003","5 Einkommensstärkstes Quintil","weiblich","561","0.259848517623392","0.240206588919268","0.279490446327516"
"Ja","2004","1 Einkommensschwächstes Quintil","männlich","1249","0.724633834227639","0.703899647175676","0.745368021279602"
"Ja","2004","1 Einkommensschwächstes Quintil","weiblich","1728","0.786536937095423","0.769621155671005","0.803452718519841"
"Ja","2004","2","männlich","1544","0.684148562525202","0.66502574853162","0.703271376518783"
"Ja","2004","2","weiblich","1938","0.786607467131904","0.770767649727248","0.80244728453656"
"Ja","2004","3","männlich","1289","0.675817632217747","0.654913631876237","0.696721632559256"
"Ja","2004","3","weiblich","1544","0.75766692239243","0.739296444228267","0.776037400556592"
"Ja","2004","4","männlich","1366","0.66532247701677","0.645111415533141","0.685533538500398"
"Ja","2004","4","weiblich","1486","0.731302481094763","0.712247821356499","0.750357140833027"
"Ja","2004","5 Einkommensstärkstes Quintil","männlich","1108","0.587045489843154","0.565558176025077","0.60853280366123"
"Ja","2004","5 Einkommensstärkstes Quintil","weiblich","1335","0.716947556758015","0.696808063079521","0.73708705043651"
"Nein","2004","1 Einkommensschwächstes Quintil","männlich","534","0.275366165772361","0.254631978720398","0.296100352824324"
"Nein","2004","1 Einkommensschwächstes Quintil","weiblich","526","0.213463062904577","0.196547281480159","0.230378844328995"
"Nein","2004","2","männlich","726","0.315851437474798","0.296728623481217","0.33497425146838"
"Nein","2004","2","weiblich","632","0.213392532868096","0.19755271546344","0.229232350272752"
"Nein","2004","3","männlich","637","0.324182367782253","0.303278367440744","0.345086368123763"
"Nein","2004","3","weiblich","546","0.24233307760757","0.223962599443408","0.260703555771733"
"Nein","2004","4","männlich","728","0.33467752298323","0.314466461499602","0.354888584466859"
"Nein","2004","4","weiblich","593","0.268697518905237","0.249642859166973","0.287752178643501"
"Nein","2004","5 Einkommensstärkstes Quintil","männlich","909","0.412954510156846","0.39146719633877","0.434441823974923"
"Nein","2004","5 Einkommensstärkstes Quintil","weiblich","587","0.283052443241985","0.26291294956349","0.303191936920479"
"Ja","2005","1 Einkommensschwächstes Quintil","männlich","1259","0.721058905041294","0.700212852130388","0.7419049579522"
"Ja","2005","1 Einkommensschwächstes Quintil","weiblich","1724","0.771123491265824","0.753780112373823","0.788466870157824"
"Ja","2005","2","männlich","1456","0.710934325634505","0.691367662680299","0.73050098858871"
"Ja","2005","2","weiblich","1843","0.792015785675048","0.775801711642239","0.808229859707857"
"Ja","2005","3","männlich","1222","0.657861938092093","0.636095632002456","0.679628244181729"
"Ja","2005","3","weiblich","1438","0.747920086002951","0.728657929651933","0.767182242353969"
"Ja","2005","4","männlich","1293","0.654402513894451","0.63361752376518","0.675187504023721"
"Ja","2005","4","weiblich","1395","0.736422224247584","0.71696221373346","0.755882234761708"
"Ja","2005","5 Einkommensstärkstes Quintil","männlich","1130","0.587748004768732","0.566110017254539","0.609385992282925"
"Ja","2005","5 Einkommensstärkstes Quintil","weiblich","1319","0.712596598966307","0.692432657385401","0.732760540547212"
"Nein","2005","1 Einkommensschwächstes Quintil","männlich","519","0.278941094958706","0.2580950420478","0.299787147869612"
"Nein","2005","1 Einkommensschwächstes Quintil","weiblich","530","0.228876508734176","0.211533129842176","0.246219887626177"
"Nein","2005","2","männlich","606","0.289065674365496","0.26949901141129","0.308632337319702"
"Nein","2005","2","weiblich","564","0.207984214324952","0.191770140292143","0.224198288357761"
"Nein","2005","3","männlich","603","0.342138061907907","0.320371755818271","0.363904367997544"
"Nein","2005","3","weiblich","514","0.252079913997049","0.232817757646031","0.271342070348067"
"Nein","2005","4","männlich","718","0.345597486105549","0.324812495976279","0.36638247623482"
"Nein","2005","4","weiblich","574","0.263577775752416","0.244117765238291","0.28303778626654"
"Nein","2005","5 Einkommensstärkstes Quintil","männlich","858","0.412251995231268","0.390614007717075","0.433889982745461"
"Nein","2005","5 Einkommensstärkstes Quintil","weiblich","616","0.287403401033693","0.267239459452788","0.307567342614599"
"Ja","2006","1 Einkommensschwächstes Quintil","männlich","1282","0.710722841229653","0.68987993091872","0.731565751540587"
"Ja","2006","1 Einkommensschwächstes Quintil","weiblich","1794","0.793113147011746","0.776658422173013","0.809567871850479"
"Ja","2006","2","männlich","1488","0.682067693196764","0.662483790135359","0.701651596258168"
"Ja","2006","2","weiblich","1943","0.764318198528913","0.747985301281611","0.780651095776215"
"Ja","2006","3","männlich","1350","0.681254847101745","0.6606982552022","0.701811439001289"
"Ja","2006","3","weiblich","1531","0.745959263403507","0.727411160497838","0.764507366309177"
"Ja","2006","4","männlich","1438","0.675744865642486","0.656090714840669","0.695399016444303"
"Ja","2006","4","weiblich","1527","0.715123766782154","0.696102539000252","0.734144994564056"
"Ja","2006","5 Einkommensstärkstes Quintil","männlich","1203","0.577482386369648","0.556254429142079","0.598710343597218"
"Ja","2006","5 Einkommensstärkstes Quintil","weiblich","1368","0.712100471846689","0.692271566955558","0.731929376737819"
"Nein","2006","1 Einkommensschwächstes Quintil","männlich","536","0.289277158770347","0.268434248459413","0.31012006908128"
"Nein","2006","1 Einkommensschwächstes Quintil","weiblich","534","0.206886852988254","0.190432128149521","0.223341577826987"
"Nein","2006","2","männlich","684","0.317932306803236","0.298348403741832","0.337516209864641"
"Nein","2006","2","weiblich","651","0.235681801471087","0.219348904223785","0.252014698718389"
"Nein","2006","3","männlich","624","0.318745152898255","0.298188560998711","0.3393017447978"
"Nein","2006","3","weiblich","585","0.254040736596493","0.235492633690823","0.272588839502162"
"Nein","2006","4","männlich","741","0.324255134357514","0.304600983555697","0.343909285159331"
"Nein","2006","4","weiblich","636","0.284876233217846","0.265855005435944","0.303897460999748"
"Nein","2006","5 Einkommensstärkstes Quintil","männlich","877","0.422517613630352","0.401289656402782","0.443745570857921"
"Nein","2006","5 Einkommensstärkstes Quintil","weiblich","635","0.287899528153311","0.268070623262181","0.307728433044442"
"Ja","2007","1 Einkommensschwächstes Quintil","männlich","1137","0.693800930694299","0.671188303657758","0.71641355773084"
"Ja","2007","1 Einkommensschwächstes Quintil","weiblich","1597","0.785908739150354","0.768143598761934","0.803673879538774"
"Ja","2007","2","männlich","1370","0.697475825459122","0.677344252226043","0.717607398692201"
"Ja","2007","2","weiblich","1812","0.777143141412745","0.760500390972416","0.793785891853075"
"Ja","2007","3","männlich","1231","0.67205164408965","0.650483317552663","0.693619970626636"
"Ja","2007","3","weiblich","1430","0.749985000938944","0.730853684070024","0.769116317807865"
"Ja","2007","4","männlich","1354","0.660387214891777","0.640040073876084","0.68073435590747"
"Ja","2007","4","weiblich","1454","0.744399708340239","0.725508189116675","0.763291227563803"
"Ja","2007","5 Einkommensstärkstes Quintil","männlich","1224","0.586570551850124","0.565100862227792","0.608040241472456"
"Ja","2007","5 Einkommensstärkstes Quintil","weiblich","1371","0.720991939829683","0.701171216897294","0.740812662762072"
"Nein","2007","1 Einkommensschwächstes Quintil","männlich","459","0.306199069305701","0.28358644226916","0.328811696342242"
"Nein","2007","1 Einkommensschwächstes Quintil","weiblich","451","0.214091260849646","0.196326120461226","0.231856401238066"
"Nein","2007","2","männlich","630","0.302524174540878","0.282392601307799","0.322655747773957"
"Nein","2007","2","weiblich","590","0.222856858587255","0.206214108146925","0.239499609027584"
"Nein","2007","3","männlich","589","0.32794835591035","0.306380029373364","0.349516682447337"
"Nein","2007","3","weiblich","538","0.250014999061056","0.230883682192135","0.269146315929976"
"Nein","2007","4","männlich","727","0.339612785108223","0.31926564409253","0.359959926123916"
"Nein","2007","4","weiblich","594","0.255600291659761","0.236708772436197","0.274491810883325"
"Nein","2007","5 Einkommensstärkstes Quintil","männlich","797","0.413429448149876","0.391959758527544","0.434899137772208"
"Nein","2007","5 Einkommensstärkstes Quintil","weiblich","596","0.279008060170317","0.259187337237928","0.298828783102706"
"Ja","2008","1 Einkommensschwächstes Quintil","männlich","998","0.712232868182912","0.688458765576936","0.736006970788888"
"Ja","2008","1 Einkommensschwächstes Quintil","weiblich","1442","0.810016480964443","0.792087231169992","0.827945730758893"
"Ja","2008","2","männlich","1301","0.694020134303449","0.672912654679129","0.715127613927768"
"Ja","2008","2","weiblich","1627","0.76911516932482","0.751261207861023","0.786969130788617"
"Ja","2008","3","männlich","1188","0.686349199133321","0.664548559657524","0.708149838609118"
"Ja","2008","3","weiblich","1428","0.750506832611439","0.731206552700165","0.769807112522714"
"Ja","2008","4","männlich","1351","0.672942712986985","0.652371906848368","0.693513519125603"
"Ja","2008","4","weiblich","1473","0.743396180932273","0.72438733125018","0.762405030614366"
"Ja","2008","5 Einkommensstärkstes Quintil","männlich","1272","0.615233013633498","0.594161204119653","0.636304823147344"
"Ja","2008","5 Einkommensstärkstes Quintil","weiblich","1388","0.725854659416679","0.70620113408279","0.745508184750567"
"Nein","2008","1 Einkommensschwächstes Quintil","männlich","395","0.287767131817088","0.263993029211112","0.311541234423064"
"Nein","2008","1 Einkommensschwächstes Quintil","weiblich","397","0.189983519035557","0.172054269241107","0.207912768830008"
"Nein","2008","2","männlich","530","0.305979865696551","0.284872386072232","0.327087345320871"
"Nein","2008","2","weiblich","513","0.23088483067518","0.213030869211383","0.248738792138977"
"Nein","2008","3","männlich","552","0.313650800866679","0.291850161390882","0.335451440342476"
"Nein","2008","3","weiblich","503","0.249493167388561","0.230192887477286","0.268793447299835"
"Nein","2008","4","männlich","647","0.327057287013015","0.306486480874397","0.347628093151632"
"Nein","2008","4","weiblich","555","0.256603819067727","0.237594969385634","0.27561266874982"
"Nein","2008","5 Einkommensstärkstes Quintil","männlich","776","0.384766986366502","0.363695176852656","0.405838795880347"
"Nein","2008","5 Einkommensstärkstes Quintil","weiblich","591","0.274145340583321","0.254491815249433","0.29379886591721"
"Ja","2009","1 Einkommensschwächstes Quintil","männlich","938","0.747763386069471","0.723934216055733","0.771592556083209"
"Ja","2009","1 Einkommensschwächstes Quintil","weiblich","1256","0.782777332590663","0.762771358340041","0.802783306841285"
"Ja","2009","2","männlich","1185","0.705331294509115","0.683240057982265","0.727422531035965"
"Ja","2009","2","weiblich","1476","0.763149139149278","0.744283928911785","0.78201434938677"
"Ja","2009","3","männlich","1108","0.727202682504526","0.705114735069653","0.749290629939398"
"Ja","2009","3","weiblich","1331","0.768372039258139","0.748606424119913","0.788137654396365"
"Ja","2009","4","männlich","1311","0.680093653787489","0.659278589040298","0.70090871853468"
"Ja","2009","4","weiblich","1412","0.74915437673056","0.729814292508154","0.768494460952966"
"Ja","2009","5 Einkommensstärkstes Quintil","männlich","1267","0.613828764620259","0.592554836790717","0.635102692449801"
"Ja","2009","5 Einkommensstärkstes Quintil","weiblich","1426","0.743986242807891","0.724625487841376","0.763346997774405"
