"ple0044_h","year","bula_h","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein","1995","Baden-Württemberg","1 Einkommensschwächstes Quintil","148","0.22862738551769","0.195518078833222","0.261736692202158"
"Nein","1995","Baden-Württemberg","2","130","0.277362414137973","0.237518563879077","0.317206264396869"
"Nein","1995","Baden-Württemberg","3","95","0.320785903009687","0.267155312422826","0.374416493596547"
"Nein","1995","Baden-Württemberg","4","74","0.30291234490536","0.244654914784962","0.361169775025759"
"Nein","1995","Baden-Württemberg","5 Einkommensstärkstes Quintil","38","0.334702393834489","0.246518527100337","0.422886260568642"
"Nein","1995","Bayern","1 Einkommensschwächstes Quintil","113","0.247554859297303","0.209024973600816","0.286084744993789"
"Nein","1995","Bayern","2","157","0.280693281749133","0.240744547478312","0.320642016019954"
"Nein","1995","Bayern","3","110","0.310129568590514","0.259211278272948","0.361047858908079"
"Nein","1995","Bayern","4","74","0.321263437443718","0.257955783280527","0.384571091606909"
"Nein","1995","Bayern","5 Einkommensstärkstes Quintil","48","0.324721216084225","0.246308825886491","0.403133606281959"
"Nein","1995","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Nein","1995","Saarland","2","","","",""
"Nein","1995","Saarland","3","","","",""
"Nein","1995","Saarland","4","","","",""
"Nein","1995","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Nein","1995","Berlin","1 Einkommensschwächstes Quintil","43","0.177334351821301","0.122880913625558","0.231787790017044"
"Nein","1995","Berlin","2","43","0.275363249254859","0.205489920797261","0.345236577712456"
"Nein","1995","Berlin","3","29","","",""
"Nein","1995","Berlin","4","20","","",""
"Nein","1995","Berlin","5 Einkommensstärkstes Quintil","19","","",""
"Nein","1995","Brandenburg","1 Einkommensschwächstes Quintil","75","0.253106630705774","0.200358278101917","0.305854983309631"
"Nein","1995","Brandenburg","2","58","0.31507961846392","0.245855849718069","0.384303387209771"
"Nein","1995","Brandenburg","3","39","0.469848305494459","0.361824350374149","0.57787226061477"
"Nein","1995","Brandenburg","4","29","","",""
"Nein","1995","Brandenburg","5 Einkommensstärkstes Quintil","6","","",""
"Nein","1995","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","56","0.225171518996476","0.166843866910166","0.283499171082786"
"Nein","1995","Mecklenburg-Vorpommern","2","44","0.339236571531025","0.25155397311977","0.426919169942281"
"Nein","1995","Mecklenburg-Vorpommern","3","25","","",""
"Nein","1995","Mecklenburg-Vorpommern","4","12","","",""
"Nein","1995","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","2","","",""
"Nein","1995","Sachsen","1 Einkommensschwächstes Quintil","151","0.243074576949453","0.205552009421825","0.280597144477082"
"Nein","1995","Sachsen","2","121","0.294930737671835","0.247427592020153","0.342433883323517"
"Nein","1995","Sachsen","3","62","0.404669269238089","0.325858744343386","0.483479794132791"
"Nein","1995","Sachsen","4","21","","",""
"Nein","1995","Sachsen","5 Einkommensstärkstes Quintil","10","","",""
"Nein","1995","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","85","0.248609592731514","0.199036224304081","0.298182961158946"
"Nein","1995","Sachsen-Anhalt","2","94","0.309601659194202","0.253832045424808","0.365371272963597"
"Nein","1995","Sachsen-Anhalt","3","35","0.356529216464922","0.254100807516916","0.458957625412928"
"Nein","1995","Sachsen-Anhalt","4","15","","",""
"Nein","1995","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","2","","",""
"Nein","1995","Thüringen","1 Einkommensschwächstes Quintil","105","0.25821489749946","0.211966299625511","0.304463495373408"
"Nein","1995","Thüringen","2","65","0.303264977735942","0.239076078483032","0.367453876988851"
"Nein","1995","Thüringen","3","37","0.443413342333271","0.330224659712974","0.556602024953568"
"Nein","1995","Thüringen","4","13","","",""
"Nein","1995","Thüringen","5 Einkommensstärkstes Quintil","","","",""
"Ja","1995","Schleswig-Holstein","1 Einkommensschwächstes Quintil","64","0.742364691798698","0.652012606365167","0.832716777232228"
"Ja","1995","Schleswig-Holstein","2","51","0.798413327287872","0.704431503585213","0.892395150990531"
"Ja","1995","Schleswig-Holstein","3","51","0.821269059090769","0.727404702940658","0.915133415240881"
"Ja","1995","Schleswig-Holstein","4","23","","",""
"Ja","1995","Schleswig-Holstein","5 Einkommensstärkstes Quintil","11","","",""
"Ja","1995","Hamburg","1 Einkommensschwächstes Quintil","27","","",""
"Ja","1995","Hamburg","2","27","","",""
"Ja","1995","Hamburg","3","20","","",""
"Ja","1995","Hamburg","4","16","","",""
"Ja","1995","Hamburg","5 Einkommensstärkstes Quintil","9","","",""
"Ja","1995","Niedersachsen","1 Einkommensschwächstes Quintil","267","0.833064527817826","0.793011107285","0.873117948350653"
"Ja","1995","Niedersachsen","2","199","0.713342289633114","0.660089911639338","0.766594667626891"
"Ja","1995","Niedersachsen","3","121","0.726812922862574","0.66002600036481","0.793599845360337"
"Ja","1995","Niedersachsen","4","94","0.574439712907529","0.495838531829657","0.653040893985402"
"Ja","1995","Niedersachsen","5 Einkommensstärkstes Quintil","47","0.62791117989239","0.517781430834491","0.73804092895029"
"Ja","1995","Bremen","1 Einkommensschwächstes Quintil","28","","",""
"Ja","1995","Bremen","2","22","","",""
"Ja","1995","Bremen","3","7","","",""
"Ja","1995","Bremen","4","10","","",""
"Ja","1995","Bremen","5 Einkommensstärkstes Quintil","8","","",""
"Ja","1995","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","687","0.789207194084885","0.762648458061936","0.815765930107835"
"Ja","1995","Nordrhein-Westfalen","2","471","0.737496184208045","0.70415486869528","0.770837499720811"
"Ja","1995","Nordrhein-Westfalen","3","282","0.705191142004349","0.661480856965769","0.748901427042928"
"Ja","1995","Nordrhein-Westfalen","4","187","0.636609461472018","0.582091971909556","0.69112695103448"
"Ja","1995","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","111","0.64296516007052","0.575369555688701","0.710560764452339"
"Ja","1995","Hessen","1 Einkommensschwächstes Quintil","221","0.804922538868997","0.759856388865486","0.849988688872508"
"Ja","1995","Hessen","2","176","0.784582275752515","0.733103879081516","0.836060672423514"
"Ja","1995","Hessen","3","132","0.723421025580412","0.659137932795413","0.78770411836541"
"Ja","1995","Hessen","4","79","0.70408814324888","0.621023960711358","0.787152325786401"
"Ja","1995","Hessen","5 Einkommensstärkstes Quintil","49","0.676997602253282","0.567451858227122","0.786543346279442"
"Ja","1995","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","197","0.804177117353112","0.754688286986594","0.85366594771963"
"Ja","1995","Rheinland-Pfalz,Saarland","2","137","0.739273548049284","0.67827539523266","0.800271700865907"
"Ja","1995","Rheinland-Pfalz,Saarland","3","90","0.761122386241725","0.68545945720349","0.836785315279959"
"Ja","1995","Rheinland-Pfalz,Saarland","4","74","0.759385091150116","0.676020868653283","0.84274931364695"
"Ja","1995","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","14","","",""
"Ja","1995","Baden-Württemberg","1 Einkommensschwächstes Quintil","470","0.77137261448231","0.738263307797842","0.804481921166778"
"Ja","1995","Baden-Württemberg","2","355","0.722637585862027","0.682793735603131","0.762481436120923"
"Ja","1995","Baden-Württemberg","3","196","0.679214096990313","0.625583506403453","0.732844687577174"
"Ja","1995","Baden-Württemberg","4","165","0.69708765509464","0.638830224974241","0.755345085215038"
"Ja","1995","Baden-Württemberg","5 Einkommensstärkstes Quintil","72","0.665297606165511","0.577113739431358","0.753481472899663"
"Ja","1995","Bayern","1 Einkommensschwächstes Quintil","369","0.752445140702697","0.713915255006211","0.790975026399184"
"Ja","1995","Bayern","2","329","0.719306718250867","0.679357983980046","0.759255452521688"
"Ja","1995","Bayern","3","207","0.689870431409486","0.638952141091921","0.740788721727052"
"Ja","1995","Bayern","4","135","0.678736562556282","0.615428908393091","0.742044216719473"
"Ja","1995","Bayern","5 Einkommensstärkstes Quintil","89","0.675278783915775","0.596866393718042","0.753691174113509"
"Ja","1995","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Ja","1995","Saarland","2","","","",""
"Ja","1995","Saarland","3","","","",""
"Ja","1995","Saarland","4","","","",""
"Ja","1995","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Ja","1995","Berlin","1 Einkommensschwächstes Quintil","146","0.822665648178699","0.768212209982956","0.877119086374442"
"Ja","1995","Berlin","2","114","0.724636750745141","0.654763422287544","0.794510079202739"
"Ja","1995","Berlin","3","64","0.735222323192425","0.645550367242941","0.824894279141908"
"Ja","1995","Berlin","4","48","0.702856664290678","0.594236610033297","0.81147671854806"
"Ja","1995","Berlin","5 Einkommensstärkstes Quintil","17","","",""
"Ja","1995","Brandenburg","1 Einkommensschwächstes Quintil","186","0.746893369294226","0.694145016690369","0.799641721898083"
"Ja","1995","Brandenburg","2","115","0.68492038153608","0.615696612790229","0.754144150281931"
"Ja","1995","Brandenburg","3","43","0.530151694505541","0.42212773938523","0.638175649625851"
"Ja","1995","Brandenburg","4","24","","",""
"Ja","1995","Brandenburg","5 Einkommensstärkstes Quintil","2","","",""
"Ja","1995","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","141","0.774828481003524","0.716500828917214","0.833156133089834"
"Ja","1995","Mecklenburg-Vorpommern","2","68","0.660763428468975","0.573080830057719","0.74844602688023"
"Ja","1995","Mecklenburg-Vorpommern","3","43","0.554260415611261","0.43612199292866","0.672398838293862"
"Ja","1995","Mecklenburg-Vorpommern","4","15","","",""
"Ja","1995","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"Ja","1995","Sachsen","1 Einkommensschwächstes Quintil","351","0.756925423050547","0.719402855522918","0.794447990578175"
"Ja","1995","Sachsen","2","233","0.705069262328165","0.657566116676483","0.752572407979847"
"Ja","1995","Sachsen","3","87","0.595330730761912","0.516520205867209","0.674141255656614"
"Ja","1995","Sachsen","4","23","","",""
"Ja","1995","Sachsen","5 Einkommensstärkstes Quintil","7","","",""
"Ja","1995","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","207","0.751390407268486","0.701817038841054","0.800963775695919"
"Ja","1995","Sachsen-Anhalt","2","170","0.690398340805798","0.634628727036403","0.746167954575192"
"Ja","1995","Sachsen-Anhalt","3","49","0.643470783535078","0.541042374587072","0.745899192483084"
"Ja","1995","Sachsen-Anhalt","4","16","","",""
"Ja","1995","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","2","","",""
"Ja","1995","Thüringen","1 Einkommensschwächstes Quintil","239","0.741785102500541","0.695536504626592","0.788033700374489"
"Ja","1995","Thüringen","2","132","0.696735022264058","0.632546123011148","0.760923921516968"
"Ja","1995","Thüringen","3","37","0.556586657666729","0.443397975046432","0.669775340287026"
"Ja","1995","Thüringen","4","12","","",""
"Ja","1995","Thüringen","5 Einkommensstärkstes Quintil","1","","",""
"Nein","1996","Schleswig-Holstein","1 Einkommensschwächstes Quintil","23","","",""
"Nein","1996","Schleswig-Holstein","2","22","","",""
"Nein","1996","Schleswig-Holstein","3","15","","",""
"Nein","1996","Schleswig-Holstein","4","14","","",""
"Nein","1996","Schleswig-Holstein","5 Einkommensstärkstes Quintil","13","","",""
"Nein","1996","Hamburg","1 Einkommensschwächstes Quintil","2","","",""
"Nein","1996","Hamburg","2","9","","",""
"Nein","1996","Hamburg","3","6","","",""
"Nein","1996","Hamburg","4","4","","",""
"Nein","1996","Hamburg","5 Einkommensstärkstes Quintil","1","","",""
"Nein","1996","Niedersachsen","1 Einkommensschwächstes Quintil","63","0.205015501753895","0.15838989167092","0.251641111836869"
"Nein","1996","Niedersachsen","2","83","0.2584657306996","0.207904347665185","0.309027113734014"
"Nein","1996","Niedersachsen","3","56","0.339170221072763","0.271496068479723","0.406844373665803"
"Nein","1996","Niedersachsen","4","60","0.381211120136841","0.306420933952814","0.456001306320868"
"Nein","1996","Niedersachsen","5 Einkommensstärkstes Quintil","22","","",""
"Nein","1996","Bremen","1 Einkommensschwächstes Quintil","7","","",""
"Nein","1996","Bremen","2","9","","",""
"Nein","1996","Bremen","3","2","","",""
"Nein","1996","Bremen","4","2","","",""
"Nein","1996","Bremen","5 Einkommensstärkstes Quintil","5","","",""
"Nein","1996","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","220","0.235631205522734","0.207686527700147","0.263575883345321"
"Nein","1996","Nordrhein-Westfalen","2","178","0.245232790677416","0.211230645655599","0.279234935699233"
"Nein","1996","Nordrhein-Westfalen","3","134","0.304589550104326","0.259822015271199","0.349357084937453"
"Nein","1996","Nordrhein-Westfalen","4","106","0.294758774529932","0.245862353238716","0.343655195821148"
"Nein","1996","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","104","0.419772078458446","0.356673402578975","0.482870754337918"
"Nein","1996","Hessen","1 Einkommensschwächstes Quintil","58","0.179025451513896","0.132154500553641","0.225896402474151"
"Nein","1996","Hessen","2","59","0.260948214534647","0.202918377530244","0.318978051539051"
"Nein","1996","Hessen","3","50","0.242999553002935","0.178715856629419","0.30728324937645"
"Nein","1996","Hessen","4","45","0.296527853422194","0.22244326657382","0.370612440270567"
"Nein","1996","Hessen","5 Einkommensstärkstes Quintil","33","0.423532953752079","0.312443676475565","0.534622231028592"
"Nein","1996","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","53","0.227708615988183","0.172041314267064","0.283375917709301"
"Nein","1996","Rheinland-Pfalz,Saarland","2","69","0.300054922553069","0.236699699816485","0.363410145289652"
"Nein","1996","Rheinland-Pfalz,Saarland","3","35","0.264509596574975","0.186561635948192","0.342457557201758"
"Nein","1996","Rheinland-Pfalz,Saarland","4","38","0.311177332369202","0.221767110917426","0.400587553820978"
"Nein","1996","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","6","","",""
"Nein","1996","Baden-Württemberg","1 Einkommensschwächstes Quintil","119","0.215962876506299","0.181192065678044","0.250733687334555"
"Nein","1996","Baden-Württemberg","2","115","0.227539686561333","0.18897526422739","0.266104108895276"
"Nein","1996","Baden-Württemberg","3","87","0.288942019198701","0.240037501477164","0.337846536920238"
"Nein","1996","Baden-Württemberg","4","62","0.30902827191882","0.247116896832283","0.370939647005357"
"Nein","1996","Baden-Württemberg","5 Einkommensstärkstes Quintil","42","0.336705449884749","0.251437587658181","0.421973312111318"
"Nein","1996","Bayern","1 Einkommensschwächstes Quintil","108","0.215307774520946","0.17741482559556","0.253200723446332"
"Nein","1996","Bayern","2","133","0.243278901909467","0.204652961606419","0.281904842212515"
"Nein","1996","Bayern","3","108","0.34511416163743","0.290208638090977","0.400019685183883"
"Nein","1996","Bayern","4","67","0.301834841415941","0.244235575474653","0.35943410735723"
"Nein","1996","Bayern","5 Einkommensstärkstes Quintil","57","0.347705273192144","0.271236780583941","0.424173765800347"
"Nein","1996","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Nein","1996","Saarland","2","","","",""
"Nein","1996","Saarland","3","","","",""
"Nein","1996","Saarland","4","","","",""
"Nein","1996","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Nein","1996","Berlin","1 Einkommensschwächstes Quintil","28","","",""
"Nein","1996","Berlin","2","38","0.235036944782439","0.16695322840972","0.303120661155159"
"Nein","1996","Berlin","3","26","","",""
"Nein","1996","Berlin","4","18","","",""
"Nein","1996","Berlin","5 Einkommensstärkstes Quintil","20","","",""
"Nein","1996","Brandenburg","1 Einkommensschwächstes Quintil","75","0.28490651790801","0.227919993281683","0.341893042534338"
"Nein","1996","Brandenburg","2","44","0.247087349382024","0.183183558927441","0.310991139836608"
"Nein","1996","Brandenburg","3","41","0.323326108602821","0.233858971744364","0.412793245461277"
"Nein","1996","Brandenburg","4","21","","",""
"Nein","1996","Brandenburg","5 Einkommensstärkstes Quintil","5","","",""
"Nein","1996","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","43","0.245921622739013","0.179403228788945","0.31244001668908"
"Nein","1996","Mecklenburg-Vorpommern","2","29","","",""
"Nein","1996","Mecklenburg-Vorpommern","3","21","","",""
"Nein","1996","Mecklenburg-Vorpommern","4","10","","",""
"Nein","1996","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","9","","",""
"Nein","1996","Sachsen","1 Einkommensschwächstes Quintil","131","0.262880838178062","0.221561518493","0.304200157863125"
"Nein","1996","Sachsen","2","116","0.272428924874412","0.227368344820661","0.317489504928163"
"Nein","1996","Sachsen","3","56","0.280497787522112","0.211742365222178","0.349253209822046"
"Nein","1996","Sachsen","4","37","0.437633643318203","0.327539097049796","0.54772818958661"
"Nein","1996","Sachsen","5 Einkommensstärkstes Quintil","8","","",""
"Nein","1996","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","59","0.232728936209336","0.178586254287802","0.28687161813087"
"Nein","1996","Sachsen-Anhalt","2","72","0.222304766527863","0.172243220226381","0.272366312829344"
"Nein","1996","Sachsen-Anhalt","3","43","0.376159247667411","0.281214524313225","0.471103971021596"
"Nein","1996","Sachsen-Anhalt","4","15","","",""
"Nein","1996","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","3","","",""
"Nein","1996","Thüringen","1 Einkommensschwächstes Quintil","73","0.21492076477966","0.165557575989318","0.264283953570002"
"Nein","1996","Thüringen","2","73","0.255308400230638","0.200143447572618","0.310473352888659"
"Nein","1996","Thüringen","3","26","","",""
"Nein","1996","Thüringen","4","10","","",""
"Nein","1996","Thüringen","5 Einkommensstärkstes Quintil","1","","",""
"Ja","1996","Schleswig-Holstein","1 Einkommensschwächstes Quintil","54","0.746413134839009","0.649237867850061","0.843588401827957"
"Ja","1996","Schleswig-Holstein","2","67","0.814490528301788","0.733733719094912","0.895247337508664"
"Ja","1996","Schleswig-Holstein","3","32","0.698405623538948","0.567196315372615","0.829614931705281"
"Ja","1996","Schleswig-Holstein","4","22","","",""
"Ja","1996","Schleswig-Holstein","5 Einkommensstärkstes Quintil","8","","",""
"Ja","1996","Hamburg","1 Einkommensschwächstes Quintil","26","","",""
"Ja","1996","Hamburg","2","24","","",""
"Ja","1996","Hamburg","3","28","","",""
"Ja","1996","Hamburg","4","10","","",""
"Ja","1996","Hamburg","5 Einkommensstärkstes Quintil","7","","",""
"Ja","1996","Niedersachsen","1 Einkommensschwächstes Quintil","225","0.794984498246106","0.748358888163131","0.84161010832908"
"Ja","1996","Niedersachsen","2","205","0.7415342693004","0.690972886265986","0.792095652334815"
"Ja","1996","Niedersachsen","3","132","0.660829778927237","0.593155626334197","0.728503931520277"
"Ja","1996","Niedersachsen","4","102","0.618788879863159","0.543998693679132","0.693579066047186"
"Ja","1996","Niedersachsen","5 Einkommensstärkstes Quintil","49","0.671860144466729","0.562643746918367","0.781076542015091"
"Ja","1996","Bremen","1 Einkommensschwächstes Quintil","24","","",""
"Ja","1996","Bremen","2","23","","",""
"Ja","1996","Bremen","3","9","","",""
"Ja","1996","Bremen","4","5","","",""
"Ja","1996","Bremen","5 Einkommensstärkstes Quintil","5","","",""
"Ja","1996","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","666","0.764368794477266","0.736424116654679","0.792313472299853"
"Ja","1996","Nordrhein-Westfalen","2","437","0.754767209322584","0.720765064300767","0.788769354344401"
"Ja","1996","Nordrhein-Westfalen","3","272","0.695410449895674","0.650642915062547","0.740177984728801"
"Ja","1996","Nordrhein-Westfalen","4","228","0.705241225470068","0.656344804178852","0.754137646761284"
"Ja","1996","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","131","0.580227921541554","0.517129245662082","0.643326597421025"
"Ja","1996","Hessen","1 Einkommensschwächstes Quintil","199","0.820974548486104","0.774103597525849","0.867845499446359"
"Ja","1996","Hessen","2","161","0.739051785465353","0.681021948460949","0.797081622469756"
"Ja","1996","Hessen","3","121","0.757000446997065","0.69271675062355","0.821284143370581"
"Ja","1996","Hessen","4","101","0.703472146577806","0.629387559729433","0.77755673342618"
"Ja","1996","Hessen","5 Einkommensstärkstes Quintil","43","0.576467046247922","0.465377768971408","0.687556323524435"
"Ja","1996","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","165","0.772291384011817","0.716624082290699","0.827958685732936"
"Ja","1996","Rheinland-Pfalz,Saarland","2","132","0.699945077446931","0.636589854710348","0.763300300183515"
"Ja","1996","Rheinland-Pfalz,Saarland","3","88","0.735490403425025","0.657542442798242","0.813438364051808"
"Ja","1996","Rheinland-Pfalz,Saarland","4","65","0.688822667630798","0.599412446179022","0.778232889082574"
"Ja","1996","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","23","","",""
"Ja","1996","Baden-Württemberg","1 Einkommensschwächstes Quintil","419","0.784037123493701","0.749266312665445","0.818807934321956"
"Ja","1996","Baden-Württemberg","2","339","0.772460313438667","0.733895891104724","0.81102473577261"
"Ja","1996","Baden-Württemberg","3","243","0.711057980801299","0.662153463079762","0.759962498522836"
"Ja","1996","Baden-Württemberg","4","152","0.69097172808118","0.629060352994643","0.752883103167717"
"Ja","1996","Baden-Württemberg","5 Einkommensstärkstes Quintil","76","0.663294550115251","0.578026687888682","0.748562412341819"
"Ja","1996","Bayern","1 Einkommensschwächstes Quintil","344","0.784692225479054","0.746799276553668","0.82258517440444"
"Ja","1996","Bayern","2","341","0.756721098090533","0.718095157787485","0.795347038393581"
"Ja","1996","Bayern","3","180","0.65488583836257","0.599980314816117","0.709791361909023"
"Ja","1996","Bayern","4","177","0.698165158584059","0.64056589264277","0.755764424525348"
"Ja","1996","Bayern","5 Einkommensstärkstes Quintil","92","0.652294726807856","0.575826234199653","0.728763219416059"
"Ja","1996","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Ja","1996","Saarland","2","","","",""
"Ja","1996","Saarland","3","","","",""
"Ja","1996","Saarland","4","","","",""
"Ja","1996","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Ja","1996","Berlin","1 Einkommensschwächstes Quintil","108","0.827729430856875","0.764265293716222","0.891193567997529"
"Ja","1996","Berlin","2","111","0.764963055217561","0.696879338844841","0.83304677159028"
"Ja","1996","Berlin","3","100","0.831469972478879","0.766108060281364","0.896831884676395"
"Ja","1996","Berlin","4","41","0.70210891430171","0.585413690196854","0.818804138406567"
"Ja","1996","Berlin","5 Einkommensstärkstes Quintil","29","","",""
"Ja","1996","Brandenburg","1 Einkommensschwächstes Quintil","166","0.71509348209199","0.658106957465662","0.772080006718317"
"Ja","1996","Brandenburg","2","131","0.752912650617976","0.689008860163392","0.816816441072559"
"Ja","1996","Brandenburg","3","64","0.676673891397179","0.587206754538723","0.766141028255636"
"Ja","1996","Brandenburg","4","18","","",""
"Ja","1996","Brandenburg","5 Einkommensstärkstes Quintil","10","","",""
"Ja","1996","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","118","0.754078377260987","0.68755998331092","0.820596771211055"
"Ja","1996","Mecklenburg-Vorpommern","2","83","0.761400900524551","0.682463981254316","0.840337819794787"
"Ja","1996","Mecklenburg-Vorpommern","3","43","0.631714330530323","0.51354333925254","0.749885321808106"
"Ja","1996","Mecklenburg-Vorpommern","4","16","","",""
"Ja","1996","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","7","","",""
"Ja","1996","Sachsen","1 Einkommensschwächstes Quintil","305","0.737119161821938","0.695799842136875","0.778438481507"
"Ja","1996","Sachsen","2","259","0.727571075125588","0.682510495071837","0.772631655179339"
"Ja","1996","Sachsen","3","108","0.719502212477888","0.650746790177954","0.788257634777822"
"Ja","1996","Sachsen","4","41","0.562366356681797","0.45227181041339","0.672460902950204"
"Ja","1996","Sachsen","5 Einkommensstärkstes Quintil","3","","",""
"Ja","1996","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","175","0.767271063790664","0.71312838186913","0.821413745712198"
"Ja","1996","Sachsen-Anhalt","2","193","0.777695233472137","0.727633687170656","0.827756779773619"
"Ja","1996","Sachsen-Anhalt","3","57","0.623840752332589","0.528896028978403","0.718785475686775"
"Ja","1996","Sachsen-Anhalt","4","16","","",""
"Ja","1996","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","3","","",""
"Ja","1996","Thüringen","1 Einkommensschwächstes Quintil","193","0.78507923522034","0.735716046429998","0.834442424010682"
"Ja","1996","Thüringen","2","167","0.744691599769361","0.689526647111341","0.799856552427382"
"Ja","1996","Thüringen","3","60","0.734726980693394","0.641421232478235","0.828032728908553"
"Ja","1996","Thüringen","4","15","","",""
"Ja","1996","Thüringen","5 Einkommensstärkstes Quintil","4","","",""
"Nein","1997","Schleswig-Holstein","1 Einkommensschwächstes Quintil","23","","",""
"Nein","1997","Schleswig-Holstein","2","24","","",""
"Nein","1997","Schleswig-Holstein","3","6","","",""
"Nein","1997","Schleswig-Holstein","4","15","","",""
"Nein","1997","Schleswig-Holstein","5 Einkommensstärkstes Quintil","7","","",""
"Nein","1997","Hamburg","1 Einkommensschwächstes Quintil","5","","",""
"Nein","1997","Hamburg","2","4","","",""
