"ple0044_h","year","quintil_oecd","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","1998","2","Städtischer Raum","1820","0.760693110439254","0.743921302854434","0.777464918024074"
"Ja","1998","3","Ländlicher Raum","563","0.682825551159998","0.651668118938064","0.713982983381931"
"Ja","1998","3","Städtischer Raum","1131","0.725350101382979","0.703662182805266","0.747038019960692"
"Ja","1998","4","Ländlicher Raum","321","0.644797704842268","0.60334405890855","0.686251350775985"
"Ja","1998","4","Städtischer Raum","898","0.680036393504733","0.655236219266679","0.704836567742786"
"Ja","1998","5 Einkommensstärkstes Quintil","Ländlicher Raum","138","0.642442588747544","0.578820210678305","0.706064966816783"
"Ja","1998","5 Einkommensstärkstes Quintil","Städtischer Raum","470","0.631328506471851","0.597296549788379","0.665360463155323"
"Nein","1998","1 Einkommensschwächstes Quintil","Ländlicher Raum","493","0.236389073259332","0.216471925604441","0.256306220914223"
"Nein","1998","1 Einkommensschwächstes Quintil","Städtischer Raum","650","0.232185140152821","0.215924273957573","0.248446006348069"
"Nein","1998","2","Ländlicher Raum","414","0.24791202277843","0.225679076642901","0.27014496891396"
"Nein","1998","2","Städtischer Raum","666","0.239306889560746","0.222535081975926","0.256078697145566"
"Nein","1998","3","Ländlicher Raum","294","0.317174448840002","0.286017016618069","0.348331881061936"
"Nein","1998","3","Städtischer Raum","496","0.274649898617021","0.252961980039308","0.296337817194734"
"Nein","1998","4","Ländlicher Raum","191","0.355202295157732","0.313748649224015","0.39665594109145"
"Nein","1998","4","Städtischer Raum","461","0.319963606495267","0.295163432257214","0.344763780733321"
"Nein","1998","5 Einkommensstärkstes Quintil","Ländlicher Raum","80","0.357557411252456","0.293935033183217","0.421179789321695"
"Nein","1998","5 Einkommensstärkstes Quintil","Städtischer Raum","302","0.368671493528149","0.334639536844677","0.402703450211621"
"Ja","1999","1 Einkommensschwächstes Quintil","Ländlicher Raum","1046","0.754764765836997","0.732658578953024","0.776870952720971"
"Ja","1999","1 Einkommensschwächstes Quintil","Städtischer Raum","1608","0.75061863622596","0.73253946908506","0.76869780336686"
"Ja","1999","2","Ländlicher Raum","1073","0.753607170033185","0.73190873968596","0.775305600380411"
"Ja","1999","2","Städtischer Raum","1682","0.724164871145881","0.706343416889198","0.741986325402563"
"Ja","1999","3","Ländlicher Raum","545","0.700193782607629","0.66887234950748","0.731515215707777"
"Ja","1999","3","Städtischer Raum","1134","0.70861500156473","0.686616283197176","0.730613719932283"
"Ja","1999","4","Ländlicher Raum","341","0.604246532063695","0.563960052025785","0.644533012101604"
"Ja","1999","4","Städtischer Raum","912","0.690433586497468","0.665943842817764","0.714923330177171"
"Ja","1999","5 Einkommensstärkstes Quintil","Ländlicher Raum","130","0.598404753672407","0.534492273559829","0.662317233784985"
"Ja","1999","5 Einkommensstärkstes Quintil","Städtischer Raum","567","0.647997266117637","0.616655369850645","0.679339162384628"
"Nein","1999","1 Einkommensschwächstes Quintil","Ländlicher Raum","409","0.245235234163003","0.223129047279029","0.267341421046977"
"Nein","1999","1 Einkommensschwächstes Quintil","Städtischer Raum","592","0.24938136377404","0.23130219663314","0.26746053091494"
"Nein","1999","2","Ländlicher Raum","442","0.246392829966815","0.224694399619589","0.26809126031404"
"Nein","1999","2","Städtischer Raum","734","0.275835128854119","0.258013674597437","0.293656583110802"
"Nein","1999","3","Ländlicher Raum","277","0.299806217392371","0.268484784292223","0.33112765049252"
"Nein","1999","3","Städtischer Raum","505","0.29138499843527","0.269386280067717","0.313383716802824"
"Nein","1999","4","Ländlicher Raum","225","0.395753467936305","0.355466987898396","0.436039947974214"
"Nein","1999","4","Städtischer Raum","457","0.309566413502532","0.285076669822829","0.334056157182236"
"Nein","1999","5 Einkommensstärkstes Quintil","Ländlicher Raum","96","0.401595246327593","0.337682766215015","0.46550772644017"
"Nein","1999","5 Einkommensstärkstes Quintil","Städtischer Raum","325","0.352002733882363","0.320660837615372","0.383344630149355"
"Ja","2000","1 Einkommensschwächstes Quintil","Ländlicher Raum","1783","0.752563255544949","0.735434143832641","0.769692367257257"
"Ja","2000","1 Einkommensschwächstes Quintil","Städtischer Raum","2659","0.765577970000573","0.751636408402589","0.779519531598557"
"Ja","2000","2","Ländlicher Raum","1883","0.735433495026839","0.71857536692133","0.752291623132348"
"Ja","2000","2","Städtischer Raum","2896","0.745693735231867","0.732156240479489","0.759231229984245"
"Ja","2000","3","Ländlicher Raum","999","0.687256205363153","0.663668547153086","0.710843863573219"
"Ja","2000","3","Städtischer Raum","2133","0.716416612618097","0.700367538096444","0.73246568713975"
"Ja","2000","4","Ländlicher Raum","682","0.679976818782728","0.651460772797937","0.708492864767519"
"Ja","2000","4","Städtischer Raum","1822","0.687875379993724","0.670355418231075","0.705395341756373"
"Ja","2000","5 Einkommensstärkstes Quintil","Ländlicher Raum","295","0.560645835287693","0.518272323611263","0.603019346964123"
"Ja","2000","5 Einkommensstärkstes Quintil","Städtischer Raum","1203","0.631451813422274","0.609890476023342","0.653013150821206"
"Nein","2000","1 Einkommensschwächstes Quintil","Ländlicher Raum","655","0.247436744455051","0.230307632742743","0.26456585616736"
"Nein","2000","1 Einkommensschwächstes Quintil","Städtischer Raum","888","0.234422029999427","0.220480468401443","0.248363591597411"
"Nein","2000","2","Ländlicher Raum","747","0.264566504973161","0.247708376867652","0.28142463307867"
"Nein","2000","2","Städtischer Raum","1079","0.254306264768133","0.240768770015755","0.267843759520511"
"Nein","2000","3","Ländlicher Raum","485","0.312743794636847","0.289156136426781","0.336331452846914"
"Nein","2000","3","Städtischer Raum","897","0.283583387381903","0.26753431286025","0.299632461903556"
"Nein","2000","4","Ländlicher Raum","346","0.320023181217272","0.291507135232481","0.348539227202063"
"Nein","2000","4","Städtischer Raum","865","0.312124620006276","0.294604658243627","0.329644581768925"
"Nein","2000","5 Einkommensstärkstes Quintil","Ländlicher Raum","232","0.439354164712307","0.396980653035877","0.481727676388737"
"Nein","2000","5 Einkommensstärkstes Quintil","Städtischer Raum","720","0.368548186577726","0.346986849178794","0.390109523976658"
"Ja","2001","1 Einkommensschwächstes Quintil","Ländlicher Raum","1520","0.7587070280283","0.740243790076999","0.777170265979601"
"Ja","2001","1 Einkommensschwächstes Quintil","Städtischer Raum","2197","0.750793000884331","0.73522345421486","0.766362547553802"
"Ja","2001","2","Ländlicher Raum","1652","0.735409293839198","0.71735033807966","0.753468249598736"
"Ja","2001","2","Städtischer Raum","2547","0.738607546466585","0.724040285721848","0.753174807211321"
"Ja","2001","3","Ländlicher Raum","1031","0.717242155649782","0.694275483124162","0.740208828175402"
"Ja","2001","3","Städtischer Raum","2027","0.704581822363729","0.688073522046456","0.721090122681001"
"Ja","2001","4","Ländlicher Raum","685","0.668485472688086","0.639984169453407","0.696986775922765"
"Ja","2001","4","Städtischer Raum","1713","0.67462238649564","0.656512269259193","0.692732503732086"
"Ja","2001","5 Einkommensstärkstes Quintil","Ländlicher Raum","303","0.584911707769613","0.542922695922437","0.626900719616788"
"Ja","2001","5 Einkommensstärkstes Quintil","Städtischer Raum","1221","0.656923934142956","0.63547572505811","0.678372143227802"
"Nein","2001","1 Einkommensschwächstes Quintil","Ländlicher Raum","543","0.2412929719717","0.222829734020399","0.259756209923001"
"Nein","2001","1 Einkommensschwächstes Quintil","Städtischer Raum","768","0.249206999115669","0.233637452446198","0.26477654578514"
"Nein","2001","2","Ländlicher Raum","640","0.264590706160802","0.246531750401264","0.28264966192034"
"Nein","2001","2","Städtischer Raum","948","0.261392453533416","0.246825192788679","0.275959714278152"
"Nein","2001","3","Ländlicher Raum","446","0.282757844350218","0.259791171824598","0.305724516875838"
"Nein","2001","3","Städtischer Raum","907","0.295418177636271","0.278909877318999","0.311926477953544"
"Nein","2001","4","Ländlicher Raum","363","0.331514527311914","0.303013224077235","0.360015830546593"
"Nein","2001","4","Städtischer Raum","858","0.32537761350436","0.307267496267914","0.343487730740806"
"Nein","2001","5 Einkommensstärkstes Quintil","Ländlicher Raum","226","0.415088292230387","0.373099280383212","0.457077304077563"
"Nein","2001","5 Einkommensstärkstes Quintil","Städtischer Raum","661","0.343076065857044","0.321627856772198","0.36452427494189"
"Ja","2002","1 Einkommensschwächstes Quintil","Ländlicher Raum","1343","0.765004495344282","0.745449802940069","0.784559187748496"
"Ja","2002","1 Einkommensschwächstes Quintil","Städtischer Raum","2016","0.772474849159179","0.756504000291649","0.788445698026708"
"Ja","2002","2","Ländlicher Raum","1454","0.727284438828139","0.707785708187914","0.746783169468365"
"Ja","2002","2","Städtischer Raum","2281","0.735566378269225","0.720196594180239","0.750936162358211"
"Ja","2002","3","Ländlicher Raum","1017","0.67615787070326","0.652633553647581","0.699682187758938"
"Ja","2002","3","Städtischer Raum","1922","0.714478930335038","0.697567256126017","0.73139060454406"
"Ja","2002","4","Ländlicher Raum","847","0.709539884635852","0.684433456494985","0.734646312776719"
"Ja","2002","4","Städtischer Raum","1881","0.689818151497051","0.672793803952165","0.706842499041938"
"Ja","2002","5 Einkommensstärkstes Quintil","Ländlicher Raum","546","0.61885067369973","0.587586371767814","0.650114975631646"
"Ja","2002","5 Einkommensstärkstes Quintil","Städtischer Raum","2044","0.634542048318361","0.618268996460416","0.650815100176306"
"Nein","2002","1 Einkommensschwächstes Quintil","Ländlicher Raum","463","0.234995504655718","0.215440812251504","0.254550197059931"
"Nein","2002","1 Einkommensschwächstes Quintil","Städtischer Raum","631","0.227525150840821","0.211554301973292","0.243495999708351"
"Nein","2002","2","Ländlicher Raum","550","0.272715561171861","0.253216830531635","0.292214291812086"
"Nein","2002","2","Städtischer Raum","882","0.264433621730775","0.249063837641788","0.279803405819761"
"Nein","2002","3","Ländlicher Raum","503","0.32384212929674","0.300317812241062","0.347366446352419"
"Nein","2002","3","Städtischer Raum","818","0.285521069664962","0.26860939545594","0.302432743873984"
"Nein","2002","4","Ländlicher Raum","409","0.290460115364148","0.265353687223281","0.315566543505015"
"Nein","2002","4","Städtischer Raum","955","0.310181848502949","0.293157500958062","0.327206196047835"
"Nein","2002","5 Einkommensstärkstes Quintil","Ländlicher Raum","381","0.38114932630027","0.349885024368354","0.412413628232186"
"Nein","2002","5 Einkommensstärkstes Quintil","Städtischer Raum","1320","0.365457951681639","0.349184899823694","0.381731003539584"
"Ja","2003","1 Einkommensschwächstes Quintil","Ländlicher Raum","1278","0.756142051724738","0.735942423140338","0.776341680309138"
"Ja","2003","1 Einkommensschwächstes Quintil","Städtischer Raum","1869","0.781674945675732","0.765343597559411","0.798006293792054"
"Ja","2003","2","Ländlicher Raum","1360","0.730878536880855","0.710873292182909","0.750883781578802"
"Ja","2003","2","Städtischer Raum","2178","0.741105686569422","0.72554250288152","0.756668870257324"
"Ja","2003","3","Ländlicher Raum","1074","0.722427602209114","0.699728284749385","0.745126919668844"
"Ja","2003","3","Städtischer Raum","1933","0.710521707833102","0.693496914773788","0.727546500892416"
"Ja","2003","4","Ländlicher Raum","836","0.645720983357419","0.6196407184005","0.671801248314338"
"Ja","2003","4","Städtischer Raum","1980","0.70058813657197","0.68398747872856","0.71718879441538"
"Ja","2003","5 Einkommensstärkstes Quintil","Ländlicher Raum","501","0.601635710790948","0.568548733282483","0.634722688299414"
"Ja","2003","5 Einkommensstärkstes Quintil","Städtischer Raum","1957","0.659994430246063","0.643281088976404","0.676707771515721"
"Nein","2003","1 Einkommensschwächstes Quintil","Ländlicher Raum","458","0.243857948275262","0.223658319690862","0.264057576859662"
"Nein","2003","1 Einkommensschwächstes Quintil","Städtischer Raum","589","0.218325054324268","0.201993706207946","0.234656402440589"
"Nein","2003","2","Ländlicher Raum","528","0.269121463119145","0.249116218421198","0.289126707817091"
"Nein","2003","2","Städtischer Raum","865","0.258894313430578","0.243331129742676","0.27445749711848"
"Nein","2003","3","Ländlicher Raum","421","0.277572397790886","0.254873080331156","0.300271715250615"
"Nein","2003","3","Städtischer Raum","793","0.289478292166898","0.272453499107584","0.306503085226212"
"Nein","2003","4","Ländlicher Raum","456","0.354279016642581","0.328198751685662","0.3803592815995"
"Nein","2003","4","Städtischer Raum","944","0.29941186342803","0.28281120558462","0.31601252127144"
"Nein","2003","5 Einkommensstärkstes Quintil","Ländlicher Raum","340","0.398364289209052","0.365277311700586","0.431451266717517"
"Nein","2003","5 Einkommensstärkstes Quintil","Städtischer Raum","1129","0.340005569753937","0.323292228484278","0.356718911023596"
"Ja","2004","1 Einkommensschwächstes Quintil","Ländlicher Raum","1183","0.73805352432702","0.716753801091019","0.759353247563021"
"Ja","2004","1 Einkommensschwächstes Quintil","Städtischer Raum","1794","0.770894843669263","0.75408136905863","0.787708318279896"
"Ja","2004","2","Ländlicher Raum","1307","0.743446124109247","0.723343014996261","0.763549233222233"
"Ja","2004","2","Städtischer Raum","2175","0.73458500397671","0.71885511569383","0.75031489225959"
"Ja","2004","3","Ländlicher Raum","1000","0.681567630242078","0.657703773391136","0.70543148709302"
"Ja","2004","3","Städtischer Raum","1833","0.734919612521627","0.717795168780634","0.752044056262621"
"Ja","2004","4","Ländlicher Raum","839","0.655246065996102","0.62911650325742","0.681375628734784"
"Ja","2004","4","Städtischer Raum","2013","0.7135668005151","0.697118221631638","0.730015379398562"
"Ja","2004","5 Einkommensstärkstes Quintil","Ländlicher Raum","532","0.624415347486985","0.592670734639984","0.656159960333986"
"Ja","2004","5 Einkommensstärkstes Quintil","Städtischer Raum","1911","0.655306721066751","0.638425915747567","0.672187526385934"
"Nein","2004","1 Einkommensschwächstes Quintil","Ländlicher Raum","454","0.26194647567298","0.240646752436979","0.283246198908981"
"Nein","2004","1 Einkommensschwächstes Quintil","Städtischer Raum","606","0.229105156330737","0.212291681720104","0.24591863094137"
"Nein","2004","2","Ländlicher Raum","506","0.256553875890753","0.236450766777767","0.276656985003739"
"Nein","2004","2","Städtischer Raum","852","0.26541499602329","0.249685107740411","0.28114488430617"
"Nein","2004","3","Ländlicher Raum","464","0.318432369757922","0.29456851290698","0.342296226608864"
"Nein","2004","3","Städtischer Raum","719","0.265080387478373","0.247955943737379","0.282204831219366"
"Nein","2004","4","Ländlicher Raum","432","0.344753934003898","0.318624371265216","0.37088349674258"
"Nein","2004","4","Städtischer Raum","889","0.2864331994849","0.269984620601438","0.302881778368362"
"Nein","2004","5 Einkommensstärkstes Quintil","Ländlicher Raum","362","0.375584652513015","0.343840039666014","0.407329265360016"
"Nein","2004","5 Einkommensstärkstes Quintil","Städtischer Raum","1134","0.344693278933249","0.327812473614065","0.361574084252433"
"Ja","2005","1 Einkommensschwächstes Quintil","Ländlicher Raum","1209","0.73218632622827","0.7108327681738","0.75353988428274"
"Ja","2005","1 Einkommensschwächstes Quintil","Städtischer Raum","1774","0.758306473686295","0.741107025904706","0.775505921467884"
"Ja","2005","2","Ländlicher Raum","1254","0.750643279795962","0.730089312929381","0.771197246662542"
"Ja","2005","2","Städtischer Raum","2045","0.75688464895026","0.740901418872226","0.772867879028294"
"Ja","2005","3","Ländlicher Raum","939","0.680262032332983","0.65567368775208","0.704850376913886"
"Ja","2005","3","Städtischer Raum","1721","0.714181504069576","0.696087078676591","0.732275929462561"
"Ja","2005","4","Ländlicher Raum","764","0.667735746680558","0.640676498607642","0.694794994753474"
"Ja","2005","4","Städtischer Raum","1924","0.703312303342415","0.686440727768295","0.720183878916535"
"Ja","2005","5 Einkommensstärkstes Quintil","Ländlicher Raum","502","0.591806068916844","0.559332521478506","0.624279616355183"
"Ja","2005","5 Einkommensstärkstes Quintil","Städtischer Raum","1947","0.661893682824277","0.645085611762827","0.678701753885726"
"Nein","2005","1 Einkommensschwächstes Quintil","Ländlicher Raum","443","0.26781367377173","0.24646011571726","0.2891672318262"
"Nein","2005","1 Einkommensschwächstes Quintil","Städtischer Raum","606","0.241693526313705","0.224494078532116","0.258892974095294"
"Nein","2005","2","Ländlicher Raum","448","0.249356720204038","0.228802753337458","0.269910687070619"
"Nein","2005","2","Städtischer Raum","722","0.24311535104974","0.227132120971706","0.259098581127774"
"Nein","2005","3","Ländlicher Raum","443","0.319737967667017","0.295149623086114","0.34432631224792"
"Nein","2005","3","Städtischer Raum","674","0.285818495930424","0.267724070537439","0.303912921323409"
"Nein","2005","4","Ländlicher Raum","400","0.332264253319442","0.305205005246526","0.359323501392359"
"Nein","2005","4","Städtischer Raum","892","0.296687696657585","0.279816121083465","0.313559272231705"
"Nein","2005","5 Einkommensstärkstes Quintil","Ländlicher Raum","378","0.408193931083156","0.375720383644817","0.440667478521494"
"Nein","2005","5 Einkommensstärkstes Quintil","Städtischer Raum","1096","0.338106317175723","0.321298246114274","0.354914388237173"
"Ja","2006","1 Einkommensschwächstes Quintil","Ländlicher Raum","1251","0.73251084943533","0.711712274298543","0.753309424572116"
"Ja","2006","1 Einkommensschwächstes Quintil","Städtischer Raum","1825","0.770060909976041","0.753246980450354","0.786874839501729"
"Ja","2006","2","Ländlicher Raum","1327","0.718375098322968","0.697928570987163","0.738821625658774"
"Ja","2006","2","Städtischer Raum","2104","0.730446689975541","0.714316400088086","0.746576979862996"
"Ja","2006","3","Ländlicher Raum","1051","0.680360756823825","0.657122550207094","0.703598963440557"
"Ja","2006","3","Städtischer Raum","1830","0.73154520759857","0.714321324215514","0.748769090981626"
"Ja","2006","4","Ländlicher Raum","878","0.681854179407786","0.656545568599549","0.707162790216023"
"Ja","2006","4","Städtischer Raum","2087","0.699491833356477","0.683196646509258","0.715787020203695"
"Ja","2006","5 Einkommensstärkstes Quintil","Ländlicher Raum","512","0.576930804815665","0.544971721288884","0.608889888342447"
"Ja","2006","5 Einkommensstärkstes Quintil","Städtischer Raum","2059","0.658936291751825","0.642420450401306","0.675452133102345"
"Nein","2006","1 Einkommensschwächstes Quintil","Ländlicher Raum","489","0.26748915056467","0.246690575427884","0.288287725701457"
"Nein","2006","1 Einkommensschwächstes Quintil","Städtischer Raum","581","0.229939090023959","0.213125160498271","0.246753019549646"
"Nein","2006","2","Ländlicher Raum","532","0.281624901677032","0.261178374341227","0.302071429012837"
"Nein","2006","2","Städtischer Raum","803","0.269553310024459","0.253423020137004","0.285683599911914"
"Nein","2006","3","Ländlicher Raum","496","0.319639243176175","0.296401036559443","0.342877449792906"
"Nein","2006","3","Städtischer Raum","713","0.26845479240143","0.251230909018374","0.285678675784487"
"Nein","2006","4","Ländlicher Raum","423","0.318145820592214","0.292837209783977","0.343454431400451"
"Nein","2006","4","Städtischer Raum","954","0.300508166643523","0.284212979796305","0.316803353490742"
"Nein","2006","5 Einkommensstärkstes Quintil","Ländlicher Raum","406","0.423069195184335","0.391110111657553","0.455028278711116"
"Nein","2006","5 Einkommensstärkstes Quintil","Städtischer Raum","1106","0.341063708248175","0.324547866897655","0.357579549598694"
"Ja","2007","1 Einkommensschwächstes Quintil","Ländlicher Raum","1135","0.736463250109391","0.714373919931447","0.758552580287334"
"Ja","2007","1 Einkommensschwächstes Quintil","Städtischer Raum","1599","0.74978215565352","0.731327032458922","0.768237278848119"
"Ja","2007","2","Ländlicher Raum","1264","0.727845804280812","0.707129087363947","0.748562521197677"
"Ja","2007","2","Städtischer Raum","1918","0.748501630224888","0.731916581170468","0.765086679279308"
"Ja","2007","3","Ländlicher Raum","1025","0.714526631198147","0.691231964309013","0.737821298087282"
"Ja","2007","3","Städtischer Raum","1636","0.710005592670089","0.691636192153715","0.728374993186463"
"Ja","2007","4","Ländlicher Raum","820","0.675477916390501","0.649656853162858","0.701298979618144"
"Ja","2007","4","Städtischer Raum","1988","0.710887250278806","0.694289700389182","0.72748480016843"
"Ja","2007","5 Einkommensstärkstes Quintil","Ländlicher Raum","514","0.551003747271401","0.518215319461682","0.58379217508112"
"Ja","2007","5 Einkommensstärkstes Quintil","Städtischer Raum","2081","0.677156758408139","0.660708205615989","0.693605311200288"
"Nein","2007","1 Einkommensschwächstes Quintil","Ländlicher Raum","393","0.263536749890609","0.241447419712666","0.285626080068553"
"Nein","2007","1 Einkommensschwächstes Quintil","Städtischer Raum","517","0.250217844346479","0.231762721151881","0.268672967541078"
"Nein","2007","2","Ländlicher Raum","509","0.272154195719188","0.251437478802323","0.292870912636053"
"Nein","2007","2","Städtischer Raum","711","0.251498369775112","0.234913320720692","0.268083418829532"
"Nein","2007","3","Ländlicher Raum","419","0.285473368801853","0.262178701912718","0.308768035690987"
"Nein","2007","3","Städtischer Raum","708","0.289994407329911","0.271625006813537","0.308363807846285"
"Nein","2007","4","Ländlicher Raum","443","0.324522083609499","0.298701020381856","0.350343146837141"
"Nein","2007","4","Städtischer Raum","878","0.289112749721194","0.27251519983157","0.305710299610818"
"Nein","2007","5 Einkommensstärkstes Quintil","Ländlicher Raum","370","0.448996252728599","0.41620782491888","0.481784680538318"
"Nein","2007","5 Einkommensstärkstes Quintil","Städtischer Raum","1023","0.322843241591861","0.306394688799712","0.339291794384011"
"Ja","2008","1 Einkommensschwächstes Quintil","Ländlicher Raum","1010","0.755908468588935","0.73295237903295","0.77886455814492"
"Ja","2008","1 Einkommensschwächstes Quintil","Städtischer Raum","1430","0.774251313056692","0.755388097279689","0.793114528833694"
