"ple0044_h","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"Ja","1992","indirekter Migrationshintergrund","maennlich","150","0.722098796218905","0.660777025781405","0.783420566656405"
"Ja","1992","indirekter Migrationshintergrund","weiblich","145","0.766854853066983","0.707200902282048","0.826508803851919"
"keinen Tag","1993","kein Migrationshintergrund","maennlich","","","",""
"keinen Tag","1993","kein Migrationshintergrund","weiblich","","","",""
"keinen Tag","1993","direkter Migrationshintergrund","maennlich","","","",""
"keinen Tag","1993","direkter Migrationshintergrund","weiblich","","","",""
"keinen Tag","1993","indirekter Migrationshintergrund","maennlich","","","",""
"keinen Tag","1993","indirekter Migrationshintergrund","weiblich","","","",""
"Ja","1993","kein Migrationshintergrund","maennlich","","","",""
"Ja","1993","kein Migrationshintergrund","weiblich","","","",""
"Ja","1993","direkter Migrationshintergrund","maennlich","","","",""
"Ja","1993","direkter Migrationshintergrund","weiblich","","","",""
"Ja","1993","indirekter Migrationshintergrund","maennlich","","","",""
"Ja","1993","indirekter Migrationshintergrund","weiblich","","","",""
"keinen Tag","1994","kein Migrationshintergrund","maennlich","1837","0.359131800222467","0.345457010734934","0.372806589710001"
"keinen Tag","1994","kein Migrationshintergrund","weiblich","1245","0.201205760877497","0.190333352770007","0.212078168984987"
"keinen Tag","1994","direkter Migrationshintergrund","maennlich","401","0.328572001136396","0.301908021835954","0.355235980436838"
"keinen Tag","1994","direkter Migrationshintergrund","weiblich","225","0.17899840524037","0.156656851654715","0.201339958826025"
"keinen Tag","1994","indirekter Migrationshintergrund","maennlich","78","0.327365859990739","0.268726842664917","0.386004877316562"
"keinen Tag","1994","indirekter Migrationshintergrund","weiblich","56","0.211654245716918","0.1600825479786","0.263225943455236"
"Ja","1994","kein Migrationshintergrund","maennlich","2891","0.640868199777533","0.627193410289999","0.654542989265066"
"Ja","1994","kein Migrationshintergrund","weiblich","3978","0.798794239122503","0.787921831015013","0.809666647229993"
"Ja","1994","direkter Migrationshintergrund","maennlich","791","0.671427998863604","0.644764019563162","0.698091978164046"
"Ja","1994","direkter Migrationshintergrund","weiblich","906","0.82100159475963","0.798660041173975","0.843343148345285"
"Ja","1994","indirekter Migrationshintergrund","maennlich","168","0.672634140009261","0.613995122683438","0.731273157335083"
"Ja","1994","indirekter Migrationshintergrund","weiblich","185","0.788345754283082","0.736774056544764","0.8399174520214"
"keinen Tag","1995","kein Migrationshintergrund","maennlich","1787","0.353052055784072","0.339281471040566","0.366822640527577"
"keinen Tag","1995","kein Migrationshintergrund","weiblich","1241","0.20450507828961","0.193420206678481","0.215589949900738"
"keinen Tag","1995","direkter Migrationshintergrund","maennlich","418","0.295128746785684","0.270753579482797","0.319503914088571"
"keinen Tag","1995","direkter Migrationshintergrund","weiblich","290","0.217220253936292","0.195025707334211","0.239414800538374"
"keinen Tag","1995","indirekter Migrationshintergrund","maennlich","84","0.383810000199383","0.322915157239596","0.444704843159169"
"keinen Tag","1995","indirekter Migrationshintergrund","weiblich","66","0.278618399527015","0.222480976067073","0.334755822986958"
"Ja","1995","kein Migrationshintergrund","maennlich","2840","0.646947944215928","0.633177359472423","0.660718528959434"
"Ja","1995","kein Migrationshintergrund","weiblich","3845","0.79549492171039","0.784410050099262","0.806579793321519"
"Ja","1995","direkter Migrationshintergrund","maennlich","927","0.704871253214316","0.680496085911429","0.729246420517203"
"Ja","1995","direkter Migrationshintergrund","weiblich","1036","0.782779746063708","0.760585199461627","0.804974292665789"
"Ja","1995","indirekter Migrationshintergrund","maennlich","161","0.616189999800617","0.555295156840831","0.677084842760404"
"Ja","1995","indirekter Migrationshintergrund","weiblich","179","0.721381600472985","0.665244177013042","0.777519023932927"
"keinen Tag","1996","kein Migrationshintergrund","maennlich","1670","0.34562324087165","0.331789629624238","0.359456852119063"
"keinen Tag","1996","kein Migrationshintergrund","weiblich","1204","0.206059384677964","0.194847032465921","0.217271736890007"
"keinen Tag","1996","direkter Migrationshintergrund","maennlich","382","0.307765567674415","0.282330116701606","0.333201018647225"
"keinen Tag","1996","direkter Migrationshintergrund","weiblich","263","0.204649034333577","0.182093329341471","0.227204739325684"
"keinen Tag","1996","indirekter Migrationshintergrund","maennlich","78","0.291658579879305","0.235651036005373","0.347666123753237"
"keinen Tag","1996","indirekter Migrationshintergrund","weiblich","58","0.192569312490878","0.145093618742812","0.240045006238943"
"Ja","1996","kein Migrationshintergrund","maennlich","2870","0.65437675912835","0.640543147880937","0.668210370375762"
"Ja","1996","kein Migrationshintergrund","weiblich","3795","0.793940615322036","0.782728263109993","0.805152967534079"
"Ja","1996","direkter Migrationshintergrund","maennlich","883","0.692234432325585","0.666798981352775","0.717669883298394"
"Ja","1996","direkter Migrationshintergrund","weiblich","966","0.795350965666423","0.772795260674316","0.817906670658529"
"Ja","1996","indirekter Migrationshintergrund","maennlich","175","0.708341420120695","0.652333876246763","0.764348963994627"
"Ja","1996","indirekter Migrationshintergrund","weiblich","207","0.807430687509122","0.759954993761057","0.854906381257188"
"keinen Tag","1997","kein Migrationshintergrund","maennlich","1661","0.341645637847723","0.327775066129445","0.355516209566002"
"keinen Tag","1997","kein Migrationshintergrund","weiblich","1198","0.203409092392346","0.192144086099517","0.214674098685174"
"keinen Tag","1997","direkter Migrationshintergrund","maennlich","383","0.316124959562839","0.289872358580493","0.342377560545185"
"keinen Tag","1997","direkter Migrationshintergrund","weiblich","239","0.185092080757258","0.162857319370634","0.207326842143882"
"keinen Tag","1997","indirekter Migrationshintergrund","maennlich","86","0.322162437342438","0.267230367937798","0.377094506747079"
"keinen Tag","1997","indirekter Migrationshintergrund","weiblich","53","0.198199379253455","0.150382987672186","0.246015770834724"
"Ja","1997","kein Migrationshintergrund","maennlich","2830","0.658354362152277","0.644483790433998","0.672224933870555"
"Ja","1997","kein Migrationshintergrund","weiblich","3707","0.796590907607654","0.785325901314826","0.807855913900483"
"Ja","1997","direkter Migrationshintergrund","maennlich","822","0.683875040437161","0.657622439454815","0.710127641419507"
"Ja","1997","direkter Migrationshintergrund","weiblich","933","0.814907919242742","0.792673157856118","0.837142680629366"
"Ja","1997","indirekter Migrationshintergrund","maennlich","192","0.677837562657562","0.622905493252921","0.732769632062202"
"Ja","1997","indirekter Migrationshintergrund","weiblich","214","0.801800620746545","0.753984229165276","0.849617012327814"
"keinen Tag","1998","kein Migrationshintergrund","maennlich","1931","0.347144346099287","0.334162557785963","0.360126134412611"
"keinen Tag","1998","kein Migrationshintergrund","weiblich","1375","0.207729182430675","0.197113394209","0.218344970652349"
"keinen Tag","1998","direkter Migrationshintergrund","maennlich","364","0.324377665209928","0.297273673674828","0.351481656745028"
"keinen Tag","1998","direkter Migrationshintergrund","weiblich","227","0.193815662799136","0.170839395651661","0.216791929946611"
"keinen Tag","1998","indirekter Migrationshintergrund","maennlich","89","0.288583105018949","0.236343882103051","0.340822327934847"
"keinen Tag","1998","indirekter Migrationshintergrund","weiblich","61","0.181908837857693","0.135894417128829","0.227923258586558"
"Ja","1998","kein Migrationshintergrund","maennlich","3235","0.652855653900713","0.639873865587389","0.665837442214037"
"Ja","1998","kein Migrationshintergrund","weiblich","4235","0.792270817569325","0.781655029347651","0.802886605791"
"Ja","1998","direkter Migrationshintergrund","maennlich","782","0.675622334790072","0.648518343254972","0.702726326325172"
"Ja","1998","direkter Migrationshintergrund","weiblich","910","0.806184337200864","0.783208070053389","0.829160604348339"
"Ja","1998","indirekter Migrationshintergrund","maennlich","200","0.711416894981051","0.659177672065153","0.763656117896949"
"Ja","1998","indirekter Migrationshintergrund","weiblich","209","0.818091162142307","0.772076741413442","0.864105582871171"
"keinen Tag","1999","kein Migrationshintergrund","maennlich","1862","0.351232721860019","0.337998697845557","0.364466745874482"
"keinen Tag","1999","kein Migrationshintergrund","weiblich","1448","0.228176849773418","0.217013800016127","0.239339899530708"
"keinen Tag","1999","direkter Migrationshintergrund","maennlich","341","0.339553224764328","0.310882393066066","0.368224056462591"
"keinen Tag","1999","direkter Migrationshintergrund","weiblich","228","0.214581975922816","0.189786014205919","0.239377937639713"
"keinen Tag","1999","indirekter Migrationshintergrund","maennlich","106","0.348008023555485","0.293279043995536","0.402737003115434"
"keinen Tag","1999","indirekter Migrationshintergrund","weiblich","77","0.245823769926339","0.195480283475924","0.296167256376754"
"Ja","1999","kein Migrationshintergrund","maennlich","3136","0.648767278139981","0.635533254125518","0.662001302154444"
"Ja","1999","kein Migrationshintergrund","weiblich","3981","0.771823150226582","0.760660100469292","0.782986199983873"
"Ja","1999","direkter Migrationshintergrund","maennlich","707","0.660446775235672","0.631775943537409","0.689117606933934"
"Ja","1999","direkter Migrationshintergrund","weiblich","825","0.785418024077184","0.760622062360287","0.81021398579408"
"Ja","1999","indirekter Migrationshintergrund","maennlich","185","0.651991976444515","0.597262996884566","0.706720956004464"
"Ja","1999","indirekter Migrationshintergrund","weiblich","204","0.754176230073661","0.703832743623246","0.804519716524076"
"keinen Tag","2000","kein Migrationshintergrund","maennlich","3249","0.342836203543718","0.333132291274559","0.352540115812877"
"keinen Tag","2000","kein Migrationshintergrund","weiblich","2558","0.229437234463929","0.221237866658492","0.237636602269365"
"keinen Tag","2000","direkter Migrationshintergrund","maennlich","492","0.329620650944632","0.306218824076819","0.353022477812444"
"keinen Tag","2000","direkter Migrationshintergrund","weiblich","377","0.231261527740556","0.210798866535582","0.251724188945531"
"keinen Tag","2000","indirekter Migrationshintergrund","maennlich","140","0.325926172484362","0.279407304453658","0.372445040515066"
"keinen Tag","2000","indirekter Migrationshintergrund","weiblich","98","0.264951136140077","0.221971614469412","0.307930657810742"
"Ja","2000","kein Migrationshintergrund","maennlich","5942","0.657163796456282","0.647459884187123","0.666867708725441"
"Ja","2000","kein Migrationshintergrund","weiblich","7544","0.770562765536071","0.762363397730635","0.778762133341508"
"Ja","2000","direkter Migrationshintergrund","maennlich","1058","0.670379349055368","0.646977522187556","0.693781175923181"
"Ja","2000","direkter Migrationshintergrund","weiblich","1254","0.768738472259443","0.748275811054469","0.789201133464418"
"Ja","2000","indirekter Migrationshintergrund","maennlich","250","0.674073827515638","0.627554959484934","0.720592695546342"
"Ja","2000","indirekter Migrationshintergrund","weiblich","307","0.735048863859923","0.692069342189258","0.778028385530588"
"keinen Tag","2001","kein Migrationshintergrund","maennlich","2978","0.344379379438049","0.334257670819724","0.354501088056373"
"keinen Tag","2001","kein Migrationshintergrund","weiblich","2378","0.234663565638728","0.226024025204499","0.243303106072956"
"keinen Tag","2001","direkter Migrationshintergrund","maennlich","439","0.331903566652783","0.307013716713282","0.356793416592285"
"keinen Tag","2001","direkter Migrationshintergrund","weiblich","346","0.244484301118812","0.222232138198753","0.266736464038872"
"keinen Tag","2001","indirekter Migrationshintergrund","maennlich","129","0.350361325213438","0.301417751749137","0.39930489867774"
"keinen Tag","2001","indirekter Migrationshintergrund","weiblich","90","0.239857504461548","0.196582566743373","0.283132442179723"
"Ja","2001","kein Migrationshintergrund","maennlich","5488","0.655620620561951","0.645498911943627","0.665742329180276"
"Ja","2001","kein Migrationshintergrund","weiblich","6865","0.765336434361272","0.756696893927044","0.773975974795501"
"Ja","2001","direkter Migrationshintergrund","maennlich","936","0.668096433347216","0.643206583407715","0.692986283286718"
"Ja","2001","direkter Migrationshintergrund","weiblich","1087","0.755515698881188","0.733263535961128","0.777767861801247"
"Ja","2001","indirekter Migrationshintergrund","maennlich","236","0.649638674786562","0.60069510132226","0.698582248250863"
"Ja","2001","indirekter Migrationshintergrund","weiblich","284","0.760142495538452","0.716867557820277","0.803417433256627"
"keinen Tag","2002","kein Migrationshintergrund","maennlich","3366","0.341453472242259","0.331704183551759","0.351202760932758"
"keinen Tag","2002","kein Migrationshintergrund","weiblich","2565","0.231700959746403","0.223321423771682","0.240080495721123"
"keinen Tag","2002","direkter Migrationshintergrund","maennlich","406","0.300053163990557","0.275188965284017","0.324917362697098"
"keinen Tag","2002","direkter Migrationshintergrund","weiblich","346","0.243066112208565","0.22050875847855","0.26562346593858"
"keinen Tag","2002","indirekter Migrationshintergrund","maennlich","136","0.392698758885155","0.341463701587816","0.443933816182494"
"keinen Tag","2002","indirekter Migrationshintergrund","weiblich","93","0.216576952887405","0.175852420410767","0.257301485364044"
"Ja","2002","kein Migrationshintergrund","maennlich","5722","0.658546527757741","0.648797239067242","0.668295816448241"
"Ja","2002","kein Migrationshintergrund","weiblich","7174","0.768299040253598","0.759919504278877","0.776678576228318"
"Ja","2002","direkter Migrationshintergrund","maennlich","899","0.699946836009443","0.675082637302902","0.724811034715983"
"Ja","2002","direkter Migrationshintergrund","weiblich","1043","0.756933887791435","0.73437653406142","0.77949124152145"
"Ja","2002","indirekter Migrationshintergrund","maennlich","213","0.607301241114845","0.556066183817506","0.658536298412184"
"Ja","2002","indirekter Migrationshintergrund","weiblich","300","0.783423047112595","0.742698514635956","0.824147579589233"
"keinen Tag","2003","kein Migrationshintergrund","maennlich","3120","0.334849064054896","0.32497357358377","0.344724554526022"
"keinen Tag","2003","kein Migrationshintergrund","weiblich","2416","0.222687022813108","0.21429554385603","0.231078501770185"
"keinen Tag","2003","direkter Migrationshintergrund","maennlich","413","0.341012504812959","0.31444452077575","0.367580488850169"
"keinen Tag","2003","direkter Migrationshintergrund","weiblich","338","0.25329241303576","0.229669743658471","0.276915082413049"
"keinen Tag","2003","indirekter Migrationshintergrund","maennlich","142","0.406291234105887","0.355056298454595","0.457526169757178"
"keinen Tag","2003","indirekter Migrationshintergrund","weiblich","94","0.205243403313224","0.165414236856257","0.245072569770191"
"Ja","2003","kein Migrationshintergrund","maennlich","5653","0.665150935945104","0.655275445473978","0.675026426416231"
"Ja","2003","kein Migrationshintergrund","weiblich","7027","0.777312977186892","0.768921498229815","0.785704456143969"
"Ja","2003","direkter Migrationshintergrund","maennlich","810","0.658987495187041","0.632419511149831","0.68555547922425"
"Ja","2003","direkter Migrationshintergrund","weiblich","964","0.74670758696424","0.723084917586951","0.770330256341529"
"Ja","2003","indirekter Migrationshintergrund","maennlich","211","0.593708765894113","0.542473830242821","0.644943701545405"
"Ja","2003","indirekter Migrationshintergrund","weiblich","301","0.794756596686776","0.754927430229809","0.834585763143743"
"keinen Tag","2004","kein Migrationshintergrund","maennlich","3020","0.329160637537337","0.31918736444226","0.339133910632414"
"keinen Tag","2004","kein Migrationshintergrund","weiblich","2463","0.236425471263857","0.227758855921603","0.24509208660611"
"keinen Tag","2004","direkter Migrationshintergrund","maennlich","375","0.311408443298074","0.285054125121829","0.337762761474319"
"keinen Tag","2004","direkter Migrationshintergrund","weiblich","318","0.239316327542053","0.215924137895822","0.262708517188284"
"keinen Tag","2004","indirekter Migrationshintergrund","maennlich","139","0.307671426979198","0.261021187310629","0.354321666647768"
"keinen Tag","2004","indirekter Migrationshintergrund","weiblich","103","0.253540180438221","0.211118875514075","0.295961485362367"
"Ja","2004","kein Migrationshintergrund","maennlich","5508","0.670839362462663","0.660866089367586","0.68081263555774"
"Ja","2004","kein Migrationshintergrund","weiblich","6770","0.763574528736143","0.75490791339389","0.772241144078397"
"Ja","2004","direkter Migrationshintergrund","maennlich","811","0.688591556701926","0.662237238525681","0.714945874878171"
"Ja","2004","direkter Migrationshintergrund","weiblich","960","0.760683672457947","0.737291482811716","0.784075862104178"
"Ja","2004","indirekter Migrationshintergrund","maennlich","237","0.692328573020801","0.645678333352232","0.738978812689371"
"Ja","2004","indirekter Migrationshintergrund","weiblich","301","0.746459819561779","0.704038514637633","0.788881124485925"
"keinen Tag","2005","kein Migrationshintergrund","maennlich","2837","0.332217268492802","0.322013962420243","0.34242057456536"
"keinen Tag","2005","kein Migrationshintergrund","weiblich","2386","0.238258672506401","0.22940192658234","0.247115418430462"
"keinen Tag","2005","direkter Migrationshintergrund","maennlich","340","0.301892386117022","0.274613859411135","0.32917091282291"
"keinen Tag","2005","direkter Migrationshintergrund","weiblich","310","0.267381827747926","0.242485027496052","0.2922786279998"
"keinen Tag","2005","indirekter Migrationshintergrund","maennlich","127","0.307302651317403","0.261512644961594","0.353092657673212"
"keinen Tag","2005","indirekter Migrationshintergrund","weiblich","102","0.225790861804852","0.185564906213264","0.266016817396441"
"Ja","2005","kein Migrationshintergrund","maennlich","5349","0.667782731507198","0.65757942543464","0.677986037579757"
"Ja","2005","kein Migrationshintergrund","weiblich","6502","0.761741327493599","0.752884581569538","0.77059807341766"
"Ja","2005","direkter Migrationshintergrund","maennlich","748","0.698107613882978","0.67082908717709","0.725386140588865"
"Ja","2005","direkter Migrationshintergrund","weiblich","904","0.732618172252074","0.7077213720002","0.757514972503948"
"Ja","2005","indirekter Migrationshintergrund","maennlich","263","0.692697348682597","0.646907342326788","0.738487355038406"
"Ja","2005","indirekter Migrationshintergrund","weiblich","313","0.774209138195148","0.733983182603559","0.814435093786736"
"keinen Tag","2006","kein Migrationshintergrund","maennlich","2998","0.334626675435653","0.324749999767161","0.344503351104146"
"keinen Tag","2006","kein Migrationshintergrund","weiblich","2600","0.24501412511115","0.236388086861367","0.253640163360933"
"keinen Tag","2006","direkter Migrationshintergrund","maennlich","337","0.308122603704241","0.280509050021564","0.335736157386918"
"keinen Tag","2006","direkter Migrationshintergrund","weiblich","333","0.263876249551735","0.239355272732983","0.288397226370487"
"keinen Tag","2006","indirekter Migrationshintergrund","maennlich","127","0.294934176351691","0.249144983783105","0.340723368920278"
"keinen Tag","2006","indirekter Migrationshintergrund","weiblich","108","0.251831758914295","0.209968990122839","0.293694527705751"
"Ja","2006","kein Migrationshintergrund","maennlich","5770","0.665373324564347","0.655496648895854","0.675250000232839"
"Ja","2006","kein Migrationshintergrund","weiblich","6950","0.75498587488885","0.746359836639067","0.763611913138633"
"Ja","2006","direkter Migrationshintergrund","maennlich","737","0.691877396295759","0.664263842613082","0.719490949978436"
"Ja","2006","direkter Migrationshintergrund","weiblich","908","0.736123750448265","0.711602773629513","0.760644727267016"
"Ja","2006","indirekter Migrationshintergrund","maennlich","254","0.705065823648309","0.659276631079722","0.750855016216895"
"Ja","2006","indirekter Migrationshintergrund","weiblich","305","0.748168241085705","0.706305472294249","0.790031009877161"
"keinen Tag","2007","kein Migrationshintergrund","maennlich","2750","0.331712363777494","0.321530359279901","0.341894368275088"
"keinen Tag","2007","kein Migrationshintergrund","weiblich","2380","0.236084826270417","0.227272350680418","0.244897301860416"
