year,quintil_oecd_hh,regtyp,hgreval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,1st Quintile,Rural regions,Reasonable,0.19936,48,86,0.11442,0.28429
1986,2nd Quintile,Urban regions,Very Inexpensive,0.07198,46,562,0.05059,0.09337
1986,2nd Quintile,Urban regions,Inexpensive,0.20199,161,562,0.16876,0.23521
1986,2nd Quintile,Urban regions,Reasonable,0.26203,217,562,0.22564,0.29842
1986,2nd Quintile,Urban regions,Slightly Expensive,0.09226,103,562,0.06832,0.11621
1986,2nd Quintile,Urban regions,Too Expensive,0.02895,35,562,0.01508,0.04282
1986,2nd Quintile,Rural regions,Inexpensive,0.20030,36,77,0.11032,0.29029
1986,2nd Quintile,Rural regions,Reasonable,0.15318,41,77,0.07221,0.23416
1986,3rd Quintile,Urban regions,Very Inexpensive,0.07891,60,589,0.05712,0.10070
1986,3rd Quintile,Urban regions,Inexpensive,0.18040,160,589,0.14932,0.21148
1986,3rd Quintile,Urban regions,Reasonable,0.29682,250,589,0.25989,0.33375
1986,3rd Quintile,Urban regions,Slightly Expensive,0.08975,87,589,0.06665,0.11286
1986,3rd Quintile,Urban regions,Too Expensive,0.03026,32,589,0.01641,0.04410
1986,3rd Quintile,Rural regions,Inexpensive,0.19415,37,37,0.06494,0.32337
1986,4th Quintile,Urban regions,Very Inexpensive,0.05864,52,500,0.03803,0.07926
1986,4th Quintile,Urban regions,Inexpensive,0.15507,127,500,0.12331,0.18683
1986,4th Quintile,Urban regions,Reasonable,0.30056,252,500,0.26033,0.34079
1986,4th Quintile,Urban regions,Slightly Expensive,0.06804,69,500,0.04594,0.09013
1986,4th Quintile,Rural regions,Reasonable,0.11937,31,31,0.00335,0.23539
1986,5th Quintile,Urban regions,Very Inexpensive,0.05002,39,364,0.02759,0.07244
1986,5th Quintile,Urban regions,Inexpensive,0.12361,94,364,0.08975,0.15747
1986,5th Quintile,Urban regions,Reasonable,0.22729,182,364,0.18418,0.27040
1986,5th Quintile,Urban regions,Slightly Expensive,0.05922,49,364,0.03494,0.08350
1987,1st Quintile,Urban regions,Very Inexpensive,0.07234,45,593,0.05147,0.09320
1987,1st Quintile,Urban regions,Inexpensive,0.22307,158,593,0.18954,0.25661
1987,1st Quintile,Urban regions,Reasonable,0.27999,233,593,0.24382,0.31616
1987,1st Quintile,Urban regions,Slightly Expensive,0.12169,108,593,0.09536,0.14803
1987,1st Quintile,Urban regions,Too Expensive,0.05672,49,593,0.03809,0.07535
1987,1st Quintile,Rural regions,Inexpensive,0.16781,36,77,0.08379,0.25183
1987,1st Quintile,Rural regions,Reasonable,0.20742,41,77,0.11626,0.29858
1987,2nd Quintile,Urban regions,Very Inexpensive,0.07937,48,582,0.05739,0.10135
1987,2nd Quintile,Urban regions,Inexpensive,0.19244,157,582,0.16038,0.22450
1987,2nd Quintile,Urban regions,Reasonable,0.31018,245,582,0.27256,0.34779
1987,2nd Quintile,Urban regions,Slightly Expensive,0.10267,99,582,0.07799,0.12735
1987,2nd Quintile,Urban regions,Too Expensive,0.02907,33,582,0.01541,0.04273
1987,2nd Quintile,Rural regions,Inexpensive,0.21425,47,89,0.12853,0.29998
1987,2nd Quintile,Rural regions,Reasonable,0.17258,42,89,0.09363,0.25154
1987,3rd Quintile,Urban regions,Very Inexpensive,0.07857,55,537,0.05579,0.10135
1987,3rd Quintile,Urban regions,Inexpensive,0.16416,140,537,0.13280,0.19551
1987,3rd Quintile,Urban regions,Reasonable,0.30340,248,537,0.26448,0.34232
1987,3rd Quintile,Urban regions,Slightly Expensive,0.08675,94,537,0.06292,0.11058
1987,3rd Quintile,Rural regions,Inexpensive,0.14732,35,70,0.06369,0.23095
1987,3rd Quintile,Rural regions,Reasonable,0.19429,35,70,0.10093,0.28765
1987,4th Quintile,Urban regions,Very Inexpensive,0.05067,36,492,0.03127,0.07007
1987,4th Quintile,Urban regions,Inexpensive,0.16883,146,492,0.13569,0.20196
1987,4th Quintile,Urban regions,Reasonable,0.25709,229,492,0.21843,0.29575
1987,4th Quintile,Urban regions,Slightly Expensive,0.09244,81,492,0.06682,0.11806
1987,5th Quintile,Urban regions,Very Inexpensive,0.05997,49,378,0.03600,0.08394
1987,5th Quintile,Urban regions,Inexpensive,0.10457,90,378,0.07368,0.13546
1987,5th Quintile,Urban regions,Reasonable,0.25717,190,378,0.21305,0.30129
1987,5th Quintile,Urban regions,Slightly Expensive,0.05975,49,378,0.03583,0.08368
1988,1st Quintile,Urban regions,Very Inexpensive,0.07496,44,596,0.05380,0.09612
1988,1st Quintile,Urban regions,Inexpensive,0.17625,130,596,0.14564,0.20687
1988,1st Quintile,Urban regions,Reasonable,0.33851,263,596,0.30049,0.37654
1988,1st Quintile,Urban regions,Slightly Expensive,0.14181,120,596,0.11378,0.16984
1988,1st Quintile,Urban regions,Too Expensive,0.03198,39,596,0.01784,0.04612
1988,1st Quintile,Rural regions,Inexpensive,0.19755,42,88,0.11389,0.28122
1988,1st Quintile,Rural regions,Reasonable,0.22599,46,88,0.13811,0.31388
1988,2nd Quintile,Urban regions,Very Inexpensive,0.06239,49,533,0.04184,0.08294
1988,2nd Quintile,Urban regions,Inexpensive,0.23331,166,533,0.19737,0.26925
1988,2nd Quintile,Urban regions,Reasonable,0.27649,233,533,0.23848,0.31449
1988,2nd Quintile,Urban regions,Slightly Expensive,0.08900,85,533,0.06481,0.11320
1988,2nd Quintile,Rural regions,Inexpensive,0.20479,35,72,0.11092,0.29866
1988,2nd Quintile,Rural regions,Reasonable,0.17332,37,72,0.08527,0.26137
1988,3rd Quintile,Urban regions,Very Inexpensive,0.09515,63,520,0.06990,0.12039
1988,3rd Quintile,Urban regions,Inexpensive,0.18064,144,520,0.14754,0.21374
1988,3rd Quintile,Urban regions,Reasonable,0.26309,220,520,0.22521,0.30098
1988,3rd Quintile,Urban regions,Slightly Expensive,0.10339,93,520,0.07719,0.12958
1988,3rd Quintile,Rural regions,Reasonable,0.15606,32,32,0.02831,0.28382
1988,4th Quintile,Urban regions,Very Inexpensive,0.06410,46,461,0.04172,0.08648
1988,4th Quintile,Urban regions,Inexpensive,0.14391,130,461,0.11183,0.17598
1988,4th Quintile,Urban regions,Reasonable,0.27094,220,461,0.23032,0.31155
1988,4th Quintile,Urban regions,Slightly Expensive,0.08506,65,461,0.05957,0.11055
1988,4th Quintile,Rural regions,Reasonable,0.13341,36,36,0.02076,0.24606
1988,5th Quintile,Urban regions,Very Inexpensive,0.06157,48,347,0.03624,0.08689
1988,5th Quintile,Urban regions,Inexpensive,0.11921,90,347,0.08507,0.15336
1988,5th Quintile,Urban regions,Reasonable,0.21343,160,347,0.17026,0.25660
1988,5th Quintile,Urban regions,Slightly Expensive,0.06395,49,347,0.03817,0.08973
1989,1st Quintile,Urban regions,Very Inexpensive,0.05803,37,582,0.03902,0.07704
1989,1st Quintile,Urban regions,Inexpensive,0.19855,148,582,0.16611,0.23099
1989,1st Quintile,Urban regions,Reasonable,0.31403,242,582,0.27629,0.35177
1989,1st Quintile,Urban regions,Slightly Expensive,0.12488,118,582,0.09800,0.15176
1989,1st Quintile,Urban regions,Too Expensive,0.05006,37,582,0.03233,0.06779
1989,1st Quintile,Rural regions,Reasonable,0.27090,49,49,0.14517,0.39663
1989,2nd Quintile,Urban regions,Very Inexpensive,0.09793,60,542,0.07288,0.12297
1989,2nd Quintile,Urban regions,Inexpensive,0.21881,166,542,0.18397,0.25365
1989,2nd Quintile,Urban regions,Reasonable,0.26764,222,542,0.23033,0.30495
1989,2nd Quintile,Urban regions,Slightly Expensive,0.08767,94,542,0.06384,0.11150
1989,2nd Quintile,Rural regions,Inexpensive,0.20163,38,72,0.10830,0.29496
1989,2nd Quintile,Rural regions,Reasonable,0.16512,34,72,0.07876,0.25149
1989,3rd Quintile,Urban regions,Very Inexpensive,0.07591,56,489,0.05241,0.09940
1989,3rd Quintile,Urban regions,Inexpensive,0.17360,146,489,0.14000,0.20721
1989,3rd Quintile,Urban regions,Reasonable,0.28870,210,489,0.24849,0.32890
1989,3rd Quintile,Urban regions,Slightly Expensive,0.08066,77,489,0.05650,0.10482
1989,3rd Quintile,Rural regions,Inexpensive,0.15539,32,32,0.02786,0.28292
1989,4th Quintile,Urban regions,Very Inexpensive,0.08196,57,449,0.05656,0.10736
1989,4th Quintile,Urban regions,Inexpensive,0.16719,140,449,0.13264,0.20174
1989,4th Quintile,Urban regions,Reasonable,0.24336,190,449,0.20362,0.28310
1989,4th Quintile,Urban regions,Slightly Expensive,0.07335,62,449,0.04921,0.09749
1989,4th Quintile,Rural regions,Reasonable,0.15836,33,33,0.03187,0.28486
1989,5th Quintile,Urban regions,Very Inexpensive,0.06855,49,335,0.04145,0.09565
1989,5th Quintile,Urban regions,Inexpensive,0.14083,103,335,0.10353,0.17814
1989,5th Quintile,Urban regions,Reasonable,0.20682,144,335,0.16339,0.25026
1989,5th Quintile,Urban regions,Slightly Expensive,0.05083,39,335,0.02728,0.07439
1990,1st Quintile,Urban regions,Very Inexpensive,0.16393,135,676,0.13600,0.19185
1990,1st Quintile,Urban regions,Inexpensive,0.28705,215,676,0.25293,0.32118
1990,1st Quintile,Urban regions,Reasonable,0.35322,284,676,0.31716,0.38927
1990,1st Quintile,Urban regions,Slightly Expensive,0.07160,42,676,0.05215,0.09105
1990,1st Quintile,Rural regions,Very Inexpensive,0.15893,211,796,0.13351,0.18434
1990,1st Quintile,Rural regions,Inexpensive,0.20638,269,796,0.17825,0.23451
1990,1st Quintile,Rural regions,Reasonable,0.22301,283,796,0.19408,0.25195
1990,1st Quintile,Rural regions,Slightly Expensive,0.02677,33,796,0.01555,0.03800
1990,2nd Quintile,Urban regions,Very Inexpensive,0.07152,52,711,0.05257,0.09048
1990,2nd Quintile,Urban regions,Inexpensive,0.21791,200,711,0.18755,0.24828
1990,2nd Quintile,Urban regions,Reasonable,0.29439,288,711,0.26087,0.32792
1990,2nd Quintile,Urban regions,Slightly Expensive,0.10827,121,711,0.08542,0.13113
1990,2nd Quintile,Urban regions,Too Expensive,0.03972,50,711,0.02536,0.05409
1990,2nd Quintile,Rural regions,Inexpensive,0.16197,40,100,0.08939,0.23454
1990,2nd Quintile,Rural regions,Reasonable,0.24052,60,100,0.15633,0.32472
1990,3rd Quintile,Urban regions,Very Inexpensive,0.07556,62,635,0.05499,0.09613
1990,3rd Quintile,Urban regions,Inexpensive,0.22932,212,635,0.19660,0.26205
1990,3rd Quintile,Urban regions,Reasonable,0.28257,269,635,0.24753,0.31762
1990,3rd Quintile,Urban regions,Slightly Expensive,0.07974,92,635,0.05866,0.10083
1990,3rd Quintile,Rural regions,Inexpensive,0.15686,43,85,0.07909,0.23463
1990,3rd Quintile,Rural regions,Reasonable,0.18947,42,85,0.10566,0.27327
1990,4th Quintile,Urban regions,Very Inexpensive,0.08935,75,549,0.06547,0.11323
1990,4th Quintile,Urban regions,Inexpensive,0.16870,180,549,0.13735,0.20006
1990,4th Quintile,Urban regions,Reasonable,0.25556,226,549,0.21904,0.29208
1990,4th Quintile,Urban regions,Slightly Expensive,0.06876,68,549,0.04757,0.08994
1990,4th Quintile,Rural regions,Inexpensive,0.12499,31,31,0.00665,0.24334
1990,5th Quintile,Urban regions,Very Inexpensive,0.06556,63,412,0.04163,0.08949
1990,5th Quintile,Urban regions,Inexpensive,0.15886,136,412,0.12352,0.19420
1990,5th Quintile,Urban regions,Reasonable,0.19323,165,412,0.15506,0.23140
1990,5th Quintile,Urban regions,Slightly Expensive,0.05822,48,412,0.03558,0.08086
1991,1st Quintile,Urban regions,Very Inexpensive,0.18189,139,575,0.15034,0.21345
1991,1st Quintile,Urban regions,Inexpensive,0.33493,231,575,0.29632,0.37354
1991,1st Quintile,Urban regions,Reasonable,0.28914,205,575,0.25205,0.32623
1991,1st Quintile,Rural regions,Very Inexpensive,0.15136,209,757,0.12581,0.17691
1991,1st Quintile,Rural regions,Inexpensive,0.27635,310,757,0.24448,0.30823
1991,1st Quintile,Rural regions,Reasonable,0.16964,207,757,0.14289,0.19640
1991,1st Quintile,Rural regions,Slightly Expensive,0.02886,31,757,0.01693,0.04080
1991,2nd Quintile,Urban regions,Very Inexpensive,0.11177,71,716,0.08867,0.13487
1991,2nd Quintile,Urban regions,Inexpensive,0.20643,185,716,0.17676,0.23609
1991,2nd Quintile,Urban regions,Reasonable,0.31572,304,716,0.28165,0.34979
1991,2nd Quintile,Urban regions,Slightly Expensive,0.09885,115,716,0.07697,0.12073
1991,2nd Quintile,Urban regions,Too Expensive,0.02973,41,716,0.01728,0.04218
1991,2nd Quintile,Rural regions,Inexpensive,0.18740,49,96,0.10893,0.26587
1991,2nd Quintile,Rural regions,Reasonable,0.19270,47,96,0.11339,0.27202
1991,3rd Quintile,Urban regions,Very Inexpensive,0.08142,73,627,0.05999,0.10284
1991,3rd Quintile,Urban regions,Inexpensive,0.23201,206,627,0.19894,0.26507
1991,3rd Quintile,Urban regions,Reasonable,0.27898,275,627,0.24384,0.31411
1991,3rd Quintile,Urban regions,Slightly Expensive,0.06269,73,627,0.04370,0.08168
1991,3rd Quintile,Rural regions,Inexpensive,0.16190,44,87,0.08405,0.23976
1991,3rd Quintile,Rural regions,Reasonable,0.16810,43,87,0.08907,0.24714
1991,4th Quintile,Urban regions,Very Inexpensive,0.08087,69,550,0.05806,0.10367
1991,4th Quintile,Urban regions,Inexpensive,0.20141,197,550,0.16787,0.23496
1991,4th Quintile,Urban regions,Reasonable,0.21235,204,550,0.17814,0.24656
1991,4th Quintile,Urban regions,Slightly Expensive,0.07792,80,550,0.05550,0.10035
1991,4th Quintile,Rural regions,Inexpensive,0.10846,31,66,0.03286,0.18405
1991,4th Quintile,Rural regions,Reasonable,0.13224,35,66,0.04989,0.21459
1991,5th Quintile,Urban regions,Very Inexpensive,0.09198,87,435,0.06479,0.11917
1991,5th Quintile,Urban regions,Inexpensive,0.14722,145,435,0.11388,0.18055
1991,5th Quintile,Urban regions,Reasonable,0.18900,150,435,0.15216,0.22583
1991,5th Quintile,Urban regions,Slightly Expensive,0.06028,53,435,0.03789,0.08267
1992,1st Quintile,Urban regions,Very Inexpensive,0.06737,31,564,0.04666,0.08807
1992,1st Quintile,Urban regions,Inexpensive,0.18482,138,564,0.15276,0.21688
1992,1st Quintile,Urban regions,Reasonable,0.31999,247,564,0.28145,0.35852
1992,1st Quintile,Urban regions,Slightly Expensive,0.16156,148,564,0.13116,0.19196
1992,1st Quintile,Rural regions,Inexpensive,0.12301,64,362,0.08913,0.15689
1992,1st Quintile,Rural regions,Reasonable,0.28072,184,362,0.23437,0.32708
1992,1st Quintile,Rural regions,Slightly Expensive,0.16662,114,362,0.12818,0.20506
1992,2nd Quintile,Urban regions,Very Inexpensive,0.06781,40,627,0.04811,0.08750
1992,2nd Quintile,Urban regions,Inexpensive,0.22705,182,627,0.19423,0.25986
1992,2nd Quintile,Urban regions,Reasonable,0.27521,281,627,0.24022,0.31020
1992,2nd Quintile,Urban regions,Slightly Expensive,0.11065,124,627,0.08608,0.13523
1992,2nd Quintile,Rural regions,Inexpensive,0.14024,74,287,0.10000,0.18048
1992,2nd Quintile,Rural regions,Reasonable,0.22626,157,287,0.17776,0.27475
1992,2nd Quintile,Rural regions,Slightly Expensive,0.08514,56,287,0.05280,0.11749
1992,3rd Quintile,Urban regions,Very Inexpensive,0.06850,54,630,0.04876,0.08824
1992,3rd Quintile,Urban regions,Inexpensive,0.20694,206,630,0.17528,0.23860
1992,3rd Quintile,Urban regions,Reasonable,0.29797,279,630,0.26222,0.33371
1992,3rd Quintile,Urban regions,Slightly Expensive,0.07343,91,630,0.05304,0.09381
1992,3rd Quintile,Rural regions,Inexpensive,0.13150,48,167,0.08009,0.18291
1992,3rd Quintile,Rural regions,Reasonable,0.17708,82,167,0.11901,0.23515
1992,3rd Quintile,Rural regions,Slightly Expensive,0.07565,37,167,0.03542,0.11587
1992,4th Quintile,Urban regions,Very Inexpensive,0.07459,72,569,0.05299,0.09620
1992,4th Quintile,Urban regions,Inexpensive,0.19172,182,569,0.15935,0.22410
1992,4th Quintile,Urban regions,Reasonable,0.25673,248,569,0.22081,0.29266
1992,4th Quintile,Urban regions,Slightly Expensive,0.05384,67,569,0.03528,0.07240
1992,4th Quintile,Rural regions,Inexpensive,0.11114,40,98,0.04859,0.17369
1992,4th Quintile,Rural regions,Reasonable,0.16140,58,98,0.08818,0.23461
1992,5th Quintile,Urban regions,Very Inexpensive,0.07664,75,403,0.05064,0.10265
1992,5th Quintile,Urban regions,Inexpensive,0.13698,138,403,0.10337,0.17059
1992,5th Quintile,Urban regions,Reasonable,0.16268,141,403,0.12660,0.19876
1992,5th Quintile,Urban regions,Slightly Expensive,0.04285,49,403,0.02306,0.06265
1993,1st Quintile,Urban regions,Inexpensive,0.21839,147,556,0.18401,0.25276
1993,1st Quintile,Urban regions,Reasonable,0.30836,233,556,0.26994,0.34678
1993,1st Quintile,Urban regions,Slightly Expensive,0.12182,134,556,0.09460,0.14903
1993,1st Quintile,Urban regions,Too Expensive,0.03912,42,556,0.02299,0.05525
1993,1st Quintile,Rural regions,Inexpensive,0.09948,44,364,0.06869,0.13027
1993,1st Quintile,Rural regions,Reasonable,0.26040,153,364,0.21525,0.30554
1993,1st Quintile,Rural regions,Slightly Expensive,0.20204,127,364,0.16074,0.24335
1993,1st Quintile,Rural regions,Too Expensive,0.04480,40,364,0.02352,0.06608
1993,2nd Quintile,Urban regions,Very Inexpensive,0.05808,41,671,0.04037,0.07579
1993,2nd Quintile,Urban regions,Inexpensive,0.17379,143,671,0.14509,0.20248
1993,2nd Quintile,Urban regions,Reasonable,0.30503,306,671,0.27016,0.33989
1993,2nd Quintile,Urban regions,Slightly Expensive,0.11991,142,671,0.09531,0.14451
1993,2nd Quintile,Urban regions,Too Expensive,0.02537,39,671,0.01346,0.03727
1993,2nd Quintile,Rural regions,Inexpensive,0.14182,66,286,0.10132,0.18232
1993,2nd Quintile,Rural regions,Reasonable,0.23112,133,286,0.18217,0.28006
1993,2nd Quintile,Rural regions,Slightly Expensive,0.12240,87,286,0.08435,0.16045
1993,3rd Quintile,Urban regions,Very Inexpensive,0.08909,74,634,0.06690,0.11128
1993,3rd Quintile,Urban regions,Inexpensive,0.20451,186,634,0.17309,0.23593
1993,3rd Quintile,Urban regions,Reasonable,0.25090,235,634,0.21713,0.28468
1993,3rd Quintile,Urban regions,Slightly Expensive,0.07821,107,634,0.05729,0.09912
1993,3rd Quintile,Urban regions,Too Expensive,0.02091,32,634,0.00976,0.03206
1993,3rd Quintile,Rural regions,Inexpensive,0.11858,49,176,0.07068,0.16649
1993,3rd Quintile,Rural regions,Reasonable,0.14432,80,176,0.09225,0.19639
1993,3rd Quintile,Rural regions,Slightly Expensive,0.06040,47,176,0.02511,0.09570
1993,4th Quintile,Urban regions,Very Inexpensive,0.06700,63,545,0.04599,0.08801
1993,4th Quintile,Urban regions,Inexpensive,0.18272,175,545,0.15025,0.21519
1993,4th Quintile,Urban regions,Reasonable,0.22517,227,545,0.19007,0.26027
1993,4th Quintile,Urban regions,Slightly Expensive,0.07239,80,545,0.05061,0.09416
1993,4th Quintile,Rural regions,Inexpensive,0.10900,38,107,0.04967,0.16833
1993,4th Quintile,Rural regions,Reasonable,0.18929,69,107,0.11472,0.26387
1993,5th Quintile,Urban regions,Very Inexpensive,0.06887,60,412,0.04439,0.09336
1993,5th Quintile,Urban regions,Inexpensive,0.14886,137,412,0.11445,0.18327
1993,5th Quintile,Urban regions,Reasonable,0.17651,167,412,0.13965,0.21337
1993,5th Quintile,Urban regions,Slightly Expensive,0.04280,48,412,0.02323,0.06237
1994,1st Quintile,Urban regions,Very Inexpensive,0.07466,49,688,0.05500,0.09431
1994,1st Quintile,Urban regions,Inexpensive,0.20055,155,688,0.17061,0.23050
1994,1st Quintile,Urban regions,Reasonable,0.36126,315,688,0.32534,0.39718
1994,1st Quintile,Urban regions,Slightly Expensive,0.10983,136,688,0.08644,0.13321
1994,1st Quintile,Urban regions,Too Expensive,0.03451,33,688,0.02086,0.04815
1994,1st Quintile,Rural regions,Inexpensive,0.12005,55,297,0.08302,0.15708
1994,1st Quintile,Rural regions,Reasonable,0.25410,136,297,0.20450,0.30369
1994,1st Quintile,Rural regions,Slightly Expensive,0.18574,106,297,0.14143,0.23004
1994,2nd Quintile,Urban regions,Very Inexpensive,0.07222,48,588,0.05128,0.09317
1994,2nd Quintile,Urban regions,Inexpensive,0.18691,151,588,0.15538,0.21845
1994,2nd Quintile,Urban regions,Reasonable,0.30585,284,588,0.26857,0.34312
1994,2nd Quintile,Urban regions,Slightly Expensive,0.08903,105,588,0.06599,0.11207
1994,2nd Quintile,Rural regions,Inexpensive,0.13941,63,278,0.09862,0.18020
1994,2nd Quintile,Rural regions,Reasonable,0.25503,141,278,0.20370,0.30637
1994,2nd Quintile,Rural regions,Slightly Expensive,0.09048,74,278,0.05670,0.12427
1994,3rd Quintile,Urban regions,Very Inexpensive,0.07571,52,560,0.05378,0.09764
1994,3rd Quintile,Urban regions,Inexpensive,0.18626,172,560,0.15399,0.21854
1994,3rd Quintile,Urban regions,Reasonable,0.25208,240,560,0.21609,0.28808
1994,3rd Quintile,Urban regions,Slightly Expensive,0.07626,96,560,0.05426,0.09826
1994,3rd Quintile,Rural regions,Inexpensive,0.11134,52,199,0.06752,0.15515
1994,3rd Quintile,Rural regions,Reasonable,0.19948,107,199,0.14382,0.25514
1994,3rd Quintile,Rural regions,Slightly Expensive,0.06647,40,199,0.03177,0.10116
1994,4th Quintile,Urban regions,Very Inexpensive,0.06567,58,528,0.04452,0.08682
1994,4th Quintile,Urban regions,Inexpensive,0.17776,160,528,0.14512,0.21040
1994,4th Quintile,Urban regions,Reasonable,0.24354,233,528,0.20689,0.28018
1994,4th Quintile,Urban regions,Slightly Expensive,0.06845,77,528,0.04689,0.09001
1994,4th Quintile,Rural regions,Inexpensive,0.12172,45,104,0.05858,0.18487
1994,4th Quintile,Rural regions,Reasonable,0.17559,59,104,0.10211,0.24907
1994,5th Quintile,Urban regions,Very Inexpensive,0.06328,58,400,0.03939,0.08717
1994,5th Quintile,Urban regions,Inexpensive,0.12164,116,400,0.08957,0.15371
1994,5th Quintile,Urban regions,Reasonable,0.18223,168,400,0.14435,0.22011
1994,5th Quintile,Urban regions,Slightly Expensive,0.05840,58,400,0.03539,0.08141
1994,5th Quintile,Rural regions,Reasonable,0.12952,36,36,0.01828,0.24076
1995,1st Quintile,Urban regions,Very Inexpensive,0.05511,37,746,0.03872,0.07149
1995,1st Quintile,Urban regions,Inexpensive,0.23571,191,746,0.20523,0.26619
1995,1st Quintile,Urban regions,Reasonable,0.31616,315,746,0.28278,0.34955
1995,1st Quintile,Urban regions,Slightly Expensive,0.14409,156,746,0.11887,0.16930
1995,1st Quintile,Urban regions,Too Expensive,0.03466,47,746,0.02152,0.04779
1995,1st Quintile,Rural regions,Inexpensive,0.14829,73,318,0.10917,0.18741
1995,1st Quintile,Rural regions,Reasonable,0.27561,146,318,0.22642,0.32480
1995,1st Quintile,Rural regions,Slightly Expensive,0.16044,99,318,0.12003,0.20084
1995,2nd Quintile,Urban regions,Very Inexpensive,0.05591,49,687,0.03871,0.07310
1995,2nd Quintile,Urban regions,Inexpensive,0.19806,187,687,0.16823,0.22788
1995,2nd Quintile,Urban regions,Reasonable,0.30699,310,687,0.27248,0.34151
1995,2nd Quintile,Urban regions,Slightly Expensive,0.10151,108,687,0.07891,0.12410
1995,2nd Quintile,Urban regions,Too Expensive,0.02357,33,687,0.01222,0.03493
1995,2nd Quintile,Rural regions,Inexpensive,0.09681,57,282,0.06223,0.13138
1995,2nd Quintile,Rural regions,Reasonable,0.27910,153,282,0.22665,0.33154
1995,2nd Quintile,Rural regions,Slightly Expensive,0.12421,72,282,0.08565,0.16278
1995,3rd Quintile,Urban regions,Very Inexpensive,0.05926,54,565,0.03977,0.07875
1995,3rd Quintile,Urban regions,Inexpensive,0.19628,175,565,0.16350,0.22906
1995,3rd Quintile,Urban regions,Reasonable,0.26114,252,565,0.22489,0.29739
1995,3rd Quintile,Urban regions,Slightly Expensive,0.07354,84,565,0.05200,0.09508
1995,3rd Quintile,Rural regions,Inexpensive,0.11852,58,213,0.07501,0.16203
1995,3rd Quintile,Rural regions,Reasonable,0.19999,116,213,0.14614,0.25383
1995,3rd Quintile,Rural regions,Slightly Expensive,0.05305,39,213,0.02288,0.08322
1995,4th Quintile,Urban regions,Very Inexpensive,0.06897,66,500,0.04674,0.09120
1995,4th Quintile,Urban regions,Inexpensive,0.14929,143,500,0.11802,0.18056
1995,4th Quintile,Urban regions,Reasonable,0.22691,224,500,0.19016,0.26366
