"religion","year","alter_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"islamische Religionsgemeinschaft","1991","66 und älter","(noch) kein Abschluss","","","",""
"islamische Religionsgemeinschaft","1991","66 und älter","Hauptschulabschluss","","","",""
"islamische Religionsgemeinschaft","1991","66 und älter","Realschulabschluss","","","",""
"islamische Religionsgemeinschaft","1991","66 und älter","(Fach-)Abitur","","","",""
"islamische Religionsgemeinschaft","1991","66 und älter","AkademikerInnen","","","",""
"konfessionslos","1991","16-34 Jahre alt","(noch) kein Abschluss","32","0.735724710977043","0.60689151399763","0.864557907956455"
"konfessionslos","1991","16-34 Jahre alt","Hauptschulabschluss","128","0.872380577620133","0.818441836653164","0.926319318587102"
"konfessionslos","1991","16-34 Jahre alt","Realschulabschluss","739","0.758807701248089","0.731899413737674","0.785715988758504"
"konfessionslos","1991","16-34 Jahre alt","(Fach-)Abitur","67","0.750911492335078","0.663482517684729","0.838340466985426"
"konfessionslos","1991","16-34 Jahre alt","AkademikerInnen","207","0.745973462503743","0.694802106410012","0.797144818597474"
"konfessionslos","1991","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"konfessionslos","1991","35-65 Jahre alt","Hauptschulabschluss","668","0.633026825979797","0.603860040774859","0.662193611184734"
"konfessionslos","1991","35-65 Jahre alt","Realschulabschluss","319","0.631970700457958","0.589991536908275","0.673949864007641"
"konfessionslos","1991","35-65 Jahre alt","(Fach-)Abitur","","","",""
"konfessionslos","1991","35-65 Jahre alt","AkademikerInnen","449","0.715042902430449","0.67982291466258","0.750262890198318"
"konfessionslos","1991","66 und älter","(noch) kein Abschluss","","","",""
"konfessionslos","1991","66 und älter","Hauptschulabschluss","125","0.376173573139602","0.323180195589983","0.429166950689221"
"konfessionslos","1991","66 und älter","Realschulabschluss","","","",""
"konfessionslos","1991","66 und älter","(Fach-)Abitur","","","",""
"konfessionslos","1991","66 und älter","AkademikerInnen","33","0.672829112365183","0.541461059035069","0.804197165695297"
"andere","1991","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"andere","1991","16-34 Jahre alt","Hauptschulabschluss","","","",""
"andere","1991","16-34 Jahre alt","Realschulabschluss","","","",""
"andere","1991","16-34 Jahre alt","(Fach-)Abitur","","","",""
"andere","1991","16-34 Jahre alt","AkademikerInnen","","","",""
"andere","1991","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"andere","1991","35-65 Jahre alt","Hauptschulabschluss","","","",""
"andere","1991","35-65 Jahre alt","Realschulabschluss","","","",""
"andere","1991","35-65 Jahre alt","(Fach-)Abitur","","","",""
"andere","1991","35-65 Jahre alt","AkademikerInnen","","","",""
"andere","1991","66 und älter","(noch) kein Abschluss","","","",""
"andere","1991","66 und älter","Hauptschulabschluss","","","",""
"andere","1991","66 und älter","Realschulabschluss","","","",""
"andere","1991","66 und älter","(Fach-)Abitur","","","",""
"andere","1991","66 und älter","AkademikerInnen","","","",""
"katholisch","1992","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"katholisch","1992","16-34 Jahre alt","Hauptschulabschluss","","","",""
"katholisch","1992","16-34 Jahre alt","Realschulabschluss","","","",""
"katholisch","1992","16-34 Jahre alt","(Fach-)Abitur","","","",""
"katholisch","1992","16-34 Jahre alt","AkademikerInnen","","","",""
"katholisch","1992","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"katholisch","1992","35-65 Jahre alt","Hauptschulabschluss","","","",""
"katholisch","1992","35-65 Jahre alt","Realschulabschluss","","","",""
"katholisch","1992","35-65 Jahre alt","(Fach-)Abitur","","","",""
"katholisch","1992","35-65 Jahre alt","AkademikerInnen","","","",""
"katholisch","1992","66 und älter","(noch) kein Abschluss","","","",""
"katholisch","1992","66 und älter","Hauptschulabschluss","","","",""
"katholisch","1992","66 und älter","Realschulabschluss","","","",""
"katholisch","1992","66 und älter","(Fach-)Abitur","","","",""
"katholisch","1992","66 und älter","AkademikerInnen","","","",""
"evangelisch","1992","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"evangelisch","1992","16-34 Jahre alt","Hauptschulabschluss","","","",""
"evangelisch","1992","16-34 Jahre alt","Realschulabschluss","","","",""
"evangelisch","1992","16-34 Jahre alt","(Fach-)Abitur","","","",""
"evangelisch","1992","16-34 Jahre alt","AkademikerInnen","","","",""
"evangelisch","1992","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"evangelisch","1992","35-65 Jahre alt","Hauptschulabschluss","","","",""
"evangelisch","1992","35-65 Jahre alt","Realschulabschluss","","","",""
"evangelisch","1992","35-65 Jahre alt","(Fach-)Abitur","","","",""
"evangelisch","1992","35-65 Jahre alt","AkademikerInnen","","","",""
"evangelisch","1992","66 und älter","(noch) kein Abschluss","","","",""
"evangelisch","1992","66 und älter","Hauptschulabschluss","","","",""
"evangelisch","1992","66 und älter","Realschulabschluss","","","",""
"evangelisch","1992","66 und älter","(Fach-)Abitur","","","",""
"evangelisch","1992","66 und älter","AkademikerInnen","","","",""
"islamische Religionsgemeinschaft","1992","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"islamische Religionsgemeinschaft","1992","16-34 Jahre alt","Hauptschulabschluss","","","",""
"islamische Religionsgemeinschaft","1992","16-34 Jahre alt","Realschulabschluss","","","",""
"islamische Religionsgemeinschaft","1992","16-34 Jahre alt","(Fach-)Abitur","","","",""
"islamische Religionsgemeinschaft","1992","16-34 Jahre alt","AkademikerInnen","","","",""
"islamische Religionsgemeinschaft","1992","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"islamische Religionsgemeinschaft","1992","35-65 Jahre alt","Hauptschulabschluss","","","",""
"islamische Religionsgemeinschaft","1992","35-65 Jahre alt","Realschulabschluss","","","",""
"islamische Religionsgemeinschaft","1992","35-65 Jahre alt","(Fach-)Abitur","","","",""
"islamische Religionsgemeinschaft","1992","35-65 Jahre alt","AkademikerInnen","","","",""
"islamische Religionsgemeinschaft","1992","66 und älter","(noch) kein Abschluss","","","",""
"islamische Religionsgemeinschaft","1992","66 und älter","Hauptschulabschluss","","","",""
"islamische Religionsgemeinschaft","1992","66 und älter","Realschulabschluss","","","",""
"islamische Religionsgemeinschaft","1992","66 und älter","(Fach-)Abitur","","","",""
"islamische Religionsgemeinschaft","1992","66 und älter","AkademikerInnen","","","",""
"konfessionslos","1992","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"konfessionslos","1992","16-34 Jahre alt","Hauptschulabschluss","","","",""
"konfessionslos","1992","16-34 Jahre alt","Realschulabschluss","","","",""
"konfessionslos","1992","16-34 Jahre alt","(Fach-)Abitur","","","",""
"konfessionslos","1992","16-34 Jahre alt","AkademikerInnen","","","",""
"konfessionslos","1992","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"konfessionslos","1992","35-65 Jahre alt","Hauptschulabschluss","","","",""
"konfessionslos","1992","35-65 Jahre alt","Realschulabschluss","","","",""
"konfessionslos","1992","35-65 Jahre alt","(Fach-)Abitur","","","",""
"konfessionslos","1992","35-65 Jahre alt","AkademikerInnen","","","",""
"konfessionslos","1992","66 und älter","(noch) kein Abschluss","","","",""
"konfessionslos","1992","66 und älter","Hauptschulabschluss","","","",""
"konfessionslos","1992","66 und älter","Realschulabschluss","","","",""
"konfessionslos","1992","66 und älter","(Fach-)Abitur","","","",""
"konfessionslos","1992","66 und älter","AkademikerInnen","","","",""
"andere","1992","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"andere","1992","16-34 Jahre alt","Hauptschulabschluss","","","",""
"andere","1992","16-34 Jahre alt","Realschulabschluss","","","",""
"andere","1992","16-34 Jahre alt","(Fach-)Abitur","","","",""
"andere","1992","16-34 Jahre alt","AkademikerInnen","","","",""
"andere","1992","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"andere","1992","35-65 Jahre alt","Hauptschulabschluss","","","",""
"andere","1992","35-65 Jahre alt","Realschulabschluss","","","",""
"andere","1992","35-65 Jahre alt","(Fach-)Abitur","","","",""
"andere","1992","35-65 Jahre alt","AkademikerInnen","","","",""
"andere","1992","66 und älter","(noch) kein Abschluss","","","",""
"andere","1992","66 und älter","Hauptschulabschluss","","","",""
"andere","1992","66 und älter","Realschulabschluss","","","",""
"andere","1992","66 und älter","(Fach-)Abitur","","","",""
"andere","1992","66 und älter","AkademikerInnen","","","",""
"katholisch","1993","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"katholisch","1993","16-34 Jahre alt","Hauptschulabschluss","","","",""
"katholisch","1993","16-34 Jahre alt","Realschulabschluss","","","",""
"katholisch","1993","16-34 Jahre alt","(Fach-)Abitur","","","",""
"katholisch","1993","16-34 Jahre alt","AkademikerInnen","","","",""
"katholisch","1993","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"katholisch","1993","35-65 Jahre alt","Hauptschulabschluss","","","",""
"katholisch","1993","35-65 Jahre alt","Realschulabschluss","","","",""
"katholisch","1993","35-65 Jahre alt","(Fach-)Abitur","","","",""
"katholisch","1993","35-65 Jahre alt","AkademikerInnen","","","",""
"katholisch","1993","66 und älter","(noch) kein Abschluss","","","",""
"katholisch","1993","66 und älter","Hauptschulabschluss","","","",""
"katholisch","1993","66 und älter","Realschulabschluss","","","",""
"katholisch","1993","66 und älter","(Fach-)Abitur","","","",""
"katholisch","1993","66 und älter","AkademikerInnen","","","",""
"evangelisch","1993","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"evangelisch","1993","16-34 Jahre alt","Hauptschulabschluss","","","",""
"evangelisch","1993","16-34 Jahre alt","Realschulabschluss","","","",""
"evangelisch","1993","16-34 Jahre alt","(Fach-)Abitur","","","",""
"evangelisch","1993","16-34 Jahre alt","AkademikerInnen","","","",""
"evangelisch","1993","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"evangelisch","1993","35-65 Jahre alt","Hauptschulabschluss","","","",""
"evangelisch","1993","35-65 Jahre alt","Realschulabschluss","","","",""
"evangelisch","1993","35-65 Jahre alt","(Fach-)Abitur","","","",""
"evangelisch","1993","35-65 Jahre alt","AkademikerInnen","","","",""
"evangelisch","1993","66 und älter","(noch) kein Abschluss","","","",""
"evangelisch","1993","66 und älter","Hauptschulabschluss","","","",""
"evangelisch","1993","66 und älter","Realschulabschluss","","","",""
"evangelisch","1993","66 und älter","(Fach-)Abitur","","","",""
"evangelisch","1993","66 und älter","AkademikerInnen","","","",""
"islamische Religionsgemeinschaft","1993","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"islamische Religionsgemeinschaft","1993","16-34 Jahre alt","Hauptschulabschluss","","","",""
"islamische Religionsgemeinschaft","1993","16-34 Jahre alt","Realschulabschluss","","","",""
"islamische Religionsgemeinschaft","1993","16-34 Jahre alt","(Fach-)Abitur","","","",""
"islamische Religionsgemeinschaft","1993","16-34 Jahre alt","AkademikerInnen","","","",""
"islamische Religionsgemeinschaft","1993","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"islamische Religionsgemeinschaft","1993","35-65 Jahre alt","Hauptschulabschluss","","","",""
"islamische Religionsgemeinschaft","1993","35-65 Jahre alt","Realschulabschluss","","","",""
"islamische Religionsgemeinschaft","1993","35-65 Jahre alt","(Fach-)Abitur","","","",""
"islamische Religionsgemeinschaft","1993","35-65 Jahre alt","AkademikerInnen","","","",""
"islamische Religionsgemeinschaft","1993","66 und älter","(noch) kein Abschluss","","","",""
"islamische Religionsgemeinschaft","1993","66 und älter","Hauptschulabschluss","","","",""
"islamische Religionsgemeinschaft","1993","66 und älter","Realschulabschluss","","","",""
"islamische Religionsgemeinschaft","1993","66 und älter","(Fach-)Abitur","","","",""
"islamische Religionsgemeinschaft","1993","66 und älter","AkademikerInnen","","","",""
"konfessionslos","1993","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"konfessionslos","1993","16-34 Jahre alt","Hauptschulabschluss","","","",""
"konfessionslos","1993","16-34 Jahre alt","Realschulabschluss","","","",""
"konfessionslos","1993","16-34 Jahre alt","(Fach-)Abitur","","","",""
"konfessionslos","1993","16-34 Jahre alt","AkademikerInnen","","","",""
"konfessionslos","1993","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"konfessionslos","1993","35-65 Jahre alt","Hauptschulabschluss","","","",""
"konfessionslos","1993","35-65 Jahre alt","Realschulabschluss","","","",""
"konfessionslos","1993","35-65 Jahre alt","(Fach-)Abitur","","","",""
"konfessionslos","1993","35-65 Jahre alt","AkademikerInnen","","","",""
"konfessionslos","1993","66 und älter","(noch) kein Abschluss","","","",""
"konfessionslos","1993","66 und älter","Hauptschulabschluss","","","",""
"konfessionslos","1993","66 und älter","Realschulabschluss","","","",""
"konfessionslos","1993","66 und älter","(Fach-)Abitur","","","",""
"konfessionslos","1993","66 und älter","AkademikerInnen","","","",""
"andere","1993","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"andere","1993","16-34 Jahre alt","Hauptschulabschluss","","","",""
"andere","1993","16-34 Jahre alt","Realschulabschluss","","","",""
"andere","1993","16-34 Jahre alt","(Fach-)Abitur","","","",""
"andere","1993","16-34 Jahre alt","AkademikerInnen","","","",""
"andere","1993","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"andere","1993","35-65 Jahre alt","Hauptschulabschluss","","","",""
"andere","1993","35-65 Jahre alt","Realschulabschluss","","","",""
"andere","1993","35-65 Jahre alt","(Fach-)Abitur","","","",""
"andere","1993","35-65 Jahre alt","AkademikerInnen","","","",""
"andere","1993","66 und älter","(noch) kein Abschluss","","","",""
"andere","1993","66 und älter","Hauptschulabschluss","","","",""
"andere","1993","66 und älter","Realschulabschluss","","","",""
"andere","1993","66 und älter","(Fach-)Abitur","","","",""
"andere","1993","66 und älter","AkademikerInnen","","","",""
"katholisch","1994","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"katholisch","1994","16-34 Jahre alt","Hauptschulabschluss","","","",""
"katholisch","1994","16-34 Jahre alt","Realschulabschluss","","","",""
"katholisch","1994","16-34 Jahre alt","(Fach-)Abitur","","","",""
"katholisch","1994","16-34 Jahre alt","AkademikerInnen","","","",""
"katholisch","1994","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"katholisch","1994","35-65 Jahre alt","Hauptschulabschluss","","","",""
"katholisch","1994","35-65 Jahre alt","Realschulabschluss","","","",""
"katholisch","1994","35-65 Jahre alt","(Fach-)Abitur","","","",""
"katholisch","1994","35-65 Jahre alt","AkademikerInnen","","","",""
"katholisch","1994","66 und älter","(noch) kein Abschluss","","","",""
"katholisch","1994","66 und älter","Hauptschulabschluss","","","",""
"katholisch","1994","66 und älter","Realschulabschluss","","","",""
"katholisch","1994","66 und älter","(Fach-)Abitur","","","",""
"katholisch","1994","66 und älter","AkademikerInnen","","","",""
"evangelisch","1994","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"evangelisch","1994","16-34 Jahre alt","Hauptschulabschluss","","","",""
"evangelisch","1994","16-34 Jahre alt","Realschulabschluss","","","",""
"evangelisch","1994","16-34 Jahre alt","(Fach-)Abitur","","","",""
"evangelisch","1994","16-34 Jahre alt","AkademikerInnen","","","",""
"evangelisch","1994","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"evangelisch","1994","35-65 Jahre alt","Hauptschulabschluss","","","",""
"evangelisch","1994","35-65 Jahre alt","Realschulabschluss","","","",""
"evangelisch","1994","35-65 Jahre alt","(Fach-)Abitur","","","",""
"evangelisch","1994","35-65 Jahre alt","AkademikerInnen","","","",""
"evangelisch","1994","66 und älter","(noch) kein Abschluss","","","",""
"evangelisch","1994","66 und älter","Hauptschulabschluss","","","",""
"evangelisch","1994","66 und älter","Realschulabschluss","","","",""
"evangelisch","1994","66 und älter","(Fach-)Abitur","","","",""
"evangelisch","1994","66 und älter","AkademikerInnen","","","",""
"islamische Religionsgemeinschaft","1994","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"islamische Religionsgemeinschaft","1994","16-34 Jahre alt","Hauptschulabschluss","","","",""
"islamische Religionsgemeinschaft","1994","16-34 Jahre alt","Realschulabschluss","","","",""
"islamische Religionsgemeinschaft","1994","16-34 Jahre alt","(Fach-)Abitur","","","",""
"islamische Religionsgemeinschaft","1994","16-34 Jahre alt","AkademikerInnen","","","",""
"islamische Religionsgemeinschaft","1994","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"islamische Religionsgemeinschaft","1994","35-65 Jahre alt","Hauptschulabschluss","","","",""
"islamische Religionsgemeinschaft","1994","35-65 Jahre alt","Realschulabschluss","","","",""
"islamische Religionsgemeinschaft","1994","35-65 Jahre alt","(Fach-)Abitur","","","",""
"islamische Religionsgemeinschaft","1994","35-65 Jahre alt","AkademikerInnen","","","",""
"islamische Religionsgemeinschaft","1994","66 und älter","(noch) kein Abschluss","","","",""
"islamische Religionsgemeinschaft","1994","66 und älter","Hauptschulabschluss","","","",""
"islamische Religionsgemeinschaft","1994","66 und älter","Realschulabschluss","","","",""
