"religion","year","alter_gr","migback","n","percent","lower_confidence","upper_confidence"
"konfessionslos","1992","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"konfessionslos","1992","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"konfessionslos","1992","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"konfessionslos","1992","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"konfessionslos","1992","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"konfessionslos","1992","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"konfessionslos","1992","66 und älter","kein Migrationshintergrund","","","",""
"konfessionslos","1992","66 und älter","direkter Migrationshintergrund","","","",""
"konfessionslos","1992","66 und älter","indirekter Migrationshintergrund","","","",""
"andere","1992","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"andere","1992","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"andere","1992","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"andere","1992","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"andere","1992","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"andere","1992","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"andere","1992","66 und älter","kein Migrationshintergrund","","","",""
"andere","1992","66 und älter","direkter Migrationshintergrund","","","",""
"andere","1992","66 und älter","indirekter Migrationshintergrund","","","",""
"katholisch","1993","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"katholisch","1993","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"katholisch","1993","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"katholisch","1993","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"katholisch","1993","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"katholisch","1993","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"katholisch","1993","66 und älter","kein Migrationshintergrund","","","",""
"katholisch","1993","66 und älter","direkter Migrationshintergrund","","","",""
"katholisch","1993","66 und älter","indirekter Migrationshintergrund","","","",""
"evangelisch","1993","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"evangelisch","1993","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"evangelisch","1993","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"evangelisch","1993","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"evangelisch","1993","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"evangelisch","1993","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"evangelisch","1993","66 und älter","kein Migrationshintergrund","","","",""
"evangelisch","1993","66 und älter","direkter Migrationshintergrund","","","",""
"evangelisch","1993","66 und älter","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1993","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1993","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1993","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1993","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1993","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1993","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1993","66 und älter","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1993","66 und älter","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1993","66 und älter","indirekter Migrationshintergrund","","","",""
"konfessionslos","1993","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"konfessionslos","1993","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"konfessionslos","1993","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"konfessionslos","1993","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"konfessionslos","1993","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"konfessionslos","1993","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"konfessionslos","1993","66 und älter","kein Migrationshintergrund","","","",""
"konfessionslos","1993","66 und älter","direkter Migrationshintergrund","","","",""
"konfessionslos","1993","66 und älter","indirekter Migrationshintergrund","","","",""
"andere","1993","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"andere","1993","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"andere","1993","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"andere","1993","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"andere","1993","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"andere","1993","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"andere","1993","66 und älter","kein Migrationshintergrund","","","",""
"andere","1993","66 und älter","direkter Migrationshintergrund","","","",""
"andere","1993","66 und älter","indirekter Migrationshintergrund","","","",""
"katholisch","1994","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"katholisch","1994","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"katholisch","1994","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"katholisch","1994","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"katholisch","1994","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"katholisch","1994","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"katholisch","1994","66 und älter","kein Migrationshintergrund","","","",""
"katholisch","1994","66 und älter","direkter Migrationshintergrund","","","",""
"katholisch","1994","66 und älter","indirekter Migrationshintergrund","","","",""
"evangelisch","1994","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"evangelisch","1994","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"evangelisch","1994","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"evangelisch","1994","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"evangelisch","1994","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"evangelisch","1994","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"evangelisch","1994","66 und älter","kein Migrationshintergrund","","","",""
"evangelisch","1994","66 und älter","direkter Migrationshintergrund","","","",""
"evangelisch","1994","66 und älter","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1994","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1994","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1994","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1994","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1994","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1994","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1994","66 und älter","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1994","66 und älter","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1994","66 und älter","indirekter Migrationshintergrund","","","",""
"konfessionslos","1994","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"konfessionslos","1994","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"konfessionslos","1994","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"konfessionslos","1994","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"konfessionslos","1994","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"konfessionslos","1994","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"konfessionslos","1994","66 und älter","kein Migrationshintergrund","","","",""
"konfessionslos","1994","66 und älter","direkter Migrationshintergrund","","","",""
"konfessionslos","1994","66 und älter","indirekter Migrationshintergrund","","","",""
"andere","1994","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"andere","1994","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"andere","1994","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"andere","1994","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"andere","1994","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"andere","1994","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"andere","1994","66 und älter","kein Migrationshintergrund","","","",""
"andere","1994","66 und älter","direkter Migrationshintergrund","","","",""
"andere","1994","66 und älter","indirekter Migrationshintergrund","","","",""
"katholisch","1995","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"katholisch","1995","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"katholisch","1995","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"katholisch","1995","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"katholisch","1995","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"katholisch","1995","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"katholisch","1995","66 und älter","kein Migrationshintergrund","","","",""
"katholisch","1995","66 und älter","direkter Migrationshintergrund","","","",""
"katholisch","1995","66 und älter","indirekter Migrationshintergrund","","","",""
"evangelisch","1995","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"evangelisch","1995","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"evangelisch","1995","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"evangelisch","1995","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"evangelisch","1995","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"evangelisch","1995","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"evangelisch","1995","66 und älter","kein Migrationshintergrund","","","",""
"evangelisch","1995","66 und älter","direkter Migrationshintergrund","","","",""
"evangelisch","1995","66 und älter","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1995","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1995","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1995","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1995","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1995","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1995","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1995","66 und älter","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1995","66 und älter","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1995","66 und älter","indirekter Migrationshintergrund","","","",""
"konfessionslos","1995","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"konfessionslos","1995","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"konfessionslos","1995","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"konfessionslos","1995","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"konfessionslos","1995","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"konfessionslos","1995","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"konfessionslos","1995","66 und älter","kein Migrationshintergrund","","","",""
"konfessionslos","1995","66 und älter","direkter Migrationshintergrund","","","",""
"konfessionslos","1995","66 und älter","indirekter Migrationshintergrund","","","",""
"andere","1995","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"andere","1995","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"andere","1995","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"andere","1995","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"andere","1995","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"andere","1995","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"andere","1995","66 und älter","kein Migrationshintergrund","","","",""
"andere","1995","66 und älter","direkter Migrationshintergrund","","","",""
"andere","1995","66 und älter","indirekter Migrationshintergrund","","","",""
"katholisch","1996","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"katholisch","1996","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"katholisch","1996","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"katholisch","1996","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"katholisch","1996","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"katholisch","1996","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"katholisch","1996","66 und älter","kein Migrationshintergrund","","","",""
"katholisch","1996","66 und älter","direkter Migrationshintergrund","","","",""
"katholisch","1996","66 und älter","indirekter Migrationshintergrund","","","",""
"evangelisch","1996","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"evangelisch","1996","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"evangelisch","1996","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"evangelisch","1996","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"evangelisch","1996","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"evangelisch","1996","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"evangelisch","1996","66 und älter","kein Migrationshintergrund","","","",""
"evangelisch","1996","66 und älter","direkter Migrationshintergrund","","","",""
"evangelisch","1996","66 und älter","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1996","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1996","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1996","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1996","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1996","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1996","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1996","66 und älter","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1996","66 und älter","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1996","66 und älter","indirekter Migrationshintergrund","","","",""
"konfessionslos","1996","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"konfessionslos","1996","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"konfessionslos","1996","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"konfessionslos","1996","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"konfessionslos","1996","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"konfessionslos","1996","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"konfessionslos","1996","66 und älter","kein Migrationshintergrund","","","",""
"konfessionslos","1996","66 und älter","direkter Migrationshintergrund","","","",""
"konfessionslos","1996","66 und älter","indirekter Migrationshintergrund","","","",""
"andere","1996","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"andere","1996","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"andere","1996","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"andere","1996","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"andere","1996","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"andere","1996","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"andere","1996","66 und älter","kein Migrationshintergrund","","","",""
"andere","1996","66 und älter","direkter Migrationshintergrund","","","",""
"andere","1996","66 und älter","indirekter Migrationshintergrund","","","",""
"katholisch","1997","16-34 Jahre alt","kein Migrationshintergrund","906","0.315807900424951","0.29996032301566","0.331655477834243"
"katholisch","1997","16-34 Jahre alt","direkter Migrationshintergrund","253","0.380234823097485","0.346035529137223","0.414434117057747"
"katholisch","1997","16-34 Jahre alt","indirekter Migrationshintergrund","183","0.339820646191022","0.299496423354505","0.38014486902754"
"katholisch","1997","35-65 Jahre alt","kein Migrationshintergrund","1337","0.309072815741293","0.296449444158371","0.321696187324215"
"katholisch","1997","35-65 Jahre alt","direkter Migrationshintergrund","579","0.420726469078465","0.395175035272367","0.446277902884563"
"katholisch","1997","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"katholisch","1997","66 und älter","kein Migrationshintergrund","400","0.328376085233617","0.30339869595382","0.353353474513414"
"katholisch","1997","66 und älter","direkter Migrationshintergrund","116","0.473570581364532","0.410136588947744","0.53700457378132"
"katholisch","1997","66 und älter","indirekter Migrationshintergrund","","","",""
"evangelisch","1997","16-34 Jahre alt","kein Migrationshintergrund","1128","0.361652840280685","0.345271977799169","0.378033702762201"
"evangelisch","1997","16-34 Jahre alt","direkter Migrationshintergrund","64","0.10545180924163","0.08381433822266","0.127089280260599"
"evangelisch","1997","16-34 Jahre alt","indirekter Migrationshintergrund","38","0.128216785918164","0.0997533810387383","0.15668019079759"
"evangelisch","1997","35-65 Jahre alt","kein Migrationshintergrund","1756","0.375136539193737","0.361910918273014","0.388362160114459"
"evangelisch","1997","35-65 Jahre alt","direkter Migrationshintergrund","134","0.139901227065426","0.121947341976023","0.157855112154829"
"evangelisch","1997","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"evangelisch","1997","66 und älter","kein Migrationshintergrund","667","0.499963755361278","0.473370701741395","0.526556808981161"
"evangelisch","1997","66 und älter","direkter Migrationshintergrund","57","0.314324737611206","0.255344280510103","0.373305194712308"
"evangelisch","1997","66 und älter","indirekter Migrationshintergrund","","","",""
