"religion","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"islamische Religionsgemeinschaft","1996","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"islamische Religionsgemeinschaft","1996","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"konfessionslos","1996","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"konfessionslos","1996","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"konfessionslos","1996","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"konfessionslos","1996","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"andere","1996","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"andere","1996","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"andere","1996","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"andere","1996","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"katholisch","1997","Westdeutschland, alte Bundeslaender","maennlich","1732","0.388289112665065","0.373969911269822","0.402608314060309"
"katholisch","1997","Westdeutschland, alte Bundeslaender","weiblich","1888","0.402700623631383","0.388741617502499","0.416659629760268"
"katholisch","1997","Ostdeutschland, neue Bundeslaender","maennlich","84","0.0520781763673585","0.0416354849432133","0.0625208677915036"
"katholisch","1997","Ostdeutschland, neue Bundeslaender","weiblich","91","0.0446839255349231","0.0353840287851868","0.0539838222846594"
"evangelisch","1997","Westdeutschland, alte Bundeslaender","maennlich","1320","0.352401237926755","0.338365352865559","0.366437122987951"
"evangelisch","1997","Westdeutschland, alte Bundeslaender","weiblich","1665","0.412043050786498","0.398033913957753","0.426052187615243"
"evangelisch","1997","Ostdeutschland, neue Bundeslaender","maennlich","356","0.211984564956997","0.192774988818458","0.231194141095536"
"evangelisch","1997","Ostdeutschland, neue Bundeslaender","weiblich","516","0.29652735156597","0.275969159835941","0.317085543295999"
"islamische Religionsgemeinschaft","1997","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"islamische Religionsgemeinschaft","1997","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"islamische Religionsgemeinschaft","1997","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"islamische Religionsgemeinschaft","1997","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"konfessionslos","1997","Westdeutschland, alte Bundeslaender","maennlich","732","0.190488326565379","0.17895077043969","0.202025882691067"
"konfessionslos","1997","Westdeutschland, alte Bundeslaender","weiblich","544","0.119346058646222","0.110118772294379","0.128573344998065"
"konfessionslos","1997","Ostdeutschland, neue Bundeslaender","maennlich","1286","0.727787978748633","0.706868329958256","0.748707627539011"
"konfessionslos","1997","Ostdeutschland, neue Bundeslaender","weiblich","1277","0.6514824029984","0.630034115382111","0.672930690614689"
"andere","1997","Westdeutschland, alte Bundeslaender","maennlich","666","0.0688213228428008","0.0613834952910245","0.0762591503945771"
"andere","1997","Westdeutschland, alte Bundeslaender","weiblich","645","0.0659102669358968","0.0588480972104771","0.0729724366613165"
"andere","1997","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"andere","1997","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"katholisch","1998","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"katholisch","1998","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"katholisch","1998","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"katholisch","1998","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"evangelisch","1998","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"evangelisch","1998","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"evangelisch","1998","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"evangelisch","1998","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"islamische Religionsgemeinschaft","1998","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"islamische Religionsgemeinschaft","1998","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"islamische Religionsgemeinschaft","1998","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"islamische Religionsgemeinschaft","1998","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"konfessionslos","1998","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"konfessionslos","1998","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"konfessionslos","1998","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"konfessionslos","1998","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"andere","1998","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"andere","1998","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"andere","1998","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"andere","1998","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"katholisch","1999","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"katholisch","1999","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"katholisch","1999","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"katholisch","1999","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"evangelisch","1999","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"evangelisch","1999","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"evangelisch","1999","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"evangelisch","1999","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"islamische Religionsgemeinschaft","1999","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"islamische Religionsgemeinschaft","1999","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"islamische Religionsgemeinschaft","1999","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"islamische Religionsgemeinschaft","1999","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"konfessionslos","1999","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"konfessionslos","1999","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"konfessionslos","1999","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"konfessionslos","1999","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"andere","1999","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"andere","1999","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"andere","1999","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"andere","1999","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"katholisch","2000","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"katholisch","2000","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"katholisch","2000","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"katholisch","2000","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"evangelisch","2000","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"evangelisch","2000","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"evangelisch","2000","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"evangelisch","2000","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"islamische Religionsgemeinschaft","2000","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"islamische Religionsgemeinschaft","2000","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"islamische Religionsgemeinschaft","2000","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"islamische Religionsgemeinschaft","2000","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"konfessionslos","2000","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"konfessionslos","2000","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"konfessionslos","2000","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"konfessionslos","2000","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"andere","2000","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"andere","2000","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"andere","2000","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"andere","2000","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"katholisch","2001","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"katholisch","2001","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"katholisch","2001","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"katholisch","2001","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"evangelisch","2001","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"evangelisch","2001","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"evangelisch","2001","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"evangelisch","2001","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"islamische Religionsgemeinschaft","2001","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"islamische Religionsgemeinschaft","2001","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"islamische Religionsgemeinschaft","2001","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"islamische Religionsgemeinschaft","2001","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"konfessionslos","2001","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"konfessionslos","2001","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"konfessionslos","2001","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"konfessionslos","2001","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"andere","2001","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"andere","2001","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"andere","2001","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"andere","2001","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"katholisch","2002","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"katholisch","2002","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"katholisch","2002","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"katholisch","2002","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"evangelisch","2002","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"evangelisch","2002","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"evangelisch","2002","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"evangelisch","2002","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"islamische Religionsgemeinschaft","2002","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"islamische Religionsgemeinschaft","2002","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"islamische Religionsgemeinschaft","2002","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"islamische Religionsgemeinschaft","2002","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"konfessionslos","2002","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"konfessionslos","2002","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"konfessionslos","2002","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"konfessionslos","2002","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"andere","2002","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"andere","2002","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"andere","2002","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"andere","2002","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"katholisch","2003","Westdeutschland, alte Bundeslaender","maennlich","2977","0.362139293315665","0.351656486672547","0.372622099958783"
"katholisch","2003","Westdeutschland, alte Bundeslaender","weiblich","3400","0.395594405699047","0.385337171360594","0.405851640037501"
"katholisch","2003","Ostdeutschland, neue Bundeslaender","maennlich","123","0.0448604252635148","0.0368838771404579","0.0528369733865716"
"katholisch","2003","Ostdeutschland, neue Bundeslaender","weiblich","120","0.0379705096768413","0.0308440299415665","0.045096989412116"
"evangelisch","2003","Westdeutschland, alte Bundeslaender","maennlich","2769","0.353545570508279","0.343118351783855","0.363972789232703"
"evangelisch","2003","Westdeutschland, alte Bundeslaender","weiblich","3396","0.403733522907951","0.393441314503489","0.414025731312413"
"evangelisch","2003","Ostdeutschland, neue Bundeslaender","maennlich","522","0.199553564570059","0.184152676693374","0.214954452446745"
"evangelisch","2003","Ostdeutschland, neue Bundeslaender","weiblich","737","0.273497721576785","0.256876880564546","0.290118562589023"
"islamische Religionsgemeinschaft","2003","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"islamische Religionsgemeinschaft","2003","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"islamische Religionsgemeinschaft","2003","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"islamische Religionsgemeinschaft","2003","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"konfessionslos","2003","Westdeutschland, alte Bundeslaender","maennlich","1659","0.2091432564319","0.200272765229021","0.21801374763478"
"konfessionslos","2003","Westdeutschland, alte Bundeslaender","weiblich","1259","0.137223687828457","0.130005891567556","0.144441484089358"
"konfessionslos","2003","Ostdeutschland, neue Bundeslaender","maennlich","1930","0.750040627939662","0.733355598260094","0.766725657619231"
"konfessionslos","2003","Ostdeutschland, neue Bundeslaender","weiblich","1884","0.677719268477099","0.660293187186533","0.695145349767665"
"andere","2003","Westdeutschland, alte Bundeslaender","maennlich","670","0.0751718797441559","0.0694209899671072","0.0809227695212046"
"andere","2003","Westdeutschland, alte Bundeslaender","weiblich","675","0.0634483835645446","0.0583348971175942","0.0685618700114951"
"andere","2003","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"andere","2003","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"katholisch","2004","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"katholisch","2004","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"katholisch","2004","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"katholisch","2004","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"evangelisch","2004","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"evangelisch","2004","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"evangelisch","2004","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"evangelisch","2004","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"islamische Religionsgemeinschaft","2004","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"islamische Religionsgemeinschaft","2004","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"islamische Religionsgemeinschaft","2004","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"islamische Religionsgemeinschaft","2004","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"konfessionslos","2004","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"konfessionslos","2004","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"konfessionslos","2004","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"konfessionslos","2004","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"andere","2004","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"andere","2004","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"andere","2004","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"andere","2004","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"katholisch","2005","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"katholisch","2005","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"katholisch","2005","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"katholisch","2005","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"evangelisch","2005","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"evangelisch","2005","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"evangelisch","2005","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"evangelisch","2005","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"islamische Religionsgemeinschaft","2005","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"islamische Religionsgemeinschaft","2005","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"islamische Religionsgemeinschaft","2005","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"islamische Religionsgemeinschaft","2005","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"konfessionslos","2005","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"konfessionslos","2005","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"konfessionslos","2005","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"konfessionslos","2005","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"andere","2005","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"andere","2005","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"andere","2005","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"andere","2005","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"katholisch","2006","Westdeutschland, alte Bundeslaender","maennlich","","","",""
