"religion","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"konfessionslos","1992","indirekter Migrationshintergrund","maennlich","","","",""
"konfessionslos","1992","indirekter Migrationshintergrund","weiblich","","","",""
"andere","1992","kein Migrationshintergrund","maennlich","","","",""
"andere","1992","kein Migrationshintergrund","weiblich","","","",""
"andere","1992","direkter Migrationshintergrund","maennlich","","","",""
"andere","1992","direkter Migrationshintergrund","weiblich","","","",""
"andere","1992","indirekter Migrationshintergrund","maennlich","","","",""
"andere","1992","indirekter Migrationshintergrund","weiblich","","","",""
"katholisch","1993","kein Migrationshintergrund","maennlich","","","",""
"katholisch","1993","kein Migrationshintergrund","weiblich","","","",""
"katholisch","1993","direkter Migrationshintergrund","maennlich","","","",""
"katholisch","1993","direkter Migrationshintergrund","weiblich","","","",""
"katholisch","1993","indirekter Migrationshintergrund","maennlich","","","",""
"katholisch","1993","indirekter Migrationshintergrund","weiblich","","","",""
"evangelisch","1993","kein Migrationshintergrund","maennlich","","","",""
"evangelisch","1993","kein Migrationshintergrund","weiblich","","","",""
"evangelisch","1993","direkter Migrationshintergrund","maennlich","","","",""
"evangelisch","1993","direkter Migrationshintergrund","weiblich","","","",""
"evangelisch","1993","indirekter Migrationshintergrund","maennlich","","","",""
"evangelisch","1993","indirekter Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","1993","kein Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","1993","kein Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","1993","direkter Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","1993","direkter Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","1993","indirekter Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","1993","indirekter Migrationshintergrund","weiblich","","","",""
"konfessionslos","1993","kein Migrationshintergrund","maennlich","","","",""
"konfessionslos","1993","kein Migrationshintergrund","weiblich","","","",""
"konfessionslos","1993","direkter Migrationshintergrund","maennlich","","","",""
"konfessionslos","1993","direkter Migrationshintergrund","weiblich","","","",""
"konfessionslos","1993","indirekter Migrationshintergrund","maennlich","","","",""
"konfessionslos","1993","indirekter Migrationshintergrund","weiblich","","","",""
"andere","1993","kein Migrationshintergrund","maennlich","","","",""
"andere","1993","kein Migrationshintergrund","weiblich","","","",""
"andere","1993","direkter Migrationshintergrund","maennlich","","","",""
"andere","1993","direkter Migrationshintergrund","weiblich","","","",""
"andere","1993","indirekter Migrationshintergrund","maennlich","","","",""
"andere","1993","indirekter Migrationshintergrund","weiblich","","","",""
"katholisch","1994","kein Migrationshintergrund","maennlich","","","",""
"katholisch","1994","kein Migrationshintergrund","weiblich","","","",""
"katholisch","1994","direkter Migrationshintergrund","maennlich","","","",""
"katholisch","1994","direkter Migrationshintergrund","weiblich","","","",""
"katholisch","1994","indirekter Migrationshintergrund","maennlich","","","",""
"katholisch","1994","indirekter Migrationshintergrund","weiblich","","","",""
"evangelisch","1994","kein Migrationshintergrund","maennlich","","","",""
"evangelisch","1994","kein Migrationshintergrund","weiblich","","","",""
"evangelisch","1994","direkter Migrationshintergrund","maennlich","","","",""
"evangelisch","1994","direkter Migrationshintergrund","weiblich","","","",""
"evangelisch","1994","indirekter Migrationshintergrund","maennlich","","","",""
"evangelisch","1994","indirekter Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","1994","kein Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","1994","kein Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","1994","direkter Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","1994","direkter Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","1994","indirekter Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","1994","indirekter Migrationshintergrund","weiblich","","","",""
"konfessionslos","1994","kein Migrationshintergrund","maennlich","","","",""
"konfessionslos","1994","kein Migrationshintergrund","weiblich","","","",""
"konfessionslos","1994","direkter Migrationshintergrund","maennlich","","","",""
"konfessionslos","1994","direkter Migrationshintergrund","weiblich","","","",""
"konfessionslos","1994","indirekter Migrationshintergrund","maennlich","","","",""
"konfessionslos","1994","indirekter Migrationshintergrund","weiblich","","","",""
"andere","1994","kein Migrationshintergrund","maennlich","","","",""
"andere","1994","kein Migrationshintergrund","weiblich","","","",""
"andere","1994","direkter Migrationshintergrund","maennlich","","","",""
"andere","1994","direkter Migrationshintergrund","weiblich","","","",""
"andere","1994","indirekter Migrationshintergrund","maennlich","","","",""
"andere","1994","indirekter Migrationshintergrund","weiblich","","","",""
"katholisch","1995","kein Migrationshintergrund","maennlich","","","",""
"katholisch","1995","kein Migrationshintergrund","weiblich","","","",""
"katholisch","1995","direkter Migrationshintergrund","maennlich","","","",""
"katholisch","1995","direkter Migrationshintergrund","weiblich","","","",""
"katholisch","1995","indirekter Migrationshintergrund","maennlich","","","",""
"katholisch","1995","indirekter Migrationshintergrund","weiblich","","","",""
"evangelisch","1995","kein Migrationshintergrund","maennlich","","","",""
"evangelisch","1995","kein Migrationshintergrund","weiblich","","","",""
"evangelisch","1995","direkter Migrationshintergrund","maennlich","","","",""
"evangelisch","1995","direkter Migrationshintergrund","weiblich","","","",""
"evangelisch","1995","indirekter Migrationshintergrund","maennlich","","","",""
"evangelisch","1995","indirekter Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","1995","kein Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","1995","kein Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","1995","direkter Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","1995","direkter Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","1995","indirekter Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","1995","indirekter Migrationshintergrund","weiblich","","","",""
"konfessionslos","1995","kein Migrationshintergrund","maennlich","","","",""
"konfessionslos","1995","kein Migrationshintergrund","weiblich","","","",""
"konfessionslos","1995","direkter Migrationshintergrund","maennlich","","","",""
"konfessionslos","1995","direkter Migrationshintergrund","weiblich","","","",""
"konfessionslos","1995","indirekter Migrationshintergrund","maennlich","","","",""
"konfessionslos","1995","indirekter Migrationshintergrund","weiblich","","","",""
"andere","1995","kein Migrationshintergrund","maennlich","","","",""
"andere","1995","kein Migrationshintergrund","weiblich","","","",""
"andere","1995","direkter Migrationshintergrund","maennlich","","","",""
"andere","1995","direkter Migrationshintergrund","weiblich","","","",""
"andere","1995","indirekter Migrationshintergrund","maennlich","","","",""
"andere","1995","indirekter Migrationshintergrund","weiblich","","","",""
"katholisch","1996","kein Migrationshintergrund","maennlich","","","",""
"katholisch","1996","kein Migrationshintergrund","weiblich","","","",""
"katholisch","1996","direkter Migrationshintergrund","maennlich","","","",""
"katholisch","1996","direkter Migrationshintergrund","weiblich","","","",""
"katholisch","1996","indirekter Migrationshintergrund","maennlich","","","",""
"katholisch","1996","indirekter Migrationshintergrund","weiblich","","","",""
"evangelisch","1996","kein Migrationshintergrund","maennlich","","","",""
"evangelisch","1996","kein Migrationshintergrund","weiblich","","","",""
"evangelisch","1996","direkter Migrationshintergrund","maennlich","","","",""
"evangelisch","1996","direkter Migrationshintergrund","weiblich","","","",""
"evangelisch","1996","indirekter Migrationshintergrund","maennlich","","","",""
"evangelisch","1996","indirekter Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","1996","kein Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","1996","kein Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","1996","direkter Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","1996","direkter Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","1996","indirekter Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","1996","indirekter Migrationshintergrund","weiblich","","","",""
"konfessionslos","1996","kein Migrationshintergrund","maennlich","","","",""
"konfessionslos","1996","kein Migrationshintergrund","weiblich","","","",""
"konfessionslos","1996","direkter Migrationshintergrund","maennlich","","","",""
"konfessionslos","1996","direkter Migrationshintergrund","weiblich","","","",""
"konfessionslos","1996","indirekter Migrationshintergrund","maennlich","","","",""
"konfessionslos","1996","indirekter Migrationshintergrund","weiblich","","","",""
"andere","1996","kein Migrationshintergrund","maennlich","","","",""
"andere","1996","kein Migrationshintergrund","weiblich","","","",""
"andere","1996","direkter Migrationshintergrund","maennlich","","","",""
"andere","1996","direkter Migrationshintergrund","weiblich","","","",""
"andere","1996","indirekter Migrationshintergrund","maennlich","","","",""
"andere","1996","indirekter Migrationshintergrund","weiblich","","","",""
"katholisch","1997","kein Migrationshintergrund","maennlich","1238","0.310163030763101","0.296887953160387","0.323438108365816"
"katholisch","1997","kein Migrationshintergrund","weiblich","1405","0.319220111495464","0.306484509214167","0.331955713776762"
"katholisch","1997","direkter Migrationshintergrund","maennlich","484","0.413389621572527","0.385936387600054","0.440842855545001"
"katholisch","1997","direkter Migrationshintergrund","weiblich","464","0.422382288006761","0.394551307571446","0.450213268442076"
"katholisch","1997","indirekter Migrationshintergrund","maennlich","94","0.274043510757421","0.222619703559084","0.325467317955758"
"katholisch","1997","indirekter Migrationshintergrund","weiblich","110","0.427910432795582","0.370060430229336","0.485760435361828"
"evangelisch","1997","kein Migrationshintergrund","maennlich","1547","0.364289160850255","0.350478268090914","0.378100053609596"
"evangelisch","1997","kein Migrationshintergrund","weiblich","2004","0.426934809151038","0.413421746064996","0.440447872237081"
"evangelisch","1997","direkter Migrationshintergrund","maennlich","104","0.126953595115305","0.108393507512668","0.145513682717942"
"evangelisch","1997","direkter Migrationshintergrund","weiblich","151","0.188388530613438","0.166356388559135","0.210420672667741"
"evangelisch","1997","indirekter Migrationshintergrund","maennlich","","","",""
"evangelisch","1997","indirekter Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","1997","kein Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","1997","kein Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","1997","direkter Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","1997","direkter Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","1997","indirekter Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","1997","indirekter Migrationshintergrund","weiblich","","","",""
"konfessionslos","1997","kein Migrationshintergrund","maennlich","1827","0.313210015692155","0.29989938550989","0.32652064587442"
"konfessionslos","1997","kein Migrationshintergrund","weiblich","1666","0.237340065191823","0.225716964462569","0.248963165921077"
"konfessionslos","1997","direkter Migrationshintergrund","maennlich","153","0.188202766704888","0.166411842964129","0.209993690445647"
"konfessionslos","1997","direkter Migrationshintergrund","weiblich","134","0.13031504139396","0.111346512149109","0.149283570638811"
"konfessionslos","1997","indirekter Migrationshintergrund","maennlich","38","0.220233811958803","0.172456317877013","0.268011306040594"
"konfessionslos","1997","indirekter Migrationshintergrund","weiblich","","","",""
"andere","1997","kein Migrationshintergrund","maennlich","52","0.012337792694489","0.00916974455313083","0.0155058408358471"
"andere","1997","kein Migrationshintergrund","weiblich","72","0.0165050141616746","0.0130243266696898","0.0199857016536595"
"andere","1997","direkter Migrationshintergrund","maennlich","495","0.27145401660728","0.246661793254128","0.296246239960431"
"andere","1997","direkter Migrationshintergrund","weiblich","461","0.258914139985841","0.234232867094925","0.283595412876756"
"andere","1997","indirekter Migrationshintergrund","maennlich","132","0.329566977589329","0.275373288810097","0.38376066636856"
"andere","1997","indirekter Migrationshintergrund","weiblich","124","0.305209425363087","0.251367465393091","0.359051385333083"
"katholisch","1998","kein Migrationshintergrund","maennlich","","","",""
"katholisch","1998","kein Migrationshintergrund","weiblich","","","",""
"katholisch","1998","direkter Migrationshintergrund","maennlich","","","",""
"katholisch","1998","direkter Migrationshintergrund","weiblich","","","",""
"katholisch","1998","indirekter Migrationshintergrund","maennlich","","","",""
"katholisch","1998","indirekter Migrationshintergrund","weiblich","","","",""
"evangelisch","1998","kein Migrationshintergrund","maennlich","","","",""
"evangelisch","1998","kein Migrationshintergrund","weiblich","","","",""
"evangelisch","1998","direkter Migrationshintergrund","maennlich","","","",""
"evangelisch","1998","direkter Migrationshintergrund","weiblich","","","",""
"evangelisch","1998","indirekter Migrationshintergrund","maennlich","","","",""
"evangelisch","1998","indirekter Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","1998","kein Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","1998","kein Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","1998","direkter Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","1998","direkter Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","1998","indirekter Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","1998","indirekter Migrationshintergrund","weiblich","","","",""
"konfessionslos","1998","kein Migrationshintergrund","maennlich","","","",""
"konfessionslos","1998","kein Migrationshintergrund","weiblich","","","",""
"konfessionslos","1998","direkter Migrationshintergrund","maennlich","","","",""
"konfessionslos","1998","direkter Migrationshintergrund","weiblich","","","",""
"konfessionslos","1998","indirekter Migrationshintergrund","maennlich","","","",""
"konfessionslos","1998","indirekter Migrationshintergrund","weiblich","","","",""
"andere","1998","kein Migrationshintergrund","maennlich","","","",""
"andere","1998","kein Migrationshintergrund","weiblich","","","",""
"andere","1998","direkter Migrationshintergrund","maennlich","","","",""
"andere","1998","direkter Migrationshintergrund","weiblich","","","",""
"andere","1998","indirekter Migrationshintergrund","maennlich","","","",""
"andere","1998","indirekter Migrationshintergrund","weiblich","","","",""
"katholisch","1999","kein Migrationshintergrund","maennlich","","","",""
"katholisch","1999","kein Migrationshintergrund","weiblich","","","",""
"katholisch","1999","direkter Migrationshintergrund","maennlich","","","",""
"katholisch","1999","direkter Migrationshintergrund","weiblich","","","",""
"katholisch","1999","indirekter Migrationshintergrund","maennlich","","","",""
"katholisch","1999","indirekter Migrationshintergrund","weiblich","","","",""
"evangelisch","1999","kein Migrationshintergrund","maennlich","","","",""
"evangelisch","1999","kein Migrationshintergrund","weiblich","","","",""
"evangelisch","1999","direkter Migrationshintergrund","maennlich","","","",""
"evangelisch","1999","direkter Migrationshintergrund","weiblich","","","",""
"evangelisch","1999","indirekter Migrationshintergrund","maennlich","","","",""
"evangelisch","1999","indirekter Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","1999","kein Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","1999","kein Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","1999","direkter Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","1999","direkter Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","1999","indirekter Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","1999","indirekter Migrationshintergrund","weiblich","","","",""
"konfessionslos","1999","kein Migrationshintergrund","maennlich","","","",""
"konfessionslos","1999","kein Migrationshintergrund","weiblich","","","",""
"konfessionslos","1999","direkter Migrationshintergrund","maennlich","","","",""
"konfessionslos","1999","direkter Migrationshintergrund","weiblich","","","",""
"konfessionslos","1999","indirekter Migrationshintergrund","maennlich","","","",""
"konfessionslos","1999","indirekter Migrationshintergrund","weiblich","","","",""
"andere","1999","kein Migrationshintergrund","maennlich","","","",""
"andere","1999","kein Migrationshintergrund","weiblich","","","",""
"andere","1999","direkter Migrationshintergrund","maennlich","","","",""
"andere","1999","direkter Migrationshintergrund","weiblich","","","",""
"andere","1999","indirekter Migrationshintergrund","maennlich","","","",""
"andere","1999","indirekter Migrationshintergrund","weiblich","","","",""
"katholisch","2000","kein Migrationshintergrund","maennlich","","","",""
"katholisch","2000","kein Migrationshintergrund","weiblich","","","",""
"katholisch","2000","direkter Migrationshintergrund","maennlich","","","",""
"katholisch","2000","direkter Migrationshintergrund","weiblich","","","",""
"katholisch","2000","indirekter Migrationshintergrund","maennlich","","","",""
"katholisch","2000","indirekter Migrationshintergrund","weiblich","","","",""
"evangelisch","2000","kein Migrationshintergrund","maennlich","","","",""
"evangelisch","2000","kein Migrationshintergrund","weiblich","","","",""
"evangelisch","2000","direkter Migrationshintergrund","maennlich","","","",""
"evangelisch","2000","direkter Migrationshintergrund","weiblich","","","",""
"evangelisch","2000","indirekter Migrationshintergrund","maennlich","","","",""
"evangelisch","2000","indirekter Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","2000","kein Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","2000","kein Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","2000","direkter Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","2000","direkter Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","2000","indirekter Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","2000","indirekter Migrationshintergrund","weiblich","","","",""
"konfessionslos","2000","kein Migrationshintergrund","maennlich","","","",""
"konfessionslos","2000","kein Migrationshintergrund","weiblich","","","",""
"konfessionslos","2000","direkter Migrationshintergrund","maennlich","","","",""
"konfessionslos","2000","direkter Migrationshintergrund","weiblich","","","",""
"konfessionslos","2000","indirekter Migrationshintergrund","maennlich","","","",""
"konfessionslos","2000","indirekter Migrationshintergrund","weiblich","","","",""
"andere","2000","kein Migrationshintergrund","maennlich","","","",""
"andere","2000","kein Migrationshintergrund","weiblich","","","",""
"andere","2000","direkter Migrationshintergrund","maennlich","","","",""
"andere","2000","direkter Migrationshintergrund","weiblich","","","",""
"andere","2000","indirekter Migrationshintergrund","maennlich","","","",""
"andere","2000","indirekter Migrationshintergrund","weiblich","","","",""
"katholisch","2001","kein Migrationshintergrund","maennlich","","","",""
"katholisch","2001","kein Migrationshintergrund","weiblich","","","",""
"katholisch","2001","direkter Migrationshintergrund","maennlich","","","",""
"katholisch","2001","direkter Migrationshintergrund","weiblich","","","",""
"katholisch","2001","indirekter Migrationshintergrund","maennlich","","","",""
"katholisch","2001","indirekter Migrationshintergrund","weiblich","","","",""
"evangelisch","2001","kein Migrationshintergrund","maennlich","","","",""
"evangelisch","2001","kein Migrationshintergrund","weiblich","","","",""
"evangelisch","2001","direkter Migrationshintergrund","maennlich","","","",""
"evangelisch","2001","direkter Migrationshintergrund","weiblich","","","",""
"evangelisch","2001","indirekter Migrationshintergrund","maennlich","","","",""
"evangelisch","2001","indirekter Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","2001","kein Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","2001","kein Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","2001","direkter Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","2001","direkter Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","2001","indirekter Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","2001","indirekter Migrationshintergrund","weiblich","","","",""
"konfessionslos","2001","kein Migrationshintergrund","maennlich","","","",""
"konfessionslos","2001","kein Migrationshintergrund","weiblich","","","",""
"konfessionslos","2001","direkter Migrationshintergrund","maennlich","","","",""
"konfessionslos","2001","direkter Migrationshintergrund","weiblich","","","",""
"konfessionslos","2001","indirekter Migrationshintergrund","maennlich","","","",""
"konfessionslos","2001","indirekter Migrationshintergrund","weiblich","","","",""
"andere","2001","kein Migrationshintergrund","maennlich","","","",""
"andere","2001","kein Migrationshintergrund","weiblich","","","",""
"andere","2001","direkter Migrationshintergrund","maennlich","","","",""
"andere","2001","direkter Migrationshintergrund","weiblich","","","",""
"andere","2001","indirekter Migrationshintergrund","maennlich","","","",""
"andere","2001","indirekter Migrationshintergrund","weiblich","","","",""
"katholisch","2002","kein Migrationshintergrund","maennlich","","","",""
"katholisch","2002","kein Migrationshintergrund","weiblich","","","",""
"katholisch","2002","direkter Migrationshintergrund","maennlich","","","",""
"katholisch","2002","direkter Migrationshintergrund","weiblich","","","",""
"katholisch","2002","indirekter Migrationshintergrund","maennlich","","","",""
"katholisch","2002","indirekter Migrationshintergrund","weiblich","","","",""
"evangelisch","2002","kein Migrationshintergrund","maennlich","","","",""
"evangelisch","2002","kein Migrationshintergrund","weiblich","","","",""
"evangelisch","2002","direkter Migrationshintergrund","maennlich","","","",""
"evangelisch","2002","direkter Migrationshintergrund","weiblich","","","",""
"evangelisch","2002","indirekter Migrationshintergrund","maennlich","","","",""
"evangelisch","2002","indirekter Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","2002","kein Migrationshintergrund","maennlich","","","",""
