"religion","year","migback","n","percent","lower_confidence","upper_confidence"
"katholisch","1994","kein Migrationshintergrund","","","",""
"katholisch","1994","direkter Migrationshintergrund","","","",""
"katholisch","1994","indirekter Migrationshintergrund","","","",""
"evangelisch","1994","kein Migrationshintergrund","","","",""
"evangelisch","1994","direkter Migrationshintergrund","","","",""
"evangelisch","1994","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1994","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1994","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1994","indirekter Migrationshintergrund","","","",""
"konfessionslos","1994","kein Migrationshintergrund","","","",""
"konfessionslos","1994","direkter Migrationshintergrund","","","",""
"konfessionslos","1994","indirekter Migrationshintergrund","","","",""
"andere","1994","kein Migrationshintergrund","","","",""
"andere","1994","direkter Migrationshintergrund","","","",""
"andere","1994","indirekter Migrationshintergrund","","","",""
"katholisch","1995","kein Migrationshintergrund","","","",""
"katholisch","1995","direkter Migrationshintergrund","","","",""
"katholisch","1995","indirekter Migrationshintergrund","","","",""
"evangelisch","1995","kein Migrationshintergrund","","","",""
"evangelisch","1995","direkter Migrationshintergrund","","","",""
"evangelisch","1995","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1995","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1995","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1995","indirekter Migrationshintergrund","","","",""
"konfessionslos","1995","kein Migrationshintergrund","","","",""
"konfessionslos","1995","direkter Migrationshintergrund","","","",""
"konfessionslos","1995","indirekter Migrationshintergrund","","","",""
"andere","1995","kein Migrationshintergrund","","","",""
"andere","1995","direkter Migrationshintergrund","","","",""
"andere","1995","indirekter Migrationshintergrund","","","",""
"katholisch","1996","kein Migrationshintergrund","","","",""
"katholisch","1996","direkter Migrationshintergrund","","","",""
"katholisch","1996","indirekter Migrationshintergrund","","","",""
"evangelisch","1996","kein Migrationshintergrund","","","",""
"evangelisch","1996","direkter Migrationshintergrund","","","",""
"evangelisch","1996","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1996","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1996","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1996","indirekter Migrationshintergrund","","","",""
"konfessionslos","1996","kein Migrationshintergrund","","","",""
"konfessionslos","1996","direkter Migrationshintergrund","","","",""
"konfessionslos","1996","indirekter Migrationshintergrund","","","",""
"andere","1996","kein Migrationshintergrund","","","",""
"andere","1996","direkter Migrationshintergrund","","","",""
"andere","1996","indirekter Migrationshintergrund","","","",""
"katholisch","1997","kein Migrationshintergrund","2643","0.314919442378844","0.305728458352256","0.324110426405433"
"katholisch","1997","direkter Migrationshintergrund","948","0.417881600518306","0.398335858932046","0.437427342104566"
"katholisch","1997","indirekter Migrationshintergrund","204","0.350854861834724","0.311676586226896","0.390033137442551"
"evangelisch","1997","kein Migrationshintergrund","3551","0.397188115608258","0.387505772270447","0.406870458946069"
"evangelisch","1997","direkter Migrationshintergrund","255","0.157641315916596","0.143200111378804","0.172082520454387"
"evangelisch","1997","indirekter Migrationshintergrund","51","0.184246592930465","0.152420022369693","0.216073163491238"
"islamische Religionsgemeinschaft","1997","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1997","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1997","indirekter Migrationshintergrund","","","",""
"konfessionslos","1997","kein Migrationshintergrund","3493","0.27336619354799","0.264547146577968","0.282185240518011"
"konfessionslos","1997","direkter Migrationshintergrund","287","0.159286933429251","0.144784735137211","0.17378913172129"
"konfessionslos","1997","indirekter Migrationshintergrund","59","0.147491013422721","0.118380965131343","0.176601061714098"
"andere","1997","kein Migrationshintergrund","124","0.0145262484649085","0.0121587444841828","0.0168937524456342"
"andere","1997","direkter Migrationshintergrund","956","0.265190150135848","0.247696274134068","0.282684026137628"
"andere","1997","indirekter Migrationshintergrund","256","0.31740753181209","0.279195509458683","0.355619554165497"
"katholisch","1998","kein Migrationshintergrund","","","",""
"katholisch","1998","direkter Migrationshintergrund","","","",""
"katholisch","1998","indirekter Migrationshintergrund","","","",""
"evangelisch","1998","kein Migrationshintergrund","","","",""
"evangelisch","1998","direkter Migrationshintergrund","","","",""
"evangelisch","1998","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1998","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1998","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1998","indirekter Migrationshintergrund","","","",""
"konfessionslos","1998","kein Migrationshintergrund","","","",""
"konfessionslos","1998","direkter Migrationshintergrund","","","",""
"konfessionslos","1998","indirekter Migrationshintergrund","","","",""
"andere","1998","kein Migrationshintergrund","","","",""
"andere","1998","direkter Migrationshintergrund","","","",""
"andere","1998","indirekter Migrationshintergrund","","","",""
"katholisch","1999","kein Migrationshintergrund","","","",""
"katholisch","1999","direkter Migrationshintergrund","","","",""
"katholisch","1999","indirekter Migrationshintergrund","","","",""
"evangelisch","1999","kein Migrationshintergrund","","","",""
"evangelisch","1999","direkter Migrationshintergrund","","","",""
"evangelisch","1999","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1999","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1999","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1999","indirekter Migrationshintergrund","","","",""
"konfessionslos","1999","kein Migrationshintergrund","","","",""
"konfessionslos","1999","direkter Migrationshintergrund","","","",""
"konfessionslos","1999","indirekter Migrationshintergrund","","","",""
"andere","1999","kein Migrationshintergrund","","","",""
"andere","1999","direkter Migrationshintergrund","","","",""
"andere","1999","indirekter Migrationshintergrund","","","",""
"katholisch","2000","kein Migrationshintergrund","","","",""
"katholisch","2000","direkter Migrationshintergrund","","","",""
"katholisch","2000","indirekter Migrationshintergrund","","","",""
"evangelisch","2000","kein Migrationshintergrund","","","",""
"evangelisch","2000","direkter Migrationshintergrund","","","",""
"evangelisch","2000","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2000","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2000","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2000","indirekter Migrationshintergrund","","","",""
"konfessionslos","2000","kein Migrationshintergrund","","","",""
"konfessionslos","2000","direkter Migrationshintergrund","","","",""
"konfessionslos","2000","indirekter Migrationshintergrund","","","",""
"andere","2000","kein Migrationshintergrund","","","",""
"andere","2000","direkter Migrationshintergrund","","","",""
"andere","2000","indirekter Migrationshintergrund","","","",""
"katholisch","2001","kein Migrationshintergrund","","","",""
"katholisch","2001","direkter Migrationshintergrund","","","",""
"katholisch","2001","indirekter Migrationshintergrund","","","",""
"evangelisch","2001","kein Migrationshintergrund","","","",""
"evangelisch","2001","direkter Migrationshintergrund","","","",""
"evangelisch","2001","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2001","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2001","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2001","indirekter Migrationshintergrund","","","",""
"konfessionslos","2001","kein Migrationshintergrund","","","",""
"konfessionslos","2001","direkter Migrationshintergrund","","","",""
"konfessionslos","2001","indirekter Migrationshintergrund","","","",""
"andere","2001","kein Migrationshintergrund","","","",""
"andere","2001","direkter Migrationshintergrund","","","",""
"andere","2001","indirekter Migrationshintergrund","","","",""
"katholisch","2002","kein Migrationshintergrund","","","",""
"katholisch","2002","direkter Migrationshintergrund","","","",""
"katholisch","2002","indirekter Migrationshintergrund","","","",""
"evangelisch","2002","kein Migrationshintergrund","","","",""
"evangelisch","2002","direkter Migrationshintergrund","","","",""
"evangelisch","2002","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2002","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2002","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2002","indirekter Migrationshintergrund","","","",""
"konfessionslos","2002","kein Migrationshintergrund","","","",""
"konfessionslos","2002","direkter Migrationshintergrund","","","",""
"konfessionslos","2002","indirekter Migrationshintergrund","","","",""
"andere","2002","kein Migrationshintergrund","","","",""
"andere","2002","direkter Migrationshintergrund","","","",""
"andere","2002","indirekter Migrationshintergrund","","","",""
"katholisch","2003","kein Migrationshintergrund","5404","0.309491910819913","0.302874628632543","0.316109193007282"
"katholisch","2003","direkter Migrationshintergrund","933","0.34958123038165","0.331340004418613","0.367822456344686"
"katholisch","2003","indirekter Migrationshintergrund","283","0.350472150578093","0.317031835585376","0.38391246557081"
"evangelisch","2003","kein Migrationshintergrund","6875","0.382484421589561","0.375527750774149","0.389441092404973"
"evangelisch","2003","direkter Migrationshintergrund","424","0.188819777694712","0.173848259072077","0.203791296317347"
"evangelisch","2003","indirekter Migrationshintergrund","125","0.231014863367686","0.201473968379221","0.26055575835615"
"islamische Religionsgemeinschaft","2003","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2003","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2003","indirekter Migrationshintergrund","","","",""
"konfessionslos","2003","kein Migrationshintergrund","6254","0.296414152899734","0.28987715065538","0.302951155144088"
"konfessionslos","2003","direkter Migrationshintergrund","365","0.156914243586745","0.143000291707843","0.170828195465648"
"konfessionslos","2003","indirekter Migrationshintergrund","113","0.143950840852062","0.119347098526387","0.168554583177737"
"andere","2003","kein Migrationshintergrund","215","0.0116095146907924","0.0100761624601104","0.0131428669214744"
"andere","2003","direkter Migrationshintergrund","903","0.304684748336893","0.28707716824315","0.322292328430636"
"andere","2003","indirekter Migrationshintergrund","261","0.274562145202159","0.243282259944908","0.30584203045941"
"katholisch","2004","kein Migrationshintergrund","","","",""
"katholisch","2004","direkter Migrationshintergrund","","","",""
"katholisch","2004","indirekter Migrationshintergrund","","","",""
"evangelisch","2004","kein Migrationshintergrund","","","",""
"evangelisch","2004","direkter Migrationshintergrund","","","",""
"evangelisch","2004","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2004","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2004","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2004","indirekter Migrationshintergrund","","","",""
"konfessionslos","2004","kein Migrationshintergrund","","","",""
"konfessionslos","2004","direkter Migrationshintergrund","","","",""
"konfessionslos","2004","indirekter Migrationshintergrund","","","",""
"andere","2004","kein Migrationshintergrund","","","",""
"andere","2004","direkter Migrationshintergrund","","","",""
"andere","2004","indirekter Migrationshintergrund","","","",""
"katholisch","2005","kein Migrationshintergrund","","","",""
"katholisch","2005","direkter Migrationshintergrund","","","",""
"katholisch","2005","indirekter Migrationshintergrund","","","",""
"evangelisch","2005","kein Migrationshintergrund","","","",""
"evangelisch","2005","direkter Migrationshintergrund","","","",""
"evangelisch","2005","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2005","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2005","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2005","indirekter Migrationshintergrund","","","",""
"konfessionslos","2005","kein Migrationshintergrund","","","",""
"konfessionslos","2005","direkter Migrationshintergrund","","","",""
"konfessionslos","2005","indirekter Migrationshintergrund","","","",""
"andere","2005","kein Migrationshintergrund","","","",""
"andere","2005","direkter Migrationshintergrund","","","",""
"andere","2005","indirekter Migrationshintergrund","","","",""
"katholisch","2006","kein Migrationshintergrund","","","",""
"katholisch","2006","direkter Migrationshintergrund","","","",""
"katholisch","2006","indirekter Migrationshintergrund","","","",""
"evangelisch","2006","kein Migrationshintergrund","","","",""
"evangelisch","2006","direkter Migrationshintergrund","","","",""
"evangelisch","2006","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2006","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2006","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2006","indirekter Migrationshintergrund","","","",""
"konfessionslos","2006","kein Migrationshintergrund","","","",""
"konfessionslos","2006","direkter Migrationshintergrund","","","",""
"konfessionslos","2006","indirekter Migrationshintergrund","","","",""
"andere","2006","kein Migrationshintergrund","","","",""
"andere","2006","direkter Migrationshintergrund","","","",""
"andere","2006","indirekter Migrationshintergrund","","","",""
"katholisch","2007","kein Migrationshintergrund","4992","0.297335144312788","0.290594127823498","0.304076160802077"
"katholisch","2007","direkter Migrationshintergrund","714","0.335120008763395","0.315064481213437","0.355175536313353"
"katholisch","2007","indirekter Migrationshintergrund","273","0.350416184920784","0.31704105700052","0.383791312841048"
"evangelisch","2007","kein Migrationshintergrund","6584","0.381063356457386","0.373901100410452","0.388225612504321"
"evangelisch","2007","direkter Migrationshintergrund","417","0.187742124288769","0.17115045401157","0.204333794565969"
"evangelisch","2007","indirekter Migrationshintergrund","141","0.208084616966129","0.179687605292946","0.236481628639311"
"islamische Religionsgemeinschaft","2007","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2007","direkter Migrationshintergrund","459","0.212004754457852","0.194638871162957","0.229370637752747"
"islamische Religionsgemeinschaft","2007","indirekter Migrationshintergrund","160","0.194080244496871","0.166414024321943","0.221746464671798"
"konfessionslos","2007","kein Migrationshintergrund","5884","0.309349809289067","0.302532984287208","0.316166634290927"
"konfessionslos","2007","direkter Migrationshintergrund","271","0.140604243248022","0.125835005031751","0.155373481464292"
"konfessionslos","2007","indirekter Migrationshintergrund","118","0.153058090052453","0.1278715669261","0.178244613178807"
"andere","2007","kein Migrationshintergrund","195","0.0118115034476763","0.0102181921399874","0.0134048147553651"
"andere","2007","direkter Migrationshintergrund","267","0.124528869241962","0.110500143780952","0.138557594702972"
"andere","2007","indirekter Migrationshintergrund","93","0.0943608635637631","0.0739111698844823","0.114810557243044"
"katholisch","2008","kein Migrationshintergrund","","","",""
"katholisch","2008","direkter Migrationshintergrund","","","",""
"katholisch","2008","indirekter Migrationshintergrund","","","",""
"evangelisch","2008","kein Migrationshintergrund","","","",""
"evangelisch","2008","direkter Migrationshintergrund","","","",""
"evangelisch","2008","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2008","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2008","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2008","indirekter Migrationshintergrund","","","",""
"konfessionslos","2008","kein Migrationshintergrund","","","",""
"konfessionslos","2008","direkter Migrationshintergrund","","","",""
"konfessionslos","2008","indirekter Migrationshintergrund","","","",""
"andere","2008","kein Migrationshintergrund","","","",""
"andere","2008","direkter Migrationshintergrund","","","",""
"andere","2008","indirekter Migrationshintergrund","","","",""
"katholisch","2009","kein Migrationshintergrund","","","",""
"katholisch","2009","direkter Migrationshintergrund","","","",""
"katholisch","2009","indirekter Migrationshintergrund","","","",""
"evangelisch","2009","kein Migrationshintergrund","","","",""
"evangelisch","2009","direkter Migrationshintergrund","","","",""
"evangelisch","2009","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2009","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2009","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2009","indirekter Migrationshintergrund","","","",""
"konfessionslos","2009","kein Migrationshintergrund","","","",""
"konfessionslos","2009","direkter Migrationshintergrund","","","",""
"konfessionslos","2009","indirekter Migrationshintergrund","","","",""
"andere","2009","kein Migrationshintergrund","","","",""
"andere","2009","direkter Migrationshintergrund","","","",""
"andere","2009","indirekter Migrationshintergrund","","","",""
"katholisch","2010","kein Migrationshintergrund","","","",""
"katholisch","2010","direkter Migrationshintergrund","","","",""
"katholisch","2010","indirekter Migrationshintergrund","","","",""
"evangelisch","2010","kein Migrationshintergrund","","","",""
"evangelisch","2010","direkter Migrationshintergrund","","","",""
"evangelisch","2010","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2010","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2010","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2010","indirekter Migrationshintergrund","","","",""
"konfessionslos","2010","kein Migrationshintergrund","","","",""
"konfessionslos","2010","direkter Migrationshintergrund","","","",""
"konfessionslos","2010","indirekter Migrationshintergrund","","","",""
"andere","2010","kein Migrationshintergrund","","","",""
"andere","2010","direkter Migrationshintergrund","","","",""
"andere","2010","indirekter Migrationshintergrund","","","",""
"katholisch","2011","kein Migrationshintergrund","5384","0.283979785292326","0.277602165903027","0.290357404681624"
"katholisch","2011","direkter Migrationshintergrund","714","0.357959045253931","0.337580907326081","0.378337183181781"
"katholisch","2011","indirekter Migrationshintergrund","314","0.3991133700009","0.366497155564906","0.431729584436893"
"evangelisch","2011","kein Migrationshintergrund","6974","0.368950249917574","0.362125795358533","0.375774704476615"
"evangelisch","2011","direkter Migrationshintergrund","476","0.206297224828441","0.189096683969396","0.223497765687486"
"evangelisch","2011","indirekter Migrationshintergrund","147","0.185989162162719","0.160074350458927","0.211903973866511"
"islamische Religionsgemeinschaft","2011","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2011","direkter Migrationshintergrund","342","0.143559914742536","0.128654929519089","0.158464899965983"
"islamische Religionsgemeinschaft","2011","indirekter Migrationshintergrund","153","0.147780659228021","0.124144677920651","0.17141664053539"
"konfessionslos","2011","kein Migrationshintergrund","6582","0.334179965813504","0.327508505961208","0.340851425665799"
"konfessionslos","2011","direkter Migrationshintergrund","362","0.177873060748839","0.161617910440308","0.19412821105737"
"konfessionslos","2011","indirekter Migrationshintergrund","171","0.189841770992673","0.163721964380576","0.215961577604771"
"andere","2011","kein Migrationshintergrund","254","0.0122607888071073","0.0107043480470052","0.0138172295672093"
"andere","2011","direkter Migrationshintergrund","232","0.114310754426252","0.100785336540537","0.127836172311967"
"andere","2011","indirekter Migrationshintergrund","81","0.0772750376156867","0.0594904052371028","0.0950596699942707"
"katholisch","2012","kein Migrationshintergrund","","","",""
"katholisch","2012","direkter Migrationshintergrund","","","",""
"katholisch","2012","indirekter Migrationshintergrund","","","",""
"evangelisch","2012","kein Migrationshintergrund","","","",""
"evangelisch","2012","direkter Migrationshintergrund","","","",""
"evangelisch","2012","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2012","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2012","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2012","indirekter Migrationshintergrund","","","",""
"konfessionslos","2012","kein Migrationshintergrund","","","",""
"konfessionslos","2012","direkter Migrationshintergrund","","","",""
"konfessionslos","2012","indirekter Migrationshintergrund","","","",""
"andere","2012","kein Migrationshintergrund","","","",""
"andere","2012","direkter Migrationshintergrund","","","",""
"andere","2012","indirekter Migrationshintergrund","","","",""
"katholisch","2013","kein Migrationshintergrund","93","0.290733919438158","0.241134955784014","0.340332883092302"
"katholisch","2013","direkter Migrationshintergrund","829","0.22166736857047","0.208267221324893","0.235067515816047"
"katholisch","2013","indirekter Migrationshintergrund","208","0.194805236302239","0.169337460490451","0.220273012114027"
"evangelisch","2013","kein Migrationshintergrund","84","0.260808085105516","0.212850281546887","0.308765888664146"
"evangelisch","2013","direkter Migrationshintergrund","525","0.135341240234484","0.124305193848649","0.146377286620319"
"evangelisch","2013","indirekter Migrationshintergrund","53","0.0722842157973969","0.0556320991747553","0.0889363324200384"
"islamische Religionsgemeinschaft","2013","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2013","direkter Migrationshintergrund","734","0.239051798994967","0.22529239494956","0.252811203040374"
"islamische Religionsgemeinschaft","2013","indirekter Migrationshintergrund","336","0.42188435303356","0.390126999395865","0.453641706671254"
"konfessionslos","2013","kein Migrationshintergrund","129","0.379044906289836","0.326054703128617","0.432035109451055"
"konfessionslos","2013","direkter Migrationshintergrund","872","0.247612445055175","0.233687832999406","0.261537057110944"
"konfessionslos","2013","indirekter Migrationshintergrund","204","0.232523215562544","0.205358446470917","0.259687984654172"
"andere","2013","kein Migrationshintergrund","","","",""
"andere","2013","direkter Migrationshintergrund","731","0.156327147144904","0.144611121676849","0.16804317261296"
"andere","2013","indirekter Migrationshintergrund","128","0.07850297930426","0.0612075928165647","0.0957983657919552"
"katholisch","2014","kein Migrationshintergrund","","","",""
"katholisch","2014","direkter Migrationshintergrund","","","",""
"katholisch","2014","indirekter Migrationshintergrund","","","",""
"evangelisch","2014","kein Migrationshintergrund","","","",""
"evangelisch","2014","direkter Migrationshintergrund","","","",""
"evangelisch","2014","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2014","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2014","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2014","indirekter Migrationshintergrund","","","",""
"konfessionslos","2014","kein Migrationshintergrund","","","",""
"konfessionslos","2014","direkter Migrationshintergrund","","","",""
"konfessionslos","2014","indirekter Migrationshintergrund","","","",""
"andere","2014","kein Migrationshintergrund","","","",""
"andere","2014","direkter Migrationshintergrund","","","",""
"andere","2014","indirekter Migrationshintergrund","","","",""
"katholisch","2015","kein Migrationshintergrund","5424","0.286521275967632","0.280129056912926","0.292913495022339"
"katholisch","2015","direkter Migrationshintergrund","1587","0.308237278340804","0.296455619530403","0.320018937151204"
"katholisch","2015","indirekter Migrationshintergrund","468","0.287410876839123","0.265757616019273","0.309064137658974"
"evangelisch","2015","kein Migrationshintergrund","6657","0.349735373980626","0.342993237449743","0.356477510511509"
"evangelisch","2015","direkter Migrationshintergrund","838","0.156283526270427","0.147018638795786","0.165548413745069"
"evangelisch","2015","indirekter Migrationshintergrund","262","0.183893716987066","0.165358020091632","0.2024294138825"
"islamische Religionsgemeinschaft","2015","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2015","direkter Migrationshintergrund","1036","0.183618335726632","0.173739860203995","0.19349681124927"
"islamische Religionsgemeinschaft","2015","indirekter Migrationshintergrund","382","0.221670023858502","0.201795923651069","0.241544124065935"
"konfessionslos","2015","kein Migrationshintergrund","6835","0.348194150508396","0.34145891850853","0.354929382508261"
"konfessionslos","2015","direkter Migrationshintergrund","1364","0.230082542669592","0.219343904699821","0.240821180639363"
"konfessionslos","2015","indirekter Migrationshintergrund","379","0.242578046233414","0.22206893671765","0.263087155749178"
"andere","2015","kein Migrationshintergrund","285","0.0145597595911739","0.012866299579293","0.0162532196030548"
"andere","2015","direkter Migrationshintergrund","1076","0.121778316992545","0.113434354459728","0.130122279525362"
"andere","2015","indirekter Migrationshintergrund","187","0.0644473360818952","0.0526986657425479","0.0761960064212426"
"katholisch","2016","kein Migrationshintergrund","","","",""
"katholisch","2016","direkter Migrationshintergrund","165","0.108149052161151","0.0990242053247706","0.117273898997532"
"katholisch","2016","indirekter Migrationshintergrund","","","",""
"evangelisch","2016","kein Migrationshintergrund","","","",""
"evangelisch","2016","direkter Migrationshintergrund","119","0.0439827587716442","0.0379579650627926","0.0500075524804958"
"evangelisch","2016","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2016","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2016","direkter Migrationshintergrund","3100","0.559834437532625","0.545249454734862","0.574419420330388"
"islamische Religionsgemeinschaft","2016","indirekter Migrationshintergrund","","","",""
"konfessionslos","2016","kein Migrationshintergrund","","","",""
