"religion","year","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"konfessionslos","1991","(Fach-)Abitur","87","0.725363876438245","0.646163915435582","0.804563837440908"
"konfessionslos","1991","AkademikerInnen","689","0.720213255389445","0.691787667252722","0.748638843526167"
"andere","1991","(noch) kein Abschluss","","","",""
"andere","1991","Hauptschulabschluss","","","",""
"andere","1991","Realschulabschluss","","","",""
"andere","1991","(Fach-)Abitur","","","",""
"andere","1991","AkademikerInnen","","","",""
"katholisch","1992","(noch) kein Abschluss","","","",""
"katholisch","1992","Hauptschulabschluss","","","",""
"katholisch","1992","Realschulabschluss","","","",""
"katholisch","1992","(Fach-)Abitur","","","",""
"katholisch","1992","AkademikerInnen","","","",""
"evangelisch","1992","(noch) kein Abschluss","","","",""
"evangelisch","1992","Hauptschulabschluss","","","",""
"evangelisch","1992","Realschulabschluss","","","",""
"evangelisch","1992","(Fach-)Abitur","","","",""
"evangelisch","1992","AkademikerInnen","","","",""
"islamische Religionsgemeinschaft","1992","(noch) kein Abschluss","","","",""
"islamische Religionsgemeinschaft","1992","Hauptschulabschluss","","","",""
"islamische Religionsgemeinschaft","1992","Realschulabschluss","","","",""
"islamische Religionsgemeinschaft","1992","(Fach-)Abitur","","","",""
"islamische Religionsgemeinschaft","1992","AkademikerInnen","","","",""
"konfessionslos","1992","(noch) kein Abschluss","","","",""
"konfessionslos","1992","Hauptschulabschluss","","","",""
"konfessionslos","1992","Realschulabschluss","","","",""
"konfessionslos","1992","(Fach-)Abitur","","","",""
"konfessionslos","1992","AkademikerInnen","","","",""
"andere","1992","(noch) kein Abschluss","","","",""
"andere","1992","Hauptschulabschluss","","","",""
"andere","1992","Realschulabschluss","","","",""
"andere","1992","(Fach-)Abitur","","","",""
"andere","1992","AkademikerInnen","","","",""
"katholisch","1993","(noch) kein Abschluss","","","",""
"katholisch","1993","Hauptschulabschluss","","","",""
"katholisch","1993","Realschulabschluss","","","",""
"katholisch","1993","(Fach-)Abitur","","","",""
"katholisch","1993","AkademikerInnen","","","",""
"evangelisch","1993","(noch) kein Abschluss","","","",""
"evangelisch","1993","Hauptschulabschluss","","","",""
"evangelisch","1993","Realschulabschluss","","","",""
"evangelisch","1993","(Fach-)Abitur","","","",""
"evangelisch","1993","AkademikerInnen","","","",""
"islamische Religionsgemeinschaft","1993","(noch) kein Abschluss","","","",""
"islamische Religionsgemeinschaft","1993","Hauptschulabschluss","","","",""
"islamische Religionsgemeinschaft","1993","Realschulabschluss","","","",""
"islamische Religionsgemeinschaft","1993","(Fach-)Abitur","","","",""
"islamische Religionsgemeinschaft","1993","AkademikerInnen","","","",""
"konfessionslos","1993","(noch) kein Abschluss","","","",""
"konfessionslos","1993","Hauptschulabschluss","","","",""
"konfessionslos","1993","Realschulabschluss","","","",""
"konfessionslos","1993","(Fach-)Abitur","","","",""
"konfessionslos","1993","AkademikerInnen","","","",""
"andere","1993","(noch) kein Abschluss","","","",""
"andere","1993","Hauptschulabschluss","","","",""
"andere","1993","Realschulabschluss","","","",""
"andere","1993","(Fach-)Abitur","","","",""
"andere","1993","AkademikerInnen","","","",""
"katholisch","1994","(noch) kein Abschluss","","","",""
"katholisch","1994","Hauptschulabschluss","","","",""
"katholisch","1994","Realschulabschluss","","","",""
"katholisch","1994","(Fach-)Abitur","","","",""
"katholisch","1994","AkademikerInnen","","","",""
"evangelisch","1994","(noch) kein Abschluss","","","",""
"evangelisch","1994","Hauptschulabschluss","","","",""
"evangelisch","1994","Realschulabschluss","","","",""
"evangelisch","1994","(Fach-)Abitur","","","",""
"evangelisch","1994","AkademikerInnen","","","",""
"islamische Religionsgemeinschaft","1994","(noch) kein Abschluss","","","",""
"islamische Religionsgemeinschaft","1994","Hauptschulabschluss","","","",""
"islamische Religionsgemeinschaft","1994","Realschulabschluss","","","",""
"islamische Religionsgemeinschaft","1994","(Fach-)Abitur","","","",""
"islamische Religionsgemeinschaft","1994","AkademikerInnen","","","",""
"konfessionslos","1994","(noch) kein Abschluss","","","",""
"konfessionslos","1994","Hauptschulabschluss","","","",""
"konfessionslos","1994","Realschulabschluss","","","",""
"konfessionslos","1994","(Fach-)Abitur","","","",""
"konfessionslos","1994","AkademikerInnen","","","",""
"andere","1994","(noch) kein Abschluss","","","",""
"andere","1994","Hauptschulabschluss","","","",""
"andere","1994","Realschulabschluss","","","",""
"andere","1994","(Fach-)Abitur","","","",""
"andere","1994","AkademikerInnen","","","",""
"katholisch","1995","(noch) kein Abschluss","","","",""
"katholisch","1995","Hauptschulabschluss","","","",""
"katholisch","1995","Realschulabschluss","","","",""
"katholisch","1995","(Fach-)Abitur","","","",""
"katholisch","1995","AkademikerInnen","","","",""
"evangelisch","1995","(noch) kein Abschluss","","","",""
"evangelisch","1995","Hauptschulabschluss","","","",""
"evangelisch","1995","Realschulabschluss","","","",""
"evangelisch","1995","(Fach-)Abitur","","","",""
"evangelisch","1995","AkademikerInnen","","","",""
"islamische Religionsgemeinschaft","1995","(noch) kein Abschluss","","","",""
"islamische Religionsgemeinschaft","1995","Hauptschulabschluss","","","",""
"islamische Religionsgemeinschaft","1995","Realschulabschluss","","","",""
"islamische Religionsgemeinschaft","1995","(Fach-)Abitur","","","",""
"islamische Religionsgemeinschaft","1995","AkademikerInnen","","","",""
"konfessionslos","1995","(noch) kein Abschluss","","","",""
"konfessionslos","1995","Hauptschulabschluss","","","",""
"konfessionslos","1995","Realschulabschluss","","","",""
"konfessionslos","1995","(Fach-)Abitur","","","",""
"konfessionslos","1995","AkademikerInnen","","","",""
"andere","1995","(noch) kein Abschluss","","","",""
"andere","1995","Hauptschulabschluss","","","",""
"andere","1995","Realschulabschluss","","","",""
"andere","1995","(Fach-)Abitur","","","",""
"andere","1995","AkademikerInnen","","","",""
"katholisch","1996","(noch) kein Abschluss","","","",""
"katholisch","1996","Hauptschulabschluss","","","",""
"katholisch","1996","Realschulabschluss","","","",""
"katholisch","1996","(Fach-)Abitur","","","",""
"katholisch","1996","AkademikerInnen","","","",""
"evangelisch","1996","(noch) kein Abschluss","","","",""
"evangelisch","1996","Hauptschulabschluss","","","",""
"evangelisch","1996","Realschulabschluss","","","",""
"evangelisch","1996","(Fach-)Abitur","","","",""
"evangelisch","1996","AkademikerInnen","","","",""
"islamische Religionsgemeinschaft","1996","(noch) kein Abschluss","","","",""
"islamische Religionsgemeinschaft","1996","Hauptschulabschluss","","","",""
"islamische Religionsgemeinschaft","1996","Realschulabschluss","","","",""
"islamische Religionsgemeinschaft","1996","(Fach-)Abitur","","","",""
"islamische Religionsgemeinschaft","1996","AkademikerInnen","","","",""
"konfessionslos","1996","(noch) kein Abschluss","","","",""
"konfessionslos","1996","Hauptschulabschluss","","","",""
"konfessionslos","1996","Realschulabschluss","","","",""
"konfessionslos","1996","(Fach-)Abitur","","","",""
"konfessionslos","1996","AkademikerInnen","","","",""
"andere","1996","(noch) kein Abschluss","","","",""
"andere","1996","Hauptschulabschluss","","","",""
"andere","1996","Realschulabschluss","","","",""
"andere","1996","(Fach-)Abitur","","","",""
"andere","1996","AkademikerInnen","","","",""
"katholisch","1997","(noch) kein Abschluss","269","0.354988697696425","0.322237130205526","0.387740265187323"
"katholisch","1997","Hauptschulabschluss","2050","0.375371825663741","0.362883226754073","0.387860424573408"
"katholisch","1997","Realschulabschluss","686","0.257668099474142","0.242232613926637","0.273103585021648"
"katholisch","1997","(Fach-)Abitur","323","0.347592744518822","0.318354200565995","0.376831288471648"
"katholisch","1997","AkademikerInnen","354","0.25907779574878","0.238672625991403","0.279482965506157"
"evangelisch","1997","(noch) kein Abschluss","118","0.237489257238579","0.208362902622702","0.266615611854456"
"evangelisch","1997","Hauptschulabschluss","1873","0.393239100765251","0.380640879344628","0.405837322185874"
"evangelisch","1997","Realschulabschluss","968","0.357276029913291","0.340363635635914","0.374188424190669"
"evangelisch","1997","(Fach-)Abitur","293","0.322026137274441","0.293337294131994","0.350714980416888"
"evangelisch","1997","AkademikerInnen","529","0.313652478040762","0.292043451298086","0.335261504783437"
"islamische Religionsgemeinschaft","1997","(noch) kein Abschluss","","","",""
"islamische Religionsgemeinschaft","1997","Hauptschulabschluss","","","",""
"islamische Religionsgemeinschaft","1997","Realschulabschluss","","","",""
"islamische Religionsgemeinschaft","1997","(Fach-)Abitur","","","",""
"islamische Religionsgemeinschaft","1997","AkademikerInnen","","","",""
"konfessionslos","1997","(noch) kein Abschluss","147","0.169626312205491","0.143938651007192","0.19531397340379"
"konfessionslos","1997","Hauptschulabschluss","1216","0.181530059181605","0.171588654830341","0.191471463532869"
"konfessionslos","1997","Realschulabschluss","1314","0.356468573477954","0.339564693106238","0.37337245384967"
"konfessionslos","1997","(Fach-)Abitur","253","0.239852200726333","0.213635268336437","0.266069133116228"
"konfessionslos","1997","AkademikerInnen","834","0.398173230680292","0.375374504083755","0.420971957276829"
"andere","1997","(noch) kein Abschluss","286","0.237895732859505","0.208752234185903","0.267039231533106"
"andere","1997","Hauptschulabschluss","636","0.049859014389403","0.0442454595781276","0.0554725692006784"
"andere","1997","Realschulabschluss","116","0.028587297134612","0.0227059157401139","0.03446867852911"
"andere","1997","(Fach-)Abitur","150","0.0905289174804049","0.0729112215516956","0.108146613409114"
"andere","1997","AkademikerInnen","54","0.0290964955301664","0.021268560959792","0.0369244301005409"
"katholisch","1998","(noch) kein Abschluss","","","",""
"katholisch","1998","Hauptschulabschluss","","","",""
"katholisch","1998","Realschulabschluss","","","",""
"katholisch","1998","(Fach-)Abitur","","","",""
"katholisch","1998","AkademikerInnen","","","",""
"evangelisch","1998","(noch) kein Abschluss","","","",""
"evangelisch","1998","Hauptschulabschluss","","","",""
"evangelisch","1998","Realschulabschluss","","","",""
"evangelisch","1998","(Fach-)Abitur","","","",""
"evangelisch","1998","AkademikerInnen","","","",""
"islamische Religionsgemeinschaft","1998","(noch) kein Abschluss","","","",""
"islamische Religionsgemeinschaft","1998","Hauptschulabschluss","","","",""
"islamische Religionsgemeinschaft","1998","Realschulabschluss","","","",""
"islamische Religionsgemeinschaft","1998","(Fach-)Abitur","","","",""
"islamische Religionsgemeinschaft","1998","AkademikerInnen","","","",""
"konfessionslos","1998","(noch) kein Abschluss","","","",""
"konfessionslos","1998","Hauptschulabschluss","","","",""
"konfessionslos","1998","Realschulabschluss","","","",""
"konfessionslos","1998","(Fach-)Abitur","","","",""
"konfessionslos","1998","AkademikerInnen","","","",""
"andere","1998","(noch) kein Abschluss","","","",""
"andere","1998","Hauptschulabschluss","","","",""
"andere","1998","Realschulabschluss","","","",""
"andere","1998","(Fach-)Abitur","","","",""
"andere","1998","AkademikerInnen","","","",""
"katholisch","1999","(noch) kein Abschluss","","","",""
"katholisch","1999","Hauptschulabschluss","","","",""
"katholisch","1999","Realschulabschluss","","","",""
"katholisch","1999","(Fach-)Abitur","","","",""
"katholisch","1999","AkademikerInnen","","","",""
"evangelisch","1999","(noch) kein Abschluss","","","",""
"evangelisch","1999","Hauptschulabschluss","","","",""
"evangelisch","1999","Realschulabschluss","","","",""
"evangelisch","1999","(Fach-)Abitur","","","",""
"evangelisch","1999","AkademikerInnen","","","",""
"islamische Religionsgemeinschaft","1999","(noch) kein Abschluss","","","",""
"islamische Religionsgemeinschaft","1999","Hauptschulabschluss","","","",""
"islamische Religionsgemeinschaft","1999","Realschulabschluss","","","",""
"islamische Religionsgemeinschaft","1999","(Fach-)Abitur","","","",""
"islamische Religionsgemeinschaft","1999","AkademikerInnen","","","",""
"konfessionslos","1999","(noch) kein Abschluss","","","",""
"konfessionslos","1999","Hauptschulabschluss","","","",""
"konfessionslos","1999","Realschulabschluss","","","",""
"konfessionslos","1999","(Fach-)Abitur","","","",""
"konfessionslos","1999","AkademikerInnen","","","",""
"andere","1999","(noch) kein Abschluss","","","",""
"andere","1999","Hauptschulabschluss","","","",""
"andere","1999","Realschulabschluss","","","",""
"andere","1999","(Fach-)Abitur","","","",""
"andere","1999","AkademikerInnen","","","",""
"katholisch","2000","(noch) kein Abschluss","","","",""
"katholisch","2000","Hauptschulabschluss","","","",""
"katholisch","2000","Realschulabschluss","","","",""
"katholisch","2000","(Fach-)Abitur","","","",""
"katholisch","2000","AkademikerInnen","","","",""
"evangelisch","2000","(noch) kein Abschluss","","","",""
"evangelisch","2000","Hauptschulabschluss","","","",""
"evangelisch","2000","Realschulabschluss","","","",""
"evangelisch","2000","(Fach-)Abitur","","","",""
"evangelisch","2000","AkademikerInnen","","","",""
"islamische Religionsgemeinschaft","2000","(noch) kein Abschluss","","","",""
"islamische Religionsgemeinschaft","2000","Hauptschulabschluss","","","",""
"islamische Religionsgemeinschaft","2000","Realschulabschluss","","","",""
"islamische Religionsgemeinschaft","2000","(Fach-)Abitur","","","",""
"islamische Religionsgemeinschaft","2000","AkademikerInnen","","","",""
"konfessionslos","2000","(noch) kein Abschluss","","","",""
"konfessionslos","2000","Hauptschulabschluss","","","",""
"konfessionslos","2000","Realschulabschluss","","","",""
"konfessionslos","2000","(Fach-)Abitur","","","",""
"konfessionslos","2000","AkademikerInnen","","","",""
"andere","2000","(noch) kein Abschluss","","","",""
"andere","2000","Hauptschulabschluss","","","",""
"andere","2000","Realschulabschluss","","","",""
"andere","2000","(Fach-)Abitur","","","",""
"andere","2000","AkademikerInnen","","","",""
"katholisch","2001","(noch) kein Abschluss","","","",""
"katholisch","2001","Hauptschulabschluss","","","",""
"katholisch","2001","Realschulabschluss","","","",""
"katholisch","2001","(Fach-)Abitur","","","",""
"katholisch","2001","AkademikerInnen","","","",""
"evangelisch","2001","(noch) kein Abschluss","","","",""
"evangelisch","2001","Hauptschulabschluss","","","",""
"evangelisch","2001","Realschulabschluss","","","",""
"evangelisch","2001","(Fach-)Abitur","","","",""
"evangelisch","2001","AkademikerInnen","","","",""
"islamische Religionsgemeinschaft","2001","(noch) kein Abschluss","","","",""
"islamische Religionsgemeinschaft","2001","Hauptschulabschluss","","","",""
"islamische Religionsgemeinschaft","2001","Realschulabschluss","","","",""
"islamische Religionsgemeinschaft","2001","(Fach-)Abitur","","","",""
"islamische Religionsgemeinschaft","2001","AkademikerInnen","","","",""
"konfessionslos","2001","(noch) kein Abschluss","","","",""
"konfessionslos","2001","Hauptschulabschluss","","","",""
"konfessionslos","2001","Realschulabschluss","","","",""
"konfessionslos","2001","(Fach-)Abitur","","","",""
"konfessionslos","2001","AkademikerInnen","","","",""
"andere","2001","(noch) kein Abschluss","","","",""
"andere","2001","Hauptschulabschluss","","","",""
"andere","2001","Realschulabschluss","","","",""
"andere","2001","(Fach-)Abitur","","","",""
"andere","2001","AkademikerInnen","","","",""
"katholisch","2002","(noch) kein Abschluss","","","",""
"katholisch","2002","Hauptschulabschluss","","","",""
"katholisch","2002","Realschulabschluss","","","",""
"katholisch","2002","(Fach-)Abitur","","","",""
"katholisch","2002","AkademikerInnen","","","",""
"evangelisch","2002","(noch) kein Abschluss","","","",""
"evangelisch","2002","Hauptschulabschluss","","","",""
"evangelisch","2002","Realschulabschluss","","","",""
"evangelisch","2002","(Fach-)Abitur","","","",""
"evangelisch","2002","AkademikerInnen","","","",""
"islamische Religionsgemeinschaft","2002","(noch) kein Abschluss","","","",""
"islamische Religionsgemeinschaft","2002","Hauptschulabschluss","","","",""
"islamische Religionsgemeinschaft","2002","Realschulabschluss","","","",""
"islamische Religionsgemeinschaft","2002","(Fach-)Abitur","","","",""
"islamische Religionsgemeinschaft","2002","AkademikerInnen","","","",""
"konfessionslos","2002","(noch) kein Abschluss","","","",""
"konfessionslos","2002","Hauptschulabschluss","","","",""
"konfessionslos","2002","Realschulabschluss","","","",""
"konfessionslos","2002","(Fach-)Abitur","","","",""
"konfessionslos","2002","AkademikerInnen","","","",""
"andere","2002","(noch) kein Abschluss","","","",""
"andere","2002","Hauptschulabschluss","","","",""
"andere","2002","Realschulabschluss","","","",""
"andere","2002","(Fach-)Abitur","","","",""
"andere","2002","AkademikerInnen","","","",""
"katholisch","2003","(noch) kein Abschluss","266","0.291791634312557","0.261976325900251","0.321606942724862"
"katholisch","2003","Hauptschulabschluss","3049","0.372006747823642","0.361696281346596","0.382317214300688"
"katholisch","2003","Realschulabschluss","1424","0.259857279447498","0.248534606553544","0.271179952341453"
"katholisch","2003","(Fach-)Abitur","752","0.317151055729895","0.298674724970945","0.335627386488845"
"katholisch","2003","AkademikerInnen","1061","0.254585545251978","0.241648951760332","0.267522138743623"
"evangelisch","2003","(noch) kein Abschluss","263","0.295791309784692","0.26585724068285","0.325725378886535"
"evangelisch","2003","Hauptschulabschluss","2969","0.376177963125696","0.365844344042405","0.386511582208987"
"evangelisch","2003","Realschulabschluss","1889","0.337168291348206","0.324962982265055","0.349373600431358"
"evangelisch","2003","(Fach-)Abitur","825","0.356345235396732","0.337330849712661","0.375359621080803"
"evangelisch","2003","AkademikerInnen","1389","0.322766161973717","0.308882070085696","0.336650253861737"
"islamische Religionsgemeinschaft","2003","(noch) kein Abschluss","","","",""
"islamische Religionsgemeinschaft","2003","Hauptschulabschluss","","","",""
"islamische Religionsgemeinschaft","2003","Realschulabschluss","","","",""
"islamische Religionsgemeinschaft","2003","(Fach-)Abitur","","","",""
"islamische Religionsgemeinschaft","2003","AkademikerInnen","","","",""
"konfessionslos","2003","(noch) kein Abschluss","219","0.210351146039613","0.183620355210688","0.237081936868538"
"konfessionslos","2003","Hauptschulabschluss","1727","0.189743348101647","0.181379233023003","0.198107463180291"
"konfessionslos","2003","Realschulabschluss","2292","0.378155415734603","0.36563554422829","0.390675287240916"
"konfessionslos","2003","(Fach-)Abitur","661","0.251958406419913","0.234721964264617","0.26919484857521"
"konfessionslos","2003","AkademikerInnen","1756","0.373895628756963","0.3595274170867","0.388263840427226"
"andere","2003","(noch) kein Abschluss","145","0.202065909863138","0.175729753207323","0.228402066518953"
"andere","2003","Hauptschulabschluss","697","0.0620719409490148","0.0569248973840764","0.0672189845139531"
"andere","2003","Realschulabschluss","158","0.0248190134696924","0.0208024128479727","0.0288356140914122"
"andere","2003","(Fach-)Abitur","199","0.0745453024534596","0.064117133733527","0.0849734711733922"
"andere","2003","AkademikerInnen","150","0.0487526640173428","0.0423575239888053","0.0551478040458803"
"katholisch","2004","(noch) kein Abschluss","","","",""
"katholisch","2004","Hauptschulabschluss","","","",""
"katholisch","2004","Realschulabschluss","","","",""
"katholisch","2004","(Fach-)Abitur","","","",""
"katholisch","2004","AkademikerInnen","","","",""
"evangelisch","2004","(noch) kein Abschluss","","","",""
"evangelisch","2004","Hauptschulabschluss","","","",""
"evangelisch","2004","Realschulabschluss","","","",""
"evangelisch","2004","(Fach-)Abitur","","","",""
"evangelisch","2004","AkademikerInnen","","","",""
"islamische Religionsgemeinschaft","2004","(noch) kein Abschluss","","","",""
"islamische Religionsgemeinschaft","2004","Hauptschulabschluss","","","",""
"islamische Religionsgemeinschaft","2004","Realschulabschluss","","","",""
"islamische Religionsgemeinschaft","2004","(Fach-)Abitur","","","",""
"islamische Religionsgemeinschaft","2004","AkademikerInnen","","","",""
"konfessionslos","2004","(noch) kein Abschluss","","","",""
"konfessionslos","2004","Hauptschulabschluss","","","",""
"konfessionslos","2004","Realschulabschluss","","","",""
"konfessionslos","2004","(Fach-)Abitur","","","",""
"konfessionslos","2004","AkademikerInnen","","","",""
"andere","2004","(noch) kein Abschluss","","","",""
"andere","2004","Hauptschulabschluss","","","",""
"andere","2004","Realschulabschluss","","","",""
"andere","2004","(Fach-)Abitur","","","",""
"andere","2004","AkademikerInnen","","","",""
"katholisch","2005","(noch) kein Abschluss","","","",""
"katholisch","2005","Hauptschulabschluss","","","",""
"katholisch","2005","Realschulabschluss","","","",""
"katholisch","2005","(Fach-)Abitur","","","",""
"katholisch","2005","AkademikerInnen","","","",""
"evangelisch","2005","(noch) kein Abschluss","","","",""
"evangelisch","2005","Hauptschulabschluss","","","",""
"evangelisch","2005","Realschulabschluss","","","",""
"evangelisch","2005","(Fach-)Abitur","","","",""
"evangelisch","2005","AkademikerInnen","","","",""
"islamische Religionsgemeinschaft","2005","(noch) kein Abschluss","","","",""
"islamische Religionsgemeinschaft","2005","Hauptschulabschluss","","","",""
"islamische Religionsgemeinschaft","2005","Realschulabschluss","","","",""
"islamische Religionsgemeinschaft","2005","(Fach-)Abitur","","","",""
"islamische Religionsgemeinschaft","2005","AkademikerInnen","","","",""
"konfessionslos","2005","(noch) kein Abschluss","","","",""
"konfessionslos","2005","Hauptschulabschluss","","","",""
"konfessionslos","2005","Realschulabschluss","","","",""
"konfessionslos","2005","(Fach-)Abitur","","","",""
"konfessionslos","2005","AkademikerInnen","","","",""
"andere","2005","(noch) kein Abschluss","","","",""
"andere","2005","Hauptschulabschluss","","","",""
"andere","2005","Realschulabschluss","","","",""
"andere","2005","(Fach-)Abitur","","","",""
"andere","2005","AkademikerInnen","","","",""
"katholisch","2006","(noch) kein Abschluss","","","",""
"katholisch","2006","Hauptschulabschluss","","","",""
"katholisch","2006","Realschulabschluss","","","",""
"katholisch","2006","(Fach-)Abitur","","","",""
"katholisch","2006","AkademikerInnen","","","",""
"evangelisch","2006","(noch) kein Abschluss","","","",""
"evangelisch","2006","Hauptschulabschluss","","","",""
"evangelisch","2006","Realschulabschluss","","","",""
"evangelisch","2006","(Fach-)Abitur","","","",""
"evangelisch","2006","AkademikerInnen","","","",""
"islamische Religionsgemeinschaft","2006","(noch) kein Abschluss","","","",""
"islamische Religionsgemeinschaft","2006","Hauptschulabschluss","","","",""
"islamische Religionsgemeinschaft","2006","Realschulabschluss","","","",""
"islamische Religionsgemeinschaft","2006","(Fach-)Abitur","","","",""
"islamische Religionsgemeinschaft","2006","AkademikerInnen","","","",""
"konfessionslos","2006","(noch) kein Abschluss","","","",""
"konfessionslos","2006","Hauptschulabschluss","","","",""
"konfessionslos","2006","Realschulabschluss","","","",""
"konfessionslos","2006","(Fach-)Abitur","","","",""
"konfessionslos","2006","AkademikerInnen","","","",""
"andere","2006","(noch) kein Abschluss","","","",""
"andere","2006","Hauptschulabschluss","","","",""
"andere","2006","Realschulabschluss","","","",""
"andere","2006","(Fach-)Abitur","","","",""
"andere","2006","AkademikerInnen","","","",""
"katholisch","2007","(noch) kein Abschluss","150","0.237294582790275","0.20199632106261","0.272592844517941"
"katholisch","2007","Hauptschulabschluss","2589","0.358908778432522","0.347967849364081","0.369849707500962"
"katholisch","2007","Realschulabschluss","1311","0.243730952295135","0.232289448577783","0.255172456012488"
"katholisch","2007","(Fach-)Abitur","711","0.325712713101145","0.306857169274644","0.344568256927647"
"katholisch","2007","AkademikerInnen","1104","0.270187857461567","0.257052125225262","0.283323589697872"
"evangelisch","2007","(noch) kein Abschluss","187","0.348066131755348","0.308541880938391","0.387590382572304"
"evangelisch","2007","Hauptschulabschluss","2720","0.373584742666303","0.362550869787283","0.384618615545324"
"evangelisch","2007","Realschulabschluss","1826","0.334601702063738","0.322027092304818","0.347176311822658"
"evangelisch","2007","(Fach-)Abitur","825","0.331972437475078","0.313025133338153","0.350919741612003"
"evangelisch","2007","AkademikerInnen","1430","0.328119768282676","0.314230544968638","0.342008991596713"
"islamische Religionsgemeinschaft","2007","(noch) kein Abschluss","83","0.191034956816575","0.158417335112639","0.223652578520511"
"islamische Religionsgemeinschaft","2007","Hauptschulabschluss","332","0.0431704687791999","0.0385347944832662","0.0478061430751335"
"islamische Religionsgemeinschaft","2007","Realschulabschluss","51","0.0126776143519161","0.00969609343464906","0.0156591352691832"
"islamische Religionsgemeinschaft","2007","(Fach-)Abitur","80","0.0421235565267384","0.0340416004772198","0.0502055125762569"
"islamische Religionsgemeinschaft","2007","AkademikerInnen","36","0.0116940677240168","0.00851394167430357","0.01487419377373"
"konfessionslos","2007","(noch) kein Abschluss","117","0.184532903182171","0.152346598361405","0.216719208002938"
"konfessionslos","2007","Hauptschulabschluss","1519","0.195937019727842","0.186883748541319","0.204990290914364"
"konfessionslos","2007","Realschulabschluss","2141","0.391651664513671","0.378643508090746","0.404659820936595"
