"religion","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"katholisch","1994","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1994","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","1994","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1994","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1994","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1994","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1994","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1994","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1994","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1994","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1994","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1994","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1994","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1994","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1994","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1994","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1994","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1994","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1994","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1994","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1994","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1994","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"andere","1994","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1994","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"andere","1994","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1994","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"andere","1994","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1995","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","1995","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1995","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","1995","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1995","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","1995","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1995","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1995","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1995","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1995","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1995","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1995","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1995","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1995","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1995","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1995","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1995","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1995","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1995","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1995","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1995","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1995","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1995","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1995","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1995","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"andere","1995","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1995","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"andere","1995","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1995","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"andere","1995","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1996","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","1996","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1996","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","1996","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1996","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","1996","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1996","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1996","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1996","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1996","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1996","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1996","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1996","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1996","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1996","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1996","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1996","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1996","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1996","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1996","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1996","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1996","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1996","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1996","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1996","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"andere","1996","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1996","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"andere","1996","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1996","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"andere","1996","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1997","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","2486","0.388717042889898","0.376707721205243","0.400726364574552"
"katholisch","1997","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","157","0.0430351813653892","0.0362946596469453","0.0497757030838332"
"katholisch","1997","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","932","0.438293900097852","0.418081872774888","0.458505927420817"
"katholisch","1997","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1997","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","202","0.360968585881569","0.320756776063469","0.40118039569967"
"katholisch","1997","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1997","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","2714","0.435284174368376","0.423069498093192","0.44749885064356"
"evangelisch","1997","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","837","0.25683505925152","0.242323854576722","0.271346263926317"
"evangelisch","1997","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","223","0.150566677537666","0.13599861913299","0.165134735942342"
"evangelisch","1997","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","32","0.253515341270461","0.179020704087536","0.328009978453387"
"evangelisch","1997","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","48","0.188915552473601","0.156141910499256","0.221689194447945"
"evangelisch","1997","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1997","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1997","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1997","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1997","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1997","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1997","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1997","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","1024","0.15923622885368","0.150221794511982","0.168250663195378"
"konfessionslos","1997","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","2469","0.693842481334019","0.678533841146089","0.709151121521949"
"konfessionslos","1997","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","208","0.128551657374981","0.114917375837779","0.142185938912184"
"konfessionslos","1997","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","79","0.575804991010983","0.491173316692635","0.66043666532933"
"konfessionslos","1997","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","44","0.122128712505662","0.0947140992511631","0.149543325760161"
"konfessionslos","1997","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1997","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","105","0.0167625538880467","0.0135996948137347","0.0199254129623587"
"andere","1997","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1997","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","952","0.282587764989501","0.264246315247115","0.300929214731886"
"andere","1997","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1997","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","254","0.327987149139168","0.288679686091871","0.367294612186464"
"andere","1997","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1998","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","1998","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1998","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","1998","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1998","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","1998","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1998","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1998","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1998","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1998","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1998","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1998","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1998","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1998","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1998","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1998","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1998","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1998","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1998","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1998","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1998","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1998","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1998","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1998","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1998","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"andere","1998","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1998","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"andere","1998","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1998","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"andere","1998","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1999","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","1999","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1999","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
