"religion","year","bildungsniveau","migback","n","percent","lower_confidence","upper_confidence"
"andere","1991","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"andere","1991","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"andere","1991","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"andere","1991","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"andere","1991","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"andere","1991","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"andere","1991","Realschulabschluss","kein Migrationshintergrund","","","",""
"andere","1991","Realschulabschluss","direkter Migrationshintergrund","","","",""
"andere","1991","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"andere","1991","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"andere","1991","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"andere","1991","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"andere","1991","AkademikerInnen","kein Migrationshintergrund","","","",""
"andere","1991","AkademikerInnen","direkter Migrationshintergrund","","","",""
"andere","1991","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"katholisch","1992","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"katholisch","1992","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"katholisch","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"katholisch","1992","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"katholisch","1992","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"katholisch","1992","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"katholisch","1992","Realschulabschluss","kein Migrationshintergrund","","","",""
"katholisch","1992","Realschulabschluss","direkter Migrationshintergrund","","","",""
"katholisch","1992","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"katholisch","1992","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"katholisch","1992","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"katholisch","1992","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"katholisch","1992","AkademikerInnen","kein Migrationshintergrund","","","",""
"katholisch","1992","AkademikerInnen","direkter Migrationshintergrund","","","",""
"katholisch","1992","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"evangelisch","1992","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"evangelisch","1992","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"evangelisch","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"evangelisch","1992","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"evangelisch","1992","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"evangelisch","1992","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"evangelisch","1992","Realschulabschluss","kein Migrationshintergrund","","","",""
"evangelisch","1992","Realschulabschluss","direkter Migrationshintergrund","","","",""
"evangelisch","1992","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"evangelisch","1992","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"evangelisch","1992","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"evangelisch","1992","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"evangelisch","1992","AkademikerInnen","kein Migrationshintergrund","","","",""
"evangelisch","1992","AkademikerInnen","direkter Migrationshintergrund","","","",""
"evangelisch","1992","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1992","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1992","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1992","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1992","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1992","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1992","Realschulabschluss","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1992","Realschulabschluss","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1992","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1992","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1992","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1992","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1992","AkademikerInnen","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1992","AkademikerInnen","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1992","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"konfessionslos","1992","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"konfessionslos","1992","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"konfessionslos","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"konfessionslos","1992","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"konfessionslos","1992","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"konfessionslos","1992","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"konfessionslos","1992","Realschulabschluss","kein Migrationshintergrund","","","",""
"konfessionslos","1992","Realschulabschluss","direkter Migrationshintergrund","","","",""
"konfessionslos","1992","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"konfessionslos","1992","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"konfessionslos","1992","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"konfessionslos","1992","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"konfessionslos","1992","AkademikerInnen","kein Migrationshintergrund","","","",""
"konfessionslos","1992","AkademikerInnen","direkter Migrationshintergrund","","","",""
"konfessionslos","1992","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"andere","1992","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"andere","1992","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"andere","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"andere","1992","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"andere","1992","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"andere","1992","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"andere","1992","Realschulabschluss","kein Migrationshintergrund","","","",""
"andere","1992","Realschulabschluss","direkter Migrationshintergrund","","","",""
"andere","1992","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"andere","1992","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"andere","1992","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"andere","1992","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"andere","1992","AkademikerInnen","kein Migrationshintergrund","","","",""
"andere","1992","AkademikerInnen","direkter Migrationshintergrund","","","",""
"andere","1992","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"katholisch","1993","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"katholisch","1993","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"katholisch","1993","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"katholisch","1993","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"katholisch","1993","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"katholisch","1993","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"katholisch","1993","Realschulabschluss","kein Migrationshintergrund","","","",""
"katholisch","1993","Realschulabschluss","direkter Migrationshintergrund","","","",""
"katholisch","1993","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"katholisch","1993","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"katholisch","1993","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"katholisch","1993","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"katholisch","1993","AkademikerInnen","kein Migrationshintergrund","","","",""
"katholisch","1993","AkademikerInnen","direkter Migrationshintergrund","","","",""
"katholisch","1993","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"evangelisch","1993","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"evangelisch","1993","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"evangelisch","1993","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"evangelisch","1993","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"evangelisch","1993","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"evangelisch","1993","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"evangelisch","1993","Realschulabschluss","kein Migrationshintergrund","","","",""
"evangelisch","1993","Realschulabschluss","direkter Migrationshintergrund","","","",""
"evangelisch","1993","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"evangelisch","1993","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"evangelisch","1993","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"evangelisch","1993","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"evangelisch","1993","AkademikerInnen","kein Migrationshintergrund","","","",""
"evangelisch","1993","AkademikerInnen","direkter Migrationshintergrund","","","",""
"evangelisch","1993","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1993","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1993","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1993","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1993","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1993","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1993","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1993","Realschulabschluss","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1993","Realschulabschluss","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1993","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1993","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1993","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1993","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1993","AkademikerInnen","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1993","AkademikerInnen","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1993","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"konfessionslos","1993","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"konfessionslos","1993","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"konfessionslos","1993","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"konfessionslos","1993","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"konfessionslos","1993","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"konfessionslos","1993","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"konfessionslos","1993","Realschulabschluss","kein Migrationshintergrund","","","",""
"konfessionslos","1993","Realschulabschluss","direkter Migrationshintergrund","","","",""
"konfessionslos","1993","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"konfessionslos","1993","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"konfessionslos","1993","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"konfessionslos","1993","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"konfessionslos","1993","AkademikerInnen","kein Migrationshintergrund","","","",""
"konfessionslos","1993","AkademikerInnen","direkter Migrationshintergrund","","","",""
"konfessionslos","1993","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"andere","1993","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"andere","1993","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"andere","1993","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"andere","1993","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"andere","1993","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"andere","1993","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"andere","1993","Realschulabschluss","kein Migrationshintergrund","","","",""
"andere","1993","Realschulabschluss","direkter Migrationshintergrund","","","",""
"andere","1993","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"andere","1993","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"andere","1993","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"andere","1993","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"andere","1993","AkademikerInnen","kein Migrationshintergrund","","","",""
"andere","1993","AkademikerInnen","direkter Migrationshintergrund","","","",""
"andere","1993","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"katholisch","1994","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"katholisch","1994","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"katholisch","1994","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"katholisch","1994","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"katholisch","1994","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"katholisch","1994","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"katholisch","1994","Realschulabschluss","kein Migrationshintergrund","","","",""
"katholisch","1994","Realschulabschluss","direkter Migrationshintergrund","","","",""
"katholisch","1994","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"katholisch","1994","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"katholisch","1994","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"katholisch","1994","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"katholisch","1994","AkademikerInnen","kein Migrationshintergrund","","","",""
"katholisch","1994","AkademikerInnen","direkter Migrationshintergrund","","","",""
"katholisch","1994","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"evangelisch","1994","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"evangelisch","1994","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"evangelisch","1994","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"evangelisch","1994","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"evangelisch","1994","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"evangelisch","1994","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"evangelisch","1994","Realschulabschluss","kein Migrationshintergrund","","","",""
"evangelisch","1994","Realschulabschluss","direkter Migrationshintergrund","","","",""
"evangelisch","1994","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"evangelisch","1994","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"evangelisch","1994","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
