year,pgisced97,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,Second Stage of Tertiary Education,No,0.89030,674,748,0.86789,0.91271
1987,Pre-primary Level,No,0.91290,176,176,0.87112,0.95468
1987,Primary Level,Yes,0.12730,93,750,0.10343,0.15117
1987,Primary Level,No,0.87240,657,750,0.84851,0.89630
1987,Lower Secondary Level,Yes,0.13389,352,2828,0.12134,0.14645
1987,Lower Secondary Level,No,0.86270,2476,2828,0.85002,0.87539
1987,Upper Secondary Level,Yes,0.12230,587,4950,0.11318,0.13143
1987,Upper Secondary Level,No,0.87251,4363,4950,0.86322,0.88180
1987,Post-secondary Non-tertiary Level,No,0.89212,250,250,0.85358,0.93065
1987,First Stage of Tertiary Education,Yes,0.11931,72,564,0.09253,0.14609
1987,First Stage of Tertiary Education,No,0.87615,492,564,0.84894,0.90336
1987,Second Stage of Tertiary Education,Yes,0.12027,79,741,0.09684,0.14371
1987,Second Stage of Tertiary Education,No,0.87803,662,741,0.85445,0.90161
1988,Pre-primary Level,No,0.86338,145,145,0.80729,0.91948
1988,Primary Level,Yes,0.13787,92,688,0.11209,0.16365
1988,Primary Level,No,0.86015,596,688,0.83422,0.88609
1988,Lower Secondary Level,Yes,0.13997,362,2711,0.12690,0.15303
1988,Lower Secondary Level,No,0.85665,2349,2711,0.84345,0.86984
1988,Upper Secondary Level,Yes,0.11992,538,4725,0.11066,0.12919
1988,Upper Secondary Level,No,0.87577,4187,4725,0.86636,0.88517
1988,Post-secondary Non-tertiary Level,No,0.91144,240,240,0.87542,0.94746
1988,First Stage of Tertiary Education,Yes,0.15208,82,538,0.12170,0.18245
1988,First Stage of Tertiary Education,No,0.84264,456,538,0.81185,0.87344
1988,Second Stage of Tertiary Education,Yes,0.10474,67,701,0.08206,0.12743
1988,Second Stage of Tertiary Education,No,0.89399,634,701,0.87118,0.91679
1989,Pre-primary Level,No,0.93874,163,163,0.90181,0.97567
1989,Primary Level,Yes,0.14844,92,648,0.12104,0.17584
1989,Primary Level,No,0.84844,556,648,0.82081,0.87607
1989,Lower Secondary Level,Yes,0.13688,334,2563,0.12357,0.15019
1989,Lower Secondary Level,No,0.86094,2229,2563,0.84754,0.87434
1989,Upper Secondary Level,Yes,0.12397,551,4606,0.11445,0.13349
1989,Upper Secondary Level,No,0.87310,4055,4606,0.86349,0.88271
1989,Post-secondary Non-tertiary Level,Yes,0.10877,31,288,0.07275,0.14480
1989,Post-secondary Non-tertiary Level,No,0.89123,257,288,0.85520,0.92725
1989,First Stage of Tertiary Education,Yes,0.11633,59,514,0.08859,0.14408
1989,First Stage of Tertiary Education,No,0.87809,455,514,0.84978,0.90641
1989,Second Stage of Tertiary Education,Yes,0.08857,51,696,0.06745,0.10969
1989,Second Stage of Tertiary Education,No,0.90702,645,696,0.88543,0.92861
1991,Pre-primary Level,No,0.88972,142,142,0.83801,0.94142
1991,Primary Level,Yes,0.12843,68,616,0.10199,0.15488
1991,Primary Level,No,0.78620,548,616,0.75380,0.81860
1991,Lower Secondary Level,Yes,0.13364,323,2393,0.12000,0.14727
1991,Lower Secondary Level,No,0.74343,2070,2393,0.72592,0.76093
1991,Upper Secondary Level,Yes,0.10063,553,4515,0.09185,0.10940
1991,Upper Secondary Level,No,0.67343,3962,4515,0.65975,0.68711
1991,Post-secondary Non-tertiary Level,Yes,0.13945,50,304,0.10044,0.17845
1991,Post-secondary Non-tertiary Level,No,0.73257,254,304,0.68273,0.78241
1991,First Stage of Tertiary Education,Yes,0.10104,72,517,0.07504,0.12705
1991,First Stage of Tertiary Education,No,0.71038,445,517,0.67124,0.74952
1991,Second Stage of Tertiary Education,Yes,0.06464,70,719,0.04665,0.08262
1991,Second Stage of Tertiary Education,No,0.56407,649,719,0.52780,0.60034
1992,Pre-primary Level,No,0.90807,172,172,0.86476,0.95138
1992,Primary Level,Yes,0.09051,63,625,0.06800,0.11302
1992,Primary Level,No,0.90776,562,625,0.88505,0.93046
1992,Lower Secondary Level,Yes,0.13364,341,2771,0.12097,0.14631
1992,Lower Secondary Level,No,0.85813,2430,2771,0.84514,0.87112
1992,Upper Secondary Level,Yes,0.12359,769,6696,0.11571,0.13148
1992,Upper Secondary Level,No,0.87171,5927,6696,0.86370,0.87972
1992,Post-secondary Non-tertiary Level,Yes,0.12541,40,381,0.09211,0.15871
1992,Post-secondary Non-tertiary Level,No,0.87331,341,381,0.83987,0.90675
1992,First Stage of Tertiary Education,Yes,0.12137,86,763,0.09818,0.14455
1992,First Stage of Tertiary Education,No,0.87617,677,763,0.85278,0.89956
1992,Second Stage of Tertiary Education,Yes,0.09735,150,1647,0.08303,0.11167
1992,Second Stage of Tertiary Education,No,0.89700,1497,1647,0.88231,0.91168
1994,Pre-primary Level,No,0.93419,224,224,0.90165,0.96674
1994,Primary Level,Yes,0.13089,73,554,0.10278,0.15900
1994,Primary Level,No,0.86491,481,554,0.83642,0.89340
1994,Lower Secondary Level,Yes,0.13929,316,2482,0.12566,0.15291
1994,Lower Secondary Level,No,0.85276,2166,2482,0.83882,0.86671
1994,Upper Secondary Level,Yes,0.13468,771,6549,0.12642,0.14295
1994,Upper Secondary Level,No,0.86058,5778,6549,0.85219,0.86897
1994,Post-secondary Non-tertiary Level,Yes,0.12097,50,390,0.08857,0.15338
1994,Post-secondary Non-tertiary Level,No,0.87903,340,390,0.84662,0.91143
1994,First Stage of Tertiary Education,Yes,0.14435,97,749,0.11916,0.16953
1994,First Stage of Tertiary Education,No,0.85442,652,749,0.82915,0.87970
1994,Second Stage of Tertiary Education,Yes,0.09383,150,1649,0.07975,0.10791
1994,Second Stage of Tertiary Education,No,0.90154,1499,1649,0.88715,0.91592
1995,Pre-primary Level,No,0.92626,265,265,0.89474,0.95779
1995,Primary Level,Yes,0.10828,64,530,0.08180,0.13476
1995,Primary Level,No,0.88364,466,530,0.85632,0.91097
1995,Lower Secondary Level,Yes,0.15972,346,2476,0.14529,0.17416
1995,Lower Secondary Level,No,0.83224,2130,2476,0.81752,0.84696
1995,Upper Secondary Level,Yes,0.12300,795,6693,0.11513,0.13087
1995,Upper Secondary Level,No,0.87188,5898,6693,0.86387,0.87988
1995,Post-secondary Non-tertiary Level,Yes,0.11477,58,469,0.08589,0.14365
1995,Post-secondary Non-tertiary Level,No,0.87909,411,469,0.84955,0.90863
1995,First Stage of Tertiary Education,Yes,0.12903,82,752,0.10505,0.15300
1995,First Stage of Tertiary Education,No,0.86584,670,752,0.84146,0.89021
1995,Second Stage of Tertiary Education,Yes,0.10017,169,1745,0.08608,0.11426
1995,Second Stage of Tertiary Education,No,0.89337,1576,1745,0.87888,0.90785
1996,Pre-primary Level,No,0.93681,273,273,0.90790,0.96573
1996,Primary Level,Yes,0.15119,71,491,0.11947,0.18291
1996,Primary Level,No,0.84776,420,491,0.81595,0.87957
1996,Lower Secondary Level,Yes,0.14145,315,2379,0.12744,0.15546
1996,Lower Secondary Level,No,0.85236,2064,2379,0.83810,0.86662
1996,Upper Secondary Level,Yes,0.12751,797,6590,0.11946,0.13557
1996,Upper Secondary Level,No,0.86526,5793,6590,0.85701,0.87350
1996,Post-secondary Non-tertiary Level,Yes,0.11960,59,471,0.09027,0.14894
1996,Post-secondary Non-tertiary Level,No,0.88040,412,471,0.85106,0.90973
1996,First Stage of Tertiary Education,Yes,0.13118,96,757,0.10711,0.15524
1996,First Stage of Tertiary Education,No,0.85322,661,757,0.82799,0.87845
1996,Second Stage of Tertiary Education,Yes,0.11457,194,1761,0.09969,0.12945
1996,Second Stage of Tertiary Education,No,0.88483,1567,1761,0.86991,0.89974
1997,Pre-primary Level,No,0.90181,290,290,0.86751,0.93612
1997,Primary Level,Yes,0.14028,60,461,0.10854,0.17202
1997,Primary Level,No,0.85523,401,461,0.82307,0.88738
1997,Lower Secondary Level,Yes,0.16074,338,2314,0.14577,0.17571
1997,Lower Secondary Level,No,0.83295,1976,2314,0.81774,0.84815
1997,Upper Secondary Level,Yes,0.12554,783,6454,0.11745,0.13362
1997,Upper Secondary Level,No,0.86881,5671,6454,0.86057,0.87704
1997,Post-secondary Non-tertiary Level,Yes,0.11756,58,451,0.08780,0.14732
1997,Post-secondary Non-tertiary Level,No,0.88244,393,451,0.85268,0.91220
1997,First Stage of Tertiary Education,Yes,0.11502,89,755,0.09224,0.13779
1997,First Stage of Tertiary Education,No,0.88498,666,755,0.86221,0.90776
1997,Second Stage of Tertiary Education,Yes,0.10024,164,1762,0.08621,0.11426
1997,Second Stage of Tertiary Education,No,0.89669,1598,1762,0.88247,0.91090
1998,Pre-primary Level,No,0.91018,312,312,0.87840,0.94196
1998,Primary Level,Yes,0.15257,62,446,0.11916,0.18598
1998,Primary Level,No,0.84743,384,446,0.81402,0.88084
1998,Lower Secondary Level,Yes,0.14306,347,2535,0.12943,0.15669
1998,Lower Secondary Level,No,0.85549,2188,2535,0.84180,0.86918
1998,Upper Secondary Level,Yes,0.12717,855,7012,0.11937,0.13497
1998,Upper Secondary Level,No,0.87017,6157,7012,0.86230,0.87804
1998,Post-secondary Non-tertiary Level,Yes,0.11936,62,504,0.09102,0.14769
1998,Post-secondary Non-tertiary Level,No,0.87979,442,504,0.85137,0.90821
1998,First Stage of Tertiary Education,Yes,0.11731,96,819,0.09526,0.13936
1998,First Stage of Tertiary Education,No,0.88021,723,819,0.85796,0.90246
1998,Second Stage of Tertiary Education,Yes,0.11356,214,1967,0.09954,0.12759
1998,Second Stage of Tertiary Education,No,0.88385,1753,1967,0.86969,0.89801
1999,Pre-primary Level,No,0.88956,289,289,0.85337,0.92576
1999,Primary Level,Yes,0.10996,50,425,0.08018,0.13974
1999,Primary Level,No,0.88831,375,425,0.85833,0.91829
1999,Lower Secondary Level,Yes,0.15944,351,2434,0.14489,0.17398
1999,Lower Secondary Level,No,0.83725,2083,2434,0.82258,0.85192
1999,Upper Secondary Level,Yes,0.12740,828,6922,0.11955,0.13526
1999,Upper Secondary Level,No,0.87083,6094,6922,0.86293,0.87873
1999,Post-secondary Non-tertiary Level,Yes,0.12809,55,502,0.09883,0.15736
1999,Post-secondary Non-tertiary Level,No,0.86942,447,502,0.83992,0.89892
1999,First Stage of Tertiary Education,Yes,0.11182,100,814,0.09016,0.13348
1999,First Stage of Tertiary Education,No,0.88818,714,814,0.86652,0.90984
1999,Second Stage of Tertiary Education,Yes,0.11623,221,1957,0.10203,0.13043
1999,Second Stage of Tertiary Education,No,0.88310,1736,1957,0.86886,0.89734
2000,Pre-primary Level,No,0.95408,471,471,0.93516,0.97301
2000,Primary Level,Yes,0.12547,51,403,0.09309,0.15785
2000,Primary Level,No,0.87212,352,403,0.83947,0.90477
2000,Lower Secondary Level,Yes,0.14478,484,3546,0.13320,0.15636
2000,Lower Secondary Level,No,0.85223,3062,3546,0.84055,0.86392
2000,Upper Secondary Level,Yes,0.12341,1550,12768,0.11771,0.12912
2000,Upper Secondary Level,No,0.87385,11218,12768,0.86809,0.87961
2000,Post-secondary Non-tertiary Level,Yes,0.11116,126,1117,0.09271,0.12960
2000,Post-secondary Non-tertiary Level,No,0.88714,991,1117,0.86858,0.90571
2000,First Stage of Tertiary Education,Yes,0.12194,233,1880,0.10714,0.13673
2000,First Stage of Tertiary Education,No,0.87459,1647,1880,0.85961,0.88956
2000,Second Stage of Tertiary Education,Yes,0.09975,381,3810,0.09023,0.10926
2000,Second Stage of Tertiary Education,No,0.89771,3429,3810,0.88808,0.90733
2001,Pre-primary Level,No,0.94880,511,511,0.92967,0.96793
2001,Primary Level,Yes,0.10874,36,313,0.07420,0.14329
2001,Primary Level,No,0.89126,277,313,0.85671,0.92580
2001,Lower Secondary Level,Yes,0.14380,425,3074,0.13140,0.15621
2001,Lower Secondary Level,No,0.85184,2649,3074,0.83928,0.86440
2001,Upper Secondary Level,Yes,0.12745,1433,11538,0.12137,0.13354
2001,Upper Secondary Level,No,0.86882,10105,11538,0.86266,0.87498
2001,Post-secondary Non-tertiary Level,Yes,0.11291,122,1064,0.09388,0.13194
2001,Post-secondary Non-tertiary Level,No,0.88339,942,1064,0.86409,0.90268
2001,First Stage of Tertiary Education,Yes,0.13031,206,1673,0.11417,0.14645
2001,First Stage of Tertiary Education,No,0.86637,1467,1673,0.85006,0.88268
2001,Second Stage of Tertiary Education,Yes,0.10473,360,3536,0.09463,0.11482
2001,Second Stage of Tertiary Education,No,0.89065,3176,3536,0.88036,0.90093
2002,Pre-primary Level,Yes,0.06702,37,611,0.04718,0.08686
2002,Pre-primary Level,No,0.92448,574,611,0.90351,0.94545
2002,Primary Level,Yes,0.14318,37,286,0.10252,0.18385
2002,Primary Level,No,0.85527,249,286,0.81442,0.89612
2002,Lower Secondary Level,Yes,0.15493,419,2884,0.14172,0.16814
2002,Lower Secondary Level,No,0.84262,2465,2884,0.82932,0.85591
2002,Upper Secondary Level,Yes,0.12523,1380,11558,0.11920,0.13127
2002,Upper Secondary Level,No,0.87211,10178,11558,0.86602,0.87820
2002,Post-secondary Non-tertiary Level,Yes,0.11863,133,1165,0.10005,0.13720
2002,Post-secondary Non-tertiary Level,No,0.87772,1032,1165,0.85890,0.89654
2002,First Stage of Tertiary Education,Yes,0.12101,210,1741,0.10569,0.13634
2002,First Stage of Tertiary Education,No,0.87819,1531,1741,0.86282,0.89356
2002,Second Stage of Tertiary Education,Yes,0.10950,473,4548,0.10042,0.11858
2002,Second Stage of Tertiary Education,No,0.88592,4075,4548,0.87668,0.89516
2003,Pre-primary Level,Yes,0.05586,34,613,0.03766,0.07405
2003,Pre-primary Level,No,0.92543,579,613,0.90462,0.94624
2003,Primary Level,Yes,0.15511,33,270,0.11185,0.19837
2003,Primary Level,No,0.83348,237,270,0.78896,0.87800
2003,Lower Secondary Level,Yes,0.14600,379,2718,0.13272,0.15928
2003,Lower Secondary Level,No,0.84769,2339,2718,0.83417,0.86120
2003,Upper Secondary Level,Yes,0.12399,1345,11064,0.11785,0.13013
2003,Upper Secondary Level,No,0.87121,9719,11064,0.86497,0.87745
2003,Post-secondary Non-tertiary Level,Yes,0.12467,125,1151,0.10558,0.14377
2003,Post-secondary Non-tertiary Level,No,0.87352,1026,1151,0.85431,0.89274
2003,First Stage of Tertiary Education,Yes,0.12082,198,1684,0.10525,0.13639
2003,First Stage of Tertiary Education,No,0.87611,1486,1684,0.86037,0.89185
2003,Second Stage of Tertiary Education,Yes,0.10798,476,4342,0.09875,0.11721
2003,Second Stage of Tertiary Education,No,0.88660,3866,4342,0.87717,0.89604
2004,Pre-primary Level,Yes,0.05740,34,636,0.03931,0.07549
2004,Pre-primary Level,No,0.93853,602,636,0.91985,0.95721
2004,Primary Level,Yes,0.13243,36,256,0.09083,0.17404
2004,Primary Level,No,0.86064,220,256,0.81813,0.90315
2004,Lower Secondary Level,Yes,0.14359,355,2567,0.13002,0.15716
2004,Lower Secondary Level,No,0.85369,2212,2567,0.84002,0.86737
2004,Upper Secondary Level,Yes,0.13115,1330,10752,0.12477,0.13753
2004,Upper Secondary Level,No,0.86518,9422,10752,0.85872,0.87163
2004,Post-secondary Non-tertiary Level,Yes,0.09224,114,1155,0.07554,0.10893
2004,Post-secondary Non-tertiary Level,No,0.90335,1041,1155,0.88630,0.92040
2004,First Stage of Tertiary Education,Yes,0.14701,218,1633,0.12983,0.16419
2004,First Stage of Tertiary Education,No,0.84461,1415,1633,0.82703,0.86218
2004,Second Stage of Tertiary Education,Yes,0.11576,470,4285,0.10618,0.12534
2004,Second Stage of Tertiary Education,No,0.88196,3815,4285,0.87229,0.89162
2005,Pre-primary Level,No,0.94072,623,623,0.92217,0.95928
2005,Primary Level,No,0.88640,214,214,0.84379,0.92902
2005,Lower Secondary Level,Yes,0.14095,299,2383,0.12697,0.15492
2005,Lower Secondary Level,No,0.85288,2084,2383,0.83866,0.86711
2005,Upper Secondary Level,Yes,0.11974,1173,10208,0.11344,0.12604
2005,Upper Secondary Level,No,0.87524,9035,10208,0.86883,0.88165
2005,Post-secondary Non-tertiary Level,Yes,0.09392,105,1126,0.07687,0.11096
2005,Post-secondary Non-tertiary Level,No,0.89924,1021,1126,0.88165,0.91683
2005,First Stage of Tertiary Education,Yes,0.12506,185,1554,0.10861,0.14151
2005,First Stage of Tertiary Education,No,0.87046,1369,1554,0.85375,0.88716
2005,Second Stage of Tertiary Education,Yes,0.10671,445,4154,0.09732,0.11610
2005,Second Stage of Tertiary Education,No,0.88784,3709,4154,0.87824,0.89744
2006,Pre-primary Level,No,0.59811,375,375,0.54842,0.64780
2006,Primary Level,No,0.83876,209,209,0.78878,0.88874
2006,Lower Secondary Level,Yes,0.14804,352,2475,0.13404,0.16203
2006,Lower Secondary Level,No,0.83270,2123,2475,0.81799,0.84741
2006,Upper Secondary Level,Yes,0.12605,1312,11060,0.11986,0.13223
2006,Upper Secondary Level,No,0.87081,9748,11060,0.86456,0.87706
2006,Post-secondary Non-tertiary Level,Yes,0.10730,140,1213,0.08987,0.12472
2006,Post-secondary Non-tertiary Level,No,0.89075,1073,1213,0.87319,0.90831
2006,First Stage of Tertiary Education,Yes,0.13004,193,1647,0.11379,0.14629
2006,First Stage of Tertiary Education,No,0.86630,1454,1647,0.84986,0.88274
2006,Second Stage of Tertiary Education,Yes,0.10369,477,4571,0.09485,0.11253
2006,Second Stage of Tertiary Education,No,0.89538,4094,4571,0.88651,0.90425
2007,Pre-primary Level,No,0.48436,317,317,0.42926,0.53946
2007,Primary Level,Yes,0.13609,32,216,0.09026,0.18192
2007,Primary Level,No,0.86391,184,216,0.81808,0.90974
2007,Lower Secondary Level,Yes,0.14404,327,2196,0.12935,0.15873
2007,Lower Secondary Level,No,0.83138,1869,2196,0.81572,0.84704
2007,Upper Secondary Level,Yes,0.12255,1215,10287,0.11622,0.12889
2007,Upper Secondary Level,No,0.87243,9072,10287,0.86598,0.87888
2007,Post-secondary Non-tertiary Level,Yes,0.10446,125,1166,0.08690,0.12202
2007,Post-secondary Non-tertiary Level,No,0.89291,1041,1166,0.87516,0.91067
2007,First Stage of Tertiary Education,Yes,0.12319,185,1530,0.10672,0.13966
2007,First Stage of Tertiary Education,No,0.87100,1345,1530,0.85420,0.88780
2007,Second Stage of Tertiary Education,Yes,0.11728,507,4385,0.10776,0.12681
2007,Second Stage of Tertiary Education,No,0.88171,3878,4385,0.87214,0.89127
2008,Pre-primary Level,No,0.56154,334,334,0.50824,0.61483
2008,Primary Level,No,0.87862,163,163,0.82833,0.92891
2008,Lower Secondary Level,Yes,0.13411,279,2002,0.11917,0.14904
2008,Lower Secondary Level,No,0.83585,1723,2002,0.81962,0.85208
2008,Upper Secondary Level,Yes,0.11457,1159,9702,0.10824,0.12091
2008,Upper Secondary Level,No,0.88063,8543,9702,0.87418,0.88708
2008,Post-secondary Non-tertiary Level,Yes,0.09762,114,1089,0.07999,0.11526
2008,Post-secondary Non-tertiary Level,No,0.89833,975,1089,0.88038,0.91629
2008,First Stage of Tertiary Education,Yes,0.12357,167,1411,0.10639,0.14075
2008,First Stage of Tertiary Education,No,0.86922,1244,1411,0.85162,0.88682
2008,Second Stage of Tertiary Education,Yes,0.11681,468,4180,0.10707,0.12654
2008,Second Stage of Tertiary Education,No,0.88011,3712,4180,0.87026,0.88996
2009,Pre-primary Level,No,0.59574,294,294,0.53955,0.65193
2009,Primary Level,No,0.88428,145,145,0.83203,0.93653
2009,Lower Secondary Level,Yes,0.13208,252,1783,0.11636,0.14780
2009,Lower Secondary Level,No,0.84363,1531,1783,0.82677,0.86050
2009,Upper Secondary Level,Yes,0.13600,1227,9041,0.12893,0.14306
2009,Upper Secondary Level,No,0.86106,7814,9041,0.85393,0.86819
2009,Post-secondary Non-tertiary Level,Yes,0.11652,100,996,0.09658,0.13645
2009,Post-secondary Non-tertiary Level,No,0.88312,896,996,0.86316,0.90309
2009,First Stage of Tertiary Education,Yes,0.12731,182,1328,0.10938,0.14525
2009,First Stage of Tertiary Education,No,0.86669,1146,1328,0.84840,0.88498
2009,Second Stage of Tertiary Education,Yes,0.11473,466,4028,0.10489,0.12458
2009,Second Stage of Tertiary Education,No,0.88369,3562,4028,0.87379,0.89359
2010,Pre-primary Level,No,0.63965,390,390,0.59194,0.68736
2010,Primary Level,Yes,0.12452,68,341,0.08942,0.15962
2010,Primary Level,No,0.87186,273,341,0.83633,0.90739
2010,Lower Secondary Level,Yes,0.14037,384,2438,0.12657,0.15416
2010,Lower Secondary Level,No,0.83725,2054,2438,0.82259,0.85191
2010,Upper Secondary Level,Yes,0.13357,1642,11725,0.12741,0.13973
2010,Upper Secondary Level,No,0.86476,10083,11725,0.85857,0.87095
2010,Post-secondary Non-tertiary Level,Yes,0.10020,213,1708,0.08596,0.11445
2010,Post-secondary Non-tertiary Level,No,0.89609,1495,1708,0.88161,0.91056
2010,First Stage of Tertiary Education,Yes,0.12941,225,1614,0.11303,0.14579
2010,First Stage of Tertiary Education,No,0.87012,1389,1614,0.85371,0.88653
2010,Second Stage of Tertiary Education,Yes,0.11081,679,5367,0.10241,0.11921
2010,Second Stage of Tertiary Education,No,0.88761,4688,5367,0.87915,0.89606
2011,Pre-primary Level,Yes,0.04309,36,473,0.02477,0.06141
2011,Pre-primary Level,No,0.53084,437,473,0.48582,0.57587
2011,Primary Level,Yes,0.15496,74,406,0.11971,0.19020
2011,Primary Level,No,0.84419,332,406,0.80887,0.87951
2011,Lower Secondary Level,Yes,0.14904,477,2947,0.13618,0.16190
2011,Lower Secondary Level,No,0.82967,2470,2947,0.81609,0.84324
2011,Upper Secondary Level,Yes,0.14152,1963,13887,0.13572,0.14732
2011,Upper Secondary Level,No,0.85714,11924,13887,0.85132,0.86296
2011,Post-secondary Non-tertiary Level,Yes,0.11445,261,2001,0.10049,0.12840
2011,Post-secondary Non-tertiary Level,No,0.88382,1740,2001,0.86978,0.89787
2011,First Stage of Tertiary Education,Yes,0.14228,270,1853,0.12637,0.15819
2011,First Stage of Tertiary Education,No,0.85426,1583,1853,0.83819,0.87033
2011,Second Stage of Tertiary Education,Yes,0.11713,765,6208,0.10913,0.12513
2011,Second Stage of Tertiary Education,No,0.88255,5443,6208,0.87454,0.89056
2012,Pre-primary Level,Yes,0.03782,34,470,0.02056,0.05509
2012,Pre-primary Level,No,0.52662,436,470,0.48144,0.57181
2012,Primary Level,Yes,0.19017,79,386,0.15097,0.22937
2012,Primary Level,No,0.80983,307,386,0.77063,0.84903
2012,Lower Secondary Level,Yes,0.15779,449,2892,0.14450,0.17108
2012,Lower Secondary Level,No,0.82209,2443,2892,0.80815,0.83603
2012,Upper Secondary Level,Yes,0.15148,1961,13508,0.14543,0.15752
2012,Upper Secondary Level,No,0.84415,11547,13508,0.83803,0.85027
2012,Post-secondary Non-tertiary Level,Yes,0.09707,211,1962,0.08397,0.11017
2012,Post-secondary Non-tertiary Level,No,0.90153,1751,1962,0.88834,0.91471
2012,First Stage of Tertiary Education,Yes,0.13928,232,1806,0.12330,0.15525
2012,First Stage of Tertiary Education,No,0.85917,1574,1806,0.84313,0.87522
2012,Second Stage of Tertiary Education,Yes,0.11092,704,6141,0.10306,0.11877
2012,Second Stage of Tertiary Education,No,0.88776,5437,6141,0.87986,0.89565
2013,Pre-primary Level,Yes,0.05544,47,457,0.03444,0.07644
2013,Pre-primary Level,No,0.41675,410,457,0.37150,0.46200
2013,Primary Level,Yes,0.10476,52,329,0.07161,0.13790
2013,Primary Level,No,0.58329,277,329,0.52993,0.63664
2013,Lower Secondary Level,Yes,0.15369,447,2614,0.13986,0.16752
2013,Lower Secondary Level,No,0.67741,2167,2614,0.65949,0.69534
2013,Upper Secondary Level,Yes,0.14361,1764,12479,0.13746,0.14976
2013,Upper Secondary Level,No,0.79497,10715,12479,0.78789,0.80205
2013,Post-secondary Non-tertiary Level,Yes,0.11558,214,1779,0.10072,0.13044
2013,Post-secondary Non-tertiary Level,No,0.73220,1565,1779,0.71162,0.75278
2013,First Stage of Tertiary Education,Yes,0.12557,203,1678,0.10971,0.14143
2013,First Stage of Tertiary Education,No,0.85845,1475,1678,0.84176,0.87513
2013,Second Stage of Tertiary Education,Yes,0.10722,663,5855,0.09930,0.11515
2013,Second Stage of Tertiary Education,No,0.81391,5192,5855,0.80394,0.82388
2014,Pre-primary Level,Yes,0.05805,42,445,0.03630,0.07980
2014,Pre-primary Level,No,0.49586,403,445,0.44936,0.54237
2014,Primary Level,Yes,0.16437,99,502,0.13192,0.19682
2014,Primary Level,No,0.83194,403,502,0.79920,0.86469
2014,Lower Secondary Level,Yes,0.16429,511,3103,0.15125,0.17733
2014,Lower Secondary Level,No,0.81380,2592,3103,0.80010,0.82750
2014,Upper Secondary Level,Yes,0.14031,1676,12508,0.13423,0.14640
2014,Upper Secondary Level,No,0.85557,10832,12508,0.84941,0.86173
2014,Post-secondary Non-tertiary Level,Yes,0.12528,248,2046,0.11093,0.13963
2014,Post-secondary Non-tertiary Level,No,0.87229,1798,2046,0.85782,0.88675
2014,First Stage of Tertiary Education,Yes,0.13853,212,1593,0.12156,0.15550
