,Unnamed: 0,year,age_gr,sampreg,pld0045,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
57,57,2008,30-45 y.,East,Seldom,0.19109,241,19157,0.17059,0.21407
58,58,2008,30-45 y.,East,Never,0.56787,613,19157,0.52963,0.61617
59,59,2008,46-65 y.,West,Very often,0.05364,272,19157,0.04858,0.05964
60,60,2008,46-65 y.,West,Often,0.09663,511,19157,0.0899,0.10416
61,61,2008,46-65 y.,West,Sometimes,0.10223,548,19157,0.09513,0.10974
62,62,2008,46-65 y.,West,Seldom,0.18346,911,19157,0.17113,0.19323
63,63,2008,46-65 y.,West,Never,0.56404,2744,19157,0.54677,0.57976
64,64,2008,46-65 y.,East,Very often,0.03256,72,19157,0.02732,0.03797
65,65,2008,46-65 y.,East,Often,0.07804,137,19157,0.06432,0.09174
66,66,2008,46-65 y.,East,Sometimes,0.09405,174,19157,0.08203,0.10765
67,67,2008,46-65 y.,East,Seldom,0.1886,305,19157,0.16702,0.21195
68,68,2008,46-65 y.,East,Never,0.60675,984,19157,0.57062,0.64025
69,69,2008,66 and older,West,Very often,0.0309,101,19157,0.02671,0.03519
70,70,2008,66 and older,West,Often,0.06136,176,19157,0.05653,0.06712
71,71,2008,66 and older,West,Sometimes,0.07434,250,19157,0.06817,0.08167
72,72,2008,66 and older,West,Seldom,0.14685,443,19157,0.13743,0.1589
73,73,2008,66 and older,West,Never,0.68655,2175,19157,0.66575,0.70898
74,74,2008,66 and older,East,Often,0.04899,60,19157,0.04174,0.05772
75,75,2008,66 and older,East,Sometimes,0.07578,84,19157,0.06588,0.08647
76,76,2008,66 and older,East,Seldom,0.11937,147,19157,0.10648,0.13386
77,77,2008,66 and older,East,Never,0.75586,778,19157,0.72199,0.79107
78,78,2013,17-29 y.,West,Very often,0.07029,231,25355,0.06047,0.08094
79,79,2013,17-29 y.,West,Often,0.1028,318,25355,0.08998,0.11873
80,80,2013,17-29 y.,West,Sometimes,0.09475,286,25355,0.08087,0.10721
81,81,2013,17-29 y.,West,Seldom,0.19788,506,25355,0.18055,0.22022
82,82,2013,17-29 y.,West,Never,0.53428,1495,25355,0.50319,0.56792
83,83,2013,17-29 y.,East,Very often,0.03727,35,25355,0.0277,0.05267
84,84,2013,17-29 y.,East,Often,0.09282,62,25355,0.05982,0.11695
85,85,2013,17-29 y.,East,Sometimes,0.08535,59,25355,0.06801,0.10913
86,86,2013,17-29 y.,East,Seldom,0.18791,134,25355,0.15,0.23481
87,87,2013,17-29 y.,East,Never,0.59665,408,25355,0.52697,0.66664
88,88,2013,30-45 y.,West,Very often,0.06559,550,25355,0.05774,0.07293
89,89,2013,30-45 y.,West,Often,0.11477,860,25355,0.10521,0.12635
90,90,2013,30-45 y.,West,Sometimes,0.11983,789,25355,0.10681,0.13269
91,91,2013,30-45 y.,West,Seldom,0.18594,1141,25355,0.17225,0.20237
92,92,2013,30-45 y.,West,Never,0.51387,2926,25355,0.48697,0.54259
93,93,2013,30-45 y.,East,Very often,0.05316,107,25355,0.04373,0.06549
94,94,2013,30-45 y.,East,Often,0.09355,170,25355,0.07289,0.11982
95,95,2013,30-45 y.,East,Sometimes,0.10512,171,25355,0.08223,0.12839
96,96,2013,30-45 y.,East,Seldom,0.19716,346,25355,0.16915,0.22607
97,97,2013,30-45 y.,East,Never,0.55101,899,25355,0.50051,0.59614
98,98,2013,46-65 y.,West,Very often,0.0632,509,25355,0.05716,0.06986
99,99,2013,46-65 y.,West,Often,0.11142,882,25355,0.10135,0.11991
100,100,2013,46-65 y.,West,Sometimes,0.11325,853,25355,0.10426,0.12212
101,101,2013,46-65 y.,West,Seldom,0.19461,1259,25355,0.18373,0.20465
102,102,2013,46-65 y.,West,Never,0.51752,3373,25355,0.49933,0.53366
103,103,2013,46-65 y.,East,Very often,0.04415,85,25355,0.03453,0.05283
104,104,2013,46-65 y.,East,Often,0.10154,226,25355,0.08994,0.1131
105,105,2013,46-65 y.,East,Sometimes,0.11715,253,25355,0.10575,0.13595
106,106,2013,46-65 y.,East,Seldom,0.1762,356,25355,0.15765,0.19717
107,107,2013,46-65 y.,East,Never,0.56096,1154,25355,0.51831,0.59213
108,108,2013,66 and older,West,Very often,0.03795,144,25355,0.03302,0.04291
109,109,2013,66 and older,West,Often,0.06696,261,25355,0.06121,0.07266
110,110,2013,66 and older,West,Sometimes,0.084,315,25355,0.07736,0.09111
111,111,2013,66 and older,West,Seldom,0.15375,591,25355,0.14433,0.16415
112,112,2013,66 and older,West,Never,0.65734,2380,25355,0.63874,0.67717
113,113,2013,66 and older,East,Very often,0.02384,36,25355,0.01965,0.02818
114,114,2013,66 and older,East,Often,0.04758,63,25355,0.0389,0.05782
115,115,2013,66 and older,East,Sometimes,0.09184,120,25355,0.07754,0.10828
116,116,2013,66 and older,East,Seldom,0.173,219,25355,0.15585,0.19681
117,117,2013,66 and older,East,Never,0.66375,783,25355,0.63225,0.69369
118,118,2018,17-29 y.,West,Very often,0.06807,282,25511,0.06052,0.07704
119,119,2018,17-29 y.,West,Often,0.10338,373,25511,0.09465,0.11323
120,120,2018,17-29 y.,West,Sometimes,0.11736,351,25511,0.10283,0.13613
121,121,2018,17-29 y.,West,Seldom,0.17183,602,25511,0.15892,0.18832
122,122,2018,17-29 y.,West,Never,0.53936,1895,25511,0.50827,0.56677
123,123,2018,17-29 y.,East,Very often,0.04304,40,25511,0.03321,0.05396
124,124,2018,17-29 y.,East,Often,0.12003,81,25511,0.09699,0.14673
125,125,2018,17-29 y.,East,Sometimes,0.10031,87,25511,0.07792,0.1215
126,126,2018,17-29 y.,East,Seldom,0.1387,126,25511,0.10829,0.17646
127,127,2018,17-29 y.,East,Never,0.59792,391,25511,0.5172,0.68766
128,128,2018,30-45 y.,West,Very often,0.08221,450,25511,0.07269,0.09293
129,129,2018,30-45 y.,West,Often,0.10641,608,25511,0.09672,0.11719
130,130,2018,30-45 y.,West,Sometimes,0.10851,603,25511,0.09686,0.12125
131,131,2018,30-45 y.,West,Seldom,0.18074,867,25511,0.16498,0.20103
132,132,2018,30-45 y.,West,Never,0.52212,2793,25511,0.49255,0.54712
133,133,2018,30-45 y.,East,Very often,0.06483,87,25511,0.04891,0.08008
134,134,2018,30-45 y.,East,Often,0.09248,150,25511,0.07107,0.11544
135,135,2018,30-45 y.,East,Sometimes,0.10606,138,25511,0.08402,0.13992
136,136,2018,30-45 y.,East,Seldom,0.17345,224,25511,0.13858,0.2072
137,137,2018,30-45 y.,East,Never,0.56318,795,25511,0.51675,0.60388
138,138,2018,46-65 y.,West,Very often,0.07322,600,25511,0.06741,0.08048
139,139,2018,46-65 y.,West,Often,0.1128,889,25511,0.10435,0.12239
140,140,2018,46-65 y.,West,Sometimes,0.13012,930,25511,0.12064,0.13957
141,141,2018,46-65 y.,West,Seldom,0.1836,1326,25511,0.17363,0.19395
142,142,2018,46-65 y.,West,Never,0.50025,3737,25511,0.48592,0.52083
143,143,2018,46-65 y.,East,Very often,0.05427,114,25511,0.04204,0.06547
144,144,2018,46-65 y.,East,Often,0.09852,205,25511,0.08059,0.11762
145,145,2018,46-65 y.,East,Sometimes,0.11285,247,25511,0.09893,0.12467
146,146,2018,46-65 y.,East,Seldom,0.14109,329,25511,0.12413,0.16202
147,147,2018,46-65 y.,East,Never,0.59327,1221,25511,0.56657,0.62924
148,148,2018,66 and older,West,Very often,0.04428,166,25511,0.0392,0.04946
149,149,2018,66 and older,West,Often,0.06424,247,25511,0.05713,0.07137
150,150,2018,66 and older,West,Sometimes,0.09248,349,25511,0.08388,0.10286
151,151,2018,66 and older,West,Seldom,0.17811,642,25511,0.16442,0.19303
152,152,2018,66 and older,West,Never,0.62088,2331,25511,0.59925,0.64636
153,153,2018,66 and older,East,Very often,0.03218,43,25511,0.0252,0.04067
154,154,2018,66 and older,East,Often,0.062,71,25511,0.04563,0.07962
155,155,2018,66 and older,East,Sometimes,0.06761,93,25511,0.05453,0.08127
156,156,2018,66 and older,East,Seldom,0.14905,170,25511,0.12655,0.17596
157,157,2018,66 and older,East,Never,0.68916,858,25511,0.65386,0.72338
