year,pgisced97,sex,pld0045,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,Lower Secondary Level,female,Sometimes,0.10179,174,1701,0.08742,0.11617
2013,Lower Secondary Level,female,Seldom,0.15867,249,1701,0.14130,0.17603
2013,Lower Secondary Level,female,Never,0.61955,1024,1701,0.59647,0.64263
2013,Upper Secondary Level,male,Very often,0.04531,296,5430,0.03977,0.05084
2013,Upper Secondary Level,male,Often,0.09247,560,5430,0.08477,0.10018
2013,Upper Secondary Level,male,Sometimes,0.10348,569,5430,0.09537,0.11158
2013,Upper Secondary Level,male,Seldom,0.18746,1035,5430,0.17707,0.19784
2013,Upper Secondary Level,male,Never,0.57129,2970,5430,0.55812,0.58445
2013,Upper Secondary Level,female,Very often,0.05735,528,6915,0.05187,0.06283
2013,Upper Secondary Level,female,Often,0.09090,734,6915,0.08413,0.09768
2013,Upper Secondary Level,female,Sometimes,0.09045,702,6915,0.08369,0.09721
2013,Upper Secondary Level,female,Seldom,0.16735,1115,6915,0.15855,0.17615
2013,Upper Secondary Level,female,Never,0.59395,3836,6915,0.58237,0.60552
2013,Post-secondary Non-tertiary Level,male,Very often,0.05986,40,602,0.04089,0.07883
2013,Post-secondary Non-tertiary Level,male,Often,0.10963,66,602,0.08465,0.13461
2013,Post-secondary Non-tertiary Level,male,Sometimes,0.10039,71,602,0.07636,0.12442
2013,Post-secondary Non-tertiary Level,male,Seldom,0.18655,117,602,0.15541,0.21770
2013,Post-secondary Non-tertiary Level,male,Never,0.54357,308,602,0.50374,0.58339
2013,Post-secondary Non-tertiary Level,female,Very often,0.05583,102,1160,0.04261,0.06905
2013,Post-secondary Non-tertiary Level,female,Often,0.09992,151,1160,0.08265,0.11719
2013,Post-secondary Non-tertiary Level,female,Sometimes,0.10966,140,1160,0.09168,0.12765
2013,Post-secondary Non-tertiary Level,female,Seldom,0.19723,197,1160,0.17432,0.22014
2013,Post-secondary Non-tertiary Level,female,Never,0.53735,570,1160,0.50864,0.56606
2013,First Stage of Tertiary Education,male,Very often,0.04238,56,1029,0.03007,0.05470
2013,First Stage of Tertiary Education,male,Often,0.12087,143,1029,0.10094,0.14079
2013,First Stage of Tertiary Education,male,Sometimes,0.11690,121,1029,0.09726,0.13654
2013,First Stage of Tertiary Education,male,Seldom,0.22400,229,1029,0.19852,0.24949
2013,First Stage of Tertiary Education,male,Never,0.49585,480,1029,0.46528,0.52641
2013,First Stage of Tertiary Education,female,Very often,0.07263,35,638,0.05247,0.09278
2013,First Stage of Tertiary Education,female,Often,0.12584,103,638,0.10009,0.15160
2013,First Stage of Tertiary Education,female,Sometimes,0.11512,80,638,0.09034,0.13991
2013,First Stage of Tertiary Education,female,Seldom,0.17355,115,638,0.14414,0.20296
2013,First Stage of Tertiary Education,female,Never,0.51286,305,638,0.47405,0.55168
2013,Second Stage of Tertiary Education,male,Very often,0.06397,187,2965,0.05516,0.07278
2013,Second Stage of Tertiary Education,male,Often,0.09837,341,2965,0.08764,0.10909
2013,Second Stage of Tertiary Education,male,Sometimes,0.11284,392,2965,0.10145,0.12423
2013,Second Stage of Tertiary Education,male,Seldom,0.20692,604,2965,0.19233,0.22150
2013,Second Stage of Tertiary Education,male,Never,0.51790,1441,2965,0.49992,0.53589
2013,Second Stage of Tertiary Education,female,Very often,0.06391,217,2842,0.05492,0.07291
2013,Second Stage of Tertiary Education,female,Often,0.12838,395,2842,0.11608,0.14068
2013,Second Stage of Tertiary Education,female,Sometimes,0.12544,380,2842,0.11326,0.13762
2013,Second Stage of Tertiary Education,female,Seldom,0.18332,534,2842,0.16909,0.19755
2013,Second Stage of Tertiary Education,female,Never,0.49895,1316,2842,0.48056,0.51733
2018,No answer / don't know,male,Often,0.06037,32,319,0.03419,0.08654
2018,No answer / don't know,male,Sometimes,0.14309,45,319,0.10460,0.18158
2018,No answer / don't know,male,Seldom,0.18172,53,319,0.13933,0.22410
2018,No answer / don't know,male,Never,0.56798,189,319,0.51353,0.62242
2018,No answer / don't know,female,Sometimes,0.17440,37,236,0.12588,0.22291
2018,No answer / don't know,female,Seldom,0.10348,50,236,0.06454,0.14242
2018,No answer / don't know,female,Never,0.55677,149,236,0.49325,0.62028
2018,Pre-primary Level,male,Never,0.60992,89,89,0.50801,0.71183
2018,Pre-primary Level,female,Never,0.51528,97,97,0.41530,0.61525
2018,Primary Level,male,Never,0.69994,140,140,0.62376,0.77613
2018,Primary Level,female,Seldom,0.10866,33,210,0.06647,0.15085
2018,Primary Level,female,Never,0.66114,177,210,0.59697,0.72531
2018,Lower Secondary Level,male,Very often,0.05204,66,1069,0.03872,0.06536
2018,Lower Secondary Level,male,Often,0.08765,92,1069,0.07069,0.10461
2018,Lower Secondary Level,male,Sometimes,0.09364,111,1069,0.07617,0.11112
2018,Lower Secondary Level,male,Seldom,0.15817,153,1069,0.13629,0.18006
2018,Lower Secondary Level,male,Never,0.60849,647,1069,0.57922,0.63776
2018,Lower Secondary Level,female,Very often,0.07040,123,1613,0.05791,0.08289
2018,Lower Secondary Level,female,Often,0.07903,140,1613,0.06586,0.09220
2018,Lower Secondary Level,female,Sometimes,0.11257,147,1613,0.09714,0.12800
2018,Lower Secondary Level,female,Seldom,0.12520,191,1613,0.10904,0.14135
2018,Lower Secondary Level,female,Never,0.61280,1012,1613,0.58902,0.63658
2018,Upper Secondary Level,male,Very often,0.05665,324,5172,0.05035,0.06295
2018,Upper Secondary Level,male,Often,0.08643,469,5172,0.07877,0.09409
2018,Upper Secondary Level,male,Sometimes,0.10751,540,5172,0.09907,0.11595
2018,Upper Secondary Level,male,Seldom,0.18157,888,5172,0.17106,0.19207
2018,Upper Secondary Level,male,Never,0.56784,2951,5172,0.55434,0.58134
2018,Upper Secondary Level,female,Very often,0.06746,458,6312,0.06127,0.07364
2018,Upper Secondary Level,female,Often,0.10165,669,6312,0.09419,0.10910
2018,Upper Secondary Level,female,Sometimes,0.09712,621,6312,0.08982,0.10443
2018,Upper Secondary Level,female,Seldom,0.15734,961,6312,0.14836,0.16632
2018,Upper Secondary Level,female,Never,0.57643,3603,6312,0.56424,0.58863
2018,Post-secondary Non-tertiary Level,male,Very often,0.07833,58,789,0.05957,0.09709
2018,Post-secondary Non-tertiary Level,male,Often,0.09253,75,789,0.07230,0.11277
2018,Post-secondary Non-tertiary Level,male,Sometimes,0.13803,98,789,0.11395,0.16212
2018,Post-secondary Non-tertiary Level,male,Seldom,0.19038,136,789,0.16297,0.21780
2018,Post-secondary Non-tertiary Level,male,Never,0.50072,422,789,0.46581,0.53563
2018,Post-secondary Non-tertiary Level,female,Very often,0.07358,115,1331,0.05955,0.08761
2018,Post-secondary Non-tertiary Level,female,Often,0.11084,154,1331,0.09396,0.12771
2018,Post-secondary Non-tertiary Level,female,Sometimes,0.11929,164,1331,0.10187,0.13671
2018,Post-secondary Non-tertiary Level,female,Seldom,0.18311,225,1331,0.16232,0.20389
2018,Post-secondary Non-tertiary Level,female,Never,0.51319,673,1331,0.48633,0.54005
2018,First Stage of Tertiary Education,male,Very often,0.04928,45,873,0.03491,0.06364
2018,First Stage of Tertiary Education,male,Often,0.11072,102,873,0.08990,0.13155
2018,First Stage of Tertiary Education,male,Sometimes,0.14793,108,873,0.12437,0.17150
2018,First Stage of Tertiary Education,male,Seldom,0.20337,169,873,0.17665,0.23009
2018,First Stage of Tertiary Education,male,Never,0.48870,449,873,0.45552,0.52187
2018,First Stage of Tertiary Education,female,Very often,0.07697,45,566,0.05499,0.09895
2018,First Stage of Tertiary Education,female,Often,0.10806,70,566,0.08246,0.13366
2018,First Stage of Tertiary Education,female,Sometimes,0.10708,66,566,0.08158,0.13257
2018,First Stage of Tertiary Education,female,Seldom,0.18296,102,566,0.15108,0.21484
2018,First Stage of Tertiary Education,female,Never,0.52493,283,566,0.48375,0.56610
2018,Second Stage of Tertiary Education,male,Very often,0.05296,182,3153,0.04514,0.06078
2018,Second Stage of Tertiary Education,male,Often,0.09824,348,3153,0.08785,0.10863
2018,Second Stage of Tertiary Education,male,Sometimes,0.11083,377,3153,0.09987,0.12179
2018,Second Stage of Tertiary Education,male,Seldom,0.22327,674,3153,0.20873,0.23781
2018,Second Stage of Tertiary Education,male,Never,0.51470,1572,3153,0.49725,0.53215
2018,Second Stage of Tertiary Education,female,Very often,0.08726,276,3189,0.07746,0.09705
2018,Second Stage of Tertiary Education,female,Often,0.10729,357,3189,0.09655,0.11804
2018,Second Stage of Tertiary Education,female,Sometimes,0.12421,410,3189,0.11276,0.13566
2018,Second Stage of Tertiary Education,female,Seldom,0.17737,578,3189,0.16411,0.19063
2018,Second Stage of Tertiary Education,female,Never,0.50387,1568,3189,0.48652,0.52123
