"pld0045","year","bildungsniveau","sampreg","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Oft","2003","AkademikerIn","Ostdeutschland","95","0.0586528939192133","0.0458054673065448","0.0715003205318818"
"Manchmal","2003","(noch) kein Abschluss","Westdeutschland","70","0.0926809902301054","0.071214333098463","0.114147647361748"
"Manchmal","2003","(noch) kein Abschluss","Ostdeutschland","16","","",""
"Manchmal","2003","Hauptschule","Westdeutschland","628","0.0850224865147565","0.0784679737165055","0.0915769993130074"
"Manchmal","2003","Hauptschule","Ostdeutschland","101","0.0651279836619579","0.0523388840868609","0.0779170832370549"
"Manchmal","2003","Realschule","Westdeutschland","400","0.103491543775317","0.0937593530873497","0.113223734463284"
"Manchmal","2003","Realschule","Ostdeutschland","238","0.119368343768329","0.105130469463947","0.13360621807271"
"Manchmal","2003","(Fach-)Abitur","Westdeutschland","237","0.132458810741993","0.117741397693203","0.147176223790783"
"Manchmal","2003","(Fach-)Abitur","Ostdeutschland","43","0.100475230885147","0.0698011910242987","0.131149270745994"
"Manchmal","2003","AkademikerIn","Westdeutschland","369","0.125576861048826","0.113803166971718","0.137350555125934"
"Manchmal","2003","AkademikerIn","Ostdeutschland","165","0.123166688318606","0.105198608022312","0.141134768614901"
"Selten","2003","(noch) kein Abschluss","Westdeutschland","128","0.174492374543725","0.146396804181212","0.202587944906239"
"Selten","2003","(noch) kein Abschluss","Ostdeutschland","35","0.194723626795622","0.137034946096465","0.252412307494779"
"Selten","2003","Hauptschule","Westdeutschland","1083","0.154005336279711","0.145522911817061","0.162487760742361"
"Selten","2003","Hauptschule","Ostdeutschland","227","0.149672603766503","0.131182288545411","0.168162918987596"
"Selten","2003","Realschule","Westdeutschland","693","0.177404818149715","0.165199284625365","0.189610351674064"
"Selten","2003","Realschule","Ostdeutschland","371","0.173930374212498","0.157284773740793","0.190575974684202"
"Selten","2003","(Fach-)Abitur","Westdeutschland","391","0.186243064470534","0.169341247003666","0.203144881937402"
"Selten","2003","(Fach-)Abitur","Ostdeutschland","64","0.180518395084606","0.141275120019444","0.219761670149768"
"Selten","2003","AkademikerIn","Westdeutschland","597","0.194114866934499","0.180062059792822","0.208167674076177"
"Selten","2003","AkademikerIn","Ostdeutschland","280","0.201979320581413","0.180028181903532","0.223930459259295"
"Nie","2003","(noch) kein Abschluss","Westdeutschland","411","0.595051877006145","0.558713444312426","0.631390309699864"
"Nie","2003","(noch) kein Abschluss","Ostdeutschland","107","0.594117168657199","0.522577784775206","0.665656552539192"
"Nie","2003","Hauptschule","Westdeutschland","4458","0.654825304500124","0.643652800821199","0.665997808179049"
"Nie","2003","Hauptschule","Ostdeutschland","979","0.701111750864233","0.677385554750846","0.72483794697762"
"Nie","2003","Realschule","Westdeutschland","2134","0.576372255859782","0.560584343272721","0.592160168446844"
"Nie","2003","Realschule","Ostdeutschland","1167","0.590509400226499","0.568915116661469","0.612103683791529"
"Nie","2003","(Fach-)Abitur","Westdeutschland","1090","0.529788236273096","0.508118985200783","0.551457487345409"
"Nie","2003","(Fach-)Abitur","Ostdeutschland","217","0.622752110799895","0.573297598738415","0.672206622861374"
"Nie","2003","AkademikerIn","Westdeutschland","1575","0.52548388781117","0.507741899091862","0.543225876530478"
"Nie","2003","AkademikerIn","Ostdeutschland","696","0.580755027062466","0.553775958738876","0.607734095386057"
"Sehr oft","2004","(noch) kein Abschluss","Westdeutschland","","","",""
"Sehr oft","2004","(noch) kein Abschluss","Ostdeutschland","","","",""
"Sehr oft","2004","Hauptschule","Westdeutschland","","","",""
"Sehr oft","2004","Hauptschule","Ostdeutschland","","","",""
"Sehr oft","2004","Realschule","Westdeutschland","","","",""
"Sehr oft","2004","Realschule","Ostdeutschland","","","",""
"Sehr oft","2004","(Fach-)Abitur","Westdeutschland","","","",""
"Sehr oft","2004","(Fach-)Abitur","Ostdeutschland","","","",""
"Sehr oft","2004","AkademikerIn","Westdeutschland","","","",""
"Sehr oft","2004","AkademikerIn","Ostdeutschland","","","",""
"Oft","2004","(noch) kein Abschluss","Westdeutschland","","","",""
"Oft","2004","(noch) kein Abschluss","Ostdeutschland","","","",""
"Oft","2004","Hauptschule","Westdeutschland","","","",""
"Oft","2004","Hauptschule","Ostdeutschland","","","",""
"Oft","2004","Realschule","Westdeutschland","","","",""
"Oft","2004","Realschule","Ostdeutschland","","","",""
"Oft","2004","(Fach-)Abitur","Westdeutschland","","","",""
"Oft","2004","(Fach-)Abitur","Ostdeutschland","","","",""
"Oft","2004","AkademikerIn","Westdeutschland","","","",""
"Oft","2004","AkademikerIn","Ostdeutschland","","","",""
"Manchmal","2004","(noch) kein Abschluss","Westdeutschland","","","",""
"Manchmal","2004","(noch) kein Abschluss","Ostdeutschland","","","",""
"Manchmal","2004","Hauptschule","Westdeutschland","","","",""
"Manchmal","2004","Hauptschule","Ostdeutschland","","","",""
"Manchmal","2004","Realschule","Westdeutschland","","","",""
"Manchmal","2004","Realschule","Ostdeutschland","","","",""
"Manchmal","2004","(Fach-)Abitur","Westdeutschland","","","",""
"Manchmal","2004","(Fach-)Abitur","Ostdeutschland","","","",""
"Manchmal","2004","AkademikerIn","Westdeutschland","","","",""
"Manchmal","2004","AkademikerIn","Ostdeutschland","","","",""
"Selten","2004","(noch) kein Abschluss","Westdeutschland","","","",""
"Selten","2004","(noch) kein Abschluss","Ostdeutschland","","","",""
"Selten","2004","Hauptschule","Westdeutschland","","","",""
"Selten","2004","Hauptschule","Ostdeutschland","","","",""
"Selten","2004","Realschule","Westdeutschland","","","",""
"Selten","2004","Realschule","Ostdeutschland","","","",""
"Selten","2004","(Fach-)Abitur","Westdeutschland","","","",""
"Selten","2004","(Fach-)Abitur","Ostdeutschland","","","",""
"Selten","2004","AkademikerIn","Westdeutschland","","","",""
"Selten","2004","AkademikerIn","Ostdeutschland","","","",""
"Nie","2004","(noch) kein Abschluss","Westdeutschland","","","",""
"Nie","2004","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nie","2004","Hauptschule","Westdeutschland","","","",""
"Nie","2004","Hauptschule","Ostdeutschland","","","",""
"Nie","2004","Realschule","Westdeutschland","","","",""
"Nie","2004","Realschule","Ostdeutschland","","","",""
"Nie","2004","(Fach-)Abitur","Westdeutschland","","","",""
"Nie","2004","(Fach-)Abitur","Ostdeutschland","","","",""
"Nie","2004","AkademikerIn","Westdeutschland","","","",""
"Nie","2004","AkademikerIn","Ostdeutschland","","","",""
"Sehr oft","2005","(noch) kein Abschluss","Westdeutschland","","","",""
"Sehr oft","2005","(noch) kein Abschluss","Ostdeutschland","","","",""
"Sehr oft","2005","Hauptschule","Westdeutschland","","","",""
"Sehr oft","2005","Hauptschule","Ostdeutschland","","","",""
"Sehr oft","2005","Realschule","Westdeutschland","","","",""
"Sehr oft","2005","Realschule","Ostdeutschland","","","",""
"Sehr oft","2005","(Fach-)Abitur","Westdeutschland","","","",""
"Sehr oft","2005","(Fach-)Abitur","Ostdeutschland","","","",""
"Sehr oft","2005","AkademikerIn","Westdeutschland","","","",""
"Sehr oft","2005","AkademikerIn","Ostdeutschland","","","",""
"Oft","2005","(noch) kein Abschluss","Westdeutschland","","","",""
"Oft","2005","(noch) kein Abschluss","Ostdeutschland","","","",""
"Oft","2005","Hauptschule","Westdeutschland","","","",""
"Oft","2005","Hauptschule","Ostdeutschland","","","",""
"Oft","2005","Realschule","Westdeutschland","","","",""
"Oft","2005","Realschule","Ostdeutschland","","","",""
"Oft","2005","(Fach-)Abitur","Westdeutschland","","","",""
"Oft","2005","(Fach-)Abitur","Ostdeutschland","","","",""
"Oft","2005","AkademikerIn","Westdeutschland","","","",""
"Oft","2005","AkademikerIn","Ostdeutschland","","","",""
"Manchmal","2005","(noch) kein Abschluss","Westdeutschland","","","",""
"Manchmal","2005","(noch) kein Abschluss","Ostdeutschland","","","",""
"Manchmal","2005","Hauptschule","Westdeutschland","","","",""
"Manchmal","2005","Hauptschule","Ostdeutschland","","","",""
"Manchmal","2005","Realschule","Westdeutschland","","","",""
"Manchmal","2005","Realschule","Ostdeutschland","","","",""
"Manchmal","2005","(Fach-)Abitur","Westdeutschland","","","",""
"Manchmal","2005","(Fach-)Abitur","Ostdeutschland","","","",""
"Manchmal","2005","AkademikerIn","Westdeutschland","","","",""
"Manchmal","2005","AkademikerIn","Ostdeutschland","","","",""
"Selten","2005","(noch) kein Abschluss","Westdeutschland","","","",""
"Selten","2005","(noch) kein Abschluss","Ostdeutschland","","","",""
"Selten","2005","Hauptschule","Westdeutschland","","","",""
"Selten","2005","Hauptschule","Ostdeutschland","","","",""
"Selten","2005","Realschule","Westdeutschland","","","",""
"Selten","2005","Realschule","Ostdeutschland","","","",""
"Selten","2005","(Fach-)Abitur","Westdeutschland","","","",""
"Selten","2005","(Fach-)Abitur","Ostdeutschland","","","",""
"Selten","2005","AkademikerIn","Westdeutschland","","","",""
"Selten","2005","AkademikerIn","Ostdeutschland","","","",""
"Nie","2005","(noch) kein Abschluss","Westdeutschland","","","",""
"Nie","2005","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nie","2005","Hauptschule","Westdeutschland","","","",""
"Nie","2005","Hauptschule","Ostdeutschland","","","",""
"Nie","2005","Realschule","Westdeutschland","","","",""
"Nie","2005","Realschule","Ostdeutschland","","","",""
"Nie","2005","(Fach-)Abitur","Westdeutschland","","","",""
"Nie","2005","(Fach-)Abitur","Ostdeutschland","","","",""
"Nie","2005","AkademikerIn","Westdeutschland","","","",""
"Nie","2005","AkademikerIn","Ostdeutschland","","","",""
"Sehr oft","2006","(noch) kein Abschluss","Westdeutschland","","","",""
"Sehr oft","2006","(noch) kein Abschluss","Ostdeutschland","","","",""
"Sehr oft","2006","Hauptschule","Westdeutschland","","","",""
"Sehr oft","2006","Hauptschule","Ostdeutschland","","","",""
"Sehr oft","2006","Realschule","Westdeutschland","","","",""
"Sehr oft","2006","Realschule","Ostdeutschland","","","",""
"Sehr oft","2006","(Fach-)Abitur","Westdeutschland","","","",""
"Sehr oft","2006","(Fach-)Abitur","Ostdeutschland","","","",""
"Sehr oft","2006","AkademikerIn","Westdeutschland","","","",""
"Sehr oft","2006","AkademikerIn","Ostdeutschland","","","",""
"Oft","2006","(noch) kein Abschluss","Westdeutschland","","","",""
"Oft","2006","(noch) kein Abschluss","Ostdeutschland","","","",""
"Oft","2006","Hauptschule","Westdeutschland","","","",""
"Oft","2006","Hauptschule","Ostdeutschland","","","",""
"Oft","2006","Realschule","Westdeutschland","","","",""
"Oft","2006","Realschule","Ostdeutschland","","","",""
"Oft","2006","(Fach-)Abitur","Westdeutschland","","","",""
"Oft","2006","(Fach-)Abitur","Ostdeutschland","","","",""
"Oft","2006","AkademikerIn","Westdeutschland","","","",""
"Oft","2006","AkademikerIn","Ostdeutschland","","","",""
"Manchmal","2006","(noch) kein Abschluss","Westdeutschland","","","",""
"Manchmal","2006","(noch) kein Abschluss","Ostdeutschland","","","",""
"Manchmal","2006","Hauptschule","Westdeutschland","","","",""
"Manchmal","2006","Hauptschule","Ostdeutschland","","","",""
"Manchmal","2006","Realschule","Westdeutschland","","","",""
"Manchmal","2006","Realschule","Ostdeutschland","","","",""
"Manchmal","2006","(Fach-)Abitur","Westdeutschland","","","",""
"Manchmal","2006","(Fach-)Abitur","Ostdeutschland","","","",""
"Manchmal","2006","AkademikerIn","Westdeutschland","","","",""
"Manchmal","2006","AkademikerIn","Ostdeutschland","","","",""
"Selten","2006","(noch) kein Abschluss","Westdeutschland","","","",""
"Selten","2006","(noch) kein Abschluss","Ostdeutschland","","","",""
"Selten","2006","Hauptschule","Westdeutschland","","","",""
"Selten","2006","Hauptschule","Ostdeutschland","","","",""
"Selten","2006","Realschule","Westdeutschland","","","",""
"Selten","2006","Realschule","Ostdeutschland","","","",""
"Selten","2006","(Fach-)Abitur","Westdeutschland","","","",""
"Selten","2006","(Fach-)Abitur","Ostdeutschland","","","",""
"Selten","2006","AkademikerIn","Westdeutschland","","","",""
"Selten","2006","AkademikerIn","Ostdeutschland","","","",""
"Nie","2006","(noch) kein Abschluss","Westdeutschland","","","",""
"Nie","2006","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nie","2006","Hauptschule","Westdeutschland","","","",""
"Nie","2006","Hauptschule","Ostdeutschland","","","",""
"Nie","2006","Realschule","Westdeutschland","","","",""
"Nie","2006","Realschule","Ostdeutschland","","","",""
"Nie","2006","(Fach-)Abitur","Westdeutschland","","","",""
"Nie","2006","(Fach-)Abitur","Ostdeutschland","","","",""
"Nie","2006","AkademikerIn","Westdeutschland","","","",""
"Nie","2006","AkademikerIn","Ostdeutschland","","","",""
"Sehr oft","2007","(noch) kein Abschluss","Westdeutschland","","","",""
"Sehr oft","2007","(noch) kein Abschluss","Ostdeutschland","","","",""
"Sehr oft","2007","Hauptschule","Westdeutschland","","","",""
"Sehr oft","2007","Hauptschule","Ostdeutschland","","","",""
"Sehr oft","2007","Realschule","Westdeutschland","","","",""
"Sehr oft","2007","Realschule","Ostdeutschland","","","",""
"Sehr oft","2007","(Fach-)Abitur","Westdeutschland","","","",""
"Sehr oft","2007","(Fach-)Abitur","Ostdeutschland","","","",""
"Sehr oft","2007","AkademikerIn","Westdeutschland","","","",""
"Sehr oft","2007","AkademikerIn","Ostdeutschland","","","",""
"Oft","2007","(noch) kein Abschluss","Westdeutschland","","","",""
"Oft","2007","(noch) kein Abschluss","Ostdeutschland","","","",""
"Oft","2007","Hauptschule","Westdeutschland","","","",""
"Oft","2007","Hauptschule","Ostdeutschland","","","",""
"Oft","2007","Realschule","Westdeutschland","","","",""
"Oft","2007","Realschule","Ostdeutschland","","","",""
"Oft","2007","(Fach-)Abitur","Westdeutschland","","","",""
"Oft","2007","(Fach-)Abitur","Ostdeutschland","","","",""
"Oft","2007","AkademikerIn","Westdeutschland","","","",""
"Oft","2007","AkademikerIn","Ostdeutschland","","","",""
"Manchmal","2007","(noch) kein Abschluss","Westdeutschland","","","",""
"Manchmal","2007","(noch) kein Abschluss","Ostdeutschland","","","",""
"Manchmal","2007","Hauptschule","Westdeutschland","","","",""
"Manchmal","2007","Hauptschule","Ostdeutschland","","","",""
"Manchmal","2007","Realschule","Westdeutschland","","","",""
"Manchmal","2007","Realschule","Ostdeutschland","","","",""
"Manchmal","2007","(Fach-)Abitur","Westdeutschland","","","",""
"Manchmal","2007","(Fach-)Abitur","Ostdeutschland","","","",""
"Manchmal","2007","AkademikerIn","Westdeutschland","","","",""
"Manchmal","2007","AkademikerIn","Ostdeutschland","","","",""
"Selten","2007","(noch) kein Abschluss","Westdeutschland","","","",""
"Selten","2007","(noch) kein Abschluss","Ostdeutschland","","","",""
"Selten","2007","Hauptschule","Westdeutschland","","","",""
"Selten","2007","Hauptschule","Ostdeutschland","","","",""
"Selten","2007","Realschule","Westdeutschland","","","",""
"Selten","2007","Realschule","Ostdeutschland","","","",""
"Selten","2007","(Fach-)Abitur","Westdeutschland","","","",""
"Selten","2007","(Fach-)Abitur","Ostdeutschland","","","",""
"Selten","2007","AkademikerIn","Westdeutschland","","","",""
"Selten","2007","AkademikerIn","Ostdeutschland","","","",""
"Nie","2007","(noch) kein Abschluss","Westdeutschland","","","",""
"Nie","2007","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nie","2007","Hauptschule","Westdeutschland","","","",""
"Nie","2007","Hauptschule","Ostdeutschland","","","",""
"Nie","2007","Realschule","Westdeutschland","","","",""
"Nie","2007","Realschule","Ostdeutschland","","","",""
"Nie","2007","(Fach-)Abitur","Westdeutschland","","","",""
"Nie","2007","(Fach-)Abitur","Ostdeutschland","","","",""
"Nie","2007","AkademikerIn","Westdeutschland","","","",""
"Nie","2007","AkademikerIn","Ostdeutschland","","","",""
"Sehr oft","2008","(noch) kein Abschluss","Westdeutschland","23","","",""
"Sehr oft","2008","(noch) kein Abschluss","Ostdeutschland","3","","",""
"Sehr oft","2008","Hauptschule","Westdeutschland","262","0.0471005552116092","0.0415414299423739","0.0526596804808446"
"Sehr oft","2008","Hauptschule","Ostdeutschland","39","0.0327402431292036","0.0225866537288594","0.0428938325295478"
"Sehr oft","2008","Realschule","Westdeutschland","198","0.0553384318413215","0.04759946720767","0.063077396474973"
"Sehr oft","2008","Realschule","Ostdeutschland","74","0.0345703994694195","0.0259716350921344","0.0431691638467046"
"Sehr oft","2008","(Fach-)Abitur","Westdeutschland","109","0.0590027485090613","0.0481083225593117","0.069897174458811"
"Sehr oft","2008","(Fach-)Abitur","Ostdeutschland","35","0.0807123647254943","0.0527294374147413","0.108695292036247"
"Sehr oft","2008","AkademikerIn","Westdeutschland","176","0.0586917831663634","0.0501853667972616","0.0671981995354653"
"Sehr oft","2008","AkademikerIn","Ostdeutschland","56","0.0407670335175398","0.0297604165895588","0.0517736504455207"
"Oft","2008","(noch) kein Abschluss","Westdeutschland","35","0.0630472717604195","0.0403115984611169","0.085782945059722"
"Oft","2008","(noch) kein Abschluss","Ostdeutschland","12","","",""
"Oft","2008","Hauptschule","Westdeutschland","451","0.0815349750665665","0.0743541690760465","0.0887157810570865"
"Oft","2008","Hauptschule","Ostdeutschland","67","0.0520014297226785","0.0393331229770052","0.0646697364683518"
"Oft","2008","Realschule","Westdeutschland","317","0.0972289900230764","0.0872009050851718","0.107257074960981"
"Oft","2008","Realschule","Ostdeutschland","134","0.0796315539475152","0.0668892781672792","0.0923738297277513"
"Oft","2008","(Fach-)Abitur","Westdeutschland","193","0.0950787906423251","0.0815168680686539","0.108640713215996"
"Oft","2008","(Fach-)Abitur","Ostdeutschland","39","0.10173415298706","0.0706790316930248","0.132789274281096"
"Oft","2008","AkademikerIn","Westdeutschland","307","0.108782002319785","0.0975135944592092","0.120050410180361"
"Oft","2008","AkademikerIn","Ostdeutschland","124","0.0865749695442276","0.0709229682070012","0.102226970881454"
"Manchmal","2008","(noch) kein Abschluss","Westdeutschland","43","0.106715757297791","0.0778339116392726","0.13559760295631"
"Manchmal","2008","(noch) kein Abschluss","Ostdeutschland","9","","",""
"Manchmal","2008","Hauptschule","Westdeutschland","510","0.0878471524121549","0.0804192264955901","0.0952750783287197"
"Manchmal","2008","Hauptschule","Ostdeutschland","93","0.0812421078497205","0.0656538270591006","0.0968303886403405"
"Manchmal","2008","Realschule","Westdeutschland","391","0.12032478799283","0.109312690591447","0.131336885394214"
"Manchmal","2008","Realschule","Ostdeutschland","165","0.0920106218840265","0.0784061116556499","0.105615132112403"
"Manchmal","2008","(Fach-)Abitur","Westdeutschland","178","0.103149779138263","0.0890870969041796","0.117212461372346"
"Manchmal","2008","(Fach-)Abitur","Ostdeutschland","44","0.111325140520106","0.079013019087751","0.143637261952461"
"Manchmal","2008","AkademikerIn","Westdeutschland","357","0.111776075217578","0.100372849494917","0.123179300940239"
"Manchmal","2008","AkademikerIn","Ostdeutschland","147","0.108159544283508","0.090872798025365","0.125446290541652"
"Selten","2008","(noch) kein Abschluss","Westdeutschland","87","0.207252861849116","0.169335907957636","0.245169815740596"
"Selten","2008","(noch) kein Abschluss","Ostdeutschland","16","","",""
"Selten","2008","Hauptschule","Westdeutschland","903","0.156952194991662","0.147407112013998","0.166497277969326"
"Selten","2008","Hauptschule","Ostdeutschland","147","0.120756807834158","0.102165180451739","0.139348435216577"
"Selten","2008","Realschule","Westdeutschland","605","0.181860004911038","0.168803897164841","0.194916112657234"
"Selten","2008","Realschule","Ostdeutschland","344","0.188215307168856","0.169817272037422","0.20661334230029"
"Selten","2008","(Fach-)Abitur","Westdeutschland","320","0.176700803741504","0.159065937877074","0.194335669605934"
"Selten","2008","(Fach-)Abitur","Ostdeutschland","52","0.136632367958072","0.101348833913897","0.171915902002247"
"Selten","2008","AkademikerIn","Westdeutschland","550","0.205697073276584","0.191068593449412","0.220325553103755"
"Selten","2008","AkademikerIn","Ostdeutschland","254","0.19728975254548","0.175139998092122","0.219439506998839"
"Nie","2008","(noch) kein Abschluss","Westdeutschland","251","0.570147055384865","0.523837647639578","0.616456463130152"
"Nie","2008","(noch) kein Abschluss","Ostdeutschland","59","0.584371790325753","0.487292269644039","0.681451311007467"
"Nie","2008","Hauptschule","Westdeutschland","3453","0.626565122318007","0.613872234050056","0.639258010585959"
"Nie","2008","Hauptschule","Ostdeutschland","834","0.713259411464239","0.687456100932872","0.739062721995607"
"Nie","2008","Realschule","Westdeutschland","1842","0.545247785231734","0.528393292705674","0.562102277757794"
"Nie","2008","Realschule","Ostdeutschland","1017","0.605572117530183","0.582568810092233","0.628575424968132"
"Nie","2008","(Fach-)Abitur","Westdeutschland","997","0.566067877968847","0.543152912447378","0.588982843490316"
"Nie","2008","(Fach-)Abitur","Ostdeutschland","194","0.569595973809267","0.518730977509547","0.620460970108987"
"Nie","2008","AkademikerIn","Westdeutschland","1543","0.51505306601969","0.49696612356341","0.53314000847597"
"Nie","2008","AkademikerIn","Ostdeutschland","659","0.567208700109244","0.539631640924226","0.594785759294262"
"Sehr oft","2009","(noch) kein Abschluss","Westdeutschland","","","",""
"Sehr oft","2009","(noch) kein Abschluss","Ostdeutschland","","","",""
"Sehr oft","2009","Hauptschule","Westdeutschland","","","",""
"Sehr oft","2009","Hauptschule","Ostdeutschland","","","",""
"Sehr oft","2009","Realschule","Westdeutschland","","","",""
"Sehr oft","2009","Realschule","Ostdeutschland","","","",""
"Sehr oft","2009","(Fach-)Abitur","Westdeutschland","","","",""
"Sehr oft","2009","(Fach-)Abitur","Ostdeutschland","","","",""
"Sehr oft","2009","AkademikerIn","Westdeutschland","","","",""
"Sehr oft","2009","AkademikerIn","Ostdeutschland","","","",""
"Oft","2009","(noch) kein Abschluss","Westdeutschland","","","",""
"Oft","2009","(noch) kein Abschluss","Ostdeutschland","","","",""
"Oft","2009","Hauptschule","Westdeutschland","","","",""
"Oft","2009","Hauptschule","Ostdeutschland","","","",""
"Oft","2009","Realschule","Westdeutschland","","","",""
"Oft","2009","Realschule","Ostdeutschland","","","",""
"Oft","2009","(Fach-)Abitur","Westdeutschland","","","",""
"Oft","2009","(Fach-)Abitur","Ostdeutschland","","","",""
"Oft","2009","AkademikerIn","Westdeutschland","","","",""
"Oft","2009","AkademikerIn","Ostdeutschland","","","",""
"Manchmal","2009","(noch) kein Abschluss","Westdeutschland","","","",""
"Manchmal","2009","(noch) kein Abschluss","Ostdeutschland","","","",""
"Manchmal","2009","Hauptschule","Westdeutschland","","","",""
"Manchmal","2009","Hauptschule","Ostdeutschland","","","",""
"Manchmal","2009","Realschule","Westdeutschland","","","",""
"Manchmal","2009","Realschule","Ostdeutschland","","","",""
"Manchmal","2009","(Fach-)Abitur","Westdeutschland","","","",""
"Manchmal","2009","(Fach-)Abitur","Ostdeutschland","","","",""
"Manchmal","2009","AkademikerIn","Westdeutschland","","","",""
"Manchmal","2009","AkademikerIn","Ostdeutschland","","","",""
"Selten","2009","(noch) kein Abschluss","Westdeutschland","","","",""
"Selten","2009","(noch) kein Abschluss","Ostdeutschland","","","",""
"Selten","2009","Hauptschule","Westdeutschland","","","",""
"Selten","2009","Hauptschule","Ostdeutschland","","","",""
"Selten","2009","Realschule","Westdeutschland","","","",""
"Selten","2009","Realschule","Ostdeutschland","","","",""
"Selten","2009","(Fach-)Abitur","Westdeutschland","","","",""
"Selten","2009","(Fach-)Abitur","Ostdeutschland","","","",""
"Selten","2009","AkademikerIn","Westdeutschland","","","",""
"Selten","2009","AkademikerIn","Ostdeutschland","","","",""
"Nie","2009","(noch) kein Abschluss","Westdeutschland","","","",""
"Nie","2009","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nie","2009","Hauptschule","Westdeutschland","","","",""
"Nie","2009","Hauptschule","Ostdeutschland","","","",""
"Nie","2009","Realschule","Westdeutschland","","","",""
"Nie","2009","Realschule","Ostdeutschland","","","",""
"Nie","2009","(Fach-)Abitur","Westdeutschland","","","",""
"Nie","2009","(Fach-)Abitur","Ostdeutschland","","","",""
"Nie","2009","AkademikerIn","Westdeutschland","","","",""
"Nie","2009","AkademikerIn","Ostdeutschland","","","",""
"Sehr oft","2010","(noch) kein Abschluss","Westdeutschland","","","",""
"Sehr oft","2010","(noch) kein Abschluss","Ostdeutschland","","","",""
"Sehr oft","2010","Hauptschule","Westdeutschland","","","",""
"Sehr oft","2010","Hauptschule","Ostdeutschland","","","",""
"Sehr oft","2010","Realschule","Westdeutschland","","","",""
"Sehr oft","2010","Realschule","Ostdeutschland","","","",""
"Sehr oft","2010","(Fach-)Abitur","Westdeutschland","","","",""
"Sehr oft","2010","(Fach-)Abitur","Ostdeutschland","","","",""
"Sehr oft","2010","AkademikerIn","Westdeutschland","","","",""
"Sehr oft","2010","AkademikerIn","Ostdeutschland","","","",""
"Oft","2010","(noch) kein Abschluss","Westdeutschland","","","",""
"Oft","2010","(noch) kein Abschluss","Ostdeutschland","","","",""
"Oft","2010","Hauptschule","Westdeutschland","","","",""
"Oft","2010","Hauptschule","Ostdeutschland","","","",""
"Oft","2010","Realschule","Westdeutschland","","","",""
"Oft","2010","Realschule","Ostdeutschland","","","",""
"Oft","2010","(Fach-)Abitur","Westdeutschland","","","",""
"Oft","2010","(Fach-)Abitur","Ostdeutschland","","","",""
"Oft","2010","AkademikerIn","Westdeutschland","","","",""
"Oft","2010","AkademikerIn","Ostdeutschland","","","",""
"Manchmal","2010","(noch) kein Abschluss","Westdeutschland","","","",""
"Manchmal","2010","(noch) kein Abschluss","Ostdeutschland","","","",""
"Manchmal","2010","Hauptschule","Westdeutschland","","","",""
"Manchmal","2010","Hauptschule","Ostdeutschland","","","",""
"Manchmal","2010","Realschule","Westdeutschland","","","",""
"Manchmal","2010","Realschule","Ostdeutschland","","","",""
"Manchmal","2010","(Fach-)Abitur","Westdeutschland","","","",""
"Manchmal","2010","(Fach-)Abitur","Ostdeutschland","","","",""
