year,age_gr,quintil_oecd,pld0045,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2003,66 and older,2nd Quintile,Sometimes,0.05913,52,21788,0.05888,0.05938
2003,66 and older,2nd Quintile,Seldom,0.10977,96,21788,0.10943,0.11010
2003,66 and older,2nd Quintile,Never,0.77283,639,21788,0.77239,0.77328
2003,66 and older,3rd Quintile,Sometimes,0.06984,50,21788,0.06954,0.07014
2003,66 and older,3rd Quintile,Seldom,0.12547,93,21788,0.12508,0.12585
2003,66 and older,3rd Quintile,Never,0.80469,560,21788,0.80423,0.80515
2003,66 and older,4th Quintile,Very often,0.07071,36,21788,0.07038,0.07104
2003,66 and older,4th Quintile,Often,0.05535,38,21788,0.05505,0.05564
2003,66 and older,4th Quintile,Sometimes,0.08449,51,21788,0.08414,0.08485
2003,66 and older,4th Quintile,Seldom,0.11092,61,21788,0.11052,0.11133
2003,66 and older,4th Quintile,Never,0.67853,377,21788,0.67793,0.67913
2003,66 and older,5th Quintile,Often,0.04894,40,21788,0.04866,0.04921
2003,66 and older,5th Quintile,Sometimes,0.10662,65,21788,0.10622,0.10702
2003,66 and older,5th Quintile,Seldom,0.14305,98,21788,0.14260,0.14351
2003,66 and older,5th Quintile,Never,0.70139,516,21788,0.70080,0.70198
2008,17-29 y.,1st Quintile,Very often,0.06824,52,19089,0.06797,0.06851
2008,17-29 y.,1st Quintile,Often,0.12499,85,19089,0.12464,0.12534
2008,17-29 y.,1st Quintile,Sometimes,0.08579,72,19089,0.08549,0.08609
2008,17-29 y.,1st Quintile,Seldom,0.14133,118,19089,0.14096,0.14170
2008,17-29 y.,1st Quintile,Never,0.57965,454,19089,0.57912,0.58018
2008,17-29 y.,2nd Quintile,Very often,0.07319,49,19089,0.07285,0.07354
2008,17-29 y.,2nd Quintile,Often,0.09650,50,19089,0.09611,0.09689
2008,17-29 y.,2nd Quintile,Sometimes,0.07730,50,19089,0.07695,0.07765
2008,17-29 y.,2nd Quintile,Seldom,0.18856,108,19089,0.18804,0.18907
2008,17-29 y.,2nd Quintile,Never,0.56445,312,19089,0.56380,0.56511
2008,17-29 y.,3rd Quintile,Very often,0.05835,33,19089,0.05805,0.05866
2008,17-29 y.,3rd Quintile,Often,0.09340,66,19089,0.09303,0.09377
2008,17-29 y.,3rd Quintile,Sometimes,0.09062,56,19089,0.09025,0.09098
2008,17-29 y.,3rd Quintile,Seldom,0.18883,109,19089,0.18833,0.18933
2008,17-29 y.,3rd Quintile,Never,0.56880,371,19089,0.56817,0.56943
2008,17-29 y.,4th Quintile,Very often,0.05207,38,19089,0.05177,0.05236
2008,17-29 y.,4th Quintile,Often,0.08764,53,19089,0.08726,0.08802
2008,17-29 y.,4th Quintile,Sometimes,0.09265,56,19089,0.09226,0.09304
2008,17-29 y.,4th Quintile,Seldom,0.21196,124,19089,0.21141,0.21251
2008,17-29 y.,4th Quintile,Never,0.55568,332,19089,0.55501,0.55635
2008,17-29 y.,5th Quintile,Very often,0.08698,38,19089,0.08652,0.08744
2008,17-29 y.,5th Quintile,Often,0.10980,60,19089,0.10929,0.11031
2008,17-29 y.,5th Quintile,Sometimes,0.12730,60,19089,0.12676,0.12784
2008,17-29 y.,5th Quintile,Seldom,0.20323,108,19089,0.20258,0.20388
2008,17-29 y.,5th Quintile,Never,0.47269,285,19089,0.47187,0.47350
2008,30-45 y.,1st Quintile,Very often,0.04515,37,19089,0.04492,0.04539
2008,30-45 y.,1st Quintile,Often,0.07835,61,19089,0.07804,0.07865
2008,30-45 y.,1st Quintile,Sometimes,0.12111,79,19089,0.12074,0.12148
2008,30-45 y.,1st Quintile,Seldom,0.15384,118,19089,0.15343,0.15425
2008,30-45 y.,1st Quintile,Never,0.60155,425,19089,0.60100,0.60211
2008,30-45 y.,2nd Quintile,Very often,0.07124,57,19089,0.07098,0.07151
2008,30-45 y.,2nd Quintile,Often,0.09131,85,19089,0.09101,0.09161
2008,30-45 y.,2nd Quintile,Sometimes,0.09146,91,19089,0.09116,0.09177
2008,30-45 y.,2nd Quintile,Seldom,0.16614,171,19089,0.16575,0.16653
2008,30-45 y.,2nd Quintile,Never,0.57984,507,19089,0.57933,0.58036
2008,30-45 y.,3rd Quintile,Very often,0.05487,74,19089,0.05464,0.05510
2008,30-45 y.,3rd Quintile,Often,0.09484,105,19089,0.09454,0.09513
2008,30-45 y.,3rd Quintile,Sometimes,0.13954,142,19089,0.13919,0.13989
2008,30-45 y.,3rd Quintile,Seldom,0.18196,210,19089,0.18157,0.18235
2008,30-45 y.,3rd Quintile,Never,0.52879,557,19089,0.52829,0.52930
2008,30-45 y.,4th Quintile,Very often,0.05947,64,19089,0.05925,0.05970
2008,30-45 y.,4th Quintile,Often,0.09583,117,19089,0.09554,0.09611
2008,30-45 y.,4th Quintile,Sometimes,0.13530,136,19089,0.13497,0.13563
2008,30-45 y.,4th Quintile,Seldom,0.20708,238,19089,0.20669,0.20746
2008,30-45 y.,4th Quintile,Never,0.50233,576,19089,0.50185,0.50281
2008,30-45 y.,5th Quintile,Very often,0.06032,87,19089,0.06010,0.06055
2008,30-45 y.,5th Quintile,Often,0.11862,149,19089,0.11832,0.11893
2008,30-45 y.,5th Quintile,Sometimes,0.14414,185,19089,0.14381,0.14447
2008,30-45 y.,5th Quintile,Seldom,0.19544,244,19089,0.19506,0.19581
2008,30-45 y.,5th Quintile,Never,0.48148,630,19089,0.48101,0.48195
2008,46-65 y.,1st Quintile,Very often,0.04067,37,19089,0.04046,0.04089
2008,46-65 y.,1st Quintile,Often,0.09104,64,19089,0.09073,0.09134
2008,46-65 y.,1st Quintile,Sometimes,0.08501,66,19089,0.08471,0.08531
2008,46-65 y.,1st Quintile,Seldom,0.11665,104,19089,0.11631,0.11699
2008,46-65 y.,1st Quintile,Never,0.66663,519,19089,0.66612,0.66713
2008,46-65 y.,2nd Quintile,Very often,0.05419,40,19089,0.05395,0.05444
2008,46-65 y.,2nd Quintile,Often,0.08250,74,19089,0.08220,0.08279
2008,46-65 y.,2nd Quintile,Sometimes,0.08239,77,19089,0.08209,0.08268
2008,46-65 y.,2nd Quintile,Seldom,0.19747,151,19089,0.19704,0.19790
2008,46-65 y.,2nd Quintile,Never,0.58346,486,19089,0.58292,0.58399
2008,46-65 y.,3rd Quintile,Very often,0.04365,55,19089,0.04345,0.04385
2008,46-65 y.,3rd Quintile,Often,0.09868,102,19089,0.09838,0.09897
2008,46-65 y.,3rd Quintile,Sometimes,0.11254,123,19089,0.11223,0.11285
2008,46-65 y.,3rd Quintile,Seldom,0.18468,204,19089,0.18429,0.18506
2008,46-65 y.,3rd Quintile,Never,0.56046,619,19089,0.55997,0.56095
2008,46-65 y.,4th Quintile,Very often,0.04367,75,19089,0.04349,0.04385
2008,46-65 y.,4th Quintile,Often,0.08606,137,19089,0.08581,0.08631
2008,46-65 y.,4th Quintile,Sometimes,0.10413,166,19089,0.10386,0.10440
2008,46-65 y.,4th Quintile,Seldom,0.20407,288,19089,0.20372,0.20443
2008,46-65 y.,4th Quintile,Never,0.56207,808,19089,0.56163,0.56251
2008,46-65 y.,5th Quintile,Very often,0.06087,137,19089,0.06068,0.06106
2008,46-65 y.,5th Quintile,Often,0.10013,270,19089,0.09990,0.10037
2008,46-65 y.,5th Quintile,Sometimes,0.10877,290,19089,0.10853,0.10901
2008,46-65 y.,5th Quintile,Seldom,0.19896,469,19089,0.19865,0.19928
2008,46-65 y.,5th Quintile,Never,0.53126,1296,19089,0.53087,0.53166
2008,66 and older,1st Quintile,Often,0.05552,35,19089,0.05526,0.05578
2008,66 and older,1st Quintile,Sometimes,0.07882,52,19089,0.07852,0.07912
2008,66 and older,1st Quintile,Seldom,0.13295,84,19089,0.13257,0.13333
2008,66 and older,1st Quintile,Never,0.73271,500,19089,0.73222,0.73321
2008,66 and older,2nd Quintile,Often,0.06016,61,19089,0.05993,0.06039
2008,66 and older,2nd Quintile,Sometimes,0.06823,66,19089,0.06798,0.06848
2008,66 and older,2nd Quintile,Seldom,0.13582,132,19089,0.13549,0.13616
2008,66 and older,2nd Quintile,Never,0.73578,739,19089,0.73535,0.73621
2008,66 and older,3rd Quintile,Often,0.05503,46,19089,0.05479,0.05528
2008,66 and older,3rd Quintile,Sometimes,0.07712,66,19089,0.07683,0.07741
2008,66 and older,3rd Quintile,Seldom,0.12373,118,19089,0.12337,0.12408
2008,66 and older,3rd Quintile,Never,0.74412,666,19089,0.74365,0.74460
2008,66 and older,4th Quintile,Often,0.06662,43,19089,0.06631,0.06692
2008,66 and older,4th Quintile,Sometimes,0.07720,67,19089,0.07688,0.07753
2008,66 and older,4th Quintile,Seldom,0.15330,105,19089,0.15287,0.15374
2008,66 and older,4th Quintile,Never,0.70288,473,19089,0.70232,0.70343
2008,66 and older,5th Quintile,Very often,0.03015,35,19089,0.02994,0.03036
2008,66 and older,5th Quintile,Often,0.06600,51,19089,0.06569,0.06631
2008,66 and older,5th Quintile,Sometimes,0.08327,83,19089,0.08292,0.08361
2008,66 and older,5th Quintile,Seldom,0.19053,151,19089,0.19004,0.19101
2008,66 and older,5th Quintile,Never,0.63005,575,19089,0.62945,0.63065
2013,17-29 y.,1st Quintile,Very often,0.07752,89,25295,0.07716,0.07788
2013,17-29 y.,1st Quintile,Often,0.10542,114,25295,0.10501,0.10583
2013,17-29 y.,1st Quintile,Sometimes,0.08036,92,25295,0.08000,0.08073
2013,17-29 y.,1st Quintile,Seldom,0.18974,178,25295,0.18921,0.19026
2013,17-29 y.,1st Quintile,Never,0.54696,621,25295,0.54629,0.54763
2013,17-29 y.,2nd Quintile,Very often,0.07573,59,25295,0.07533,0.07613
2013,17-29 y.,2nd Quintile,Often,0.10832,79,25295,0.10785,0.10879
2013,17-29 y.,2nd Quintile,Sometimes,0.08948,77,25295,0.08904,0.08992
2013,17-29 y.,2nd Quintile,Seldom,0.19540,150,25295,0.19480,0.19601
2013,17-29 y.,2nd Quintile,Never,0.53107,415,25295,0.53031,0.53183
2013,17-29 y.,3rd Quintile,Very often,0.05581,42,25295,0.05548,0.05615
2013,17-29 y.,3rd Quintile,Often,0.08603,72,25295,0.08561,0.08644
2013,17-29 y.,3rd Quintile,Sometimes,0.09350,73,25295,0.09307,0.09392
2013,17-29 y.,3rd Quintile,Seldom,0.16664,106,25295,0.16609,0.16718
2013,17-29 y.,3rd Quintile,Never,0.59803,363,25295,0.59731,0.59875
2013,17-29 y.,4th Quintile,Very often,0.06591,49,25295,0.06554,0.06629
2013,17-29 y.,4th Quintile,Often,0.09416,63,25295,0.09372,0.09459
2013,17-29 y.,4th Quintile,Sometimes,0.12242,63,25295,0.12193,0.12291
2013,17-29 y.,4th Quintile,Seldom,0.20017,110,25295,0.19957,0.20077
2013,17-29 y.,4th Quintile,Never,0.51734,282,25295,0.51659,0.51808
2013,17-29 y.,5th Quintile,Often,0.11921,52,25295,0.11863,0.11979
2013,17-29 y.,5th Quintile,Sometimes,0.08203,40,25295,0.08154,0.08252
2013,17-29 y.,5th Quintile,Seldom,0.25383,96,25295,0.25306,0.25460
2013,17-29 y.,5th Quintile,Never,0.54493,220,25295,0.54404,0.54581
2013,30-45 y.,1st Quintile,Very often,0.07587,164,25295,0.07551,0.07623
2013,30-45 y.,1st Quintile,Often,0.09369,185,25295,0.09329,0.09408
2013,30-45 y.,1st Quintile,Sometimes,0.10121,179,25295,0.10080,0.10162
2013,30-45 y.,1st Quintile,Seldom,0.15881,261,25295,0.15832,0.15931
2013,30-45 y.,1st Quintile,Never,0.57042,969,25295,0.56975,0.57109
2013,30-45 y.,2nd Quintile,Very often,0.05721,138,25295,0.05692,0.05750
2013,30-45 y.,2nd Quintile,Often,0.09125,219,25295,0.09089,0.09161
2013,30-45 y.,2nd Quintile,Sometimes,0.10545,208,25295,0.10507,0.10583
2013,30-45 y.,2nd Quintile,Seldom,0.18260,330,25295,0.18211,0.18308
2013,30-45 y.,2nd Quintile,Never,0.56349,872,25295,0.56287,0.56411
2013,30-45 y.,3rd Quintile,Very often,0.06892,150,25295,0.06862,0.06922
2013,30-45 y.,3rd Quintile,Often,0.11702,235,25295,0.11664,0.11740
2013,30-45 y.,3rd Quintile,Sometimes,0.11193,184,25295,0.11155,0.11230
2013,30-45 y.,3rd Quintile,Seldom,0.16658,286,25295,0.16614,0.16702
2013,30-45 y.,3rd Quintile,Never,0.53556,700,25295,0.53497,0.53615
2013,30-45 y.,4th Quintile,Very often,0.06191,106,25295,0.06164,0.06218
2013,30-45 y.,4th Quintile,Often,0.13407,217,25295,0.13369,0.13445
2013,30-45 y.,4th Quintile,Sometimes,0.12987,201,25295,0.12949,0.13024
2013,30-45 y.,4th Quintile,Seldom,0.19184,333,25295,0.19140,0.19228
2013,30-45 y.,4th Quintile,Never,0.48231,650,25295,0.48175,0.48287
2013,30-45 y.,5th Quintile,Very often,0.05664,99,25295,0.05639,0.05689
2013,30-45 y.,5th Quintile,Often,0.10994,174,25295,0.10961,0.11028
2013,30-45 y.,5th Quintile,Sometimes,0.12626,187,25295,0.12590,0.12662
2013,30-45 y.,5th Quintile,Seldom,0.22519,277,25295,0.22474,0.22564
2013,30-45 y.,5th Quintile,Never,0.48197,634,25295,0.48144,0.48251
2013,46-65 y.,1st Quintile,Very often,0.04768,80,25295,0.04745,0.04791
2013,46-65 y.,1st Quintile,Often,0.10257,172,25295,0.10224,0.10289
2013,46-65 y.,1st Quintile,Sometimes,0.10114,149,25295,0.10082,0.10147
2013,46-65 y.,1st Quintile,Seldom,0.13242,168,25295,0.13206,0.13279
2013,46-65 y.,1st Quintile,Never,0.61619,863,25295,0.61566,0.61671
2013,46-65 y.,2nd Quintile,Very often,0.05637,100,25295,0.05612,0.05662
2013,46-65 y.,2nd Quintile,Often,0.09177,168,25295,0.09145,0.09208
2013,46-65 y.,2nd Quintile,Sometimes,0.13987,170,25295,0.13949,0.14025
2013,46-65 y.,2nd Quintile,Seldom,0.17156,216,25295,0.17115,0.17197
2013,46-65 y.,2nd Quintile,Never,0.54043,707,25295,0.53988,0.54097
2013,46-65 y.,3rd Quintile,Very often,0.04763,123,25295,0.04743,0.04784
2013,46-65 y.,3rd Quintile,Often,0.09555,201,25295,0.09527,0.09584
2013,46-65 y.,3rd Quintile,Sometimes,0.10095,191,25295,0.10066,0.10124
2013,46-65 y.,3rd Quintile,Seldom,0.20633,294,25295,0.20594,0.20673
2013,46-65 y.,3rd Quintile,Never,0.54953,808,25295,0.54905,0.55001
2013,46-65 y.,4th Quintile,Very often,0.07708,138,25295,0.07685,0.07730
2013,46-65 y.,4th Quintile,Often,0.13664,252,25295,0.13635,0.13694
2013,46-65 y.,4th Quintile,Sometimes,0.10154,225,25295,0.10128,0.10180
2013,46-65 y.,4th Quintile,Seldom,0.19766,388,25295,0.19731,0.19800
2013,46-65 y.,4th Quintile,Never,0.48709,897,25295,0.48666,0.48751
2013,46-65 y.,5th Quintile,Very often,0.05951,153,25295,0.05932,0.05969
2013,46-65 y.,5th Quintile,Often,0.10818,315,25295,0.10794,0.10842
2013,46-65 y.,5th Quintile,Sometimes,0.12632,371,25295,0.12606,0.12657
2013,46-65 y.,5th Quintile,Seldom,0.21497,549,25295,0.21466,0.21529
2013,46-65 y.,5th Quintile,Never,0.49102,1252,25295,0.49064,0.49141
2013,66 and older,1st Quintile,Often,0.06211,47,25295,0.06183,0.06238
2013,66 and older,1st Quintile,Sometimes,0.10221,84,25295,0.10187,0.10256
2013,66 and older,1st Quintile,Seldom,0.13413,111,25295,0.13374,0.13452
2013,66 and older,1st Quintile,Never,0.70155,543,25295,0.70102,0.70207
2013,66 and older,2nd Quintile,Very often,0.03728,39,25295,0.03710,0.03746
2013,66 and older,2nd Quintile,Often,0.06797,74,25295,0.06772,0.06821
2013,66 and older,2nd Quintile,Sometimes,0.07422,103,25295,0.07396,0.07447
2013,66 and older,2nd Quintile,Seldom,0.15855,198,25295,0.15819,0.15890
2013,66 and older,2nd Quintile,Never,0.66199,795,25295,0.66153,0.66245
2013,66 and older,3rd Quintile,Very often,0.02783,33,25295,0.02765,0.02800
2013,66 and older,3rd Quintile,Often,0.06782,75,25295,0.06755,0.06808
2013,66 and older,3rd Quintile,Sometimes,0.08803,88,25295,0.08773,0.08833
2013,66 and older,3rd Quintile,Seldom,0.15282,161,25295,0.15244,0.15320
2013,66 and older,3rd Quintile,Never,0.66350,685,25295,0.66300,0.66400
2013,66 and older,4th Quintile,Very often,0.03502,38,25295,0.03480,0.03523
2013,66 and older,4th Quintile,Often,0.05234,52,25295,0.05208,0.05260
2013,66 and older,4th Quintile,Sometimes,0.07818,67,25295,0.07787,0.07849
2013,66 and older,4th Quintile,Seldom,0.17943,157,25295,0.17898,0.17987
2013,66 and older,4th Quintile,Never,0.65503,553,25295,0.65448,0.65558
2013,66 and older,5th Quintile,Very often,0.03513,41,25295,0.03490,0.03536
2013,66 and older,5th Quintile,Often,0.06699,76,25295,0.06668,0.06729
2013,66 and older,5th Quintile,Sometimes,0.09260,92,25295,0.09224,0.09296
2013,66 and older,5th Quintile,Seldom,0.17125,183,25295,0.17079,0.17171
2013,66 and older,5th Quintile,Never,0.63403,587,25295,0.63344,0.63463
2018,17-29 y.,1st Quintile,Very often,0.06871,97,24184,0.06842,0.06901
2018,17-29 y.,1st Quintile,Often,0.10899,137,24184,0.10863,0.10936
2018,17-29 y.,1st Quintile,Sometimes,0.09970,131,24184,0.09935,0.10005
2018,17-29 y.,1st Quintile,Seldom,0.16035,212,24184,0.15993,0.16078
2018,17-29 y.,1st Quintile,Never,0.56224,646,24184,0.56167,0.56282
2018,17-29 y.,2nd Quintile,Very often,0.05777,68,24184,0.05745,0.05809
2018,17-29 y.,2nd Quintile,Often,0.11262,89,24184,0.11218,0.11305
2018,17-29 y.,2nd Quintile,Sometimes,0.11141,95,24184,0.11097,0.11184
2018,17-29 y.,2nd Quintile,Seldom,0.15950,152,24184,0.15899,0.16000
2018,17-29 y.,2nd Quintile,Never,0.55871,509,24184,0.55803,0.55940
2018,17-29 y.,3rd Quintile,Very often,0.06398,64,24184,0.06364,0.06431
2018,17-29 y.,3rd Quintile,Often,0.12566,91,24184,0.12520,0.12611
2018,17-29 y.,3rd Quintile,Sometimes,0.12091,71,24184,0.12046,0.12135
2018,17-29 y.,3rd Quintile,Seldom,0.16314,135,24184,0.16263,0.16364
2018,17-29 y.,3rd Quintile,Never,0.52633,391,24184,0.52564,0.52701
2018,17-29 y.,4th Quintile,Very often,0.06062,42,24184,0.06029,0.06096
2018,17-29 y.,4th Quintile,Often,0.10617,74,24184,0.10573,0.10661
2018,17-29 y.,4th Quintile,Sometimes,0.13570,77,24184,0.13522,0.13618
2018,17-29 y.,4th Quintile,Seldom,0.16213,101,24184,0.16161,0.16265
2018,17-29 y.,4th Quintile,Never,0.53538,315,24184,0.53468,0.53609
2018,17-29 y.,5th Quintile,Often,0.07534,43,24184,0.07487,0.07580
2018,17-29 y.,5th Quintile,Sometimes,0.13769,44,24184,0.13708,0.13830
2018,17-29 y.,5th Quintile,Seldom,0.23163,100,24184,0.23088,0.23238
2018,17-29 y.,5th Quintile,Never,0.55535,252,24184,0.55447,0.55623
2018,30-45 y.,1st Quintile,Very often,0.07019,106,24184,0.06989,0.07050
2018,30-45 y.,1st Quintile,Often,0.10124,143,24184,0.10088,0.10160
2018,30-45 y.,1st Quintile,Sometimes,0.07780,102,24184,0.07748,0.07812
2018,30-45 y.,1st Quintile,Seldom,0.15494,177,24184,0.15452,0.15537
2018,30-45 y.,1st Quintile,Never,0.59582,793,24184,0.59524,0.59641
2018,30-45 y.,2nd Quintile,Very often,0.07542,100,24184,0.07512,0.07573
2018,30-45 y.,2nd Quintile,Often,0.09977,171,24184,0.09943,0.10011
2018,30-45 y.,2nd Quintile,Sometimes,0.09628,153,24184,0.09594,0.09661
2018,30-45 y.,2nd Quintile,Seldom,0.14890,221,24184,0.14849,0.14931
2018,30-45 y.,2nd Quintile,Never,0.57963,841,24184,0.57907,0.58019
2018,30-45 y.,3rd Quintile,Very often,0.08135,116,24184,0.08104,0.08165
2018,30-45 y.,3rd Quintile,Often,0.10767,158,24184,0.10732,0.10801
2018,30-45 y.,3rd Quintile,Sometimes,0.11401,166,24184,0.11365,0.11436
2018,30-45 y.,3rd Quintile,Seldom,0.20517,237,24184,0.20472,0.20562
2018,30-45 y.,3rd Quintile,Never,0.49180,614,24184,0.49125,0.49236
2018,30-45 y.,4th Quintile,Very often,0.09168,112,24184,0.09137,0.09198
2018,30-45 y.,4th Quintile,Often,0.12292,139,24184,0.12258,0.12326
2018,30-45 y.,4th Quintile,Sometimes,0.11526,157,24184,0.11493,0.11560
2018,30-45 y.,4th Quintile,Seldom,0.18616,213,24184,0.18575,0.18657
2018,30-45 y.,4th Quintile,Never,0.48398,572,24184,0.48346,0.48451
2018,30-45 y.,5th Quintile,Very often,0.08081,88,24184,0.08052,0.08111
2018,30-45 y.,5th Quintile,Often,0.08820,121,24184,0.08790,0.08851
2018,30-45 y.,5th Quintile,Sometimes,0.13508,135,24184,0.13471,0.13544
2018,30-45 y.,5th Quintile,Seldom,0.21284,209,24184,0.21240,0.21328
2018,30-45 y.,5th Quintile,Never,0.48306,516,24184,0.48253,0.48360
2018,46-65 y.,1st Quintile,Very often,0.08536,127,24184,0.08506,0.08566
2018,46-65 y.,1st Quintile,Often,0.09137,137,24184,0.09107,0.09168
2018,46-65 y.,1st Quintile,Sometimes,0.09959,143,24184,0.09927,0.09991
