year,age_gr,sex,pld0045,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2008,17-29 y.,male,Sometimes,0.09180,146,19187,0.09156,0.09203
2008,17-29 y.,male,Seldom,0.17564,275,19187,0.17533,0.17595
2008,17-29 y.,male,Never,0.55731,821,19187,0.55691,0.55771
2008,17-29 y.,female,Very often,0.06015,106,19187,0.05995,0.06034
2008,17-29 y.,female,Often,0.10606,157,19187,0.10580,0.10631
2008,17-29 y.,female,Sometimes,0.09163,149,19187,0.09139,0.09187
2008,17-29 y.,female,Seldom,0.18640,292,19187,0.18608,0.18672
2008,17-29 y.,female,Never,0.55577,933,19187,0.55536,0.55618
2008,30-45 y.,male,Very often,0.05072,123,19187,0.05058,0.05086
2008,30-45 y.,male,Often,0.08750,215,19187,0.08733,0.08768
2008,30-45 y.,male,Sometimes,0.12467,301,19187,0.12446,0.12488
2008,30-45 y.,male,Seldom,0.19215,500,19187,0.19190,0.19240
2008,30-45 y.,male,Never,0.54496,1314,19187,0.54465,0.54528
2008,30-45 y.,female,Very often,0.06689,196,19187,0.06673,0.06705
2008,30-45 y.,female,Often,0.10732,302,19187,0.10712,0.10752
2008,30-45 y.,female,Sometimes,0.13093,332,19187,0.13071,0.13115
2008,30-45 y.,female,Seldom,0.17401,481,19187,0.17377,0.17426
2008,30-45 y.,female,Never,0.52085,1381,19187,0.52052,0.52117
2008,46-65 y.,male,Very often,0.04737,152,19187,0.04724,0.04750
2008,46-65 y.,male,Often,0.09335,311,19187,0.09317,0.09352
2008,46-65 y.,male,Sometimes,0.09771,343,19187,0.09753,0.09789
2008,46-65 y.,male,Seldom,0.19472,611,19187,0.19448,0.19495
2008,46-65 y.,male,Never,0.56686,1760,19187,0.56656,0.56716
2008,46-65 y.,female,Very often,0.05196,192,19187,0.05183,0.05209
2008,46-65 y.,female,Often,0.09294,337,19187,0.09277,0.09311
2008,46-65 y.,female,Sometimes,0.10363,379,19187,0.10345,0.10381
2008,46-65 y.,female,Seldom,0.17432,605,19187,0.17409,0.17454
2008,46-65 y.,female,Never,0.57715,1968,19187,0.57686,0.57744
2008,66 and older,male,Very often,0.02686,59,19187,0.02674,0.02698
2008,66 and older,male,Often,0.06825,125,19187,0.06807,0.06844
2008,66 and older,male,Sometimes,0.08274,175,19187,0.08254,0.08295
2008,66 and older,male,Seldom,0.17376,324,19187,0.17347,0.17404
2008,66 and older,male,Never,0.64838,1331,19187,0.64803,0.64874
2008,66 and older,female,Very often,0.03257,72,19187,0.03245,0.03268
2008,66 and older,female,Often,0.05135,111,19187,0.05121,0.05150
2008,66 and older,female,Sometimes,0.06776,159,19187,0.06759,0.06792
2008,66 and older,female,Seldom,0.11574,266,19187,0.11553,0.11595
2008,66 and older,female,Never,0.73258,1622,19187,0.73229,0.73287
2013,17-29 y.,male,Very often,0.05589,109,25355,0.05568,0.05611
2013,17-29 y.,male,Often,0.09426,169,25355,0.09399,0.09453
2013,17-29 y.,male,Sometimes,0.08993,156,25355,0.08966,0.09020
2013,17-29 y.,male,Seldom,0.20231,317,25355,0.20194,0.20269
2013,17-29 y.,male,Never,0.55760,893,25355,0.55714,0.55807
2013,17-29 y.,female,Very often,0.07322,157,25355,0.07297,0.07347
2013,17-29 y.,female,Often,0.10811,211,25355,0.10781,0.10841
2013,17-29 y.,female,Sometimes,0.09635,189,25355,0.09606,0.09663
2013,17-29 y.,female,Seldom,0.18950,323,25355,0.18913,0.18988
2013,17-29 y.,female,Never,0.53282,1010,25355,0.53234,0.53330
2013,30-45 y.,male,Very often,0.05941,222,25355,0.05924,0.05959
2013,30-45 y.,male,Often,0.09887,403,25355,0.09865,0.09910
2013,30-45 y.,male,Sometimes,0.11247,389,25355,0.11224,0.11271
2013,30-45 y.,male,Seldom,0.20593,681,25355,0.20563,0.20623
2013,30-45 y.,male,Never,0.52331,1586,25355,0.52294,0.52368
2013,30-45 y.,female,Very often,0.06723,435,25355,0.06704,0.06742
2013,30-45 y.,female,Often,0.12297,627,25355,0.12272,0.12322
2013,30-45 y.,female,Sometimes,0.12183,571,25355,0.12158,0.12207
2013,30-45 y.,female,Seldom,0.16994,806,25355,0.16966,0.17022
2013,30-45 y.,female,Never,0.51804,2239,25355,0.51767,0.51841
2013,46-65 y.,male,Very often,0.05424,253,25355,0.05411,0.05438
2013,46-65 y.,male,Often,0.10920,498,25355,0.10901,0.10938
2013,46-65 y.,male,Sometimes,0.11921,536,25355,0.11902,0.11940
2013,46-65 y.,male,Seldom,0.20300,833,25355,0.20276,0.20324
2013,46-65 y.,male,Never,0.51435,2044,25355,0.51405,0.51464
2013,46-65 y.,female,Very often,0.06417,341,25355,0.06403,0.06431
2013,46-65 y.,female,Often,0.10955,610,25355,0.10936,0.10973
2013,46-65 y.,female,Sometimes,0.10902,570,25355,0.10884,0.10921
2013,46-65 y.,female,Seldom,0.17889,782,25355,0.17866,0.17911
2013,46-65 y.,female,Never,0.53838,2483,25355,0.53808,0.53867
2013,66 and older,male,Very often,0.02739,70,25355,0.02726,0.02751
2013,66 and older,male,Often,0.06862,166,25355,0.06844,0.06881
2013,66 and older,male,Sometimes,0.09515,224,25355,0.09493,0.09537
2013,66 and older,male,Seldom,0.16563,418,25355,0.16536,0.16590
2013,66 and older,male,Never,0.64321,1505,25355,0.64286,0.64356
2013,66 and older,female,Very often,0.04155,110,25355,0.04142,0.04168
2013,66 and older,female,Often,0.05921,158,25355,0.05906,0.05937
2013,66 and older,female,Sometimes,0.07786,211,25355,0.07769,0.07804
2013,66 and older,female,Seldom,0.15082,392,25355,0.15059,0.15106
2013,66 and older,female,Never,0.67055,1658,25355,0.67024,0.67085
2018,17-29 y.,male,Very often,0.06062,134,25511,0.06042,0.06081
2018,17-29 y.,male,Often,0.10695,229,25511,0.10669,0.10721
2018,17-29 y.,male,Sometimes,0.11025,217,25511,0.10999,0.11051
2018,17-29 y.,male,Seldom,0.18424,384,25511,0.18391,0.18456
2018,17-29 y.,male,Never,0.53795,1118,25511,0.53754,0.53837
2018,17-29 y.,female,Very often,0.06841,188,25511,0.06819,0.06863
2018,17-29 y.,female,Often,0.10468,225,25511,0.10442,0.10495
2018,17-29 y.,female,Sometimes,0.11982,221,25511,0.11954,0.12010
2018,17-29 y.,female,Seldom,0.14776,344,25511,0.14745,0.14807
2018,17-29 y.,female,Never,0.55933,1168,25511,0.55890,0.55976
2018,30-45 y.,male,Very often,0.07158,209,25511,0.07140,0.07176
2018,30-45 y.,male,Often,0.09190,296,25511,0.09170,0.09209
2018,30-45 y.,male,Sometimes,0.10623,295,25511,0.10602,0.10644
2018,30-45 y.,male,Seldom,0.20337,500,25511,0.20310,0.20365
2018,30-45 y.,male,Never,0.52692,1491,25511,0.52657,0.52726
2018,30-45 y.,female,Very often,0.08668,328,25511,0.08649,0.08688
2018,30-45 y.,female,Often,0.11602,462,25511,0.11580,0.11624
2018,30-45 y.,female,Sometimes,0.10992,446,25511,0.10970,0.11013
2018,30-45 y.,female,Seldom,0.15544,591,25511,0.15519,0.15569
2018,30-45 y.,female,Never,0.53195,2097,25511,0.53160,0.53229
2018,46-65 y.,male,Very often,0.05526,278,25511,0.05513,0.05539
2018,46-65 y.,male,Often,0.10015,479,25511,0.09998,0.10032
2018,46-65 y.,male,Sometimes,0.13071,569,25511,0.13052,0.13090
2018,46-65 y.,male,Seldom,0.17914,791,25511,0.17892,0.17936
2018,46-65 y.,male,Never,0.53473,2327,25511,0.53445,0.53501
2018,46-65 y.,female,Very often,0.08429,436,25511,0.08413,0.08444
2018,46-65 y.,female,Often,0.12026,615,25511,0.12008,0.12045
2018,46-65 y.,female,Sometimes,0.12331,608,25511,0.12313,0.12350
2018,46-65 y.,female,Seldom,0.17273,864,25511,0.17252,0.17294
2018,46-65 y.,female,Never,0.49940,2631,25511,0.49912,0.49968
2018,66 and older,male,Very often,0.03673,91,25511,0.03659,0.03686
2018,66 and older,male,Often,0.06958,159,25511,0.06940,0.06976
2018,66 and older,male,Sometimes,0.09411,223,25511,0.09390,0.09432
2018,66 and older,male,Seldom,0.19918,444,25511,0.19890,0.19947
2018,66 and older,male,Never,0.60041,1522,25511,0.60006,0.60075
2018,66 and older,female,Very often,0.04670,118,25511,0.04656,0.04683
2018,66 and older,female,Often,0.05922,159,25511,0.05907,0.05938
2018,66 and older,female,Sometimes,0.08351,219,25511,0.08334,0.08369
2018,66 and older,female,Seldom,0.15209,368,25511,0.15186,0.15232
2018,66 and older,female,Never,0.65848,1667,25511,0.65817,0.65878
