year,pgisced97,sampreg,pld0045,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Upper Secondary Level,East,Never,0.64310,1762,2793,0.62533,0.66087
2003,Post-secondary Non-tertiary Level,West,Very often,0.07067,67,1009,0.05485,0.08649
2003,Post-secondary Non-tertiary Level,West,Often,0.09612,97,1009,0.07792,0.11432
2003,Post-secondary Non-tertiary Level,West,Sometimes,0.13958,122,1009,0.11819,0.16098
2003,Post-secondary Non-tertiary Level,West,Seldom,0.17486,191,1009,0.15141,0.19831
2003,Post-secondary Non-tertiary Level,West,Never,0.51675,532,1009,0.48590,0.54760
2003,Post-secondary Non-tertiary Level,East,Never,0.70469,87,87,0.60828,0.80111
2003,First Stage of Tertiary Education,West,Very often,0.07090,74,1227,0.05653,0.08527
2003,First Stage of Tertiary Education,West,Often,0.09725,135,1227,0.08066,0.11384
2003,First Stage of Tertiary Education,West,Sometimes,0.11132,142,1227,0.09371,0.12892
2003,First Stage of Tertiary Education,West,Seldom,0.18128,236,1227,0.15971,0.20284
2003,First Stage of Tertiary Education,West,Never,0.52909,640,1227,0.50115,0.55703
2003,First Stage of Tertiary Education,East,Often,0.09130,38,433,0.06414,0.11846
2003,First Stage of Tertiary Education,East,Sometimes,0.11802,51,433,0.08760,0.14845
2003,First Stage of Tertiary Education,East,Seldom,0.16698,88,433,0.13181,0.20215
2003,First Stage of Tertiary Education,East,Never,0.58103,256,433,0.53450,0.62756
2003,Second Stage of Tertiary Education,West,Very often,0.05557,186,3043,0.04742,0.06371
2003,Second Stage of Tertiary Education,West,Often,0.09792,316,3043,0.08736,0.10848
2003,Second Stage of Tertiary Education,West,Sometimes,0.12448,369,3043,0.11275,0.13621
2003,Second Stage of Tertiary Education,West,Seldom,0.19246,597,3043,0.17845,0.20647
2003,Second Stage of Tertiary Education,West,Never,0.52112,1575,3043,0.50337,0.53887
2003,Second Stage of Tertiary Education,East,Very often,0.03513,49,1285,0.02506,0.04520
2003,Second Stage of Tertiary Education,East,Often,0.05808,95,1285,0.04528,0.07087
2003,Second Stage of Tertiary Education,East,Sometimes,0.12201,165,1285,0.10410,0.13991
2003,Second Stage of Tertiary Education,East,Seldom,0.20005,280,1285,0.17817,0.22194
2003,Second Stage of Tertiary Education,East,Never,0.57536,696,1285,0.54832,0.60240
2008,Pre-primary Level,West,Seldom,0.14895,64,209,0.10056,0.19734
2008,Pre-primary Level,West,Never,0.27889,145,209,0.21795,0.33984
2008,Pre-primary Level,East,Never,0.33398,42,42,0.18962,0.47835
2008,Primary Level,West,Never,0.66908,103,103,0.57776,0.76040
2008,Lower Secondary Level,West,Very often,0.04871,74,1692,0.03845,0.05897
2008,Lower Secondary Level,West,Often,0.07820,130,1692,0.06540,0.09099
2008,Lower Secondary Level,West,Sometimes,0.08372,152,1692,0.07052,0.09692
2008,Lower Secondary Level,West,Seldom,0.13806,261,1692,0.12161,0.15450
2008,Lower Secondary Level,West,Never,0.61983,1075,1692,0.59670,0.64297
2008,Lower Secondary Level,East,Seldom,0.16716,51,251,0.12091,0.21341
2008,Lower Secondary Level,East,Never,0.65190,200,251,0.59285,0.71095
2008,Upper Secondary Level,West,Very often,0.04876,396,7192,0.04378,0.05374
2008,Upper Secondary Level,West,Often,0.08695,636,7192,0.08044,0.09346
2008,Upper Secondary Level,West,Sometimes,0.09892,720,7192,0.09202,0.10582
2008,Upper Secondary Level,West,Seldom,0.17139,1209,7192,0.16268,0.18010
2008,Upper Secondary Level,West,Never,0.58800,4231,7192,0.57663,0.59938
2008,Upper Secondary Level,East,Very often,0.03309,104,2474,0.02604,0.04015
2008,Upper Secondary Level,East,Often,0.07592,191,2474,0.06548,0.08636
2008,Upper Secondary Level,East,Sometimes,0.08699,223,2474,0.07588,0.09809
2008,Upper Secondary Level,East,Seldom,0.15330,404,2474,0.13910,0.16750
2008,Upper Secondary Level,East,Never,0.63780,1552,2474,0.61886,0.65675
2008,Post-secondary Non-tertiary Level,West,Very often,0.05538,39,921,0.04060,0.07015
2008,Post-secondary Non-tertiary Level,West,Often,0.10008,100,921,0.08069,0.11948
2008,Post-secondary Non-tertiary Level,West,Sometimes,0.10958,99,921,0.08940,0.12976
2008,Post-secondary Non-tertiary Level,West,Seldom,0.18061,174,921,0.15575,0.20547
2008,Post-secondary Non-tertiary Level,West,Never,0.54861,509,921,0.51646,0.58077
2008,Post-secondary Non-tertiary Level,East,Never,0.57855,92,92,0.47709,0.68000
2008,First Stage of Tertiary Education,West,Very often,0.06525,68,1033,0.05018,0.08032
2008,First Stage of Tertiary Education,West,Often,0.09677,108,1033,0.07874,0.11481
2008,First Stage of Tertiary Education,West,Sometimes,0.11936,118,1033,0.09957,0.13914
2008,First Stage of Tertiary Education,West,Seldom,0.17320,203,1033,0.15011,0.19629
2008,First Stage of Tertiary Education,West,Never,0.53878,536,1033,0.50836,0.56919
2008,First Stage of Tertiary Education,East,Sometimes,0.09486,36,337,0.06353,0.12619
2008,First Stage of Tertiary Education,East,Seldom,0.20062,78,337,0.15780,0.24344
2008,First Stage of Tertiary Education,East,Never,0.60166,223,337,0.54931,0.65401
2008,Second Stage of Tertiary Education,West,Very often,0.05840,176,2933,0.04991,0.06688
2008,Second Stage of Tertiary Education,West,Often,0.10835,307,2933,0.09710,0.11960
2008,Second Stage of Tertiary Education,West,Sometimes,0.11108,357,2933,0.09971,0.12246
2008,Second Stage of Tertiary Education,West,Seldom,0.20443,550,2933,0.18983,0.21903
2008,Second Stage of Tertiary Education,West,Never,0.51178,1543,2933,0.49368,0.52987
2008,Second Stage of Tertiary Education,East,Very often,0.04070,56,1240,0.02969,0.05170
2008,Second Stage of Tertiary Education,East,Often,0.08652,124,1240,0.07086,0.10217
2008,Second Stage of Tertiary Education,East,Sometimes,0.10793,147,1240,0.09065,0.12521
2008,Second Stage of Tertiary Education,East,Seldom,0.19714,254,1240,0.17499,0.21930
2008,Second Stage of Tertiary Education,East,Never,0.56566,659,1240,0.53806,0.59326
2013,Pre-primary Level,West,Very often,0.03593,37,382,0.01724,0.05462
2013,Pre-primary Level,West,Often,0.02286,34,382,0.00785,0.03787
2013,Pre-primary Level,West,Sometimes,0.06041,42,382,0.03649,0.08434
2013,Pre-primary Level,West,Seldom,0.05918,61,382,0.03549,0.08288
2013,Pre-primary Level,West,Never,0.25129,208,382,0.20773,0.29484
2013,Pre-primary Level,East,Never,0.20199,33,33,0.06288,0.34110
2013,Primary Level,West,Seldom,0.09486,37,199,0.05405,0.13568
2013,Primary Level,West,Never,0.39049,162,199,0.32254,0.45845
2013,Lower Secondary Level,West,Very often,0.03858,118,2221,0.03057,0.04659
2013,Lower Secondary Level,West,Often,0.05485,208,2221,0.04537,0.06432
2013,Lower Secondary Level,West,Sometimes,0.08431,230,2221,0.07275,0.09587
2013,Lower Secondary Level,West,Seldom,0.13608,367,2221,0.12182,0.15035
2013,Lower Secondary Level,West,Never,0.48570,1298,2221,0.46491,0.50649
2013,Lower Secondary Level,East,Sometimes,0.07317,34,296,0.04345,0.10289
2013,Lower Secondary Level,East,Seldom,0.13677,44,296,0.09756,0.17598
2013,Lower Secondary Level,East,Never,0.58509,218,296,0.52887,0.64132
2013,Upper Secondary Level,West,Very often,0.04986,684,9309,0.04544,0.05428
2013,Upper Secondary Level,West,Often,0.08866,1047,9309,0.08289,0.09444
2013,Upper Secondary Level,West,Sometimes,0.08868,965,9309,0.08291,0.09446
2013,Upper Secondary Level,West,Seldom,0.16270,1623,9309,0.15520,0.17020
2013,Upper Secondary Level,West,Never,0.52789,4990,9309,0.51775,0.53803
2013,Upper Secondary Level,East,Very often,0.04045,140,3036,0.03344,0.04746
2013,Upper Secondary Level,East,Often,0.07101,247,3036,0.06187,0.08015
2013,Upper Secondary Level,East,Sometimes,0.09400,306,3036,0.08362,0.10438
2013,Upper Secondary Level,East,Seldom,0.17067,527,3036,0.15728,0.18405
2013,Upper Secondary Level,East,Never,0.59713,1816,3036,0.57968,0.61458
2013,Post-secondary Non-tertiary Level,West,Very often,0.04718,122,1491,0.03641,0.05794
2013,Post-secondary Non-tertiary Level,West,Often,0.08905,193,1491,0.07459,0.10352
2013,Post-secondary Non-tertiary Level,West,Sometimes,0.08523,181,1491,0.07106,0.09941
2013,Post-secondary Non-tertiary Level,West,Seldom,0.15994,259,1491,0.14133,0.17856
2013,Post-secondary Non-tertiary Level,West,Never,0.45018,736,1491,0.42492,0.47544
2013,Post-secondary Non-tertiary Level,East,Seldom,0.17537,55,197,0.12213,0.22861
2013,Post-secondary Non-tertiary Level,East,Never,0.47804,142,197,0.40810,0.54797
2013,First Stage of Tertiary Education,West,Very often,0.06039,81,1239,0.04712,0.07366
2013,First Stage of Tertiary Education,West,Often,0.12474,194,1239,0.10634,0.14315
2013,First Stage of Tertiary Education,West,Sometimes,0.11303,155,1239,0.09539,0.13067
2013,First Stage of Tertiary Education,West,Seldom,0.20848,256,1239,0.18585,0.23111
2013,First Stage of Tertiary Education,West,Never,0.47155,553,1239,0.44375,0.49936
2013,First Stage of Tertiary Education,East,Often,0.10607,52,418,0.07652,0.13563
2013,First Stage of Tertiary Education,East,Sometimes,0.11747,46,418,0.08657,0.14838
2013,First Stage of Tertiary Education,East,Seldom,0.18098,88,418,0.14402,0.21793
2013,First Stage of Tertiary Education,East,Never,0.56080,232,418,0.51317,0.60844
2013,Second Stage of Tertiary Education,West,Very often,0.06267,333,4360,0.05548,0.06987
2013,Second Stage of Tertiary Education,West,Often,0.10259,579,4360,0.09358,0.11160
2013,Second Stage of Tertiary Education,West,Sometimes,0.10667,595,4360,0.09750,0.11583
2013,Second Stage of Tertiary Education,West,Seldom,0.17539,831,4360,0.16410,0.18668
2013,Second Stage of Tertiary Education,West,Never,0.45152,2022,4360,0.43675,0.46629
2013,Second Stage of Tertiary Education,East,Very often,0.04089,71,1447,0.03069,0.05110
2013,Second Stage of Tertiary Education,East,Often,0.09999,157,1447,0.08453,0.11545
2013,Second Stage of Tertiary Education,East,Sometimes,0.11381,177,1447,0.09744,0.13018
2013,Second Stage of Tertiary Education,East,Seldom,0.19337,307,1447,0.17302,0.21373
2013,Second Stage of Tertiary Education,East,Never,0.51646,735,1447,0.49070,0.54221
2018,Pre-primary Level,West,Often,0.08241,37,235,0.04717,0.11764
2018,Pre-primary Level,West,Seldom,0.07818,36,235,0.04379,0.11258
2018,Pre-primary Level,West,Never,0.32318,162,235,0.26325,0.38310
2018,Primary Level,West,Often,0.07502,44,405,0.04933,0.10070
2018,Primary Level,West,Sometimes,0.07425,36,405,0.04868,0.09981
2018,Primary Level,West,Seldom,0.08626,51,405,0.05888,0.11363
2018,Primary Level,West,Never,0.57408,274,405,0.52587,0.62230
2018,Primary Level,East,Never,0.54092,43,43,0.39021,0.69163
2018,Lower Secondary Level,West,Very often,0.05992,165,2282,0.05018,0.06966
2018,Lower Secondary Level,West,Often,0.08045,203,2282,0.06929,0.09162
2018,Lower Secondary Level,West,Sometimes,0.09977,217,2282,0.08747,0.11207
2018,Lower Secondary Level,West,Seldom,0.13577,296,2282,0.12171,0.14983
2018,Lower Secondary Level,West,Never,0.58213,1401,2282,0.56189,0.60237
2018,Lower Secondary Level,East,Sometimes,0.10451,41,347,0.07228,0.13675
2018,Lower Secondary Level,East,Seldom,0.10308,48,347,0.07104,0.13512
2018,Lower Secondary Level,East,Never,0.60013,258,347,0.54852,0.65175
2018,Upper Secondary Level,West,Very often,0.06475,639,8718,0.05958,0.06991
2018,Upper Secondary Level,West,Often,0.09745,904,8718,0.09122,0.10368
2018,Upper Secondary Level,West,Sometimes,0.10466,909,8718,0.09823,0.11108
2018,Upper Secondary Level,West,Seldom,0.17312,1459,8718,0.16518,0.18106
2018,Upper Secondary Level,West,Never,0.55110,4807,8718,0.54065,0.56154
2018,Upper Secondary Level,East,Very often,0.04944,143,2766,0.04136,0.05752
2018,Upper Secondary Level,East,Often,0.07760,234,2766,0.06763,0.08758
2018,Upper Secondary Level,East,Sometimes,0.08709,252,2766,0.07658,0.09761
2018,Upper Secondary Level,East,Seldom,0.14431,390,2766,0.13121,0.15740
2018,Upper Secondary Level,East,Never,0.63717,1747,2766,0.61925,0.65509
2018,Post-secondary Non-tertiary Level,West,Very often,0.08213,160,1798,0.06943,0.09482
2018,Post-secondary Non-tertiary Level,West,Often,0.09548,188,1798,0.08190,0.10907
2018,Post-secondary Non-tertiary Level,West,Sometimes,0.12645,224,1798,0.11108,0.14182
2018,Post-secondary Non-tertiary Level,West,Seldom,0.18711,306,1798,0.16908,0.20515
2018,Post-secondary Non-tertiary Level,West,Never,0.50282,920,1798,0.47970,0.52594
2018,Post-secondary Non-tertiary Level,East,Often,0.14994,41,309,0.11006,0.18981
2018,Post-secondary Non-tertiary Level,East,Sometimes,0.12947,38,309,0.09198,0.16697
2018,Post-secondary Non-tertiary Level,East,Seldom,0.17196,55,309,0.12982,0.21411
2018,Post-secondary Non-tertiary Level,East,Never,0.51885,175,309,0.46305,0.57465
2018,First Stage of Tertiary Education,West,Very often,0.05192,70,1054,0.03852,0.06532
2018,First Stage of Tertiary Education,West,Often,0.11285,137,1054,0.09374,0.13196
2018,First Stage of Tertiary Education,West,Sometimes,0.13957,131,1054,0.11864,0.16050
2018,First Stage of Tertiary Education,West,Seldom,0.19987,203,1054,0.17572,0.22403
2018,First Stage of Tertiary Education,West,Never,0.49329,513,1054,0.46309,0.52348
2018,First Stage of Tertiary Education,East,Often,0.09842,35,365,0.06781,0.12902
2018,First Stage of Tertiary Education,East,Sometimes,0.11178,43,365,0.07941,0.14414
2018,First Stage of Tertiary Education,East,Seldom,0.18156,68,365,0.14196,0.22116
2018,First Stage of Tertiary Education,East,Never,0.52277,219,365,0.47146,0.57409
2018,Second Stage of Tertiary Education,West,Very often,0.07433,382,4952,0.06702,0.08163
2018,Second Stage of Tertiary Education,West,Often,0.09973,555,4952,0.09139,0.10808
2018,Second Stage of Tertiary Education,West,Sometimes,0.11893,622,4952,0.10991,0.12794
2018,Second Stage of Tertiary Education,West,Seldom,0.20952,999,4952,0.19819,0.22086
2018,Second Stage of Tertiary Education,West,Never,0.49026,2394,4952,0.47633,0.50418
2018,Second Stage of Tertiary Education,East,Very often,0.04120,76,1390,0.03075,0.05165
2018,Second Stage of Tertiary Education,East,Often,0.11119,150,1390,0.09466,0.12772
2018,Second Stage of Tertiary Education,East,Sometimes,0.10366,165,1390,0.08763,0.11969
2018,Second Stage of Tertiary Education,East,Seldom,0.15693,253,1390,0.13780,0.17606
2018,Second Stage of Tertiary Education,East,Never,0.57981,746,1390,0.55386,0.60577
