year,age_gr,regtyp,pld0045,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,46-65 y.,Rural regions,Sometimes,0.09664,269,2500,0.08505,0.10822
2003,46-65 y.,Rural regions,Seldom,0.19592,516,2500,0.18036,0.21148
2003,46-65 y.,Rural regions,Never,0.57509,1386,2500,0.55571,0.59447
2003,66 and older,Urban regions,Very often,0.03682,81,2371,0.02924,0.04440
2003,66 and older,Urban regions,Often,0.03941,115,2371,0.03157,0.04724
2003,66 and older,Urban regions,Sometimes,0.06240,143,2371,0.05267,0.07214
2003,66 and older,Urban regions,Seldom,0.10743,243,2371,0.09496,0.11989
2003,66 and older,Urban regions,Never,0.75394,1789,2371,0.73660,0.77128
2003,66 and older,Rural regions,Very often,0.04067,46,1237,0.02965,0.05168
2003,66 and older,Rural regions,Often,0.05733,71,1237,0.04437,0.07029
2003,66 and older,Rural regions,Sometimes,0.09932,124,1237,0.08265,0.11600
2003,66 and older,Rural regions,Seldom,0.14922,195,1237,0.12935,0.16908
2003,66 and older,Rural regions,Never,0.65346,801,1237,0.62693,0.67999
2008,17-29 y.,Urban regions,Very often,0.06049,129,2085,0.05025,0.07073
2008,17-29 y.,Urban regions,Often,0.09936,193,2085,0.08651,0.11220
2008,17-29 y.,Urban regions,Sometimes,0.08989,187,2085,0.07761,0.10217
2008,17-29 y.,Urban regions,Seldom,0.17226,370,2085,0.15605,0.18847
2008,17-29 y.,Urban regions,Never,0.57800,1206,2085,0.55680,0.59920
2008,17-29 y.,Rural regions,Very often,0.07920,81,1055,0.06290,0.09551
2008,17-29 y.,Rural regions,Often,0.11465,121,1055,0.09541,0.13388
2008,17-29 y.,Rural regions,Sometimes,0.09537,108,1055,0.07763,0.11310
2008,17-29 y.,Rural regions,Seldom,0.19905,197,1055,0.17494,0.22315
2008,17-29 y.,Rural regions,Never,0.51174,548,1055,0.48156,0.54191
2008,30-45 y.,Urban regions,Very often,0.05693,204,3439,0.04918,0.06467
2008,30-45 y.,Urban regions,Often,0.08766,313,3439,0.07820,0.09711
2008,30-45 y.,Urban regions,Sometimes,0.12718,423,3439,0.11605,0.13832
2008,30-45 y.,Urban regions,Seldom,0.17784,617,3439,0.16506,0.19063
2008,30-45 y.,Urban regions,Never,0.55039,1882,3439,0.53376,0.56702
2008,30-45 y.,Rural regions,Very often,0.06274,115,1705,0.05123,0.07426
2008,30-45 y.,Rural regions,Often,0.11993,204,1705,0.10450,0.13535
2008,30-45 y.,Rural regions,Sometimes,0.12899,210,1705,0.11307,0.14490
2008,30-45 y.,Rural regions,Seldom,0.19573,364,1705,0.17689,0.21456
2008,30-45 y.,Rural regions,Never,0.49261,812,1705,0.46888,0.51635
2008,46-65 y.,Urban regions,Very often,0.04422,205,4325,0.03809,0.05035
2008,46-65 y.,Urban regions,Often,0.09121,405,4325,0.08262,0.09979
2008,46-65 y.,Urban regions,Sometimes,0.09428,431,4325,0.08557,0.10299
2008,46-65 y.,Urban regions,Seldom,0.17461,769,4325,0.16329,0.18592
2008,46-65 y.,Urban regions,Never,0.59568,2515,4325,0.58106,0.61031
2008,46-65 y.,Rural regions,Very often,0.06077,139,2333,0.05107,0.07046
2008,46-65 y.,Rural regions,Often,0.09710,243,2333,0.08508,0.10912
2008,46-65 y.,Rural regions,Sometimes,0.11368,291,2333,0.10080,0.12656
2008,46-65 y.,Rural regions,Seldom,0.20433,447,2333,0.18797,0.22070
2008,46-65 y.,Rural regions,Never,0.52412,1213,2333,0.50385,0.54439
2008,66 and older,Urban regions,Very often,0.02217,65,2778,0.01670,0.02765
2008,66 and older,Urban regions,Often,0.04706,128,2778,0.03918,0.05493
2008,66 and older,Urban regions,Sometimes,0.06471,195,2778,0.05556,0.07386
2008,66 and older,Urban regions,Seldom,0.13371,355,2778,0.12105,0.14637
2008,66 and older,Urban regions,Never,0.73236,2035,2778,0.71589,0.74882
2008,66 and older,Rural regions,Very often,0.04679,66,1467,0.03598,0.05760
2008,66 and older,Rural regions,Often,0.08297,108,1467,0.06885,0.09709
2008,66 and older,Rural regions,Sometimes,0.09416,139,1467,0.07921,0.10911
2008,66 and older,Rural regions,Seldom,0.15557,235,1467,0.13702,0.17413
2008,66 and older,Rural regions,Never,0.62051,919,1467,0.59567,0.64535
2013,17-29 y.,Urban regions,Very often,0.06242,167,2309,0.05255,0.07229
2013,17-29 y.,Urban regions,Often,0.09600,241,2309,0.08398,0.10802
2013,17-29 y.,Urban regions,Sometimes,0.08826,218,2309,0.07669,0.09983
2013,17-29 y.,Urban regions,Seldom,0.19604,417,2309,0.17984,0.21224
2013,17-29 y.,Urban regions,Never,0.55728,1266,2309,0.53701,0.57754
2013,17-29 y.,Rural regions,Very often,0.06842,99,1225,0.05427,0.08256
2013,17-29 y.,Rural regions,Often,0.10795,139,1225,0.09057,0.12534
2013,17-29 y.,Rural regions,Sometimes,0.10321,127,1225,0.08616,0.12025
2013,17-29 y.,Rural regions,Seldom,0.19763,223,1225,0.17532,0.21994
2013,17-29 y.,Rural regions,Never,0.52280,637,1225,0.49481,0.55078
2013,30-45 y.,Urban regions,Very often,0.05817,397,5124,0.05176,0.06457
2013,30-45 y.,Urban regions,Often,0.09737,621,5124,0.08926,0.10549
2013,30-45 y.,Urban regions,Sometimes,0.11298,589,5124,0.10431,0.12164
2013,30-45 y.,Urban regions,Seldom,0.17874,918,5124,0.16825,0.18923
2013,30-45 y.,Urban regions,Never,0.55274,2599,5124,0.53913,0.56636
2013,30-45 y.,Rural regions,Very often,0.07490,260,2835,0.06521,0.08459
2013,30-45 y.,Rural regions,Often,0.14179,409,2835,0.12895,0.15464
2013,30-45 y.,Rural regions,Sometimes,0.12488,371,2835,0.11270,0.13705
2013,30-45 y.,Rural regions,Seldom,0.20823,569,2835,0.19328,0.22318
2013,30-45 y.,Rural regions,Never,0.45020,1226,2835,0.43188,0.46851
2013,46-65 y.,Urban regions,Very often,0.05925,368,5539,0.05303,0.06547
2013,46-65 y.,Urban regions,Often,0.10254,655,5539,0.09455,0.11053
2013,46-65 y.,Urban regions,Sometimes,0.10417,659,5539,0.09612,0.11221
2013,46-65 y.,Urban regions,Seldom,0.18314,956,5539,0.17295,0.19333
2013,46-65 y.,Urban regions,Never,0.55090,2901,5539,0.53780,0.56400
2013,46-65 y.,Rural regions,Very often,0.05939,226,3410,0.05146,0.06733
2013,46-65 y.,Rural regions,Often,0.12049,453,3410,0.10957,0.13142
2013,46-65 y.,Rural regions,Sometimes,0.13100,447,3410,0.11967,0.14233
2013,46-65 y.,Rural regions,Seldom,0.20254,659,3410,0.18905,0.21603
2013,46-65 y.,Rural regions,Never,0.48657,1625,3410,0.46979,0.50335
2013,66 and older,Urban regions,Very often,0.03517,109,3157,0.02874,0.04160
2013,66 and older,Urban regions,Often,0.06075,198,3157,0.05242,0.06909
2013,66 and older,Urban regions,Sometimes,0.07289,240,3157,0.06382,0.08196
2013,66 and older,Urban regions,Seldom,0.14505,480,3157,0.13277,0.15734
2013,66 and older,Urban regions,Never,0.68613,2130,3157,0.66994,0.70232
2013,66 and older,Rural regions,Very often,0.03627,71,1756,0.02753,0.04502
2013,66 and older,Rural regions,Often,0.06876,126,1756,0.05692,0.08060
2013,66 and older,Rural regions,Sometimes,0.11150,195,1756,0.09678,0.12623
2013,66 and older,Rural regions,Seldom,0.18421,330,1756,0.16607,0.20234
2013,66 and older,Rural regions,Never,0.59925,1034,1756,0.57632,0.62218
2018,17-29 y.,Urban regions,Very often,0.06761,221,2892,0.05846,0.07676
2018,17-29 y.,Urban regions,Often,0.09778,291,2892,0.08695,0.10861
2018,17-29 y.,Urban regions,Sometimes,0.10728,273,2892,0.09600,0.11856
2018,17-29 y.,Urban regions,Seldom,0.16494,483,2892,0.15141,0.17847
2018,17-29 y.,Urban regions,Never,0.56239,1624,2892,0.54430,0.58047
2018,17-29 y.,Rural regions,Very often,0.05914,101,1334,0.04648,0.07181
2018,17-29 y.,Rural regions,Often,0.12514,163,1334,0.10738,0.14290
2018,17-29 y.,Rural regions,Sometimes,0.13696,165,1334,0.11850,0.15541
2018,17-29 y.,Rural regions,Seldom,0.16990,244,1334,0.14974,0.19006
2018,17-29 y.,Rural regions,Never,0.50886,661,1334,0.48202,0.53570
2018,30-45 y.,Urban regions,Very often,0.07950,360,4512,0.07161,0.08740
2018,30-45 y.,Urban regions,Often,0.09605,475,4512,0.08746,0.10465
2018,30-45 y.,Urban regions,Sometimes,0.10702,482,4512,0.09800,0.11604
2018,30-45 y.,Urban regions,Seldom,0.17525,722,4512,0.16415,0.18634
2018,30-45 y.,Urban regions,Never,0.54218,2473,4512,0.52764,0.55672
2018,30-45 y.,Rural regions,Very often,0.07631,177,2205,0.06523,0.08740
2018,30-45 y.,Rural regions,Often,0.12458,283,2205,0.11079,0.13836
2018,30-45 y.,Rural regions,Sometimes,0.11116,259,2205,0.09803,0.12428
2018,30-45 y.,Rural regions,Seldom,0.18804,370,2205,0.17173,0.20435
2018,30-45 y.,Rural regions,Never,0.49991,1116,2205,0.47904,0.52079
2018,46-65 y.,Urban regions,Very often,0.06634,451,6056,0.06007,0.07261
2018,46-65 y.,Urban regions,Often,0.09917,632,6056,0.09164,0.10670
2018,46-65 y.,Urban regions,Sometimes,0.11914,709,6056,0.11098,0.12730
2018,46-65 y.,Urban regions,Seldom,0.16761,1018,6056,0.15821,0.17702
2018,46-65 y.,Urban regions,Never,0.54773,3246,6056,0.53520,0.56027
2018,46-65 y.,Rural regions,Very often,0.07564,263,3540,0.06693,0.08435
2018,46-65 y.,Rural regions,Often,0.13235,462,3540,0.12118,0.14351
2018,46-65 y.,Rural regions,Sometimes,0.14118,468,3540,0.12971,0.15265
2018,46-65 y.,Rural regions,Seldom,0.19185,636,3540,0.17887,0.20482
2018,46-65 y.,Rural regions,Never,0.45899,1711,3540,0.44257,0.47541
2018,66 and older,Urban regions,Very often,0.04044,118,3147,0.03355,0.04732
2018,66 and older,Urban regions,Often,0.05997,185,3147,0.05167,0.06827
2018,66 and older,Urban regions,Sometimes,0.08288,256,3147,0.07324,0.09251
2018,66 and older,Urban regions,Seldom,0.16325,477,3147,0.15034,0.17617
2018,66 and older,Urban regions,Never,0.65346,2111,3147,0.63683,0.67009
2018,66 and older,Rural regions,Very often,0.04663,91,1825,0.03695,0.05630
2018,66 and older,Rural regions,Often,0.07118,133,1825,0.05938,0.08298
2018,66 and older,Rural regions,Sometimes,0.09959,186,1825,0.08584,0.11333
2018,66 and older,Rural regions,Seldom,0.19644,336,1825,0.17821,0.21467
2018,66 and older,Rural regions,Never,0.58617,1079,1825,0.56357,0.60877
