year,pgisced97,regtyp,pld0045,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Second Stage of Tertiary Education,Rural regions,Sometimes,0.15520,193,1256,0.13517,0.17524
2003,Second Stage of Tertiary Education,Rural regions,Seldom,0.23141,302,1256,0.20807,0.25474
2003,Second Stage of Tertiary Education,Rural regions,Never,0.47198,569,1256,0.44436,0.49960
2008,No answer / don't know,Urban regions,Never,0.64937,138,138,0.56947,0.72928
2008,No answer / don't know,Rural regions,Never,0.58600,67,67,0.46716,0.70483
2008,Pre-primary Level,Urban regions,Seldom,0.24125,56,184,0.17926,0.30324
2008,Pre-primary Level,Urban regions,Never,0.50382,128,184,0.43138,0.57627
2008,Pre-primary Level,Rural regions,Never,0.45770,59,59,0.32948,0.58592
2008,Primary Level,Urban regions,Never,0.73417,88,88,0.64134,0.82700
2008,Lower Secondary Level,Urban regions,Very often,0.03465,43,1320,0.02478,0.04452
2008,Lower Secondary Level,Urban regions,Often,0.07439,92,1320,0.06023,0.08856
2008,Lower Secondary Level,Urban regions,Sometimes,0.08656,120,1320,0.07138,0.10173
2008,Lower Secondary Level,Urban regions,Seldom,0.13863,191,1320,0.11998,0.15728
2008,Lower Secondary Level,Urban regions,Never,0.66577,874,1320,0.64031,0.69123
2008,Lower Secondary Level,Rural regions,Very often,0.08417,42,675,0.06321,0.10514
2008,Lower Secondary Level,Rural regions,Often,0.07938,54,675,0.05897,0.09979
2008,Lower Secondary Level,Rural regions,Sometimes,0.08013,57,675,0.05964,0.10063
2008,Lower Secondary Level,Rural regions,Seldom,0.16062,121,675,0.13290,0.18834
2008,Lower Secondary Level,Rural regions,Never,0.59569,401,675,0.55864,0.63274
2008,Upper Secondary Level,Urban regions,Very often,0.04118,299,6075,0.03619,0.04618
2008,Upper Secondary Level,Urban regions,Often,0.07844,476,6075,0.07168,0.08521
2008,Upper Secondary Level,Urban regions,Sometimes,0.09343,552,6075,0.08611,0.10075
2008,Upper Secondary Level,Urban regions,Seldom,0.16198,970,6075,0.15272,0.17125
2008,Upper Secondary Level,Urban regions,Never,0.62496,3778,6075,0.61279,0.63714
2008,Upper Secondary Level,Rural regions,Very often,0.05517,201,3591,0.04770,0.06264
2008,Upper Secondary Level,Rural regions,Often,0.09861,351,3591,0.08886,0.10836
2008,Upper Secondary Level,Rural regions,Sometimes,0.10460,391,3591,0.09459,0.11461
2008,Upper Secondary Level,Rural regions,Seldom,0.18250,643,3591,0.16986,0.19514
2008,Upper Secondary Level,Rural regions,Never,0.55912,2005,3591,0.54288,0.57536
2008,Post-secondary Non-tertiary Level,Urban regions,Very often,0.05871,37,810,0.04251,0.07491
2008,Post-secondary Non-tertiary Level,Urban regions,Often,0.07897,71,810,0.06039,0.09756
2008,Post-secondary Non-tertiary Level,Urban regions,Sometimes,0.10480,87,810,0.08369,0.12590
2008,Post-secondary Non-tertiary Level,Urban regions,Seldom,0.15472,136,810,0.12980,0.17964
2008,Post-secondary Non-tertiary Level,Urban regions,Never,0.60280,479,810,0.56908,0.63652
2008,Post-secondary Non-tertiary Level,Rural regions,Often,0.16798,45,258,0.12227,0.21369
2008,Post-secondary Non-tertiary Level,Rural regions,Sometimes,0.13747,32,258,0.09537,0.17957
2008,Post-secondary Non-tertiary Level,Rural regions,Seldom,0.23435,59,258,0.18256,0.28614
2008,Post-secondary Non-tertiary Level,Rural regions,Never,0.40210,122,258,0.34215,0.46204
2008,First Stage of Tertiary Education,Urban regions,Very often,0.05523,43,872,0.04006,0.07040
2008,First Stage of Tertiary Education,Urban regions,Often,0.08760,78,872,0.06882,0.10637
2008,First Stage of Tertiary Education,Urban regions,Sometimes,0.11725,92,872,0.09589,0.13862
2008,First Stage of Tertiary Education,Urban regions,Seldom,0.15408,158,872,0.13010,0.17806
2008,First Stage of Tertiary Education,Urban regions,Never,0.58583,501,872,0.55312,0.61855
2008,First Stage of Tertiary Education,Rural regions,Very often,0.06951,42,534,0.04792,0.09110
2008,First Stage of Tertiary Education,Rural regions,Often,0.09034,49,534,0.06600,0.11468
2008,First Stage of Tertiary Education,Rural regions,Sometimes,0.11068,62,534,0.08404,0.13732
2008,First Stage of Tertiary Education,Rural regions,Seldom,0.23240,123,534,0.19654,0.26825
2008,First Stage of Tertiary Education,Rural regions,Never,0.49707,258,534,0.45463,0.53952
2008,Second Stage of Tertiary Education,Urban regions,Very often,0.05141,149,2965,0.04346,0.05936
2008,Second Stage of Tertiary Education,Urban regions,Often,0.09324,280,2965,0.08278,0.10371
2008,Second Stage of Tertiary Education,Urban regions,Sometimes,0.10016,329,2965,0.08935,0.11096
2008,Second Stage of Tertiary Education,Urban regions,Seldom,0.20391,555,2965,0.18941,0.21842
2008,Second Stage of Tertiary Education,Urban regions,Never,0.55128,1652,2965,0.53337,0.56918
2008,Second Stage of Tertiary Education,Rural regions,Very often,0.06404,83,1208,0.05023,0.07786
2008,Second Stage of Tertiary Education,Rural regions,Often,0.13503,151,1208,0.11575,0.15431
2008,Second Stage of Tertiary Education,Rural regions,Sometimes,0.14244,175,1208,0.12272,0.16215
2008,Second Stage of Tertiary Education,Rural regions,Seldom,0.20348,249,1208,0.18077,0.22619
2008,Second Stage of Tertiary Education,Rural regions,Never,0.45501,550,1208,0.42692,0.48310
2013,No answer / don't know,Urban regions,Seldom,0.16386,45,221,0.11495,0.21277
2013,No answer / don't know,Urban regions,Never,0.61570,176,221,0.55143,0.67998
2013,No answer / don't know,Rural regions,Never,0.48642,71,71,0.36933,0.60351
2013,Pre-primary Level,Urban regions,Seldom,0.16028,52,220,0.11169,0.20887
2013,Pre-primary Level,Urban regions,Never,0.59139,168,220,0.52628,0.65650
2013,Pre-primary Level,Rural regions,Never,0.53876,73,73,0.42361,0.65391
2013,Primary Level,Urban regions,Never,0.63550,130,130,0.55245,0.71856
2013,Primary Level,Rural regions,Never,0.55257,58,58,0.42348,0.68165
2013,Lower Secondary Level,Urban regions,Very often,0.04241,87,1650,0.03268,0.05213
2013,Lower Secondary Level,Urban regions,Often,0.06322,140,1650,0.05147,0.07496
2013,Lower Secondary Level,Urban regions,Sometimes,0.09449,157,1650,0.08037,0.10861
2013,Lower Secondary Level,Urban regions,Seldom,0.16402,253,1650,0.14615,0.18189
2013,Lower Secondary Level,Urban regions,Never,0.63586,1013,1650,0.61264,0.65909
2013,Lower Secondary Level,Rural regions,Very often,0.05004,42,907,0.03585,0.06424
2013,Lower Secondary Level,Rural regions,Often,0.09027,97,907,0.07161,0.10893
2013,Lower Secondary Level,Rural regions,Sometimes,0.11817,107,907,0.09715,0.13919
2013,Lower Secondary Level,Rural regions,Seldom,0.17561,158,907,0.15083,0.20038
2013,Lower Secondary Level,Rural regions,Never,0.56591,503,907,0.53364,0.59818
2013,Upper Secondary Level,Urban regions,Very often,0.04886,455,7244,0.04389,0.05382
2013,Upper Secondary Level,Urban regions,Often,0.08808,732,7244,0.08155,0.09461
2013,Upper Secondary Level,Urban regions,Sometimes,0.08759,684,7244,0.08108,0.09410
2013,Upper Secondary Level,Urban regions,Seldom,0.16883,1211,7244,0.16020,0.17746
2013,Upper Secondary Level,Urban regions,Never,0.60664,4162,7244,0.59539,0.61789
2013,Upper Secondary Level,Rural regions,Very often,0.05618,369,5101,0.04986,0.06250
2013,Upper Secondary Level,Rural regions,Often,0.09744,562,5101,0.08930,0.10558
2013,Upper Secondary Level,Rural regions,Sometimes,0.11129,587,5101,0.10266,0.11992
2013,Upper Secondary Level,Rural regions,Seldom,0.18994,939,5101,0.17917,0.20070
2013,Upper Secondary Level,Rural regions,Never,0.54514,2644,5101,0.53148,0.55881
2013,Post-secondary Non-tertiary Level,Urban regions,Very often,0.05505,100,1272,0.04251,0.06758
2013,Post-secondary Non-tertiary Level,Urban regions,Often,0.09357,152,1272,0.07756,0.10958
2013,Post-secondary Non-tertiary Level,Urban regions,Sometimes,0.09347,145,1272,0.07747,0.10947
2013,Post-secondary Non-tertiary Level,Urban regions,Seldom,0.18280,216,1272,0.16155,0.20404
2013,Post-secondary Non-tertiary Level,Urban regions,Never,0.57512,659,1272,0.54794,0.60229
2013,Post-secondary Non-tertiary Level,Rural regions,Very often,0.06512,42,490,0.04325,0.08699
2013,Post-secondary Non-tertiary Level,Rural regions,Often,0.13568,65,490,0.10533,0.16603
2013,Post-secondary Non-tertiary Level,Rural regions,Sometimes,0.14224,66,490,0.11128,0.17320
2013,Post-secondary Non-tertiary Level,Rural regions,Seldom,0.22211,98,490,0.18527,0.25896
2013,Post-secondary Non-tertiary Level,Rural regions,Never,0.43484,219,490,0.39091,0.47878
2013,First Stage of Tertiary Education,Urban regions,Very often,0.05197,51,989,0.03813,0.06581
2013,First Stage of Tertiary Education,Urban regions,Often,0.10667,130,989,0.08742,0.12592
2013,First Stage of Tertiary Education,Urban regions,Sometimes,0.10127,111,989,0.08246,0.12008
2013,First Stage of Tertiary Education,Urban regions,Seldom,0.19363,183,989,0.16899,0.21827
2013,First Stage of Tertiary Education,Urban regions,Never,0.54646,514,989,0.51541,0.57750
2013,First Stage of Tertiary Education,Rural regions,Very often,0.05548,40,678,0.03824,0.07272
2013,First Stage of Tertiary Education,Rural regions,Often,0.15053,116,678,0.12359,0.17746
2013,First Stage of Tertiary Education,Rural regions,Sometimes,0.14241,90,678,0.11608,0.16873
2013,First Stage of Tertiary Education,Rural regions,Seldom,0.22723,161,678,0.19567,0.25880
2013,First Stage of Tertiary Education,Rural regions,Never,0.42435,271,678,0.38712,0.46158
2013,Second Stage of Tertiary Education,Urban regions,Very often,0.06331,282,4162,0.05591,0.07071
2013,Second Stage of Tertiary Education,Urban regions,Often,0.09981,488,4162,0.09070,0.10892
2013,Second Stage of Tertiary Education,Urban regions,Sometimes,0.11195,527,4162,0.10237,0.12153
2013,Second Stage of Tertiary Education,Urban regions,Seldom,0.18333,791,4162,0.17158,0.19509
2013,Second Stage of Tertiary Education,Urban regions,Never,0.54160,2074,4162,0.52646,0.55674
2013,Second Stage of Tertiary Education,Rural regions,Very often,0.06574,122,1645,0.05376,0.07771
2013,Second Stage of Tertiary Education,Rural regions,Often,0.14611,248,1645,0.12903,0.16318
2013,Second Stage of Tertiary Education,Rural regions,Sometimes,0.13711,245,1645,0.12049,0.15374
2013,Second Stage of Tertiary Education,Rural regions,Seldom,0.23276,347,1645,0.21233,0.25318
2013,Second Stage of Tertiary Education,Rural regions,Never,0.41829,683,1645,0.39444,0.44213
2018,No answer / don't know,Urban regions,Often,0.06665,37,401,0.04221,0.09109
2018,No answer / don't know,Urban regions,Sometimes,0.14060,59,401,0.10654,0.17467
2018,No answer / don't know,Urban regions,Seldom,0.15791,74,401,0.12217,0.19364
2018,No answer / don't know,Urban regions,Never,0.56868,231,401,0.52014,0.61721
2018,No answer / don't know,Rural regions,Never,0.54358,107,107,0.44876,0.63841
2018,Pre-primary Level,Urban regions,Often,0.14899,35,185,0.09754,0.20044
2018,Pre-primary Level,Urban regions,Never,0.59444,150,185,0.52350,0.66539
2018,Pre-primary Level,Rural regions,Never,0.41393,36,36,0.25075,0.57711
2018,Primary Level,Urban regions,Often,0.08734,31,305,0.05560,0.11908
2018,Primary Level,Urban regions,Seldom,0.11310,42,305,0.07750,0.14870
2018,Primary Level,Urban regions,Never,0.65674,232,305,0.60336,0.71011
2018,Primary Level,Rural regions,Never,0.74012,85,85,0.64633,0.83391
2018,Lower Secondary Level,Urban regions,Very often,0.06021,112,1707,0.04892,0.07150
2018,Lower Secondary Level,Urban regions,Often,0.07638,137,1707,0.06378,0.08899
2018,Lower Secondary Level,Urban regions,Sometimes,0.09059,148,1707,0.07697,0.10421
2018,Lower Secondary Level,Urban regions,Seldom,0.13355,202,1707,0.11741,0.14970
2018,Lower Secondary Level,Urban regions,Never,0.63926,1108,1707,0.61648,0.66205
2018,Lower Secondary Level,Rural regions,Very often,0.06856,77,975,0.05269,0.08443
2018,Lower Secondary Level,Rural regions,Often,0.09495,95,975,0.07654,0.11336
2018,Lower Secondary Level,Rural regions,Sometimes,0.13392,110,975,0.11253,0.15531
2018,Lower Secondary Level,Rural regions,Seldom,0.14866,142,975,0.12632,0.17101
2018,Lower Secondary Level,Rural regions,Never,0.55391,551,975,0.52269,0.58513
2018,Upper Secondary Level,Urban regions,Very often,0.06137,466,6910,0.05571,0.06703
2018,Upper Secondary Level,Urban regions,Often,0.08724,628,6910,0.08058,0.09389
2018,Upper Secondary Level,Urban regions,Sometimes,0.09507,657,6910,0.08816,0.10199
2018,Upper Secondary Level,Urban regions,Seldom,0.15481,1049,6910,0.14628,0.16334
2018,Upper Secondary Level,Urban regions,Never,0.60151,4110,6910,0.58996,0.61305
2018,Upper Secondary Level,Rural regions,Very often,0.06394,316,4574,0.05685,0.07103
2018,Upper Secondary Level,Rural regions,Often,0.10717,510,4574,0.09820,0.11614
2018,Upper Secondary Level,Rural regions,Sometimes,0.11465,504,4574,0.10541,0.12388
2018,Upper Secondary Level,Rural regions,Seldom,0.19419,800,4574,0.18273,0.20566
2018,Upper Secondary Level,Rural regions,Never,0.52005,2444,4574,0.50557,0.53453
2018,Post-secondary Non-tertiary Level,Urban regions,Very often,0.07482,129,1514,0.06156,0.08808
2018,Post-secondary Non-tertiary Level,Urban regions,Often,0.10310,155,1514,0.08778,0.11842
2018,Post-secondary Non-tertiary Level,Urban regions,Sometimes,0.12276,180,1514,0.10622,0.13929
2018,Post-secondary Non-tertiary Level,Urban regions,Seldom,0.17714,246,1514,0.15790,0.19638
2018,Post-secondary Non-tertiary Level,Urban regions,Never,0.52218,804,1514,0.49701,0.54735
2018,Post-secondary Non-tertiary Level,Rural regions,Very often,0.07836,44,606,0.05695,0.09978
2018,Post-secondary Non-tertiary Level,Rural regions,Often,0.10172,74,606,0.07763,0.12581
2018,Post-secondary Non-tertiary Level,Rural regions,Sometimes,0.14259,82,606,0.11473,0.17045
2018,Post-secondary Non-tertiary Level,Rural regions,Seldom,0.21508,115,606,0.18234,0.24782
2018,Post-secondary Non-tertiary Level,Rural regions,Never,0.46225,291,606,0.42252,0.50198
2018,First Stage of Tertiary Education,Urban regions,Very often,0.04168,44,840,0.02816,0.05520
2018,First Stage of Tertiary Education,Urban regions,Often,0.10851,94,840,0.08746,0.12956
2018,First Stage of Tertiary Education,Urban regions,Sometimes,0.14161,99,840,0.11802,0.16520
2018,First Stage of Tertiary Education,Urban regions,Seldom,0.16941,143,840,0.14403,0.19480
2018,First Stage of Tertiary Education,Urban regions,Never,0.53878,460,840,0.50505,0.57252
2018,First Stage of Tertiary Education,Rural regions,Very often,0.08841,46,599,0.06566,0.11117
2018,First Stage of Tertiary Education,Rural regions,Often,0.11192,78,599,0.08665,0.13719
2018,First Stage of Tertiary Education,Rural regions,Sometimes,0.11969,75,599,0.09367,0.14570
2018,First Stage of Tertiary Education,Rural regions,Seldom,0.24108,128,599,0.20680,0.27537
2018,First Stage of Tertiary Education,Rural regions,Never,0.43890,272,599,0.39912,0.47867
2018,Second Stage of Tertiary Education,Urban regions,Very often,0.07021,327,4600,0.06282,0.07759
2018,Second Stage of Tertiary Education,Urban regions,Often,0.08591,466,4600,0.07781,0.09401
2018,Second Stage of Tertiary Education,Urban regions,Sometimes,0.11274,533,4600,0.10359,0.12188
2018,Second Stage of Tertiary Education,Urban regions,Seldom,0.20821,915,4600,0.19647,0.21994
2018,Second Stage of Tertiary Education,Urban regions,Never,0.52294,2359,4600,0.50850,0.53738
2018,Second Stage of Tertiary Education,Rural regions,Very often,0.06513,131,1742,0.05354,0.07672
2018,Second Stage of Tertiary Education,Rural regions,Often,0.15702,239,1742,0.13993,0.17411
2018,Second Stage of Tertiary Education,Rural regions,Sometimes,0.13147,254,1742,0.11559,0.14734
2018,Second Stage of Tertiary Education,Rural regions,Seldom,0.18058,337,1742,0.16251,0.19865
2018,Second Stage of Tertiary Education,Rural regions,Never,0.46580,781,1742,0.44237,0.48924
