year,bula_h,sampreg,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,Bremen,West,No,0.75498,186,186,0.69300,0.81696
2014,North Rhine-Westphalia,West,Yes,0.12710,792,5630,0.11840,0.13580
2014,North Rhine-Westphalia,West,No,0.70420,4838,5630,0.69227,0.71612
2014,Hesse,West,Yes,0.11878,254,1882,0.10416,0.13340
2014,Hesse,West,No,0.71384,1628,1882,0.69341,0.73426
2014,"Rhineland-Palatinate, Saarland",West,Yes,0.10755,203,1582,0.09228,0.12282
2014,"Rhineland-Palatinate, Saarland",West,No,0.72995,1379,1582,0.70806,0.75183
2014,Baden-Wuerttemberg,West,Yes,0.09686,368,3219,0.08664,0.10708
2014,Baden-Wuerttemberg,West,No,0.73881,2851,3219,0.72363,0.75399
2014,Bavaria,West,Yes,0.10775,540,4396,0.09858,0.11692
2014,Bavaria,West,No,0.73195,3856,4396,0.71886,0.74505
2014,Berlin,West,Yes,0.09456,64,567,0.07045,0.11866
2014,Berlin,West,No,0.72763,503,567,0.69095,0.76431
2014,Berlin,East,Yes,0.08557,45,421,0.05882,0.11232
2014,Berlin,East,No,0.77823,376,421,0.73850,0.81796
2014,Brandenburg,East,Yes,0.12920,156,1021,0.10862,0.14979
2014,Brandenburg,East,No,0.72342,865,1021,0.69597,0.75087
2014,Mecklenburg-Western Pomerania,East,Yes,0.15199,77,558,0.12217,0.18180
2014,Mecklenburg-Western Pomerania,East,No,0.70412,481,558,0.66621,0.74202
2014,Saxony,East,Yes,0.09994,202,1614,0.08530,0.11458
2014,Saxony,East,No,0.75769,1412,1614,0.73677,0.77860
2014,Saxony-Anhalt,East,Yes,0.13636,149,965,0.11470,0.15803
2014,Saxony-Anhalt,East,No,0.73287,816,965,0.70494,0.76080
2014,Thuringa,East,Yes,0.13129,157,990,0.11024,0.15234
2014,Thuringa,East,No,0.70507,833,990,0.67665,0.73349
2015,Schleswig-Holstein,West,Yes,0.10642,121,873,0.08595,0.12689
2015,Schleswig-Holstein,West,No,0.73406,752,873,0.70473,0.76338
2015,Hamburg,West,Yes,0.12090,55,426,0.08991,0.15190
2015,Hamburg,West,No,0.70205,371,426,0.65856,0.74553
2015,Lower Saxony,West,Yes,0.11647,327,2419,0.10369,0.12926
2015,Lower Saxony,West,No,0.71210,2092,2419,0.69405,0.73015
2015,Bremen,West,No,0.74811,152,152,0.67887,0.81735
2015,North Rhine-Westphalia,West,Yes,0.11649,686,5153,0.10773,0.12525
2015,North Rhine-Westphalia,West,No,0.70098,4467,5153,0.68848,0.71348
2015,Hesse,West,Yes,0.10449,206,1698,0.08993,0.11904
2015,Hesse,West,No,0.68854,1492,1698,0.66651,0.71057
2015,"Rhineland-Palatinate, Saarland",West,Yes,0.12638,208,1494,0.10953,0.14324
2015,"Rhineland-Palatinate, Saarland",West,No,0.71050,1286,1494,0.68750,0.73351
2015,Baden-Wuerttemberg,West,Yes,0.09911,348,2979,0.08838,0.10984
2015,Baden-Wuerttemberg,West,No,0.72276,2631,2979,0.70669,0.73884
2015,Bavaria,West,Yes,0.12066,528,4020,0.11059,0.13073
2015,Bavaria,West,No,0.69194,3492,4020,0.67766,0.70621
2015,Berlin,West,Yes,0.11965,71,513,0.09153,0.14776
2015,Berlin,West,No,0.69312,442,513,0.65317,0.73307
2015,Berlin,East,Yes,0.09467,47,396,0.06580,0.12355
2015,Berlin,East,No,0.73203,349,396,0.68835,0.77571
2015,Brandenburg,East,Yes,0.13596,157,984,0.11454,0.15739
2015,Brandenburg,East,No,0.70143,827,984,0.67283,0.73004
2015,Mecklenburg-Western Pomerania,East,Yes,0.11119,72,557,0.08506,0.13732
2015,Mecklenburg-Western Pomerania,East,No,0.74109,485,557,0.70468,0.77750
2015,Saxony,East,Yes,0.11110,214,1506,0.09522,0.12697
2015,Saxony,East,No,0.73392,1292,1506,0.71159,0.75624
2015,Saxony-Anhalt,East,Yes,0.11765,112,884,0.09640,0.13890
2015,Saxony-Anhalt,East,No,0.74677,772,884,0.71809,0.77546
2015,Thuringa,East,Yes,0.15329,146,918,0.12997,0.17661
2015,Thuringa,East,No,0.67190,772,918,0.64151,0.70229
2016,Schleswig-Holstein,West,Yes,0.11966,123,818,0.09741,0.14192
2016,Schleswig-Holstein,West,No,0.71032,695,818,0.67921,0.74142
2016,Hamburg,West,Yes,0.12017,54,425,0.08922,0.15112
2016,Hamburg,West,No,0.71287,371,425,0.66980,0.75593
2016,Lower Saxony,West,Yes,0.10802,298,2364,0.09550,0.12054
2016,Lower Saxony,West,No,0.73421,2066,2364,0.71640,0.75202
2016,Bremen,West,No,0.69676,150,150,0.62296,0.77057
2016,North Rhine-Westphalia,West,Yes,0.11029,679,5024,0.10163,0.11896
2016,North Rhine-Westphalia,West,No,0.71817,4345,5024,0.70572,0.73061
2016,Hesse,West,Yes,0.11653,198,1600,0.10081,0.13226
2016,Hesse,West,No,0.69911,1402,1600,0.67663,0.72159
2016,"Rhineland-Palatinate, Saarland",West,Yes,0.10506,190,1480,0.08943,0.12068
2016,"Rhineland-Palatinate, Saarland",West,No,0.72988,1290,1480,0.70725,0.75251
2016,Baden-Wuerttemberg,West,Yes,0.10055,334,2833,0.08948,0.11163
2016,Baden-Wuerttemberg,West,No,0.72895,2499,2833,0.71258,0.74533
2016,Bavaria,West,Yes,0.11786,525,3867,0.10770,0.12803
2016,Bavaria,West,No,0.71499,3342,3867,0.70076,0.72922
2016,Berlin,West,Yes,0.14620,76,517,0.11571,0.17668
2016,Berlin,West,No,0.69938,441,517,0.65981,0.73894
2016,Berlin,East,Yes,0.10010,42,390,0.07027,0.12992
2016,Berlin,East,No,0.74533,348,390,0.70204,0.78863
2016,Brandenburg,East,Yes,0.14714,139,936,0.12443,0.16985
2016,Brandenburg,East,No,0.69164,797,936,0.66204,0.72124
2016,Mecklenburg-Western Pomerania,East,Yes,0.11822,73,516,0.09034,0.14611
2016,Mecklenburg-Western Pomerania,East,No,0.70935,443,516,0.67013,0.74857
2016,Saxony,East,Yes,0.09006,180,1444,0.07529,0.10483
2016,Saxony,East,No,0.76001,1264,1444,0.73797,0.78204
2016,Saxony-Anhalt,East,Yes,0.11458,110,832,0.09292,0.13624
2016,Saxony-Anhalt,East,No,0.72859,722,832,0.69835,0.75882
2016,Thuringa,East,Yes,0.13281,137,898,0.11060,0.15502
2016,Thuringa,East,No,0.71040,761,898,0.68072,0.74009
2017,Schleswig-Holstein,West,Yes,0.11709,139,943,0.09656,0.13762
2017,Schleswig-Holstein,West,No,0.69751,804,943,0.66818,0.72685
2017,Hamburg,West,Yes,0.11318,64,464,0.08433,0.14204
2017,Hamburg,West,No,0.70686,400,464,0.66540,0.74832
2017,Lower Saxony,West,Yes,0.12023,348,2681,0.10792,0.13254
2017,Lower Saxony,West,No,0.71185,2333,2681,0.69470,0.72900
2017,Bremen,West,No,0.69715,196,196,0.63266,0.76164
2017,North Rhine-Westphalia,West,Yes,0.12208,774,5481,0.11342,0.13075
2017,North Rhine-Westphalia,West,No,0.70724,4707,5481,0.69519,0.71928
2017,Hesse,West,Yes,0.11493,239,1770,0.10007,0.12979
2017,Hesse,West,No,0.70093,1531,1770,0.67959,0.72226
2017,"Rhineland-Palatinate, Saarland",West,Yes,0.12455,218,1514,0.10791,0.14119
2017,"Rhineland-Palatinate, Saarland",West,No,0.69869,1296,1514,0.67557,0.72181
2017,Baden-Wuerttemberg,West,Yes,0.10720,342,3002,0.09613,0.11827
2017,Baden-Wuerttemberg,West,No,0.71780,2660,3002,0.70170,0.73391
2017,Bavaria,West,Yes,0.11819,561,4174,0.10840,0.12799
2017,Bavaria,West,No,0.71189,3613,4174,0.69815,0.72563
2017,Berlin,West,Yes,0.08414,64,558,0.06109,0.10720
2017,Berlin,West,No,0.77082,494,558,0.73591,0.80572
2017,Berlin,East,Yes,0.14466,61,428,0.11129,0.17802
2017,Berlin,East,No,0.71088,367,428,0.66788,0.75388
2017,Brandenburg,East,Yes,0.15457,169,1031,0.13249,0.17664
2017,Brandenburg,East,No,0.66783,862,1031,0.63906,0.69659
2017,Mecklenburg-Western Pomerania,East,Yes,0.12057,86,572,0.09387,0.14728
2017,Mecklenburg-Western Pomerania,East,No,0.70047,486,572,0.66290,0.73804
2017,Saxony,East,Yes,0.10071,199,1650,0.08619,0.11524
2017,Saxony,East,No,0.74479,1451,1650,0.72374,0.76583
2017,Saxony-Anhalt,East,Yes,0.15292,145,921,0.12966,0.17617
2017,Saxony-Anhalt,East,No,0.68486,776,921,0.65484,0.71488
2017,Thuringa,East,Yes,0.08853,127,976,0.07070,0.10636
2017,Thuringa,East,No,0.76166,849,976,0.73492,0.78841
2018,Schleswig-Holstein,West,Yes,0.10804,130,921,0.08798,0.12810
2018,Schleswig-Holstein,West,No,0.70594,791,921,0.67650,0.73538
2018,Hamburg,West,Yes,0.11433,67,483,0.08592,0.14273
2018,Hamburg,West,No,0.70957,416,483,0.66904,0.75010
2018,Lower Saxony,West,Yes,0.10515,301,2525,0.09318,0.11712
2018,Lower Saxony,West,No,0.73062,2224,2525,0.71332,0.74793
2018,Bremen,West,No,0.68760,197,197,0.62271,0.75249
2018,North Rhine-Westphalia,West,Yes,0.12722,746,5392,0.11833,0.13612
2018,North Rhine-Westphalia,West,No,0.71417,4646,5392,0.70211,0.72623
2018,Hesse,West,Yes,0.10512,194,1693,0.09051,0.11974
2018,Hesse,West,No,0.72602,1499,1693,0.70477,0.74727
2018,"Rhineland-Palatinate, Saarland",West,Yes,0.13496,218,1471,0.11749,0.15243
2018,"Rhineland-Palatinate, Saarland",West,No,0.68291,1253,1471,0.65913,0.70670
2018,Baden-Wuerttemberg,West,Yes,0.10670,327,2774,0.09521,0.11820
2018,Baden-Wuerttemberg,West,No,0.71929,2447,2774,0.70257,0.73602
2018,Bavaria,West,Yes,0.10926,530,3965,0.09955,0.11898
2018,Bavaria,West,No,0.72676,3435,3965,0.71288,0.74063
2018,Berlin,West,Yes,0.10530,75,601,0.08074,0.12986
2018,Berlin,West,No,0.72954,526,601,0.69400,0.76509
2018,Berlin,East,Yes,0.14371,58,392,0.10894,0.17848
2018,Berlin,East,No,0.70738,334,392,0.66229,0.75248
2018,Brandenburg,East,Yes,0.13778,173,1027,0.11669,0.15887
2018,Brandenburg,East,No,0.67635,854,1027,0.64773,0.70498
2018,Mecklenburg-Western Pomerania,East,Yes,0.14320,97,594,0.11501,0.17139
2018,Mecklenburg-Western Pomerania,East,No,0.68393,497,594,0.64651,0.72135
2018,Saxony,East,Yes,0.10136,196,1612,0.08662,0.11610
2018,Saxony,East,No,0.74344,1416,1612,0.72212,0.76477
2018,Saxony-Anhalt,East,Yes,0.14027,140,912,0.11772,0.16282
2018,Saxony-Anhalt,East,No,0.69343,772,912,0.66349,0.72337
2018,Thuringa,East,Yes,0.14603,140,933,0.12335,0.16870
2018,Thuringa,East,No,0.68744,793,933,0.65768,0.71720
2019,Schleswig-Holstein,West,Yes,0.13066,136,951,0.10923,0.15209
2019,Schleswig-Holstein,West,No,0.65994,815,951,0.62981,0.69006
2019,Hamburg,West,Yes,0.10373,68,529,0.07772,0.12974
2019,Hamburg,West,No,0.71059,461,529,0.67191,0.74927
2019,Lower Saxony,West,Yes,0.11234,324,2490,0.09993,0.12474
2019,Lower Saxony,West,No,0.71759,2166,2490,0.69990,0.73527
2019,Bremen,West,No,0.74331,199,199,0.68247,0.80415
2019,North Rhine-Westphalia,West,Yes,0.12206,753,5396,0.11332,0.13079
2019,North Rhine-Westphalia,West,No,0.71367,4643,5396,0.70161,0.72573
2019,Hesse,West,Yes,0.10621,212,1710,0.09161,0.12082
2019,Hesse,West,No,0.72401,1498,1710,0.70282,0.74520
2019,"Rhineland-Palatinate, Saarland",West,Yes,0.12742,205,1464,0.11033,0.14451
2019,"Rhineland-Palatinate, Saarland",West,No,0.70758,1259,1464,0.68427,0.73088
2019,Baden-Wuerttemberg,West,Yes,0.09930,332,2792,0.08820,0.11039
2019,Baden-Wuerttemberg,West,No,0.71781,2460,2792,0.70111,0.73451
2019,Bavaria,West,Yes,0.12171,545,3941,0.11150,0.13192
2019,Bavaria,West,No,0.70399,3396,3941,0.68974,0.71824
2019,Berlin,West,Yes,0.13366,83,572,0.10575,0.16157
2019,Berlin,West,No,0.70041,489,572,0.66284,0.73798
2019,Berlin,East,Yes,0.13252,64,378,0.09829,0.16674
2019,Berlin,East,No,0.72684,314,378,0.68186,0.77182
2019,Brandenburg,East,Yes,0.10217,159,1110,0.08434,0.11999
2019,Brandenburg,East,No,0.70312,951,1110,0.67623,0.73001
2019,Mecklenburg-Western Pomerania,East,Yes,0.16626,90,609,0.13666,0.19585
2019,Mecklenburg-Western Pomerania,East,No,0.66192,519,609,0.62432,0.69952
2019,Saxony,East,Yes,0.11566,206,1630,0.10013,0.13119
2019,Saxony,East,No,0.73603,1424,1630,0.71463,0.75744
2019,Saxony-Anhalt,East,Yes,0.10374,110,889,0.08369,0.12380
2019,Saxony-Anhalt,East,No,0.74125,779,889,0.71244,0.77005
2019,Thuringa,East,Yes,0.12397,129,921,0.10268,0.14527
2019,Thuringa,East,No,0.72458,792,921,0.69571,0.75344
2020,Schleswig-Holstein,West,Yes,0.12222,128,1030,0.10221,0.14223
2020,Schleswig-Holstein,West,No,0.67125,902,1030,0.64255,0.69996
2020,Hamburg,West,Yes,0.10979,75,578,0.08428,0.13530
2020,Hamburg,West,No,0.71563,503,578,0.67882,0.75244
2020,Lower Saxony,West,Yes,0.11280,334,2792,0.10106,0.12453
2020,Lower Saxony,West,No,0.71810,2458,2792,0.70140,0.73479
2020,Bremen,West,No,0.79463,241,241,0.74352,0.84574
2020,North Rhine-Westphalia,West,Yes,0.13655,871,6148,0.12797,0.14514
2020,North Rhine-Westphalia,West,No,0.70362,5277,6148,0.69220,0.71504
2020,Hesse,West,Yes,0.09887,248,2031,0.08588,0.11185
2020,Hesse,West,No,0.73265,1783,2031,0.71340,0.75191
2020,"Rhineland-Palatinate, Saarland",West,Yes,0.13715,212,1516,0.11983,0.15447
2020,"Rhineland-Palatinate, Saarland",West,No,0.70152,1304,1516,0.67848,0.72456
2020,Baden-Wuerttemberg,West,Yes,0.10306,369,3156,0.09245,0.11367
2020,Baden-Wuerttemberg,West,No,0.71651,2787,3156,0.70078,0.73224
2020,Bavaria,West,Yes,0.11379,583,4336,0.10433,0.12324
2020,Bavaria,West,No,0.70942,3753,4336,0.69590,0.72293
2020,Berlin,West,Yes,0.11665,89,799,0.09438,0.13893
2020,Berlin,West,No,0.72751,710,799,0.69662,0.75840
2020,Berlin,East,Yes,0.13800,70,471,0.10682,0.16919
2020,Berlin,East,No,0.71864,401,471,0.67799,0.75930
2020,Brandenburg,East,Yes,0.11378,168,1145,0.09538,0.13218
2020,Brandenburg,East,No,0.72092,977,1145,0.69493,0.74692
2020,Mecklenburg-Western Pomerania,East,Yes,0.12848,68,533,0.10004,0.15692
2020,Mecklenburg-Western Pomerania,East,No,0.70928,465,533,0.67069,0.74787
2020,Saxony,East,Yes,0.10748,190,1638,0.09248,0.12249
2020,Saxony,East,No,0.73680,1448,1638,0.71546,0.75813
2020,Saxony-Anhalt,East,Yes,0.11638,123,949,0.09597,0.13679
2020,Saxony-Anhalt,East,No,0.71873,826,949,0.69011,0.74735
2020,Thuringa,East,Yes,0.12551,117,969,0.10464,0.14638
2020,Thuringa,East,No,0.71760,852,969,0.68924,0.74596
2021,Schleswig-Holstein,West,Yes,0.08303,83,708,0.06269,0.10337
2021,Schleswig-Holstein,West,No,0.68170,625,708,0.64736,0.71603
2021,Hamburg,West,Yes,0.08624,38,395,0.05852,0.11396
2021,Hamburg,West,No,0.75423,357,395,0.71172,0.79675
2021,Lower Saxony,West,Yes,0.09234,171,1673,0.07846,0.10622
2021,Lower Saxony,West,No,0.72248,1502,1673,0.70102,0.74394
2021,Bremen,West,No,0.81851,113,113,0.74713,0.88989
2021,North Rhine-Westphalia,West,Yes,0.11368,471,3572,0.10327,0.12409
2021,North Rhine-Westphalia,West,No,0.70464,3101,3572,0.68968,0.71960
2021,Hesse,West,Yes,0.10453,139,1079,0.08626,0.12279
2021,Hesse,West,No,0.72937,940,1079,0.70285,0.75590
2021,"Rhineland-Palatinate, Saarland",West,Yes,0.12798,102,871,0.10578,0.15018
2021,"Rhineland-Palatinate, Saarland",West,No,0.71229,769,871,0.68221,0.74237
2021,Baden-Wuerttemberg,West,Yes,0.09608,214,1957,0.08302,0.10914
2021,Baden-Wuerttemberg,West,No,0.71778,1743,1957,0.69784,0.73773
2021,Bavaria,West,Yes,0.10715,351,2676,0.09543,0.11887
2021,Bavaria,West,No,0.70860,2325,2676,0.69138,0.72582
2021,Berlin,West,Yes,0.09344,54,495,0.06777,0.11910
2021,Berlin,West,No,0.73942,441,495,0.70071,0.77813
2021,Berlin,East,Yes,0.12378,38,292,0.08594,0.16162
2021,Berlin,East,No,0.65204,254,292,0.59731,0.70677
2021,Brandenburg,East,Yes,0.10663,96,659,0.08304,0.13021
2021,Brandenburg,East,No,0.70613,563,659,0.67132,0.74093
2021,Mecklenburg-Western Pomerania,East,Yes,0.09986,39,394,0.07022,0.12950
2021,Mecklenburg-Western Pomerania,East,No,0.75657,355,394,0.71414,0.79900
2021,Saxony,East,Yes,0.09422,125,1115,0.07707,0.11138
2021,Saxony,East,No,0.74498,990,1115,0.71938,0.77057
2021,Saxony-Anhalt,East,Yes,0.10912,72,559,0.08325,0.13499
2021,Saxony-Anhalt,East,No,0.73889,487,559,0.70244,0.77533
2021,Thuringa,East,Yes,0.09364,70,595,0.07021,0.11706
2021,Thuringa,East,No,0.72177,525,595,0.68573,0.75781
2022,Schleswig-Holstein,West,Yes,0.10633,106,1014,0.08734,0.12531
2022,Schleswig-Holstein,West,No,0.71119,908,1014,0.68328,0.73910
2022,Hamburg,West,Yes,0.04453,38,623,0.02832,0.06074
2022,Hamburg,West,No,0.79505,585,623,0.76332,0.82677
2022,Lower Saxony,West,Yes,0.11033,288,2436,0.09789,0.12278
2022,Lower Saxony,West,No,0.70182,2148,2436,0.68365,0.71999
2022,Bremen,West,No,0.73078,189,189,0.66737,0.79418
2022,North Rhine-Westphalia,West,Yes,0.10925,689,5997,0.10136,0.11715
2022,North Rhine-Westphalia,West,No,0.71348,5308,5997,0.70203,0.72492
2022,Hesse,West,Yes,0.10616,211,1825,0.09202,0.12029
2022,Hesse,West,No,0.73967,1614,1825,0.71953,0.75981
2022,"Rhineland-Palatinate, Saarland",West,Yes,0.10243,163,1333,0.08615,0.11872
2022,"Rhineland-Palatinate, Saarland",West,No,0.74034,1170,1333,0.71680,0.76389
2022,Baden-Wuerttemberg,West,Yes,0.09565,317,3289,0.08560,0.10571
2022,Baden-Wuerttemberg,West,No,0.71315,2972,3289,0.69769,0.72861
2022,Bavaria,West,Yes,0.10643,457,4414,0.09733,0.11553
2022,Bavaria,West,No,0.72135,3957,4414,0.70812,0.73458
2022,Berlin,West,Yes,0.08477,79,873,0.06628,0.10326
2022,Berlin,West,No,0.75745,794,873,0.72900,0.78590
2022,Berlin,East,Yes,0.12894,72,675,0.10363,0.15424
2022,Berlin,East,No,0.68801,603,675,0.65303,0.72299
2022,Brandenburg,East,Yes,0.10116,130,1027,0.08270,0.11961
2022,Brandenburg,East,No,0.72015,897,1027,0.69268,0.74762
2022,Mecklenburg-Western Pomerania,East,Yes,0.10519,55,573,0.08004,0.13033
2022,Mecklenburg-Western Pomerania,East,No,0.73225,518,573,0.69596,0.76853
2022,Saxony,East,Yes,0.07623,170,1753,0.06381,0.08866
2022,Saxony,East,No,0.75317,1583,1753,0.73298,0.77336
2022,Saxony-Anhalt,East,Yes,0.10066,110,921,0.08122,0.12010
2022,Saxony-Anhalt,East,No,0.73282,811,921,0.70423,0.76141
2022,Thuringa,East,Yes,0.10824,109,868,0.08756,0.12892
2022,Thuringa,East,No,0.71162,759,868,0.68147,0.74178
