year,pgisced97,sampreg,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,Upper Secondary Level,West,Yes,0.12844,547,4485,0.11865,0.13823
1992,Upper Secondary Level,West,No,0.87156,3938,4485,0.86177,0.88135
1992,Upper Secondary Level,East,Yes,0.10830,222,2212,0.09534,0.12125
1992,Upper Secondary Level,East,No,0.89170,1990,2212,0.87875,0.90466
1992,Post-secondary Non-tertiary Level,West,Yes,0.13062,38,315,0.09335,0.16790
1992,Post-secondary Non-tertiary Level,West,No,0.86938,277,315,0.83210,0.90665
1992,Post-secondary Non-tertiary Level,East,No,0.91567,64,64,0.84705,0.98429
1992,First Stage of Tertiary Education,West,Yes,0.13131,69,531,0.10256,0.16007
1992,First Stage of Tertiary Education,West,No,0.86869,462,531,0.83993,0.89744
1992,First Stage of Tertiary Education,East,No,0.91931,214,214,0.88273,0.95589
1992,Second Stage of Tertiary Education,West,Yes,0.10673,74,736,0.08441,0.12906
1992,Second Stage of Tertiary Education,West,No,0.89327,662,736,0.87094,0.91559
1992,Second Stage of Tertiary Education,East,Yes,0.08236,76,911,0.06450,0.10022
1992,Second Stage of Tertiary Education,East,No,0.91764,835,911,0.89978,0.93550
1994,No answer / don't know,West,No,0.88534,180,180,0.83866,0.93201
1994,Pre-primary Level,West,No,0.94038,145,145,0.90171,0.97906
1994,Pre-primary Level,East,No,0.95613,79,79,0.91068,1.00158
1994,Primary Level,West,Yes,0.13529,73,543,0.10649,0.16408
1994,Primary Level,West,No,0.86471,470,543,0.83592,0.89351
1994,Lower Secondary Level,West,Yes,0.13973,264,2079,0.12483,0.15464
1994,Lower Secondary Level,West,No,0.86027,1815,2079,0.84536,0.87517
1994,Lower Secondary Level,East,Yes,0.14575,52,403,0.11125,0.18024
1994,Lower Secondary Level,East,No,0.85425,351,403,0.81976,0.88875
1994,Upper Secondary Level,West,Yes,0.14180,554,4461,0.13156,0.15204
1994,Upper Secondary Level,West,No,0.85820,3907,4461,0.84796,0.86844
1994,Upper Secondary Level,East,Yes,0.11069,217,2089,0.09723,0.12415
1994,Upper Secondary Level,East,No,0.88931,1872,2089,0.87585,0.90277
1994,Post-secondary Non-tertiary Level,West,Yes,0.12782,43,317,0.09101,0.16464
1994,Post-secondary Non-tertiary Level,West,No,0.87218,274,317,0.83536,0.90899
1994,Post-secondary Non-tertiary Level,East,No,0.92633,66,66,0.86282,0.98984
1994,First Stage of Tertiary Education,West,Yes,0.14799,67,514,0.11726,0.17872
1994,First Stage of Tertiary Education,West,No,0.85201,447,514,0.82128,0.88274
1994,First Stage of Tertiary Education,East,No,0.86829,204,204,0.82177,0.91481
1994,Second Stage of Tertiary Education,West,Yes,0.09331,72,792,0.07304,0.11358
1994,Second Stage of Tertiary Education,West,No,0.90669,720,792,0.88642,0.92696
1994,Second Stage of Tertiary Education,East,Yes,0.09610,78,857,0.07635,0.11584
1994,Second Stage of Tertiary Education,East,No,0.90390,779,857,0.88416,0.92365
1995,No answer / don't know,West,No,0.89260,215,215,0.85111,0.93408
1995,Pre-primary Level,West,No,0.93195,175,175,0.89452,0.96937
1995,Pre-primary Level,East,No,0.93298,90,90,0.88103,0.98493
1995,Primary Level,West,Yes,0.11248,64,520,0.08529,0.13966
1995,Primary Level,West,No,0.88752,456,520,0.86034,0.91471
1995,Lower Secondary Level,West,Yes,0.16061,288,2099,0.14490,0.17632
1995,Lower Secondary Level,West,No,0.83939,1811,2099,0.82368,0.85510
1995,Lower Secondary Level,East,Yes,0.16402,58,377,0.12659,0.20144
1995,Lower Secondary Level,East,No,0.83598,319,377,0.79856,0.87341
1995,Upper Secondary Level,West,Yes,0.12546,553,4652,0.11594,0.13498
1995,Upper Secondary Level,West,No,0.87454,4099,4652,0.86502,0.88406
1995,Upper Secondary Level,East,Yes,0.11658,242,2042,0.10266,0.13051
1995,Upper Secondary Level,East,No,0.88342,1800,2042,0.86949,0.89734
1995,Post-secondary Non-tertiary Level,West,Yes,0.12127,53,400,0.08924,0.15330
1995,Post-secondary Non-tertiary Level,West,No,0.87873,347,400,0.84670,0.91076
1995,Post-secondary Non-tertiary Level,East,No,0.93366,64,64,0.87221,0.99512
1995,First Stage of Tertiary Education,West,Yes,0.13167,59,519,0.10255,0.16079
1995,First Stage of Tertiary Education,West,No,0.86833,460,519,0.83921,0.89745
1995,First Stage of Tertiary Education,East,No,0.87741,209,209,0.83283,0.92198
1995,Second Stage of Tertiary Education,West,Yes,0.09445,79,917,0.07551,0.11339
1995,Second Stage of Tertiary Education,West,No,0.90555,838,917,0.88661,0.92449
1995,Second Stage of Tertiary Education,East,Yes,0.11466,90,828,0.09295,0.13638
1995,Second Stage of Tertiary Education,East,No,0.88534,738,828,0.86362,0.90705
1996,No answer / don't know,West,Yes,0.14831,32,231,0.10237,0.19424
1996,No answer / don't know,West,No,0.85169,199,231,0.80576,0.89763
1996,Pre-primary Level,West,No,0.94903,184,184,0.91716,0.98090
1996,Pre-primary Level,East,No,0.88489,89,89,0.81821,0.95157
1996,Primary Level,West,Yes,0.15543,70,478,0.12291,0.18794
1996,Primary Level,West,No,0.84457,408,478,0.81206,0.87709
1996,Lower Secondary Level,West,Yes,0.13800,253,2012,0.12293,0.15308
1996,Lower Secondary Level,West,No,0.86200,1759,2012,0.84692,0.87707
1996,Lower Secondary Level,East,Yes,0.17832,62,367,0.13910,0.21754
1996,Lower Secondary Level,East,No,0.82168,305,367,0.78246,0.86090
1996,Upper Secondary Level,West,Yes,0.12733,546,4564,0.11766,0.13700
1996,Upper Secondary Level,West,No,0.87267,4018,4564,0.86300,0.88234
1996,Upper Secondary Level,East,Yes,0.13255,251,2027,0.11778,0.14732
1996,Upper Secondary Level,East,No,0.86745,1776,2027,0.85268,0.88222
1996,Post-secondary Non-tertiary Level,West,Yes,0.11562,54,396,0.08408,0.14715
1996,Post-secondary Non-tertiary Level,West,No,0.88438,342,396,0.85285,0.91592
1996,Post-secondary Non-tertiary Level,East,No,0.84237,70,70,0.75638,0.92835
1996,First Stage of Tertiary Education,West,Yes,0.13751,70,527,0.10808,0.16694
1996,First Stage of Tertiary Education,West,No,0.86249,457,527,0.83306,0.89192
1996,First Stage of Tertiary Education,East,No,0.88315,203,203,0.83884,0.92745
1996,Second Stage of Tertiary Education,West,Yes,0.11254,99,922,0.09213,0.13295
1996,Second Stage of Tertiary Education,West,No,0.88746,823,922,0.86705,0.90787
1996,Second Stage of Tertiary Education,East,Yes,0.11929,95,839,0.09735,0.14124
1996,Second Stage of Tertiary Education,East,No,0.88071,744,839,0.85876,0.90265
1997,No answer / don't know,West,No,0.84312,200,200,0.79259,0.89365
1997,No answer / don't know,East,No,0.82525,33,33,0.69368,0.95683
1997,Pre-primary Level,West,No,0.90666,187,187,0.86485,0.94847
1997,Pre-primary Level,East,No,0.90175,103,103,0.84399,0.95952
1997,Primary Level,West,Yes,0.14518,60,450,0.11259,0.17776
1997,Primary Level,West,No,0.85482,390,450,0.82224,0.88741
1997,Lower Secondary Level,West,Yes,0.16093,286,1964,0.14468,0.17719
1997,Lower Secondary Level,West,No,0.83907,1678,1964,0.82281,0.85532
1997,Lower Secondary Level,East,Yes,0.16907,52,350,0.12974,0.20839
1997,Lower Secondary Level,East,No,0.83093,298,350,0.79161,0.87026
1997,Upper Secondary Level,West,Yes,0.12782,553,4475,0.11804,0.13760
1997,Upper Secondary Level,West,No,0.87218,3922,4475,0.86240,0.88196
1997,Upper Secondary Level,East,Yes,0.12110,231,1980,0.10673,0.13548
1997,Upper Secondary Level,East,No,0.87890,1749,1980,0.86452,0.89327
1997,Post-secondary Non-tertiary Level,West,Yes,0.12027,50,378,0.08743,0.15310
1997,Post-secondary Non-tertiary Level,West,No,0.87973,328,378,0.84690,0.91257
1997,Post-secondary Non-tertiary Level,East,No,0.90768,65,65,0.83676,0.97860
1997,First Stage of Tertiary Education,West,Yes,0.11758,63,524,0.08997,0.14518
1997,First Stage of Tertiary Education,West,No,0.88242,461,524,0.85482,0.91003
1997,First Stage of Tertiary Education,East,No,0.90214,205,205,0.86136,0.94291
1997,Second Stage of Tertiary Education,West,Yes,0.08444,70,927,0.06653,0.10235
1997,Second Stage of Tertiary Education,West,No,0.91556,857,927,0.89765,0.93347
1997,Second Stage of Tertiary Education,East,Yes,0.13570,94,835,0.11245,0.15894
1997,Second Stage of Tertiary Education,East,No,0.86430,741,835,0.84106,0.88755
1998,No answer / don't know,West,Yes,0.13319,67,507,0.10359,0.16280
1998,No answer / don't know,West,No,0.86681,440,507,0.83720,0.89641
1998,No answer / don't know,East,No,0.89337,86,86,0.82776,0.95898
1998,Pre-primary Level,West,No,0.91008,206,206,0.87092,0.94924
1998,Pre-primary Level,East,No,0.96572,106,106,0.93092,1.00052
1998,Primary Level,West,Yes,0.15659,61,431,0.12224,0.19094
1998,Primary Level,West,No,0.84341,370,431,0.80906,0.87776
1998,Lower Secondary Level,West,Yes,0.14284,292,2161,0.12809,0.15760
1998,Lower Secondary Level,West,No,0.85716,1869,2161,0.84240,0.87191
1998,Lower Secondary Level,East,Yes,0.14687,55,374,0.11095,0.18280
1998,Lower Secondary Level,East,No,0.85313,319,374,0.81720,0.88905
1998,Upper Secondary Level,West,Yes,0.12542,596,4922,0.11616,0.13467
1998,Upper Secondary Level,West,No,0.87458,4326,4922,0.86533,0.88384
1998,Upper Secondary Level,East,Yes,0.13561,259,2091,0.12093,0.15029
1998,Upper Secondary Level,East,No,0.86439,1832,2091,0.84971,0.87907
1998,Post-secondary Non-tertiary Level,West,Yes,0.12168,56,436,0.09096,0.15241
1998,Post-secondary Non-tertiary Level,West,No,0.87832,380,436,0.84759,0.90904
1998,Post-secondary Non-tertiary Level,East,No,0.90411,62,62,0.83022,0.97800
1998,First Stage of Tertiary Education,West,Yes,0.10937,61,581,0.08397,0.13477
1998,First Stage of Tertiary Education,West,No,0.89063,520,581,0.86523,0.91603
1998,First Stage of Tertiary Education,East,Yes,0.15081,35,237,0.10515,0.19647
1998,First Stage of Tertiary Education,East,No,0.84919,202,237,0.80353,0.89485
1998,Second Stage of Tertiary Education,West,Yes,0.10811,102,1099,0.08974,0.12648
1998,Second Stage of Tertiary Education,West,No,0.89189,997,1099,0.87352,0.91026
1998,Second Stage of Tertiary Education,East,Yes,0.12659,112,868,0.10446,0.14873
1998,Second Stage of Tertiary Education,East,No,0.87341,756,868,0.85127,0.89554
1999,No answer / don't know,West,Yes,0.13087,32,239,0.08803,0.17372
1999,No answer / don't know,West,No,0.86913,207,239,0.82628,0.91197
1999,No answer / don't know,East,No,0.96871,40,40,0.91406,1.02335
1999,Pre-primary Level,West,No,0.87814,191,191,0.83163,0.92466
1999,Pre-primary Level,East,No,0.94352,98,98,0.89758,0.98946
1999,Primary Level,West,Yes,0.11145,48,409,0.08091,0.14198
1999,Primary Level,West,No,0.88855,361,409,0.85802,0.91909
1999,Lower Secondary Level,West,Yes,0.15814,291,2064,0.14239,0.17388
1999,Lower Secondary Level,West,No,0.84186,1773,2064,0.82612,0.85761
1999,Lower Secondary Level,East,Yes,0.17662,60,370,0.13771,0.21553
1999,Lower Secondary Level,East,No,0.82338,310,370,0.78447,0.86229
1999,Upper Secondary Level,West,Yes,0.12546,572,4850,0.11614,0.13478
1999,Upper Secondary Level,West,No,0.87454,4278,4850,0.86522,0.88386
1999,Upper Secondary Level,East,Yes,0.13589,256,2073,0.12114,0.15065
1999,Upper Secondary Level,East,No,0.86411,1817,2073,0.84935,0.87886
1999,Post-secondary Non-tertiary Level,West,Yes,0.13539,50,428,0.10294,0.16785
1999,Post-secondary Non-tertiary Level,West,No,0.86461,378,428,0.83215,0.89706
1999,Post-secondary Non-tertiary Level,East,No,0.93961,69,69,0.88299,0.99623
1999,First Stage of Tertiary Education,West,Yes,0.11327,73,571,0.08725,0.13929
1999,First Stage of Tertiary Education,West,No,0.88673,498,571,0.86071,0.91275
1999,First Stage of Tertiary Education,East,No,0.89338,215,215,0.85203,0.93473
1999,Second Stage of Tertiary Education,West,Yes,0.10541,102,1101,0.08726,0.12356
1999,Second Stage of Tertiary Education,West,No,0.89459,999,1101,0.87644,0.91274
1999,Second Stage of Tertiary Education,East,Yes,0.14262,119,856,0.11918,0.16606
1999,Second Stage of Tertiary Education,East,No,0.85738,737,856,0.83394,0.88082
2000,Pre-primary Level,West,No,0.96065,336,336,0.93984,0.98147
2000,Pre-primary Level,East,No,0.94303,135,135,0.90378,0.98227
2000,Primary Level,West,Yes,0.12359,47,383,0.09059,0.15660
2000,Primary Level,West,No,0.87641,336,383,0.84340,0.90941
2000,Lower Secondary Level,West,Yes,0.14343,409,3034,0.13096,0.15591
2000,Lower Secondary Level,West,No,0.85657,2625,3034,0.84409,0.86904
2000,Lower Secondary Level,East,Yes,0.15894,75,512,0.12724,0.19064
2000,Lower Secondary Level,East,No,0.84106,437,512,0.80936,0.87276
2000,Upper Secondary Level,West,Yes,0.12332,1156,9526,0.11672,0.12992
2000,Upper Secondary Level,West,No,0.87668,8370,9526,0.87008,0.88328
2000,Upper Secondary Level,East,Yes,0.12527,394,3244,0.11388,0.13666
2000,Upper Secondary Level,East,No,0.87473,2850,3244,0.86334,0.88612
2000,Post-secondary Non-tertiary Level,West,Yes,0.11528,114,992,0.09540,0.13516
2000,Post-secondary Non-tertiary Level,West,No,0.88472,878,992,0.86484,0.90460
2000,Post-secondary Non-tertiary Level,East,No,0.93002,112,112,0.88256,0.97748
2000,First Stage of Tertiary Education,West,Yes,0.11783,163,1373,0.10077,0.13489
2000,First Stage of Tertiary Education,West,No,0.88217,1210,1373,0.86511,0.89923
2000,First Stage of Tertiary Education,East,Yes,0.13863,70,506,0.10849,0.16877
2000,First Stage of Tertiary Education,East,No,0.86137,436,506,0.83123,0.89151
2000,Second Stage of Tertiary Education,West,Yes,0.09027,231,2523,0.07908,0.10145
2000,Second Stage of Tertiary Education,West,No,0.90973,2292,2523,0.89855,0.92092
2000,Second Stage of Tertiary Education,East,Yes,0.12770,150,1287,0.10946,0.14594
2000,Second Stage of Tertiary Education,East,No,0.87230,1137,1287,0.85406,0.89054
2001,No answer / don't know,West,No,0.85218,77,77,0.77238,0.93197
2001,Pre-primary Level,West,No,0.96179,365,365,0.94210,0.98149
2001,Pre-primary Level,East,No,0.92766,146,146,0.88549,0.96982
2001,Primary Level,West,Yes,0.11320,36,297,0.07711,0.14930
2001,Primary Level,West,No,0.88680,261,297,0.85070,0.92289
2001,Lower Secondary Level,West,Yes,0.14199,352,2624,0.12864,0.15535
2001,Lower Secondary Level,West,No,0.85801,2272,2624,0.84465,0.87136
2001,Lower Secondary Level,East,Yes,0.16332,73,450,0.12913,0.19751
2001,Lower Secondary Level,East,No,0.83668,377,450,0.80249,0.87087
2001,Upper Secondary Level,West,Yes,0.12941,1070,8549,0.12229,0.13652
2001,Upper Secondary Level,West,No,0.87059,7479,8549,0.86348,0.87771
2001,Upper Secondary Level,East,Yes,0.12165,363,2992,0.10994,0.13337
2001,Upper Secondary Level,East,No,0.87835,2629,2992,0.86663,0.89006
2001,Post-secondary Non-tertiary Level,West,Yes,0.11307,106,942,0.09284,0.13330
2001,Post-secondary Non-tertiary Level,West,No,0.88693,836,942,0.86670,0.90716
2001,Post-secondary Non-tertiary Level,East,No,0.87757,104,104,0.81427,0.94088
2001,First Stage of Tertiary Education,West,Yes,0.13688,156,1229,0.11765,0.15610
2001,First Stage of Tertiary Education,West,No,0.86312,1073,1229,0.84390,0.88235
2001,First Stage of Tertiary Education,East,Yes,0.10839,50,443,0.07941,0.13737
2001,First Stage of Tertiary Education,East,No,0.89161,393,443,0.86263,0.92059
2001,Second Stage of Tertiary Education,West,Yes,0.09991,230,2320,0.08771,0.11212
2001,Second Stage of Tertiary Education,West,No,0.90009,2090,2320,0.88788,0.91229
2001,Second Stage of Tertiary Education,East,Yes,0.12064,130,1216,0.10232,0.13895
2001,Second Stage of Tertiary Education,East,No,0.87936,1086,1216,0.86105,0.89768
2002,No answer / don't know,West,No,0.93314,128,128,0.88970,0.97658
2002,No answer / don't know,East,No,0.90126,47,47,0.81505,0.98747
2002,Pre-primary Level,West,No,0.93128,430,430,0.90734,0.95522
2002,Pre-primary Level,East,No,0.93686,144,144,0.89699,0.97672
2002,Primary Level,West,Yes,0.14615,35,269,0.10385,0.18844
2002,Primary Level,West,No,0.85385,234,269,0.81156,0.89615
2002,Lower Secondary Level,West,Yes,0.15408,358,2466,0.13983,0.16833
2002,Lower Secondary Level,West,No,0.84592,2108,2466,0.83167,0.86017
2002,Lower Secondary Level,East,Yes,0.16471,61,418,0.12911,0.20031
2002,Lower Secondary Level,East,No,0.83529,357,418,0.79969,0.87089
2002,Upper Secondary Level,West,Yes,0.12412,1026,8686,0.11719,0.13105
2002,Upper Secondary Level,West,No,0.87588,7660,8686,0.86895,0.88281
2002,Upper Secondary Level,East,Yes,0.13104,354,2875,0.11870,0.14337
2002,Upper Secondary Level,East,No,0.86896,2521,2875,0.85663,0.88130
2002,Post-secondary Non-tertiary Level,West,Yes,0.11455,112,1028,0.09507,0.13403
2002,Post-secondary Non-tertiary Level,West,No,0.88545,916,1028,0.86597,0.90493
2002,Post-secondary Non-tertiary Level,East,No,0.82477,114,114,0.75467,0.89486
2002,First Stage of Tertiary Education,West,Yes,0.12619,165,1288,0.10805,0.14433
2002,First Stage of Tertiary Education,West,No,0.87381,1123,1288,0.85567,0.89195
2002,First Stage of Tertiary Education,East,Yes,0.10305,45,452,0.07499,0.13111
2002,First Stage of Tertiary Education,East,No,0.89695,407,452,0.86889,0.92501
2002,Second Stage of Tertiary Education,West,Yes,0.10303,321,3227,0.09254,0.11352
2002,Second Stage of Tertiary Education,West,No,0.89697,2906,3227,0.88648,0.90746
2002,Second Stage of Tertiary Education,East,Yes,0.13020,152,1321,0.11204,0.14835
2002,Second Stage of Tertiary Education,East,No,0.86980,1169,1321,0.85165,0.88796
2003,No answer / don't know,West,No,0.90906,162,162,0.86465,0.95347
2003,No answer / don't know,East,No,0.88046,54,54,0.79311,0.96780
2003,Pre-primary Level,West,No,0.94576,428,428,0.92427,0.96724
2003,Pre-primary Level,East,No,0.93364,151,151,0.89381,0.97347
2003,Primary Level,West,No,0.84190,225,225,0.79412,0.88968
2003,Lower Secondary Level,West,Yes,0.14377,320,2308,0.12945,0.15809
2003,Lower Secondary Level,West,No,0.85623,1988,2308,0.84191,0.87055
2003,Lower Secondary Level,East,Yes,0.17080,59,410,0.13432,0.20727
2003,Lower Secondary Level,East,No,0.82920,351,410,0.79273,0.86568
2003,Upper Secondary Level,West,Yes,0.12363,997,8268,0.11654,0.13073
2003,Upper Secondary Level,West,No,0.87637,7271,8268,0.86927,0.88346
2003,Upper Secondary Level,East,Yes,0.12837,349,2799,0.11597,0.14076
2003,Upper Secondary Level,East,No,0.87163,2450,2799,0.85924,0.88403
2003,Post-secondary Non-tertiary Level,West,Yes,0.12743,113,1007,0.10682,0.14803
2003,Post-secondary Non-tertiary Level,West,No,0.87257,894,1007,0.85197,0.89318
2003,Post-secondary Non-tertiary Level,East,No,0.89628,130,130,0.84367,0.94890
2003,First Stage of Tertiary Education,West,Yes,0.12599,150,1232,0.10746,0.14453
2003,First Stage of Tertiary Education,West,No,0.87401,1082,1232,0.85547,0.89254
2003,First Stage of Tertiary Education,East,Yes,0.10211,47,451,0.07413,0.13009
2003,First Stage of Tertiary Education,East,No,0.89789,404,451,0.86991,0.92587
2003,Second Stage of Tertiary Education,West,Yes,0.09522,308,3052,0.08480,0.10563
2003,Second Stage of Tertiary Education,West,No,0.90478,2744,3052,0.89437,0.91520
2003,Second Stage of Tertiary Education,East,Yes,0.14814,168,1290,0.12875,0.16754
2003,Second Stage of Tertiary Education,East,No,0.85186,1122,1290,0.83246,0.87125
2004,No answer / don't know,West,No,0.94920,191,191,0.91797,0.98042
