year,age_gr,sampreg,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,66 and older,East,Yes,0.14409,56,387,0.10906,0.17912
1992,66 and older,East,No,0.85591,331,387,0.82088,0.89094
1994,17-29 y.,West,Yes,0.10164,256,2490,0.08977,0.11351
1994,17-29 y.,West,No,0.89836,2234,2490,0.88649,0.91023
1994,17-29 y.,East,Yes,0.10544,87,844,0.08471,0.12618
1994,17-29 y.,East,No,0.89456,757,844,0.87382,0.91529
1994,30-45 y.,West,Yes,0.10001,288,2799,0.08889,0.11113
1994,30-45 y.,West,No,0.89999,2511,2799,0.88887,0.91111
1994,30-45 y.,East,Yes,0.07509,109,1341,0.06098,0.08920
1994,30-45 y.,East,No,0.92491,1232,1341,0.91080,0.93902
1994,46-65 y.,West,Yes,0.12713,323,2687,0.11453,0.13973
1994,46-65 y.,West,No,0.87287,2364,2687,0.86027,0.88547
1994,46-65 y.,East,Yes,0.10117,118,1188,0.08402,0.11833
1994,46-65 y.,East,No,0.89883,1070,1188,0.88167,0.91598
1994,66 and older,West,Yes,0.23620,238,1087,0.21094,0.26146
1994,66 and older,West,No,0.76380,849,1087,0.73854,0.78906
1994,66 and older,East,Yes,0.20211,78,397,0.16255,0.24166
1994,66 and older,East,No,0.79789,319,397,0.75834,0.83745
1995,17-29 y.,West,Yes,0.10700,269,2512,0.09491,0.11909
1995,17-29 y.,West,No,0.89300,2243,2512,0.88091,0.90509
1995,17-29 y.,East,Yes,0.10786,93,827,0.08670,0.12901
1995,17-29 y.,East,No,0.89214,734,827,0.87099,0.91330
1995,30-45 y.,West,Yes,0.09568,306,3145,0.08540,0.10597
1995,30-45 y.,West,No,0.90432,2839,3145,0.89403,0.91460
1995,30-45 y.,East,Yes,0.09057,128,1276,0.07482,0.10633
1995,30-45 y.,East,No,0.90943,1148,1276,0.89367,0.92518
1995,46-65 y.,West,Yes,0.12753,351,2772,0.11511,0.13995
1995,46-65 y.,West,No,0.87247,2421,2772,0.86005,0.88489
1995,46-65 y.,East,Yes,0.10733,123,1168,0.08957,0.12509
1995,46-65 y.,East,No,0.89267,1045,1168,0.87491,0.91043
1995,66 and older,West,Yes,0.20210,213,1111,0.17848,0.22573
1995,66 and older,West,No,0.79790,898,1111,0.77427,0.82152
1995,66 and older,East,Yes,0.20462,84,404,0.16523,0.24401
1995,66 and older,East,No,0.79538,320,404,0.75599,0.83477
1996,17-29 y.,West,Yes,0.08876,232,2323,0.07719,0.10033
1996,17-29 y.,West,No,0.91124,2091,2323,0.89967,0.92281
1996,17-29 y.,East,Yes,0.13264,98,833,0.10959,0.15569
1996,17-29 y.,East,No,0.86736,735,833,0.84431,0.89041
1996,30-45 y.,West,Yes,0.09858,326,3167,0.08820,0.10897
1996,30-45 y.,West,No,0.90142,2841,3167,0.89103,0.91180
1996,30-45 y.,East,Yes,0.10003,130,1256,0.08343,0.11663
1996,30-45 y.,East,No,0.89997,1126,1256,0.88337,0.91657
1996,46-65 y.,West,Yes,0.12544,343,2714,0.11297,0.13790
1996,46-65 y.,West,No,0.87456,2371,2714,0.86210,0.88703
1996,46-65 y.,East,Yes,0.11772,140,1172,0.09926,0.13617
1996,46-65 y.,East,No,0.88228,1032,1172,0.86383,0.90074
1996,66 and older,West,Yes,0.21461,235,1122,0.19058,0.23865
1996,66 and older,West,No,0.78539,887,1122,0.76135,0.80942
1996,66 and older,East,Yes,0.21622,84,417,0.17666,0.25578
1996,66 and older,East,No,0.78378,333,417,0.74422,0.82334
1997,17-29 y.,West,Yes,0.10382,229,2184,0.09103,0.11662
1997,17-29 y.,West,No,0.89618,1955,2184,0.88338,0.90897
1997,17-29 y.,East,Yes,0.11453,89,832,0.09288,0.13619
1997,17-29 y.,East,No,0.88547,743,832,0.86381,0.90712
1997,30-45 y.,West,Yes,0.10262,340,3162,0.09204,0.11320
1997,30-45 y.,West,No,0.89738,2822,3162,0.88680,0.90796
1997,30-45 y.,East,Yes,0.08913,106,1186,0.07291,0.10536
1997,30-45 y.,East,No,0.91087,1080,1186,0.89464,0.92709
1997,46-65 y.,West,Yes,0.11970,323,2666,0.10738,0.13203
1997,46-65 y.,West,No,0.88030,2343,2666,0.86797,0.89262
1997,46-65 y.,East,Yes,0.14127,152,1173,0.12132,0.16121
1997,46-65 y.,East,No,0.85873,1021,1173,0.83879,0.87868
1997,66 and older,West,Yes,0.20814,236,1139,0.18455,0.23173
1997,66 and older,West,No,0.79186,903,1139,0.76827,0.81545
1997,66 and older,East,Yes,0.17246,74,435,0.13692,0.20800
1997,66 and older,East,No,0.82754,361,435,0.79200,0.86308
1998,17-29 y.,West,Yes,0.10366,242,2290,0.09117,0.11615
1998,17-29 y.,West,No,0.89634,2048,2290,0.88385,0.90883
1998,17-29 y.,East,Yes,0.11403,96,870,0.09290,0.13517
1998,17-29 y.,East,No,0.88597,774,870,0.86483,0.90710
1998,30-45 y.,West,Yes,0.10159,366,3572,0.09168,0.11150
1998,30-45 y.,West,No,0.89841,3206,3572,0.88850,0.90832
1998,30-45 y.,East,Yes,0.10098,126,1248,0.08426,0.11770
1998,30-45 y.,East,No,0.89902,1122,1248,0.88230,0.91574
1998,46-65 y.,West,Yes,0.12112,375,3117,0.10967,0.13258
1998,46-65 y.,West,No,0.87888,2742,3117,0.86742,0.89033
1998,46-65 y.,East,Yes,0.13487,165,1270,0.11608,0.15367
1998,46-65 y.,East,No,0.86513,1105,1270,0.84633,0.88392
1998,66 and older,West,Yes,0.19401,267,1379,0.17313,0.21489
1998,66 and older,West,No,0.80599,1112,1379,0.78511,0.82687
1998,66 and older,East,Yes,0.19400,96,472,0.15829,0.22971
1998,66 and older,East,No,0.80600,376,472,0.77029,0.84171
1999,17-29 y.,West,Yes,0.09129,191,2137,0.07907,0.10350
1999,17-29 y.,West,No,0.90871,1946,2137,0.89650,0.92093
1999,17-29 y.,East,Yes,0.10379,90,834,0.08308,0.12450
1999,17-29 y.,East,No,0.89621,744,834,0.87550,0.91692
1999,30-45 y.,West,Yes,0.10114,355,3485,0.09113,0.11116
1999,30-45 y.,West,No,0.89886,3130,3485,0.88884,0.90887
1999,30-45 y.,East,Yes,0.10253,121,1225,0.08553,0.11952
1999,30-45 y.,East,No,0.89747,1104,1225,0.88048,0.91447
1999,46-65 y.,West,Yes,0.13310,393,2940,0.12082,0.14538
1999,46-65 y.,West,No,0.86690,2547,2940,0.85462,0.87918
1999,46-65 y.,East,Yes,0.13270,164,1237,0.11379,0.15162
1999,46-65 y.,East,No,0.86730,1073,1237,0.84838,0.88621
1999,66 and older,West,Yes,0.19904,251,1313,0.17744,0.22065
1999,66 and older,West,No,0.80096,1062,1313,0.77935,0.82256
1999,66 and older,East,Yes,0.21698,104,483,0.18018,0.25378
1999,66 and older,East,No,0.78302,379,483,0.74622,0.81982
2000,17-29 y.,West,Yes,0.09042,318,3366,0.08073,0.10011
2000,17-29 y.,West,No,0.90958,3048,3366,0.89989,0.91927
2000,17-29 y.,East,Yes,0.11041,137,1196,0.09264,0.12818
2000,17-29 y.,East,No,0.88959,1059,1196,0.87182,0.90736
2000,30-45 y.,West,Yes,0.08981,582,6330,0.08276,0.09685
2000,30-45 y.,West,No,0.91019,5748,6330,0.90315,0.91724
2000,30-45 y.,East,Yes,0.08437,158,1818,0.07159,0.09715
2000,30-45 y.,East,No,0.91563,1660,1818,0.90285,0.92841
2000,46-65 y.,West,Yes,0.11922,713,5806,0.11089,0.12756
2000,46-65 y.,West,No,0.88078,5093,5806,0.87244,0.88911
2000,46-65 y.,East,Yes,0.13554,253,1946,0.12032,0.15075
2000,46-65 y.,East,No,0.86446,1693,1946,0.84925,0.87968
2000,66 and older,West,Yes,0.19437,529,2716,0.17949,0.20926
2000,66 and older,West,No,0.80563,2187,2716,0.79074,0.82051
2000,66 and older,East,Yes,0.18833,165,876,0.16242,0.21424
2000,66 and older,East,No,0.81167,711,876,0.78576,0.83758
2001,17-29 y.,West,Yes,0.08924,285,2984,0.07901,0.09947
2001,17-29 y.,West,No,0.91076,2699,2984,0.90053,0.92099
2001,17-29 y.,East,Yes,0.10882,119,1103,0.09043,0.12720
2001,17-29 y.,East,No,0.89118,984,1103,0.87280,0.90957
2001,30-45 y.,West,Yes,0.09504,552,5672,0.08740,0.10267
2001,30-45 y.,West,No,0.90496,5120,5672,0.89733,0.91260
2001,30-45 y.,East,Yes,0.08829,148,1643,0.07456,0.10201
2001,30-45 y.,East,No,0.91171,1495,1643,0.89799,0.92544
2001,46-65 y.,West,Yes,0.12419,633,5228,0.11525,0.13313
2001,46-65 y.,West,No,0.87581,4595,5228,0.86687,0.88475
2001,46-65 y.,East,Yes,0.12209,227,1836,0.10711,0.13707
2001,46-65 y.,East,No,0.87791,1609,1836,0.86293,0.89289
2001,66 and older,West,Yes,0.20178,509,2548,0.18620,0.21737
2001,66 and older,West,No,0.79822,2039,2548,0.78263,0.81380
2001,66 and older,East,Yes,0.17675,148,838,0.15091,0.20259
2001,66 and older,East,No,0.82325,690,838,0.79741,0.84909
2002,17-29 y.,West,Yes,0.08899,277,3059,0.07890,0.09908
2002,17-29 y.,West,No,0.91101,2782,3059,0.90092,0.92110
2002,17-29 y.,East,Yes,0.08977,89,1074,0.07267,0.10687
2002,17-29 y.,East,No,0.91023,985,1074,0.89313,0.92733
2002,30-45 y.,West,Yes,0.08472,497,5843,0.07758,0.09187
2002,30-45 y.,West,No,0.91528,5346,5843,0.90813,0.92242
2002,30-45 y.,East,Yes,0.09812,148,1583,0.08346,0.11278
2002,30-45 y.,East,No,0.90188,1435,1583,0.88722,0.91654
2002,46-65 y.,West,Yes,0.12383,723,5961,0.11546,0.13219
2002,46-65 y.,West,No,0.87617,5238,5961,0.86781,0.88454
2002,46-65 y.,East,Yes,0.12258,227,1878,0.10774,0.13742
2002,46-65 y.,East,No,0.87742,1651,1878,0.86258,0.89226
2002,66 and older,West,Yes,0.21255,555,2694,0.19710,0.22800
2002,66 and older,West,No,0.78745,2139,2694,0.77200,0.80290
2002,66 and older,East,Yes,0.21400,184,887,0.18699,0.24100
2002,66 and older,East,No,0.78600,703,887,0.75900,0.81301
2003,17-29 y.,West,Yes,0.08789,255,2923,0.07762,0.09815
2003,17-29 y.,West,No,0.91211,2668,2923,0.90185,0.92238
2003,17-29 y.,East,Yes,0.10206,101,1066,0.08388,0.12025
2003,17-29 y.,East,No,0.89794,965,1066,0.87975,0.91612
2003,30-45 y.,West,Yes,0.09302,520,5428,0.08529,0.10074
2003,30-45 y.,West,No,0.90698,4908,5428,0.89926,0.91471
2003,30-45 y.,East,Yes,0.09422,148,1485,0.07936,0.10909
2003,30-45 y.,East,No,0.90578,1337,1485,0.89091,0.92064
2003,46-65 y.,West,Yes,0.12167,677,5675,0.11316,0.13018
2003,46-65 y.,West,No,0.87833,4998,5675,0.86982,0.88684
2003,46-65 y.,East,Yes,0.13474,233,1871,0.11926,0.15022
2003,46-65 y.,East,No,0.86526,1638,1871,0.84978,0.88074
2003,66 and older,West,Yes,0.19016,508,2728,0.17543,0.20489
2003,66 and older,West,No,0.80984,2220,2728,0.79511,0.82457
2003,66 and older,East,Yes,0.19516,174,908,0.16936,0.22095
2003,66 and older,East,No,0.80484,734,908,0.77905,0.83064
2004,17-29 y.,West,Yes,0.06521,207,2869,0.05618,0.07425
2004,17-29 y.,West,No,0.93479,2662,2869,0.92575,0.94382
2004,17-29 y.,East,Yes,0.08806,96,1072,0.07109,0.10504
2004,17-29 y.,East,No,0.91194,976,1072,0.89496,0.92891
2004,30-45 y.,West,Yes,0.09190,490,5138,0.08400,0.09980
2004,30-45 y.,West,No,0.90810,4648,5138,0.90020,0.91600
2004,30-45 y.,East,Yes,0.10244,129,1374,0.08640,0.11848
2004,30-45 y.,East,No,0.89756,1245,1374,0.88152,0.91360
2004,46-65 y.,West,Yes,0.12539,671,5525,0.11666,0.13413
2004,46-65 y.,West,No,0.87461,4854,5525,0.86587,0.88334
2004,46-65 y.,East,Yes,0.11995,213,1821,0.10503,0.13488
2004,46-65 y.,East,No,0.88005,1608,1821,0.86512,0.89497
2004,66 and older,West,Yes,0.22317,583,2801,0.20774,0.23859
2004,66 and older,West,No,0.77683,2218,2801,0.76141,0.79226
2004,66 and older,East,Yes,0.20732,187,950,0.18153,0.23311
2004,66 and older,East,No,0.79268,763,950,0.76689,0.81847
2005,17-29 y.,West,Yes,0.06764,186,2799,0.05833,0.07694
2005,17-29 y.,West,No,0.93236,2613,2799,0.92306,0.94167
2005,17-29 y.,East,Yes,0.08749,74,1012,0.07007,0.10490
2005,17-29 y.,East,No,0.91251,938,1012,0.89510,0.92993
2005,30-45 y.,West,Yes,0.08964,399,4780,0.08154,0.09774
2005,30-45 y.,West,No,0.91036,4381,4780,0.90226,0.91846
2005,30-45 y.,East,Yes,0.10930,138,1288,0.09225,0.12634
2005,30-45 y.,East,No,0.89070,1150,1288,0.87366,0.90775
2005,46-65 y.,West,Yes,0.10651,538,5234,0.09816,0.11487
2005,46-65 y.,West,No,0.89349,4696,5234,0.88513,0.90184
2005,46-65 y.,East,Yes,0.14563,235,1756,0.12913,0.16213
2005,46-65 y.,East,No,0.85437,1521,1756,0.83787,0.87087
2005,66 and older,West,Yes,0.19689,546,2799,0.18215,0.21162
2005,66 and older,West,No,0.80311,2253,2799,0.78838,0.81785
2005,66 and older,East,Yes,0.17437,164,957,0.15032,0.19842
2005,66 and older,East,No,0.82563,793,957,0.80158,0.84968
2006,17-29 y.,West,Yes,0.08024,209,2713,0.07002,0.09047
2006,17-29 y.,West,No,0.91976,2504,2713,0.90953,0.92998
2006,17-29 y.,East,Yes,0.09037,85,961,0.07224,0.10851
2006,17-29 y.,East,No,0.90963,876,961,0.89149,0.92776
2006,30-45 y.,West,Yes,0.08231,414,4960,0.07466,0.08996
2006,30-45 y.,West,No,0.91769,4546,4960,0.91004,0.92534
2006,30-45 y.,East,Yes,0.08235,105,1314,0.06748,0.09722
2006,30-45 y.,East,No,0.91765,1209,1314,0.90278,0.93252
2006,46-65 y.,West,Yes,0.11353,598,5696,0.10529,0.12177
2006,46-65 y.,West,No,0.88647,5098,5696,0.87823,0.89471
2006,46-65 y.,East,Yes,0.13145,238,1866,0.11611,0.14678
2006,46-65 y.,East,No,0.86855,1628,1866,0.85322,0.88389
2006,66 and older,West,Yes,0.21385,675,3295,0.19985,0.22785
2006,66 and older,West,No,0.78615,2620,3295,0.77215,0.80015
2006,66 and older,East,Yes,0.22883,228,1124,0.20426,0.25340
2006,66 and older,East,No,0.77117,896,1124,0.74660,0.79574
2007,17-29 y.,West,Yes,0.08847,194,2486,0.07731,0.09964
2007,17-29 y.,West,No,0.91153,2292,2486,0.90036,0.92269
2007,17-29 y.,East,Yes,0.08779,87,897,0.06926,0.10632
2007,17-29 y.,East,No,0.91221,810,897,0.89368,0.93074
2007,30-45 y.,West,Yes,0.08601,374,4482,0.07780,0.09422
2007,30-45 y.,West,No,0.91399,4108,4482,0.90578,0.92220
2007,30-45 y.,East,Yes,0.08444,104,1215,0.06880,0.10008
2007,30-45 y.,East,No,0.91556,1111,1215,0.89992,0.93120
2007,46-65 y.,West,Yes,0.10471,567,5279,0.09645,0.11297
2007,46-65 y.,West,No,0.89529,4712,5279,0.88703,0.90355
2007,46-65 y.,East,Yes,0.11857,207,1765,0.10349,0.13366
2007,46-65 y.,East,No,0.88143,1558,1765,0.86634,0.89651
2007,66 and older,West,Yes,0.21552,670,3212,0.20130,0.22974
2007,66 and older,West,No,0.78448,2542,3212,0.77026,0.79870
2007,66 and older,East,Yes,0.21222,232,1116,0.18822,0.23622
2007,66 and older,East,No,0.78778,884,1116,0.76378,0.81178
2008,17-29 y.,West,Yes,0.06508,163,2323,0.05504,0.07511
2008,17-29 y.,West,No,0.93492,2160,2323,0.92489,0.94496
2008,17-29 y.,East,Yes,0.08652,71,816,0.06722,0.10582
2008,17-29 y.,East,No,0.91348,745,816,0.89418,0.93278
2008,30-45 y.,West,Yes,0.07863,334,4014,0.07030,0.08696
2008,30-45 y.,West,No,0.92137,3680,4014,0.91304,0.92970
2008,30-45 y.,East,Yes,0.07624,86,1146,0.06087,0.09161
2008,30-45 y.,East,No,0.92376,1060,1146,0.90839,0.93913
2008,46-65 y.,West,Yes,0.10664,523,5000,0.09808,0.11519
2008,46-65 y.,West,No,0.89336,4477,5000,0.88481,0.90192
2008,46-65 y.,East,Yes,0.12633,214,1674,0.11041,0.14225
2008,46-65 y.,East,No,0.87367,1460,1674,0.85775,0.88959
2008,66 and older,West,Yes,0.19878,620,3165,0.18488,0.21269
2008,66 and older,West,No,0.80122,2545,3165,0.78731,0.81512
2008,66 and older,East,Yes,0.21731,234,1112,0.19306,0.24156
2008,66 and older,East,No,0.78269,878,1112,0.75844,0.80694
2009,17-29 y.,West,Yes,0.07604,161,2125,0.06477,0.08731
2009,17-29 y.,West,No,0.92396,1964,2125,0.91269,0.93523
2009,17-29 y.,East,Yes,0.08904,62,724,0.06828,0.10980
2009,17-29 y.,East,No,0.91096,662,724,0.89020,0.93172
2009,30-45 y.,West,Yes,0.09790,349,3604,0.08819,0.10760
2009,30-45 y.,West,No,0.90210,3255,3604,0.89240,0.91181
2009,30-45 y.,East,Yes,0.08187,93,1063,0.06538,0.09836
2009,30-45 y.,East,No,0.91813,970,1063,0.90164,0.93462
2009,46-65 y.,West,Yes,0.11499,537,4680,0.10585,0.12413
2009,46-65 y.,West,No,0.88501,4143,4680,0.87587,0.89415
2009,46-65 y.,East,Yes,0.12711,217,1628,0.11092,0.14330
2009,46-65 y.,East,No,0.87289,1411,1628,0.85670,0.88908
2009,66 and older,West,Yes,0.21654,640,3039,0.20189,0.23119
2009,66 and older,West,No,0.78346,2399,3039,0.76881,0.79811
2009,66 and older,East,Yes,0.22115,234,1113,0.19675,0.24554
2009,66 and older,East,No,0.77885,879,1113,0.75446,0.80325
2010,17-29 y.,West,Yes,0.06819,371,2982,0.05914,0.07724
2010,17-29 y.,West,No,0.93181,2611,2982,0.92276,0.94086
2010,17-29 y.,East,Yes,0.10178,131,929,0.08233,0.12123
2010,17-29 y.,East,No,0.89822,798,929,0.87877,0.91767
2010,30-45 y.,West,Yes,0.08858,910,7268,0.08205,0.09512
2010,30-45 y.,West,No,0.91142,6358,7268,0.90488,0.91795
2010,30-45 y.,East,Yes,0.08638,208,1794,0.07337,0.09938
2010,30-45 y.,East,No,0.91362,1586,1794,0.90062,0.92663
2010,46-65 y.,West,Yes,0.12270,609,5249,0.11383,0.13158
2010,46-65 y.,West,No,0.87730,4640,5249,0.86842,0.88617
2010,46-65 y.,East,Yes,0.10802,196,1684,0.09319,0.12285
2010,46-65 y.,East,No,0.89198,1488,1684,0.87715,0.90681
2010,66 and older,West,Yes,0.20933,610,2959,0.19467,0.22399
2010,66 and older,West,No,0.79067,2349,2959,0.77601,0.80533
2010,66 and older,East,Yes,0.23117,236,1058,0.20575,0.25658
2010,66 and older,East,No,0.76883,822,1058,0.74342,0.79425
2011,17-29 y.,West,Yes,0.08909,373,3238,0.07927,0.09890
2011,17-29 y.,West,No,0.91091,2865,3238,0.90110,0.92073
2011,17-29 y.,East,Yes,0.08162,105,934,0.06405,0.09919
2011,17-29 y.,East,No,0.91838,829,934,0.90081,0.93595
2011,30-45 y.,West,Yes,0.10704,971,7921,0.10023,0.11385
2011,30-45 y.,West,No,0.89296,6950,7921,0.88615,0.89977
2011,30-45 y.,East,Yes,0.07894,231,2007,0.06714,0.09074
2011,30-45 y.,East,No,0.92106,1776,2007,0.90926,0.93286
2011,46-65 y.,West,Yes,0.12340,842,7019,0.11571,0.13110
2011,46-65 y.,West,No,0.87660,6177,7019,0.86890,0.88429
2011,46-65 y.,East,Yes,0.13157,294,2098,0.11710,0.14604
2011,46-65 y.,East,No,0.86843,1804,2098,0.85396,0.88290
2011,66 and older,West,Yes,0.20785,785,3866,0.19506,0.22065
2011,66 and older,West,No,0.79215,3081,3866,0.77935,0.80494
2011,66 and older,East,Yes,0.25074,299,1269,0.22688,0.27460
2011,66 and older,East,No,0.74926,970,1269,0.72540,0.77312
2012,17-29 y.,West,Yes,0.09852,318,3137,0.08809,0.10895
2012,17-29 y.,West,No,0.90148,2819,3137,0.89105,0.91191
2012,17-29 y.,East,Yes,0.09916,107,832,0.07884,0.11948
2012,17-29 y.,East,No,0.90084,725,832,0.88052,0.92116
2012,30-45 y.,West,Yes,0.09777,762,7193,0.09090,0.10463
2012,30-45 y.,West,No,0.90223,6431,7193,0.89537,0.90910
2012,30-45 y.,East,Yes,0.10468,207,1868,0.09079,0.11856
2012,30-45 y.,East,No,0.89532,1661,1868,0.88144,0.90921
2012,46-65 y.,West,Yes,0.12763,897,7176,0.11991,0.13535
2012,46-65 y.,West,No,0.87237,6279,7176,0.86465,0.88009
2012,46-65 y.,East,Yes,0.14895,292,2180,0.13400,0.16390
2012,46-65 y.,East,No,0.85105,1888,2180,0.83610,0.86600
2012,66 and older,West,Yes,0.21883,860,3915,0.20587,0.23178
2012,66 and older,West,No,0.78117,3055,3915,0.76822,0.79413
2012,66 and older,East,Yes,0.23157,281,1279,0.20844,0.25470
2012,66 and older,East,No,0.76843,998,1279,0.74530,0.79156
2013,17-29 y.,West,Yes,0.09686,321,2926,0.08614,0.10758
2013,17-29 y.,West,No,0.90314,2605,2926,0.89242,0.91386
2013,17-29 y.,East,Yes,0.09751,86,708,0.07564,0.11938
2013,17-29 y.,East,No,0.90249,622,708,0.88062,0.92436
2013,30-45 y.,West,Yes,0.11477,687,6335,0.10692,0.12262
2013,30-45 y.,West,No,0.88523,5648,6335,0.87738,0.89308
2013,30-45 y.,East,Yes,0.10014,196,1712,0.08592,0.11437
2013,30-45 y.,East,No,0.89986,1516,1712,0.88563,0.91408
2013,46-65 y.,West,Yes,0.12458,827,6933,0.11681,0.13236
2013,46-65 y.,West,No,0.87542,6106,6933,0.86764,0.88319
2013,46-65 y.,East,Yes,0.13754,264,2086,0.12275,0.15232
2013,46-65 y.,East,No,0.86246,1822,2086,0.84768,0.87725
2013,66 and older,West,Yes,0.22644,813,3732,0.21301,0.23987
2013,66 and older,West,No,0.77356,2919,3732,0.76013,0.78699
2013,66 and older,East,Yes,0.21066,251,1220,0.18777,0.23355
2013,66 and older,East,No,0.78934,969,1220,0.76645,0.81223
2014,17-29 y.,West,Yes,0.10044,384,3577,0.09059,0.11029
2014,17-29 y.,West,No,0.89956,3193,3577,0.88971,0.90941
2014,17-29 y.,East,Yes,0.09997,97,707,0.07784,0.12209
2014,17-29 y.,East,No,0.90003,610,707,0.87791,0.92216
2014,30-45 y.,West,Yes,0.10144,738,6887,0.09431,0.10857
2014,30-45 y.,West,No,0.89856,6149,6887,0.89143,0.90569
2014,30-45 y.,East,Yes,0.10129,182,1623,0.08661,0.11597
2014,30-45 y.,East,No,0.89871,1441,1623,0.88403,0.91339
