year,pgisced97,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,First Stage of Tertiary Education,Yes,0.12181,86,762,0.09857,0.14505
1992,First Stage of Tertiary Education,No,0.87819,676,762,0.85495,0.90143
1992,Second Stage of Tertiary Education,Yes,0.09787,150,1647,0.08352,0.11223
1992,Second Stage of Tertiary Education,No,0.90213,1497,1647,0.88777,0.91648
1994,No answer / don't know,No,0.88549,196,196,0.84080,0.93019
1994,Pre-primary Level,No,0.94357,224,224,0.91329,0.97386
1994,Primary Level,Yes,0.13139,73,554,0.10323,0.15954
1994,Primary Level,No,0.86861,481,554,0.84046,0.89677
1994,Lower Secondary Level,Yes,0.14045,316,2482,0.12678,0.15412
1994,Lower Secondary Level,No,0.85955,2166,2482,0.84588,0.87322
1994,Upper Secondary Level,Yes,0.13531,771,6550,0.12702,0.14359
1994,Upper Secondary Level,No,0.86469,5779,6550,0.85641,0.87298
1994,Post-secondary Non-tertiary Level,Yes,0.12101,50,390,0.08860,0.15342
1994,Post-secondary Non-tertiary Level,No,0.87899,340,390,0.84658,0.91140
1994,First Stage of Tertiary Education,Yes,0.14479,97,748,0.11955,0.17002
1994,First Stage of Tertiary Education,No,0.85521,651,748,0.82998,0.88045
1994,Second Stage of Tertiary Education,Yes,0.09426,150,1649,0.08015,0.10837
1994,Second Stage of Tertiary Education,No,0.90574,1499,1649,0.89163,0.91985
1995,No answer / don't know,Yes,0.10773,32,264,0.07026,0.14520
1995,No answer / don't know,No,0.89227,232,264,0.85480,0.92974
1995,Pre-primary Level,No,0.93214,265,265,0.90180,0.96248
1995,Primary Level,Yes,0.10942,64,530,0.08282,0.13603
1995,Primary Level,No,0.89058,466,530,0.86397,0.91718
1995,Lower Secondary Level,Yes,0.16099,346,2476,0.14651,0.17547
1995,Lower Secondary Level,No,0.83901,2130,2476,0.82453,0.85349
1995,Upper Secondary Level,Yes,0.12361,795,6694,0.11573,0.13150
1995,Upper Secondary Level,No,0.87639,5899,6694,0.86850,0.88427
1995,Post-secondary Non-tertiary Level,Yes,0.11551,58,469,0.08655,0.14447
1995,Post-secondary Non-tertiary Level,No,0.88449,411,469,0.85553,0.91345
1995,First Stage of Tertiary Education,Yes,0.12988,82,751,0.10582,0.15394
1995,First Stage of Tertiary Education,No,0.87012,669,751,0.84606,0.89418
1995,Second Stage of Tertiary Education,Yes,0.10078,169,1745,0.08665,0.11491
1995,Second Stage of Tertiary Education,No,0.89922,1576,1745,0.88509,0.91335
1996,No answer / don't know,Yes,0.14295,35,261,0.10040,0.18549
1996,No answer / don't know,No,0.85705,226,261,0.81451,0.89960
1996,Pre-primary Level,No,0.93679,273,273,0.90787,0.96571
1996,Primary Level,Yes,0.15173,71,491,0.11996,0.18349
1996,Primary Level,No,0.84827,420,491,0.81651,0.88004
1996,Lower Secondary Level,Yes,0.14232,315,2379,0.12828,0.15636
1996,Lower Secondary Level,No,0.85768,2064,2379,0.84364,0.87172
1996,Upper Secondary Level,Yes,0.12840,797,6591,0.12033,0.13648
1996,Upper Secondary Level,No,0.87160,5794,6591,0.86352,0.87967
1996,Post-secondary Non-tertiary Level,Yes,0.11964,59,471,0.09030,0.14898
1996,Post-secondary Non-tertiary Level,No,0.88036,412,471,0.85102,0.90970
1996,First Stage of Tertiary Education,Yes,0.13352,96,756,0.10925,0.15778
1996,First Stage of Tertiary Education,No,0.86648,660,756,0.84222,0.89075
1996,Second Stage of Tertiary Education,Yes,0.11464,194,1761,0.09976,0.12952
1996,Second Stage of Tertiary Education,No,0.88536,1567,1761,0.87048,0.90024
1997,No answer / don't know,Yes,0.15886,33,266,0.11485,0.20288
1997,No answer / don't know,No,0.84114,233,266,0.79712,0.88515
1997,Pre-primary Level,No,0.90558,290,290,0.87187,0.93929
1997,Primary Level,Yes,0.14067,60,461,0.10890,0.17245
1997,Primary Level,No,0.85933,401,461,0.82755,0.89110
1997,Lower Secondary Level,Yes,0.16178,338,2314,0.14677,0.17679
1997,Lower Secondary Level,No,0.83822,1976,2314,0.82321,0.85323
1997,Upper Secondary Level,Yes,0.12645,784,6455,0.11834,0.13456
1997,Upper Secondary Level,No,0.87355,5671,6455,0.86544,0.88166
1997,Post-secondary Non-tertiary Level,Yes,0.11753,58,451,0.08778,0.14729
1997,Post-secondary Non-tertiary Level,No,0.88247,393,451,0.85271,0.91222
1997,First Stage of Tertiary Education,Yes,0.11382,88,754,0.09114,0.13650
1997,First Stage of Tertiary Education,No,0.88618,666,754,0.86350,0.90886
1997,Second Stage of Tertiary Education,Yes,0.10051,164,1762,0.08647,0.11455
1997,Second Stage of Tertiary Education,No,0.89949,1598,1762,0.88545,0.91353
1998,No answer / don't know,Yes,0.13008,79,605,0.10325,0.15691
1998,No answer / don't know,No,0.86992,526,605,0.84309,0.89675
1998,Pre-primary Level,No,0.92201,312,312,0.89220,0.95181
1998,Primary Level,Yes,0.15225,62,446,0.11887,0.18562
1998,Primary Level,No,0.84775,384,446,0.81438,0.88113
1998,Lower Secondary Level,Yes,0.14326,347,2535,0.12962,0.15690
1998,Lower Secondary Level,No,0.85674,2188,2535,0.84310,0.87038
1998,Upper Secondary Level,Yes,0.12757,855,7013,0.11976,0.13538
1998,Upper Secondary Level,No,0.87243,6158,7013,0.86462,0.88024
1998,Post-secondary Non-tertiary Level,Yes,0.11948,62,504,0.09113,0.14783
1998,Post-secondary Non-tertiary Level,No,0.88052,442,504,0.85217,0.90887
1998,First Stage of Tertiary Education,Yes,0.11762,96,818,0.09553,0.13971
1998,First Stage of Tertiary Education,No,0.88238,722,818,0.86029,0.90447
1998,Second Stage of Tertiary Education,Yes,0.11383,214,1967,0.09979,0.12787
1998,Second Stage of Tertiary Education,No,0.88617,1753,1967,0.87213,0.90021
1999,No answer / don't know,Yes,0.11847,36,283,0.08075,0.15619
1999,No answer / don't know,No,0.88153,247,283,0.84381,0.91925
1999,Pre-primary Level,No,0.89226,289,289,0.85645,0.92807
1999,Primary Level,Yes,0.11006,50,425,0.08027,0.13985
1999,Primary Level,No,0.88994,375,425,0.86015,0.91973
1999,Lower Secondary Level,Yes,0.15998,351,2434,0.14541,0.17455
1999,Lower Secondary Level,No,0.84002,2083,2434,0.82545,0.85459
1999,Upper Secondary Level,Yes,0.12760,828,6923,0.11974,0.13546
1999,Upper Secondary Level,No,0.87240,6095,6923,0.86454,0.88026
1999,Post-secondary Non-tertiary Level,Yes,0.12836,55,502,0.09907,0.15766
1999,Post-secondary Non-tertiary Level,No,0.87164,447,502,0.84234,0.90093
1999,First Stage of Tertiary Education,Yes,0.11196,100,813,0.09027,0.13365
1999,First Stage of Tertiary Education,No,0.88804,713,813,0.86635,0.90973
1999,Second Stage of Tertiary Education,Yes,0.11639,221,1957,0.10218,0.13060
1999,Second Stage of Tertiary Education,No,0.88361,1736,1957,0.86940,0.89782
2000,Pre-primary Level,No,0.95649,471,471,0.93804,0.97493
2000,Primary Level,Yes,0.12576,51,403,0.09334,0.15817
2000,Primary Level,No,0.87424,352,403,0.84183,0.90666
2000,Lower Secondary Level,Yes,0.14523,484,3546,0.13363,0.15683
2000,Lower Secondary Level,No,0.85477,3062,3546,0.84317,0.86637
2000,Upper Secondary Level,Yes,0.12371,1550,12770,0.11800,0.12943
2000,Upper Secondary Level,No,0.87629,11220,12770,0.87057,0.88200
2000,Post-secondary Non-tertiary Level,Yes,0.11160,126,1116,0.09312,0.13009
2000,Post-secondary Non-tertiary Level,No,0.88840,990,1116,0.86991,0.90688
2000,First Stage of Tertiary Education,Yes,0.12241,233,1879,0.10758,0.13723
2000,First Stage of Tertiary Education,No,0.87759,1646,1879,0.86277,0.89242
2000,Second Stage of Tertiary Education,Yes,0.09998,381,3810,0.09046,0.10951
2000,Second Stage of Tertiary Education,No,0.90002,3429,3810,0.89049,0.90954
2001,No answer / don't know,No,0.87873,104,104,0.81569,0.94178
2001,Pre-primary Level,No,0.95413,511,511,0.93597,0.97229
2001,Primary Level,Yes,0.10876,36,313,0.07421,0.14331
2001,Primary Level,No,0.89124,277,313,0.85669,0.92579
2001,Lower Secondary Level,Yes,0.14443,425,3074,0.13201,0.15686
2001,Lower Secondary Level,No,0.85557,2649,3074,0.84314,0.86799
2001,Upper Secondary Level,Yes,0.12786,1433,11541,0.12177,0.13396
2001,Upper Secondary Level,No,0.87214,10108,11541,0.86604,0.87823
2001,Post-secondary Non-tertiary Level,Yes,0.11379,122,1062,0.09468,0.13290
2001,Post-secondary Non-tertiary Level,No,0.88621,940,1062,0.86710,0.90532
2001,First Stage of Tertiary Education,Yes,0.13081,206,1672,0.11464,0.14697
2001,First Stage of Tertiary Education,No,0.86919,1466,1672,0.85303,0.88536
2001,Second Stage of Tertiary Education,Yes,0.10526,360,3536,0.09514,0.11538
2001,Second Stage of Tertiary Education,No,0.89474,3176,3536,0.88462,0.90486
2002,No answer / don't know,No,0.92586,175,175,0.88693,0.96479
2002,Pre-primary Level,Yes,0.06753,37,611,0.04762,0.08745
2002,Pre-primary Level,No,0.93247,574,611,0.91255,0.95238
2002,Primary Level,Yes,0.14338,37,286,0.10269,0.18407
2002,Primary Level,No,0.85662,249,286,0.81593,0.89731
2002,Lower Secondary Level,Yes,0.15530,419,2884,0.14208,0.16852
2002,Lower Secondary Level,No,0.84470,2465,2884,0.83148,0.85792
2002,Upper Secondary Level,Yes,0.12549,1380,11561,0.11945,0.13153
2002,Upper Secondary Level,No,0.87451,10181,11561,0.86847,0.88055
2002,Post-secondary Non-tertiary Level,Yes,0.11972,133,1163,0.10106,0.13839
2002,Post-secondary Non-tertiary Level,No,0.88028,1030,1163,0.86161,0.89894
2002,First Stage of Tertiary Education,Yes,0.12115,210,1740,0.10581,0.13649
2002,First Stage of Tertiary Education,No,0.87885,1530,1740,0.86351,0.89419
2002,Second Stage of Tertiary Education,Yes,0.11005,473,4548,0.10095,0.11914
2002,Second Stage of Tertiary Education,No,0.88995,4075,4548,0.88086,0.89905
2003,No answer / don't know,No,0.90434,216,216,0.86502,0.94366
2003,Pre-primary Level,Yes,0.05687,34,613,0.03852,0.07522
2003,Pre-primary Level,No,0.94313,579,613,0.92478,0.96148
2003,Primary Level,Yes,0.15686,33,270,0.11340,0.20032
2003,Primary Level,No,0.84314,237,270,0.79968,0.88660
2003,Lower Secondary Level,Yes,0.14691,379,2718,0.13360,0.16022
2003,Lower Secondary Level,No,0.85309,2339,2718,0.83978,0.86640
2003,Upper Secondary Level,Yes,0.12458,1346,11067,0.11843,0.13073
2003,Upper Secondary Level,No,0.87542,9721,11067,0.86927,0.88157
2003,Post-secondary Non-tertiary Level,Yes,0.12551,125,1149,0.10635,0.14468
2003,Post-secondary Non-tertiary Level,No,0.87449,1024,1149,0.85532,0.89365
2003,First Stage of Tertiary Education,Yes,0.12087,197,1683,0.10529,0.13645
2003,First Stage of Tertiary Education,No,0.87913,1486,1683,0.86355,0.89471
2003,Second Stage of Tertiary Education,Yes,0.10862,476,4342,0.09936,0.11787
2003,Second Stage of Tertiary Education,No,0.89138,3866,4342,0.88213,0.90064
2004,No answer / don't know,No,0.94159,247,247,0.91228,0.97089
2004,Pre-primary Level,Yes,0.05762,34,636,0.03949,0.07574
2004,Pre-primary Level,No,0.94238,602,636,0.92426,0.96051
2004,Primary Level,Yes,0.13349,36,256,0.09175,0.17523
2004,Primary Level,No,0.86651,220,256,0.82477,0.90825
2004,Lower Secondary Level,Yes,0.14396,355,2567,0.13038,0.15755
2004,Lower Secondary Level,No,0.85604,2212,2567,0.84245,0.86962
2004,Upper Secondary Level,Yes,0.13157,1330,10755,0.12518,0.13796
2004,Upper Secondary Level,No,0.86843,9425,10755,0.86204,0.87482
2004,Post-secondary Non-tertiary Level,Yes,0.09313,114,1153,0.07635,0.10991
2004,Post-secondary Non-tertiary Level,No,0.90687,1039,1153,0.89009,0.92365
2004,First Stage of Tertiary Education,Yes,0.14830,218,1632,0.13105,0.16555
2004,First Stage of Tertiary Education,No,0.85170,1414,1632,0.83445,0.86895
2004,Second Stage of Tertiary Education,Yes,0.11602,470,4285,0.10643,0.12561
2004,Second Stage of Tertiary Education,No,0.88398,3815,4285,0.87439,0.89357
2005,No answer / don't know,No,0.94661,290,290,0.92069,0.97253
2005,Pre-primary Level,No,0.94624,623,623,0.92851,0.96396
2005,Primary Level,No,0.89965,214,214,0.85930,0.94000
2005,Lower Secondary Level,Yes,0.14178,299,2383,0.12777,0.15579
2005,Lower Secondary Level,No,0.85822,2084,2383,0.84421,0.87223
2005,Upper Secondary Level,Yes,0.12027,1173,10211,0.11396,0.12658
2005,Upper Secondary Level,No,0.87973,9038,10211,0.87342,0.88604
2005,Post-secondary Non-tertiary Level,Yes,0.09507,105,1124,0.07791,0.11222
2005,Post-secondary Non-tertiary Level,No,0.90493,1019,1124,0.88778,0.92209
2005,First Stage of Tertiary Education,Yes,0.12572,185,1553,0.10922,0.14221
2005,First Stage of Tertiary Education,No,0.87428,1368,1553,0.85779,0.89078
2005,Second Stage of Tertiary Education,Yes,0.10726,445,4154,0.09785,0.11667
2005,Second Stage of Tertiary Education,No,0.89274,3709,4154,0.88333,0.90215
2006,No answer / don't know,No,0.92526,301,301,0.89550,0.95501
2006,Pre-primary Level,No,0.94210,375,375,0.91842,0.96577
2006,Primary Level,No,0.84440,209,209,0.79514,0.89366
2006,Lower Secondary Level,Yes,0.15093,352,2475,0.13682,0.16504
2006,Lower Secondary Level,No,0.84907,2123,2475,0.83496,0.86318
2006,Upper Secondary Level,Yes,0.12636,1312,11063,0.12017,0.13256
2006,Upper Secondary Level,No,0.87364,9751,11063,0.86744,0.87983
2006,Post-secondary Non-tertiary Level,Yes,0.10798,140,1211,0.09049,0.12546
2006,Post-secondary Non-tertiary Level,No,0.89202,1071,1211,0.87454,0.90951
2006,First Stage of Tertiary Education,Yes,0.13053,193,1646,0.11425,0.14681
2006,First Stage of Tertiary Education,No,0.86947,1453,1646,0.85319,0.88575
2006,Second Stage of Tertiary Education,Yes,0.10380,477,4571,0.09496,0.11264
2006,Second Stage of Tertiary Education,No,0.89620,4094,4571,0.88736,0.90504
2007,No answer / don't know,No,0.92281,311,311,0.89309,0.95252
2007,Pre-primary Level,No,0.93094,317,317,0.90299,0.95890
2007,Primary Level,Yes,0.13609,32,216,0.09025,0.18192
2007,Primary Level,No,0.86391,184,216,0.81808,0.90975
2007,Lower Secondary Level,Yes,0.14774,327,2196,0.13290,0.16259
2007,Lower Secondary Level,No,0.85226,1869,2196,0.83741,0.86710
2007,Upper Secondary Level,Yes,0.12316,1216,10290,0.11681,0.12951
2007,Upper Secondary Level,No,0.87684,9074,10290,0.87049,0.88319
2007,Post-secondary Non-tertiary Level,Yes,0.10527,125,1164,0.08763,0.12291
2007,Post-secondary Non-tertiary Level,No,0.89473,1039,1164,0.87709,0.91237
2007,First Stage of Tertiary Education,Yes,0.12363,184,1529,0.10712,0.14013
2007,First Stage of Tertiary Education,No,0.87637,1345,1529,0.85987,0.89288
2007,Second Stage of Tertiary Education,Yes,0.11741,507,4385,0.10788,0.12694
2007,Second Stage of Tertiary Education,No,0.88259,3878,4385,0.87306,0.89212
2008,No answer / don't know,No,0.92650,311,311,0.89745,0.95555
2008,Pre-primary Level,No,0.94656,334,334,0.92240,0.97072
2008,Primary Level,No,0.90190,163,163,0.85610,0.94771
2008,Lower Secondary Level,Yes,0.13824,279,2002,0.12312,0.15336
2008,Lower Secondary Level,No,0.86176,1723,2002,0.84664,0.87688
2008,Upper Secondary Level,Yes,0.11512,1160,9705,0.10877,0.12147
2008,Upper Secondary Level,No,0.88488,8545,9705,0.87853,0.89123
2008,Post-secondary Non-tertiary Level,Yes,0.09855,114,1087,0.08082,0.11628
2008,Post-secondary Non-tertiary Level,No,0.90145,973,1087,0.88372,0.91918
2008,First Stage of Tertiary Education,Yes,0.12416,166,1410,0.10694,0.14138
2008,First Stage of Tertiary Education,No,0.87584,1244,1410,0.85862,0.89306
2008,Second Stage of Tertiary Education,Yes,0.11718,468,4180,0.10743,0.12694
2008,Second Stage of Tertiary Education,No,0.88282,3712,4180,0.87306,0.89257
2009,No answer / don't know,No,0.87843,295,295,0.84107,0.91578
2009,Pre-primary Level,No,0.95271,294,294,0.92840,0.97701
2009,Primary Level,No,0.89258,145,145,0.84201,0.94316
2009,Lower Secondary Level,Yes,0.13538,252,1783,0.11949,0.15127
2009,Lower Secondary Level,No,0.86462,1531,1783,0.84873,0.88051
2009,Upper Secondary Level,Yes,0.13660,1229,9044,0.12952,0.14368
2009,Upper Secondary Level,No,0.86340,7815,9044,0.85632,0.87048
2009,Post-secondary Non-tertiary Level,Yes,0.11524,99,994,0.09537,0.13510
2009,Post-secondary Non-tertiary Level,No,0.88476,895,994,0.86490,0.90463
2009,First Stage of Tertiary Education,Yes,0.12776,181,1327,0.10979,0.14572
2009,First Stage of Tertiary Education,No,0.87224,1146,1327,0.85428,0.89021
2009,Second Stage of Tertiary Education,Yes,0.11494,466,4028,0.10509,0.12479
2009,Second Stage of Tertiary Education,No,0.88506,3562,4028,0.87521,0.89491
2010,No answer / don't know,Yes,0.10413,36,316,0.07040,0.13786
2010,No answer / don't know,No,0.89587,280,316,0.86214,0.92960
2010,Pre-primary Level,No,0.94732,390,390,0.92512,0.96952
2010,Primary Level,Yes,0.12474,68,341,0.08962,0.15986
2010,Primary Level,No,0.87526,273,341,0.84014,0.91038
2010,Lower Secondary Level,Yes,0.14355,384,2438,0.12963,0.15747
2010,Lower Secondary Level,No,0.85645,2054,2438,0.84253,0.87037
2010,Upper Secondary Level,Yes,0.13375,1643,11729,0.12759,0.13991
2010,Upper Secondary Level,No,0.86625,10086,11729,0.86009,0.87241
2010,Post-secondary Non-tertiary Level,Yes,0.10158,214,1707,0.08724,0.11591
2010,Post-secondary Non-tertiary Level,No,0.89842,1493,1707,0.88409,0.91276
2010,First Stage of Tertiary Education,Yes,0.12888,223,1611,0.11251,0.14525
2010,First Stage of Tertiary Education,No,0.87112,1388,1611,0.85475,0.88749
2010,Second Stage of Tertiary Education,Yes,0.11094,679,5367,0.10253,0.11934
2010,Second Stage of Tertiary Education,No,0.88906,4688,5367,0.88066,0.89747
2011,No answer / don't know,Yes,0.10485,54,577,0.07983,0.12987
2011,No answer / don't know,No,0.89515,523,577,0.87013,0.92017
2011,Pre-primary Level,Yes,0.07548,36,473,0.05165,0.09931
2011,Pre-primary Level,No,0.92452,437,473,0.90069,0.94835
2011,Primary Level,Yes,0.15525,74,406,0.11998,0.19052
2011,Primary Level,No,0.84475,332,406,0.80948,0.88002
2011,Lower Secondary Level,Yes,0.15210,477,2950,0.13914,0.16506
2011,Lower Secondary Level,No,0.84790,2473,2950,0.83494,0.86086
2011,Upper Secondary Level,Yes,0.14149,1963,13889,0.13570,0.14729
2011,Upper Secondary Level,No,0.85851,11926,13889,0.85271,0.86430
2011,Post-secondary Non-tertiary Level,Yes,0.11504,261,2001,0.10105,0.12902
2011,Post-secondary Non-tertiary Level,No,0.88496,1740,2001,0.87098,0.89895
2011,First Stage of Tertiary Education,Yes,0.14309,270,1848,0.12712,0.15905
2011,First Stage of Tertiary Education,No,0.85691,1578,1848,0.84095,0.87288
2011,Second Stage of Tertiary Education,Yes,0.11712,765,6208,0.10912,0.12512
2011,Second Stage of Tertiary Education,No,0.88288,5443,6208,0.87488,0.89088
2012,No answer / don't know,Yes,0.14042,54,415,0.10695,0.17388
2012,No answer / don't know,No,0.85958,361,415,0.82612,0.89305
2012,Pre-primary Level,Yes,0.06801,34,470,0.04523,0.09080
2012,Pre-primary Level,No,0.93199,436,470,0.90920,0.95477
2012,Primary Level,Yes,0.19039,79,386,0.15117,0.22961
2012,Primary Level,No,0.80961,307,386,0.77039,0.84883
2012,Lower Secondary Level,Yes,0.16090,449,2896,0.14751,0.17428
2012,Lower Secondary Level,No,0.83910,2447,2896,0.82572,0.85249
2012,Upper Secondary Level,Yes,0.15212,1961,13509,0.14606,0.15817
2012,Upper Secondary Level,No,0.84788,11548,13509,0.84183,0.85394
2012,Post-secondary Non-tertiary Level,Yes,0.09749,212,1962,0.08436,0.11062
2012,Post-secondary Non-tertiary Level,No,0.90251,1750,1962,0.88938,0.91564
