year,pgisced97,sex,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1987,Primary Level,female,No,0.83554,379,442,0.80094,0.87013
1987,Lower Secondary Level,male,Yes,0.09823,91,996,0.07974,0.11673
1987,Lower Secondary Level,male,No,0.89581,905,996,0.87682,0.91479
1987,Lower Secondary Level,female,Yes,0.14657,261,1832,0.13037,0.16277
1987,Lower Secondary Level,female,No,0.85094,1571,1832,0.83463,0.86725
1987,Upper Secondary Level,male,Yes,0.10083,264,2722,0.08951,0.11214
1987,Upper Secondary Level,male,No,0.89649,2458,2722,0.88504,0.90793
1987,Upper Secondary Level,female,Yes,0.14667,323,2229,0.13198,0.16136
1987,Upper Secondary Level,female,No,0.84531,1906,2229,0.83029,0.86032
1987,Post-secondary Non-tertiary Level,male,No,0.90003,145,145,0.85104,0.94903
1987,Post-secondary Non-tertiary Level,female,No,0.88218,105,105,0.82022,0.94414
1987,First Stage of Tertiary Education,male,No,0.90333,292,292,0.86938,0.93728
1987,First Stage of Tertiary Education,female,Yes,0.15682,45,244,0.11110,0.20254
1987,First Stage of Tertiary Education,female,No,0.83968,199,244,0.79354,0.88581
1987,Second Stage of Tertiary Education,male,Yes,0.10577,45,493,0.07859,0.13294
1987,Second Stage of Tertiary Education,male,No,0.89165,448,493,0.86418,0.91911
1987,Second Stage of Tertiary Education,female,Yes,0.14804,34,248,0.10375,0.19233
1987,Second Stage of Tertiary Education,female,No,0.85196,214,248,0.80767,0.89625
1988,Pre-primary Level,male,No,0.89602,83,83,0.82995,0.96208
1988,Pre-primary Level,female,No,0.82277,62,62,0.72694,0.91860
1988,Primary Level,male,Yes,0.07990,33,272,0.04762,0.11218
1988,Primary Level,male,No,0.91927,239,272,0.88684,0.95171
1988,Primary Level,female,Yes,0.18279,59,416,0.14561,0.21998
1988,Primary Level,female,No,0.81433,357,416,0.77692,0.85174
1988,Lower Secondary Level,male,Yes,0.10995,98,972,0.09027,0.12963
1988,Lower Secondary Level,male,No,0.88854,874,972,0.86875,0.90833
1988,Lower Secondary Level,female,Yes,0.15070,264,1739,0.13388,0.16751
1988,Lower Secondary Level,female,No,0.84524,1475,1739,0.82824,0.86225
1988,Upper Secondary Level,male,Yes,0.10962,258,2577,0.09756,0.12169
1988,Upper Secondary Level,male,No,0.88739,2319,2577,0.87518,0.89959
1988,Upper Secondary Level,female,Yes,0.13162,280,2149,0.11732,0.14592
1988,Upper Secondary Level,female,No,0.86255,1869,2149,0.84799,0.87711
1988,Post-secondary Non-tertiary Level,male,No,0.93135,139,139,0.88916,0.97354
1988,Post-secondary Non-tertiary Level,female,No,0.88936,101,101,0.82787,0.95084
1988,First Stage of Tertiary Education,male,Yes,0.17623,49,310,0.13375,0.21872
1988,First Stage of Tertiary Education,male,No,0.81992,261,310,0.77708,0.86277
1988,First Stage of Tertiary Education,female,Yes,0.12020,33,227,0.07780,0.16260
1988,First Stage of Tertiary Education,female,No,0.87258,194,227,0.82911,0.91606
1988,Second Stage of Tertiary Education,male,Yes,0.08697,37,472,0.06152,0.11242
1988,Second Stage of Tertiary Education,male,No,0.91303,435,472,0.88758,0.93848
1988,Second Stage of Tertiary Education,female,No,0.85684,199,199,0.80805,0.90562
1989,Pre-primary Level,male,No,0.96813,85,85,0.93057,1.00569
1989,Pre-primary Level,female,No,0.89968,78,78,0.83257,0.96678
1989,Primary Level,male,Yes,0.13482,31,254,0.09274,0.17691
1989,Primary Level,male,No,0.85879,223,254,0.81588,0.90170
1989,Primary Level,female,Yes,0.15873,61,394,0.12260,0.19486
1989,Primary Level,female,No,0.84061,333,394,0.80442,0.87680
1989,Lower Secondary Level,male,Yes,0.10962,91,904,0.08924,0.13000
1989,Lower Secondary Level,male,No,0.88980,813,904,0.86938,0.91023
1989,Lower Secondary Level,female,Yes,0.14670,243,1659,0.12967,0.16373
1989,Lower Secondary Level,female,No,0.85055,1416,1659,0.83339,0.86771
1989,Upper Secondary Level,male,Yes,0.10895,251,2512,0.09676,0.12113
1989,Upper Secondary Level,male,No,0.88941,2261,2512,0.87714,0.90168
1989,Upper Secondary Level,female,Yes,0.14094,300,2095,0.12604,0.15585
1989,Upper Secondary Level,female,No,0.85466,1795,2095,0.83957,0.86976
1989,Post-secondary Non-tertiary Level,male,No,0.90869,144,144,0.86148,0.95591
1989,Post-secondary Non-tertiary Level,female,No,0.87295,113,113,0.81127,0.93462
1989,First Stage of Tertiary Education,male,No,0.90485,266,266,0.86952,0.94018
1989,First Stage of Tertiary Education,female,Yes,0.14852,32,220,0.10142,0.19562
1989,First Stage of Tertiary Education,female,No,0.84213,188,220,0.79384,0.89042
1989,Second Stage of Tertiary Education,male,No,0.92208,441,441,0.89704,0.94713
1989,Second Stage of Tertiary Education,female,No,0.87688,204,204,0.83168,0.92208
1991,Pre-primary Level,male,No,0.89369,80,80,0.82572,0.96166
1991,Pre-primary Level,female,No,0.88513,62,62,0.80511,0.96515
1991,Primary Level,male,No,0.80989,222,222,0.75816,0.86162
1991,Primary Level,female,Yes,0.14968,45,371,0.11333,0.18603
1991,Primary Level,female,No,0.76777,326,371,0.72474,0.81079
1991,Lower Secondary Level,male,Yes,0.09790,94,858,0.07801,0.11780
1991,Lower Secondary Level,male,No,0.79936,764,858,0.77254,0.82617
1991,Lower Secondary Level,female,Yes,0.14663,229,1535,0.12893,0.16433
1991,Lower Secondary Level,female,No,0.72311,1306,1535,0.70072,0.74551
1991,Upper Secondary Level,male,Yes,0.08982,251,2414,0.07841,0.10123
1991,Upper Secondary Level,male,No,0.69695,2163,2414,0.67861,0.71529
1991,Upper Secondary Level,female,Yes,0.11198,302,2102,0.09849,0.12546
1991,Upper Secondary Level,female,No,0.64870,1800,2102,0.62829,0.66912
1991,Post-secondary Non-tertiary Level,male,No,0.72935,147,147,0.65728,0.80142
1991,Post-secondary Non-tertiary Level,female,No,0.73659,107,107,0.65273,0.82044
1991,First Stage of Tertiary Education,male,Yes,0.07716,31,291,0.04645,0.10787
1991,First Stage of Tertiary Education,male,No,0.66401,260,291,0.60965,0.71838
1991,First Stage of Tertiary Education,female,Yes,0.13995,41,225,0.09452,0.18539
1991,First Stage of Tertiary Education,female,No,0.78396,184,225,0.73006,0.83785
1991,Second Stage of Tertiary Education,male,Yes,0.04959,32,482,0.03018,0.06899
1991,Second Stage of Tertiary Education,male,No,0.64694,450,482,0.60423,0.68965
1991,Second Stage of Tertiary Education,female,Yes,0.08702,38,237,0.05106,0.12298
1991,Second Stage of Tertiary Education,female,No,0.44094,199,237,0.37759,0.50428
1992,Pre-primary Level,male,No,0.95810,91,91,0.91671,0.99950
1992,Pre-primary Level,female,No,0.84981,81,81,0.77152,0.92810
1992,Primary Level,male,No,0.90721,226,226,0.86930,0.94512
1992,Primary Level,female,Yes,0.09032,39,375,0.06127,0.11937
1992,Primary Level,female,No,0.90817,336,375,0.87890,0.93743
1992,Lower Secondary Level,male,Yes,0.09809,91,971,0.07937,0.11681
1992,Lower Secondary Level,male,No,0.89715,880,971,0.87803,0.91627
1992,Lower Secondary Level,female,Yes,0.14744,250,1800,0.13106,0.16382
1992,Lower Secondary Level,female,No,0.84299,1550,1800,0.82618,0.85981
1992,Upper Secondary Level,male,Yes,0.11248,342,3422,0.10189,0.12307
1992,Upper Secondary Level,male,No,0.88390,3080,3422,0.87317,0.89464
1992,Upper Secondary Level,female,Yes,0.13511,427,3275,0.12340,0.14682
1992,Upper Secondary Level,female,No,0.85905,2848,3275,0.84713,0.87097
1992,Post-secondary Non-tertiary Level,male,No,0.89225,195,195,0.84862,0.93589
1992,Post-secondary Non-tertiary Level,female,No,0.84737,146,146,0.78883,0.90590
1992,First Stage of Tertiary Education,male,Yes,0.11717,50,492,0.08872,0.14562
1992,First Stage of Tertiary Education,male,No,0.88283,442,492,0.85438,0.91128
1992,First Stage of Tertiary Education,female,Yes,0.12827,36,270,0.08831,0.16823
1992,First Stage of Tertiary Education,female,No,0.86541,234,270,0.82462,0.90619
1992,Second Stage of Tertiary Education,male,Yes,0.06935,61,907,0.05280,0.08589
1992,Second Stage of Tertiary Education,male,No,0.92498,846,907,0.90783,0.94213
1992,Second Stage of Tertiary Education,female,Yes,0.13909,89,740,0.11414,0.16404
1992,Second Stage of Tertiary Education,female,No,0.85529,651,740,0.82993,0.88066
1994,Pre-primary Level,male,No,0.92704,100,100,0.87581,0.97827
1994,Pre-primary Level,female,No,0.94131,124,124,0.89977,0.98285
1994,Primary Level,male,No,0.90385,200,200,0.86289,0.94481
1994,Primary Level,female,Yes,0.16264,49,330,0.12276,0.20252
1994,Primary Level,female,No,0.83736,281,330,0.79748,0.87724
1994,Lower Secondary Level,male,Yes,0.13012,87,854,0.10754,0.15270
1994,Lower Secondary Level,male,No,0.86585,767,854,0.84297,0.88872
1994,Lower Secondary Level,female,Yes,0.14294,229,1628,0.12593,0.15994
1994,Lower Secondary Level,female,No,0.84758,1399,1628,0.83012,0.86505
1994,Upper Secondary Level,male,Yes,0.10868,309,3312,0.09808,0.11929
1994,Upper Secondary Level,male,No,0.88627,3003,3312,0.87546,0.89709
1994,Upper Secondary Level,female,Yes,0.16146,462,3238,0.14879,0.17414
1994,Upper Secondary Level,female,No,0.83413,2776,3238,0.82131,0.84694
1994,Post-secondary Non-tertiary Level,male,No,0.94515,202,202,0.91367,0.97662
1994,Post-secondary Non-tertiary Level,female,Yes,0.20269,37,175,0.14296,0.26242
1994,Post-secondary Non-tertiary Level,female,No,0.79731,138,175,0.73758,0.85704
1994,First Stage of Tertiary Education,male,Yes,0.14124,59,475,0.10988,0.17259
1994,First Stage of Tertiary Education,male,No,0.85876,416,475,0.82741,0.89012
1994,First Stage of Tertiary Education,female,Yes,0.14980,38,273,0.10739,0.19222
1994,First Stage of Tertiary Education,female,No,0.84707,235,273,0.80430,0.88984
1994,Second Stage of Tertiary Education,male,Yes,0.06851,65,910,0.05208,0.08493
1994,Second Stage of Tertiary Education,male,No,0.92427,845,910,0.90707,0.94147
1994,Second Stage of Tertiary Education,female,Yes,0.13129,85,739,0.10693,0.15566
1994,Second Stage of Tertiary Education,female,No,0.86788,654,739,0.84345,0.89231
1995,Pre-primary Level,male,No,0.93364,133,133,0.89118,0.97610
1995,Pre-primary Level,female,No,0.91777,132,132,0.87073,0.96481
1995,Primary Level,male,No,0.87885,190,190,0.83233,0.92537
1995,Primary Level,female,Yes,0.10237,44,320,0.06910,0.13563
1995,Primary Level,female,No,0.88652,276,320,0.85171,0.92133
1995,Lower Secondary Level,male,Yes,0.11649,89,863,0.09507,0.13790
1995,Lower Secondary Level,male,No,0.87465,774,863,0.85254,0.89675
1995,Lower Secondary Level,female,Yes,0.17638,257,1613,0.15777,0.19498
1995,Lower Secondary Level,female,No,0.81590,1356,1613,0.79698,0.83482
1995,Upper Secondary Level,male,Yes,0.11129,349,3376,0.10068,0.12190
1995,Upper Secondary Level,male,No,0.88359,3027,3376,0.87277,0.89441
1995,Upper Secondary Level,female,Yes,0.13512,446,3318,0.12348,0.14675
1995,Upper Secondary Level,female,No,0.85976,2872,3318,0.84795,0.87158
1995,Post-secondary Non-tertiary Level,male,No,0.92146,226,226,0.88631,0.95661
1995,Post-secondary Non-tertiary Level,female,Yes,0.16756,36,221,0.11821,0.21692
1995,Post-secondary Non-tertiary Level,female,No,0.83244,185,221,0.78308,0.88179
1995,First Stage of Tertiary Education,male,Yes,0.09304,40,472,0.06681,0.11928
1995,First Stage of Tertiary Education,male,No,0.90124,432,472,0.87429,0.92818
1995,First Stage of Tertiary Education,female,Yes,0.18452,42,279,0.13892,0.23012
1995,First Stage of Tertiary Education,female,No,0.81121,237,279,0.76521,0.85722
1995,Second Stage of Tertiary Education,male,Yes,0.08221,79,953,0.06476,0.09965
1995,Second Stage of Tertiary Education,male,No,0.91540,874,953,0.89772,0.93308
1995,Second Stage of Tertiary Education,female,Yes,0.12596,90,792,0.10284,0.14908
1995,Second Stage of Tertiary Education,female,No,0.86170,702,792,0.83764,0.88576
1996,Pre-primary Level,male,No,0.96935,134,134,0.94006,0.99865
1996,Pre-primary Level,female,No,0.90580,139,139,0.85707,0.95454
1996,Primary Level,male,No,0.84443,175,175,0.79057,0.89828
1996,Primary Level,female,Yes,0.14854,45,290,0.10754,0.18954
1996,Primary Level,female,No,0.84961,245,290,0.80840,0.89083
1996,Lower Secondary Level,male,Yes,0.11677,86,822,0.09480,0.13873
1996,Lower Secondary Level,male,No,0.88323,736,822,0.86127,0.90520
1996,Lower Secondary Level,female,Yes,0.15102,229,1557,0.13323,0.16881
1996,Lower Secondary Level,female,No,0.84039,1328,1557,0.82219,0.85858
1996,Upper Secondary Level,male,Yes,0.11330,336,3321,0.10251,0.12408
1996,Upper Secondary Level,male,No,0.88091,2985,3321,0.86989,0.89193
1996,Upper Secondary Level,female,Yes,0.14209,461,3270,0.13012,0.15406
1996,Upper Secondary Level,female,No,0.84921,2809,3270,0.83694,0.86147
1996,Post-secondary Non-tertiary Level,male,No,0.92140,219,219,0.88568,0.95713
1996,Post-secondary Non-tertiary Level,female,Yes,0.16307,39,232,0.11543,0.21072
1996,Post-secondary Non-tertiary Level,female,No,0.83693,193,232,0.78928,0.88457
1996,First Stage of Tertiary Education,male,Yes,0.11122,49,470,0.08276,0.13967
1996,First Stage of Tertiary Education,male,No,0.87703,421,470,0.84731,0.90675
1996,First Stage of Tertiary Education,female,Yes,0.16175,47,286,0.11900,0.20450
1996,First Stage of Tertiary Education,female,No,0.81682,239,286,0.77191,0.86173
1996,Second Stage of Tertiary Education,male,Yes,0.10059,90,965,0.08160,0.11958
1996,Second Stage of Tertiary Education,male,No,0.89901,875,965,0.87999,0.91803
1996,Second Stage of Tertiary Education,female,Yes,0.13511,104,796,0.11134,0.15887
1996,Second Stage of Tertiary Education,female,No,0.86398,692,796,0.84015,0.88781
1997,Pre-primary Level,male,No,0.89066,144,144,0.83952,0.94181
1997,Pre-primary Level,female,No,0.91237,146,146,0.86635,0.95840
1997,Primary Level,male,No,0.84473,162,162,0.78879,0.90067
1997,Primary Level,female,Yes,0.13332,32,271,0.09277,0.17387
1997,Primary Level,female,No,0.86257,239,271,0.82150,0.90364
1997,Lower Secondary Level,male,Yes,0.12989,83,820,0.10687,0.15292
1997,Lower Secondary Level,male,No,0.86216,737,820,0.83856,0.88577
1997,Lower Secondary Level,female,Yes,0.17314,255,1494,0.15395,0.19234
1997,Lower Secondary Level,female,No,0.82120,1239,1494,0.80176,0.84064
1997,Upper Secondary Level,male,Yes,0.11266,339,3230,0.10176,0.12357
1997,Upper Secondary Level,male,No,0.88492,2891,3230,0.87392,0.89593
1997,Upper Secondary Level,female,Yes,0.13912,445,3225,0.12718,0.15107
1997,Upper Secondary Level,female,No,0.85190,2780,3225,0.83964,0.86416
1997,Post-secondary Non-tertiary Level,male,No,0.94356,216,216,0.91272,0.97441
1997,Post-secondary Non-tertiary Level,female,Yes,0.18608,42,219,0.13442,0.23774
1997,Post-secondary Non-tertiary Level,female,No,0.81392,177,219,0.76226,0.86558
1997,First Stage of Tertiary Education,male,Yes,0.10862,48,473,0.08055,0.13669
1997,First Stage of Tertiary Education,male,No,0.89138,425,473,0.86331,0.91945
1997,First Stage of Tertiary Education,female,Yes,0.12176,40,281,0.08346,0.16007
1997,First Stage of Tertiary Education,female,No,0.87824,241,281,0.83993,0.91654
1997,Second Stage of Tertiary Education,male,Yes,0.08627,82,964,0.06854,0.10401
1997,Second Stage of Tertiary Education,male,No,0.90893,882,964,0.89076,0.92711
1997,Second Stage of Tertiary Education,female,Yes,0.12063,82,798,0.09802,0.14324
1997,Second Stage of Tertiary Education,female,No,0.87880,716,798,0.85615,0.90146
1998,Pre-primary Level,male,No,0.93703,156,156,0.89879,0.97527
1998,Pre-primary Level,female,No,0.88505,156,156,0.83484,0.93527
1998,Primary Level,male,No,0.88587,165,165,0.83721,0.93454
1998,Primary Level,female,Yes,0.18018,41,260,0.13337,0.22699
1998,Primary Level,female,No,0.81982,219,260,0.77301,0.86663
1998,Lower Secondary Level,male,Yes,0.10334,94,918,0.08364,0.12304
1998,Lower Secondary Level,male,No,0.89421,824,918,0.87431,0.91412
1998,Lower Secondary Level,female,Yes,0.16101,253,1617,0.14309,0.17892
1998,Lower Secondary Level,female,No,0.83799,1364,1617,0.82003,0.85596
1998,Upper Secondary Level,male,Yes,0.10748,365,3510,0.09724,0.11773
1998,Upper Secondary Level,male,No,0.88986,3145,3510,0.87950,0.90022
1998,Upper Secondary Level,female,Yes,0.14749,490,3503,0.13574,0.15923
1998,Upper Secondary Level,female,No,0.84985,3013,3503,0.83802,0.86168
1998,Post-secondary Non-tertiary Level,male,No,0.91393,218,218,0.87661,0.95125
1998,Post-secondary Non-tertiary Level,female,Yes,0.15131,40,264,0.10800,0.19463
1998,Post-secondary Non-tertiary Level,female,No,0.84702,224,264,0.80352,0.89053
1998,First Stage of Tertiary Education,male,Yes,0.09919,55,497,0.07288,0.12550
1998,First Stage of Tertiary Education,male,No,0.90081,442,497,0.87450,0.92712
1998,First Stage of Tertiary Education,female,Yes,0.14358,41,321,0.10516,0.18200
1998,First Stage of Tertiary Education,female,No,0.85035,280,321,0.81126,0.88944
1998,Second Stage of Tertiary Education,male,Yes,0.08943,91,1079,0.07239,0.10646
1998,Second Stage of Tertiary Education,male,No,0.91057,988,1079,0.89354,0.92761
1998,Second Stage of Tertiary Education,female,Yes,0.14789,123,888,0.12453,0.17126
1998,Second Stage of Tertiary Education,female,No,0.84583,765,888,0.82207,0.86960
1999,Pre-primary Level,male,No,0.84698,140,140,0.78713,0.90683
1999,Pre-primary Level,female,No,0.93174,149,149,0.89111,0.97237
1999,Primary Level,male,No,0.91802,155,155,0.87469,0.96135
1999,Primary Level,female,Yes,0.13275,31,251,0.09069,0.17482
1999,Primary Level,female,No,0.86725,220,251,0.82518,0.90931
1999,Lower Secondary Level,male,Yes,0.11759,98,878,0.09627,0.13891
1999,Lower Secondary Level,male,No,0.88080,780,878,0.85935,0.90224
1999,Lower Secondary Level,female,Yes,0.17843,253,1556,0.15940,0.19747
1999,Lower Secondary Level,female,No,0.81747,1303,1556,0.79827,0.83667
1999,Upper Secondary Level,male,Yes,0.11482,374,3465,0.10420,0.12544
1999,Upper Secondary Level,male,No,0.88518,3091,3465,0.87456,0.89580
1999,Upper Secondary Level,female,Yes,0.14044,454,3458,0.12885,0.15202
1999,Upper Secondary Level,female,No,0.85596,3004,3458,0.84425,0.86766
1999,Post-secondary Non-tertiary Level,male,No,0.90566,214,214,0.86641,0.94492
1999,Post-secondary Non-tertiary Level,female,Yes,0.15868,33,266,0.11469,0.20267
1999,Post-secondary Non-tertiary Level,female,No,0.83656,233,266,0.79204,0.88108
1999,First Stage of Tertiary Education,male,Yes,0.08339,45,486,0.05878,0.10800
1999,First Stage of Tertiary Education,male,No,0.91661,441,486,0.89200,0.94122
1999,First Stage of Tertiary Education,female,Yes,0.15194,55,327,0.11297,0.19091
1999,First Stage of Tertiary Education,female,No,0.84806,272,327,0.80909,0.88703
1999,Second Stage of Tertiary Education,male,Yes,0.09508,101,1077,0.07755,0.11261
1999,Second Stage of Tertiary Education,male,No,0.90458,976,1077,0.88703,0.92214
1999,Second Stage of Tertiary Education,female,Yes,0.14621,120,880,0.12285,0.16957
1999,Second Stage of Tertiary Education,female,No,0.85265,760,880,0.82922,0.87609
2000,Pre-primary Level,male,No,0.96210,225,225,0.93710,0.98711
2000,Pre-primary Level,female,No,0.94604,246,246,0.91775,0.97433
2000,Primary Level,male,No,0.86453,147,147,0.80902,0.92005
2000,Primary Level,female,No,0.87823,205,205,0.83335,0.92311
2000,Lower Secondary Level,male,Yes,0.09867,112,1149,0.08142,0.11592
2000,Lower Secondary Level,male,No,0.89254,1037,1149,0.87463,0.91046
2000,Lower Secondary Level,female,Yes,0.16468,372,2397,0.14983,0.17953
2000,Lower Secondary Level,female,No,0.83484,2025,2397,0.81997,0.84971
2000,Upper Secondary Level,male,Yes,0.11273,681,6254,0.10489,0.12056
2000,Upper Secondary Level,male,No,0.88467,5573,6254,0.87675,0.89258
2000,Upper Secondary Level,female,Yes,0.13377,869,6516,0.12550,0.14203
2000,Upper Secondary Level,female,No,0.86337,5647,6516,0.85503,0.87171
2000,Post-secondary Non-tertiary Level,male,Yes,0.09723,47,505,0.07136,0.12309
2000,Post-secondary Non-tertiary Level,male,No,0.90126,458,505,0.87522,0.92731
2000,Post-secondary Non-tertiary Level,female,Yes,0.12429,79,611,0.09811,0.15047
2000,Post-secondary Non-tertiary Level,female,No,0.87382,532,611,0.84747,0.90017
2000,First Stage of Tertiary Education,male,Yes,0.11441,119,1073,0.09535,0.13346
2000,First Stage of Tertiary Education,male,No,0.88454,954,1073,0.86541,0.90367
2000,First Stage of Tertiary Education,female,Yes,0.13214,114,806,0.10874,0.15553
2000,First Stage of Tertiary Education,female,No,0.86114,692,806,0.83725,0.88503
2000,Second Stage of Tertiary Education,male,Yes,0.09263,199,2155,0.08038,0.10487
2000,Second Stage of Tertiary Education,male,No,0.90476,1956,2155,0.89236,0.91715
2000,Second Stage of Tertiary Education,female,Yes,0.10971,182,1655,0.09465,0.12477
2000,Second Stage of Tertiary Education,female,No,0.88784,1473,1655,0.87263,0.90305
2001,Pre-primary Level,male,No,0.95759,245,245,0.93231,0.98288
2001,Pre-primary Level,female,No,0.93893,266,266,0.91009,0.96776
2001,Primary Level,male,No,0.89998,118,118,0.84561,0.95434
2001,Primary Level,female,No,0.88383,159,159,0.83386,0.93379
2001,Lower Secondary Level,male,Yes,0.10617,103,998,0.08705,0.12529
2001,Lower Secondary Level,male,No,0.89127,895,998,0.87195,0.91059
2001,Lower Secondary Level,female,Yes,0.15984,322,2076,0.14408,0.17561
2001,Lower Secondary Level,female,No,0.83502,1754,2076,0.81905,0.85099
2001,Upper Secondary Level,male,Yes,0.11399,615,5622,0.10568,0.12230
2001,Upper Secondary Level,male,No,0.88167,5007,5622,0.87323,0.89012
2001,Upper Secondary Level,female,Yes,0.14039,818,5919,0.13154,0.14924
