year,pgisced97,regtyp,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,Upper Secondary Level,Urban regions,No,0.86835,3408,3895,0.85773,0.87897
1986,Upper Secondary Level,Rural regions,Yes,0.11898,128,1085,0.09970,0.13825
1986,Upper Secondary Level,Rural regions,No,0.87686,957,1085,0.85730,0.89642
1986,Post-secondary Non-tertiary Level,Urban regions,No,0.90016,197,197,0.85819,0.94213
1986,Post-secondary Non-tertiary Level,Rural regions,No,0.95608,44,44,0.89483,1.01733
1986,First Stage of Tertiary Education,Urban regions,Yes,0.11714,56,455,0.08756,0.14672
1986,First Stage of Tertiary Education,Urban regions,No,0.87858,399,455,0.84853,0.90862
1986,First Stage of Tertiary Education,Rural regions,No,0.87545,108,108,0.81288,0.93802
1986,Second Stage of Tertiary Education,Urban regions,Yes,0.10627,63,623,0.08205,0.13049
1986,Second Stage of Tertiary Education,Urban regions,No,0.89084,560,623,0.86633,0.91535
1986,Second Stage of Tertiary Education,Rural regions,No,0.88768,114,114,0.82946,0.94590
1987,Pre-primary Level,Urban regions,No,0.90297,151,151,0.85561,0.95034
1987,Primary Level,Urban regions,Yes,0.09755,72,649,0.07471,0.12040
1987,Primary Level,Urban regions,No,0.90207,577,649,0.87918,0.92495
1987,Primary Level,Rural regions,No,0.75855,80,80,0.66418,0.85293
1987,Lower Secondary Level,Urban regions,Yes,0.12534,251,2159,0.11137,0.13931
1987,Lower Secondary Level,Urban regions,No,0.87104,1908,2159,0.85690,0.88518
1987,Lower Secondary Level,Rural regions,Yes,0.15637,101,669,0.12883,0.18391
1987,Lower Secondary Level,Rural regions,No,0.84080,568,669,0.81306,0.86855
1987,Upper Secondary Level,Urban regions,Yes,0.12509,463,3847,0.11463,0.13554
1987,Upper Secondary Level,Urban regions,No,0.86944,3384,3847,0.85879,0.88009
1987,Upper Secondary Level,Rural regions,Yes,0.11332,124,1104,0.09461,0.13202
1987,Upper Secondary Level,Rural regions,No,0.88242,980,1104,0.86341,0.90143
1987,Post-secondary Non-tertiary Level,Urban regions,No,0.88813,212,212,0.84560,0.93066
1987,Post-secondary Non-tertiary Level,Rural regions,No,0.91170,38,38,0.82027,1.00312
1987,First Stage of Tertiary Education,Urban regions,Yes,0.11586,57,445,0.08609,0.14564
1987,First Stage of Tertiary Education,Urban regions,No,0.88025,388,445,0.85005,0.91045
1987,First Stage of Tertiary Education,Rural regions,No,0.86028,103,103,0.79300,0.92757
1987,Second Stage of Tertiary Education,Urban regions,Yes,0.12708,70,617,0.10078,0.15339
1987,Second Stage of Tertiary Education,Urban regions,No,0.87085,547,617,0.84436,0.89733
1987,Second Stage of Tertiary Education,Rural regions,No,0.91094,115,115,0.85866,0.96323
1988,Pre-primary Level,Urban regions,No,0.88952,121,121,0.83343,0.94561
1988,Primary Level,Urban regions,Yes,0.13262,79,593,0.10530,0.15995
1988,Primary Level,Urban regions,No,0.86485,514,593,0.83731,0.89239
1988,Primary Level,Rural regions,No,0.84280,82,82,0.76353,0.92207
1988,Lower Secondary Level,Urban regions,Yes,0.14369,285,2102,0.12869,0.15869
1988,Lower Secondary Level,Urban regions,No,0.85265,1817,2102,0.83749,0.86781
1988,Lower Secondary Level,Rural regions,Yes,0.12988,77,609,0.10316,0.15660
1988,Lower Secondary Level,Rural regions,No,0.86747,532,609,0.84052,0.89442
1988,Upper Secondary Level,Urban regions,Yes,0.12218,426,3681,0.11159,0.13276
1988,Upper Secondary Level,Urban regions,No,0.87331,3255,3681,0.86256,0.88405
1988,Upper Secondary Level,Rural regions,Yes,0.11263,112,1045,0.09345,0.13181
1988,Upper Secondary Level,Rural regions,No,0.88370,933,1045,0.86426,0.90315
1988,Post-secondary Non-tertiary Level,Urban regions,No,0.92758,211,211,0.89253,0.96264
1988,First Stage of Tertiary Education,Urban regions,Yes,0.16036,67,423,0.12535,0.19537
1988,First Stage of Tertiary Education,Urban regions,No,0.83289,356,423,0.79730,0.86849
1988,First Stage of Tertiary Education,Rural regions,No,0.87648,99,99,0.81134,0.94163
1988,Second Stage of Tertiary Education,Urban regions,Yes,0.10738,58,589,0.08235,0.13240
1988,Second Stage of Tertiary Education,Urban regions,No,0.89110,531,589,0.86592,0.91628
1988,Second Stage of Tertiary Education,Rural regions,No,0.90890,103,103,0.85305,0.96474
1989,Pre-primary Level,Urban regions,No,0.93599,137,137,0.89486,0.97713
1989,Primary Level,Urban regions,Yes,0.13988,82,563,0.11121,0.16856
1989,Primary Level,Urban regions,No,0.85618,481,563,0.82717,0.88520
1989,Primary Level,Rural regions,No,0.81856,75,75,0.73076,0.90637
1989,Lower Secondary Level,Urban regions,Yes,0.13687,259,2001,0.12181,0.15193
1989,Lower Secondary Level,Urban regions,No,0.86118,1742,2001,0.84602,0.87633
1989,Lower Secondary Level,Rural regions,Yes,0.13707,75,562,0.10861,0.16553
1989,Lower Secondary Level,Rural regions,No,0.86010,487,562,0.83139,0.88880
1989,Upper Secondary Level,Urban regions,Yes,0.11960,418,3604,0.10900,0.13019
1989,Upper Secondary Level,Urban regions,No,0.87694,3186,3604,0.86621,0.88766
1989,Upper Secondary Level,Rural regions,Yes,0.13821,133,1003,0.11684,0.15958
1989,Upper Secondary Level,Rural regions,No,0.86061,870,1003,0.83916,0.88205
1989,Post-secondary Non-tertiary Level,Urban regions,No,0.90206,224,224,0.86305,0.94107
1989,Post-secondary Non-tertiary Level,Rural regions,No,0.82853,33,33,0.69793,0.95912
1989,First Stage of Tertiary Education,Urban regions,Yes,0.10772,44,402,0.07738,0.13807
1989,First Stage of Tertiary Education,Urban regions,No,0.88510,358,402,0.85388,0.91631
1989,First Stage of Tertiary Education,Rural regions,No,0.85253,96,96,0.78122,0.92383
1989,Second Stage of Tertiary Education,Urban regions,Yes,0.08012,40,588,0.05816,0.10208
1989,Second Stage of Tertiary Education,Urban regions,No,0.91457,548,588,0.89196,0.93718
1989,Second Stage of Tertiary Education,Rural regions,No,0.86952,97,97,0.80214,0.93690
1991,Pre-primary Level,Urban regions,No,0.96618,116,116,0.93314,0.99922
1991,Primary Level,Urban regions,Yes,0.12289,57,530,0.09492,0.15087
1991,Primary Level,Urban regions,No,0.83297,473,530,0.80118,0.86476
1991,Primary Level,Rural regions,No,0.64586,75,75,0.53689,0.75483
1991,Lower Secondary Level,Urban regions,Yes,0.14010,238,1863,0.12433,0.15586
1991,Lower Secondary Level,Urban regions,No,0.80957,1625,1863,0.79174,0.82741
1991,Lower Secondary Level,Rural regions,Yes,0.12090,85,530,0.09312,0.14868
1991,Lower Secondary Level,Rural regions,No,0.60705,445,530,0.56543,0.64867
1991,Upper Secondary Level,Urban regions,Yes,0.11612,428,3486,0.10548,0.12676
1991,Upper Secondary Level,Urban regions,No,0.76825,3058,3486,0.75424,0.78226
1991,Upper Secondary Level,Rural regions,Yes,0.07105,125,1030,0.05536,0.08675
1991,Upper Secondary Level,Rural regions,No,0.49445,905,1030,0.46390,0.52500
1991,Post-secondary Non-tertiary Level,Urban regions,Yes,0.16203,48,264,0.11749,0.20656
1991,Post-secondary Non-tertiary Level,Urban regions,No,0.76395,216,264,0.71262,0.81527
1991,Post-secondary Non-tertiary Level,Rural regions,No,0.61338,38,38,0.45646,0.77029
1991,First Stage of Tertiary Education,Urban regions,Yes,0.11027,55,395,0.07934,0.14119
1991,First Stage of Tertiary Education,Urban regions,No,0.80488,340,395,0.76575,0.84401
1991,First Stage of Tertiary Education,Rural regions,No,0.51579,104,104,0.41928,0.61231
1991,Second Stage of Tertiary Education,Urban regions,Yes,0.08110,60,604,0.05931,0.10289
1991,Second Stage of Tertiary Education,Urban regions,No,0.68996,544,604,0.65304,0.72687
1991,Second Stage of Tertiary Education,Rural regions,No,0.30632,105,105,0.21772,0.39491
1992,Pre-primary Level,Urban regions,No,0.88210,117,117,0.82342,0.94079
1992,Pre-primary Level,Rural regions,No,0.96910,55,55,0.92295,1.01526
1992,Primary Level,Urban regions,Yes,0.07948,51,522,0.05625,0.10271
1992,Primary Level,Urban regions,No,0.91862,471,522,0.89514,0.94210
1992,Primary Level,Rural regions,No,0.86684,90,90,0.79626,0.93743
1992,Lower Secondary Level,Urban regions,Yes,0.13117,235,1926,0.11609,0.14625
1992,Lower Secondary Level,Urban regions,No,0.86124,1691,1926,0.84580,0.87668
1992,Lower Secondary Level,Rural regions,Yes,0.13975,102,830,0.11615,0.16335
1992,Lower Secondary Level,Rural regions,No,0.85052,728,830,0.82625,0.87479
1992,Upper Secondary Level,Urban regions,Yes,0.12298,488,4153,0.11299,0.13297
1992,Upper Secondary Level,Urban regions,No,0.87204,3665,4153,0.86188,0.88221
1992,Upper Secondary Level,Rural regions,Yes,0.12439,271,2476,0.11139,0.13739
1992,Upper Secondary Level,Rural regions,No,0.87138,2205,2476,0.85820,0.88457
1992,Post-secondary Non-tertiary Level,Urban regions,Yes,0.13627,35,298,0.09725,0.17529
1992,Post-secondary Non-tertiary Level,Urban regions,No,0.86326,263,298,0.82418,0.90233
1992,Post-secondary Non-tertiary Level,Rural regions,No,0.91524,77,77,0.85262,0.97786
1992,First Stage of Tertiary Education,Urban regions,Yes,0.11952,53,470,0.09016,0.14888
1992,First Stage of Tertiary Education,Urban regions,No,0.87740,417,470,0.84772,0.90709
1992,First Stage of Tertiary Education,Rural regions,Yes,0.12675,33,289,0.08833,0.16518
1992,First Stage of Tertiary Education,Rural regions,No,0.87198,256,289,0.83340,0.91057
1992,Second Stage of Tertiary Education,Urban regions,Yes,0.09879,90,991,0.08020,0.11737
1992,Second Stage of Tertiary Education,Urban regions,No,0.89415,901,991,0.87498,0.91331
1992,Second Stage of Tertiary Education,Rural regions,Yes,0.09094,55,626,0.06840,0.11349
1992,Second Stage of Tertiary Education,Rural regions,No,0.90653,571,626,0.88370,0.92935
1994,Pre-primary Level,Urban regions,No,0.94530,160,160,0.90996,0.98065
1994,Pre-primary Level,Rural regions,No,0.90211,64,64,0.82872,0.97549
1994,Primary Level,Urban regions,Yes,0.13675,62,464,0.10545,0.16804
1994,Primary Level,Urban regions,No,0.85808,402,464,0.82629,0.88986
1994,Primary Level,Rural regions,No,0.89442,79,79,0.82623,0.96262
1994,Lower Secondary Level,Urban regions,Yes,0.13228,209,1727,0.11630,0.14827
1994,Lower Secondary Level,Urban regions,No,0.85914,1518,1727,0.84273,0.87556
1994,Lower Secondary Level,Rural regions,Yes,0.15499,107,755,0.12916,0.18082
1994,Lower Secondary Level,Rural regions,No,0.83845,648,755,0.81218,0.86472
1994,Upper Secondary Level,Urban regions,Yes,0.13925,495,4132,0.12869,0.14981
1994,Upper Secondary Level,Urban regions,No,0.85572,3637,4132,0.84501,0.86644
1994,Upper Secondary Level,Rural regions,Yes,0.12497,276,2418,0.11179,0.13816
1994,Upper Secondary Level,Rural regions,No,0.87093,2142,2418,0.85756,0.88429
1994,Post-secondary Non-tertiary Level,Urban regions,Yes,0.13180,40,288,0.09267,0.17094
1994,Post-secondary Non-tertiary Level,Urban regions,No,0.86820,248,288,0.82906,0.90733
1994,Post-secondary Non-tertiary Level,Rural regions,No,0.91121,92,92,0.85276,0.96965
1994,First Stage of Tertiary Education,Urban regions,Yes,0.14911,63,461,0.11656,0.18166
1994,First Stage of Tertiary Education,Urban regions,No,0.84958,398,461,0.81691,0.88225
1994,First Stage of Tertiary Education,Rural regions,Yes,0.13604,34,287,0.09631,0.17577
1994,First Stage of Tertiary Education,Rural regions,No,0.86289,253,287,0.82303,0.90276
1994,Second Stage of Tertiary Education,Urban regions,Yes,0.09939,103,1036,0.08116,0.11762
1994,Second Stage of Tertiary Education,Urban regions,No,0.89405,933,1036,0.87530,0.91280
1994,Second Stage of Tertiary Education,Rural regions,Yes,0.08033,47,613,0.05880,0.10187
1994,Second Stage of Tertiary Education,Rural regions,No,0.91967,566,613,0.89813,0.94120
1995,Pre-primary Level,Urban regions,No,0.92009,183,183,0.88069,0.95948
1995,Pre-primary Level,Rural regions,No,0.94392,82,82,0.89381,0.99403
1995,Primary Level,Urban regions,Yes,0.10930,54,445,0.08027,0.13832
1995,Primary Level,Urban regions,No,0.88222,391,445,0.85223,0.91220
1995,Primary Level,Rural regions,No,0.88830,75,75,0.81652,0.96007
1995,Lower Secondary Level,Urban regions,Yes,0.15386,233,1717,0.13679,0.17094
1995,Lower Secondary Level,Urban regions,No,0.83765,1484,1717,0.82021,0.85510
1995,Lower Secondary Level,Rural regions,Yes,0.17227,113,759,0.14539,0.19916
1995,Lower Secondary Level,Rural regions,No,0.82063,646,759,0.79332,0.84795
1995,Upper Secondary Level,Urban regions,Yes,0.12173,485,4218,0.11186,0.13160
1995,Upper Secondary Level,Urban regions,No,0.87265,3733,4218,0.86259,0.88271
1995,Upper Secondary Level,Rural regions,Yes,0.12555,310,2476,0.11249,0.13860
1995,Upper Secondary Level,Rural regions,No,0.87036,2166,2476,0.85712,0.88359
1995,Post-secondary Non-tertiary Level,Urban regions,Yes,0.13004,47,357,0.09510,0.16498
1995,Post-secondary Non-tertiary Level,Urban regions,No,0.86996,310,357,0.83502,0.90490
1995,Post-secondary Non-tertiary Level,Rural regions,No,0.90897,101,101,0.85259,0.96535
1995,First Stage of Tertiary Education,Urban regions,Yes,0.12717,53,453,0.09646,0.15789
1995,First Stage of Tertiary Education,Urban regions,No,0.86635,400,453,0.83498,0.89772
1995,First Stage of Tertiary Education,Rural regions,No,0.86436,269,269,0.82336,0.90535
1995,Second Stage of Tertiary Education,Urban regions,Yes,0.09498,95,1100,0.07765,0.11232
1995,Second Stage of Tertiary Education,Urban regions,No,0.89873,1005,1100,0.88089,0.91657
1995,Second Stage of Tertiary Education,Rural regions,Yes,0.11251,74,645,0.08811,0.13692
1995,Second Stage of Tertiary Education,Rural regions,No,0.88058,571,645,0.85554,0.90563
1996,Pre-primary Level,Urban regions,No,0.94155,188,188,0.90793,0.97518
1996,Pre-primary Level,Rural regions,No,0.92484,85,85,0.86846,0.98122
1996,Primary Level,Urban regions,Yes,0.17391,64,405,0.13695,0.21087
1996,Primary Level,Urban regions,No,0.82477,341,405,0.78769,0.86184
1996,Primary Level,Rural regions,No,0.93423,79,79,0.87922,0.98924
1996,Lower Secondary Level,Urban regions,Yes,0.12295,194,1643,0.10707,0.13884
1996,Lower Secondary Level,Urban regions,No,0.87207,1449,1643,0.85591,0.88822
1996,Lower Secondary Level,Rural regions,Yes,0.18206,121,736,0.15416,0.20996
1996,Lower Secondary Level,Rural regions,No,0.80908,615,736,0.78067,0.83750
1996,Upper Secondary Level,Urban regions,Yes,0.12775,499,4127,0.11756,0.13793
1996,Upper Secondary Level,Urban regions,No,0.86451,3628,4127,0.85407,0.87495
1996,Upper Secondary Level,Rural regions,Yes,0.12691,298,2464,0.11376,0.14005
1996,Upper Secondary Level,Rural regions,No,0.86695,2166,2464,0.85354,0.88036
1996,Post-secondary Non-tertiary Level,Urban regions,Yes,0.11909,48,355,0.08535,0.15284
1996,Post-secondary Non-tertiary Level,Urban regions,No,0.88091,307,355,0.84716,0.91465
1996,Post-secondary Non-tertiary Level,Rural regions,No,0.87850,105,105,0.81571,0.94129
1996,First Stage of Tertiary Education,Urban regions,Yes,0.11075,52,466,0.08222,0.13927
1996,First Stage of Tertiary Education,Urban regions,No,0.86939,414,466,0.83877,0.90002
1996,First Stage of Tertiary Education,Rural regions,Yes,0.17025,44,290,0.12692,0.21359
1996,First Stage of Tertiary Education,Rural regions,No,0.82207,246,290,0.77797,0.86616
1996,Second Stage of Tertiary Education,Urban regions,Yes,0.11421,120,1117,0.09555,0.13287
1996,Second Stage of Tertiary Education,Urban regions,No,0.88513,997,1117,0.86642,0.90384
1996,Second Stage of Tertiary Education,Rural regions,Yes,0.11546,74,644,0.09076,0.14016
1996,Second Stage of Tertiary Education,Rural regions,No,0.88405,570,644,0.85930,0.90880
1997,Pre-primary Level,Urban regions,No,0.90866,190,190,0.86759,0.94974
1997,Pre-primary Level,Rural regions,No,0.88594,100,100,0.82332,0.94856
1997,Primary Level,Urban regions,Yes,0.15245,51,385,0.11649,0.18840
1997,Primary Level,Urban regions,No,0.84120,334,385,0.80464,0.87776
1997,Primary Level,Rural regions,No,0.91165,67,67,0.84318,0.98012
1997,Lower Secondary Level,Urban regions,Yes,0.15919,233,1603,0.14127,0.17710
1997,Lower Secondary Level,Urban regions,No,0.83187,1370,1603,0.81356,0.85019
1997,Lower Secondary Level,Rural regions,Yes,0.16435,105,711,0.13709,0.19161
1997,Lower Secondary Level,Rural regions,No,0.83535,606,711,0.80807,0.86263
1997,Upper Secondary Level,Urban regions,Yes,0.12224,479,4047,0.11215,0.13234
1997,Upper Secondary Level,Urban regions,No,0.87124,3568,4047,0.86092,0.88156
1997,Upper Secondary Level,Rural regions,Yes,0.13315,305,2407,0.11958,0.14673
1997,Upper Secondary Level,Rural regions,No,0.86298,2102,2407,0.84924,0.87672
1997,Post-secondary Non-tertiary Level,Urban regions,Yes,0.13758,48,334,0.10058,0.17457
1997,Post-secondary Non-tertiary Level,Urban regions,No,0.86242,286,334,0.82543,0.89942
1997,Post-secondary Non-tertiary Level,Rural regions,No,0.94509,107,107,0.90172,0.98845
1997,First Stage of Tertiary Education,Urban regions,Yes,0.12124,57,469,0.09167,0.15081
1997,First Stage of Tertiary Education,Urban regions,No,0.87876,412,469,0.84919,0.90833
1997,First Stage of Tertiary Education,Rural regions,Yes,0.09838,31,285,0.06374,0.13301
1997,First Stage of Tertiary Education,Rural regions,No,0.90162,254,285,0.86699,0.93626
1997,Second Stage of Tertiary Education,Urban regions,Yes,0.09731,95,1107,0.07984,0.11478
1997,Second Stage of Tertiary Education,Urban regions,No,0.90162,1012,1107,0.88407,0.91918
1997,Second Stage of Tertiary Education,Rural regions,Yes,0.10701,69,655,0.08332,0.13070
1997,Second Stage of Tertiary Education,Rural regions,No,0.88517,586,655,0.86074,0.90961
1998,Pre-primary Level,Urban regions,No,0.89280,201,201,0.84992,0.93568
1998,Pre-primary Level,Rural regions,No,0.95185,111,111,0.91184,0.99186
1998,Primary Level,Urban regions,Yes,0.16657,52,368,0.12845,0.20469
1998,Primary Level,Urban regions,No,0.83343,316,368,0.79531,0.87155
1998,Primary Level,Rural regions,No,0.90472,68,68,0.83442,0.97503
1998,Lower Secondary Level,Urban regions,Yes,0.13626,227,1759,0.12022,0.15230
1998,Lower Secondary Level,Urban regions,No,0.86252,1532,1759,0.84642,0.87862
1998,Lower Secondary Level,Rural regions,Yes,0.15934,120,776,0.13358,0.18511
1998,Lower Secondary Level,Rural regions,No,0.83864,656,776,0.81274,0.86454
1998,Upper Secondary Level,Urban regions,Yes,0.11861,496,4375,0.10903,0.12820
1998,Upper Secondary Level,Urban regions,No,0.87855,3879,4375,0.86887,0.88823
1998,Upper Secondary Level,Rural regions,Yes,0.14460,359,2638,0.13118,0.15802
1998,Upper Secondary Level,Rural regions,No,0.85310,2279,2638,0.83958,0.86661
1998,Post-secondary Non-tertiary Level,Urban regions,Yes,0.11471,50,383,0.08276,0.14667
1998,Post-secondary Non-tertiary Level,Urban regions,No,0.88421,333,383,0.85212,0.91630
1998,Post-secondary Non-tertiary Level,Rural regions,No,0.86330,109,109,0.79852,0.92809
1998,First Stage of Tertiary Education,Urban regions,Yes,0.13272,64,514,0.10336,0.16208
1998,First Stage of Tertiary Education,Urban regions,No,0.86728,450,514,0.83792,0.89664
1998,First Stage of Tertiary Education,Rural regions,Yes,0.08567,32,304,0.05415,0.11718
1998,First Stage of Tertiary Education,Rural regions,No,0.90676,272,304,0.87401,0.93950
1998,Second Stage of Tertiary Education,Urban regions,Yes,0.10896,124,1246,0.09165,0.12627
1998,Second Stage of Tertiary Education,Urban regions,No,0.88971,1122,1246,0.87231,0.90711
1998,Second Stage of Tertiary Education,Rural regions,Yes,0.12392,90,721,0.09985,0.14799
1998,Second Stage of Tertiary Education,Rural regions,No,0.87064,631,721,0.84613,0.89516
1999,Pre-primary Level,Urban regions,No,0.88379,188,188,0.83785,0.92972
1999,Pre-primary Level,Rural regions,No,0.90558,101,101,0.84826,0.96289
1999,Primary Level,Urban regions,Yes,0.11263,45,354,0.07965,0.14561
1999,Primary Level,Urban regions,No,0.88528,309,354,0.85203,0.91852
1999,Primary Level,Rural regions,No,0.90322,66,66,0.83134,0.97510
1999,Lower Secondary Level,Urban regions,Yes,0.15083,234,1682,0.13372,0.16794
1999,Lower Secondary Level,Urban regions,No,0.84449,1448,1682,0.82716,0.86181
1999,Lower Secondary Level,Rural regions,Yes,0.18038,117,752,0.15288,0.20788
1999,Lower Secondary Level,Rural regions,No,0.81962,635,752,0.79212,0.84712
1999,Upper Secondary Level,Urban regions,Yes,0.12551,496,4295,0.11560,0.13542
1999,Upper Secondary Level,Urban regions,No,0.87258,3799,4295,0.86261,0.88256
1999,Upper Secondary Level,Rural regions,Yes,0.13109,332,2628,0.11818,0.14400
1999,Upper Secondary Level,Rural regions,No,0.86743,2296,2628,0.85446,0.88039
1999,Post-secondary Non-tertiary Level,Urban regions,Yes,0.14092,43,383,0.10603,0.17582
1999,Post-secondary Non-tertiary Level,Urban regions,No,0.85592,340,383,0.82070,0.89113
1999,Post-secondary Non-tertiary Level,Rural regions,No,0.92018,107,107,0.86859,0.97178
1999,First Stage of Tertiary Education,Urban regions,Yes,0.11749,70,503,0.08932,0.14566
1999,First Stage of Tertiary Education,Urban regions,No,0.88251,433,503,0.85434,0.91068
1999,First Stage of Tertiary Education,Rural regions,No,0.89992,280,280,0.86471,0.93514
1999,Second Stage of Tertiary Education,Urban regions,Yes,0.10791,128,1244,0.09066,0.12515
1999,Second Stage of Tertiary Education,Urban regions,No,0.89114,1116,1244,0.87383,0.90846
1999,Second Stage of Tertiary Education,Rural regions,Yes,0.13623,93,713,0.11103,0.16143
1999,Second Stage of Tertiary Education,Rural regions,No,0.86377,620,713,0.83857,0.88897
2000,Pre-primary Level,Urban regions,No,0.94869,305,305,0.92389,0.97350
2000,Pre-primary Level,Rural regions,No,0.96562,166,166,0.93782,0.99342
2000,Primary Level,Urban regions,Yes,0.09867,33,325,0.06620,0.13114
2000,Primary Level,Urban regions,No,0.89837,292,325,0.86547,0.93127
2000,Primary Level,Rural regions,No,0.75689,60,60,0.64744,0.86635
2000,Lower Secondary Level,Urban regions,Yes,0.14295,316,2391,0.12891,0.15698
2000,Lower Secondary Level,Urban regions,No,0.85415,2075,2391,0.84000,0.86830
2000,Lower Secondary Level,Rural regions,Yes,0.14885,168,1155,0.12832,0.16939
2000,Lower Secondary Level,Rural regions,No,0.84798,987,1155,0.82726,0.86870
2000,Upper Secondary Level,Urban regions,Yes,0.11772,943,7973,0.11065,0.12479
2000,Upper Secondary Level,Urban regions,No,0.87957,7030,7973,0.87243,0.88672
2000,Upper Secondary Level,Rural regions,Yes,0.13419,607,4797,0.12455,0.14384
2000,Upper Secondary Level,Rural regions,No,0.86301,4190,4797,0.85328,0.87274
2000,Post-secondary Non-tertiary Level,Urban regions,Yes,0.11081,94,863,0.08985,0.13176
2000,Post-secondary Non-tertiary Level,Urban regions,No,0.88703,769,863,0.86590,0.90817
2000,Post-secondary Non-tertiary Level,Rural regions,Yes,0.11371,32,253,0.07452,0.15291
2000,Post-secondary Non-tertiary Level,Rural regions,No,0.88629,221,253,0.84709,0.92548
2000,First Stage of Tertiary Education,Urban regions,Yes,0.11333,144,1185,0.09527,0.13138
2000,First Stage of Tertiary Education,Urban regions,No,0.88150,1041,1185,0.86309,0.89991
2000,First Stage of Tertiary Education,Rural regions,Yes,0.13967,89,694,0.11386,0.16548
2000,First Stage of Tertiary Education,Rural regions,No,0.86033,605,694,0.83452,0.88614
2000,Second Stage of Tertiary Education,Urban regions,Yes,0.09508,250,2616,0.08383,0.10632
2000,Second Stage of Tertiary Education,Urban regions,No,0.90275,2366,2616,0.89140,0.91411
2000,Second Stage of Tertiary Education,Rural regions,Yes,0.11207,131,1194,0.09417,0.12997
2000,Second Stage of Tertiary Education,Rural regions,No,0.88437,1063,1194,0.86623,0.90252
2001,Pre-primary Level,Urban regions,No,0.94653,332,332,0.92229,0.97076
2001,Pre-primary Level,Rural regions,No,0.95421,179,179,0.92350,0.98492
2001,Primary Level,Urban regions,No,0.90589,220,220,0.86722,0.94456
2001,Primary Level,Rural regions,No,0.83392,57,57,0.73645,0.93139
2001,Lower Secondary Level,Urban regions,Yes,0.13794,279,2085,0.12313,0.15274
2001,Lower Secondary Level,Urban regions,No,0.85823,1806,2085,0.84326,0.87321
2001,Lower Secondary Level,Rural regions,Yes,0.15654,146,989,0.13388,0.17920
2001,Lower Secondary Level,Rural regions,No,0.83793,843,989,0.81495,0.86091
2001,Upper Secondary Level,Urban regions,Yes,0.12331,871,7207,0.11572,0.13090
2001,Upper Secondary Level,Urban regions,No,0.87277,6336,7207,0.86507,0.88046
2001,Upper Secondary Level,Rural regions,Yes,0.13518,562,4334,0.12500,0.14536
2001,Upper Secondary Level,Rural regions,No,0.86147,3772,4334,0.85118,0.87176
2001,Post-secondary Non-tertiary Level,Urban regions,Yes,0.09560,84,826,0.07553,0.11566
2001,Post-secondary Non-tertiary Level,Urban regions,No,0.90005,742,826,0.87959,0.92052
2001,Post-secondary Non-tertiary Level,Rural regions,Yes,0.18162,38,236,0.13233,0.23091
