year,migback,regtyp,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1996,Indirect migration background,Urban regions,Yes,0.09453,45,452,0.06753,0.12153
1996,Indirect migration background,Urban regions,No,0.90547,407,452,0.87847,0.93247
1996,Indirect migration background,Rural regions,No,0.91525,79,79,0.85345,0.97706
1997,No migration background,Urban regions,Yes,0.12886,706,5848,0.12027,0.13745
1997,No migration background,Urban regions,No,0.87114,5142,5848,0.86255,0.87973
1997,No migration background,Rural regions,Yes,0.13354,491,3910,0.12288,0.14421
1997,No migration background,Rural regions,No,0.86646,3419,3910,0.85579,0.87712
1997,Direct migration background,Urban regions,Yes,0.12690,244,2025,0.11240,0.14140
1997,Direct migration background,Urban regions,No,0.87310,1781,2025,0.85860,0.88760
1997,Direct migration background,Rural regions,Yes,0.09869,47,429,0.07043,0.12695
1997,Direct migration background,Rural regions,No,0.90131,382,429,0.87305,0.92957
1997,Indirect migration background,Urban regions,Yes,0.09785,54,479,0.07122,0.12449
1997,Indirect migration background,Urban regions,No,0.90215,425,479,0.87551,0.92878
1997,Indirect migration background,Rural regions,No,0.91783,78,78,0.85649,0.97917
1998,No migration background,Urban regions,Yes,0.12408,806,6790,0.11624,0.13192
1998,No migration background,Urban regions,No,0.87592,5984,6790,0.86808,0.88376
1998,No migration background,Rural regions,Yes,0.13717,577,4437,0.12705,0.14730
1998,No migration background,Rural regions,No,0.86283,3860,4437,0.85270,0.87295
1998,Direct migration background,Urban regions,Yes,0.13167,245,1982,0.11678,0.14656
1998,Direct migration background,Urban regions,No,0.86833,1737,1982,0.85344,0.88322
1998,Direct migration background,Rural regions,Yes,0.13690,58,414,0.10375,0.17005
1998,Direct migration background,Rural regions,No,0.86310,356,414,0.82995,0.89625
1998,Indirect migration background,Urban regions,Yes,0.06063,36,503,0.03975,0.08150
1998,Indirect migration background,Urban regions,No,0.93937,467,503,0.91850,0.96025
1998,Indirect migration background,Rural regions,No,0.93810,81,81,0.88529,0.99090
1999,No migration background,Urban regions,Yes,0.12850,799,6523,0.12038,0.13662
1999,No migration background,Urban regions,No,0.87150,5724,6523,0.86338,0.87962
1999,No migration background,Rural regions,Yes,0.13436,541,4330,0.12420,0.14452
1999,No migration background,Rural regions,No,0.86564,3789,4330,0.85548,0.87580
1999,Direct migration background,Urban regions,Yes,0.13187,227,1837,0.11639,0.14734
1999,Direct migration background,Urban regions,No,0.86813,1610,1837,0.85266,0.88361
1999,Direct migration background,Rural regions,Yes,0.15401,55,361,0.11672,0.19129
1999,Direct migration background,Rural regions,No,0.84599,306,361,0.80871,0.88328
1999,Indirect migration background,Urban regions,Yes,0.09060,39,516,0.06581,0.11539
1999,Indirect migration background,Urban regions,No,0.90940,477,516,0.88461,0.93419
1999,Indirect migration background,Rural regions,No,0.91557,79,79,0.85387,0.97727
2000,No migration background,Urban regions,Yes,0.11870,1440,12283,0.11298,0.12442
2000,No migration background,Urban regions,No,0.88130,10843,12283,0.87558,0.88702
2000,No migration background,Rural regions,Yes,0.13218,959,7660,0.12459,0.13976
2000,No migration background,Rural regions,No,0.86782,6701,7660,0.86024,0.87541
2000,Direct migration background,Urban regions,Yes,0.10688,295,2721,0.09527,0.11849
2000,Direct migration background,Urban regions,No,0.89312,2426,2721,0.88151,0.90473
2000,Direct migration background,Rural regions,Yes,0.14077,78,575,0.11231,0.16922
2000,Direct migration background,Rural regions,No,0.85923,497,575,0.83078,0.88769
2000,Indirect migration background,Urban regions,Yes,0.09386,69,703,0.07229,0.11543
2000,Indirect migration background,Urban regions,No,0.90614,634,703,0.88457,0.92771
2000,Indirect migration background,Rural regions,No,0.87307,98,98,0.80682,0.93932
2001,No migration background,Urban regions,Yes,0.12147,1326,11227,0.11543,0.12752
2001,No migration background,Urban regions,No,0.87853,9901,11227,0.87248,0.88457
2001,No migration background,Rural regions,Yes,0.13493,868,6956,0.12690,0.14296
2001,No migration background,Rural regions,No,0.86507,6088,6956,0.85704,0.87310
2001,Direct migration background,Urban regions,Yes,0.10976,266,2396,0.09724,0.12228
2001,Direct migration background,Urban regions,No,0.89024,2130,2396,0.87772,0.90276
2001,Direct migration background,Rural regions,Yes,0.15009,81,510,0.11906,0.18111
2001,Direct migration background,Rural regions,No,0.84991,429,510,0.81889,0.88094
2001,Indirect migration background,Urban regions,Yes,0.09208,63,663,0.07005,0.11411
2001,Indirect migration background,Urban regions,No,0.90792,600,663,0.88589,0.92995
2001,Indirect migration background,Rural regions,No,0.83195,83,83,0.75102,0.91288
2002,No migration background,Urban regions,Yes,0.12459,1407,12288,0.11875,0.13043
2002,No migration background,Urban regions,No,0.87541,10881,12288,0.86957,0.88125
2002,No migration background,Rural regions,Yes,0.13399,885,7133,0.12608,0.14189
2002,No migration background,Rural regions,No,0.86601,6248,7133,0.85811,0.87392
2002,Direct migration background,Urban regions,Yes,0.11274,260,2310,0.09983,0.12564
2002,Direct migration background,Urban regions,No,0.88726,2050,2310,0.87436,0.90017
2002,Direct migration background,Rural regions,Yes,0.13528,64,481,0.10468,0.16588
2002,Direct migration background,Rural regions,No,0.86472,417,481,0.83412,0.89532
2002,Indirect migration background,Urban regions,Yes,0.09089,75,670,0.06911,0.11267
2002,Indirect migration background,Urban regions,No,0.90911,595,670,0.88733,0.93089
2002,Indirect migration background,Rural regions,No,0.90391,88,88,0.84199,0.96584
2003,No migration background,Urban regions,Yes,0.12104,1395,11886,0.11518,0.12690
2003,No migration background,Urban regions,No,0.87896,10491,11886,0.87310,0.88482
2003,No migration background,Rural regions,Yes,0.12930,844,6829,0.12134,0.13726
2003,No migration background,Rural regions,No,0.87070,5985,6829,0.86274,0.87866
2003,Direct migration background,Urban regions,Yes,0.12360,248,2140,0.10965,0.13755
2003,Direct migration background,Urban regions,No,0.87640,1892,2140,0.86245,0.89035
2003,Direct migration background,Rural regions,Yes,0.14715,56,456,0.11460,0.17970
2003,Direct migration background,Rural regions,No,0.85285,400,456,0.82030,0.88540
2003,Indirect migration background,Urban regions,Yes,0.10493,64,672,0.08174,0.12812
2003,Indirect migration background,Urban regions,No,0.89507,608,672,0.87188,0.91826
2003,Indirect migration background,Rural regions,No,0.91545,92,92,0.85828,0.97261
2004,No migration background,Urban regions,Yes,0.12993,1387,11570,0.12380,0.13605
2004,No migration background,Urban regions,No,0.87007,10183,11570,0.86395,0.87620
2004,No migration background,Rural regions,Yes,0.13025,812,6668,0.12217,0.13833
2004,No migration background,Rural regions,No,0.86975,5856,6668,0.86167,0.87783
2004,Direct migration background,Urban regions,Yes,0.11715,234,2080,0.10333,0.13098
2004,Direct migration background,Urban regions,No,0.88285,1846,2080,0.86902,0.89667
2004,Direct migration background,Rural regions,Yes,0.14127,66,440,0.10869,0.17385
2004,Direct migration background,Rural regions,No,0.85873,374,440,0.82615,0.89131
2004,Indirect migration background,Urban regions,Yes,0.07445,61,678,0.05468,0.09423
2004,Indirect migration background,Urban regions,No,0.92555,617,678,0.90577,0.94532
2004,Indirect migration background,Rural regions,No,0.85331,98,98,0.78290,0.92372
2005,No migration background,Urban regions,Yes,0.11597,1204,11079,0.11001,0.12193
2005,No migration background,Urban regions,No,0.88403,9875,11079,0.87807,0.88999
2005,No migration background,Rural regions,Yes,0.12366,755,6370,0.11557,0.13174
2005,No migration background,Rural regions,No,0.87634,5615,6370,0.86826,0.88443
2005,Direct migration background,Urban regions,Yes,0.10836,203,1952,0.09457,0.12216
2005,Direct migration background,Urban regions,No,0.89164,1749,1952,0.87784,0.90543
2005,Direct migration background,Rural regions,Yes,0.13539,53,405,0.10203,0.16876
2005,Direct migration background,Rural regions,No,0.86461,352,405,0.83124,0.89797
2005,Indirect migration background,Urban regions,Yes,0.08963,54,711,0.06862,0.11064
2005,Indirect migration background,Urban regions,No,0.91037,657,711,0.88936,0.93138
2005,Indirect migration background,Rural regions,No,0.84058,97,97,0.76735,0.91381
2006,No migration background,Urban regions,Yes,0.12355,1384,11823,0.11762,0.12948
2006,No migration background,Urban regions,No,0.87645,10439,11823,0.87052,0.88238
2006,No migration background,Rural regions,Yes,0.13160,836,6920,0.12364,0.13957
2006,No migration background,Rural regions,No,0.86840,6084,6920,0.86043,0.87636
2006,Direct migration background,Urban regions,Yes,0.10542,198,1948,0.09178,0.11906
2006,Direct migration background,Urban regions,No,0.89458,1750,1948,0.88094,0.90822
2006,Direct migration background,Rural regions,Yes,0.17187,64,425,0.13596,0.20778
2006,Direct migration background,Rural regions,No,0.82813,361,425,0.79222,0.86404
2006,Indirect migration background,Urban regions,Yes,0.09392,61,693,0.07218,0.11565
2006,Indirect migration background,Urban regions,No,0.90608,632,693,0.88435,0.92782
2006,Indirect migration background,Rural regions,No,0.93798,111,111,0.89290,0.98305
2007,No migration background,Urban regions,Yes,0.12507,1312,11063,0.11890,0.13123
2007,No migration background,Urban regions,No,0.87493,9751,11063,0.86877,0.88110
2007,No migration background,Rural regions,Yes,0.12937,822,6498,0.12121,0.13753
2007,No migration background,Rural regions,No,0.87063,5676,6498,0.86247,0.87879
2007,Direct migration background,Urban regions,Yes,0.10335,191,1719,0.08896,0.11775
2007,Direct migration background,Urban regions,No,0.89665,1528,1719,0.88225,0.91104
2007,Direct migration background,Rural regions,Yes,0.11633,46,394,0.08463,0.14803
2007,Direct migration background,Rural regions,No,0.88367,348,394,0.85197,0.91537
2007,Indirect migration background,Urban regions,Yes,0.09694,52,666,0.07446,0.11943
2007,Indirect migration background,Urban regions,No,0.90306,614,666,0.88057,0.92554
2007,Indirect migration background,Rural regions,No,0.84919,100,100,0.77870,0.91969
2008,No migration background,Urban regions,Yes,0.11568,1186,10454,0.10955,0.12181
2008,No migration background,Urban regions,No,0.88432,9268,10454,0.87819,0.89045
2008,No migration background,Rural regions,Yes,0.13007,778,6134,0.12165,0.13849
2008,No migration background,Rural regions,No,0.86993,5356,6134,0.86151,0.87835
2008,Direct migration background,Urban regions,Yes,0.09432,161,1555,0.07979,0.10885
2008,Direct migration background,Urban regions,No,0.90568,1394,1555,0.89115,0.92021
2008,Direct migration background,Rural regions,Yes,0.14326,52,348,0.10640,0.18012
2008,Direct migration background,Rural regions,No,0.85674,296,348,0.81988,0.89360
2008,Indirect migration background,Urban regions,Yes,0.07037,58,648,0.05066,0.09007
2008,Indirect migration background,Urban regions,No,0.92963,590,648,0.90993,0.94934
2008,Indirect migration background,Rural regions,No,0.93944,101,101,0.89269,0.98619
2009,No migration background,Urban regions,Yes,0.12770,1228,9760,0.12108,0.13432
2009,No migration background,Urban regions,No,0.87230,8532,9760,0.86568,0.87892
2009,No migration background,Rural regions,Yes,0.14251,807,5850,0.13355,0.15147
2009,No migration background,Rural regions,No,0.85749,5043,5850,0.84853,0.86645
2009,Direct migration background,Urban regions,Yes,0.10890,153,1340,0.09222,0.12559
2009,Direct migration background,Urban regions,No,0.89110,1187,1340,0.87441,0.90778
2009,Direct migration background,Rural regions,Yes,0.13245,44,317,0.09508,0.16983
2009,Direct migration background,Rural regions,No,0.86755,273,317,0.83017,0.90492
2009,Indirect migration background,Urban regions,Yes,0.08132,52,592,0.05928,0.10335
2009,Indirect migration background,Urban regions,No,0.91868,540,592,0.89665,0.94072
2009,Indirect migration background,Rural regions,No,0.86334,108,108,0.79826,0.92842
2010,No migration background,Urban regions,Yes,0.13010,1656,12397,0.12418,0.13602
2010,No migration background,Urban regions,No,0.86990,10741,12397,0.86398,0.87582
2010,No migration background,Rural regions,Yes,0.13039,1037,7463,0.12275,0.13803
2010,No migration background,Rural regions,No,0.86961,6426,7463,0.86197,0.87725
2010,Direct migration background,Urban regions,Yes,0.11671,356,2346,0.10372,0.12971
2010,Direct migration background,Urban regions,No,0.88329,1990,2346,0.87029,0.89628
2010,Direct migration background,Rural regions,Yes,0.09985,83,630,0.07642,0.12328
2010,Direct migration background,Rural regions,No,0.90015,547,630,0.87672,0.92358
2010,Indirect migration background,Urban regions,Yes,0.10228,114,895,0.08242,0.12214
2010,Indirect migration background,Urban regions,No,0.89772,781,895,0.87786,0.91758
2010,Indirect migration background,Rural regions,No,0.94169,167,167,0.90604,0.97734
2011,No migration background,Urban regions,Yes,0.13442,1959,14650,0.12890,0.13994
2011,No migration background,Urban regions,No,0.86558,12691,14650,0.86006,0.87110
2011,No migration background,Rural regions,Yes,0.14831,1311,9121,0.14101,0.15560
2011,No migration background,Rural regions,No,0.85169,7810,9121,0.84440,0.85899
2011,Direct migration background,Urban regions,Yes,0.12689,384,2545,0.11396,0.13983
2011,Direct migration background,Urban regions,No,0.87311,2161,2545,0.86017,0.88604
2011,Direct migration background,Rural regions,Yes,0.11244,114,799,0.09052,0.13436
2011,Direct migration background,Rural regions,No,0.88756,685,799,0.86564,0.90948
2011,Indirect migration background,Urban regions,Yes,0.08455,104,1003,0.06732,0.10177
2011,Indirect migration background,Urban regions,No,0.91545,899,1003,0.89823,0.93268
2011,Indirect migration background,Rural regions,No,0.89626,206,206,0.85451,0.93800
2012,No migration background,Urban regions,Yes,0.13715,1856,14169,0.13149,0.14282
2012,No migration background,Urban regions,No,0.86285,12313,14169,0.85718,0.86851
2012,No migration background,Rural regions,Yes,0.15228,1301,9030,0.14487,0.15969
2012,No migration background,Rural regions,No,0.84772,7729,9030,0.84031,0.85513
2012,Direct migration background,Urban regions,Yes,0.12830,304,2369,0.11483,0.14177
2012,Direct migration background,Urban regions,No,0.87170,2065,2369,0.85823,0.88517
2012,Direct migration background,Rural regions,Yes,0.11929,113,816,0.09704,0.14155
2012,Direct migration background,Rural regions,No,0.88071,703,816,0.85845,0.90296
2012,Indirect migration background,Urban regions,Yes,0.12534,117,959,0.10438,0.14631
2012,Indirect migration background,Urban regions,No,0.87466,842,959,0.85369,0.89562
2012,Indirect migration background,Rural regions,Yes,0.17511,33,237,0.12662,0.22360
2012,Indirect migration background,Rural regions,No,0.82489,204,237,0.77640,0.87338
2013,No migration background,Urban regions,Yes,0.14322,1754,13261,0.13726,0.14918
2013,No migration background,Urban regions,No,0.85678,11507,13261,0.85082,0.86274
2013,No migration background,Rural regions,Yes,0.15343,1205,8410,0.14572,0.16113
2013,No migration background,Rural regions,No,0.84657,7205,8410,0.83887,0.85428
2013,Direct migration background,Urban regions,Yes,0.14002,277,2147,0.12534,0.15470
2013,Direct migration background,Urban regions,No,0.85998,1870,2147,0.84530,0.87466
2013,Direct migration background,Rural regions,Yes,0.12649,87,708,0.10199,0.15099
2013,Direct migration background,Rural regions,No,0.87351,621,708,0.84901,0.89801
2013,Indirect migration background,Urban regions,Yes,0.08641,92,905,0.06810,0.10473
2013,Indirect migration background,Urban regions,No,0.91359,813,905,0.89527,0.93190
2013,Indirect migration background,Rural regions,No,0.81502,191,191,0.75981,0.87023
2014,No migration background,Urban regions,Yes,0.13045,1534,12294,0.12450,0.13640
2014,No migration background,Urban regions,No,0.86955,10760,12294,0.86360,0.87550
2014,No migration background,Rural regions,Yes,0.15545,1064,7762,0.14739,0.16352
2014,No migration background,Rural regions,No,0.84455,6698,7762,0.83648,0.85261
2014,Direct migration background,Urban regions,Yes,0.13803,554,3950,0.12728,0.14879
2014,Direct migration background,Urban regions,No,0.86197,3396,3950,0.85121,0.87272
2014,Direct migration background,Rural regions,Yes,0.13043,186,1327,0.11230,0.14855
2014,Direct migration background,Rural regions,No,0.86957,1141,1327,0.85145,0.88770
2014,Indirect migration background,Urban regions,Yes,0.12188,169,1387,0.10465,0.13910
2014,Indirect migration background,Urban regions,No,0.87812,1218,1387,0.86090,0.89535
2014,Indirect migration background,Rural regions,Yes,0.10681,44,309,0.07231,0.14130
2014,Indirect migration background,Rural regions,No,0.89319,265,309,0.85870,0.92769
2015,No migration background,Urban regions,Yes,0.13466,1465,11591,0.12844,0.14087
2015,No migration background,Urban regions,No,0.86534,10126,11591,0.85913,0.87156
2015,No migration background,Rural regions,Yes,0.15849,1070,7400,0.15017,0.16681
2015,No migration background,Rural regions,No,0.84151,6330,7400,0.83319,0.84983
2015,Direct migration background,Urban regions,Yes,0.12694,431,3329,0.11563,0.13825
2015,Direct migration background,Urban regions,No,0.87306,2898,3329,0.86175,0.88437
2015,Direct migration background,Rural regions,Yes,0.14071,169,1135,0.12047,0.16095
2015,Direct migration background,Rural regions,No,0.85929,966,1135,0.83905,0.87953
2015,Indirect migration background,Urban regions,Yes,0.10087,149,1247,0.08415,0.11760
2015,Indirect migration background,Urban regions,No,0.89913,1098,1247,0.88240,0.91585
2015,Indirect migration background,Rural regions,Yes,0.13754,34,290,0.09783,0.17725
2015,Indirect migration background,Rural regions,No,0.86246,256,290,0.82275,0.90217
2016,No migration background,Urban regions,Yes,0.13534,1373,10849,0.12890,0.14178
2016,No migration background,Urban regions,No,0.86466,9476,10849,0.85822,0.87110
2016,No migration background,Rural regions,Yes,0.14535,966,6877,0.13701,0.15368
2016,No migration background,Rural regions,No,0.85465,5911,6877,0.84632,0.86299
2016,Direct migration background,Urban regions,Yes,0.12384,474,3654,0.11315,0.13452
2016,Direct migration background,Urban regions,No,0.87616,3180,3654,0.86548,0.88685
2016,Direct migration background,Rural regions,Yes,0.12216,193,1282,0.10423,0.14009
2016,Direct migration background,Rural regions,No,0.87784,1089,1282,0.85991,0.89577
2016,Indirect migration background,Urban regions,Yes,0.09451,136,1165,0.07771,0.11132
2016,Indirect migration background,Urban regions,No,0.90549,1029,1165,0.88868,0.92229
2016,Indirect migration background,Rural regions,Yes,0.13748,42,293,0.09798,0.17698
2016,Indirect migration background,Rural regions,No,0.86252,251,293,0.82302,0.90202
2017,No migration background,Urban regions,Yes,0.13885,1652,12250,0.13273,0.14497
2017,No migration background,Urban regions,No,0.86115,10598,12250,0.85503,0.86727
2017,No migration background,Rural regions,Yes,0.14945,1079,7801,0.14154,0.15736
2017,No migration background,Rural regions,No,0.85055,6722,7801,0.84264,0.85846
2017,Direct migration background,Urban regions,Yes,0.14947,462,3499,0.13766,0.16129
2017,Direct migration background,Urban regions,No,0.85053,3037,3499,0.83871,0.86234
2017,Direct migration background,Rural regions,Yes,0.14614,174,1235,0.12644,0.16585
2017,Direct migration background,Rural regions,No,0.85386,1061,1235,0.83415,0.87356
2017,Indirect migration background,Urban regions,Yes,0.10970,148,1317,0.09281,0.12658
2017,Indirect migration background,Urban regions,No,0.89030,1169,1317,0.87342,0.90719
2017,Indirect migration background,Rural regions,Yes,0.15128,42,280,0.10924,0.19333
2017,Indirect migration background,Rural regions,No,0.84872,238,280,0.80667,0.89076
2018,No migration background,Urban regions,Yes,0.14240,1580,11919,0.13612,0.14867
2018,No migration background,Urban regions,No,0.85760,10339,11919,0.85133,0.86388
2018,No migration background,Rural regions,Yes,0.14779,1048,7441,0.13973,0.15586
2018,No migration background,Rural regions,No,0.85221,6393,7441,0.84414,0.86027
2018,Direct migration background,Urban regions,Yes,0.12383,438,3384,0.11273,0.13493
2018,Direct migration background,Urban regions,No,0.87617,2946,3384,0.86507,0.88727
2018,Direct migration background,Rural regions,Yes,0.15232,162,1174,0.13176,0.17289
2018,Direct migration background,Rural regions,No,0.84768,1012,1174,0.82711,0.86824
2018,Indirect migration background,Urban regions,Yes,0.11729,148,1303,0.09981,0.13476
2018,Indirect migration background,Urban regions,No,0.88271,1155,1303,0.86524,0.90019
2018,Indirect migration background,Rural regions,Yes,0.13543,43,298,0.09651,0.17434
2018,Indirect migration background,Rural regions,No,0.86457,255,298,0.82566,0.90349
2019,No migration background,No answer / don't know,Yes,0.18671,78,484,0.15196,0.22147
2019,No migration background,No answer / don't know,No,0.81329,406,484,0.77853,0.84804
2019,No migration background,Urban regions,Yes,0.14395,1633,12165,0.13771,0.15019
2019,No migration background,Urban regions,No,0.85605,10532,12165,0.84981,0.86229
2019,No migration background,Rural regions,Yes,0.14644,1010,7445,0.13841,0.15447
2019,No migration background,Rural regions,No,0.85356,6435,7445,0.84553,0.86159
2019,Direct migration background,Urban regions,Yes,0.11645,381,2959,0.10489,0.12801
