year,age_gr,regtyp,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1988,46-65 y.,Urban regions,Yes,0.11949,302,2472,0.10670,0.13228
1988,46-65 y.,Urban regions,No,0.87357,2170,2472,0.86047,0.88668
1988,46-65 y.,Rural regions,Yes,0.10756,63,622,0.08319,0.13193
1988,46-65 y.,Rural regions,No,0.88962,559,622,0.86497,0.91426
1988,66 and older,Urban regions,Yes,0.19019,145,780,0.16263,0.21774
1988,66 and older,Urban regions,No,0.80517,635,780,0.77735,0.83298
1988,66 and older,Rural regions,Yes,0.15698,42,251,0.11189,0.20208
1988,66 and older,Rural regions,No,0.83881,209,251,0.79323,0.88439
1989,17-29 y.,Urban regions,Yes,0.11400,269,2262,0.10090,0.12710
1989,17-29 y.,Urban regions,No,0.88369,1993,2262,0.87047,0.89690
1989,17-29 y.,Rural regions,Yes,0.09886,58,558,0.07407,0.12365
1989,17-29 y.,Rural regions,No,0.90114,500,558,0.87635,0.92593
1989,30-45 y.,Urban regions,Yes,0.09603,234,2266,0.08389,0.10816
1989,30-45 y.,Urban regions,No,0.90298,2032,2266,0.89079,0.91517
1989,30-45 y.,Rural regions,Yes,0.12396,65,570,0.09688,0.15104
1989,30-45 y.,Rural regions,No,0.87326,505,570,0.84592,0.90060
1989,46-65 y.,Urban regions,Yes,0.10135,252,2385,0.08923,0.11346
1989,46-65 y.,Urban regions,No,0.89464,2133,2385,0.88232,0.90696
1989,46-65 y.,Rural regions,Yes,0.14966,83,584,0.12070,0.17861
1989,46-65 y.,Rural regions,No,0.84833,501,584,0.81921,0.87745
1989,66 and older,Urban regions,Yes,0.18988,138,758,0.16194,0.21782
1989,66 and older,Urban regions,No,0.80145,620,758,0.77303,0.82987
1989,66 and older,Rural regions,Yes,0.18141,46,247,0.13326,0.22957
1989,66 and older,Rural regions,No,0.81859,201,247,0.77043,0.86674
1991,17-29 y.,Urban regions,Yes,0.12772,269,2095,0.11343,0.14202
1991,17-29 y.,Urban regions,No,0.75956,1826,2095,0.74125,0.77786
1991,17-29 y.,Rural regions,Yes,0.08299,81,586,0.06064,0.10535
1991,17-29 y.,Rural regions,No,0.51389,505,586,0.47339,0.55439
1991,30-45 y.,Urban regions,Yes,0.08733,221,2251,0.07566,0.09899
1991,30-45 y.,Urban regions,No,0.80543,2030,2251,0.78907,0.82179
1991,30-45 y.,Rural regions,Yes,0.05528,56,559,0.03632,0.07424
1991,30-45 y.,Rural regions,No,0.52021,503,559,0.47876,0.56166
1991,46-65 y.,Urban regions,Yes,0.10223,263,2256,0.08973,0.11474
1991,46-65 y.,Urban regions,No,0.78212,1993,2256,0.76509,0.79916
1991,46-65 y.,Rural regions,Yes,0.06668,68,586,0.04647,0.08690
1991,46-65 y.,Rural regions,No,0.49748,518,586,0.45697,0.53800
1991,66 and older,Urban regions,Yes,0.18299,156,796,0.15611,0.20987
1991,66 and older,Urban regions,No,0.72702,640,796,0.69606,0.75799
1991,66 and older,Rural regions,Yes,0.13918,55,249,0.09610,0.18226
1991,66 and older,Rural regions,No,0.48559,194,249,0.42338,0.54779
1992,17-29 y.,Urban regions,Yes,0.10954,254,2355,0.09692,0.12216
1992,17-29 y.,Urban regions,No,0.88950,2101,2355,0.87684,0.90217
1992,17-29 y.,Rural regions,Yes,0.11839,131,1175,0.09991,0.13687
1992,17-29 y.,Rural regions,No,0.87749,1044,1175,0.85873,0.89624
1992,30-45 y.,Urban regions,Yes,0.09717,273,2714,0.08602,0.10831
1992,30-45 y.,Urban regions,No,0.89817,2441,2714,0.88679,0.90955
1992,30-45 y.,Rural regions,Yes,0.09795,122,1478,0.08279,0.11311
1992,30-45 y.,Rural regions,No,0.89735,1356,1478,0.88187,0.91283
1992,46-65 y.,Urban regions,Yes,0.10026,269,2644,0.08881,0.11171
1992,46-65 y.,Urban regions,No,0.89492,2375,2644,0.88323,0.90661
1992,46-65 y.,Rural regions,Yes,0.10683,138,1349,0.09034,0.12332
1992,46-65 y.,Rural regions,No,0.89092,1211,1349,0.87427,0.90756
1992,66 and older,Urban regions,Yes,0.20860,185,923,0.18237,0.23483
1992,66 and older,Urban regions,No,0.77944,738,923,0.75267,0.80620
1992,66 and older,Rural regions,Yes,0.19233,92,504,0.15788,0.22677
1992,66 and older,Rural regions,No,0.79542,412,504,0.76016,0.83067
1994,17-29 y.,Urban regions,Yes,0.09801,220,2228,0.08566,0.11036
1994,17-29 y.,Urban regions,No,0.89840,2008,2228,0.88585,0.91094
1994,17-29 y.,Rural regions,Yes,0.11112,123,1106,0.09259,0.12965
1994,17-29 y.,Rural regions,No,0.88862,983,1106,0.87007,0.90717
1994,30-45 y.,Urban regions,Yes,0.09786,269,2698,0.08665,0.10908
1994,30-45 y.,Urban regions,No,0.89963,2429,2698,0.88829,0.91097
1994,30-45 y.,Rural regions,Yes,0.08766,128,1442,0.07306,0.10226
1994,30-45 y.,Rural regions,No,0.90912,1314,1442,0.89428,0.92396
1994,46-65 y.,Urban regions,Yes,0.12664,305,2554,0.11374,0.13954
1994,46-65 y.,Urban regions,No,0.86547,2249,2554,0.85224,0.87871
1994,46-65 y.,Rural regions,Yes,0.10822,136,1321,0.09146,0.12498
1994,46-65 y.,Rural regions,No,0.88870,1185,1321,0.87174,0.90567
1994,66 and older,Urban regions,Yes,0.23125,207,970,0.20470,0.25779
1994,66 and older,Urban regions,No,0.75985,763,970,0.73296,0.78675
1994,66 and older,Rural regions,Yes,0.22122,109,514,0.18530,0.25713
1994,66 and older,Rural regions,No,0.76962,405,514,0.73318,0.80606
1995,17-29 y.,Urban regions,Yes,0.10662,231,2222,0.09379,0.11946
1995,17-29 y.,Urban regions,No,0.88837,1991,2222,0.87528,0.90147
1995,17-29 y.,Rural regions,Yes,0.10681,131,1117,0.08869,0.12494
1995,17-29 y.,Rural regions,No,0.88970,986,1117,0.87132,0.90808
1995,30-45 y.,Urban regions,Yes,0.08822,268,2881,0.07786,0.09858
1995,30-45 y.,Urban regions,No,0.90441,2613,2881,0.89367,0.91515
1995,30-45 y.,Rural regions,Yes,0.10767,166,1540,0.09218,0.12316
1995,30-45 y.,Rural regions,No,0.88900,1374,1540,0.87330,0.90469
1995,46-65 y.,Urban regions,Yes,0.11805,310,2577,0.10559,0.13051
1995,46-65 y.,Urban regions,No,0.87363,2267,2577,0.86080,0.88646
1995,46-65 y.,Rural regions,Yes,0.13142,164,1363,0.11347,0.14936
1995,46-65 y.,Rural regions,No,0.86276,1199,1363,0.84449,0.88104
1995,66 and older,Urban regions,Yes,0.20690,196,1009,0.18189,0.23191
1995,66 and older,Urban regions,No,0.78744,813,1009,0.76218,0.81270
1995,66 and older,Rural regions,Yes,0.18821,101,506,0.15412,0.22230
1995,66 and older,Rural regions,No,0.80159,405,506,0.76681,0.83638
1996,17-29 y.,Urban regions,Yes,0.09380,205,2069,0.08124,0.10637
1996,17-29 y.,Urban regions,No,0.90161,1864,2069,0.88877,0.91444
1996,17-29 y.,Rural regions,Yes,0.10470,125,1087,0.08649,0.12291
1996,17-29 y.,Rural regions,No,0.89492,962,1087,0.87669,0.91316
1996,30-45 y.,Urban regions,Yes,0.09710,296,2904,0.08633,0.10787
1996,30-45 y.,Urban regions,No,0.89961,2608,2904,0.88868,0.91054
1996,30-45 y.,Rural regions,Yes,0.10206,160,1519,0.08683,0.11729
1996,30-45 y.,Rural regions,No,0.89567,1359,1519,0.88029,0.91105
1996,46-65 y.,Urban regions,Yes,0.12323,316,2512,0.11037,0.13609
1996,46-65 y.,Urban regions,No,0.86888,2196,2512,0.85568,0.88208
1996,46-65 y.,Rural regions,Yes,0.12150,167,1374,0.10422,0.13878
1996,46-65 y.,Rural regions,No,0.86535,1207,1374,0.84729,0.88341
1996,66 and older,Urban regions,Yes,0.19662,202,1028,0.17231,0.22093
1996,66 and older,Urban regions,No,0.79342,826,1028,0.76866,0.81818
1996,66 and older,Rural regions,Yes,0.25172,117,511,0.21405,0.28939
1996,66 and older,Rural regions,No,0.74535,394,511,0.70754,0.78316
1997,17-29 y.,Urban regions,Yes,0.09807,195,1964,0.08492,0.11123
1997,17-29 y.,Urban regions,No,0.89811,1769,1964,0.88473,0.91149
1997,17-29 y.,Rural regions,Yes,0.12214,123,1051,0.10233,0.14194
1997,17-29 y.,Rural regions,No,0.87504,928,1051,0.85504,0.89504
1997,30-45 y.,Urban regions,Yes,0.10136,295,2873,0.09033,0.11240
1997,30-45 y.,Urban regions,No,0.89474,2578,2873,0.88352,0.90596
1997,30-45 y.,Rural regions,Yes,0.09618,151,1475,0.08113,0.11123
1997,30-45 y.,Rural regions,No,0.90112,1324,1475,0.88588,0.91636
1997,46-65 y.,Urban regions,Yes,0.12398,303,2465,0.11097,0.13699
1997,46-65 y.,Urban regions,No,0.87245,2162,2465,0.85927,0.88562
1997,46-65 y.,Rural regions,Yes,0.12242,172,1374,0.10508,0.13976
1997,46-65 y.,Rural regions,No,0.87094,1202,1374,0.85321,0.88868
1997,66 and older,Urban regions,Yes,0.19962,211,1050,0.17543,0.22381
1997,66 and older,Urban regions,No,0.78777,839,1050,0.76302,0.81251
1997,66 and older,Rural regions,Yes,0.20059,99,524,0.16627,0.23491
1997,66 and older,Rural regions,No,0.79793,425,524,0.76352,0.83235
1998,17-29 y.,Urban regions,Yes,0.09970,208,2054,0.08674,0.11266
1998,17-29 y.,Urban regions,No,0.89800,1846,2054,0.88491,0.91109
1998,17-29 y.,Rural regions,Yes,0.11845,130,1106,0.09940,0.13751
1998,17-29 y.,Rural regions,No,0.88025,976,1106,0.86110,0.89939
1998,30-45 y.,Urban regions,Yes,0.10210,318,3177,0.09157,0.11263
1998,30-45 y.,Urban regions,No,0.89608,2859,3177,0.88546,0.90669
1998,30-45 y.,Rural regions,Yes,0.09893,174,1643,0.08449,0.11337
1998,30-45 y.,Rural regions,No,0.89417,1469,1643,0.87929,0.90905
1998,46-65 y.,Urban regions,Yes,0.11804,326,2806,0.10610,0.12998
1998,46-65 y.,Urban regions,No,0.87964,2480,2806,0.86760,0.89168
1998,46-65 y.,Rural regions,Yes,0.13552,214,1581,0.11865,0.15240
1998,46-65 y.,Rural regions,No,0.86326,1367,1581,0.84632,0.88020
1998,66 and older,Urban regions,Yes,0.18603,235,1238,0.16434,0.20771
1998,66 and older,Urban regions,No,0.81142,1003,1238,0.78962,0.83322
1998,66 and older,Rural regions,Yes,0.21059,128,613,0.17829,0.24289
1998,66 and older,Rural regions,No,0.78761,485,613,0.75520,0.82001
1999,17-29 y.,Urban regions,Yes,0.08815,167,1925,0.07548,0.10082
1999,17-29 y.,Urban regions,No,0.91031,1758,1925,0.89754,0.92308
1999,17-29 y.,Rural regions,Yes,0.10608,114,1046,0.08741,0.12475
1999,17-29 y.,Rural regions,No,0.89392,932,1046,0.87525,0.91259
1999,30-45 y.,Urban regions,Yes,0.09595,303,3096,0.08557,0.10632
1999,30-45 y.,Urban regions,No,0.90283,2793,3096,0.89239,0.91326
1999,30-45 y.,Rural regions,Yes,0.11355,173,1614,0.09807,0.12904
1999,30-45 y.,Rural regions,No,0.88645,1441,1614,0.87096,0.90193
1999,46-65 y.,Urban regions,Yes,0.13731,367,2670,0.12425,0.15037
1999,46-65 y.,Urban regions,No,0.85906,2303,2670,0.84586,0.87226
1999,46-65 y.,Rural regions,Yes,0.12230,190,1507,0.10575,0.13885
1999,46-65 y.,Rural regions,No,0.87516,1317,1507,0.85846,0.89185
1999,66 and older,Urban regions,Yes,0.19572,228,1185,0.17312,0.21832
1999,66 and older,Urban regions,No,0.80100,957,1185,0.77826,0.82374
1999,66 and older,Rural regions,Yes,0.21558,127,611,0.18295,0.24822
1999,66 and older,Rural regions,No,0.78442,484,611,0.75178,0.81705
2000,17-29 y.,Urban regions,Yes,0.08593,263,2901,0.07573,0.09613
2000,17-29 y.,Urban regions,No,0.90700,2638,2901,0.89643,0.91757
2000,17-29 y.,Rural regions,Yes,0.10965,192,1661,0.09462,0.12468
2000,17-29 y.,Rural regions,No,0.88610,1469,1661,0.87081,0.90138
2000,30-45 y.,Urban regions,Yes,0.08608,483,5384,0.07858,0.09357
2000,30-45 y.,Urban regions,No,0.91177,4901,5384,0.90419,0.91934
2000,30-45 y.,Rural regions,Yes,0.09448,257,2764,0.08357,0.10538
2000,30-45 y.,Rural regions,No,0.90312,2507,2764,0.89209,0.91415
2000,46-65 y.,Urban regions,Yes,0.11788,615,5078,0.10901,0.12676
2000,46-65 y.,Urban regions,No,0.87887,4463,5078,0.86990,0.88785
2000,46-65 y.,Rural regions,Yes,0.13123,351,2674,0.11843,0.14403
2000,46-65 y.,Rural regions,No,0.86704,2323,2674,0.85417,0.87991
2000,66 and older,Urban regions,Yes,0.18449,443,2344,0.16878,0.20020
2000,66 and older,Urban regions,No,0.81418,1901,2344,0.79843,0.82993
2000,66 and older,Rural regions,Yes,0.21017,251,1248,0.18756,0.23279
2000,66 and older,Rural regions,No,0.78733,997,1248,0.76461,0.81004
2001,17-29 y.,Urban regions,Yes,0.08246,233,2615,0.07192,0.09301
2001,17-29 y.,Urban regions,No,0.91340,2382,2615,0.90261,0.92418
2001,17-29 y.,Rural regions,Yes,0.11409,171,1472,0.09784,0.13034
2001,17-29 y.,Rural regions,No,0.88422,1301,1472,0.86787,0.90057
2001,30-45 y.,Urban regions,Yes,0.09414,469,4856,0.08592,0.10235
2001,30-45 y.,Urban regions,No,0.90342,4387,4856,0.89511,0.91173
2001,30-45 y.,Rural regions,Yes,0.09253,231,2459,0.08107,0.10399
2001,30-45 y.,Rural regions,No,0.90547,2228,2459,0.89390,0.91703
2001,46-65 y.,Urban regions,Yes,0.11843,539,4610,0.10910,0.12776
2001,46-65 y.,Urban regions,No,0.87568,4071,4610,0.86615,0.88521
2001,46-65 y.,Rural regions,Yes,0.13334,321,2454,0.11989,0.14679
2001,46-65 y.,Rural regions,No,0.86191,2133,2454,0.84826,0.87556
2001,66 and older,Urban regions,Yes,0.18474,414,2205,0.16854,0.20094
2001,66 and older,Urban regions,No,0.81072,1791,2205,0.79437,0.82708
2001,66 and older,Rural regions,Yes,0.21873,243,1181,0.19515,0.24232
2001,66 and older,Rural regions,No,0.77718,938,1181,0.75344,0.80093
2002,17-29 y.,Urban regions,Yes,0.08883,236,2662,0.07802,0.09964
2002,17-29 y.,Urban regions,No,0.90778,2426,2662,0.89678,0.91877
2002,17-29 y.,Rural regions,Yes,0.08881,130,1471,0.07427,0.10335
2002,17-29 y.,Rural regions,No,0.90708,1341,1471,0.89224,0.92192
2002,30-45 y.,Urban regions,Yes,0.08177,415,5009,0.07418,0.08936
2002,30-45 y.,Urban regions,No,0.91552,4594,5009,0.90782,0.92322
2002,30-45 y.,Rural regions,Yes,0.09785,230,2417,0.08600,0.10969
2002,30-45 y.,Rural regions,No,0.89986,2187,2417,0.88789,0.91183
2002,46-65 y.,Urban regions,Yes,0.12153,622,5241,0.11268,0.13037
2002,46-65 y.,Urban regions,No,0.87549,4619,5241,0.86655,0.88443
2002,46-65 y.,Rural regions,Yes,0.12718,328,2598,0.11437,0.14000
2002,46-65 y.,Rural regions,No,0.87192,2270,2598,0.85907,0.88477
2002,66 and older,Urban regions,Yes,0.20363,469,2356,0.18737,0.21990
2002,66 and older,Urban regions,No,0.79308,1887,2356,0.77672,0.80944
2002,66 and older,Rural regions,Yes,0.22982,270,1225,0.20625,0.25339
2002,66 and older,Rural regions,No,0.76505,955,1225,0.74130,0.78880
2003,17-29 y.,Urban regions,Yes,0.09174,238,2605,0.08065,0.10282
2003,17-29 y.,Urban regions,No,0.90086,2367,2605,0.88938,0.91234
2003,17-29 y.,Rural regions,Yes,0.08684,118,1384,0.07200,0.10168
2003,17-29 y.,Rural regions,No,0.91209,1266,1384,0.89716,0.92701
2003,30-45 y.,Urban regions,Yes,0.09365,447,4663,0.08529,0.10202
2003,30-45 y.,Urban regions,No,0.90069,4216,4663,0.89210,0.90927
2003,30-45 y.,Rural regions,Yes,0.09087,221,2250,0.07899,0.10275
2003,30-45 y.,Rural regions,No,0.90670,2029,2250,0.89468,0.91872
2003,46-65 y.,Urban regions,Yes,0.12178,592,5037,0.11275,0.13082
2003,46-65 y.,Urban regions,No,0.87254,4445,5037,0.86333,0.88175
2003,46-65 y.,Rural regions,Yes,0.12741,318,2509,0.11436,0.14046
2003,46-65 y.,Rural regions,No,0.86870,2191,2509,0.85548,0.88192
2003,66 and older,Urban regions,Yes,0.17698,430,2393,0.16169,0.19228
2003,66 and older,Urban regions,No,0.81677,1963,2393,0.80127,0.83227
2003,66 and older,Rural regions,Yes,0.21798,252,1243,0.19501,0.24094
2003,66 and older,Rural regions,No,0.77889,991,1243,0.75581,0.80197
2004,17-29 y.,Urban regions,Yes,0.06705,185,2570,0.05738,0.07672
2004,17-29 y.,Urban regions,No,0.92539,2385,2570,0.91523,0.93555
2004,17-29 y.,Rural regions,Yes,0.07476,118,1371,0.06084,0.08869
2004,17-29 y.,Rural regions,No,0.92406,1253,1371,0.91003,0.93809
2004,30-45 y.,Urban regions,Yes,0.09152,414,4430,0.08303,0.10001
2004,30-45 y.,Urban regions,No,0.90426,4016,4430,0.89559,0.91292
2004,30-45 y.,Rural regions,Yes,0.09748,205,2082,0.08474,0.11023
2004,30-45 y.,Rural regions,No,0.90064,1877,2082,0.88778,0.91349
2004,46-65 y.,Urban regions,Yes,0.12240,581,4865,0.11319,0.13161
2004,46-65 y.,Urban regions,No,0.87436,4284,4865,0.86504,0.88367
2004,46-65 y.,Rural regions,Yes,0.12703,303,2481,0.11392,0.14013
2004,46-65 y.,Rural regions,No,0.86789,2178,2481,0.85456,0.88122
2004,66 and older,Urban regions,Yes,0.21851,502,2463,0.20218,0.23483
2004,66 and older,Urban regions,No,0.77691,1961,2463,0.76047,0.79336
2004,66 and older,Rural regions,Yes,0.22071,268,1288,0.19805,0.24337
2004,66 and older,Rural regions,No,0.77797,1020,1288,0.75526,0.80067
2005,17-29 y.,Urban regions,Yes,0.06264,158,2515,0.05317,0.07211
2005,17-29 y.,Urban regions,No,0.93165,2357,2515,0.92178,0.94151
2005,17-29 y.,Rural regions,Yes,0.08909,102,1296,0.07358,0.10461
2005,17-29 y.,Rural regions,No,0.90160,1194,1296,0.88537,0.91782
2005,30-45 y.,Urban regions,Yes,0.09106,363,4134,0.08228,0.09983
2005,30-45 y.,Urban regions,No,0.90617,3771,4134,0.89728,0.91506
2005,30-45 y.,Rural regions,Yes,0.09563,174,1934,0.08252,0.10874
2005,30-45 y.,Rural regions,No,0.89651,1760,1934,0.88293,0.91009
2005,46-65 y.,Urban regions,Yes,0.10615,462,4610,0.09726,0.11504
2005,46-65 y.,Urban regions,No,0.88844,4148,4610,0.87935,0.89753
2005,46-65 y.,Rural regions,Yes,0.12747,311,2380,0.11407,0.14087
2005,46-65 y.,Rural regions,No,0.86206,2069,2380,0.84821,0.87592
2005,66 and older,Urban regions,Yes,0.19442,478,2483,0.17885,0.20999
2005,66 and older,Urban regions,No,0.79957,2005,2483,0.78382,0.81532
2005,66 and older,Rural regions,Yes,0.18514,232,1273,0.16380,0.20649
2005,66 and older,Rural regions,No,0.81359,1041,1273,0.79219,0.83499
2006,17-29 y.,Urban regions,Yes,0.07262,179,2408,0.06225,0.08298
2006,17-29 y.,Urban regions,No,0.87177,2229,2408,0.85841,0.88513
2006,17-29 y.,Rural regions,Yes,0.08693,115,1266,0.07140,0.10245
2006,17-29 y.,Rural regions,No,0.83932,1151,1266,0.81908,0.85956
2006,30-45 y.,Urban regions,Yes,0.07739,343,4232,0.06934,0.08544
2006,30-45 y.,Urban regions,No,0.92058,3889,4232,0.91244,0.92873
2006,30-45 y.,Rural regions,Yes,0.09307,176,2042,0.08046,0.10567
2006,30-45 y.,Rural regions,No,0.90432,1866,2042,0.89156,0.91709
2006,46-65 y.,Urban regions,Yes,0.11067,524,4945,0.10193,0.11942
2006,46-65 y.,Urban regions,No,0.88742,4421,4945,0.87861,0.89623
2006,46-65 y.,Rural regions,Yes,0.12907,312,2617,0.11622,0.14192
2006,46-65 y.,Rural regions,No,0.86841,2305,2617,0.85545,0.88136
2006,66 and older,Urban regions,Yes,0.21705,597,2879,0.20199,0.23211
2006,66 and older,Urban regions,No,0.77927,2282,2879,0.76412,0.79442
2006,66 and older,Rural regions,Yes,0.21398,306,1540,0.19349,0.23447
2006,66 and older,Rural regions,No,0.78137,1234,1540,0.76072,0.80202
2007,17-29 y.,Urban regions,Yes,0.07744,172,2217,0.06631,0.08857
2007,17-29 y.,Urban regions,No,0.83887,2045,2217,0.82356,0.85418
2007,17-29 y.,Rural regions,Yes,0.08769,109,1166,0.07145,0.10393
2007,17-29 y.,Rural regions,No,0.82251,1057,1166,0.80057,0.84445
2007,30-45 y.,Urban regions,Yes,0.08539,311,3824,0.07653,0.09425
2007,30-45 y.,Urban regions,No,0.91130,3513,3824,0.90228,0.92031
2007,30-45 y.,Rural regions,Yes,0.08568,167,1873,0.07300,0.09836
2007,30-45 y.,Rural regions,No,0.91147,1706,1873,0.89860,0.92434
2007,46-65 y.,Urban regions,Yes,0.10352,488,4578,0.09470,0.11235
2007,46-65 y.,Urban regions,No,0.89162,4090,4578,0.88262,0.90063
2007,46-65 y.,Rural regions,Yes,0.11384,286,2466,0.10130,0.12638
2007,46-65 y.,Rural regions,No,0.88382,2180,2466,0.87117,0.89647
2007,66 and older,Urban regions,Yes,0.21099,584,2829,0.19595,0.22602
2007,66 and older,Urban regions,No,0.78678,2245,2829,0.77169,0.80188
2007,66 and older,Rural regions,Yes,0.21952,318,1499,0.19856,0.24049
2007,66 and older,Rural regions,No,0.76948,1181,1499,0.74815,0.79080
2008,17-29 y.,Urban regions,Yes,0.06182,152,2080,0.05147,0.07218
2008,17-29 y.,Urban regions,No,0.86254,1928,2080,0.84774,0.87734
2008,17-29 y.,Rural regions,Yes,0.06839,82,1059,0.05318,0.08360
2008,17-29 y.,Rural regions,No,0.85192,977,1059,0.83051,0.87332
2008,30-45 y.,Urban regions,Yes,0.07724,278,3452,0.06833,0.08614
2008,30-45 y.,Urban regions,No,0.92048,3174,3452,0.91145,0.92950
2008,30-45 y.,Rural regions,Yes,0.07993,142,1708,0.06707,0.09280
2008,30-45 y.,Rural regions,No,0.91724,1566,1708,0.90417,0.93031
2008,46-65 y.,Urban regions,Yes,0.10348,446,4332,0.09441,0.11255
2008,46-65 y.,Urban regions,No,0.89215,3886,4332,0.88291,0.90138
2008,46-65 y.,Rural regions,Yes,0.12254,291,2342,0.10926,0.13583
2008,46-65 y.,Rural regions,No,0.87068,2051,2342,0.85708,0.88427
2008,66 and older,Urban regions,Yes,0.18749,529,2793,0.17301,0.20197
2008,66 and older,Urban regions,No,0.80630,2264,2793,0.79164,0.82096
2008,66 and older,Rural regions,Yes,0.22916,325,1484,0.20777,0.25055
2008,66 and older,Rural regions,No,0.76091,1159,1484,0.73920,0.78262
2009,17-29 y.,Urban regions,Yes,0.06654,135,1877,0.05526,0.07781
2009,17-29 y.,Urban regions,No,0.85732,1742,1877,0.84150,0.87315
2009,17-29 y.,Rural regions,Yes,0.08755,88,972,0.06977,0.10533
2009,17-29 y.,Rural regions,No,0.86077,884,972,0.83900,0.88255
2009,30-45 y.,Urban regions,Yes,0.08937,276,3079,0.07929,0.09945
2009,30-45 y.,Urban regions,No,0.90787,2803,3079,0.89766,0.91809
2009,30-45 y.,Rural regions,Yes,0.10771,166,1588,0.09246,0.12296
