year,age_gr,quintil_oecd,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1989,17-29 y.,4th Quintile,No,0.88915,541,611,0.86424,0.91407
1989,17-29 y.,5th Quintile,Yes,0.09917,42,428,0.07082,0.12752
1989,17-29 y.,5th Quintile,No,0.90083,386,428,0.87248,0.92918
1989,30-45 y.,1st Quintile,Yes,0.13776,60,512,0.10788,0.16764
1989,30-45 y.,1st Quintile,No,0.86224,452,512,0.83236,0.89212
1989,30-45 y.,2nd Quintile,Yes,0.13207,74,605,0.10507,0.15907
1989,30-45 y.,2nd Quintile,No,0.86793,531,605,0.84093,0.89493
1989,30-45 y.,3rd Quintile,Yes,0.10036,64,598,0.07626,0.12446
1989,30-45 y.,3rd Quintile,No,0.89964,534,598,0.87554,0.92374
1989,30-45 y.,4th Quintile,Yes,0.11186,64,531,0.08503,0.13870
1989,30-45 y.,4th Quintile,No,0.88814,467,531,0.86130,0.91497
1989,30-45 y.,5th Quintile,Yes,0.05380,37,590,0.03558,0.07202
1989,30-45 y.,5th Quintile,No,0.94620,553,590,0.92798,0.96442
1989,46-65 y.,1st Quintile,Yes,0.12496,60,480,0.09534,0.15457
1989,46-65 y.,1st Quintile,No,0.87504,420,480,0.84543,0.90466
1989,46-65 y.,2nd Quintile,Yes,0.12937,60,528,0.10071,0.15802
1989,46-65 y.,2nd Quintile,No,0.87063,468,528,0.84198,0.89929
1989,46-65 y.,3rd Quintile,Yes,0.11824,66,578,0.09189,0.14458
1989,46-65 y.,3rd Quintile,No,0.88176,512,578,0.85542,0.90811
1989,46-65 y.,4th Quintile,Yes,0.11083,85,703,0.08761,0.13405
1989,46-65 y.,4th Quintile,No,0.88917,618,703,0.86595,0.91239
1989,46-65 y.,5th Quintile,Yes,0.09280,64,679,0.07096,0.11464
1989,46-65 y.,5th Quintile,No,0.90720,615,679,0.88536,0.92904
1989,66 and older,1st Quintile,Yes,0.20251,56,280,0.15536,0.24967
1989,66 and older,1st Quintile,No,0.79749,224,280,0.75033,0.84464
1989,66 and older,2nd Quintile,Yes,0.22396,43,214,0.16797,0.27995
1989,66 and older,2nd Quintile,No,0.77604,171,214,0.72005,0.83203
1989,66 and older,3rd Quintile,Yes,0.17321,34,186,0.11868,0.22774
1989,66 and older,3rd Quintile,No,0.82679,152,186,0.77226,0.88132
1989,66 and older,4th Quintile,No,0.82215,133,133,0.75692,0.88738
1989,66 and older,5th Quintile,No,0.86142,141,141,0.80419,0.91865
1991,17-29 y.,1st Quintile,Yes,0.21501,107,617,0.18256,0.24745
1991,17-29 y.,1st Quintile,No,0.78499,510,617,0.75255,0.81744
1991,17-29 y.,2nd Quintile,Yes,0.13247,70,547,0.10404,0.16091
1991,17-29 y.,2nd Quintile,No,0.86753,477,547,0.83909,0.89596
1991,17-29 y.,3rd Quintile,Yes,0.14994,73,533,0.11960,0.18027
1991,17-29 y.,3rd Quintile,No,0.85006,460,533,0.81973,0.88040
1991,17-29 y.,4th Quintile,Yes,0.11659,58,560,0.08998,0.14319
1991,17-29 y.,4th Quintile,No,0.88341,502,560,0.85681,0.91002
1991,17-29 y.,5th Quintile,Yes,0.09574,42,424,0.06770,0.12378
1991,17-29 y.,5th Quintile,No,0.90426,382,424,0.87622,0.93230
1991,30-45 y.,1st Quintile,Yes,0.14947,59,446,0.11634,0.18260
1991,30-45 y.,1st Quintile,No,0.85053,387,446,0.81740,0.88366
1991,30-45 y.,2nd Quintile,Yes,0.09207,64,643,0.06970,0.11443
1991,30-45 y.,2nd Quintile,No,0.90793,579,643,0.88557,0.93030
1991,30-45 y.,3rd Quintile,Yes,0.09326,62,589,0.06975,0.11676
1991,30-45 y.,3rd Quintile,No,0.90674,527,589,0.88324,0.93025
1991,30-45 y.,4th Quintile,Yes,0.08868,42,520,0.06422,0.11314
1991,30-45 y.,4th Quintile,No,0.91132,478,520,0.88686,0.93578
1991,30-45 y.,5th Quintile,Yes,0.08448,50,612,0.06242,0.10653
1991,30-45 y.,5th Quintile,No,0.91552,562,612,0.89347,0.93758
1991,46-65 y.,1st Quintile,Yes,0.12100,56,476,0.09167,0.15033
1991,46-65 y.,1st Quintile,No,0.87900,420,476,0.84967,0.90833
1991,46-65 y.,2nd Quintile,Yes,0.12475,59,451,0.09422,0.15528
1991,46-65 y.,2nd Quintile,No,0.87525,392,451,0.84472,0.90578
1991,46-65 y.,3rd Quintile,Yes,0.12857,67,571,0.10109,0.15605
1991,46-65 y.,3rd Quintile,No,0.87143,504,571,0.84395,0.89891
1991,46-65 y.,4th Quintile,Yes,0.10665,76,684,0.08350,0.12980
1991,46-65 y.,4th Quintile,No,0.89335,608,684,0.87020,0.91650
1991,46-65 y.,5th Quintile,Yes,0.10858,73,660,0.08482,0.13233
1991,46-65 y.,5th Quintile,No,0.89142,587,660,0.86767,0.91518
1991,66 and older,1st Quintile,Yes,0.23878,66,295,0.19005,0.28752
1991,66 and older,1st Quintile,No,0.76122,229,295,0.71248,0.80995
1991,66 and older,2nd Quintile,Yes,0.18605,45,244,0.13712,0.23498
1991,66 and older,2nd Quintile,No,0.81395,199,244,0.76502,0.86288
1991,66 and older,3rd Quintile,Yes,0.17010,32,183,0.11551,0.22468
1991,66 and older,3rd Quintile,No,0.82990,151,183,0.77532,0.88449
1991,66 and older,4th Quintile,Yes,0.19829,34,175,0.13905,0.25754
1991,66 and older,4th Quintile,No,0.80171,141,175,0.74246,0.86095
1991,66 and older,5th Quintile,Yes,0.22281,34,148,0.15554,0.29008
1991,66 and older,5th Quintile,No,0.77719,114,148,0.70992,0.84446
1992,17-29 y.,1st Quintile,Yes,0.14744,103,693,0.12102,0.17385
1992,17-29 y.,1st Quintile,No,0.85256,590,693,0.82615,0.87898
1992,17-29 y.,2nd Quintile,Yes,0.12523,88,814,0.10247,0.14798
1992,17-29 y.,2nd Quintile,No,0.87477,726,814,0.85202,0.89753
1992,17-29 y.,3rd Quintile,Yes,0.12675,82,762,0.10311,0.15038
1992,17-29 y.,3rd Quintile,No,0.87325,680,762,0.84962,0.89689
1992,17-29 y.,4th Quintile,Yes,0.08488,69,722,0.06454,0.10523
1992,17-29 y.,4th Quintile,No,0.91512,653,722,0.89477,0.93546
1992,17-29 y.,5th Quintile,Yes,0.08451,52,575,0.06175,0.10726
1992,17-29 y.,5th Quintile,No,0.91549,523,575,0.89274,0.93825
1992,30-45 y.,1st Quintile,Yes,0.11185,68,814,0.09018,0.13351
1992,30-45 y.,1st Quintile,No,0.88815,746,814,0.86649,0.90982
1992,30-45 y.,2nd Quintile,Yes,0.09129,87,1035,0.07373,0.10884
1992,30-45 y.,2nd Quintile,No,0.90871,948,1035,0.89116,0.92627
1992,30-45 y.,3rd Quintile,Yes,0.11652,91,887,0.09539,0.13765
1992,30-45 y.,3rd Quintile,No,0.88348,796,887,0.86235,0.90461
1992,30-45 y.,4th Quintile,Yes,0.09837,90,774,0.07737,0.11936
1992,30-45 y.,4th Quintile,No,0.90163,684,774,0.88064,0.92263
1992,30-45 y.,5th Quintile,Yes,0.07834,65,732,0.05886,0.09782
1992,30-45 y.,5th Quintile,No,0.92166,667,732,0.90218,0.94114
1992,46-65 y.,1st Quintile,Yes,0.13393,87,747,0.10949,0.15837
1992,46-65 y.,1st Quintile,No,0.86607,660,747,0.84163,0.89051
1992,46-65 y.,2nd Quintile,Yes,0.08730,70,706,0.06647,0.10814
1992,46-65 y.,2nd Quintile,No,0.91270,636,706,0.89186,0.93353
1992,46-65 y.,3rd Quintile,Yes,0.10673,80,789,0.08518,0.12829
1992,46-65 y.,3rd Quintile,No,0.89327,709,789,0.87171,0.91482
1992,46-65 y.,4th Quintile,Yes,0.09297,85,882,0.07379,0.11214
1992,46-65 y.,4th Quintile,No,0.90703,797,882,0.88786,0.92621
1992,46-65 y.,5th Quintile,Yes,0.09696,86,892,0.07753,0.11639
1992,46-65 y.,5th Quintile,No,0.90304,806,892,0.88361,0.92247
1992,66 and older,1st Quintile,Yes,0.18050,85,500,0.14675,0.21425
1992,66 and older,1st Quintile,No,0.81950,415,500,0.78575,0.85325
1992,66 and older,2nd Quintile,Yes,0.19786,55,301,0.15278,0.24295
1992,66 and older,2nd Quintile,No,0.80214,246,301,0.75705,0.84722
1992,66 and older,3rd Quintile,Yes,0.22143,48,223,0.16681,0.27605
1992,66 and older,3rd Quintile,No,0.77857,175,223,0.72395,0.83319
1992,66 and older,4th Quintile,Yes,0.19614,43,218,0.14331,0.24897
1992,66 and older,4th Quintile,No,0.80386,175,218,0.75103,0.85669
1992,66 and older,5th Quintile,Yes,0.26980,47,192,0.20686,0.33275
1992,66 and older,5th Quintile,No,0.73020,145,192,0.66725,0.79314
1994,17-29 y.,1st Quintile,Yes,0.11742,89,704,0.09362,0.14121
1994,17-29 y.,1st Quintile,No,0.88258,615,704,0.85879,0.90638
1994,17-29 y.,2nd Quintile,Yes,0.11044,74,680,0.08686,0.13401
1994,17-29 y.,2nd Quintile,No,0.88956,606,680,0.86599,0.91314
1994,17-29 y.,3rd Quintile,Yes,0.11243,80,711,0.08919,0.13567
1994,17-29 y.,3rd Quintile,No,0.88757,631,711,0.86433,0.91081
1994,17-29 y.,4th Quintile,Yes,0.08851,57,710,0.06760,0.10942
1994,17-29 y.,4th Quintile,No,0.91149,653,710,0.89058,0.93240
1994,17-29 y.,5th Quintile,Yes,0.08313,43,525,0.05950,0.10677
1994,17-29 y.,5th Quintile,No,0.91687,482,525,0.89323,0.94050
1994,30-45 y.,1st Quintile,Yes,0.13115,90,735,0.10673,0.15557
1994,30-45 y.,1st Quintile,No,0.86885,645,735,0.84443,0.89327
1994,30-45 y.,2nd Quintile,Yes,0.08054,75,929,0.06303,0.09804
1994,30-45 y.,2nd Quintile,No,0.91946,854,929,0.90196,0.93697
1994,30-45 y.,3rd Quintile,Yes,0.11235,96,940,0.09215,0.13255
1994,30-45 y.,3rd Quintile,No,0.88765,844,940,0.86745,0.90785
1994,30-45 y.,4th Quintile,Yes,0.08324,71,779,0.06383,0.10266
1994,30-45 y.,4th Quintile,No,0.91676,708,779,0.89734,0.93617
1994,30-45 y.,5th Quintile,Yes,0.07816,65,757,0.05902,0.09729
1994,30-45 y.,5th Quintile,No,0.92184,692,757,0.90271,0.94098
1994,46-65 y.,1st Quintile,Yes,0.12474,77,686,0.09999,0.14948
1994,46-65 y.,1st Quintile,No,0.87526,609,686,0.85052,0.90001
1994,46-65 y.,2nd Quintile,Yes,0.12182,74,663,0.09690,0.14673
1994,46-65 y.,2nd Quintile,No,0.87818,589,663,0.85327,0.90310
1994,46-65 y.,3rd Quintile,Yes,0.12584,91,767,0.10235,0.14933
1994,46-65 y.,3rd Quintile,No,0.87416,676,767,0.85067,0.89765
1994,46-65 y.,4th Quintile,Yes,0.13366,108,822,0.11038,0.15694
1994,46-65 y.,4th Quintile,No,0.86634,714,822,0.84306,0.88962
1994,46-65 y.,5th Quintile,Yes,0.10760,90,934,0.08772,0.12749
1994,46-65 y.,5th Quintile,No,0.89240,844,934,0.87251,0.91228
1994,66 and older,1st Quintile,Yes,0.27123,99,389,0.22699,0.31547
1994,66 and older,1st Quintile,No,0.72877,290,389,0.68453,0.77301
1994,66 and older,2nd Quintile,Yes,0.21172,76,386,0.17091,0.25253
1994,66 and older,2nd Quintile,No,0.78828,310,386,0.74747,0.82909
1994,66 and older,3rd Quintile,Yes,0.18385,46,284,0.13872,0.22898
1994,66 and older,3rd Quintile,No,0.81615,238,284,0.77102,0.86128
1994,66 and older,4th Quintile,Yes,0.19607,39,226,0.14419,0.24795
1994,66 and older,4th Quintile,No,0.80393,187,226,0.75205,0.85581
1994,66 and older,5th Quintile,Yes,0.28596,56,199,0.22302,0.34890
1994,66 and older,5th Quintile,No,0.71404,143,199,0.65110,0.77698
1995,17-29 y.,1st Quintile,Yes,0.14943,111,768,0.12420,0.17466
1995,17-29 y.,1st Quintile,No,0.85057,657,768,0.82534,0.87580
1995,17-29 y.,2nd Quintile,Yes,0.09727,70,712,0.07549,0.11905
1995,17-29 y.,2nd Quintile,No,0.90273,642,712,0.88095,0.92451
