year,age_gr,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2000,17-29 y.,Yes,0.09382,455,4562,0.08536,0.10229
2000,17-29 y.,No,0.90004,4107,4562,0.89134,0.90875
2000,30-45 y.,Yes,0.08866,740,8148,0.08248,0.09483
2000,30-45 y.,No,0.90911,7408,8148,0.90287,0.91535
2000,46-65 y.,Yes,0.12207,966,7752,0.11478,0.12935
2000,46-65 y.,No,0.87517,6786,7752,0.86781,0.88252
2000,66 and older,Yes,0.19282,694,3592,0.17992,0.20573
2000,66 and older,No,0.80547,2898,3592,0.79252,0.81841
2001,17-29 y.,Yes,0.09282,404,4087,0.08392,0.10172
2001,17-29 y.,No,0.90384,3683,4087,0.89480,0.91288
2001,30-45 y.,Yes,0.09365,700,7315,0.08697,0.10032
2001,30-45 y.,No,0.90405,6615,7315,0.89730,0.91080
2001,46-65 y.,Yes,0.12310,860,7064,0.11544,0.13076
2001,46-65 y.,No,0.87137,6204,7064,0.86356,0.87918
2001,66 and older,Yes,0.19591,657,3386,0.18254,0.20928
2001,66 and older,No,0.79970,2729,3386,0.78622,0.81318
2002,17-29 y.,Yes,0.08883,366,4133,0.08015,0.09750
2002,17-29 y.,No,0.90755,3767,4133,0.89871,0.91638
2002,30-45 y.,Yes,0.08683,645,7426,0.08043,0.09324
2002,30-45 y.,No,0.91059,6781,7426,0.90410,0.91708
2002,46-65 y.,Yes,0.12330,950,7839,0.11602,0.13058
2002,46-65 y.,No,0.87437,6889,7839,0.86703,0.88171
2002,66 and older,Yes,0.21202,739,3581,0.19863,0.22541
2002,66 and older,No,0.78410,2842,3581,0.77062,0.79758
2003,17-29 y.,Yes,0.09018,356,3989,0.08129,0.09907
2003,17-29 y.,No,0.90442,3633,3989,0.89529,0.91355
2003,30-45 y.,Yes,0.09279,668,6913,0.08595,0.09963
2003,30-45 y.,No,0.90255,6245,6913,0.89556,0.90954
2003,46-65 y.,Yes,0.12357,910,7546,0.11614,0.13100
2003,46-65 y.,No,0.87132,6636,7546,0.86377,0.87888
2003,66 and older,Yes,0.19015,682,3636,0.17740,0.20291
2003,66 and older,No,0.80460,2954,3636,0.79171,0.81749
2004,17-29 y.,Yes,0.06957,303,3941,0.06162,0.07751
2004,17-29 y.,No,0.92496,3638,3941,0.91673,0.93318
2004,30-45 y.,Yes,0.09329,619,6512,0.08623,0.10036
2004,30-45 y.,No,0.90318,5893,6512,0.89600,0.91036
2004,46-65 y.,Yes,0.12389,884,7346,0.11636,0.13143
2004,46-65 y.,No,0.87227,6462,7346,0.86464,0.87990
2004,66 and older,Yes,0.21922,770,3751,0.20597,0.23246
2004,66 and older,No,0.77725,2981,3751,0.76394,0.79057
2005,17-29 y.,Yes,0.07112,260,3811,0.06296,0.07928
2005,17-29 y.,No,0.92201,3551,3811,0.91350,0.93053
2005,30-45 y.,Yes,0.09243,537,6068,0.08514,0.09972
2005,30-45 y.,No,0.90327,5531,6068,0.89583,0.91071
2005,46-65 y.,Yes,0.11308,773,6990,0.10565,0.12050
2005,46-65 y.,No,0.87987,6217,6990,0.87224,0.88749
2005,66 and older,Yes,0.19147,710,3756,0.17889,0.20406
2005,66 and older,No,0.80402,3046,3756,0.79132,0.81671
2006,17-29 y.,Yes,0.07724,294,3674,0.06860,0.08587
2006,17-29 y.,No,0.86129,3380,3674,0.85011,0.87247
2006,30-45 y.,Yes,0.08214,519,6274,0.07534,0.08893
2006,30-45 y.,No,0.91566,5755,6274,0.90878,0.92253
2006,46-65 y.,Yes,0.11674,836,7562,0.10950,0.12398
2006,46-65 y.,No,0.88115,6726,7562,0.87386,0.88844
2006,66 and older,Yes,0.21605,903,4419,0.20392,0.22819
2006,66 and older,No,0.77995,3516,4419,0.76774,0.79217
2007,17-29 y.,Yes,0.08076,281,3383,0.07158,0.08995
2007,17-29 y.,No,0.83356,3102,3383,0.82101,0.84611
2007,30-45 y.,Yes,0.08548,478,5697,0.07822,0.09274
2007,30-45 y.,No,0.91135,5219,5697,0.90397,0.91873
2007,46-65 y.,Yes,0.10697,774,7044,0.09975,0.11419
2007,46-65 y.,No,0.88902,6270,7044,0.88168,0.89635
2007,66 and older,Yes,0.21376,902,4328,0.20154,0.22598
2007,66 and older,No,0.78116,3426,4328,0.76884,0.79348
2008,17-29 y.,Yes,0.06396,234,3139,0.05540,0.07252
2008,17-29 y.,No,0.85909,2905,3139,0.84691,0.87126
2008,30-45 y.,Yes,0.07804,420,5160,0.07072,0.08536
2008,30-45 y.,No,0.91951,4740,5160,0.91209,0.92693
2008,46-65 y.,Yes,0.10977,737,6674,0.10227,0.11727
2008,46-65 y.,No,0.88506,5937,6674,0.87741,0.89271
2008,66 and older,Yes,0.20097,854,4277,0.18896,0.21298
2008,66 and older,No,0.79161,3423,4277,0.77944,0.80379
2009,17-29 y.,Yes,0.07318,223,2849,0.06362,0.08275
2009,17-29 y.,No,0.85841,2626,2849,0.84561,0.87122
2009,30-45 y.,Yes,0.09498,442,4667,0.08657,0.10339
2009,30-45 y.,No,0.90289,4225,4667,0.89439,0.91138
2009,46-65 y.,Yes,0.11683,754,6308,0.10890,0.12476
2009,46-65 y.,No,0.87930,5554,6308,0.87126,0.88734
2009,66 and older,Yes,0.21674,874,4152,0.20421,0.22928
2009,66 and older,No,0.77993,3278,4152,0.76732,0.79253
2010,17-29 y.,Yes,0.07032,502,3911,0.06231,0.07834
2010,17-29 y.,No,0.87182,3409,3911,0.86134,0.88230
2010,30-45 y.,Yes,0.08814,1118,9062,0.08230,0.09398
2010,30-45 y.,No,0.91071,7944,9062,0.90484,0.91658
2010,46-65 y.,Yes,0.11962,805,6933,0.11198,0.12726
2010,46-65 y.,No,0.87839,6128,6933,0.87069,0.88608
2010,66 and older,Yes,0.21312,846,4017,0.20045,0.22578
2010,66 and older,No,0.78474,3171,4017,0.77203,0.79745
2011,17-29 y.,Yes,0.08141,478,4172,0.07311,0.08971
2011,17-29 y.,No,0.84646,3694,4172,0.83552,0.85740
2011,30-45 y.,Yes,0.10244,1202,9928,0.09647,0.10840
2011,30-45 y.,No,0.89741,8726,9928,0.89144,0.90338
2011,46-65 y.,Yes,0.12486,1136,9117,0.11807,0.13165
2011,46-65 y.,No,0.87417,7981,9117,0.86736,0.88098
2011,66 and older,Yes,0.21536,1084,5135,0.20412,0.22661
2011,66 and older,No,0.78204,4051,5135,0.77075,0.79333
2012,17-29 y.,Yes,0.09148,425,3969,0.08251,0.10045
2012,17-29 y.,No,0.83609,3544,3969,0.82457,0.84761
2012,30-45 y.,Yes,0.09870,969,9061,0.09256,0.10484
2012,30-45 y.,No,0.89941,8092,9061,0.89322,0.90561
2012,46-65 y.,Yes,0.13119,1189,9356,0.12434,0.13803
2012,46-65 y.,No,0.86490,8167,9356,0.85797,0.87183
2012,66 and older,Yes,0.22063,1141,5194,0.20935,0.23191
2012,66 and older,No,0.77678,4053,5194,0.76546,0.78811
2013,17-29 y.,Yes,0.07462,407,3634,0.06607,0.08316
2013,17-29 y.,No,0.69481,3227,3634,0.67984,0.70978
2013,30-45 y.,Yes,0.09472,883,8047,0.08832,0.10112
2013,30-45 y.,No,0.75033,7164,8047,0.74087,0.75979
2013,46-65 y.,Yes,0.12078,1091,9019,0.11405,0.12750
2013,46-65 y.,No,0.82833,7928,9019,0.82055,0.83611
2013,66 and older,Yes,0.22176,1064,4952,0.21019,0.23334
2013,66 and older,No,0.77037,3888,4952,0.75865,0.78209
2014,17-29 y.,Yes,0.09326,481,4284,0.08455,0.10197
2014,17-29 y.,No,0.83589,3803,4284,0.82479,0.84698
2014,30-45 y.,Yes,0.10133,920,8510,0.09492,0.10774
2014,30-45 y.,No,0.89784,7590,8510,0.89140,0.90427
2014,46-65 y.,Yes,0.13329,1146,9295,0.12638,0.14020
2014,46-65 y.,No,0.86373,8149,9295,0.85676,0.87071
2014,66 and older,Yes,0.20343,1004,4940,0.19220,0.21466
2014,66 and older,No,0.79051,3936,4940,0.77917,0.80186
2015,17-29 y.,Yes,0.08758,419,3909,0.07872,0.09644
2015,17-29 y.,No,0.79398,3490,3909,0.78130,0.80666
2015,30-45 y.,Yes,0.09273,783,7346,0.08609,0.09936
2015,30-45 y.,No,0.85864,6563,7346,0.85067,0.86660
2015,46-65 y.,Yes,0.12500,1055,8865,0.11811,0.13188
2015,46-65 y.,No,0.86500,7810,8865,0.85789,0.87211
2015,66 and older,Yes,0.22078,1061,4872,0.20913,0.23243
2015,66 and older,No,0.77401,3811,4872,0.76227,0.78576
2016,17-29 y.,Yes,0.08681,394,3789,0.07784,0.09577
2016,17-29 y.,No,0.81443,3395,3789,0.80204,0.82681
2016,30-45 y.,Yes,0.10226,809,7040,0.09518,0.10934
2016,30-45 y.,No,0.88198,6231,7040,0.87444,0.88952
2016,46-65 y.,Yes,0.11894,1010,8582,0.11209,0.12579
2016,46-65 y.,No,0.87754,7572,8582,0.87060,0.88448
2016,66 and older,Yes,0.21217,971,4709,0.20049,0.22385
2016,66 and older,No,0.78699,3738,4709,0.77530,0.79869
2017,17-29 y.,Yes,0.08300,430,4275,0.07472,0.09127
2017,17-29 y.,No,0.81339,3845,4275,0.80171,0.82507
2017,30-45 y.,Yes,0.10163,778,7206,0.09465,0.10861
2017,30-45 y.,No,0.88086,6428,7206,0.87338,0.88834
2017,46-65 y.,Yes,0.13139,1230,9948,0.12475,0.13803
2017,46-65 y.,No,0.86353,8718,9948,0.85678,0.87028
2017,66 and older,Yes,0.22493,1119,4953,0.21330,0.23656
2017,66 and older,No,0.77298,3834,4953,0.76131,0.78465
2018,17-29 y.,Yes,0.09002,422,4225,0.08139,0.09865
2018,17-29 y.,No,0.81424,3803,4225,0.80251,0.82597
2018,30-45 y.,Yes,0.10941,759,6699,0.10193,0.11688
2018,30-45 y.,No,0.87124,5940,6699,0.86322,0.87926
2018,46-65 y.,Yes,0.12628,1190,9618,0.11964,0.13292
2018,46-65 y.,No,0.87010,8428,9618,0.86338,0.87682
2018,66 and older,Yes,0.21267,1048,4977,0.20130,0.22404
2018,66 and older,No,0.78268,3929,4977,0.77122,0.79414
2019,17-29 y.,Yes,0.08796,378,3824,0.07898,0.09694
2019,17-29 y.,No,0.80968,3446,3824,0.79724,0.82213
2019,30-45 y.,Yes,0.10195,674,6280,0.09446,0.10943
2019,30-45 y.,No,0.88276,5606,6280,0.87480,0.89071
2019,46-65 y.,Yes,0.13549,1328,10406,0.12892,0.14207
2019,46-65 y.,No,0.85979,9078,10406,0.85312,0.86646
2019,66 and older,Yes,0.20866,1062,5167,0.19758,0.21975
2019,66 and older,No,0.78848,4105,5167,0.77735,0.79962
2020,17-29 y.,Yes,0.08734,486,5059,0.07956,0.09512
2020,17-29 y.,No,0.83044,4573,5059,0.82009,0.84078
2020,30-45 y.,Yes,0.11008,886,8025,0.10323,0.11693
2020,30-45 y.,No,0.88253,7139,8025,0.87549,0.88958
2020,46-65 y.,Yes,0.13350,1306,10376,0.12696,0.14005
2020,46-65 y.,No,0.86460,9070,10376,0.85802,0.87119
2020,66 and older,Yes,0.21154,993,4898,0.20010,0.22298
2020,66 and older,No,0.78489,3905,4898,0.77338,0.79640
2021,17-29 y.,Yes,0.07398,237,2694,0.06409,0.08386
2021,17-29 y.,No,0.83001,2457,2694,0.81582,0.84420
2021,30-45 y.,Yes,0.08925,375,4146,0.08057,0.09793
2021,30-45 y.,No,0.88969,3771,4146,0.88015,0.89923
2021,46-65 y.,Yes,0.11910,751,6785,0.11139,0.12680
2021,46-65 y.,No,0.87299,6034,6785,0.86506,0.88091
2021,66 and older,Yes,0.19598,711,3540,0.18290,0.20905
2021,66 and older,No,0.79820,2829,3540,0.78497,0.81142
2022,17-29 y.,Yes,0.07257,456,5622,0.06579,0.07935
2022,17-29 y.,No,0.87487,5166,5622,0.86622,0.88352
2022,30-45 y.,Yes,0.08895,851,8923,0.08304,0.09485
2022,30-45 y.,No,0.90509,8072,8923,0.89901,0.91117
2022,46-65 y.,Yes,0.11215,973,9156,0.10569,0.11861
2022,46-65 y.,No,0.88007,8183,9156,0.87341,0.88672
2022,66 and older,Yes,0.20215,733,4128,0.18990,0.21441
2022,66 and older,No,0.79284,3395,4128,0.78047,0.80520
