year,migback,pgisced97,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1987,No migration background,Lower Secondary Level,No,0.86849,1597,1829,0.85300,0.88399
1987,No migration background,Upper Secondary Level,Yes,0.12412,484,4017,0.11393,0.13432
1987,No migration background,Upper Secondary Level,No,0.87588,3533,4017,0.86568,0.88607
1987,No migration background,Post-secondary Non-tertiary Level,No,0.88030,155,155,0.82903,0.93157
1987,No migration background,First Stage of Tertiary Education,Yes,0.12373,65,502,0.09490,0.15257
1987,No migration background,First Stage of Tertiary Education,No,0.87627,437,502,0.84743,0.90510
1987,No migration background,Second Stage of Tertiary Education,Yes,0.12488,70,637,0.09919,0.15058
1987,No migration background,Second Stage of Tertiary Education,No,0.87512,567,637,0.84942,0.90081
1987,Direct migration background,No answer / don't know,No,0.93796,56,56,0.87421,1.00171
1987,Direct migration background,Primary Level,Yes,0.12583,84,667,0.10064,0.15102
1987,Direct migration background,Primary Level,No,0.87417,583,667,0.84898,0.89936
1987,Direct migration background,Lower Secondary Level,Yes,0.15418,117,936,0.13103,0.17732
1987,Direct migration background,Lower Secondary Level,No,0.84582,819,936,0.82268,0.86897
1987,Direct migration background,Upper Secondary Level,Yes,0.10887,94,862,0.08806,0.12967
1987,Direct migration background,Upper Secondary Level,No,0.89113,768,862,0.87033,0.91194
1987,Direct migration background,Post-secondary Non-tertiary Level,No,0.96326,94,94,0.92503,1.00149
1987,Direct migration background,First Stage of Tertiary Education,No,0.91902,49,49,0.84185,0.99620
1987,Direct migration background,Second Stage of Tertiary Education,No,0.93996,93,93,0.89141,0.98850
1987,Indirect migration background,Lower Secondary Level,No,0.87673,60,60,0.79285,0.96062
1987,Indirect migration background,Upper Secondary Level,No,0.88700,63,63,0.80820,0.96581
1988,No migration background,No answer / don't know,No,0.89809,65,65,0.82397,0.97221
1988,No migration background,Pre-primary Level,No,0.86861,110,110,0.80519,0.93203
1988,No migration background,Primary Level,No,0.84605,57,57,0.75152,0.94057
1988,No migration background,Lower Secondary Level,Yes,0.14360,245,1721,0.12702,0.16017
1988,No migration background,Lower Secondary Level,No,0.85640,1476,1721,0.83983,0.87298
1988,No migration background,Upper Secondary Level,Yes,0.12156,453,3813,0.11119,0.13193
1988,No migration background,Upper Secondary Level,No,0.87844,3360,3813,0.86807,0.88881
1988,No migration background,Post-secondary Non-tertiary Level,No,0.92843,157,157,0.88798,0.96889
1988,No migration background,First Stage of Tertiary Education,Yes,0.16045,76,477,0.12748,0.19343
1988,No migration background,First Stage of Tertiary Education,No,0.83955,401,477,0.80657,0.87252
1988,No migration background,Second Stage of Tertiary Education,Yes,0.10709,61,613,0.08259,0.13159
1988,No migration background,Second Stage of Tertiary Education,No,0.89291,552,613,0.86841,0.91741
1988,Direct migration background,No answer / don't know,No,0.91911,56,56,0.84705,0.99117
1988,Direct migration background,Primary Level,Yes,0.12830,82,610,0.10174,0.15486
1988,Direct migration background,Primary Level,No,0.87170,528,610,0.84514,0.89826
1988,Direct migration background,Lower Secondary Level,Yes,0.12177,108,908,0.10049,0.14305
1988,Direct migration background,Lower Secondary Level,No,0.87823,800,908,0.85695,0.89951
1988,Direct migration background,Upper Secondary Level,Yes,0.10846,79,828,0.08726,0.12965
1988,Direct migration background,Upper Secondary Level,No,0.89154,749,828,0.87035,0.91274
1988,Direct migration background,Post-secondary Non-tertiary Level,No,0.81597,81,81,0.73105,0.90089
1988,Direct migration background,First Stage of Tertiary Education,No,0.91993,47,47,0.84149,0.99836
1988,Direct migration background,Second Stage of Tertiary Education,No,0.91413,78,78,0.85155,0.97671
1988,Indirect migration background,Lower Secondary Level,No,0.92444,73,73,0.86339,0.98549
1988,Indirect migration background,Upper Secondary Level,No,0.90141,79,79,0.83525,0.96757
1989,No migration background,No answer / don't know,No,0.84755,67,67,0.76083,0.93427
1989,No migration background,Pre-primary Level,No,0.94049,113,113,0.89668,0.98430
1989,No migration background,Primary Level,No,0.81269,55,55,0.70862,0.91675
1989,No migration background,Lower Secondary Level,Yes,0.13756,213,1587,0.12060,0.15451
1989,No migration background,Lower Secondary Level,No,0.86244,1374,1587,0.84549,0.87940
1989,No migration background,Upper Secondary Level,Yes,0.12683,468,3697,0.11610,0.13755
1989,No migration background,Upper Secondary Level,No,0.87317,3229,3697,0.86245,0.88390
1989,No migration background,Post-secondary Non-tertiary Level,No,0.89073,171,171,0.84384,0.93763
1989,No migration background,First Stage of Tertiary Education,Yes,0.11393,50,457,0.08476,0.14309
1989,No migration background,First Stage of Tertiary Education,No,0.88607,407,457,0.85691,0.91524
1989,No migration background,Second Stage of Tertiary Education,Yes,0.09819,51,604,0.07444,0.12194
1989,No migration background,Second Stage of Tertiary Education,No,0.90181,553,604,0.87806,0.92556
1989,Direct migration background,No answer / don't know,No,0.89065,50,50,0.80326,0.97803
1989,Direct migration background,Primary Level,Yes,0.13057,81,570,0.10289,0.15826
1989,Direct migration background,Primary Level,No,0.86943,489,570,0.84174,0.89711
1989,Direct migration background,Lower Secondary Level,Yes,0.12905,108,870,0.10676,0.15134
1989,Direct migration background,Lower Secondary Level,No,0.87095,762,870,0.84866,0.89324
1989,Direct migration background,Upper Secondary Level,Yes,0.10159,77,824,0.08095,0.12223
1989,Direct migration background,Upper Secondary Level,No,0.89841,747,824,0.87777,0.91905
1989,Direct migration background,Post-secondary Non-tertiary Level,No,0.89118,83,83,0.82377,0.95858
1989,Direct migration background,First Stage of Tertiary Education,No,0.83518,42,42,0.72162,0.94875
1989,Indirect migration background,Lower Secondary Level,No,0.78909,93,93,0.70572,0.87245
1989,Indirect migration background,Upper Secondary Level,No,0.95174,80,80,0.90448,0.99900
1991,No migration background,No answer / don't know,No,0.83051,65,65,0.73859,0.92243
1991,No migration background,Pre-primary Level,No,0.91546,91,91,0.85798,0.97293
1991,No migration background,Primary Level,No,0.80297,55,55,0.69688,0.90906
1991,No migration background,Lower Secondary Level,Yes,0.15982,214,1430,0.14082,0.17882
1991,No migration background,Lower Secondary Level,No,0.84018,1216,1430,0.82118,0.85918
1991,No migration background,Upper Secondary Level,Yes,0.13190,459,3600,0.12085,0.14296
1991,No migration background,Upper Secondary Level,No,0.86810,3141,3600,0.85704,0.87915
1991,No migration background,Post-secondary Non-tertiary Level,Yes,0.15157,31,199,0.10162,0.20152
1991,No migration background,Post-secondary Non-tertiary Level,No,0.84843,168,199,0.79848,0.89838
1991,No migration background,First Stage of Tertiary Education,Yes,0.12759,66,463,0.09717,0.15802
1991,No migration background,First Stage of Tertiary Education,No,0.87241,397,463,0.84198,0.90283
1991,No migration background,Second Stage of Tertiary Education,Yes,0.10225,61,628,0.07853,0.12596
1991,No migration background,Second Stage of Tertiary Education,No,0.89775,567,628,0.87404,0.92147
1991,Direct migration background,No answer / don't know,No,0.74614,55,55,0.63005,0.86222
1991,Direct migration background,Primary Level,Yes,0.11581,55,529,0.08852,0.14311
1991,Direct migration background,Primary Level,No,0.88419,474,529,0.85689,0.91148
1991,Direct migration background,Lower Secondary Level,Yes,0.12083,97,826,0.09859,0.14307
1991,Direct migration background,Lower Secondary Level,No,0.87917,729,826,0.85693,0.90141
1991,Direct migration background,Upper Secondary Level,Yes,0.11313,83,799,0.09115,0.13510
1991,Direct migration background,Upper Secondary Level,No,0.88687,716,799,0.86490,0.90885
1991,Direct migration background,Post-secondary Non-tertiary Level,No,0.77700,77,77,0.68341,0.87058
1991,Direct migration background,First Stage of Tertiary Education,No,0.93550,43,43,0.86122,1.00979
1991,Direct migration background,Second Stage of Tertiary Education,No,0.88866,80,80,0.81929,0.95802
1991,Indirect migration background,Lower Secondary Level,No,0.91536,125,125,0.86637,0.96435
1991,Indirect migration background,Upper Secondary Level,No,0.90491,106,106,0.84880,0.96102
1992,No migration background,No answer / don't know,No,0.86581,92,92,0.79577,0.93584
1992,No migration background,Pre-primary Level,No,0.91933,116,116,0.86955,0.96910
1992,No migration background,Primary Level,No,0.91936,82,82,0.86006,0.97866
1992,No migration background,Lower Secondary Level,Yes,0.13872,225,1786,0.12268,0.15475
1992,No migration background,Lower Secondary Level,No,0.86128,1561,1786,0.84525,0.87732
1992,No migration background,Upper Secondary Level,Yes,0.12341,666,5733,0.11490,0.13193
1992,No migration background,Upper Secondary Level,No,0.87659,5067,5733,0.86807,0.88510
1992,No migration background,Post-secondary Non-tertiary Level,Yes,0.13011,31,274,0.09021,0.17002
1992,No migration background,Post-secondary Non-tertiary Level,No,0.86989,243,274,0.82998,0.90979
1992,No migration background,First Stage of Tertiary Education,Yes,0.12505,81,694,0.10042,0.14968
1992,No migration background,First Stage of Tertiary Education,No,0.87495,613,694,0.85032,0.89958
1992,No migration background,Second Stage of Tertiary Education,Yes,0.09496,135,1514,0.08019,0.10973
1992,No migration background,Second Stage of Tertiary Education,No,0.90504,1379,1514,0.89027,0.91981
1992,Direct migration background,No answer / don't know,No,0.90221,60,60,0.82642,0.97800
1992,Direct migration background,Primary Level,Yes,0.08880,54,510,0.06409,0.11351
1992,Direct migration background,Primary Level,No,0.91120,456,510,0.88649,0.93591
1992,Direct migration background,Lower Secondary Level,Yes,0.12337,101,819,0.10083,0.14590
1992,Direct migration background,Lower Secondary Level,No,0.87663,718,819,0.85410,0.89917
1992,Direct migration background,Upper Secondary Level,Yes,0.12610,90,845,0.10371,0.14850
1992,Direct migration background,Upper Secondary Level,No,0.87390,755,845,0.85150,0.89629
1992,Direct migration background,Post-secondary Non-tertiary Level,No,0.89358,86,86,0.82802,0.95914
1992,Direct migration background,First Stage of Tertiary Education,No,0.93569,57,57,0.87144,0.99994
1992,Direct migration background,Second Stage of Tertiary Education,No,0.86571,115,115,0.80312,0.92830
1992,Indirect migration background,Pre-primary Level,No,0.84463,42,42,0.73374,0.95552
1992,Indirect migration background,Lower Secondary Level,No,0.92434,151,151,0.88202,0.96666
1992,Indirect migration background,Upper Secondary Level,No,0.80669,106,106,0.73115,0.88222
1994,No migration background,No answer / don't know,No,0.86287,84,84,0.78887,0.93687
1994,No migration background,Pre-primary Level,No,0.97079,159,159,0.94453,0.99705
1994,No migration background,Primary Level,No,0.86547,64,64,0.78121,0.94973
1994,No migration background,Lower Secondary Level,Yes,0.15179,232,1596,0.13418,0.16940
1994,No migration background,Lower Secondary Level,No,0.84821,1364,1596,0.83060,0.86582
1994,No migration background,Upper Secondary Level,Yes,0.13785,675,5581,0.12880,0.14689
1994,No migration background,Upper Secondary Level,No,0.86215,4906,5581,0.85311,0.87120
1994,No migration background,Post-secondary Non-tertiary Level,Yes,0.10766,33,291,0.07198,0.14333
1994,No migration background,Post-secondary Non-tertiary Level,No,0.89234,258,291,0.85667,0.92802
1994,No migration background,First Stage of Tertiary Education,Yes,0.14978,90,680,0.12294,0.17662
1994,No migration background,First Stage of Tertiary Education,No,0.85022,590,680,0.82338,0.87706
1994,No migration background,Second Stage of Tertiary Education,Yes,0.08904,135,1516,0.07470,0.10338
1994,No migration background,Second Stage of Tertiary Education,No,0.91096,1381,1516,0.89662,0.92530
1994,Direct migration background,No answer / don't know,No,0.92185,74,74,0.86027,0.98342
1994,Direct migration background,Primary Level,Yes,0.13083,63,465,0.10015,0.16151
1994,Direct migration background,Primary Level,No,0.86917,402,465,0.83849,0.89985
1994,Direct migration background,Lower Secondary Level,Yes,0.08976,66,706,0.06866,0.11086
1994,Direct migration background,Lower Secondary Level,No,0.91024,640,706,0.88914,0.93134
1994,Direct migration background,Upper Secondary Level,Yes,0.11191,83,815,0.09026,0.13357
1994,Direct migration background,Upper Secondary Level,No,0.88809,732,815,0.86643,0.90974
1994,Direct migration background,Post-secondary Non-tertiary Level,No,0.79902,71,71,0.70514,0.89290
1994,Direct migration background,First Stage of Tertiary Education,No,0.88950,51,51,0.80260,0.97640
1994,Direct migration background,Second Stage of Tertiary Education,No,0.87245,110,110,0.80983,0.93508
1994,Indirect migration background,No answer / don't know,No,0.92073,38,38,0.83367,1.00778
1994,Indirect migration background,Pre-primary Level,No,0.85543,53,53,0.75985,0.95102
1994,Indirect migration background,Lower Secondary Level,No,0.88646,162,162,0.83745,0.93547
1994,Indirect migration background,Upper Secondary Level,No,0.88708,141,141,0.83465,0.93950
1995,No migration background,No answer / don't know,No,0.89515,86,86,0.83002,0.96028
1995,No migration background,Pre-primary Level,No,0.92729,179,179,0.88914,0.96544
1995,No migration background,Primary Level,No,0.90794,53,53,0.82935,0.98652
1995,No migration background,Lower Secondary Level,Yes,0.16579,233,1535,0.14718,0.18440
1995,No migration background,Lower Secondary Level,No,0.83421,1302,1535,0.81560,0.85282
1995,No migration background,Upper Secondary Level,Yes,0.12702,676,5533,0.11825,0.13580
1995,No migration background,Upper Secondary Level,No,0.87298,4857,5533,0.86420,0.88175
1995,No migration background,Post-secondary Non-tertiary Level,Yes,0.11509,37,304,0.07916,0.15103
1995,No migration background,Post-secondary Non-tertiary Level,No,0.88491,267,304,0.84897,0.92084
1995,No migration background,First Stage of Tertiary Education,Yes,0.13131,76,685,0.10599,0.15662
1995,No migration background,First Stage of Tertiary Education,No,0.86869,609,685,0.84338,0.89401
1995,No migration background,Second Stage of Tertiary Education,Yes,0.10019,150,1541,0.08519,0.11519
1995,No migration background,Second Stage of Tertiary Education,No,0.89981,1391,1541,0.88481,0.91481
1995,Direct migration background,No answer / don't know,No,0.88002,99,99,0.81568,0.94435
1995,Direct migration background,Pre-primary Level,No,0.91329,36,36,0.82006,1.00652
1995,Direct migration background,Primary Level,Yes,0.11282,56,455,0.08372,0.14192
1995,Direct migration background,Primary Level,No,0.88718,399,455,0.85808,0.91628
1995,Direct migration background,Lower Secondary Level,Yes,0.15371,96,775,0.12830,0.17912
1995,Direct migration background,Lower Secondary Level,No,0.84629,679,775,0.82088,0.87170
1995,Direct migration background,Upper Secondary Level,Yes,0.10316,106,981,0.08411,0.12220
1995,Direct migration background,Upper Secondary Level,No,0.89684,875,981,0.87780,0.91589
1995,Direct migration background,Post-secondary Non-tertiary Level,No,0.87876,133,133,0.82307,0.93444
1995,Direct migration background,First Stage of Tertiary Education,No,0.87681,52,52,0.78660,0.96701
1995,Direct migration background,Second Stage of Tertiary Education,No,0.89225,173,173,0.84591,0.93859
1995,Indirect migration background,No answer / don't know,No,0.91804,47,47,0.83877,0.99731
1995,Indirect migration background,Pre-primary Level,No,0.97804,50,50,0.93701,1.01907
1995,Indirect migration background,Lower Secondary Level,No,0.92003,149,149,0.87633,0.96373
1995,Indirect migration background,Upper Secondary Level,No,0.95109,167,167,0.91828,0.98390
1996,No migration background,No answer / don't know,No,0.82638,90,90,0.74768,0.90507
1996,No migration background,Pre-primary Level,No,0.92647,193,193,0.88955,0.96339
1996,No migration background,Primary Level,No,0.90443,51,51,0.82293,0.98592
1996,No migration background,Lower Secondary Level,Yes,0.14441,205,1483,0.12651,0.16231
1996,No migration background,Lower Secondary Level,No,0.85559,1278,1483,0.83769,0.87349
1996,No migration background,Upper Secondary Level,Yes,0.12789,662,5458,0.11903,0.13675
1996,No migration background,Upper Secondary Level,No,0.87211,4796,5458,0.86325,0.88097
1996,No migration background,Post-secondary Non-tertiary Level,Yes,0.11117,36,319,0.07662,0.14572
1996,No migration background,Post-secondary Non-tertiary Level,No,0.88883,283,319,0.85428,0.92338
1996,No migration background,First Stage of Tertiary Education,Yes,0.13952,89,680,0.11346,0.16559
1996,No migration background,First Stage of Tertiary Education,No,0.86048,591,680,0.83441,0.88654
1996,No migration background,Second Stage of Tertiary Education,Yes,0.11723,180,1563,0.10128,0.13318
1996,No migration background,Second Stage of Tertiary Education,No,0.88277,1383,1563,0.86682,0.89872
1996,Direct migration background,No answer / don't know,No,0.90454,89,89,0.84314,0.96593
1996,Direct migration background,Primary Level,Yes,0.16795,62,421,0.13220,0.20370
1996,Direct migration background,Primary Level,No,0.83205,359,421,0.79630,0.86780
1996,Direct migration background,Lower Secondary Level,Yes,0.14670,95,724,0.12091,0.17249
1996,Direct migration background,Lower Secondary Level,No,0.85330,629,724,0.82751,0.87909
1996,Direct migration background,Upper Secondary Level,Yes,0.13584,115,929,0.11379,0.15788
1996,Direct migration background,Upper Secondary Level,No,0.86416,814,929,0.84212,0.88621
1996,Direct migration background,Post-secondary Non-tertiary Level,No,0.85116,122,122,0.78774,0.91458
1996,Direct migration background,First Stage of Tertiary Education,No,0.91034,55,55,0.83413,0.98654
1996,Direct migration background,Second Stage of Tertiary Education,No,0.89886,168,168,0.85313,0.94459
1996,Indirect migration background,No answer / don't know,No,0.84013,47,47,0.73421,0.94604
1996,Indirect migration background,Pre-primary Level,No,0.96192,51,51,0.90887,1.01497
1996,Indirect migration background,Lower Secondary Level,No,0.92730,157,157,0.88656,0.96805
1996,Indirect migration background,Upper Secondary Level,No,0.89410,184,184,0.84952,0.93868
1997,No migration background,No answer / don't know,No,0.83697,103,103,0.76529,0.90866
1997,No migration background,Pre-primary Level,No,0.89274,205,205,0.85027,0.93520
1997,No migration background,Primary Level,No,0.85682,48,48,0.75669,0.95696
1997,No migration background,Lower Secondary Level,Yes,0.16953,226,1436,0.15012,0.18895
1997,No migration background,Lower Secondary Level,No,0.83047,1210,1436,0.81105,0.84988
1997,No migration background,Upper Secondary Level,Yes,0.12923,668,5369,0.12026,0.13821
1997,No migration background,Upper Secondary Level,No,0.87077,4701,5369,0.86179,0.87974
1997,No migration background,Post-secondary Non-tertiary Level,Yes,0.12030,41,308,0.08391,0.15669
1997,No migration background,Post-secondary Non-tertiary Level,No,0.87970,267,308,0.84331,0.91609
1997,No migration background,First Stage of Tertiary Education,Yes,0.11373,80,688,0.08999,0.13747
1997,No migration background,First Stage of Tertiary Education,No,0.88627,608,688,0.86253,0.91001
1997,No migration background,Second Stage of Tertiary Education,Yes,0.09915,143,1563,0.08433,0.11397
1997,No migration background,Second Stage of Tertiary Education,No,0.90085,1420,1563,0.88603,0.91567
1997,Direct migration background,No answer / don't know,No,0.79758,83,83,0.71061,0.88455
1997,Direct migration background,Primary Level,Yes,0.13756,51,392,0.10342,0.17170
1997,Direct migration background,Primary Level,No,0.86244,341,392,0.82830,0.89658
1997,Direct migration background,Lower Secondary Level,Yes,0.13589,86,683,0.11017,0.16161
1997,Direct migration background,Lower Secondary Level,No,0.86411,597,683,0.83839,0.88983
1997,Direct migration background,Upper Secondary Level,Yes,0.10865,95,891,0.08820,0.12909
1997,Direct migration background,Upper Secondary Level,No,0.89135,796,891,0.87091,0.91180
1997,Direct migration background,Post-secondary Non-tertiary Level,No,0.89152,113,113,0.83392,0.94911
1997,Direct migration background,First Stage of Tertiary Education,No,0.89212,49,49,0.80435,0.97988
1997,Direct migration background,Second Stage of Tertiary Education,No,0.88594,160,160,0.83653,0.93535
1997,Indirect migration background,No answer / don't know,No,0.96381,47,47,0.90983,1.01778
1997,Indirect migration background,Pre-primary Level,No,0.97678,61,61,0.93868,1.01489
1997,Indirect migration background,Lower Secondary Level,No,0.86504,169,169,0.81337,0.91670
1997,Indirect migration background,Upper Secondary Level,No,0.91217,174,174,0.86999,0.95435
1998,No migration background,No answer / don't know,Yes,0.13097,56,423,0.09878,0.16316
1998,No migration background,No answer / don't know,No,0.86903,367,423,0.83684,0.90122
1998,No migration background,Pre-primary Level,No,0.93449,224,224,0.90202,0.96697
1998,No migration background,Primary Level,No,0.81216,56,56,0.70894,0.91539
1998,No migration background,Lower Secondary Level,Yes,0.15099,249,1683,0.13388,0.16810
1998,No migration background,Lower Secondary Level,No,0.84901,1434,1683,0.83190,0.86612
1998,No migration background,Upper Secondary Level,Yes,0.12834,734,5964,0.11985,0.13682
1998,No migration background,Upper Secondary Level,No,0.87166,5230,5964,0.86318,0.88015
1998,No migration background,Post-secondary Non-tertiary Level,Yes,0.10850,41,353,0.07601,0.14099
1998,No migration background,Post-secondary Non-tertiary Level,No,0.89150,312,353,0.85901,0.92399
1998,No migration background,First Stage of Tertiary Education,Yes,0.11770,88,750,0.09462,0.14077
1998,No migration background,First Stage of Tertiary Education,No,0.88230,662,750,0.85923,0.90538
1998,No migration background,Second Stage of Tertiary Education,Yes,0.11686,194,1753,0.10181,0.13190
1998,No migration background,Second Stage of Tertiary Education,No,0.88314,1559,1753,0.86810,0.89819
1998,Direct migration background,No answer / don't know,No,0.86273,114,114,0.79928,0.92618
1998,Direct migration background,Primary Level,Yes,0.13080,47,363,0.09606,0.16553
1998,Direct migration background,Primary Level,No,0.86920,316,363,0.83447,0.90394
1998,Direct migration background,Lower Secondary Level,Yes,0.13063,84,657,0.10484,0.15642
1998,Direct migration background,Lower Secondary Level,No,0.86937,573,657,0.84358,0.89516
1998,Direct migration background,Upper Secondary Level,Yes,0.13704,106,843,0.11381,0.16027
1998,Direct migration background,Upper Secondary Level,No,0.86296,737,843,0.83973,0.88619
1998,Direct migration background,Post-secondary Non-tertiary Level,No,0.83469,113,113,0.76590,0.90349
1998,Direct migration background,First Stage of Tertiary Education,No,0.87700,46,46,0.78104,0.97296
1998,Direct migration background,Second Stage of Tertiary Education,No,0.90507,171,171,0.86101,0.94914
1998,Indirect migration background,No answer / don't know,No,0.90958,45,45,0.82483,0.99432
1998,Indirect migration background,Pre-primary Level,No,0.96274,65,65,0.91633,1.00914
1998,Indirect migration background,Lower Secondary Level,No,0.93590,181,181,0.90012,0.97168
1998,Indirect migration background,Upper Secondary Level,No,0.95348,191,191,0.92354,0.98343
1999,No migration background,No answer / don't know,No,0.90345,130,130,0.85249,0.95442
1999,No migration background,Pre-primary Level,No,0.89563,210,210,0.85418,0.93708
1999,No migration background,Primary Level,No,0.88795,61,61,0.80813,0.96776
