"hlf0094","year","hhtyp","quintil","n","percent","lower_confidence","upper_confidence"
"Guenstig","1995","1-Pers.- Haushalt","4","","","",""
"Guenstig","1995","1-Pers.- Haushalt","5","","","",""
"Guenstig","1995","(Ehe-)Paar ohne Kind(er)","1","110","0.439648770139991","0.378608797715753","0.500688742564229"
"Guenstig","1995","(Ehe-)Paar ohne Kind(er)","2","118","0.378117830550322","0.325639646255827","0.430596014844818"
"Guenstig","1995","(Ehe-)Paar ohne Kind(er)","3","112","0.389063150349841","0.332361313103291","0.445764987596392"
"Guenstig","1995","(Ehe-)Paar ohne Kind(er)","4","88","0.34505161247951","0.286818007302487","0.403285217656533"
"Guenstig","1995","(Ehe-)Paar ohne Kind(er)","5","54","0.209188527417893","0.153914407619002","0.264462647216784"
"Guenstig","1995","Alleinerziehende","1","33","0.370997235487414","0.261669822090127","0.480324648884701"
"Guenstig","1995","Alleinerziehende","2","","","",""
"Guenstig","1995","Alleinerziehende","3","","","",""
"Guenstig","1995","Alleinerziehende","4","","","",""
"Guenstig","1995","Alleinerziehende","5","","","",""
"Guenstig","1995","Paar mit Kind(ern)","1","451","0.302180655887671","0.278887785018943","0.3254735267564"
"Guenstig","1995","Paar mit Kind(ern)","2","431","0.363091014524784","0.336889439909108","0.389292589140461"
"Guenstig","1995","Paar mit Kind(ern)","3","254","0.297327078088331","0.26624991123065","0.328404244946012"
"Guenstig","1995","Paar mit Kind(ern)","4","112","0.244479419519661","0.207179550619527","0.281779288419794"
"Guenstig","1995","Paar mit Kind(ern)","5","109","0.368852561494308","0.310540011874195","0.427165111114421"
"Guenstig","1995","Sonstige","1","44","0.31424859365033","0.243630811819386","0.384866375481275"
"Guenstig","1995","Sonstige","2","","","",""
"Guenstig","1995","Sonstige","3","58","0.382589717778826","0.306565520931326","0.458613914626326"
"Guenstig","1995","Sonstige","4","","","",""
"Guenstig","1995","Sonstige","5","","","",""
"Angemessen","1995","1-Pers.- Haushalt","1","31","0.391762822245215","0.286746419972609","0.49677922451782"
"Angemessen","1995","1-Pers.- Haushalt","2","","","",""
"Angemessen","1995","1-Pers.- Haushalt","3","","","",""
"Angemessen","1995","1-Pers.- Haushalt","4","","","",""
"Angemessen","1995","1-Pers.- Haushalt","5","","","",""
"Angemessen","1995","(Ehe-)Paar ohne Kind(er)","1","90","0.328889268471488","0.271112509529752","0.386666027413223"
"Angemessen","1995","(Ehe-)Paar ohne Kind(er)","2","126","0.365946699142152","0.313817269873179","0.418076128411124"
"Angemessen","1995","(Ehe-)Paar ohne Kind(er)","3","104","0.364563412436115","0.308586161020389","0.420540663851841"
"Angemessen","1995","(Ehe-)Paar ohne Kind(er)","4","94","0.359815783352253","0.301023450301583","0.418608116402922"
"Angemessen","1995","(Ehe-)Paar ohne Kind(er)","5","68","0.301094701456508","0.2387532159683","0.363436186944715"
"Angemessen","1995","Alleinerziehende","1","","","",""
"Angemessen","1995","Alleinerziehende","2","","","",""
"Angemessen","1995","Alleinerziehende","3","","","",""
"Angemessen","1995","Alleinerziehende","4","","","",""
"Angemessen","1995","Alleinerziehende","5","","","",""
"Angemessen","1995","Paar mit Kind(ern)","1","740","0.476597109222637","0.451262631971165","0.50193158647411"
"Angemessen","1995","Paar mit Kind(ern)","2","548","0.418747699469244","0.391867065182161","0.445628333756328"
"Angemessen","1995","Paar mit Kind(ern)","3","337","0.42900290630726","0.395352164283888","0.462653648330631"
"Angemessen","1995","Paar mit Kind(ern)","4","232","0.451269627754652","0.408081880124462","0.494457375384841"
"Angemessen","1995","Paar mit Kind(ern)","5","98","0.404089618044913","0.344783494363017","0.463395741726809"
"Angemessen","1995","Sonstige","1","63","0.388524850259591","0.314377974924855","0.462671725594328"
"Angemessen","1995","Sonstige","2","92","0.443306734670563","0.368630264984242","0.517983204356885"
"Angemessen","1995","Sonstige","3","75","0.434911068568032","0.357365515904942","0.512456621231122"
"Angemessen","1995","Sonstige","4","38","0.686269318816718","0.567870362791479","0.804668274841956"
"Angemessen","1995","Sonstige","5","","","",""
"Etwas zu hoch","1995","1-Pers.- Haushalt","1","","","",""
"Etwas zu hoch","1995","1-Pers.- Haushalt","2","","","",""
"Etwas zu hoch","1995","1-Pers.- Haushalt","3","","","",""
"Etwas zu hoch","1995","1-Pers.- Haushalt","4","","","",""
"Etwas zu hoch","1995","1-Pers.- Haushalt","5","","","",""
"Etwas zu hoch","1995","(Ehe-)Paar ohne Kind(er)","1","","","",""
"Etwas zu hoch","1995","(Ehe-)Paar ohne Kind(er)","2","","","",""
"Etwas zu hoch","1995","(Ehe-)Paar ohne Kind(er)","3","","","",""
"Etwas zu hoch","1995","(Ehe-)Paar ohne Kind(er)","4","","","",""
"Etwas zu hoch","1995","(Ehe-)Paar ohne Kind(er)","5","","","",""
"Etwas zu hoch","1995","Alleinerziehende","1","","","",""
"Etwas zu hoch","1995","Alleinerziehende","2","","","",""
"Etwas zu hoch","1995","Alleinerziehende","3","","","",""
"Etwas zu hoch","1995","Alleinerziehende","4","","","",""
"Etwas zu hoch","1995","Alleinerziehende","5","","","",""
"Etwas zu hoch","1995","Paar mit Kind(ern)","1","144","0.076167727116374","0.0627122144279521","0.0896232398047959"
"Etwas zu hoch","1995","Paar mit Kind(ern)","2","134","0.0852328399841781","0.0700189694865255","0.100446710481831"
"Etwas zu hoch","1995","Paar mit Kind(ern)","3","108","0.117409241090938","0.0955226357138844","0.139295846467992"
"Etwas zu hoch","1995","Paar mit Kind(ern)","4","62","0.118335249740606","0.0903021057576679","0.146368393723544"
"Etwas zu hoch","1995","Paar mit Kind(ern)","5","","","",""
"Etwas zu hoch","1995","Sonstige","1","36","0.162668561873809","0.106525698409062","0.218811425338556"
"Etwas zu hoch","1995","Sonstige","2","","","",""
"Etwas zu hoch","1995","Sonstige","3","","","",""
"Etwas zu hoch","1995","Sonstige","4","","","",""
"Etwas zu hoch","1995","Sonstige","5","","","",""
"Viel zu hoch","1995","1-Pers.- Haushalt","1","","","",""
"Viel zu hoch","1995","1-Pers.- Haushalt","2","","","",""
"Viel zu hoch","1995","1-Pers.- Haushalt","3","","","",""
"Viel zu hoch","1995","1-Pers.- Haushalt","4","","","",""
"Viel zu hoch","1995","1-Pers.- Haushalt","5","","","",""
"Viel zu hoch","1995","(Ehe-)Paar ohne Kind(er)","1","","","",""
"Viel zu hoch","1995","(Ehe-)Paar ohne Kind(er)","2","","","",""
"Viel zu hoch","1995","(Ehe-)Paar ohne Kind(er)","3","","","",""
"Viel zu hoch","1995","(Ehe-)Paar ohne Kind(er)","4","","","",""
"Viel zu hoch","1995","(Ehe-)Paar ohne Kind(er)","5","","","",""
"Viel zu hoch","1995","Alleinerziehende","1","","","",""
"Viel zu hoch","1995","Alleinerziehende","2","","","",""
"Viel zu hoch","1995","Alleinerziehende","3","","","",""
"Viel zu hoch","1995","Alleinerziehende","4","","","",""
"Viel zu hoch","1995","Alleinerziehende","5","","","",""
"Viel zu hoch","1995","Paar mit Kind(ern)","1","","","",""
"Viel zu hoch","1995","Paar mit Kind(ern)","2","","","",""
"Viel zu hoch","1995","Paar mit Kind(ern)","3","","","",""
"Viel zu hoch","1995","Paar mit Kind(ern)","4","","","",""
"Viel zu hoch","1995","Paar mit Kind(ern)","5","","","",""
"Viel zu hoch","1995","Sonstige","1","","","",""
"Viel zu hoch","1995","Sonstige","2","","","",""
"Viel zu hoch","1995","Sonstige","3","","","",""
"Viel zu hoch","1995","Sonstige","4","","","",""
"Viel zu hoch","1995","Sonstige","5","","","",""
"Sehr guenstig","1996","1-Pers.- Haushalt","1","","","",""
"Sehr guenstig","1996","1-Pers.- Haushalt","2","","","",""
"Sehr guenstig","1996","1-Pers.- Haushalt","3","","","",""
"Sehr guenstig","1996","1-Pers.- Haushalt","4","","","",""
"Sehr guenstig","1996","1-Pers.- Haushalt","5","","","",""
"Sehr guenstig","1996","(Ehe-)Paar ohne Kind(er)","1","32","0.113422080488621","0.075736874016546","0.151107286960697"
"Sehr guenstig","1996","(Ehe-)Paar ohne Kind(er)","2","32","0.132560219068197","0.0937987079292527","0.171321730207141"
"Sehr guenstig","1996","(Ehe-)Paar ohne Kind(er)","3","68","0.252550320497188","0.203710254603379","0.301390386390997"
"Sehr guenstig","1996","(Ehe-)Paar ohne Kind(er)","4","60","0.240928270512555","0.190292421094029","0.29156411993108"
"Sehr guenstig","1996","(Ehe-)Paar ohne Kind(er)","5","40","0.197158811433365","0.144345577393164","0.249972045473565"
"Sehr guenstig","1996","Alleinerziehende","1","","","",""
"Sehr guenstig","1996","Alleinerziehende","2","","","",""
"Sehr guenstig","1996","Alleinerziehende","3","","","",""
"Sehr guenstig","1996","Alleinerziehende","4","","","",""
"Sehr guenstig","1996","Alleinerziehende","5","","","",""
"Sehr guenstig","1996","Paar mit Kind(ern)","1","106","0.109336121879065","0.0921734467043907","0.12649879705374"
"Sehr guenstig","1996","Paar mit Kind(ern)","2","164","0.139867058824928","0.121412711985717","0.158321405664138"
"Sehr guenstig","1996","Paar mit Kind(ern)","3","105","0.127878935554558","0.106415733643115","0.149342137466002"
"Sehr guenstig","1996","Paar mit Kind(ern)","4","83","0.154654711500876","0.125023546801168","0.184285876200584"
"Sehr guenstig","1996","Paar mit Kind(ern)","5","69","0.251267379819095","0.203669875464739","0.29886488417345"
"Sehr guenstig","1996","Sonstige","1","","","",""
"Sehr guenstig","1996","Sonstige","2","","","",""
"Sehr guenstig","1996","Sonstige","3","","","",""
"Sehr guenstig","1996","Sonstige","4","","","",""
"Sehr guenstig","1996","Sonstige","5","","","",""
"Guenstig","1996","1-Pers.- Haushalt","1","","","",""
"Guenstig","1996","1-Pers.- Haushalt","2","","","",""
"Guenstig","1996","1-Pers.- Haushalt","3","","","",""
"Guenstig","1996","1-Pers.- Haushalt","4","","","",""
"Guenstig","1996","1-Pers.- Haushalt","5","","","",""
"Guenstig","1996","(Ehe-)Paar ohne Kind(er)","1","126","0.471488577339138","0.412165125145596","0.53081202953268"
"Guenstig","1996","(Ehe-)Paar ohne Kind(er)","2","116","0.379320970006126","0.32385694430696","0.434784995705292"
"Guenstig","1996","(Ehe-)Paar ohne Kind(er)","3","90","0.298144812959212","0.246722845976162","0.349566779942261"
"Guenstig","1996","(Ehe-)Paar ohne Kind(er)","4","96","0.368946758935979","0.31181367590665","0.426079841965309"
"Guenstig","1996","(Ehe-)Paar ohne Kind(er)","5","60","0.245601154507261","0.188461770551389","0.302740538463132"
"Guenstig","1996","Alleinerziehende","1","","","",""
"Guenstig","1996","Alleinerziehende","2","","","",""
"Guenstig","1996","Alleinerziehende","3","","","",""
"Guenstig","1996","Alleinerziehende","4","","","",""
"Guenstig","1996","Alleinerziehende","5","","","",""
"Guenstig","1996","Paar mit Kind(ern)","1","420","0.324926272059661","0.299168146976404","0.350684397142917"
"Guenstig","1996","Paar mit Kind(ern)","2","452","0.3579573273675","0.332450541127981","0.383464113607018"
"Guenstig","1996","Paar mit Kind(ern)","3","274","0.288534605149759","0.259415202546137","0.31765400775338"
"Guenstig","1996","Paar mit Kind(ern)","4","142","0.262921971848947","0.226845816395139","0.298998127302756"
"Guenstig","1996","Paar mit Kind(ern)","5","85","0.256937356860539","0.208988408151639","0.304886305569439"
"Guenstig","1996","Sonstige","1","59","0.354548456695447","0.278994475796296","0.430102437594598"
"Guenstig","1996","Sonstige","2","43","0.235690210728547","0.167311215218879","0.304069206238214"
"Guenstig","1996","Sonstige","3","63","0.474529385916087","0.392397897796607","0.556660874035566"
"Guenstig","1996","Sonstige","4","","","",""
"Guenstig","1996","Sonstige","5","","","",""
"Angemessen","1996","1-Pers.- Haushalt","1","32","0.40211121638708","0.29907930386369","0.505143128910471"
"Angemessen","1996","1-Pers.- Haushalt","2","","","",""
"Angemessen","1996","1-Pers.- Haushalt","3","","","",""
"Angemessen","1996","1-Pers.- Haushalt","4","","","",""
"Angemessen","1996","1-Pers.- Haushalt","5","","","",""
"Angemessen","1996","(Ehe-)Paar ohne Kind(er)","1","104","0.383018450781467","0.325247492033672","0.440789409529262"
"Angemessen","1996","(Ehe-)Paar ohne Kind(er)","2","128","0.440680197723572","0.383930142124668","0.497430253322476"
"Angemessen","1996","(Ehe-)Paar ohne Kind(er)","3","110","0.331021832696411","0.278123060641242","0.383920604751581"
"Angemessen","1996","(Ehe-)Paar ohne Kind(er)","4","98","0.338386543607902","0.282361588574288","0.394411498641516"
"Angemessen","1996","(Ehe-)Paar ohne Kind(er)","5","92","0.430744821077897","0.365011833471713","0.496477808684081"
"Angemessen","1996","Alleinerziehende","1","51","0.407822199255706","0.311981737676098","0.503662660835315"
"Angemessen","1996","Alleinerziehende","2","","","",""
"Angemessen","1996","Alleinerziehende","3","","","",""
"Angemessen","1996","Alleinerziehende","4","","","",""
"Angemessen","1996","Alleinerziehende","5","","","",""
"Angemessen","1996","Paar mit Kind(ern)","1","603","0.450375475356386","0.423012290222419","0.477738660490353"
"Angemessen","1996","Paar mit Kind(ern)","2","595","0.399626057455086","0.37356476296275","0.425687351947421"
"Angemessen","1996","Paar mit Kind(ern)","3","424","0.468592015369749","0.436520602212853","0.500663428526645"
"Angemessen","1996","Paar mit Kind(ern)","4","266","0.4435210749669","0.402808219080959","0.484233930852841"
"Angemessen","1996","Paar mit Kind(ern)","5","147","0.4447373504562","0.390205054600462","0.499269646311938"
"Angemessen","1996","Sonstige","1","60","0.450605251604984","0.372022341637737","0.529188161572232"
"Angemessen","1996","Sonstige","2","81","0.538771570191199","0.458460094994324","0.619083045388075"
"Angemessen","1996","Sonstige","3","59","0.375154047378415","0.295520654920206","0.454787439836624"
"Angemessen","1996","Sonstige","4","35","0.57694507675707","0.462028010765398","0.691862142748742"
"Angemessen","1996","Sonstige","5","","","",""
"Etwas zu hoch","1996","1-Pers.- Haushalt","1","","","",""
"Etwas zu hoch","1996","1-Pers.- Haushalt","2","","","",""
"Etwas zu hoch","1996","1-Pers.- Haushalt","3","","","",""
"Etwas zu hoch","1996","1-Pers.- Haushalt","4","","","",""
"Etwas zu hoch","1996","1-Pers.- Haushalt","5","","","",""
"Etwas zu hoch","1996","(Ehe-)Paar ohne Kind(er)","1","","","",""
"Etwas zu hoch","1996","(Ehe-)Paar ohne Kind(er)","2","","","",""
"Etwas zu hoch","1996","(Ehe-)Paar ohne Kind(er)","3","34","0.102144183995742","0.0681016859680065","0.136186682023477"
"Etwas zu hoch","1996","(Ehe-)Paar ohne Kind(er)","4","","","",""
"Etwas zu hoch","1996","(Ehe-)Paar ohne Kind(er)","5","","","",""
"Etwas zu hoch","1996","Alleinerziehende","1","","","",""
"Etwas zu hoch","1996","Alleinerziehende","2","","","",""
"Etwas zu hoch","1996","Alleinerziehende","3","","","",""
"Etwas zu hoch","1996","Alleinerziehende","4","","","",""
"Etwas zu hoch","1996","Alleinerziehende","5","","","",""
"Etwas zu hoch","1996","Paar mit Kind(ern)","1","115","0.0944191655604821","0.0783371706314243","0.11050116048954"
"Etwas zu hoch","1996","Paar mit Kind(ern)","2","115","0.0862279969225473","0.0712931340365856","0.101162859808509"
"Etwas zu hoch","1996","Paar mit Kind(ern)","3","99","0.08198440436185","0.0643525792594477","0.0996162294642524"
"Etwas zu hoch","1996","Paar mit Kind(ern)","4","72","0.102169750721323","0.0773493744974944","0.126990126945152"
"Etwas zu hoch","1996","Paar mit Kind(ern)","5","","","",""
"Etwas zu hoch","1996","Sonstige","1","","","",""
"Etwas zu hoch","1996","Sonstige","2","","","",""
"Etwas zu hoch","1996","Sonstige","3","","","",""
"Etwas zu hoch","1996","Sonstige","4","","","",""
"Etwas zu hoch","1996","Sonstige","5","","","",""
"Viel zu hoch","1996","1-Pers.- Haushalt","1","","","",""
"Viel zu hoch","1996","1-Pers.- Haushalt","2","","","",""
"Viel zu hoch","1996","1-Pers.- Haushalt","3","","","",""
"Viel zu hoch","1996","1-Pers.- Haushalt","4","","","",""
"Viel zu hoch","1996","1-Pers.- Haushalt","5","","","",""
"Viel zu hoch","1996","(Ehe-)Paar ohne Kind(er)","1","","","",""
"Viel zu hoch","1996","(Ehe-)Paar ohne Kind(er)","2","","","",""
"Viel zu hoch","1996","(Ehe-)Paar ohne Kind(er)","3","","","",""
"Viel zu hoch","1996","(Ehe-)Paar ohne Kind(er)","4","","","",""
"Viel zu hoch","1996","(Ehe-)Paar ohne Kind(er)","5","","","",""
"Viel zu hoch","1996","Alleinerziehende","1","","","",""
"Viel zu hoch","1996","Alleinerziehende","2","","","",""
"Viel zu hoch","1996","Alleinerziehende","3","","","",""
"Viel zu hoch","1996","Alleinerziehende","4","","","",""
"Viel zu hoch","1996","Alleinerziehende","5","","","",""
"Viel zu hoch","1996","Paar mit Kind(ern)","1","","","",""
"Viel zu hoch","1996","Paar mit Kind(ern)","2","31","0.01632155942994","0.00957991925401682","0.0230631996058631"
"Viel zu hoch","1996","Paar mit Kind(ern)","3","","","",""
"Viel zu hoch","1996","Paar mit Kind(ern)","4","","","",""
"Viel zu hoch","1996","Paar mit Kind(ern)","5","","","",""
"Viel zu hoch","1996","Sonstige","1","","","",""
"Viel zu hoch","1996","Sonstige","2","","","",""
"Viel zu hoch","1996","Sonstige","3","","","",""
"Viel zu hoch","1996","Sonstige","4","","","",""
"Viel zu hoch","1996","Sonstige","5","","","",""
"Sehr guenstig","1997","1-Pers.- Haushalt","1","","","",""
"Sehr guenstig","1997","1-Pers.- Haushalt","2","","","",""
"Sehr guenstig","1997","1-Pers.- Haushalt","3","","","",""
"Sehr guenstig","1997","1-Pers.- Haushalt","4","","","",""
"Sehr guenstig","1997","1-Pers.- Haushalt","5","","","",""
"Sehr guenstig","1997","(Ehe-)Paar ohne Kind(er)","1","50","0.207112101998927","0.157471534115136","0.256752669882719"
"Sehr guenstig","1997","(Ehe-)Paar ohne Kind(er)","2","38","0.12222785337214","0.086339866944507","0.158115839799773"
"Sehr guenstig","1997","(Ehe-)Paar ohne Kind(er)","3","48","0.174919261701781","0.133295613343644","0.216542910059919"
"Sehr guenstig","1997","(Ehe-)Paar ohne Kind(er)","4","60","0.221849541456102","0.174833233729747","0.268865849182457"
"Sehr guenstig","1997","(Ehe-)Paar ohne Kind(er)","5","48","0.220608529446498","0.166306875714389","0.274910183178608"
"Sehr guenstig","1997","Alleinerziehende","1","","","",""
"Sehr guenstig","1997","Alleinerziehende","2","","","",""
"Sehr guenstig","1997","Alleinerziehende","3","","","",""
"Sehr guenstig","1997","Alleinerziehende","4","","","",""
"Sehr guenstig","1997","Alleinerziehende","5","","","",""
"Sehr guenstig","1997","Paar mit Kind(ern)","1","96","0.088108229448253","0.0727821774867609","0.103434281409745"
"Sehr guenstig","1997","Paar mit Kind(ern)","2","161","0.129698685197743","0.111750184856169","0.147647185539317"
"Sehr guenstig","1997","Paar mit Kind(ern)","3","123","0.143336774408346","0.121089054088579","0.165584494728112"
"Sehr guenstig","1997","Paar mit Kind(ern)","4","88","0.153577315576833","0.122968842179306","0.18418578897436"
"Sehr guenstig","1997","Paar mit Kind(ern)","5","59","0.202857559493767","0.158165387581942","0.247549731405592"
"Sehr guenstig","1997","Sonstige","1","","","",""
"Sehr guenstig","1997","Sonstige","2","32","0.133715507604235","0.0814668126257237","0.185964202582747"
"Sehr guenstig","1997","Sonstige","3","","","",""
"Sehr guenstig","1997","Sonstige","4","","","",""
"Sehr guenstig","1997","Sonstige","5","","","",""
"Guenstig","1997","1-Pers.- Haushalt","1","","","",""
"Guenstig","1997","1-Pers.- Haushalt","2","","","",""
"Guenstig","1997","1-Pers.- Haushalt","3","","","",""
"Guenstig","1997","1-Pers.- Haushalt","4","","","",""
"Guenstig","1997","1-Pers.- Haushalt","5","","","",""
"Guenstig","1997","(Ehe-)Paar ohne Kind(er)","1","90","0.345336551177477","0.287091580746187","0.403581521608766"
"Guenstig","1997","(Ehe-)Paar ohne Kind(er)","2","116","0.370704519991328","0.317785188564237","0.42362385141842"
"Guenstig","1997","(Ehe-)Paar ohne Kind(er)","3","116","0.369406047172632","0.316525005315434","0.422287089029831"
"Guenstig","1997","(Ehe-)Paar ohne Kind(er)","4","122","0.421248518984368","0.365375425813658","0.477121612155079"
"Guenstig","1997","(Ehe-)Paar ohne Kind(er)","5","60","0.261180698172454","0.20365475637073","0.318706639974178"
"Guenstig","1997","Alleinerziehende","1","","","",""
"Guenstig","1997","Alleinerziehende","2","","","",""
"Guenstig","1997","Alleinerziehende","3","","","",""
"Guenstig","1997","Alleinerziehende","4","","","",""
"Guenstig","1997","Alleinerziehende","5","","","",""
"Guenstig","1997","Paar mit Kind(ern)","1","458","0.349061265461059","0.323287890299791","0.374834640622327"
"Guenstig","1997","Paar mit Kind(ern)","2","351","0.287000336740075","0.26283396639981","0.311166707080341"
"Guenstig","1997","Paar mit Kind(ern)","3","271","0.299860064244274","0.270769417222962","0.328950711265586"
"Guenstig","1997","Paar mit Kind(ern)","4","121","0.223450975718474","0.188087083897862","0.258814867539086"
"Guenstig","1997","Paar mit Kind(ern)","5","70","0.267193022962833","0.21801452602922","0.316371519896446"
"Guenstig","1997","Sonstige","1","52","0.417240951146799","0.337798029150699","0.496683873142899"
"Guenstig","1997","Sonstige","2","51","0.361192976770873","0.287452018249819","0.434933935291927"
"Guenstig","1997","Sonstige","3","","","",""
"Guenstig","1997","Sonstige","4","","","",""
"Guenstig","1997","Sonstige","5","","","",""
"Angemessen","1997","1-Pers.- Haushalt","1","30","0.381681776413756","0.274556666364467","0.488806886463044"
"Angemessen","1997","1-Pers.- Haushalt","2","","","",""
"Angemessen","1997","1-Pers.- Haushalt","3","","","",""
"Angemessen","1997","1-Pers.- Haushalt","4","","","",""
"Angemessen","1997","1-Pers.- Haushalt","5","","","",""
"Angemessen","1997","(Ehe-)Paar ohne Kind(er)","1","102","0.401075066411553","0.341036939144044","0.461113193679061"
"Angemessen","1997","(Ehe-)Paar ohne Kind(er)","2","150","0.4692780119655","0.414598863158229","0.523957160772771"
"Angemessen","1997","(Ehe-)Paar ohne Kind(er)","3","136","0.378437296323654","0.325298398661737","0.43157619398557"
"Angemessen","1997","(Ehe-)Paar ohne Kind(er)","4","98","0.293851386529645","0.242304861716447","0.345397911342843"
"Angemessen","1997","(Ehe-)Paar ohne Kind(er)","5","88","0.380113404731632","0.316545660979061","0.443681148484204"
"Angemessen","1997","Alleinerziehende","1","44","0.526496867952683","0.415691675167567","0.637302060737799"
"Angemessen","1997","Alleinerziehende","2","","","",""
"Angemessen","1997","Alleinerziehende","3","","","",""
"Angemessen","1997","Alleinerziehende","4","","","",""
"Angemessen","1997","Alleinerziehende","5","","","",""
"Angemessen","1997","Paar mit Kind(ern)","1","611","0.462329781942393","0.435371988941388","0.489287574943398"
"Angemessen","1997","Paar mit Kind(ern)","2","674","0.489839083540068","0.463133266454145","0.51654490062599"
"Angemessen","1997","Paar mit Kind(ern)","3","439","0.415305787424111","0.384019788224492","0.446591786623729"
"Angemessen","1997","Paar mit Kind(ern)","4","267","0.556497843251996","0.514321968648295","0.598673717855697"
"Angemessen","1997","Paar mit Kind(ern)","5","154","0.447388958665647","0.392127759307254","0.50265015802404"
"Angemessen","1997","Sonstige","1","61","0.34102026004493","0.264646643699894","0.417393876389965"
"Angemessen","1997","Sonstige","2","74","0.477838897670875","0.40115621514834","0.55452158019341"
"Angemessen","1997","Sonstige","3","82","0.619862661303082","0.539739783812647","0.699985538793516"
"Angemessen","1997","Sonstige","4","44","0.67319291268959","0.557370310769502","0.789015514609677"
"Angemessen","1997","Sonstige","5","","","",""
"Etwas zu hoch","1997","1-Pers.- Haushalt","1","","","",""
"Etwas zu hoch","1997","1-Pers.- Haushalt","2","","","",""
"Etwas zu hoch","1997","1-Pers.- Haushalt","3","","","",""
"Etwas zu hoch","1997","1-Pers.- Haushalt","4","","","",""
"Etwas zu hoch","1997","1-Pers.- Haushalt","5","","","",""
"Etwas zu hoch","1997","(Ehe-)Paar ohne Kind(er)","1","","","",""
"Etwas zu hoch","1997","(Ehe-)Paar ohne Kind(er)","2","","","",""
"Etwas zu hoch","1997","(Ehe-)Paar ohne Kind(er)","3","","","",""
"Etwas zu hoch","1997","(Ehe-)Paar ohne Kind(er)","4","","","",""
"Etwas zu hoch","1997","(Ehe-)Paar ohne Kind(er)","5","","","",""
"Etwas zu hoch","1997","Alleinerziehende","1","","","",""
"Etwas zu hoch","1997","Alleinerziehende","2","","","",""
"Etwas zu hoch","1997","Alleinerziehende","3","","","",""
"Etwas zu hoch","1997","Alleinerziehende","4","","","",""
"Etwas zu hoch","1997","Alleinerziehende","5","","","",""
"Etwas zu hoch","1997","Paar mit Kind(ern)","1","128","0.0897833402794216","0.0743265014727252","0.105240179086118"
"Etwas zu hoch","1997","Paar mit Kind(ern)","2","145","0.0829103444807711","0.0681792227525026","0.0976414662090396"
"Etwas zu hoch","1997","Paar mit Kind(ern)","3","89","0.104980067486831","0.0855187867219801","0.124441348251682"
"Etwas zu hoch","1997","Paar mit Kind(ern)","4","47","0.060146203784671","0.0399616688610617","0.0803307387082803"
"Etwas zu hoch","1997","Paar mit Kind(ern)","5","","","",""
"Etwas zu hoch","1997","Sonstige","1","","","",""
"Etwas zu hoch","1997","Sonstige","2","","","",""
"Etwas zu hoch","1997","Sonstige","3","","","",""
"Etwas zu hoch","1997","Sonstige","4","","","",""
"Etwas zu hoch","1997","Sonstige","5","","","",""
"Viel zu hoch","1997","1-Pers.- Haushalt","1","","","",""
"Viel zu hoch","1997","1-Pers.- Haushalt","2","","","",""
