year,hhtyp,rentown,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1994,Other Combinations,Tenant,,,,,,,,,,,,
1995,Single-person household,Owner,,,,,,,,,,,,
1995,Single-person household,Tenant,,,,,,,,,,,,
1995,Couple without children,Owner,,,,,,,,,,,,
1995,Couple without children,Tenant,,,,,,,,,,,,
1995,Single parent,Owner,,,,,,,,,,,,
1995,Single parent,Tenant,,,,,,,,,,,,
1995,Couple with children,Owner,,,,,,,,,,,,
1995,Couple with children,Tenant,,,,,,,,,,,,
1995,Multi-generational household,Owner,,,,,,,,,,,,
1995,Multi-generational household,Tenant,,,,,,,,,,,,
1995,Other Combinations,Owner,,,,,,,,,,,,
1995,Other Combinations,Tenant,,,,,,,,,,,,
1996,Single-person household,Owner,,,,,,,,,,,,
1996,Single-person household,Tenant,,,,,,,,,,,,
1996,Couple without children,Owner,,,,,,,,,,,,
1996,Couple without children,Tenant,,,,,,,,,,,,
1996,Single parent,Owner,,,,,,,,,,,,
1996,Single parent,Tenant,,,,,,,,,,,,
1996,Couple with children,Owner,,,,,,,,,,,,
1996,Couple with children,Tenant,,,,,,,,,,,,
1996,Multi-generational household,Owner,,,,,,,,,,,,
1996,Multi-generational household,Tenant,,,,,,,,,,,,
1996,Other Combinations,Owner,,,,,,,,,,,,
1996,Other Combinations,Tenant,,,,,,,,,,,,
1997,Single-person household,Owner,,,,,,,,,,,,
1997,Single-person household,Tenant,,,,,,,,,,,,
1997,Couple without children,Owner,,,,,,,,,,,,
1997,Couple without children,Tenant,,,,,,,,,,,,
1997,Single parent,Owner,,,,,,,,,,,,
1997,Single parent,Tenant,,,,,,,,,,,,
1997,Couple with children,Owner,,,,,,,,,,,,
1997,Couple with children,Tenant,,,,,,,,,,,,
1997,Multi-generational household,Owner,,,,,,,,,,,,
1997,Multi-generational household,Tenant,,,,,,,,,,,,
1997,Other Combinations,Owner,,,,,,,,,,,,
1997,Other Combinations,Tenant,,,,,,,,,,,,
1998,Single-person household,Owner,,,,,,,,,,,,
1998,Single-person household,Tenant,,,,,,,,,,,,
1998,Couple without children,Owner,,,,,,,,,,,,
1998,Couple without children,Tenant,,,,,,,,,,,,
1998,Single parent,Owner,,,,,,,,,,,,
1998,Single parent,Tenant,,,,,,,,,,,,
1998,Couple with children,Owner,,,,,,,,,,,,
1998,Couple with children,Tenant,,,,,,,,,,,,
1998,Multi-generational household,Owner,,,,,,,,,,,,
1998,Multi-generational household,Tenant,,,,,,,,,,,,
1998,Other Combinations,Owner,,,,,,,,,,,,
1998,Other Combinations,Tenant,,,,,,,,,,,,
1999,Single-person household,Owner,,,,,,,,,,,,
1999,Single-person household,Tenant,,,,,,,,,,,,
1999,Couple without children,Owner,,,,,,,,,,,,
1999,Couple without children,Tenant,,,,,,,,,,,,
1999,Single parent,Owner,,,,,,,,,,,,
1999,Single parent,Tenant,,,,,,,,,,,,
1999,Couple with children,Owner,,,,,,,,,,,,
1999,Couple with children,Tenant,,,,,,,,,,,,
1999,Multi-generational household,Owner,,,,,,,,,,,,
1999,Multi-generational household,Tenant,,,,,,,,,,,,
1999,Other Combinations,Owner,,,,,,,,,,,,
1999,Other Combinations,Tenant,,,,,,,,,,,,
2000,Single-person household,Owner,,,,,,,,,,,,
2000,Single-person household,Tenant,,,,,,,,,,,,
2000,Couple without children,Owner,,,,,,,,,,,,
2000,Couple without children,Tenant,,,,,,,,,,,,
2000,Single parent,Owner,,,,,,,,,,,,
2000,Single parent,Tenant,,,,,,,,,,,,
2000,Couple with children,Owner,,,,,,,,,,,,
2000,Couple with children,Tenant,,,,,,,,,,,,
2000,Multi-generational household,Owner,,,,,,,,,,,,
2000,Multi-generational household,Tenant,,,,,,,,,,,,
2000,Other Combinations,Owner,,,,,,,,,,,,
2000,Other Combinations,Tenant,,,,,,,,,,,,
2001,Single-person household,Owner,,,,,,,,,,,,
2001,Single-person household,Tenant,,,,,,,,,,,,
2001,Couple without children,Owner,,,,,,,,,,,,
2001,Couple without children,Tenant,,,,,,,,,,,,
2001,Single parent,Owner,,,,,,,,,,,,
2001,Single parent,Tenant,,,,,,,,,,,,
2001,Couple with children,Owner,,,,,,,,,,,,
2001,Couple with children,Tenant,,,,,,,,,,,,
2001,Multi-generational household,Owner,,,,,,,,,,,,
2001,Multi-generational household,Tenant,,,,,,,,,,,,
2001,Other Combinations,Owner,,,,,,,,,,,,
2001,Other Combinations,Tenant,,,,,,,,,,,,
2002,Single-person household,Owner,,,,,,,,,,,,
2002,Single-person household,Tenant,,,,,,,,,,,,
2002,Couple without children,Owner,,,,,,,,,,,,
2002,Couple without children,Tenant,,,,,,,,,,,,
2002,Single parent,Owner,,,,,,,,,,,,
2002,Single parent,Tenant,,,,,,,,,,,,
2002,Couple with children,Owner,,,,,,,,,,,,
2002,Couple with children,Tenant,,,,,,,,,,,,
2002,Multi-generational household,Owner,,,,,,,,,,,,
2002,Multi-generational household,Tenant,,,,,,,,,,,,
2002,Other Combinations,Owner,,,,,,,,,,,,
2002,Other Combinations,Tenant,,,,,,,,,,,,
2003,Single-person household,Owner,,,,,,,,,,,,
2003,Single-person household,Tenant,,,,,,,,,,,,
2003,Couple without children,Owner,,,,,,,,,,,,
2003,Couple without children,Tenant,,,,,,,,,,,,
2003,Single parent,Owner,,,,,,,,,,,,
2003,Single parent,Tenant,,,,,,,,,,,,
2003,Couple with children,Owner,,,,,,,,,,,,
2003,Couple with children,Tenant,,,,,,,,,,,,
2003,Multi-generational household,Owner,,,,,,,,,,,,
2003,Multi-generational household,Tenant,,,,,,,,,,,,
2003,Other Combinations,Owner,,,,,,,,,,,,
2003,Other Combinations,Tenant,,,,,,,,,,,,
2004,Single-person household,Owner,,,,,,,,,,,,
2004,Single-person household,Tenant,,,,,,,,,,,,
2004,Couple without children,Owner,,,,,,,,,,,,
2004,Couple without children,Tenant,,,,,,,,,,,,
2004,Single parent,Owner,,,,,,,,,,,,
2004,Single parent,Tenant,,,,,,,,,,,,
2004,Couple with children,Owner,,,,,,,,,,,,
2004,Couple with children,Tenant,,,,,,,,,,,,
2004,Multi-generational household,Owner,,,,,,,,,,,,
2004,Multi-generational household,Tenant,,,,,,,,,,,,
2004,Other Combinations,Owner,,,,,,,,,,,,
2004,Other Combinations,Tenant,,,,,,,,,,,,
2005,Single-person household,Owner,,,,,,,,,,,,
2005,Single-person household,Tenant,,,,,,,,,,,,
2005,Couple without children,Owner,,,,,,,,,,,,
2005,Couple without children,Tenant,,,,,,,,,,,,
2005,Single parent,Owner,,,,,,,,,,,,
2005,Single parent,Tenant,,,,,,,,,,,,
2005,Couple with children,Owner,,,,,,,,,,,,
2005,Couple with children,Tenant,,,,,,,,,,,,
2005,Multi-generational household,Owner,,,,,,,,,,,,
2005,Multi-generational household,Tenant,,,,,,,,,,,,
2005,Other Combinations,Owner,,,,,,,,,,,,
2005,Other Combinations,Tenant,,,,,,,,,,,,
2006,Single-person household,Owner,,,,,,,,,,,,
2006,Single-person household,Tenant,,,,,,,,,,,,
2006,Couple without children,Owner,,,,,,,,,,,,
2006,Couple without children,Tenant,,,,,,,,,,,,
2006,Single parent,Owner,,,,,,,,,,,,
2006,Single parent,Tenant,,,,,,,,,,,,
2006,Couple with children,Owner,,,,,,,,,,,,
2006,Couple with children,Tenant,,,,,,,,,,,,
2006,Multi-generational household,Owner,,,,,,,,,,,,
2006,Multi-generational household,Tenant,,,,,,,,,,,,
2006,Other Combinations,Owner,,,,,,,,,,,,
2006,Other Combinations,Tenant,,,,,,,,,,,,
2007,Single-person household,Owner,,,,,,,,,,,,
2007,Single-person household,Tenant,,,,,,,,,,,,
2007,Couple without children,Owner,,,,,,,,,,,,
2007,Couple without children,Tenant,,,,,,,,,,,,
2007,Single parent,Owner,,,,,,,,,,,,
2007,Single parent,Tenant,,,,,,,,,,,,
2007,Couple with children,Owner,,,,,,,,,,,,
2007,Couple with children,Tenant,,,,,,,,,,,,
2007,Multi-generational household,Owner,,,,,,,,,,,,
2007,Multi-generational household,Tenant,,,,,,,,,,,,
2007,Other Combinations,Owner,,,,,,,,,,,,
2007,Other Combinations,Tenant,,,,,,,,,,,,
2008,Single-person household,Owner,,,,,,,,,,,,
2008,Single-person household,Tenant,,,,,,,,,,,,
2008,Couple without children,Owner,,,,,,,,,,,,
2008,Couple without children,Tenant,,,,,,,,,,,,
2008,Single parent,Owner,,,,,,,,,,,,
2008,Single parent,Tenant,,,,,,,,,,,,
2008,Couple with children,Owner,,,,,,,,,,,,
2008,Couple with children,Tenant,,,,,,,,,,,,
2008,Multi-generational household,Owner,,,,,,,,,,,,
2008,Multi-generational household,Tenant,,,,,,,,,,,,
2008,Other Combinations,Owner,,,,,,,,,,,,
2008,Other Combinations,Tenant,,,,,,,,,,,,
2009,Single-person household,Owner,,,,,,,,,,,,
2009,Single-person household,Tenant,,,,,,,,,,,,
2009,Couple without children,Owner,,,,,,,,,,,,
2009,Couple without children,Tenant,,,,,,,,,,,,
2009,Single parent,Owner,,,,,,,,,,,,
2009,Single parent,Tenant,,,,,,,,,,,,
2009,Couple with children,Owner,,,,,,,,,,,,
2009,Couple with children,Tenant,,,,,,,,,,,,
2009,Multi-generational household,Owner,,,,,,,,,,,,
2009,Multi-generational household,Tenant,,,,,,,,,,,,
2009,Other Combinations,Owner,,,,,,,,,,,,
2009,Other Combinations,Tenant,,,,,,,,,,,,
2010,Single-person household,Owner,,,,,,,,,,,,
2010,Single-person household,Tenant,,,,,,,,,,,,
2010,Couple without children,Owner,,,,,,,,,,,,
2010,Couple without children,Tenant,,,,,,,,,,,,
2010,Single parent,Owner,,,,,,,,,,,,
2010,Single parent,Tenant,,,,,,,,,,,,
2010,Couple with children,Owner,,,,,,,,,,,,
2010,Couple with children,Tenant,,,,,,,,,,,,
2010,Multi-generational household,Owner,,,,,,,,,,,,
2010,Multi-generational household,Tenant,,,,,,,,,,,,
2010,Other Combinations,Owner,,,,,,,,,,,,
2010,Other Combinations,Tenant,,,,,,,,,,,,
2011,Single-person household,Owner,,,,,,,,,,,,
2011,Single-person household,Tenant,,,,,,,,,,,,
2011,Couple without children,Owner,,,,,,,,,,,,
2011,Couple without children,Tenant,,,,,,,,,,,,
2011,Single parent,Owner,,,,,,,,,,,,
2011,Single parent,Tenant,,,,,,,,,,,,
2011,Couple with children,Owner,,,,,,,,,,,,
2011,Couple with children,Tenant,,,,,,,,,,,,
2011,Multi-generational household,Owner,,,,,,,,,,,,
2011,Multi-generational household,Tenant,,,,,,,,,,,,
2011,Other Combinations,Owner,,,,,,,,,,,,
2011,Other Combinations,Tenant,,,,,,,,,,,,
2012,Single-person household,Owner,,,,,,,,,,,,
2012,Single-person household,Tenant,,,,,,,,,,,,
2012,Couple without children,Owner,,,,,,,,,,,,
2012,Couple without children,Tenant,,,,,,,,,,,,
2012,Single parent,Owner,,,,,,,,,,,,
2012,Single parent,Tenant,,,,,,,,,,,,
2012,Couple with children,Owner,,,,,,,,,,,,
2012,Couple with children,Tenant,,,,,,,,,,,,
2012,Multi-generational household,Owner,,,,,,,,,,,,
2012,Multi-generational household,Tenant,,,,,,,,,,,,
2012,Other Combinations,Owner,,,,,,,,,,,,
2012,Other Combinations,Tenant,,,,,,,,,,,,
2013,Single-person household,Owner,,,,,,,,,,,,
2013,Single-person household,Tenant,,,,,,,,,,,,
2013,Couple without children,Owner,,,,,,,,,,,,
2013,Couple without children,Tenant,,,,,,,,,,,,
2013,Single parent,Owner,,,,,,,,,,,,
2013,Single parent,Tenant,,,,,,,,,,,,
2013,Couple with children,Owner,,,,,,,,,,,,
2013,Couple with children,Tenant,,,,,,,,,,,,
2013,Multi-generational household,Owner,,,,,,,,,,,,
2013,Multi-generational household,Tenant,,,,,,,,,,,,
2013,Other Combinations,Owner,,,,,,,,,,,,
2013,Other Combinations,Tenant,,,,,,,,,,,,
2014,Single-person household,Owner,,,,,,,,,,,,
2014,Single-person household,Tenant,,,,,,,,,,,,
2014,Couple without children,Owner,,,,,,,,,,,,
2014,Couple without children,Tenant,,,,,,,,,,,,
2014,Single parent,Owner,,,,,,,,,,,,
2014,Single parent,Tenant,,,,,,,,,,,,
2014,Couple with children,Owner,,,,,,,,,,,,
2014,Couple with children,Tenant,,,,,,,,,,,,
2014,Multi-generational household,Owner,,,,,,,,,,,,
2014,Multi-generational household,Tenant,,,,,,,,,,,,
2014,Other Combinations,Owner,,,,,,,,,,,,
2014,Other Combinations,Tenant,,,,,,,,,,,,
2015,Single-person household,Owner,,,,,,,,,,,,
2015,Single-person household,Tenant,,,,,,,,,,,,
2015,Couple without children,Owner,,,,,,,,,,,,
2015,Couple without children,Tenant,,,,,,,,,,,,
2015,Single parent,Owner,,,,,,,,,,,,
2015,Single parent,Tenant,,,,,,,,,,,,
2015,Couple with children,Owner,,,,,,,,,,,,
2015,Couple with children,Tenant,,,,,,,,,,,,
2015,Multi-generational household,Owner,,,,,,,,,,,,
2015,Multi-generational household,Tenant,,,,,,,,,,,,
2015,Other Combinations,Owner,,,,,,,,,,,,
2015,Other Combinations,Tenant,,,,,,,,,,,,
2016,Single-person household,Owner,,,,,,,,,,,,
2016,Single-person household,Tenant,,,,,,,,,,,,
2016,Couple without children,Owner,,,,,,,,,,,,
2016,Couple without children,Tenant,,,,,,,,,,,,
2016,Single parent,Owner,,,,,,,,,,,,
2016,Single parent,Tenant,,,,,,,,,,,,
2016,Couple with children,Owner,,,,,,,,,,,,
2016,Couple with children,Tenant,,,,,,,,,,,,
2016,Multi-generational household,Owner,,,,,,,,,,,,
2016,Multi-generational household,Tenant,,,,,,,,,,,,
2016,Other Combinations,Owner,,,,,,,,,,,,
2016,Other Combinations,Tenant,,,,,,,,,,,,
2017,Single-person household,Owner,,,,,,,,,,,,
2017,Single-person household,Tenant,2695,3.307574743450045,3.161989174943269,3.429162134578447,0.0,3.0,5.0,0.0,10.0,3.0,3.0,3.0
2017,Couple without children,Owner,,,,,,,,,,,,
2017,Couple without children,Tenant,2013,3.092023904086198,2.9427713659706503,3.2565450757488907,0.0,3.0,5.0,0.0,10.0,3.0,3.0,4.0
2017,Single parent,Owner,,,,,,,,,,,,
2017,Single parent,Tenant,1108,4.546216614415807,4.258044558472201,4.797651389085796,2.0,5.0,7.0,0.0,10.0,5.0,5.0,5.0
2017,Couple with children,Owner,,,,,,,,,,,,
2017,Couple with children,Tenant,2300,3.6765051545500027,3.5426200108582986,3.8488849010996624,1.0,4.0,5.0,0.0,10.0,4.0,4.0,5.0
2017,Multi-generational household,Owner,,,,,,,,,,,,
2017,Multi-generational household,Tenant,55,4.27126378914278,3.102938892303733,5.484766974235227,1.0,5.0,7.0,0.0,10.0,5.0,4.949999999999989,8.0
2017,Other Combinations,Owner,,,,,,,,,,,,
2017,Other Combinations,Tenant,150,4.167678258262231,3.5512817373988614,4.733905942546203,1.0,5.0,6.0,0.0,10.0,5.0,5.0,7.0
2018,Single-person household,Owner,,,,,,,,,,,,
2018,Single-person household,Tenant,3209,3.4606623476988947,3.329586793046168,3.604948750767301,0.0,3.0,5.0,0.0,10.0,3.0,2.0,3.0
2018,Couple without children,Owner,,,,,,,,,,,,
2018,Couple without children,Tenant,2067,3.1341055457123677,2.9818723564481355,3.2784664954733858,0.0,3.0,5.0,0.0,10.0,3.0,3.0,3.0
2018,Single parent,Owner,,,,,,,,,,,,
2018,Single parent,Tenant,1130,4.562021203738938,4.255867819710673,4.855557197218057,2.0,5.0,7.0,0.0,10.0,5.0,5.0,5.0
2018,Couple with children,Owner,,,,,,,,,,,,
2018,Couple with children,Tenant,3287,3.8599860411419904,3.6536657785148163,4.026921212133435,1.0,4.0,6.0,0.0,10.0,4.0,4.0,4.0
2018,Multi-generational household,Owner,,,,,,,,,,,,
2018,Multi-generational household,Tenant,95,4.900684690422318,3.8622570877090547,6.193742773439369,3.0,5.0,8.0,0.0,10.0,5.0,3.0,7.0
2018,Other Combinations,Owner,,,,,,,,,,,,
2018,Other Combinations,Tenant,280,3.966825193151361,3.353438133588055,4.585301421052993,1.0,5.0,6.0,0.0,10.0,5.0,5.0,7.0
2019,Single-person household,Owner,,,,,,,,,,,,
2019,Single-person household,Tenant,,,,,,,,,,,,
2019,Couple without children,Owner,,,,,,,,,,,,
2019,Couple without children,Tenant,,,,,,,,,,,,
2019,Single parent,Owner,,,,,,,,,,,,
2019,Single parent,Tenant,,,,,,,,,,,,
2019,Couple with children,Owner,,,,,,,,,,,,
2019,Couple with children,Tenant,,,,,,,,,,,,
2019,Multi-generational household,Owner,,,,,,,,,,,,
2019,Multi-generational household,Tenant,,,,,,,,,,,,
2019,Other Combinations,Owner,,,,,,,,,,,,
2019,Other Combinations,Tenant,,,,,,,,,,,,
2020,Single-person household,Owner,,,,,,,,,,,,
2020,Single-person household,Tenant,3382,3.503121585599945,3.328561492661438,3.6294647009570173,1.0,3.0,5.0,0.0,10.0,3.0,2.0,3.0
2020,Couple without children,Owner,,,,,,,,,,,,
2020,Couple without children,Tenant,2305,3.2499256832591508,3.076189521286508,3.42464633895734,1.0,3.0,5.0,0.0,10.0,3.0,3.0,3.0
2020,Single parent,Owner,,,,,,,,,,,,
2020,Single parent,Tenant,947,4.595643281321697,4.303228141217458,4.92736613866026,2.0,5.0,7.0,0.0,10.0,5.0,5.0,5.0
2020,Couple with children,Owner,,,,,,,,,,,,
2020,Couple with children,Tenant,2147,3.637712347112849,3.3934457089026906,3.8477725961561915,1.0,4.0,5.0,0.0,10.0,4.0,4.0,5.0
2020,Multi-generational household,Owner,,,,,,,,,,,,
2020,Multi-generational household,Tenant,59,4.520331970409054,3.647114422720871,5.399020690180358,3.0,5.0,5.068416472799297,0.0,8.171041181998241,5.0,5.0,6.0249999999999995
2020,Other Combinations,Owner,,,,,,,,,,,,
2020,Other Combinations,Tenant,191,3.8883280117397154,3.2051577125060584,4.684579195201215,1.0,4.0,6.031216733086337,0.0,10.0,4.0,3.0,6.0
2021,Single-person household,Owner,,,,,,,,,,,,
2021,Single-person household,Tenant,,,,,,,,,,,,
2021,Couple without children,Owner,,,,,,,,,,,,
2021,Couple without children,Tenant,,,,,,,,,,,,
2021,Single parent,Owner,,,,,,,,,,,,
2021,Single parent,Tenant,,,,,,,,,,,,
2021,Couple with children,Owner,,,,,,,,,,,,
2021,Couple with children,Tenant,,,,,,,,,,,,
2021,Multi-generational household,Owner,,,,,,,,,,,,
2021,Multi-generational household,Tenant,,,,,,,,,,,,
2021,Other Combinations,Owner,,,,,,,,,,,,
2021,Other Combinations,Tenant,,,,,,,,,,,,
