year,regtyp,rentown,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
2017,Urban regions,Tenant,5786,3.408847115708854,3.372929924377405,3.4447643070403027,0.0,3.0,5.0,0.0,10.0,3.0,3.0,3.0
2017,Rural regions,Owner,,,,,,,,,,,,
2017,Rural regions,Tenant,2535,3.4750850079436124,3.42256472376734,3.527605292119885,1.0,3.0,5.0,0.0,10.0,3.0,2.0,3.0
2018,Urban regions,Owner,,,,,,,,,,,,
2018,Urban regions,Tenant,7189,3.56806662275625,3.536145695405247,3.599987550107253,1.0,3.0,6.0,0.0,10.0,3.0,2.0,3.0
2018,Rural regions,Owner,,,,,,,,,,,,
2018,Rural regions,Tenant,2879,3.470707056352527,3.4221285432850874,3.5192855694199667,1.0,3.0,5.0,0.0,10.0,3.0,2.0,3.0
2019,Urban regions,Owner,,,,,,,,,,,,
2019,Urban regions,Tenant,,,,,,,,,,,,
2019,Rural regions,Owner,,,,,,,,,,,,
2019,Rural regions,Tenant,,,,,,,,,,,,
2020,Urban regions,Owner,,,,,,,,,,,,
2020,Urban regions,Tenant,6505,3.590206982679448,3.557548740266688,3.6228652250922075,1.0,3.0,5.0,0.0,10.0,3.0,2.0,3.0
2020,Rural regions,Owner,,,,,,,,,,,,
2020,Rural regions,Tenant,2526,3.4842683926193896,3.430943508551751,3.537593276687028,1.0,3.0,5.0,0.0,10.0,3.0,2.0,3.0
2021,Urban regions,Owner,,,,,,,,,,,,
2021,Urban regions,Tenant,,,,,,,,,,,,
2021,Rural regions,Owner,,,,,,,,,,,,
2021,Rural regions,Tenant,,,,,,,,,,,,
