year,pli0098_h,migback,regtyp,proportion,n,lower_confidence,upper_confidence
1992,Never,No migration background,Urban regions,0.4694397283531409,17350,0.4620135800900856,0.4768658766161962
1992,Never,No migration background,Rural regions,0.3419637804187889,17350,0.3349051363059056,0.34902242453167215
1992,Never,Direct migration background,Urban regions,0.13355970571590267,17350,0.1284978078385151,0.13862160359329023
1992,Never,Direct migration background,Rural regions,0.03225806451612903,17350,0.029628975654071698,0.03488715337818636
1992,Never,Indirect migration background,Urban regions,0.019100169779286927,17350,0.017063421888178908,0.021136917670394946
1992,Never,Indirect migration background,Rural regions,0.0036785512167515563,17350,0.002777717826573299,0.004579384606929814
1994,At least once per week,No migration background,Urban regions,0.41376701966717094,16642,0.40628418117197346,0.42124985816236843
1994,At least once per week,Direct migration background,Urban regions,0.273071104387292,16642,0.2663019074051189,0.2798403013694651
1994,At least once per week,No migration background,Rural regions,0.25718608169440244,16642,0.25054533278250196,0.2638268306063029
1994,At least once per week,Direct migration background,Rural regions,0.03328290468986384,16642,0.03055760904294952,0.036008200336778165
1994,At least once per week,Indirect migration background,Urban regions,0.018910741301059002,16642,0.016841258365116265,0.02098022423700174
1994,At least once per week,Indirect migration background,Rural regions,0.0037821482602118004,16642,0.0028495389492926987,0.004714757571130902
1994,At least once per month,No migration background,Urban regions,0.4003451251078516,16642,0.39290086963082077,0.4077893805848824
1994,At least once per month,Direct migration background,Urban regions,0.2657463330457291,16642,0.2590349810864805,0.2724576850049777
1994,At least once per month,No migration background,Rural regions,0.2441760138050043,16642,0.23764899073990736,0.25070303687010126
1994,At least once per month,Indirect migration background,Urban regions,0.04227782571182054,16642,0.03922058660699698,0.045335064816644094
1994,At least once per month,Direct migration background,Rural regions,0.04055220017256255,16642,0.03755530743602908,0.043549092909096025
1994,At least once per month,Indirect migration background,Rural regions,0.006902502157031924,16642,0.005644583577091822,0.008160420736972027
1994,Seldom,No migration background,Urban regions,0.4951111111111111,16642,0.4875148032828226,0.5027074189393996
1994,Seldom,No migration background,Rural regions,0.2785185185185185,16642,0.27170779979121623,0.28532923724582077
1994,Seldom,Direct migration background,Urban regions,0.1597037037037037,16642,0.15413791094782625,0.16526949645958117
1994,Seldom,Indirect migration background,Urban regions,0.03437037037037037,16642,0.0316024683657886,0.03713827237495214
1994,Seldom,Direct migration background,Rural regions,0.025777777777777778,16642,0.023370062846053863,0.028185492709501693
1994,Seldom,Indirect migration background,Rural regions,0.006518518518518518,16642,0.005295853033712781,0.007741184003324255
1994,Never,No migration background,Urban regions,0.48592175459395376,16642,0.4783280954891173,0.4935154136987902
1994,Never,No migration background,Rural regions,0.3415826911677534,16642,0.3343773946142232,0.3487879877212836
1994,Never,Direct migration background,Urban regions,0.11099585062240663,16642,0.10622321170342887,0.1157684895413844
1994,Never,Direct migration background,Rural regions,0.02993479549496147,16642,0.02734573663521487,0.03252385435470807
1994,Never,Indirect migration background,Urban regions,0.026526378186129223,16642,0.024084891361219815,0.02896786501103863
1994,Never,Indirect migration background,Rural regions,0.005038529934795495,16642,0.003962787338974371,0.00611427253061662
1995,At least once per week,No migration background,Urban regions,0.3888140161725067,17246,0.38153840418835283,0.3960896281566606
1995,At least once per week,Direct migration background,Urban regions,0.3247978436657682,17246,0.3178085166701092,0.3317871706614272
1995,At least once per week,No migration background,Rural regions,0.2183288409703504,17246,0.21216318229078693,0.2244944996499139
1995,At least once per week,Direct migration background,Rural regions,0.0431266846361186,17246,0.04009480372486237,0.04615856554737483
1995,At least once per week,Indirect migration background,Urban regions,0.0215633423180593,17246,0.019395457136079923,0.023731227500038678
1995,At least once per week,Indirect migration background,Rural regions,0.0033692722371967657,17246,0.0025044097332730672,0.004234134741120464
1995,At least once per month,No migration background,Urban regions,0.37158908507223115,17246,0.36437692736701205,0.37880124277745025
1995,At least once per month,Direct migration background,Urban regions,0.29614767255216695,17246,0.28933359898722205,0.30296174611711185
1995,At least once per month,No migration background,Rural regions,0.2520064205457464,17246,0.24552654569242952,0.2584862953990633
1995,At least once per month,Direct migration background,Rural regions,0.040930979133226325,17246,0.03797390046179905,0.0438880578046536
1995,At least once per month,Indirect migration background,Urban regions,0.03290529695024077,17246,0.030242860257348073,0.03556773364313347
1995,At least once per month,Indirect migration background,Rural regions,0.006420545746388443,17246,0.005228482895410967,0.007612608597365919
1995,Seldom,No migration background,Urban regions,0.47424828818100623,17246,0.4667957344794167,0.48170084188259576
1995,Seldom,No migration background,Rural regions,0.28907412920512054,17246,0.28230818124967216,0.2958400771605689
1995,Seldom,Direct migration background,Urban regions,0.16522774635308127,17246,0.1596848421498775,0.17077065055628504
1995,Seldom,Indirect migration background,Urban regions,0.03423637987496279,17246,0.03152249625627061,0.03695026349365496
1995,Seldom,Direct migration background,Rural regions,0.03304554927061625,17246,0.030377638033233657,0.03571346050799885
1995,Seldom,Indirect migration background,Rural regions,0.004167907115212861,17246,0.0032063746429843902,0.005129439587441332
1995,Never,No migration background,Urban regions,0.4701351547740154,17246,0.4626860205927884,0.4775842889552424
1995,Never,No migration background,Rural regions,0.33498038075861064,17246,0.32793606531504893,0.34202469620217235
1995,Never,Direct migration background,Urban regions,0.12527248946374073,17246,0.12033193004043863,0.13021304888704283
1995,Never,Direct migration background,Rural regions,0.03458799593082401,17246,0.03186070839695512,0.0373152834646929
1995,Never,Indirect migration background,Urban regions,0.02921087051300683,17246,0.026697557484286,0.031724183541727666
1995,Never,Indirect migration background,Rural regions,0.005813108559802355,17246,0.004678489398750527,0.006947727720854183
1996,At least once per week,No migration background,Urban regions,0.3964723926380368,16862,0.3890889896120831,0.4038557956639905
1996,At least once per week,Direct migration background,Urban regions,0.2983128834355828,16862,0.2914071583512316,0.30521860851993404
1996,At least once per week,No migration background,Rural regions,0.2331288343558282,16862,0.2267467766122854,0.23951089209937101
1996,At least once per week,Direct migration background,Rural regions,0.05138036809815951,16862,0.04804805201936542,0.0547126841769536
1996,At least once per week,Indirect migration background,Urban regions,0.01687116564417178,16862,0.0149272416047251,0.018815089683618457
1996,At least once per week,Indirect migration background,Rural regions,0.003834355828220859,16862,0.0029015021781459865,0.004767209478295731
1996,At least once per month,No migration background,Urban regions,0.3826745164003364,16862,0.3753382785624731,0.3900107542381997
1996,At least once per month,Direct migration background,Urban regions,0.2783851976450799,16862,0.27162004944191,0.28515034584824983
1996,At least once per month,No migration background,Rural regions,0.2657695542472666,16862,0.2591019419727442,0.272437166521789
1996,At least once per month,Direct migration background,Rural regions,0.03532380151387721,16862,0.03253751336071208,0.03811008966704233
1996,At least once per month,Indirect migration background,Urban regions,0.0336417157275021,16862,0.030920207295243245,0.03636322415976096
1996,At least once per month,Indirect migration background,Rural regions,0.004205214465937763,16862,0.003228470970799123,0.0051819579610764025
1996,Seldom,No migration background,Urban regions,0.4690489589195273,16862,0.4615164812058568,0.4765814366331978
1996,Seldom,No migration background,Rural regions,0.289251547552054,16862,0.2824077471359149,0.29609534796819315
1996,Seldom,Direct migration background,Urban regions,0.16432189082723692,16862,0.15872858258436498,0.16991519907010885
1996,Seldom,Indirect migration background,Urban regions,0.03967360720315138,16862,0.03672741004766959,0.04261980435863316
1996,Seldom,Direct migration background,Rural regions,0.032639279684862126,16862,0.029957234833578792,0.03532132453614546
1996,Seldom,Indirect migration background,Rural regions,0.005064715813168261,16862,0.003993254521302338,0.006136177105034184
1996,Never,No migration background,Urban regions,0.47319174216545373,16862,0.46565564664766323,0.48072783768324423
1996,Never,No migration background,Rural regions,0.33358087034011585,16862,0.32646421677473203,0.3406975239054997
1996,Never,Direct migration background,Urban regions,0.12149116292885787,16862,0.1165600273801974,0.12642229847751835
1996,Never,Direct migration background,Rural regions,0.03401158473191742,16862,0.031275680306748335,0.036747489157086505
1996,Never,Indirect migration background,Urban regions,0.030595574038318727,16862,0.027996112889352835,0.033195035187284616
1996,Never,Indirect migration background,Rural regions,0.007129065795336403,16862,0.005859181246817842,0.008398950343854964
1997,At least once per week,No migration background,Urban regions,0.40408805031446543,16487,0.39659749003354494,0.4115786105953859
1997,At least once per week,Direct migration background,Urban regions,0.29559748427672955,16487,0.2886320841678157,0.3025628843856434
1997,At least once per week,No migration background,Rural regions,0.22641509433962265,16487,0.22002669679380277,0.23280349188544253
1997,At least once per week,Direct migration background,Rural regions,0.04716981132075472,16487,0.04393368790294873,0.05040593473856071
1997,At least once per week,Indirect migration background,Urban regions,0.0220125786163522,16487,0.019772891524927224,0.024252265707777176
1997,At least once per week,Indirect migration background,Rural regions,0.0047169811320754715,16487,0.0036710800336373414,0.005762882230513602
1997,At least once per month,No migration background,Urban regions,0.41900452488687784,16487,0.4114730334974901,0.4265360162762656
1997,At least once per month,No migration background,Rural regions,0.25972850678733034,16487,0.25303520241586797,0.2664218111587927
1997,At least once per month,Direct migration background,Urban regions,0.2506787330316742,16487,0.2440629991512366,0.25729446691211183
1997,At least once per month,Direct migration background,Rural regions,0.039819004524886875,16487,0.03683426109725472,0.04280374795251903
1997,At least once per month,Indirect migration background,Urban regions,0.02895927601809955,16487,0.02639952440997567,0.031519027626223425
1997,At least once per month,Indirect migration background,Rural regions,0.0018099547511312218,16487,0.0011611325104830695,0.002458776991779374
1997,Seldom,No migration background,Urban regions,0.4663488502523836,16487,0.45873385858761867,0.4739638419171485
1997,Seldom,No migration background,Rural regions,0.2857543466068424,16487,0.2788582160004646,0.2926504772132202
1997,Seldom,Direct migration background,Urban regions,0.16797532249018507,16487,0.16226874002089176,0.17368190495947838
1997,Seldom,Indirect migration background,Urban regions,0.040661805945036454,16487,0.03764696467445493,0.04367664721561798
1997,Seldom,Direct migration background,Rural regions,0.03224901850813236,16487,0.02955236397145167,0.034945673044813046
1997,Seldom,Indirect migration background,Rural regions,0.007010656197420078,16487,0.005737044963068522,0.008284267431771635
1997,Never,No migration background,Urban regions,0.4700958758179881,16487,0.46247724160365555,0.4777145100323207
1997,Never,No migration background,Rural regions,0.34287018718612083,16487,0.33562456474123875,0.3501158096310029
1997,Never,Direct migration background,Urban regions,0.11611626845229037,16487,0.11122603763662368,0.12100649926795705
1997,Never,Indirect migration background,Urban regions,0.0328717090245016,16487,0.03015002039948762,0.03559339764951558
1997,Never,Direct migration background,Rural regions,0.031197686805661238,16487,0.02854391220660895,0.033851461404713526
1997,Never,Indirect migration background,Rural regions,0.006848272713437833,16487,0.0055893949080044174,0.008107150518871249
1998,At least once per week,No migration background,Urban regions,0.42053445850914206,18147,0.41335208058523165,0.42771683643305247
1998,At least once per week,Direct migration background,Urban regions,0.26230661040787623,18147,0.2559063710617797,0.26870684975397274
1998,At least once per week,No migration background,Rural regions,0.2348804500703235,18147,0.22871248740259098,0.241048412738056
1998,At least once per week,Direct migration background,Rural regions,0.05485232067510549,18147,0.051539476634081864,0.05816516471612911
1998,At least once per week,Indirect migration background,Urban regions,0.02109704641350211,18147,0.01900614141738074,0.02318795140962348
1998,At least once per week,Indirect migration background,Rural regions,0.006329113924050633,18147,0.00517527179730103,0.007482956050800235
1998,At least once per month,No migration background,Urban regions,0.4383561643835616,18147,0.4311368208355676,0.44557550793155565
1998,At least once per month,No migration background,Rural regions,0.2800608828006088,18147,0.273527655562295,0.2865941100389226
1998,At least once per month,Direct migration background,Urban regions,0.21385083713850836,18147,0.20788513442925072,0.219816539847766
1998,At least once per month,Direct migration background,Rural regions,0.03272450532724505,18147,0.03013590328430093,0.035313107370189174
1998,At least once per month,Indirect migration background,Urban regions,0.02663622526636225,18147,0.024293466449863278,0.028978984082861224
1998,At least once per month,Indirect migration background,Rural regions,0.00837138508371385,18147,0.007045741308200839,0.009697028859226861
1998,Seldom,No migration background,Urban regions,0.4834812623274162,18147,0.47621039004741234,0.49075213460742
1998,Seldom,No migration background,Rural regions,0.3010355029585799,18147,0.2943614435372031,0.30770956237995667
1998,Seldom,Direct migration background,Urban regions,0.14003944773175542,18147,0.13499029960926975,0.14508859585424108
1998,Seldom,Indirect migration background,Urban regions,0.041913214990138066,18147,0.03899759066946029,0.04482883931081584
1998,Seldom,Direct migration background,Rural regions,0.029092702169625246,18147,0.02664738855999631,0.03153801577925418
1998,Seldom,Indirect migration background,Rural regions,0.004437869822485207,18147,0.003470761511956375,0.005404978133014039
1998,Never,No migration background,Urban regions,0.492759735695206,18147,0.48548565493252244,0.5000338164578896
1998,Never,No migration background,Rural regions,0.3417685927175594,18147,0.334867640391928,0.34866954504319075
1998,Never,Direct migration background,Urban regions,0.10389427808238437,18147,0.09945482887185604,0.1083337272929127
1998,Never,Indirect migration background,Urban regions,0.03149163503444397,18147,0.028950645100621893,0.034032624968266055
1998,Never,Direct migration background,Rural regions,0.02375931393223675,18147,0.021543419575634618,0.025975208288838883
1998,Never,Indirect migration background,Rural regions,0.0063264445381695485,18147,0.005172844211516194,0.007480044864822903
1999,At least once per week,No migration background,Urban regions,0.4282218597063622,17396,0.42086860579944235,0.435575113613282
1999,At least once per week,No migration background,Rural regions,0.24551386623164764,17396,0.23911806415262246,0.2519096683106728
1999,At least once per week,Direct migration background,Urban regions,0.24143556280587275,17396,0.23507598578425587,0.24779513982748963
1999,At least once per week,Direct migration background,Rural regions,0.05464926590538336,17396,0.05127157409379663,0.05802695771697009
1999,At least once per week,Indirect migration background,Urban regions,0.021207177814029365,17396,0.019066170264505605,0.023348185363553126
1999,At least once per week,Indirect migration background,Rural regions,0.00897226753670473,17396,0.007570986053413676,0.010373549019995784
1999,At least once per month,No migration background,Urban regions,0.44501278772378516,17396,0.43762764138283994,0.4523979340647304
1999,At least once per month,No migration background,Rural regions,0.2625745950554135,17396,0.25603551323183277,0.2691136768789942
1999,At least once per month,Direct migration background,Urban regions,0.2216538789428815,17396,0.2154814596151987,0.22782629827056428
1999,At least once per month,Direct migration background,Rural regions,0.03324808184143223,17396,0.030583848919747334,0.03591231476311712
1999,At least once per month,Indirect migration background,Urban regions,0.030690537084398978,17396,0.028127441263741237,0.033253632905056715
1999,At least once per month,Indirect migration background,Rural regions,0.0068201193520886615,17396,0.005597077507837828,0.008043161196339495
1999,Seldom,No migration background,Urban regions,0.4929820241319872,17396,0.48555254114985624,0.5004115071141182
1999,Seldom,No migration background,Rural regions,0.29820241319871954,17396,0.2914042296855006,0.30500059671193847
1999,Seldom,Direct migration background,Urban regions,0.1403595173602561,17396,0.13519760371798756,0.14552143100252463
1999,Seldom,Indirect migration background,Urban regions,0.040384141836985965,17396,0.0374587401379421,0.04330954353602983
1999,Seldom,Direct migration background,Rural regions,0.023147008126077322,17396,0.02091244097905783,0.025381575273096816
1999,Seldom,Indirect migration background,Rural regions,0.004924895345973898,17396,0.003884597245662932,0.005965193446284865
1999,Never,No migration background,Urban regions,0.4829578278451762,17396,0.47553193017390105,0.4903837255164514
1999,Never,No migration background,Rural regions,0.3512420566146736,17396,0.3441483050976025,0.3583358081317447
1999,Never,Direct migration background,Urban regions,0.10080878105141537,17396,0.09633467182684036,0.10528289027599039
1999,Never,Indirect migration background,Urban regions,0.036395147313691506,17396,0.03361221526731833,0.039178079360064684
1999,Never,Direct migration background,Rural regions,0.022819179664933565,17396,0.020600120646952266,0.025038238682914864
1999,Never,Indirect migration background,Rural regions,0.005777007510109763,17396,0.004650783610817786,0.006903231409401741
2001,At least once per week,No migration background,Urban regions,0.4676294820717131,27798,0.4617639523966447,0.47349501174678155
2001,At least once per week,No migration background,Rural regions,0.2798804780876494,27798,0.27460286082210966,0.2851580953531891
2001,At least once per week,Direct migration background,Urban regions,0.18725099601593626,27798,0.1826649375481366,0.19183705448373592
2001,At least once per week,Direct migration background,Rural regions,0.037848605577689244,27798,0.03560526121468555,0.040091949940692935
2001,At least once per week,Indirect migration background,Urban regions,0.018924302788844622,27798,0.017322494639005877,0.020526110938683367
2001,At least once per week,Indirect migration background,Rural regions,0.00846613545816733,27798,0.007389061121087248,0.009543209795247413
2001,At least once per month,No migration background,Urban regions,0.49495919347095535,27798,0.48908163134035937,0.5008367556015514
2001,At least once per month,No migration background,Rural regions,0.30244839174267885,27798,0.2970487728528653,0.3078480106324924
2001,At least once per month,Direct migration background,Urban regions,0.14114258281325012,27798,0.13704960998431664,0.1452355556421836
2001,At least once per month,Direct migration background,Rural regions,0.037926068170907344,27798,0.035680519718262235,0.04017161662355245
2001,At least once per month,Indirect migration background,Urban regions,0.019683149303888623,27798,0.018050173223297526,0.02131612538447972
2001,At least once per month,Indirect migration background,Rural regions,0.003840614498319731,27798,0.003113481138104888,0.004567747858534574
2001,Seldom,No migration background,Urban regions,0.533238591504816,27798,0.5273737328055843,0.5391034502040477
2001,Seldom,No migration background,Rural regions,0.2959103110690036,27798,0.2905444016458079,0.3012762204921993
2001,Seldom,Direct migration background,Urban regions,0.11321648507816201,27798,0.10949159950949615,0.11694137064682787
2001,Seldom,Indirect migration background,Urban regions,0.029685772935417652,27798,0.0276906039907489,0.031680941880086404
2001,Seldom,Direct migration background,Rural regions,0.023843360176851413,27798,0.022049895687532496,0.02563682466617033
2001,Seldom,Indirect migration background,Rural regions,0.0041054792357492495,27798,0.0033537907505571626,0.004857167720941337
2001,Never,No migration background,Urban regions,0.5134791685576836,27798,0.5076034439713683,0.519354893143999
2001,Never,No migration background,Rural regions,0.3429245711173641,27798,0.3373442882803842,0.34850485395434394
2001,Never,Direct migration background,Urban regions,0.08840882272851049,27798,0.08507150806690865,0.09174613739011232
2001,Never,Indirect migration background,Urban regions,0.03285830988472361,27798,0.03076266853563504,0.03495395123381218
2001,Never,Direct migration background,Rural regions,0.018607606426431878,27798,0.01701900153415173,0.020196211318712028
2001,Never,Indirect migration background,Rural regions,0.0037215212852863755,27798,0.003005707720356055,0.004437334850216696
2003,At least once per week,No migration background,Urban regions,0.5042309606769537,27727,0.498345789690059,0.5101161316638485
2003,At least once per week,No migration background,Rural regions,0.2618218018914883,27727,0.25664706657376973,0.26699653720920685
2003,At least once per week,Direct migration background,Urban regions,0.16674962667994028,27727,0.16236204894715905,0.1711372044127215
2003,At least once per week,Direct migration background,Rural regions,0.03633648581383773,27727,0.03413386976163844,0.03853910186603702
2003,At least once per week,Indirect migration background,Urban regions,0.024390243902439025,27727,0.022574515993201285,0.026205971811676766
2003,At least once per week,Indirect migration background,Rural regions,0.006470881035340966,27727,0.005527088282821918,0.0074146737878600134
2003,At least once per month,No migration background,Urban regions,0.5188223938223938,27727,0.5129411837770191,0.5247036038677685
2003,At least once per month,No migration background,Rural regions,0.27364864864864863,27727,0.26840088026758513,0.27889641702971213
2003,At least once per month,Direct migration background,Urban regions,0.1443050193050193,27727,0.14016878777339498,0.1484412508366436
2003,At least once per month,Direct migration background,Rural regions,0.029922779922779922,27727,0.027917344173302473,0.03192821567225737
2003,At least once per month,Indirect migration background,Urban regions,0.02944015444015444,27727,0.0274504625404524,0.03142984633985648
2003,At least once per month,Indirect migration background,Rural regions,0.003861003861003861,27727,0.003131017545100152,0.00459099017690757
2003,Seldom,No migration background,Urban regions,0.5622337188070603,27727,0.5563941036424636,0.568073333971657
2003,Seldom,No migration background,Rural regions,0.2836275106512477,27727,0.2783217426466425,0.2889332786558529
2003,Seldom,Direct migration background,Urban regions,0.10027388922702374,27727,0.09673836577658151,0.10380941267746596
2003,Seldom,Indirect migration background,Urban regions,0.030432136335970784,27727,0.028410235011369758,0.03245403766057181
2003,Seldom,Direct migration background,Rural regions,0.01902008520998174,27727,0.017412252288133277,0.0206279181318302
2003,Seldom,Indirect migration background,Rural regions,0.004412659768715764,27727,0.0036324802689297665,0.005192839268501761
2003,Never,No migration background,Urban regions,0.53430749682338,27727,0.5284359857085296,0.5401790079382304
2003,Never,No migration background,Rural regions,0.3408059538936286,27727,0.3352268447846607,0.3463850630025965
2003,Never,Direct migration background,Urban regions,0.07433290978398983,27727,0.07124529857501964,0.07742052099296003
2003,Never,Indirect migration background,Urban regions,0.028589580686149935,27727,0.02662798317542163,0.03055117819687824
2003,Never,Direct migration background,Rural regions,0.018061354147758214,27727,0.016493802132488813,0.019628906163027614
2003,Never,Indirect migration background,Rural regions,0.0039027046650934832,27727,0.0031688021866334995,0.004636607143553467
2005,At least once per week,No migration background,Urban regions,0.49740932642487046,25520,0.49127481596966865,0.5035438368800723
2005,At least once per week,No migration background,Rural regions,0.2636729994242948,25520,0.2582669012382994,0.2690790976102902
2005,At least once per week,Direct migration background,Urban regions,0.16810592976396085,25520,0.1635177411043007,0.172694118423621
2005,At least once per week,Direct migration background,Rural regions,0.03166378814047208,25520,0.02951541230749953,0.03381216397344462
2005,At least once per week,Indirect migration background,Urban regions,0.03051237766263673,25520,0.028402171455040787,0.032622583870232674
2005,At least once per week,Indirect migration background,Rural regions,0.008635578583765112,25520,0.007500363583774212,0.009770793583756014
2005,At least once per month,No migration background,Urban regions,0.5182207931404073,25520,0.5120902750286761,0.5243513112521384
2005,At least once per month,No migration background,Rural regions,0.28938906752411575,25520,0.28382525178305795,0.29495288326517355
2005,At least once per month,Direct migration background,Urban regions,0.13665594855305466,25520,0.1324416824268703,0.14087021467923902
2005,At least once per month,Direct migration background,Rural regions,0.03054662379421222,25520,0.028435270995869837,0.0326579765925546
2005,At least once per month,Indirect migration background,Urban regions,0.02304394426580922,25520,0.02120303807153177,0.024884850460086667
2005,At least once per month,Indirect migration background,Rural regions,0.0021436227224008574,25520,0.0015761775168783758,0.002711067927923339
2005,Seldom,No migration background,Urban regions,0.5686844229217111,25520,0.5626079862773875,0.5747608595660346
2005,Seldom,No migration background,Rural regions,0.28393866020984665,25520,0.27840639343801965,0.28947092698167365
2005,Seldom,Direct migration background,Urban regions,0.09330104923325262,25520,0.08973250933503929,0.09686958913146596
2005,Seldom,Indirect migration background,Urban regions,0.029217110573042777,25520,0.02715080082307643,0.031283420323009126
2005,Seldom,Direct migration background,Rural regions,0.019531880548829702,25520,0.017834010275923334,0.02122975082173607
2005,Seldom,Indirect migration background,Rural regions,0.005326876513317191,25520,0.004433792649670242,0.0062199603769641405
2005,Never,No migration background,Urban regions,0.5282621191799195,25520,0.5221373341985266,0.5343869041613124
2005,Never,No migration background,Rural regions,0.33770837325158076,25520,0.3319059249068236,0.34351082159633795
2005,Never,Direct migration background,Urban regions,0.07693044644567924,25520,0.07366094091802815,0.08019995197333034
2005,Never,Indirect migration background,Urban regions,0.03602222648016862,25520,0.033735919602614926,0.03830853335772231
2005,Never,Direct migration background,Rural regions,0.016574056332630774,25520,0.015007662472165617,0.01814045019309593
2005,Never,Indirect migration background,Rural regions,0.004502778310021077,25520,0.00368133793513832,0.0053242186849038345
2007,At least once per week,No migration background,Urban regions,0.5022675736961452,25385,0.4961167535865159,0.5084183938057744
2007,At least once per week,No migration background,Rural regions,0.27267573696145125,25385,0.26719732391296863,0.2781541500099339
2007,At least once per week,Direct migration background,Urban regions,0.15306122448979592,25385,0.14863201636897946,0.15749043261061238
2007,At least once per week,Direct migration background,Rural regions,0.035147392290249435,25385,0.03288199420389587,0.037412790376603
2007,At least once per week,Indirect migration background,Urban regions,0.02947845804988662,25385,0.027397695806791328,0.031559220292981915
2007,At least once per week,Indirect migration background,Rural regions,0.007369614512471655,25385,0.006317449985190827,0.008421779039752483
2007,At least once per month,No migration background,Urban regions,0.5161114145275806,25385,0.5099637252566633,0.5222591037984978
2007,At least once per month,No migration background,Rural regions,0.318405243036592,25385,0.3126743709744112,0.3241361150987728
2007,At least once per month,Direct migration background,Urban regions,0.09994538503549973,25385,0.0962557510009149,0.10363501907008456
2007,At least once per month,Indirect migration background,Urban regions,0.030584380120152924,25385,0.028466153920495736,0.03270260631981011
