year,migback,quintil_oecd,pli0098_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1994,Direct migration background,4th Quintile,At least once per month,0.14108,61,12595,0.14050,0.14165
1994,Direct migration background,4th Quintile,Seldom,0.26632,110,12595,0.26560,0.26705
1994,Direct migration background,4th Quintile,Never,0.47895,162,12595,0.47813,0.47978
1994,Direct migration background,5th Quintile,At least once per month,0.13891,51,12595,0.13830,0.13952
1994,Direct migration background,5th Quintile,Seldom,0.32671,90,12595,0.32588,0.32754
1994,Direct migration background,5th Quintile,Never,0.53439,111,12595,0.53350,0.53527
1994,Indirect migration background,1st Quintile,Seldom,0.31730,32,12595,0.31550,0.31909
1994,Indirect migration background,1st Quintile,Never,0.68270,65,12595,0.68091,0.68450
1994,Indirect migration background,2nd Quintile,Seldom,0.36013,36,12595,0.35805,0.36221
1994,Indirect migration background,2nd Quintile,Never,0.63987,45,12595,0.63779,0.64195
1994,Indirect migration background,3rd Quintile,Seldom,0.38594,35,12595,0.38398,0.38790
1994,Indirect migration background,3rd Quintile,Never,0.61406,55,12595,0.61210,0.61602
1994,Indirect migration background,4th Quintile,Never,1.00000,47,12595,1.00000,1.00000
1995,No migration background,1st Quintile,At least once per week,0.10554,135,12993,0.10533,0.10574
1995,No migration background,1st Quintile,At least once per month,0.08603,99,12993,0.08585,0.08621
1995,No migration background,1st Quintile,Seldom,0.21636,306,12993,0.21609,0.21663
1995,No migration background,1st Quintile,Never,0.59207,1027,12993,0.59175,0.59239
1995,No migration background,2nd Quintile,At least once per week,0.10728,181,12993,0.10709,0.10746
1995,No migration background,2nd Quintile,At least once per month,0.09981,159,12993,0.09962,0.09999
1995,No migration background,2nd Quintile,Seldom,0.26488,467,12993,0.26461,0.26515
1995,No migration background,2nd Quintile,Never,0.52804,1178,12993,0.52774,0.52835
1995,No migration background,3rd Quintile,At least once per week,0.10410,168,12993,0.10392,0.10428
1995,No migration background,3rd Quintile,At least once per month,0.08651,157,12993,0.08634,0.08667
1995,No migration background,3rd Quintile,Seldom,0.28105,570,12993,0.28079,0.28132
1995,No migration background,3rd Quintile,Never,0.52834,1190,12993,0.52804,0.52863
1995,No migration background,4th Quintile,At least once per week,0.10960,198,12993,0.10943,0.10978
1995,No migration background,4th Quintile,At least once per month,0.08501,180,12993,0.08485,0.08517
1995,No migration background,4th Quintile,Seldom,0.31956,654,12993,0.31930,0.31982
1995,No migration background,4th Quintile,Never,0.48583,1133,12993,0.48555,0.48611
1995,No migration background,5th Quintile,At least once per week,0.12321,239,12993,0.12303,0.12339
1995,No migration background,5th Quintile,At least once per month,0.08842,191,12993,0.08826,0.08857
1995,No migration background,5th Quintile,Seldom,0.28904,604,12993,0.28879,0.28929
1995,No migration background,5th Quintile,Never,0.49933,1090,12993,0.49906,0.49960
1995,Direct migration background,1st Quintile,At least once per week,0.18472,198,12993,0.18426,0.18518
1995,Direct migration background,1st Quintile,At least once per month,0.11298,114,12993,0.11261,0.11336
1995,Direct migration background,1st Quintile,Seldom,0.19693,174,12993,0.19646,0.19741
1995,Direct migration background,1st Quintile,Never,0.50536,338,12993,0.50477,0.50596
1995,Direct migration background,2nd Quintile,At least once per week,0.24900,171,12993,0.24841,0.24959
1995,Direct migration background,2nd Quintile,At least once per month,0.14205,116,12993,0.14157,0.14253
1995,Direct migration background,2nd Quintile,Seldom,0.17888,156,12993,0.17835,0.17941
1995,Direct migration background,2nd Quintile,Never,0.43007,293,12993,0.42938,0.43075
1995,Direct migration background,3rd Quintile,At least once per week,0.18370,100,12993,0.18313,0.18427
1995,Direct migration background,3rd Quintile,At least once per month,0.16043,88,12993,0.15989,0.16097
1995,Direct migration background,3rd Quintile,Seldom,0.23725,132,12993,0.23662,0.23788
1995,Direct migration background,3rd Quintile,Never,0.41862,192,12993,0.41789,0.41935
1995,Direct migration background,4th Quintile,At least once per week,0.10382,50,12993,0.10333,0.10431
1995,Direct migration background,4th Quintile,At least once per month,0.10179,55,12993,0.10131,0.10228
1995,Direct migration background,4th Quintile,Seldom,0.24762,117,12993,0.24693,0.24831
1995,Direct migration background,4th Quintile,Never,0.54677,182,12993,0.54597,0.54757
1995,Direct migration background,5th Quintile,At least once per week,0.10816,34,12993,0.10762,0.10869
1995,Direct migration background,5th Quintile,At least once per month,0.14543,50,12993,0.14482,0.14604
1995,Direct migration background,5th Quintile,Seldom,0.35210,96,12993,0.35127,0.35293
1995,Direct migration background,5th Quintile,Never,0.39431,103,12993,0.39346,0.39516
1995,Indirect migration background,1st Quintile,Seldom,0.28532,33,12993,0.28360,0.28704
1995,Indirect migration background,1st Quintile,Never,0.71468,72,12993,0.71296,0.71640
1995,Indirect migration background,2nd Quintile,Seldom,0.39987,43,12993,0.39778,0.40196
1995,Indirect migration background,2nd Quintile,Never,0.60013,60,12993,0.59804,0.60222
1995,Indirect migration background,3rd Quintile,Never,1.00000,50,12993,1.00000,1.00000
1995,Indirect migration background,4th Quintile,Never,1.00000,50,12993,1.00000,1.00000
1996,No migration background,1st Quintile,At least once per week,0.08872,110,12812,0.08854,0.08890
1996,No migration background,1st Quintile,At least once per month,0.08308,104,12812,0.08290,0.08326
1996,No migration background,1st Quintile,Seldom,0.26668,363,12812,0.26640,0.26697
1996,No migration background,1st Quintile,Never,0.56152,984,12812,0.56120,0.56184
1996,No migration background,2nd Quintile,At least once per week,0.09222,140,12812,0.09204,0.09240
1996,No migration background,2nd Quintile,At least once per month,0.08375,141,12812,0.08358,0.08392
1996,No migration background,2nd Quintile,Seldom,0.28421,503,12812,0.28393,0.28448
1996,No migration background,2nd Quintile,Never,0.53982,1135,12812,0.53951,0.54013
1996,No migration background,3rd Quintile,At least once per week,0.09712,174,12812,0.09695,0.09729
1996,No migration background,3rd Quintile,At least once per month,0.09128,162,12812,0.09112,0.09145
1996,No migration background,3rd Quintile,Seldom,0.30542,571,12812,0.30515,0.30569
1996,No migration background,3rd Quintile,Never,0.50618,1184,12812,0.50589,0.50647
1996,No migration background,4th Quintile,At least once per week,0.10989,199,12812,0.10972,0.11007
1996,No migration background,4th Quintile,At least once per month,0.09157,189,12812,0.09140,0.09173
1996,No migration background,4th Quintile,Seldom,0.31689,669,12812,0.31663,0.31715
1996,No migration background,4th Quintile,Never,0.48165,1155,12812,0.48137,0.48193
1996,No migration background,5th Quintile,At least once per week,0.11849,206,12812,0.11831,0.11866
1996,No migration background,5th Quintile,At least once per month,0.08603,178,12812,0.08588,0.08619
1996,No migration background,5th Quintile,Seldom,0.31673,627,12812,0.31648,0.31699
1996,No migration background,5th Quintile,Never,0.47875,1074,12812,0.47848,0.47902
1996,Direct migration background,1st Quintile,At least once per week,0.18576,166,12812,0.18529,0.18622
1996,Direct migration background,1st Quintile,At least once per month,0.12628,126,12812,0.12588,0.12667
1996,Direct migration background,1st Quintile,Seldom,0.21123,185,12812,0.21075,0.21172
1996,Direct migration background,1st Quintile,Never,0.47673,331,12812,0.47614,0.47733
1996,Direct migration background,2nd Quintile,At least once per week,0.21214,137,12812,0.21157,0.21271
1996,Direct migration background,2nd Quintile,At least once per month,0.10218,96,12812,0.10176,0.10261
1996,Direct migration background,2nd Quintile,Seldom,0.26183,184,12812,0.26122,0.26244
1996,Direct migration background,2nd Quintile,Never,0.42385,257,12812,0.42316,0.42454
1996,Direct migration background,3rd Quintile,At least once per week,0.15496,78,12812,0.15441,0.15550
1996,Direct migration background,3rd Quintile,At least once per month,0.12603,66,12812,0.12553,0.12653
1996,Direct migration background,3rd Quintile,Seldom,0.24803,118,12812,0.24738,0.24868
1996,Direct migration background,3rd Quintile,Never,0.47098,199,12812,0.47023,0.47173
1996,Direct migration background,4th Quintile,At least once per week,0.11044,52,12812,0.10994,0.11094
1996,Direct migration background,4th Quintile,At least once per month,0.13777,52,12812,0.13722,0.13832
1996,Direct migration background,4th Quintile,Seldom,0.28596,123,12812,0.28524,0.28668
1996,Direct migration background,4th Quintile,Never,0.46584,161,12812,0.46504,0.46663
1996,Direct migration background,5th Quintile,At least once per month,0.09507,34,12812,0.09455,0.09559
1996,Direct migration background,5th Quintile,Seldom,0.41355,91,12812,0.41268,0.41441
1996,Direct migration background,5th Quintile,Never,0.49138,104,12812,0.49050,0.49227
1996,Indirect migration background,1st Quintile,Seldom,0.41499,49,12812,0.41327,0.41671
1996,Indirect migration background,1st Quintile,Never,0.58501,86,12812,0.58329,0.58673
1996,Indirect migration background,2nd Quintile,Seldom,0.32528,39,12812,0.32339,0.32718
1996,Indirect migration background,2nd Quintile,Never,0.67472,68,12812,0.67282,0.67661
1996,Indirect migration background,3rd Quintile,Never,1.00000,58,12812,1.00000,1.00000
1996,Indirect migration background,4th Quintile,Seldom,0.53926,43,12812,0.53713,0.54138
1996,Indirect migration background,4th Quintile,Never,0.46074,41,12812,0.45862,0.46287
1997,No migration background,1st Quintile,At least once per week,0.10423,114,12633,0.10403,0.10443
1997,No migration background,1st Quintile,At least once per month,0.08134,92,12633,0.08116,0.08152
1997,No migration background,1st Quintile,Seldom,0.22474,291,12633,0.22447,0.22501
1997,No migration background,1st Quintile,Never,0.58969,956,12633,0.58937,0.59001
1997,No migration background,2nd Quintile,At least once per week,0.09541,147,12633,0.09523,0.09559
1997,No migration background,2nd Quintile,At least once per month,0.08924,150,12633,0.08906,0.08941
1997,No migration background,2nd Quintile,Seldom,0.29901,509,12633,0.29873,0.29930
1997,No migration background,2nd Quintile,Never,0.51634,1123,12633,0.51603,0.51665
1997,No migration background,3rd Quintile,At least once per week,0.09216,162,12633,0.09199,0.09233
1997,No migration background,3rd Quintile,At least once per month,0.07856,145,12633,0.07840,0.07872
1997,No migration background,3rd Quintile,Seldom,0.31833,616,12633,0.31805,0.31860
1997,No migration background,3rd Quintile,Never,0.51096,1117,12633,0.51067,0.51125
1997,No migration background,4th Quintile,At least once per week,0.10902,203,12633,0.10885,0.10920
1997,No migration background,4th Quintile,At least once per month,0.08732,194,12633,0.08716,0.08748
1997,No migration background,4th Quintile,Seldom,0.30624,649,12633,0.30599,0.30650
1997,No migration background,4th Quintile,Never,0.49741,1147,12633,0.49713,0.49769
1997,No migration background,5th Quintile,At least once per week,0.11235,189,12633,0.11218,0.11253
1997,No migration background,5th Quintile,At least once per month,0.08504,181,12633,0.08488,0.08519
1997,No migration background,5th Quintile,Seldom,0.32629,662,12633,0.32604,0.32655
1997,No migration background,5th Quintile,Never,0.47632,1083,12633,0.47605,0.47659
1997,Direct migration background,1st Quintile,At least once per week,0.17502,160,12633,0.17457,0.17547
1997,Direct migration background,1st Quintile,At least once per month,0.14371,127,12633,0.14330,0.14412
1997,Direct migration background,1st Quintile,Seldom,0.26021,205,12633,0.25969,0.26073
1997,Direct migration background,1st Quintile,Never,0.42106,270,12633,0.42048,0.42164
1997,Direct migration background,2nd Quintile,At least once per week,0.18867,136,12633,0.18814,0.18921
1997,Direct migration background,2nd Quintile,At least once per month,0.08685,62,12633,0.08647,0.08724
1997,Direct migration background,2nd Quintile,Seldom,0.29322,195,12633,0.29259,0.29384
1997,Direct migration background,2nd Quintile,Never,0.43126,269,12633,0.43058,0.43194
1997,Direct migration background,3rd Quintile,At least once per week,0.15612,71,12633,0.15555,0.15668
1997,Direct migration background,3rd Quintile,At least once per month,0.09725,59,12633,0.09679,0.09771
1997,Direct migration background,3rd Quintile,Seldom,0.28355,111,12633,0.28285,0.28425
1997,Direct migration background,3rd Quintile,Never,0.46308,171,12633,0.46231,0.46386
1997,Direct migration background,4th Quintile,At least once per week,0.14910,54,12633,0.14853,0.14967
1997,Direct migration background,4th Quintile,At least once per month,0.08833,43,12633,0.08787,0.08878
1997,Direct migration background,4th Quintile,Seldom,0.32234,128,12633,0.32160,0.32309
1997,Direct migration background,4th Quintile,Never,0.44023,144,12633,0.43944,0.44102
1997,Direct migration background,5th Quintile,At least once per month,0.13978,35,12633,0.13916,0.14040
1997,Direct migration background,5th Quintile,Seldom,0.29432,81,12633,0.29351,0.29514
1997,Direct migration background,5th Quintile,Never,0.56590,117,12633,0.56502,0.56678
1997,Indirect migration background,1st Quintile,Seldom,0.43902,50,12633,0.43739,0.44065
1997,Indirect migration background,1st Quintile,Never,0.56098,74,12633,0.55935,0.56261
1997,Indirect migration background,2nd Quintile,Seldom,0.33434,53,12633,0.33276,0.33593
1997,Indirect migration background,2nd Quintile,Never,0.66566,89,12633,0.66407,0.66724
1997,Indirect migration background,3rd Quintile,Seldom,0.33005,34,12633,0.32817,0.33192
1997,Indirect migration background,3rd Quintile,Never,0.66995,50,12633,0.66808,0.67183
1997,Indirect migration background,4th Quintile,Seldom,0.36387,32,12633,0.36204,0.36571
1997,Indirect migration background,4th Quintile,Never,0.63613,47,12633,0.63429,0.63796
1997,Indirect migration background,5th Quintile,Never,1.00000,36,12633,1.00000,1.00000
1998,No migration background,1st Quintile,At least once per week,0.07535,93,12052,0.07516,0.07554
1998,No migration background,1st Quintile,At least once per month,0.08776,99,12052,0.08756,0.08797
1998,No migration background,1st Quintile,Seldom,0.24426,308,12052,0.24395,0.24457
1998,No migration background,1st Quintile,Never,0.59263,913,12052,0.59228,0.59299
1998,No migration background,2nd Quintile,At least once per week,0.09774,159,12052,0.09755,0.09794
1998,No migration background,2nd Quintile,At least once per month,0.08491,146,12052,0.08473,0.08510
1998,No migration background,2nd Quintile,Seldom,0.27280,477,12052,0.27250,0.27310
1998,No migration background,2nd Quintile,Never,0.54455,1070,12052,0.54421,0.54488
1998,No migration background,3rd Quintile,At least once per week,0.08457,147,12052,0.08439,0.08475
1998,No migration background,3rd Quintile,At least once per month,0.09020,161,12052,0.09002,0.09038
1998,No migration background,3rd Quintile,Seldom,0.31566,597,12052,0.31536,0.31596
1998,No migration background,3rd Quintile,Never,0.50957,1122,12052,0.50925,0.50989
1998,No migration background,4th Quintile,At least once per week,0.12150,212,12052,0.12130,0.12170
1998,No migration background,4th Quintile,At least once per month,0.07487,156,12052,0.07471,0.07503
1998,No migration background,4th Quintile,Seldom,0.30788,676,12052,0.30760,0.30817
1998,No migration background,4th Quintile,Never,0.49575,1121,12052,0.49544,0.49605
1998,No migration background,5th Quintile,At least once per week,0.11009,180,12052,0.10990,0.11028
1998,No migration background,5th Quintile,At least once per month,0.10077,192,12052,0.10059,0.10095
1998,No migration background,5th Quintile,Seldom,0.32200,634,12052,0.32171,0.32228
1998,No migration background,5th Quintile,Never,0.46715,995,12052,0.46685,0.46745
1998,Direct migration background,1st Quintile,At least once per week,0.20262,159,12052,0.20213,0.20312
1998,Direct migration background,1st Quintile,At least once per month,0.11228,90,12052,0.11190,0.11267
1998,Direct migration background,1st Quintile,Seldom,0.26914,202,12052,0.26859,0.26968
1998,Direct migration background,1st Quintile,Never,0.41596,274,12052,0.41535,0.41656
1998,Direct migration background,2nd Quintile,At least once per week,0.20876,113,12052,0.20814,0.20937
1998,Direct migration background,2nd Quintile,At least once per month,0.12059,81,12052,0.12010,0.12108
1998,Direct migration background,2nd Quintile,Seldom,0.26979,163,12052,0.26912,0.27047
1998,Direct migration background,2nd Quintile,Never,0.40086,209,12052,0.40012,0.40161
1998,Direct migration background,3rd Quintile,At least once per week,0.14022,68,12052,0.13965,0.14080
1998,Direct migration background,3rd Quintile,At least once per month,0.19575,62,12052,0.19509,0.19641
1998,Direct migration background,3rd Quintile,Seldom,0.26966,111,12052,0.26892,0.27039
1998,Direct migration background,3rd Quintile,Never,0.39437,146,12052,0.39356,0.39518
1998,Direct migration background,4th Quintile,At least once per week,0.12898,41,12052,0.12840,0.12956
1998,Direct migration background,4th Quintile,At least once per month,0.13190,39,12052,0.13132,0.13249
1998,Direct migration background,4th Quintile,Seldom,0.27366,101,12052,0.27289,0.27443
1998,Direct migration background,4th Quintile,Never,0.46545,138,12052,0.46459,0.46632
1998,Direct migration background,5th Quintile,Seldom,0.46577,71,12052,0.46468,0.46686
1998,Direct migration background,5th Quintile,Never,0.53423,91,12052,0.53314,0.53532
1998,Indirect migration background,1st Quintile,Seldom,0.32470,50,12052,0.32333,0.32606
1998,Indirect migration background,1st Quintile,Never,0.67530,93,12052,0.67394,0.67667
1998,Indirect migration background,2nd Quintile,Seldom,0.41640,49,12052,0.41451,0.41830
1998,Indirect migration background,2nd Quintile,Never,0.58360,59,12052,0.58170,0.58549
1998,Indirect migration background,3rd Quintile,Seldom,0.31554,33,12052,0.31384,0.31724
1998,Indirect migration background,3rd Quintile,Never,0.68446,58,12052,0.68276,0.68616
1998,Indirect migration background,4th Quintile,Seldom,0.44810,42,12052,0.44626,0.44995
1998,Indirect migration background,4th Quintile,Never,0.55190,51,12052,0.55005,0.55374
1999,No migration background,1st Quintile,At least once per week,0.09084,121,13394,0.09065,0.09103
1999,No migration background,1st Quintile,At least once per month,0.06028,94,13394,0.06012,0.06043
1999,No migration background,1st Quintile,Seldom,0.26303,400,13394,0.26274,0.26331
1999,No migration background,1st Quintile,Never,0.58586,1090,13394,0.58554,0.58618
1999,No migration background,2nd Quintile,At least once per week,0.07627,136,13394,0.07611,0.07643
1999,No migration background,2nd Quintile,At least once per month,0.08760,167,13394,0.08742,0.08777
1999,No migration background,2nd Quintile,Seldom,0.28787,566,13394,0.28760,0.28815
1999,No migration background,2nd Quintile,Never,0.54826,1258,13394,0.54796,0.54856
1999,No migration background,3rd Quintile,At least once per week,0.10718,199,13394,0.10699,0.10736
1999,No migration background,3rd Quintile,At least once per month,0.07143,160,13394,0.07128,0.07158
1999,No migration background,3rd Quintile,Seldom,0.31861,706,13394,0.31834,0.31889
1999,No migration background,3rd Quintile,Never,0.50278,1215,13394,0.50249,0.50308
1999,No migration background,4th Quintile,At least once per week,0.09335,191,13394,0.09318,0.09351
1999,No migration background,4th Quintile,At least once per month,0.08898,207,13394,0.08882,0.08914
1999,No migration background,4th Quintile,Seldom,0.33307,767,13394,0.33280,0.33334
1999,No migration background,4th Quintile,Never,0.48460,1186,13394,0.48432,0.48488
1999,No migration background,5th Quintile,At least once per week,0.09870,188,13394,0.09854,0.09886
