"pli0098_h","year","bildungsniveau","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Seltener","1995","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","8","","",""
"Seltener","1995","Hauptschule","1 Einkommensschwächstes Quintil","614","0.252205001596474","0.23522907143483","0.269180931758118"
"Seltener","1995","Hauptschule","2","511","0.281200965212827","0.260862035248116","0.301539895177538"
"Seltener","1995","Hauptschule","3","300","0.312675321537597","0.283242668418505","0.34210797465669"
"Seltener","1995","Hauptschule","4","178","0.33169029465668","0.292695257039077","0.370685332274283"
"Seltener","1995","Hauptschule","5 Einkommensstärkstes Quintil","46","0.26504348824901","0.200387170720553","0.329699805777467"
"Seltener","1995","Realschule","1 Einkommensschwächstes Quintil","244","0.239716601538978","0.214232136567929","0.265201066510027"
"Seltener","1995","Realschule","2","255","0.314133983122831","0.283975846944114","0.344292119301548"
"Seltener","1995","Realschule","3","154","0.300710095214185","0.262139991238044","0.339280199190327"
"Seltener","1995","Realschule","4","97","0.267921404680967","0.223509543891866","0.312333265470068"
"Seltener","1995","Realschule","5 Einkommensstärkstes Quintil","45","0.248001620199155","0.184913505405728","0.311089734992583"
"Seltener","1995","(Fach-)Abitur","1 Einkommensschwächstes Quintil","101","0.274381271229091","0.229752600386967","0.319009942071216"
"Seltener","1995","(Fach-)Abitur","2","75","0.271901307861756","0.219878270503558","0.323924345219954"
"Seltener","1995","(Fach-)Abitur","3","51","0.237178290543722","0.17521167267813","0.299144908409313"
"Seltener","1995","(Fach-)Abitur","4","38","0.323096844936619","0.24301352463798","0.403180165235259"
"Seltener","1995","(Fach-)Abitur","5 Einkommensstärkstes Quintil","16","","",""
"Seltener","1995","AkademikerIn","1 Einkommensschwächstes Quintil","81","0.197369925874373","0.156140737931504","0.238599113817241"
"Seltener","1995","AkademikerIn","2","97","0.241825274836675","0.202438024724779","0.28121252494857"
"Seltener","1995","AkademikerIn","3","83","0.215834523944966","0.174140231734539","0.257528816155393"
"Seltener","1995","AkademikerIn","4","70","0.242842662539319","0.194954486787475","0.290730838291162"
"Seltener","1995","AkademikerIn","5 Einkommensstärkstes Quintil","81","0.305308683248108","0.248334679001378","0.362282687494839"
"Nie","1995","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","231","0.52100913711985","0.476225390177395","0.565792884062304"
"Nie","1995","(noch) kein Abschluss","2","91","0.514503260112761","0.448758850723764","0.580247669501757"
"Nie","1995","(noch) kein Abschluss","3","41","0.429303431787261","0.331304833519815","0.527302030054706"
"Nie","1995","(noch) kein Abschluss","4","29","","",""
"Nie","1995","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","8","","",""
"Nie","1995","Hauptschule","1 Einkommensschwächstes Quintil","1272","0.499439314376256","0.4798943363897","0.518984292362813"
"Nie","1995","Hauptschule","2","915","0.472055776807529","0.449471476808393","0.494640076806664"
"Nie","1995","Hauptschule","3","454","0.468440661707845","0.436759229256294","0.500122094159396"
"Nie","1995","Hauptschule","4","253","0.449392153059529","0.408193025622329","0.49059128049673"
"Nie","1995","Hauptschule","5 Einkommensstärkstes Quintil","81","0.424895611457312","0.352479360202289","0.497311862712334"
"Nie","1995","Realschule","1 Einkommensschwächstes Quintil","693","0.599405374410317","0.570153642389726","0.628657106430909"
"Nie","1995","Realschule","2","525","0.520022103194546","0.487562073277298","0.552482133111794"
"Nie","1995","Realschule","3","302","0.519452445184906","0.477429231695472","0.56147565867434"
"Nie","1995","Realschule","4","223","0.565554306208168","0.515846875617447","0.615261736798889"
"Nie","1995","Realschule","5 Einkommensstärkstes Quintil","97","0.55463361389804","0.482027423587581","0.627239804208499"
"Nie","1995","(Fach-)Abitur","1 Einkommensschwächstes Quintil","179","0.517603082204318","0.467624587920967","0.567581576487668"
"Nie","1995","(Fach-)Abitur","2","151","0.553033245691471","0.494902196490062","0.611164294892881"
"Nie","1995","(Fach-)Abitur","3","103","0.609090659012003","0.53800405009643","0.680177267927576"
"Nie","1995","(Fach-)Abitur","4","66","0.491239336895586","0.405631056449038","0.576847617342135"
"Nie","1995","(Fach-)Abitur","5 Einkommensstärkstes Quintil","45","0.622327802074054","0.514042418834783","0.730613185313326"
"Nie","1995","AkademikerIn","1 Einkommensschwächstes Quintil","234","0.651680022976632","0.602327089323155","0.701032956630109"
"Nie","1995","AkademikerIn","2","295","0.606625556995783","0.561690676954742","0.651560437036824"
"Nie","1995","AkademikerIn","3","220","0.561854555739917","0.511570141731985","0.612138969747848"
"Nie","1995","AkademikerIn","4","179","0.54030840651043","0.484650498844554","0.595966314176306"
"Nie","1995","AkademikerIn","5 Einkommensstärkstes Quintil","124","0.504944275869932","0.443091385320668","0.566797166419196"
"Täglich","1996","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","",""
"Täglich","1996","(noch) kein Abschluss","2","","","",""
"Täglich","1996","(noch) kein Abschluss","3","","","",""
"Täglich","1996","(noch) kein Abschluss","4","","","",""
"Täglich","1996","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Täglich","1996","Hauptschule","1 Einkommensschwächstes Quintil","","","",""
"Täglich","1996","Hauptschule","2","","","",""
"Täglich","1996","Hauptschule","3","","","",""
"Täglich","1996","Hauptschule","4","","","",""
"Täglich","1996","Hauptschule","5 Einkommensstärkstes Quintil","","","",""
"Täglich","1996","Realschule","1 Einkommensschwächstes Quintil","","","",""
"Täglich","1996","Realschule","2","","","",""
"Täglich","1996","Realschule","3","","","",""
"Täglich","1996","Realschule","4","","","",""
"Täglich","1996","Realschule","5 Einkommensstärkstes Quintil","","","",""
"Täglich","1996","(Fach-)Abitur","1 Einkommensschwächstes Quintil","","","",""
"Täglich","1996","(Fach-)Abitur","2","","","",""
"Täglich","1996","(Fach-)Abitur","3","","","",""
"Täglich","1996","(Fach-)Abitur","4","","","",""
"Täglich","1996","(Fach-)Abitur","5 Einkommensstärkstes Quintil","","","",""
"Täglich","1996","AkademikerIn","1 Einkommensschwächstes Quintil","","","",""
"Täglich","1996","AkademikerIn","2","","","",""
"Täglich","1996","AkademikerIn","3","","","",""
"Täglich","1996","AkademikerIn","4","","","",""
"Täglich","1996","AkademikerIn","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","1996","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","59","0.103143371064107","0.0738104551578639","0.13247628697035"
"Min 1x pro Woche","1996","(noch) kein Abschluss","2","46","0.158980271617256","0.11410028591883","0.203860257315682"
"Min 1x pro Woche","1996","(noch) kein Abschluss","3","7","","",""
"Min 1x pro Woche","1996","(noch) kein Abschluss","4","5","","",""
"Min 1x pro Woche","1996","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","3","","",""
"Min 1x pro Woche","1996","Hauptschule","1 Einkommensschwächstes Quintil","293","0.129209982039832","0.115489577920859","0.142930386158805"
"Min 1x pro Woche","1996","Hauptschule","2","205","0.119142221674598","0.104332016283381","0.133952427065815"
"Min 1x pro Woche","1996","Hauptschule","3","109","0.122985413899971","0.102475672359768","0.143495155440174"
"Min 1x pro Woche","1996","Hauptschule","4","56","0.105350098403581","0.0806405518113778","0.130059644995784"
"Min 1x pro Woche","1996","Hauptschule","5 Einkommensstärkstes Quintil","24","","",""
"Min 1x pro Woche","1996","Realschule","1 Einkommensschwächstes Quintil","63","0.0869541184042853","0.0693845538589603","0.10452368294961"
"Min 1x pro Woche","1996","Realschule","2","54","0.0651445049547693","0.0491106285522727","0.0811783813572659"
"Min 1x pro Woche","1996","Realschule","3","56","0.112364197281004","0.0872610783442453","0.137467316217762"
"Min 1x pro Woche","1996","Realschule","4","31","0.105257394291033","0.0749165835023301","0.135598205079736"
"Min 1x pro Woche","1996","Realschule","5 Einkommensstärkstes Quintil","18","","",""
"Min 1x pro Woche","1996","(Fach-)Abitur","1 Einkommensschwächstes Quintil","46","0.113624876192249","0.0795392352135246","0.147710517170973"
"Min 1x pro Woche","1996","(Fach-)Abitur","2","29","","",""
"Min 1x pro Woche","1996","(Fach-)Abitur","3","22","","",""
"Min 1x pro Woche","1996","(Fach-)Abitur","4","6","","",""
"Min 1x pro Woche","1996","(Fach-)Abitur","5 Einkommensstärkstes Quintil","2","","",""
"Min 1x pro Woche","1996","AkademikerIn","1 Einkommensschwächstes Quintil","19","","",""
"Min 1x pro Woche","1996","AkademikerIn","2","40","0.0966688049810731","0.0698099005710502","0.123527709391096"
"Min 1x pro Woche","1996","AkademikerIn","3","39","0.128222503385724","0.0937335954446934","0.162711411326754"
"Min 1x pro Woche","1996","AkademikerIn","4","23","","",""
"Min 1x pro Woche","1996","AkademikerIn","5 Einkommensstärkstes Quintil","32","0.119767550528806","0.0832686678113007","0.156266433246311"
"Min 1x pro Monat","1996","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","55","0.102935952172685","0.0736291566606863","0.132242747684684"
"Min 1x pro Monat","1996","(noch) kein Abschluss","2","32","0.0836440942185419","0.049663753150749","0.117624435286335"
"Min 1x pro Monat","1996","(noch) kein Abschluss","3","8","","",""
"Min 1x pro Monat","1996","(noch) kein Abschluss","4","3","","",""
"Min 1x pro Monat","1996","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","3","","",""
"Min 1x pro Monat","1996","Hauptschule","1 Einkommensschwächstes Quintil","236","0.101412853950495","0.0890650776633909","0.113760630237598"
"Min 1x pro Monat","1996","Hauptschule","2","207","0.111786723635883","0.0973811989344417","0.126192248337324"
"Min 1x pro Monat","1996","Hauptschule","3","98","0.0961283635685789","0.0777202565894775","0.11453647054768"
"Min 1x pro Monat","1996","Hauptschule","4","59","0.0898412055539107","0.0668258804065097","0.112856530701312"
"Min 1x pro Monat","1996","Hauptschule","5 Einkommensstärkstes Quintil","19","","",""
"Min 1x pro Monat","1996","Realschule","1 Einkommensschwächstes Quintil","63","0.0684517867290279","0.0527059885132372","0.0841975849448187"
"Min 1x pro Monat","1996","Realschule","2","66","0.0932608187338431","0.0743670672768995","0.112154570190787"
"Min 1x pro Monat","1996","Realschule","3","39","0.0775664607921141","0.0563046214625613","0.0988283001216669"
"Min 1x pro Monat","1996","Realschule","4","27","","",""
"Min 1x pro Monat","1996","Realschule","5 Einkommensstärkstes Quintil","18","","",""
"Min 1x pro Monat","1996","(Fach-)Abitur","1 Einkommensschwächstes Quintil","26","","",""
"Min 1x pro Monat","1996","(Fach-)Abitur","2","29","","",""
"Min 1x pro Monat","1996","(Fach-)Abitur","3","17","","",""
"Min 1x pro Monat","1996","(Fach-)Abitur","4","20","","",""
"Min 1x pro Monat","1996","(Fach-)Abitur","5 Einkommensstärkstes Quintil","6","","",""
"Min 1x pro Monat","1996","AkademikerIn","1 Einkommensschwächstes Quintil","17","","",""
"Min 1x pro Monat","1996","AkademikerIn","2","31","0.0693295815635111","0.0462419778655241","0.0924171852614981"
"Min 1x pro Monat","1996","AkademikerIn","3","24","","",""
"Min 1x pro Monat","1996","AkademikerIn","4","29","","",""
"Min 1x pro Monat","1996","AkademikerIn","5 Einkommensstärkstes Quintil","23","","",""
"Seltener","1996","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","100","0.254629055064246","0.21261319342992","0.296644916698572"
"Seltener","1996","(noch) kein Abschluss","2","67","0.262485660374142","0.208482891659182","0.316488429089103"
"Seltener","1996","(noch) kein Abschluss","3","23","","",""
"Seltener","1996","(noch) kein Abschluss","4","16","","",""
"Seltener","1996","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","3","","",""
"Seltener","1996","Hauptschule","1 Einkommensschwächstes Quintil","608","0.28357969061671","0.265142970798102","0.302016410435319"
"Seltener","1996","Hauptschule","2","533","0.308486672496595","0.28737153966528","0.32960180532791"
"Seltener","1996","Hauptschule","3","304","0.305225859148028","0.276467608727957","0.333984109568099"
"Seltener","1996","Hauptschule","4","198","0.360341537076846","0.321700214483758","0.398982859669935"
"Seltener","1996","Hauptschule","5 Einkommensstärkstes Quintil","77","0.390128050283039","0.323356097341234","0.456900003224845"
"Seltener","1996","Realschule","1 Einkommensschwächstes Quintil","238","0.282866850710231","0.254782748469555","0.310950952950906"
"Seltener","1996","Realschule","2","252","0.309037525072317","0.279014100038071","0.339060950106563"
"Seltener","1996","Realschule","3","182","0.326267852601059","0.289000625591057","0.363535079611061"
"Seltener","1996","Realschule","4","119","0.321080850513702","0.274920611655129","0.367241089372274"
"Seltener","1996","Realschule","5 Einkommensstärkstes Quintil","69","0.333815789943872","0.269882720851639","0.397748859036104"
"Seltener","1996","(Fach-)Abitur","1 Einkommensschwächstes Quintil","104","0.286092964917526","0.237552895355815","0.334633034479237"
"Seltener","1996","(Fach-)Abitur","2","83","0.311460014059927","0.257601464481225","0.365318563638629"
"Seltener","1996","(Fach-)Abitur","3","51","0.217938569129022","0.162233547770829","0.273643590487215"
"Seltener","1996","(Fach-)Abitur","4","30","0.199123501858578","0.13047667767274","0.267770326044416"
"Seltener","1996","(Fach-)Abitur","5 Einkommensstärkstes Quintil","23","","",""
"Seltener","1996","AkademikerIn","1 Einkommensschwächstes Quintil","77","0.251221741089917","0.201644808879829","0.300798673300005"
"Seltener","1996","AkademikerIn","2","103","0.234409526914482","0.195905380153567","0.272913673675396"
"Seltener","1996","AkademikerIn","3","85","0.276533543248083","0.230393542285606","0.322673544210561"
"Seltener","1996","AkademikerIn","4","84","0.261262794873082","0.214147856452361","0.308377733293803"
"Seltener","1996","AkademikerIn","5 Einkommensstärkstes Quintil","96","0.317898398136307","0.265552819646829","0.370243976625786"
"Nie","1996","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","199","0.539291621698962","0.491218983462847","0.587364259935078"
"Nie","1996","(noch) kein Abschluss","2","110","0.49488997379006","0.433524326007325","0.556255621572796"
"Nie","1996","(noch) kein Abschluss","3","51","0.592617435548232","0.490537233974109","0.694697637122355"
"Nie","1996","(noch) kein Abschluss","4","29","","",""
"Nie","1996","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","19","","",""
"Nie","1996","Hauptschule","1 Einkommensschwächstes Quintil","1159","0.485797473392963","0.465353896778234","0.506241050007692"
"Nie","1996","Hauptschule","2","893","0.460584382192924","0.437797143605527","0.483371620780322"
"Nie","1996","Hauptschule","3","474","0.475660363383422","0.444472558983065","0.50684816778378"
"Nie","1996","Hauptschule","4","280","0.444467158965662","0.404473102830182","0.484461215101141"
"Nie","1996","Hauptschule","5 Einkommensstärkstes Quintil","85","0.415238170913784","0.347783923209947","0.482692418617621"
"Nie","1996","Realschule","1 Einkommensschwächstes Quintil","624","0.561727244156456","0.530788363300414","0.592666125012498"
"Nie","1996","Realschule","2","538","0.532557151239071","0.500140006111561","0.56497429636658"
"Nie","1996","Realschule","3","331","0.483801489325823","0.444078833676439","0.523524144975207"
"Nie","1996","Realschule","4","216","0.508522666537682","0.459096296038951","0.557949037036413"
"Nie","1996","Realschule","5 Einkommensstärkstes Quintil","104","0.482359099810141","0.414614531781073","0.55010366783921"
"Nie","1996","(Fach-)Abitur","1 Einkommensschwächstes Quintil","157","0.547091958578267","0.493627994565359","0.600555922591175"
"Nie","1996","(Fach-)Abitur","2","143","0.498905505733967","0.440754412365598","0.557056599102335"
"Nie","1996","(Fach-)Abitur","3","121","0.571546543159533","0.504776064414919","0.638317021904147"
"Nie","1996","(Fach-)Abitur","4","74","0.625124184784304","0.541908866798418","0.70833950277019"
"Nie","1996","(Fach-)Abitur","5 Einkommensstärkstes Quintil","39","0.609660883873025","0.495382451598631","0.723939316147419"
"Nie","1996","AkademikerIn","1 Einkommensschwächstes Quintil","181","0.624686913810324","0.569338843540721","0.680034984079927"
"Nie","1996","AkademikerIn","2","291","0.599592086540934","0.55505714497757","0.644127028104299"
"Nie","1996","AkademikerIn","3","213","0.525558094099192","0.474047521746517","0.577068666451867"
"Nie","1996","AkademikerIn","4","198","0.529713360135803","0.476185899403284","0.583240820868323"
"Nie","1996","AkademikerIn","5 Einkommensstärkstes Quintil","153","0.487706500949299","0.431517670318571","0.543895331580027"
"Täglich","1997","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","",""
"Täglich","1997","(noch) kein Abschluss","2","","","",""
"Täglich","1997","(noch) kein Abschluss","3","","","",""
"Täglich","1997","(noch) kein Abschluss","4","","","",""
"Täglich","1997","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Täglich","1997","Hauptschule","1 Einkommensschwächstes Quintil","","","",""
"Täglich","1997","Hauptschule","2","","","",""
"Täglich","1997","Hauptschule","3","","","",""
"Täglich","1997","Hauptschule","4","","","",""
"Täglich","1997","Hauptschule","5 Einkommensstärkstes Quintil","","","",""
"Täglich","1997","Realschule","1 Einkommensschwächstes Quintil","","","",""
"Täglich","1997","Realschule","2","","","",""
"Täglich","1997","Realschule","3","","","",""
"Täglich","1997","Realschule","4","","","",""
"Täglich","1997","Realschule","5 Einkommensstärkstes Quintil","","","",""
"Täglich","1997","(Fach-)Abitur","1 Einkommensschwächstes Quintil","","","",""
"Täglich","1997","(Fach-)Abitur","2","","","",""
"Täglich","1997","(Fach-)Abitur","3","","","",""
"Täglich","1997","(Fach-)Abitur","4","","","",""
"Täglich","1997","(Fach-)Abitur","5 Einkommensstärkstes Quintil","","","",""
"Täglich","1997","AkademikerIn","1 Einkommensschwächstes Quintil","","","",""
"Täglich","1997","AkademikerIn","2","","","",""
"Täglich","1997","AkademikerIn","3","","","",""
"Täglich","1997","AkademikerIn","4","","","",""
"Täglich","1997","AkademikerIn","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","76","0.140849780603796","0.107421497942823","0.174278063264769"
"Min 1x pro Woche","1997","(noch) kein Abschluss","2","34","0.105096793961135","0.0647550777749312","0.145438510147339"
"Min 1x pro Woche","1997","(noch) kein Abschluss","3","12","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","4","4","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","1997","Hauptschule","1 Einkommensschwächstes Quintil","273","0.132346771416769","0.117880968067307","0.14681257476623"
"Min 1x pro Woche","1997","Hauptschule","2","205","0.130288006926873","0.114835650880267","0.145740362973479"
"Min 1x pro Woche","1997","Hauptschule","3","104","0.102707507131998","0.0841228621349599","0.121292152129037"
"Min 1x pro Woche","1997","Hauptschule","4","65","0.130025977524714","0.102342237149919","0.157709717899509"
"Min 1x pro Woche","1997","Hauptschule","5 Einkommensstärkstes Quintil","20","","",""
"Min 1x pro Woche","1997","Realschule","1 Einkommensschwächstes Quintil","68","0.093109265451489","0.0745330133259523","0.111685517577026"
"Min 1x pro Woche","1997","Realschule","2","66","0.0858925048442147","0.0680272812614284","0.103757728427001"
"Min 1x pro Woche","1997","Realschule","3","34","0.0818022267125855","0.0592239622415212","0.10438049118365"
"Min 1x pro Woche","1997","Realschule","4","30","0.0907249737055411","0.0630581707184501","0.118391776692632"
"Min 1x pro Woche","1997","Realschule","5 Einkommensstärkstes Quintil","12","","",""
"Min 1x pro Woche","1997","(Fach-)Abitur","1 Einkommensschwächstes Quintil","45","0.116781928095755","0.081259302291064","0.152304553900446"
"Min 1x pro Woche","1997","(Fach-)Abitur","2","28","","",""
"Min 1x pro Woche","1997","(Fach-)Abitur","3","11","","",""
"Min 1x pro Woche","1997","(Fach-)Abitur","4","14","","",""
"Min 1x pro Woche","1997","(Fach-)Abitur","5 Einkommensstärkstes Quintil","5","","",""
"Min 1x pro Woche","1997","AkademikerIn","1 Einkommensschwächstes Quintil","25","","",""
"Min 1x pro Woche","1997","AkademikerIn","2","32","0.0793852237013806","0.053773723767992","0.104996723634769"
"Min 1x pro Woche","1997","AkademikerIn","3","33","0.141896433028975","0.105900777846255","0.177892088211695"
"Min 1x pro Woche","1997","AkademikerIn","4","27","","",""
"Min 1x pro Woche","1997","AkademikerIn","5 Einkommensstärkstes Quintil","29","","",""
"Min 1x pro Monat","1997","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","44","0.0826365732454415","0.0561784956121182","0.109094650878765"
"Min 1x pro Monat","1997","(noch) kein Abschluss","2","27","","",""
"Min 1x pro Monat","1997","(noch) kein Abschluss","3","15","","",""
"Min 1x pro Monat","1997","(noch) kein Abschluss","4","6","","",""
"Min 1x pro Monat","1997","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","1","","",""
"Min 1x pro Monat","1997","Hauptschule","1 Einkommensschwächstes Quintil","212","0.100980250129514","0.0881180392682873","0.113842460990741"
"Min 1x pro Monat","1997","Hauptschule","2","181","0.0963359986313846","0.0827918238499952","0.109880173412774"
"Min 1x pro Monat","1997","Hauptschule","3","106","0.0969833161609888","0.0788664715068423","0.115100160815135"
"Min 1x pro Monat","1997","Hauptschule","4","50","0.0896773888970189","0.0661596424421576","0.11319513535188"
