year,pgisced97,sex,pli0098_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,Second Stage of Tertiary Education,female,At least once per week,0.13572,67,735,0.11095,0.16050
1992,Second Stage of Tertiary Education,female,At least once per month,0.07090,40,735,0.05233,0.08946
1992,Second Stage of Tertiary Education,female,Seldom,0.23140,156,735,0.20089,0.26191
1992,Second Stage of Tertiary Education,female,Never,0.56198,472,735,0.52609,0.59788
1994,No answer / don't know,male,Never,0.52070,55,55,0.38745,0.65394
1994,No answer / don't know,female,Never,0.53837,66,66,0.41717,0.65956
1994,Pre-primary Level,male,Never,0.48281,53,53,0.34699,0.61863
1994,Pre-primary Level,female,Never,0.52941,76,76,0.41644,0.64237
1994,Primary Level,male,At least once per week,0.16155,45,195,0.10976,0.21334
1994,Primary Level,male,Seldom,0.25036,61,195,0.18940,0.31132
1994,Primary Level,male,Never,0.48899,89,195,0.41864,0.55933
1994,Primary Level,female,At least once per week,0.11605,60,330,0.08144,0.15066
1994,Primary Level,female,At least once per month,0.11923,56,330,0.08421,0.15425
1994,Primary Level,female,Seldom,0.26576,83,330,0.21803,0.31350
1994,Primary Level,female,Never,0.49895,131,330,0.44493,0.55298
1994,Lower Secondary Level,male,At least once per week,0.10340,100,848,0.08290,0.12391
1994,Lower Secondary Level,male,At least once per month,0.09519,96,848,0.07543,0.11496
1994,Lower Secondary Level,male,Seldom,0.24198,203,848,0.21314,0.27082
1994,Lower Secondary Level,male,Never,0.55942,449,848,0.52599,0.59286
1994,Lower Secondary Level,female,At least once per week,0.17542,248,1625,0.15692,0.19392
1994,Lower Secondary Level,female,At least once per month,0.12001,198,1625,0.10420,0.13581
1994,Lower Secondary Level,female,Seldom,0.27071,435,1625,0.24910,0.29232
1994,Lower Secondary Level,female,Never,0.43386,744,1625,0.40976,0.45796
1994,Upper Secondary Level,male,At least once per week,0.08359,273,3304,0.07416,0.09303
1994,Upper Secondary Level,male,At least once per month,0.08262,262,3304,0.07323,0.09201
1994,Upper Secondary Level,male,Seldom,0.28122,865,3304,0.26589,0.29656
1994,Upper Secondary Level,male,Never,0.55256,1904,3304,0.53560,0.56952
1994,Upper Secondary Level,female,At least once per week,0.10736,289,3226,0.09668,0.11804
1994,Upper Secondary Level,female,At least once per month,0.09035,290,3226,0.08046,0.10024
1994,Upper Secondary Level,female,Seldom,0.30088,926,3226,0.28505,0.31671
1994,Upper Secondary Level,female,Never,0.50141,1721,3226,0.48415,0.51867
1994,Post-secondary Non-tertiary Level,male,Seldom,0.29729,58,175,0.22937,0.36520
1994,Post-secondary Non-tertiary Level,male,Never,0.56687,117,175,0.49324,0.64050
1994,Post-secondary Non-tertiary Level,female,Seldom,0.28712,51,142,0.21245,0.36180
1994,Post-secondary Non-tertiary Level,female,Never,0.51776,91,142,0.43528,0.60024
1994,First Stage of Tertiary Education,male,At least once per week,0.10507,44,444,0.07652,0.13363
1994,First Stage of Tertiary Education,male,Seldom,0.29636,139,444,0.25383,0.33888
1994,First Stage of Tertiary Education,male,Never,0.54423,261,444,0.49785,0.59061
1994,First Stage of Tertiary Education,female,At least once per week,0.17328,41,274,0.12838,0.21818
1994,First Stage of Tertiary Education,female,At least once per month,0.10768,36,274,0.07091,0.14445
1994,First Stage of Tertiary Education,female,Seldom,0.31012,92,274,0.25526,0.36499
1994,First Stage of Tertiary Education,female,Never,0.40891,105,274,0.35059,0.46723
1994,Second Stage of Tertiary Education,male,At least once per week,0.08467,75,910,0.06657,0.10277
1994,Second Stage of Tertiary Education,male,At least once per month,0.06694,55,910,0.05069,0.08319
1994,Second Stage of Tertiary Education,male,Seldom,0.28268,233,910,0.25340,0.31195
1994,Second Stage of Tertiary Education,male,Never,0.56571,547,910,0.53349,0.59793
1994,Second Stage of Tertiary Education,female,At least once per week,0.13242,68,735,0.10790,0.15694
1994,Second Stage of Tertiary Education,female,At least once per month,0.07826,46,735,0.05883,0.09769
1994,Second Stage of Tertiary Education,female,Seldom,0.22105,173,735,0.19103,0.25107
1994,Second Stage of Tertiary Education,female,Never,0.56827,448,735,0.53244,0.60411
1995,No answer / don't know,male,Seldom,0.33471,35,87,0.23498,0.43445
1995,No answer / don't know,male,Never,0.44458,52,87,0.33955,0.54960
1995,No answer / don't know,female,Seldom,0.20608,33,113,0.13116,0.28099
1995,No answer / don't know,female,Never,0.51846,80,113,0.42592,0.61100
1995,Pre-primary Level,male,Seldom,0.25028,32,114,0.17041,0.33015
1995,Pre-primary Level,male,Never,0.55801,82,114,0.46644,0.64958
1995,Pre-primary Level,female,Seldom,0.31739,37,110,0.23001,0.40478
1995,Pre-primary Level,female,Never,0.50444,73,110,0.41058,0.59831
1995,Primary Level,male,At least once per week,0.14685,37,181,0.09514,0.19856
1995,Primary Level,male,Seldom,0.22206,44,181,0.16134,0.28277
1995,Primary Level,male,Never,0.53987,100,181,0.46706,0.61269
1995,Primary Level,female,At least once per week,0.17640,77,318,0.13444,0.21836
1995,Primary Level,female,At least once per month,0.13447,50,318,0.09691,0.17203
1995,Primary Level,female,Seldom,0.23252,71,318,0.18602,0.27903
1995,Primary Level,female,Never,0.45660,120,318,0.40177,0.51144
1995,Lower Secondary Level,male,At least once per week,0.12393,120,860,0.10190,0.14597
1995,Lower Secondary Level,male,At least once per month,0.08744,99,860,0.06855,0.10633
1995,Lower Secondary Level,male,Seldom,0.24550,210,860,0.21672,0.27428
1995,Lower Secondary Level,male,Never,0.54313,431,860,0.50982,0.57644
1995,Lower Secondary Level,female,At least once per week,0.18957,278,1616,0.17045,0.20868
1995,Lower Secondary Level,female,At least once per month,0.13530,220,1616,0.11862,0.15198
1995,Lower Secondary Level,female,Seldom,0.27016,430,1616,0.24850,0.29182
1995,Lower Secondary Level,female,Never,0.40497,688,1616,0.38103,0.42891
1995,Upper Secondary Level,male,At least once per week,0.09282,313,3373,0.08303,0.10262
1995,Upper Secondary Level,male,At least once per month,0.08132,268,3373,0.07209,0.09055
1995,Upper Secondary Level,male,Seldom,0.27343,856,3373,0.25839,0.28848
1995,Upper Secondary Level,male,Never,0.55243,1936,3373,0.53564,0.56921
1995,Upper Secondary Level,female,At least once per week,0.11404,325,3306,0.10320,0.12488
1995,Upper Secondary Level,female,At least once per month,0.09904,313,3306,0.08886,0.10923
1995,Upper Secondary Level,female,Seldom,0.28092,903,3306,0.26560,0.29625
1995,Upper Secondary Level,female,Never,0.50599,1765,3306,0.48895,0.52304
1995,Post-secondary Non-tertiary Level,male,At least once per week,0.11174,37,219,0.06992,0.15356
1995,Post-secondary Non-tertiary Level,male,Seldom,0.23032,56,219,0.17443,0.28621
1995,Post-secondary Non-tertiary Level,male,Never,0.54101,126,219,0.47486,0.60716
1995,Post-secondary Non-tertiary Level,female,Seldom,0.29569,68,178,0.22846,0.36292
1995,Post-secondary Non-tertiary Level,female,Never,0.53788,110,178,0.46443,0.61133
1995,First Stage of Tertiary Education,male,At least once per week,0.09241,40,443,0.06541,0.11940
1995,First Stage of Tertiary Education,male,Seldom,0.27611,135,443,0.23443,0.31779
1995,First Stage of Tertiary Education,male,Never,0.56567,268,443,0.51946,0.61188
1995,First Stage of Tertiary Education,female,At least once per week,0.16326,42,248,0.11717,0.20936
1995,First Stage of Tertiary Education,female,Seldom,0.37404,101,248,0.31369,0.43438
1995,First Stage of Tertiary Education,female,Never,0.37124,105,248,0.31099,0.43149
1995,Second Stage of Tertiary Education,male,At least once per week,0.07638,70,953,0.05950,0.09325
1995,Second Stage of Tertiary Education,male,At least once per month,0.09097,81,953,0.07270,0.10923
1995,Second Stage of Tertiary Education,male,Seldom,0.25990,230,953,0.23204,0.28776
1995,Second Stage of Tertiary Education,male,Never,0.57276,572,953,0.54134,0.60418
1995,Second Stage of Tertiary Education,female,At least once per week,0.13016,77,792,0.10672,0.15361
1995,Second Stage of Tertiary Education,female,At least once per month,0.08356,53,792,0.06428,0.10285
1995,Second Stage of Tertiary Education,female,Seldom,0.21520,182,792,0.18656,0.24384
1995,Second Stage of Tertiary Education,female,Never,0.57107,480,792,0.53658,0.60556
1996,No answer / don't know,male,Never,0.48261,60,60,0.35510,0.61011
1996,No answer / don't know,female,Never,0.56127,82,82,0.45320,0.66934
1996,Pre-primary Level,male,Never,0.64260,91,91,0.54359,0.74161
1996,Pre-primary Level,female,Seldom,0.30878,40,128,0.22843,0.38913
1996,Pre-primary Level,female,Never,0.52328,88,128,0.43641,0.61014
1996,Primary Level,male,At least once per week,0.15262,34,200,0.10265,0.20258
1996,Primary Level,male,At least once per month,0.12717,32,200,0.08088,0.17346
1996,Primary Level,male,Seldom,0.27549,52,200,0.21341,0.33756
1996,Primary Level,male,Never,0.44472,82,200,0.37568,0.51377
1996,Primary Level,female,At least once per week,0.12336,50,289,0.08538,0.16134
1996,Primary Level,female,At least once per month,0.14510,48,289,0.10442,0.18578
1996,Primary Level,female,Seldom,0.24137,79,289,0.19195,0.29079
1996,Primary Level,female,Never,0.49017,112,289,0.43243,0.54791
1996,Lower Secondary Level,male,At least once per week,0.10648,95,820,0.08535,0.12760
1996,Lower Secondary Level,male,At least once per month,0.09591,84,820,0.07575,0.11608
1996,Lower Secondary Level,male,Seldom,0.26161,216,820,0.23151,0.29171
1996,Lower Secondary Level,male,Never,0.53600,425,820,0.50184,0.57015
1996,Lower Secondary Level,female,At least once per week,0.17917,235,1551,0.16008,0.19826
1996,Lower Secondary Level,female,At least once per month,0.11069,189,1551,0.09507,0.12631
1996,Lower Secondary Level,female,Seldom,0.29485,436,1551,0.27215,0.31755
1996,Lower Secondary Level,female,Never,0.41530,691,1551,0.39076,0.43983
1996,Upper Secondary Level,male,At least once per week,0.08425,276,3325,0.07481,0.09369
1996,Upper Secondary Level,male,At least once per month,0.08245,256,3325,0.07310,0.09180
1996,Upper Secondary Level,male,Seldom,0.29547,898,3325,0.27996,0.31098
1996,Upper Secondary Level,male,Never,0.53784,1895,3325,0.52089,0.55479
1996,Upper Secondary Level,female,At least once per week,0.10213,288,3276,0.09176,0.11250
1996,Upper Secondary Level,female,At least once per month,0.09996,308,3276,0.08969,0.11024
1996,Upper Secondary Level,female,Seldom,0.31621,972,3276,0.30028,0.33213
1996,Upper Secondary Level,female,Never,0.48170,1708,3276,0.46459,0.49881
1996,Post-secondary Non-tertiary Level,male,Seldom,0.29137,67,191,0.22676,0.35598
1996,Post-secondary Non-tertiary Level,male,Never,0.54913,124,191,0.47837,0.61988
1996,Post-secondary Non-tertiary Level,female,Seldom,0.32396,74,190,0.25724,0.39068
1996,Post-secondary Non-tertiary Level,female,Never,0.50799,116,190,0.43672,0.57927
1996,First Stage of Tertiary Education,male,At least once per week,0.09642,41,440,0.06881,0.12403
1996,First Stage of Tertiary Education,male,Seldom,0.31626,147,440,0.27276,0.35976
1996,First Stage of Tertiary Education,male,Never,0.52480,252,440,0.47808,0.57151
1996,First Stage of Tertiary Education,female,At least once per week,0.14729,40,288,0.10629,0.18829
1996,First Stage of Tertiary Education,female,At least once per month,0.10553,40,288,0.06999,0.14108
1996,First Stage of Tertiary Education,female,Seldom,0.37290,99,288,0.31695,0.42885
1996,First Stage of Tertiary Education,female,Never,0.37427,109,288,0.31828,0.43026
1996,Second Stage of Tertiary Education,male,At least once per week,0.09128,84,961,0.07306,0.10950
1996,Second Stage of Tertiary Education,male,At least once per month,0.08238,75,961,0.06499,0.09978
1996,Second Stage of Tertiary Education,male,Seldom,0.28395,251,961,0.25542,0.31247
1996,Second Stage of Tertiary Education,male,Never,0.54238,551,961,0.51087,0.57390
1996,Second Stage of Tertiary Education,female,At least once per week,0.12553,69,797,0.10251,0.14854
1996,Second Stage of Tertiary Education,female,At least once per month,0.06761,49,797,0.05017,0.08506
1996,Second Stage of Tertiary Education,female,Seldom,0.24964,194,797,0.21957,0.27971
1996,Second Stage of Tertiary Education,female,Never,0.55722,485,797,0.52271,0.59173
1997,No answer / don't know,male,Never,0.50280,64,64,0.37934,0.62627
1997,No answer / don't know,female,Seldom,0.28534,34,114,0.20208,0.36861
1997,No answer / don't know,female,Never,0.50511,80,114,0.41292,0.59729
1997,Pre-primary Level,male,Seldom,0.27164,35,128,0.19428,0.34900
1997,Pre-primary Level,male,Never,0.53460,93,128,0.44785,0.62136
1997,Pre-primary Level,female,Seldom,0.33371,50,129,0.25202,0.41539
1997,Pre-primary Level,female,Never,0.49256,79,129,0.40595,0.57917
1997,Primary Level,male,At least once per week,0.13170,33,170,0.08072,0.18268
1997,Primary Level,male,Seldom,0.25740,59,170,0.19148,0.32331
1997,Primary Level,male,Never,0.51654,78,170,0.44120,0.59189
1997,Primary Level,female,At least once per week,0.13994,58,270,0.09849,0.18140
1997,Primary Level,female,At least once per month,0.12885,36,270,0.08882,0.16889
1997,Primary Level,female,Seldom,0.21952,71,270,0.17005,0.26898
1997,Primary Level,female,Never,0.51169,105,270,0.45195,0.57142
1997,Lower Secondary Level,male,At least once per week,0.10411,93,823,0.08323,0.12499
1997,Lower Secondary Level,male,At least once per month,0.08423,78,823,0.06524,0.10321
1997,Lower Secondary Level,male,Seldom,0.27808,220,823,0.24745,0.30871
1997,Lower Secondary Level,male,Never,0.53358,432,823,0.49947,0.56768
1997,Lower Secondary Level,female,At least once per week,0.17793,235,1490,0.15851,0.19736
1997,Lower Secondary Level,female,At least once per month,0.10357,168,1490,0.08809,0.11905
1997,Lower Secondary Level,female,Seldom,0.29834,439,1490,0.27510,0.32157
1997,Lower Secondary Level,female,Never,0.42016,648,1490,0.39509,0.44523
1997,Upper Secondary Level,male,At least once per week,0.09076,277,3220,0.08084,0.10069
1997,Upper Secondary Level,male,At least once per month,0.06960,226,3220,0.06081,0.07839
1997,Upper Secondary Level,male,Seldom,0.29376,881,3220,0.27802,0.30949
1997,Upper Secondary Level,male,Never,0.54588,1836,3220,0.52868,0.56308
1997,Upper Secondary Level,female,At least once per week,0.09861,264,3221,0.08831,0.10890
1997,Upper Secondary Level,female,At least once per month,0.10496,314,3221,0.09437,0.11554
1997,Upper Secondary Level,female,Seldom,0.31013,965,3221,0.29415,0.32611
1997,Upper Secondary Level,female,Never,0.48631,1678,3221,0.46904,0.50357
1997,Post-secondary Non-tertiary Level,male,Seldom,0.29764,61,190,0.23245,0.36282
1997,Post-secondary Non-tertiary Level,male,Never,0.56896,129,190,0.49836,0.63956
1997,Post-secondary Non-tertiary Level,female,Seldom,0.36940,76,183,0.29928,0.43952
1997,Post-secondary Non-tertiary Level,female,Never,0.48477,107,183,0.41216,0.55737
1997,First Stage of Tertiary Education,male,At least once per week,0.09251,41,440,0.06540,0.11961
1997,First Stage of Tertiary Education,male,Seldom,0.33580,149,440,0.29162,0.37998
1997,First Stage of Tertiary Education,male,Never,0.50614,250,440,0.45938,0.55291
1997,First Stage of Tertiary Education,female,At least once per week,0.15364,36,251,0.10894,0.19834
1997,First Stage of Tertiary Education,female,Seldom,0.36662,109,251,0.30689,0.42636
1997,First Stage of Tertiary Education,female,Never,0.39526,106,251,0.33466,0.45587
1997,Second Stage of Tertiary Education,male,At least once per week,0.07691,71,965,0.06009,0.09373
1997,Second Stage of Tertiary Education,male,At least once per month,0.09149,80,965,0.07329,0.10969
1997,Second Stage of Tertiary Education,male,Seldom,0.27646,262,965,0.24822,0.30469
1997,Second Stage of Tertiary Education,male,Never,0.55514,552,965,0.52377,0.58652
1997,Second Stage of Tertiary Education,female,At least once per week,0.13521,75,793,0.11140,0.15903
1997,Second Stage of Tertiary Education,female,At least once per month,0.09147,64,793,0.07139,0.11155
1997,Second Stage of Tertiary Education,female,Seldom,0.23901,197,793,0.20930,0.26871
1997,Second Stage of Tertiary Education,female,Never,0.53431,457,793,0.49957,0.56905
1998,No answer / don't know,male,Seldom,0.29882,79,229,0.23941,0.35824
1998,No answer / don't know,male,Never,0.48788,150,229,0.42300,0.55276
1998,No answer / don't know,female,At least once per week,0.13616,38,312,0.09805,0.17428
1998,No answer / don't know,female,At least once per month,0.13608,41,312,0.09798,0.17419
1998,No answer / don't know,female,Seldom,0.30210,91,312,0.25107,0.35313
1998,No answer / don't know,female,Never,0.42565,142,312,0.37070,0.48061
1998,Pre-primary Level,male,Seldom,0.26166,46,135,0.18724,0.33609
1998,Pre-primary Level,male,Never,0.53522,89,135,0.45077,0.61967
1998,Pre-primary Level,female,Seldom,0.33333,53,138,0.25439,0.41227
1998,Pre-primary Level,female,Never,0.48855,85,138,0.40485,0.57226
1998,Primary Level,male,At least once per week,0.18817,35,161,0.12761,0.24873
1998,Primary Level,male,Seldom,0.26205,46,161,0.19391,0.33019
1998,Primary Level,male,Never,0.44171,80,161,0.36477,0.51866
1998,Primary Level,female,At least once per week,0.16198,54,259,0.11702,0.20694
1998,Primary Level,female,At least once per month,0.15943,41,259,0.11476,0.20410
1998,Primary Level,female,Seldom,0.21353,64,259,0.16352,0.26353
1998,Primary Level,female,Never,0.46506,100,259,0.40420,0.52593
1998,Lower Secondary Level,male,At least once per week,0.09602,94,916,0.07693,0.11511
1998,Lower Secondary Level,male,At least once per month,0.09835,91,916,0.07905,0.11764
1998,Lower Secondary Level,male,Seldom,0.27556,251,916,0.24661,0.30451
1998,Lower Secondary Level,male,Never,0.53008,480,916,0.49774,0.56242
1998,Lower Secondary Level,female,At least once per week,0.17819,253,1599,0.15943,0.19695
1998,Lower Secondary Level,female,At least once per month,0.14261,218,1599,0.12546,0.15975
1998,Lower Secondary Level,female,Seldom,0.28141,454,1599,0.25936,0.30346
1998,Lower Secondary Level,female,Never,0.39779,674,1599,0.37379,0.42179
1998,Upper Secondary Level,male,At least once per week,0.09401,304,3497,0.08434,0.10369
1998,Upper Secondary Level,male,At least once per month,0.07812,258,3497,0.06922,0.08702
1998,Upper Secondary Level,male,Seldom,0.29289,982,3497,0.27781,0.30798
1998,Upper Secondary Level,male,Never,0.53498,1953,3497,0.51844,0.55151
1998,Upper Secondary Level,female,At least once per week,0.09286,306,3487,0.08323,0.10250
1998,Upper Secondary Level,female,At least once per month,0.10020,332,3487,0.09024,0.11017
1998,Upper Secondary Level,female,Seldom,0.32342,1091,3487,0.30789,0.33895
1998,Upper Secondary Level,female,Never,0.48351,1758,3487,0.46692,0.50010
1998,Post-secondary Non-tertiary Level,male,Seldom,0.29730,63,191,0.23231,0.36229
1998,Post-secondary Non-tertiary Level,male,Never,0.54419,128,191,0.47337,0.61501
1998,Post-secondary Non-tertiary Level,female,Seldom,0.30891,79,209,0.24611,0.37170
1998,Post-secondary Non-tertiary Level,female,Never,0.47699,130,209,0.40911,0.54486
1998,First Stage of Tertiary Education,male,At least once per week,0.09558,42,494,0.06962,0.12153
1998,First Stage of Tertiary Education,male,At least once per month,0.07661,34,494,0.05313,0.10009
1998,First Stage of Tertiary Education,male,Seldom,0.31369,165,494,0.27273,0.35465
1998,First Stage of Tertiary Education,male,Never,0.51412,253,494,0.47000,0.55824
1998,First Stage of Tertiary Education,female,At least once per week,0.11851,35,320,0.08304,0.15398
1998,First Stage of Tertiary Education,female,At least once per month,0.08620,34,320,0.05540,0.11700
1998,First Stage of Tertiary Education,female,Seldom,0.37808,122,320,0.32487,0.43129
1998,First Stage of Tertiary Education,female,Never,0.41721,129,320,0.36309,0.47132
1998,Second Stage of Tertiary Education,male,At least once per week,0.07513,85,1072,0.05935,0.09092
1998,Second Stage of Tertiary Education,male,At least once per month,0.10018,89,1072,0.08220,0.11816
1998,Second Stage of Tertiary Education,male,Seldom,0.29115,307,1072,0.26394,0.31836
1998,Second Stage of Tertiary Education,male,Never,0.53354,591,1072,0.50366,0.56341
1998,Second Stage of Tertiary Education,female,At least once per week,0.12540,77,884,0.10356,0.14724
1998,Second Stage of Tertiary Education,female,At least once per month,0.08693,69,884,0.06835,0.10552
1998,Second Stage of Tertiary Education,female,Seldom,0.26097,236,884,0.23200,0.28994
1998,Second Stage of Tertiary Education,female,Never,0.52670,502,884,0.49377,0.55963
1999,No answer / don't know,male,Seldom,0.29357,33,106,0.20646,0.38068
1999,No answer / don't know,male,Never,0.51401,73,106,0.41841,0.60961
1999,No answer / don't know,female,Seldom,0.27635,42,125,0.19764,0.35506
1999,No answer / don't know,female,Never,0.50206,83,125,0.41405,0.59007
1999,Pre-primary Level,male,Seldom,0.40994,55,142,0.32876,0.49112
1999,Pre-primary Level,male,Never,0.52434,87,142,0.44191,0.60678
1999,Pre-primary Level,female,Seldom,0.36593,54,134,0.28406,0.44779
1999,Pre-primary Level,female,Never,0.51701,80,134,0.43209,0.60194
1999,Primary Level,male,Seldom,0.25382,52,123,0.17659,0.33104
1999,Primary Level,male,Never,0.46518,71,123,0.37667,0.55369
