,Unnamed: 0,year,age_gr,regtyp,pli0098_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
29,29,1990,66 and older,Rural regions,At least once per month,0.17621,83,13633,0.15876,0.19365
30,30,1990,66 and older,Rural regions,Seldom,0.20457,106,13633,0.1839,0.222
31,31,1990,66 and older,Rural regions,Never,0.4058,247,13633,0.38183,0.43255
32,32,1992,17-29 y.,Urban regions,At least once per week,0.07228,195,13074,0.06444,0.07916
33,33,1992,17-29 y.,Urban regions,At least once per month,0.06121,196,13074,0.05414,0.06826
34,34,1992,17-29 y.,Urban regions,Seldom,0.26126,591,13074,0.24536,0.28089
35,35,1992,17-29 y.,Urban regions,Never,0.60525,1364,13074,0.58373,0.63004
36,36,1992,17-29 y.,Rural regions,At least once per week,0.07929,86,13074,0.06875,0.09166
37,37,1992,17-29 y.,Rural regions,At least once per month,0.05959,69,13074,0.05154,0.06728
38,38,1992,17-29 y.,Rural regions,Seldom,0.28401,291,13074,0.26224,0.30509
39,39,1992,17-29 y.,Rural regions,Never,0.57711,725,13074,0.54427,0.6076
40,40,1992,30-45 y.,Urban regions,At least once per week,0.06876,210,13074,0.06317,0.07651
41,41,1992,30-45 y.,Urban regions,At least once per month,0.07699,239,13074,0.06997,0.08349
42,42,1992,30-45 y.,Urban regions,Seldom,0.311,779,13074,0.29788,0.32434
43,43,1992,30-45 y.,Urban regions,Never,0.54326,1465,13074,0.5229,0.56161
44,44,1992,30-45 y.,Rural regions,At least once per week,0.0812,102,13074,0.07119,0.09282
45,45,1992,30-45 y.,Rural regions,At least once per month,0.07167,82,13074,0.06124,0.08578
46,46,1992,30-45 y.,Rural regions,Seldom,0.27709,353,13074,0.25909,0.29919
47,47,1992,30-45 y.,Rural regions,Never,0.57003,947,13074,0.54274,0.59759
48,48,1992,46-65 y.,Urban regions,At least once per week,0.14876,422,13074,0.1392,0.15985
49,49,1992,46-65 y.,Urban regions,At least once per month,0.08739,263,13074,0.07914,0.09582
50,50,1992,46-65 y.,Urban regions,Seldom,0.29531,715,13074,0.28418,0.30833
51,51,1992,46-65 y.,Urban regions,Never,0.46855,1218,13074,0.45201,0.48425
52,52,1992,46-65 y.,Rural regions,At least once per week,0.11551,119,13074,0.10223,0.12914
53,53,1992,46-65 y.,Rural regions,At least once per month,0.09487,110,13074,0.08357,0.10496
54,54,1992,46-65 y.,Rural regions,Seldom,0.26123,305,13074,0.24264,0.27772
55,55,1992,46-65 y.,Rural regions,Never,0.52839,808,13074,0.50555,0.5488
56,56,1992,66 and older,Urban regions,At least once per week,0.17752,160,13074,0.16474,0.18868
57,57,1992,66 and older,Urban regions,At least once per month,0.13418,118,13074,0.12198,0.1447
58,58,1992,66 and older,Urban regions,Seldom,0.22594,206,13074,0.21099,0.24211
59,59,1992,66 and older,Urban regions,Never,0.46237,427,13074,0.44393,0.47947
60,60,1992,66 and older,Rural regions,At least once per week,0.19997,91,13074,0.18317,0.22049
61,61,1992,66 and older,Rural regions,At least once per month,0.11782,54,13074,0.1051,0.13396
62,62,1992,66 and older,Rural regions,Seldom,0.24793,122,13074,0.2283,0.2653
63,63,1992,66 and older,Rural regions,Never,0.43427,242,13074,0.40291,0.46355
64,64,1994,17-29 y.,Urban regions,At least once per week,0.06565,172,12788,0.05922,0.07196
65,65,1994,17-29 y.,Urban regions,At least once per month,0.06683,199,12788,0.06048,0.07346
66,66,1994,17-29 y.,Urban regions,Seldom,0.25361,568,12788,0.23853,0.27126
67,67,1994,17-29 y.,Urban regions,Never,0.61391,1280,12788,0.5849,0.63826
68,68,1994,17-29 y.,Rural regions,At least once per week,0.06245,71,12788,0.05318,0.07406
69,69,1994,17-29 y.,Rural regions,At least once per month,0.06184,64,12788,0.05165,0.07306
70,70,1994,17-29 y.,Rural regions,Seldom,0.24355,258,12788,0.22434,0.26498
71,71,1994,17-29 y.,Rural regions,Never,0.63217,708,12788,0.59654,0.66963
72,72,1994,30-45 y.,Urban regions,At least once per week,0.06433,208,12788,0.05779,0.07155
73,73,1994,30-45 y.,Urban regions,At least once per month,0.08335,248,12788,0.07321,0.09211
74,74,1994,30-45 y.,Urban regions,Seldom,0.30932,806,12788,0.29678,0.32344
75,75,1994,30-45 y.,Urban regions,Never,0.54299,1425,12788,0.52124,0.56264
76,76,1994,30-45 y.,Rural regions,At least once per week,0.10055,116,12788,0.08536,0.11707
77,77,1994,30-45 y.,Rural regions,At least once per month,0.09704,109,12788,0.08536,0.1085
78,78,1994,30-45 y.,Rural regions,Seldom,0.28076,368,12788,0.26309,0.29973
79,79,1994,30-45 y.,Rural regions,Never,0.52164,853,12788,0.49696,0.54878
80,80,1994,46-65 y.,Urban regions,At least once per week,0.12704,371,12788,0.11778,0.13607
81,81,1994,46-65 y.,Urban regions,At least once per month,0.09066,270,12788,0.08145,0.10101
82,82,1994,46-65 y.,Urban regions,Seldom,0.32588,763,12788,0.31171,0.33841
83,83,1994,46-65 y.,Urban regions,Never,0.45642,1141,12788,0.43803,0.47418
84,84,1994,46-65 y.,Rural regions,At least once per week,0.11336,116,12788,0.10175,0.12625
85,85,1994,46-65 y.,Rural regions,At least once per month,0.09586,109,12788,0.08495,0.10879
86,86,1994,46-65 y.,Rural regions,Seldom,0.26042,311,12788,0.2371,0.2799
87,87,1994,46-65 y.,Rural regions,Never,0.53036,781,12788,0.50832,0.55271
88,88,1994,66 and older,Urban regions,At least once per week,0.20829,195,12788,0.18974,0.22373
89,89,1994,66 and older,Urban regions,At least once per month,0.11378,116,12788,0.10366,0.12617
90,90,1994,66 and older,Urban regions,Seldom,0.23108,220,12788,0.21519,0.24813
91,91,1994,66 and older,Urban regions,Never,0.44685,425,12788,0.4292,0.46682
92,92,1994,66 and older,Rural regions,At least once per week,0.19742,88,12788,0.17766,0.21708
93,93,1994,66 and older,Rural regions,At least once per month,0.12802,58,12788,0.11256,0.14426
94,94,1994,66 and older,Rural regions,Seldom,0.24907,127,12788,0.22268,0.27228
95,95,1994,66 and older,Rural regions,Never,0.4255,244,12788,0.3931,0.46135
96,96,1995,17-29 y.,Urban regions,At least once per week,0.07358,211,13191,0.06589,0.08215
97,97,1995,17-29 y.,Urban regions,At least once per month,0.06843,189,13191,0.05956,0.07671
98,98,1995,17-29 y.,Urban regions,Seldom,0.24566,558,13191,0.22911,0.26324
99,99,1995,17-29 y.,Urban regions,Never,0.61234,1260,13191,0.58264,0.63925
100,100,1995,17-29 y.,Rural regions,At least once per week,0.05285,62,13191,0.04348,0.06363
101,101,1995,17-29 y.,Rural regions,At least once per month,0.0769,73,13191,0.06338,0.09106
102,102,1995,17-29 y.,Rural regions,Seldom,0.27024,294,13191,0.24904,0.28938
103,103,1995,17-29 y.,Rural regions,Never,0.60002,689,13191,0.56216,0.63861
104,104,1995,30-45 y.,Urban regions,At least once per week,0.07923,280,13191,0.07261,0.08629
105,105,1995,30-45 y.,Urban regions,At least once per month,0.08109,282,13191,0.07264,0.0917
106,106,1995,30-45 y.,Urban regions,Seldom,0.2929,804,13191,0.27838,0.30789
107,107,1995,30-45 y.,Urban regions,Never,0.54678,1495,13191,0.51748,0.56825
108,108,1995,30-45 y.,Rural regions,At least once per week,0.075,105,13191,0.06444,0.08819
109,109,1995,30-45 y.,Rural regions,At least once per month,0.11498,134,13191,0.10092,0.12922
110,110,1995,30-45 y.,Rural regions,Seldom,0.28206,380,13191,0.25922,0.30358
111,111,1995,30-45 y.,Rural regions,Never,0.52796,931,13191,0.5051,0.55778
112,112,1995,46-65 y.,Urban regions,At least once per week,0.1334,402,13191,0.12419,0.14123
113,113,1995,46-65 y.,Urban regions,At least once per month,0.1028,300,13191,0.09407,0.11082
114,114,1995,46-65 y.,Urban regions,Seldom,0.30355,720,13191,0.2882,0.3209
115,115,1995,46-65 y.,Urban regions,Never,0.46025,1160,13191,0.44265,0.47805
116,116,1995,46-65 y.,Rural regions,At least once per week,0.12288,136,13191,0.10968,0.1362
117,117,1995,46-65 y.,Rural regions,At least once per month,0.09949,115,13191,0.09115,0.11231
118,118,1995,46-65 y.,Rural regions,Seldom,0.26063,326,13191,0.23976,0.28136
119,119,1995,46-65 y.,Rural regions,Never,0.51701,780,13191,0.48967,0.54434
120,120,1995,66 and older,Urban regions,At least once per week,0.21996,225,13191,0.20415,0.23611
121,121,1995,66 and older,Urban regions,At least once per month,0.10732,111,13191,0.09685,0.11797
122,122,1995,66 and older,Urban regions,Seldom,0.21893,222,13191,0.20252,0.23613
123,123,1995,66 and older,Urban regions,Never,0.4538,439,13191,0.43072,0.47548
124,124,1995,66 and older,Rural regions,At least once per week,0.22529,97,13191,0.2029,0.24673
125,125,1995,66 and older,Rural regions,At least once per month,0.1331,58,13191,0.11475,0.15386
126,126,1995,66 and older,Rural regions,Seldom,0.23918,119,13191,0.21371,0.26233
127,127,1995,66 and older,Rural regions,Never,0.40244,234,13191,0.3697,0.43165
128,128,1996,17-29 y.,Urban regions,At least once per week,0.05735,143,13000,0.05009,0.0644
129,129,1996,17-29 y.,Urban regions,At least once per month,0.07204,175,13000,0.0622,0.0819
130,130,1996,17-29 y.,Urban regions,Seldom,0.29532,578,13000,0.27695,0.31701
131,131,1996,17-29 y.,Urban regions,Never,0.5753,1173,13000,0.55304,0.60093
132,132,1996,17-29 y.,Rural regions,At least once per week,0.05611,67,13000,0.04467,0.06871
133,133,1996,17-29 y.,Rural regions,At least once per month,0.05822,65,13000,0.04936,0.06768
134,134,1996,17-29 y.,Rural regions,Seldom,0.2909,281,13000,0.26219,0.32074
135,135,1996,17-29 y.,Rural regions,Never,0.59477,677,13000,0.5599,0.63328
136,136,1996,30-45 y.,Urban regions,At least once per week,0.07452,255,13000,0.06797,0.08238
137,137,1996,30-45 y.,Urban regions,At least once per month,0.08301,263,13000,0.07246,0.09178
138,138,1996,30-45 y.,Urban regions,Seldom,0.31026,864,13000,0.2951,0.32749
139,139,1996,30-45 y.,Urban regions,Never,0.53221,1514,13000,0.51267,0.55391
140,140,1996,30-45 y.,Rural regions,At least once per week,0.07264,99,13000,0.06247,0.08502
141,141,1996,30-45 y.,Rural regions,At least once per month,0.09947,122,13000,0.08836,0.11185
142,142,1996,30-45 y.,Rural regions,Seldom,0.30816,432,13000,0.286,0.33197
143,143,1996,30-45 y.,Rural regions,Never,0.51974,876,13000,0.49559,0.54884
144,144,1996,46-65 y.,Urban regions,At least once per week,0.12497,338,13000,0.11492,0.13408
145,145,1996,46-65 y.,Urban regions,At least once per month,0.09065,280,13000,0.08198,0.0977
146,146,1996,46-65 y.,Urban regions,Seldom,0.31462,734,13000,0.29815,0.33204
147,147,1996,46-65 y.,Urban regions,Never,0.46976,1155,13000,0.45143,0.49154
148,148,1996,46-65 y.,Rural regions,At least once per week,0.11207,130,13000,0.0997,0.12496
149,149,1996,46-65 y.,Rural regions,At least once per month,0.11316,127,13000,0.10041,0.12673
150,150,1996,46-65 y.,Rural regions,Seldom,0.29266,350,13000,0.27114,0.31523
151,151,1996,46-65 y.,Rural regions,Never,0.48211,770,13000,0.45865,0.50556
152,152,1996,66 and older,Urban regions,At least once per week,0.19777,204,13000,0.184,0.21258
153,153,1996,66 and older,Urban regions,At least once per month,0.10964,115,13000,0.09914,0.12087
154,154,1996,66 and older,Urban regions,Seldom,0.26754,252,13000,0.24775,0.28808
155,155,1996,66 and older,Urban regions,Never,0.42505,446,13000,0.40515,0.44699
156,156,1996,66 and older,Rural regions,At least once per week,0.20834,85,13000,0.18651,0.23253
157,157,1996,66 and older,Rural regions,At least once per month,0.11055,51,13000,0.09602,0.12632
158,158,1996,66 and older,Rural regions,Seldom,0.23805,119,13000,0.21738,0.25955
159,159,1996,66 and older,Rural regions,Never,0.44306,260,13000,0.41274,0.47255
160,160,1997,17-29 y.,Urban regions,At least once per week,0.06175,139,12751,0.05276,0.07195
161,161,1997,17-29 y.,Urban regions,At least once per month,0.06266,145,12751,0.05478,0.07038
162,162,1997,17-29 y.,Urban regions,Seldom,0.30981,600,12751,0.2908,0.32993
163,163,1997,17-29 y.,Urban regions,Never,0.56578,1081,12751,0.543,0.59655
164,164,1997,17-29 y.,Rural regions,At least once per week,0.04688,50,12751,0.03732,0.05798
165,165,1997,17-29 y.,Rural regions,At least once per month,0.06942,75,12751,0.05913,0.07889
166,166,1997,17-29 y.,Rural regions,Seldom,0.27472,278,12751,0.25268,0.29775
167,167,1997,17-29 y.,Rural regions,Never,0.60898,648,12751,0.56986,0.65097
168,168,1997,30-45 y.,Urban regions,At least once per week,0.06627,242,12751,0.05974,0.07239
169,169,1997,30-45 y.,Urban regions,At least once per month,0.08877,275,12751,0.07834,0.09754
170,170,1997,30-45 y.,Urban regions,Seldom,0.31666,885,12751,0.2987,0.33533
171,171,1997,30-45 y.,Urban regions,Never,0.52829,1462,12751,0.50358,0.55021
172,172,1997,30-45 y.,Rural regions,At least once per week,0.06909,97,12751,0.0592,0.07755
173,173,1997,30-45 y.,Rural regions,At least once per month,0.08354,100,12751,0.07018,0.09935
174,174,1997,30-45 y.,Rural regions,Seldom,0.32679,436,12751,0.30219,0.35245
175,175,1997,30-45 y.,Rural regions,Never,0.52057,857,12751,0.49886,0.54588
176,176,1997,46-65 y.,Urban regions,At least once per week,0.13048,347,12751,0.1194,0.14086
177,177,1997,46-65 y.,Urban regions,At least once per month,0.09228,257,12751,0.08432,0.09996
178,178,1997,46-65 y.,Urban regions,Seldom,0.31054,719,12751,0.29476,0.32568
179,179,1997,46-65 y.,Urban regions,Never,0.4667,1134,12751,0.44629,0.48625
180,180,1997,46-65 y.,Rural regions,At least once per week,0.10613,126,12751,0.09563,0.11969
181,181,1997,46-65 y.,Rural regions,At least once per month,0.09356,118,12751,0.08266,0.10592
182,182,1997,46-65 y.,Rural regions,Seldom,0.2823,335,12751,0.25894,0.3056
183,183,1997,46-65 y.,Rural regions,Never,0.51801,791,12751,0.48815,0.55027
184,184,1997,66 and older,Urban regions,At least once per week,0.20503,205,12751,0.18925,0.22023
185,185,1997,66 and older,Urban regions,At least once per month,0.10357,107,12751,0.09344,0.11506
186,186,1997,66 and older,Urban regions,Seldom,0.24578,253,12751,0.22924,0.26235
187,187,1997,66 and older,Urban regions,Never,0.44561,462,12751,0.42435,0.46897
188,188,1997,66 and older,Rural regions,At least once per week,0.21468,88,12751,0.19177,0.24235
189,189,1997,66 and older,Rural regions,At least once per month,0.09597,49,12751,0.08163,0.11516
190,190,1997,66 and older,Rural regions,Seldom,0.26608,131,12751,0.24347,0.29149
191,191,1997,66 and older,Rural regions,Never,0.42328,259,12751,0.39415,0.45518
192,192,1998,17-29 y.,Urban regions,At least once per week,0.06463,142,14144,0.0559,0.07475
193,193,1998,17-29 y.,Urban regions,At least once per month,0.0608,142,14144,0.05385,0.06976
194,194,1998,17-29 y.,Urban regions,Seldom,0.29798,627,14144,0.28231,0.3206
195,195,1998,17-29 y.,Urban regions,Never,0.57658,1138,14144,0.55307,0.60151
196,196,1998,17-29 y.,Rural regions,At least once per week,0.04304,51,14144,0.03457,0.05247
197,197,1998,17-29 y.,Rural regions,At least once per month,0.06965,71,14144,0.0578,0.08239
198,198,1998,17-29 y.,Rural regions,Seldom,0.27161,287,14144,0.24683,0.28906
199,199,1998,17-29 y.,Rural regions,Never,0.61569,694,14144,0.5812,0.65225
200,200,1998,30-45 y.,Urban regions,At least once per week,0.07138,253,14144,0.06518,0.07793
201,201,1998,30-45 y.,Urban regions,At least once per month,0.08647,282,14144,0.07833,0.0959
202,202,1998,30-45 y.,Urban regions,Seldom,0.31433,987,14144,0.29973,0.3318
203,203,1998,30-45 y.,Urban regions,Never,0.52781,1636,14144,0.51032,0.54672
204,204,1998,30-45 y.,Rural regions,At least once per week,0.08492,123,14144,0.0752,0.09366
205,205,1998,30-45 y.,Rural regions,At least once per month,0.08138,125,14144,0.07344,0.09026
206,206,1998,30-45 y.,Rural regions,Seldom,0.33755,498,14144,0.31313,0.36016
207,207,1998,30-45 y.,Rural regions,Never,0.49616,902,14144,0.47162,0.52121
208,208,1998,46-65 y.,Urban regions,At least once per week,0.12126,378,14144,0.11455,0.12945
209,209,1998,46-65 y.,Urban regions,At least once per month,0.11267,321,14144,0.1039,0.12267
210,210,1998,46-65 y.,Urban regions,Seldom,0.30428,822,14144,0.29063,0.31697
211,211,1998,46-65 y.,Urban regions,Never,0.46178,1261,14144,0.44342,0.47847
212,212,1998,46-65 y.,Rural regions,At least once per week,0.10183,152,14144,0.09298,0.11295
213,213,1998,46-65 y.,Rural regions,At least once per month,0.10967,154,14144,0.09642,0.12068
214,214,1998,46-65 y.,Rural regions,Seldom,0.29788,432,14144,0.28143,0.31727
215,215,1998,46-65 y.,Rural regions,Never,0.49062,836,14144,0.46829,0.51135
216,216,1998,66 and older,Urban regions,At least once per week,0.19838,242,14144,0.18492,0.21218
217,217,1998,66 and older,Urban regions,At least once per month,0.12735,155,14144,0.11559,0.13786
218,218,1998,66 and older,Urban regions,Seldom,0.25568,309,14144,0.23862,0.2685
219,219,1998,66 and older,Urban regions,Never,0.41859,512,14144,0.39886,0.43635
220,220,1998,66 and older,Rural regions,At least once per week,0.20277,102,14144,0.18127,0.21926
221,221,1998,66 and older,Rural regions,At least once per month,0.13551,78,14144,0.12183,0.1533
222,222,1998,66 and older,Rural regions,Seldom,0.28649,167,14144,0.26721,0.3073
223,223,1998,66 and older,Rural regions,Never,0.37523,265,14144,0.35002,0.39989
224,224,1999,17-29 y.,Urban regions,At least once per week,0.04188,90,13605,0.0351,0.0499
225,225,1999,17-29 y.,Urban regions,At least once per month,0.0534,121,13605,0.04773,0.05937
226,226,1999,17-29 y.,Urban regions,Seldom,0.31391,614,13605,0.29723,0.33065
227,227,1999,17-29 y.,Urban regions,Never,0.59081,1093,13605,0.55497,0.61492
228,228,1999,17-29 y.,Rural regions,At least once per week,0.0434,50,13605,0.03539,0.05213
229,229,1999,17-29 y.,Rural regions,At least once per month,0.05529,53,13605,0.04443,0.06683
230,230,1999,17-29 y.,Rural regions,Seldom,0.3076,299,13605,0.28282,0.33499
231,231,1999,17-29 y.,Rural regions,Never,0.59371,643,13605,0.55419,0.63096
232,232,1999,30-45 y.,Urban regions,At least once per week,0.05512,202,13605,0.04923,0.06028
233,233,1999,30-45 y.,Urban regions,At least once per month,0.08484,289,13605,0.07678,0.09284
234,234,1999,30-45 y.,Urban regions,Seldom,0.33799,1005,13605,0.32199,0.35562
235,235,1999,30-45 y.,Urban regions,Never,0.52205,1583,13605,0.50382,0.54316
236,236,1999,30-45 y.,Rural regions,At least once per week,0.07032,104,13605,0.06034,0.08078
237,237,1999,30-45 y.,Rural regions,At least once per month,0.07968,115,13605,0.07077,0.09158
238,238,1999,30-45 y.,Rural regions,Seldom,0.33358,493,13605,0.30995,0.35678
239,239,1999,30-45 y.,Rural regions,Never,0.51643,906,13605,0.48995,0.54416
240,240,1999,46-65 y.,Urban regions,At least once per week,0.1199,329,13605,0.11072,0.12877
241,241,1999,46-65 y.,Urban regions,At least once per month,0.10081,294,13605,0.09282,0.10856
242,242,1999,46-65 y.,Urban regions,Seldom,0.3344,841,13605,0.32168,0.34952
243,243,1999,46-65 y.,Urban regions,Never,0.44489,1199,13605,0.42791,0.46249
244,244,1999,46-65 y.,Rural regions,At least once per week,0.1024,140,13605,0.09205,0.11442
245,245,1999,46-65 y.,Rural regions,At least once per month,0.09148,129,13605,0.08204,0.10058
246,246,1999,46-65 y.,Rural regions,Seldom,0.29255,400,13605,0.2683,0.31098
247,247,1999,46-65 y.,Rural regions,Never,0.51357,838,13605,0.48923,0.5364
248,248,1999,66 and older,Urban regions,At least once per week,0.2004,231,13605,0.18532,0.21392
249,249,1999,66 and older,Urban regions,At least once per month,0.10106,127,13605,0.09072,0.11233
250,250,1999,66 and older,Urban regions,Seldom,0.27636,327,13605,0.25649,0.29408
251,251,1999,66 and older,Urban regions,Never,0.42218,484,13605,0.40349,0.44465
252,252,1999,66 and older,Rural regions,At least once per week,0.1958,96,13605,0.17644,0.22032
253,253,1999,66 and older,Rural regions,At least once per month,0.10727,61,13605,0.09473,0.1191
254,254,1999,66 and older,Rural regions,Seldom,0.27716,156,13605,0.25704,0.29902
255,255,1999,66 and older,Rural regions,Never,0.41978,293,13605,0.39414,0.44609
256,256,2001,17-29 y.,Urban regions,At least once per week,0.05214,133,21751,0.04399,0.05943
257,257,2001,17-29 y.,Urban regions,At least once per month,0.0553,147,21751,0.0502,0.06091
258,258,2001,17-29 y.,Urban regions,Seldom,0.30059,785,21751,0.2876,0.31421
259,259,2001,17-29 y.,Urban regions,Never,0.59196,1536,21751,0.57254,0.61182
260,260,2001,17-29 y.,Rural regions,At least once per week,0.04626,74,21751,0.03987,0.05229
261,261,2001,17-29 y.,Rural regions,At least once per month,0.0613,94,21751,0.05568,0.06877
262,262,2001,17-29 y.,Rural regions,Seldom,0.27516,391,21751,0.2558,0.29687
263,263,2001,17-29 y.,Rural regions,Never,0.61728,913,21751,0.5856,0.6474
264,264,2001,30-45 y.,Urban regions,At least once per week,0.06048,334,21751,0.05617,0.06557
265,265,2001,30-45 y.,Urban regions,At least once per month,0.08951,456,21751,0.08363,0.09554
266,266,2001,30-45 y.,Urban regions,Seldom,0.3011,1508,21751,0.29211,0.31154
267,267,2001,30-45 y.,Urban regions,Never,0.54892,2512,21751,0.53523,0.56172
268,268,2001,30-45 y.,Rural regions,At least once per week,0.07367,180,21751,0.06791,0.08133
269,269,2001,30-45 y.,Rural regions,At least once per month,0.08791,217,21751,0.07992,0.09571
270,270,2001,30-45 y.,Rural regions,Seldom,0.30734,729,21751,0.29189,0.32179
271,271,2001,30-45 y.,Rural regions,Never,0.53108,1337,21751,0.51187,0.55163
272,272,2001,46-65 y.,Urban regions,At least once per week,0.10463,493,21751,0.09904,0.11026
273,273,2001,46-65 y.,Urban regions,At least once per month,0.09075,457,21751,0.08568,0.09569
274,274,2001,46-65 y.,Urban regions,Seldom,0.32968,1477,21751,0.32019,0.33948
275,275,2001,46-65 y.,Urban regions,Never,0.47495,2154,21751,0.46355,0.4868
276,276,2001,46-65 y.,Rural regions,At least once per week,0.09868,227,21751,0.09158,0.10537
277,277,2001,46-65 y.,Rural regions,At least once per month,0.10283,254,21751,0.09679,0.10956
278,278,2001,46-65 y.,Rural regions,Seldom,0.2979,675,21751,0.28379,0.30999
279,279,2001,46-65 y.,Rural regions,Never,0.50059,1295,21751,0.48522,0.51494
280,280,2001,66 and older,Urban regions,At least once per week,0.19316,404,21751,0.18556,0.20204
281,281,2001,66 and older,Urban regions,At least once per month,0.13775,315,21751,0.13175,0.14575
282,282,2001,66 and older,Urban regions,Seldom,0.26522,576,21751,0.25404,0.27652
283,283,2001,66 and older,Urban regions,Never,0.40387,892,21751,0.39049,0.4161
284,284,2001,66 and older,Rural regions,At least once per week,0.17576,183,21751,0.16549,0.18932
285,285,2001,66 and older,Rural regions,At least once per month,0.13989,166,21751,0.1308,0.14867
286,286,2001,66 and older,Rural regions,Seldom,0.26086,301,21751,0.24704,0.27791
287,287,2001,66 and older,Rural regions,Never,0.42349,536,21751,0.40715,0.43956
288,288,2003,17-29 y.,Urban regions,At least once per week,0.06167,149,22024,0.05277,0.07107
289,289,2003,17-29 y.,Urban regions,At least once per month,0.04808,158,22024,0.04235,0.05298
290,290,2003,17-29 y.,Urban regions,Seldom,0.29337,784,22024,0.27204,0.30988
291,291,2003,17-29 y.,Urban regions,Never,0.59688,1512,22024,0.57074,0.62033
292,292,2003,17-29 y.,Rural regions,At least once per week,0.03238,52,22024,0.02442,0.04076
293,293,2003,17-29 y.,Rural regions,At least once per month,0.05417,82,22024,0.04344,0.06265
294,294,2003,17-29 y.,Rural regions,Seldom,0.2868,377,22024,0.26529,0.30947
295,295,2003,17-29 y.,Rural regions,Never,0.62666,874,22024,0.58538,0.66219
296,296,2003,30-45 y.,Urban regions,At least once per week,0.05658,295,22024,0.05276,0.06264
297,297,2003,30-45 y.,Urban regions,At least once per month,0.0913,448,22024,0.08362,0.09961
298,298,2003,30-45 y.,Urban regions,Seldom,0.3219,1551,22024,0.31121,0.3341
299,299,2003,30-45 y.,Urban regions,Never,0.53023,2348,22024,0.51534,0.54635
300,300,2003,30-45 y.,Rural regions,At least once per week,0.06665,157,22024,0.05919,0.07467
301,301,2003,30-45 y.,Rural regions,At least once per month,0.08687,192,22024,0.07834,0.0964
302,302,2003,30-45 y.,Rural regions,Seldom,0.3017,667,22024,0.28425,0.31974
303,303,2003,30-45 y.,Rural regions,Never,0.54478,1240,22024,0.52178,0.57008
304,304,2003,46-65 y.,Urban regions,At least once per week,0.10318,524,22024,0.0963,0.10959
305,305,2003,46-65 y.,Urban regions,At least once per month,0.10128,532,22024,0.09509,0.10737
306,306,2003,46-65 y.,Urban regions,Seldom,0.32182,1626,22024,0.31052,0.3351
307,307,2003,46-65 y.,Urban regions,Never,0.47371,2328,22024,0.45829,0.49063
308,308,2003,46-65 y.,Rural regions,At least once per week,0.09024,218,22024,0.08002,0.10066
309,309,2003,46-65 y.,Rural regions,At least once per month,0.09127,223,22024,0.08194,0.10062
