"pli0098_h","year","migback","sampreg","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Min 1x pro Woche","1994","kein Migrationshintergrund","Westdeutschland","763","0.128084316148546","0.119874487197475","0.136294145099617"
"Min 1x pro Woche","1994","kein Migrationshintergrund","Ostdeutschland","133","0.0339864489448329","0.0280584807324977","0.039914417157168"
"Min 1x pro Woche","1994","direkter Migrationshintergrund","Westdeutschland","399","0.156560089557757","0.141389240052704","0.171730939062811"
"Min 1x pro Woche","1994","direkter Migrationshintergrund","Ostdeutschland","7","","",""
"Min 1x pro Woche","1994","indirekter Migrationshintergrund","Westdeutschland","35","0.0707493912939871","0.0476178339599404","0.0938809486280338"
"Min 1x pro Woche","1994","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","1994","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Woche","1994","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Monat","1994","kein Migrationshintergrund","Westdeutschland","635","0.096608903311873","0.0893512642479558","0.10386654237579"
"Min 1x pro Monat","1994","kein Migrationshintergrund","Ostdeutschland","119","0.0328447006470363","0.0270137129681444","0.0386756883259282"
"Min 1x pro Monat","1994","direkter Migrationshintergrund","Westdeutschland","347","0.140627376679923","0.126114015916079","0.155140737443767"
"Min 1x pro Monat","1994","direkter Migrationshintergrund","Ostdeutschland","11","","",""
"Min 1x pro Monat","1994","indirekter Migrationshintergrund","Westdeutschland","60","0.137242622778405","0.10619946179995","0.168285783756859"
"Min 1x pro Monat","1994","indirekter Migrationshintergrund","Ostdeutschland","1","","",""
"Min 1x pro Monat","1994","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Monat","1994","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Seltener","1994","kein Migrationshintergrund","Westdeutschland","2070","0.319342448492425","0.307888860780737","0.330796036204112"
"Seltener","1994","kein Migrationshintergrund","Ostdeutschland","571","0.152990147836189","0.141213075976709","0.16476721969567"
"Seltener","1994","direkter Migrationshintergrund","Westdeutschland","605","0.270499530084898","0.251954038851747","0.289045021318048"
"Seltener","1994","direkter Migrationshintergrund","Ostdeutschland","21","","",""
"Seltener","1994","indirekter Migrationshintergrund","Westdeutschland","153","0.29646801022595","0.255266993263035","0.337669027188866"
"Seltener","1994","indirekter Migrationshintergrund","Ostdeutschland","1","","",""
"Seltener","1994","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Seltener","1994","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nie","1994","kein Migrationshintergrund","Westdeutschland","2897","0.455964332047157","0.443728654888744","0.468200009205569"
"Nie","1994","kein Migrationshintergrund","Ostdeutschland","2766","0.780178702571942","0.766630137840403","0.79372726730348"
"Nie","1994","direkter Migrationshintergrund","Westdeutschland","853","0.432313003677422","0.411630842488166","0.452995164866678"
"Nie","1994","direkter Migrationshintergrund","Ostdeutschland","104","0.725076212813578","0.651898629966109","0.798253795661048"
"Nie","1994","indirekter Migrationshintergrund","Westdeutschland","224","0.495539975701658","0.450434442866676","0.54064550853664"
"Nie","1994","indirekter Migrationshintergrund","Ostdeutschland","13","","",""
"Nie","1994","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nie","1994","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Taeglich","1995","kein Migrationshintergrund","Westdeutschland","34","0.00626852343112976","0.00433835023680277","0.00819869662545674"
"Taeglich","1995","kein Migrationshintergrund","Ostdeutschland","2","","",""
"Taeglich","1995","direkter Migrationshintergrund","Westdeutschland","50","0.0152860747575559","0.0105855184540747","0.0199866310610371"
"Taeglich","1995","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","1995","indirekter Migrationshintergrund","Westdeutschland","2","","",""
"Taeglich","1995","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","1995","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Taeglich","1995","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Woche","1995","kein Migrationshintergrund","Westdeutschland","756","0.12561077533924","0.117505925430376","0.133715625248104"
"Min 1x pro Woche","1995","kein Migrationshintergrund","Ostdeutschland","129","0.0333791881394935","0.0274317217321283","0.0393266545468587"
"Min 1x pro Woche","1995","direkter Migrationshintergrund","Westdeutschland","498","0.168649484570618","0.154303484653022","0.182995484488213"
"Min 1x pro Woche","1995","direkter Migrationshintergrund","Ostdeutschland","5","","",""
"Min 1x pro Woche","1995","indirekter Migrationshintergrund","Westdeutschland","42","0.0690173187635455","0.0465504005568863","0.0914842369702047"
"Min 1x pro Woche","1995","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","1995","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Woche","1995","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Monat","1995","kein Migrationshintergrund","Westdeutschland","664","0.10322871386299","0.0957879035162062","0.110669524209773"
"Min 1x pro Monat","1995","kein Migrationshintergrund","Ostdeutschland","123","0.0387547137747063","0.0323640580693848","0.0451453694800279"
"Min 1x pro Monat","1995","direkter Migrationshintergrund","Westdeutschland","412","0.134596960477273","0.121521016111961","0.147672904842584"
"Min 1x pro Monat","1995","direkter Migrationshintergrund","Ostdeutschland","11","","",""
"Min 1x pro Monat","1995","indirekter Migrationshintergrund","Westdeutschland","51","0.094953530113517","0.0689708074063024","0.120936252820732"
"Min 1x pro Monat","1995","indirekter Migrationshintergrund","Ostdeutschland","1","","",""
"Min 1x pro Monat","1995","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Monat","1995","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Seltener","1995","kein Migrationshintergrund","Westdeutschland","2026","0.310742226643389","0.299424215868272","0.322060237418506"
"Seltener","1995","kein Migrationshintergrund","Ostdeutschland","574","0.158462646373508","0.146371535781495","0.170553756965521"
"Seltener","1995","direkter Migrationshintergrund","Westdeutschland","651","0.237522888389412","0.221218205060959","0.253827571717865"
"Seltener","1995","direkter Migrationshintergrund","Ostdeutschland","24","","",""
"Seltener","1995","indirekter Migrationshintergrund","Westdeutschland","147","0.266548714029303","0.227359406064002","0.305738021994603"
"Seltener","1995","indirekter Migrationshintergrund","Ostdeutschland","1","","",""
"Seltener","1995","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Seltener","1995","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nie","1995","kein Migrationshintergrund","Westdeutschland","2943","0.454149760723251","0.441973458265556","0.466326063180946"
"Nie","1995","kein Migrationshintergrund","Ostdeutschland","2676","0.76888307369637","0.754925431243407","0.782840716149333"
"Nie","1995","direkter Migrationshintergrund","Westdeutschland","1006","0.443944591805141","0.424908856857178","0.462980326753104"
"Nie","1995","direkter Migrationshintergrund","Ostdeutschland","103","0.726411108524842","0.653344232304867","0.799477984744818"
"Nie","1995","indirekter Migrationshintergrund","Westdeutschland","247","0.56738851925546","0.523476545953283","0.611300492557637"
"Nie","1995","indirekter Migrationshintergrund","Ostdeutschland","13","","",""
"Nie","1995","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nie","1995","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Taeglich","1996","kein Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","1996","kein Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","1996","direkter Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","1996","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","1996","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","1996","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","1996","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Taeglich","1996","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Woche","1996","kein Migrationshintergrund","Westdeutschland","708","0.121218867856954","0.113196932606758","0.129240803107151"
"Min 1x pro Woche","1996","kein Migrationshintergrund","Ostdeutschland","121","0.0337125051184315","0.0277432583950889","0.0396817518417742"
"Min 1x pro Woche","1996","direkter Migrationshintergrund","Westdeutschland","453","0.167386371140523","0.152597868980542","0.182174873300505"
"Min 1x pro Woche","1996","direkter Migrationshintergrund","Ostdeutschland","6","","",""
"Min 1x pro Woche","1996","indirekter Migrationshintergrund","Westdeutschland","33","0.0547633242478942","0.0352643201704574","0.0742623283253309"
"Min 1x pro Woche","1996","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","1996","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Woche","1996","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Monat","1996","kein Migrationshintergrund","Westdeutschland","645","0.101071863983318","0.0936633466211869","0.108480381345449"
"Min 1x pro Monat","1996","kein Migrationshintergrund","Ostdeutschland","129","0.0370056963620248","0.0307623563532316","0.043249036370818"
"Min 1x pro Monat","1996","direkter Migrationshintergrund","Westdeutschland","369","0.122144394551385","0.109172879672077","0.135115909430692"
"Min 1x pro Monat","1996","direkter Migrationshintergrund","Ostdeutschland","5","","",""
"Min 1x pro Monat","1996","indirekter Migrationshintergrund","Westdeutschland","50","0.0853242094010128","0.0613818483739965","0.109266570428029"
"Min 1x pro Monat","1996","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","1996","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Monat","1996","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Seltener","1996","kein Migrationshintergrund","Westdeutschland","2112","0.333822060101896","0.322231449417904","0.345412670785888"
"Seltener","1996","kein Migrationshintergrund","Ostdeutschland","621","0.176739925613085","0.164124360823985","0.189355490402185"
"Seltener","1996","direkter Migrationshintergrund","Westdeutschland","672","0.270554985881599","0.252956859381651","0.288153112381546"
"Seltener","1996","direkter Migrationshintergrund","Ostdeutschland","30","0.191794348094044","0.126342858501629","0.25724583768646"
"Seltener","1996","indirekter Migrationshintergrund","Westdeutschland","173","0.36992977344615","0.328553500437001","0.4113060464553"
"Seltener","1996","indirekter Migrationshintergrund","Ostdeutschland","2","","",""
"Seltener","1996","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Seltener","1996","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nie","1996","kein Migrationshintergrund","Westdeutschland","2894","0.443887208057832","0.431675639953213","0.45609877616245"
"Nie","1996","kein Migrationshintergrund","Ostdeutschland","2641","0.752541872906459","0.738269800735512","0.766813945077405"
"Nie","1996","direkter Migrationshintergrund","Westdeutschland","954","0.439914248426494","0.420251072682868","0.459577424170119"
"Nie","1996","direkter Migrationshintergrund","Ostdeutschland","98","0.697158502667635","0.620772436007533","0.773544569327738"
"Nie","1996","indirekter Migrationshintergrund","Westdeutschland","267","0.489982692904943","0.447139673200651","0.532825712609234"
"Nie","1996","indirekter Migrationshintergrund","Ostdeutschland","17","","",""
"Nie","1996","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nie","1996","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Taeglich","1997","kein Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","1997","kein Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","1997","direkter Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","1997","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","1997","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","1997","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","1997","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Taeglich","1997","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Woche","1997","kein Migrationshintergrund","Westdeutschland","707","0.123026975377007","0.114895358884439","0.131158591869576"
"Min 1x pro Woche","1997","kein Migrationshintergrund","Ostdeutschland","108","0.0308567800743383","0.0250955320147357","0.0366180281339409"
"Min 1x pro Woche","1997","direkter Migrationshintergrund","Westdeutschland","434","0.164365397203976","0.149307535509291","0.179423258898661"
"Min 1x pro Woche","1997","direkter Migrationshintergrund","Ostdeutschland","5","","",""
