year,quintil_oecd,regtyp,pli0098_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,5th Quintile,Urban regions,Seldom,0.33119,504,1501,0.30737,0.35501
1990,5th Quintile,Urban regions,Never,0.44232,656,1501,0.41719,0.46746
1990,5th Quintile,Rural regions,At least once per week,0.16913,47,311,0.12740,0.21086
1990,5th Quintile,Rural regions,At least once per month,0.09591,33,311,0.06313,0.12869
1990,5th Quintile,Rural regions,Seldom,0.39088,124,311,0.33656,0.44520
1990,5th Quintile,Rural regions,Never,0.34408,107,311,0.29120,0.39697
1992,1st Quintile,No answer / don't know,Never,0.92035,45,45,0.84034,1.00035
1992,1st Quintile,Urban regions,At least once per week,0.10269,161,1382,0.08668,0.11870
1992,1st Quintile,Urban regions,At least once per month,0.09434,142,1382,0.07892,0.10976
1992,1st Quintile,Urban regions,Seldom,0.19676,262,1382,0.17579,0.21773
1992,1st Quintile,Urban regions,Never,0.60621,817,1382,0.58044,0.63198
1992,1st Quintile,Rural regions,At least once per week,0.09793,93,1305,0.08180,0.11406
1992,1st Quintile,Rural regions,At least once per month,0.05912,64,1305,0.04631,0.07192
1992,1st Quintile,Rural regions,Seldom,0.18186,206,1305,0.16092,0.20280
1992,1st Quintile,Rural regions,Never,0.66110,942,1305,0.63541,0.68679
1992,2nd Quintile,Urban regions,At least once per week,0.13023,210,1658,0.11403,0.14644
1992,2nd Quintile,Urban regions,At least once per month,0.09705,174,1658,0.08279,0.11130
1992,2nd Quintile,Urban regions,Seldom,0.25463,372,1658,0.23365,0.27561
1992,2nd Quintile,Urban regions,Never,0.51809,902,1658,0.49403,0.54215
1992,2nd Quintile,Rural regions,At least once per week,0.10088,96,1151,0.08347,0.11829
1992,2nd Quintile,Rural regions,At least once per month,0.07784,73,1151,0.06236,0.09333
1992,2nd Quintile,Rural regions,Seldom,0.23563,241,1151,0.21110,0.26016
1992,2nd Quintile,Rural regions,Never,0.58564,741,1151,0.55717,0.61412
1992,3rd Quintile,Urban regions,At least once per week,0.13103,235,1737,0.11515,0.14690
1992,3rd Quintile,Urban regions,At least once per month,0.09650,180,1737,0.08261,0.11039
1992,3rd Quintile,Urban regions,Seldom,0.29776,476,1737,0.27625,0.31927
1992,3rd Quintile,Urban regions,Never,0.47471,846,1737,0.45122,0.49820
1992,3rd Quintile,Rural regions,At least once per week,0.12359,83,898,0.10205,0.14513
1992,3rd Quintile,Rural regions,At least once per month,0.07668,58,898,0.05927,0.09409
1992,3rd Quintile,Rural regions,Seldom,0.30655,248,898,0.27638,0.33673
1992,3rd Quintile,Rural regions,Never,0.49318,509,898,0.46046,0.52590
1992,4th Quintile,Urban regions,At least once per week,0.09176,176,1873,0.07869,0.10484
1992,4th Quintile,Urban regions,At least once per month,0.08376,168,1873,0.07121,0.09630
1992,4th Quintile,Urban regions,Seldom,0.32238,597,1873,0.30120,0.34355
1992,4th Quintile,Urban regions,Never,0.50210,932,1873,0.47945,0.52475
1992,4th Quintile,Rural regions,At least once per week,0.12537,76,701,0.10084,0.14991
1992,4th Quintile,Rural regions,At least once per month,0.11697,74,701,0.09317,0.14078
1992,4th Quintile,Rural regions,Seldom,0.32631,216,701,0.29157,0.36104
1992,4th Quintile,Rural regions,Never,0.43134,335,701,0.39465,0.46803
1992,5th Quintile,Urban regions,At least once per week,0.11544,207,1933,0.10119,0.12969
1992,5th Quintile,Urban regions,At least once per month,0.07208,154,1933,0.06055,0.08361
1992,5th Quintile,Urban regions,Seldom,0.29649,589,1933,0.27612,0.31685
1992,5th Quintile,Urban regions,Never,0.51599,983,1933,0.49371,0.53827
1992,5th Quintile,Rural regions,At least once per week,0.13395,47,433,0.10183,0.16607
1992,5th Quintile,Rural regions,At least once per month,0.11714,44,433,0.08681,0.14746
1992,5th Quintile,Rural regions,Seldom,0.36636,155,433,0.32093,0.41180
1992,5th Quintile,Rural regions,Never,0.38256,187,433,0.33672,0.42839
1994,1st Quintile,Urban regions,At least once per week,0.13008,231,1525,0.11319,0.14697
1994,1st Quintile,Urban regions,At least once per month,0.08554,157,1525,0.07150,0.09958
1994,1st Quintile,Urban regions,Seldom,0.24431,339,1525,0.22274,0.26588
1994,1st Quintile,Urban regions,Never,0.54007,798,1525,0.51505,0.56509
1994,1st Quintile,Rural regions,At least once per week,0.11002,82,972,0.09034,0.12970
1994,1st Quintile,Rural regions,At least once per month,0.07571,61,972,0.05907,0.09235
1994,1st Quintile,Rural regions,Seldom,0.20273,179,972,0.17744,0.22801
1994,1st Quintile,Rural regions,Never,0.61155,650,972,0.58089,0.64220
1994,2nd Quintile,Urban regions,At least once per week,0.11888,190,1618,0.10310,0.13465
1994,2nd Quintile,Urban regions,At least once per month,0.10036,172,1618,0.08571,0.11501
1994,2nd Quintile,Urban regions,Seldom,0.28153,440,1618,0.25961,0.30345
1994,2nd Quintile,Urban regions,Never,0.49923,816,1618,0.47486,0.52360
1994,2nd Quintile,Rural regions,At least once per week,0.08549,78,1041,0.06850,0.10249
1994,2nd Quintile,Rural regions,At least once per month,0.10853,77,1041,0.08962,0.12743
1994,2nd Quintile,Rural regions,Seldom,0.25927,249,1041,0.23263,0.28590
1994,2nd Quintile,Rural regions,Never,0.54671,637,1041,0.51646,0.57697
1994,3rd Quintile,Urban regions,At least once per week,0.10960,182,1655,0.09455,0.12466
1994,3rd Quintile,Urban regions,At least once per month,0.08571,158,1655,0.07221,0.09920
1994,3rd Quintile,Urban regions,Seldom,0.29227,482,1655,0.27035,0.31418
1994,3rd Quintile,Urban regions,Never,0.51242,833,1655,0.48833,0.53651
1994,3rd Quintile,Rural regions,At least once per week,0.09825,78,1031,0.08007,0.11643
1994,3rd Quintile,Rural regions,At least once per month,0.09503,77,1031,0.07712,0.11294
1994,3rd Quintile,Rural regions,Seldom,0.24498,246,1031,0.21872,0.27125
1994,3rd Quintile,Rural regions,Never,0.56174,630,1031,0.53144,0.59204
1994,4th Quintile,Urban regions,At least once per week,0.09723,163,1764,0.08340,0.11106
1994,4th Quintile,Urban regions,At least once per month,0.08565,168,1764,0.07259,0.09872
1994,4th Quintile,Urban regions,Seldom,0.31612,550,1764,0.29441,0.33782
1994,4th Quintile,Urban regions,Never,0.50100,883,1764,0.47766,0.52434
1994,4th Quintile,Rural regions,At least once per week,0.14399,82,765,0.11910,0.16889
1994,4th Quintile,Rural regions,At least once per month,0.09283,68,765,0.07225,0.11340
1994,4th Quintile,Rural regions,Seldom,0.28570,203,765,0.25366,0.31773
1994,4th Quintile,Rural regions,Never,0.47748,412,765,0.44207,0.51290
1994,5th Quintile,Urban regions,At least once per week,0.10393,187,1859,0.09005,0.11781
1994,5th Quintile,Urban regions,At least once per month,0.08305,177,1859,0.07050,0.09559
1994,5th Quintile,Urban regions,Seldom,0.29930,550,1859,0.27847,0.32012
1994,5th Quintile,Urban regions,Never,0.51373,945,1859,0.49100,0.53645
1994,5th Quintile,Rural regions,At least once per week,0.15400,64,551,0.12383,0.18416
1994,5th Quintile,Rural regions,At least once per month,0.11116,57,551,0.08489,0.13743
1994,5th Quintile,Rural regions,Seldom,0.33448,181,551,0.29505,0.37391
1994,5th Quintile,Rural regions,Never,0.40036,249,551,0.35941,0.44131
1995,1st Quintile,Urban regions,At least once per week,0.12430,262,1605,0.10815,0.14044
1995,1st Quintile,Urban regions,At least once per month,0.10018,166,1605,0.08548,0.11487
1995,1st Quintile,Urban regions,Seldom,0.22309,354,1605,0.20272,0.24347
1995,1st Quintile,Urban regions,Never,0.55243,823,1605,0.52810,0.57677
1995,1st Quintile,Rural regions,At least once per week,0.12553,90,912,0.10402,0.14705
1995,1st Quintile,Rural regions,At least once per month,0.08825,65,912,0.06983,0.10667
1995,1st Quintile,Rural regions,Seldom,0.19852,165,912,0.17262,0.22443
1995,1st Quintile,Rural regions,Never,0.58770,592,912,0.55573,0.61967
1995,2nd Quintile,Urban regions,At least once per week,0.13758,262,1799,0.12166,0.15351
1995,2nd Quintile,Urban regions,At least once per month,0.10258,210,1799,0.08855,0.11660
1995,2nd Quintile,Urban regions,Seldom,0.26672,450,1799,0.24628,0.28716
1995,2nd Quintile,Urban regions,Never,0.49312,877,1799,0.47001,0.51623
1995,2nd Quintile,Rural regions,At least once per week,0.10678,92,1070,0.08826,0.12529
1995,2nd Quintile,Rural regions,At least once per month,0.09111,70,1070,0.07386,0.10836
1995,2nd Quintile,Rural regions,Seldom,0.22261,217,1070,0.19767,0.24755
1995,2nd Quintile,Rural regions,Never,0.57951,691,1070,0.54992,0.60910
1995,3rd Quintile,Urban regions,At least once per week,0.13074,212,1670,0.11457,0.14691
1995,3rd Quintile,Urban regions,At least once per month,0.09321,178,1670,0.07926,0.10716
1995,3rd Quintile,Urban regions,Seldom,0.26490,444,1670,0.24373,0.28607
1995,3rd Quintile,Urban regions,Never,0.51115,836,1670,0.48717,0.53513
1995,3rd Quintile,Rural regions,At least once per week,0.08933,76,1032,0.07192,0.10674
1995,3rd Quintile,Rural regions,At least once per month,0.11627,82,1032,0.09670,0.13583
1995,3rd Quintile,Rural regions,Seldom,0.28037,286,1032,0.25295,0.30779
1995,3rd Quintile,Rural regions,Never,0.51403,588,1032,0.48352,0.54454
1995,4th Quintile,Urban regions,At least once per week,0.09990,163,1759,0.08588,0.11392
1995,4th Quintile,Urban regions,At least once per month,0.07081,148,1759,0.05882,0.08280
1995,4th Quintile,Urban regions,Seldom,0.31979,540,1759,0.29798,0.34159
1995,4th Quintile,Urban regions,Never,0.50951,908,1759,0.48614,0.53288
1995,4th Quintile,Rural regions,At least once per week,0.12135,84,892,0.09991,0.14279
1995,4th Quintile,Rural regions,At least once per month,0.11717,92,892,0.09606,0.13829
1995,4th Quintile,Rural regions,Seldom,0.29997,255,892,0.26988,0.33006
1995,4th Quintile,Rural regions,Never,0.46151,461,892,0.42877,0.49424
1995,5th Quintile,Urban regions,At least once per week,0.11853,222,1841,0.10376,0.13330
1995,5th Quintile,Urban regions,At least once per month,0.09000,184,1841,0.07693,0.10308
1995,5th Quintile,Urban regions,Seldom,0.28096,521,1841,0.26042,0.30149
1995,5th Quintile,Urban regions,Never,0.51051,914,1841,0.48766,0.53335
1995,5th Quintile,Rural regions,At least once per week,0.13301,55,607,0.10597,0.16005
1995,5th Quintile,Rural regions,At least once per month,0.11620,66,607,0.09069,0.14172
1995,5th Quintile,Rural regions,Seldom,0.33922,191,607,0.30153,0.37692
1995,5th Quintile,Rural regions,Never,0.41156,295,607,0.37238,0.45075
1996,1st Quintile,Urban regions,At least once per week,0.11361,211,1667,0.09837,0.12885
1996,1st Quintile,Urban regions,At least once per month,0.09285,180,1667,0.07891,0.10678
1996,1st Quintile,Urban regions,Seldom,0.26581,414,1667,0.24460,0.28702
1996,1st Quintile,Urban regions,Never,0.52773,862,1667,0.50376,0.55170
1996,1st Quintile,Rural regions,At least once per week,0.11320,84,898,0.09247,0.13394
1996,1st Quintile,Rural regions,At least once per month,0.08941,69,898,0.07073,0.10808
1996,1st Quintile,Rural regions,Seldom,0.23978,200,898,0.21184,0.26772
1996,1st Quintile,Rural regions,Never,0.55761,545,898,0.52510,0.59011
1996,2nd Quintile,Urban regions,At least once per week,0.11781,211,1679,0.10239,0.13324
1996,2nd Quintile,Urban regions,At least once per month,0.09209,192,1679,0.07826,0.10593
1996,2nd Quintile,Urban regions,Seldom,0.30310,476,1679,0.28111,0.32509
1996,2nd Quintile,Urban regions,Never,0.48700,800,1679,0.46308,0.51091
1996,2nd Quintile,Rural regions,At least once per week,0.08576,58,936,0.06781,0.10371
1996,2nd Quintile,Rural regions,At least once per month,0.07303,55,936,0.05635,0.08971
1996,2nd Quintile,Rural regions,Seldom,0.25231,222,936,0.22447,0.28015
1996,2nd Quintile,Rural regions,Never,0.58890,601,936,0.55736,0.62044
1996,3rd Quintile,Urban regions,At least once per week,0.10135,164,1571,0.08642,0.11628
1996,3rd Quintile,Urban regions,At least once per month,0.09767,145,1571,0.08299,0.11236
1996,3rd Quintile,Urban regions,Seldom,0.30158,452,1571,0.27887,0.32428
1996,3rd Quintile,Urban regions,Never,0.49940,810,1571,0.47467,0.52413
1996,3rd Quintile,Rural regions,At least once per week,0.09427,91,1107,0.07704,0.11149
1996,3rd Quintile,Rural regions,At least once per month,0.08361,78,1107,0.06730,0.09992
1996,3rd Quintile,Rural regions,Seldom,0.27851,271,1107,0.25209,0.30493
1996,3rd Quintile,Rural regions,Never,0.54361,667,1107,0.51426,0.57297
1996,4th Quintile,Urban regions,At least once per week,0.10022,166,1787,0.08630,0.11415
1996,4th Quintile,Urban regions,At least once per month,0.08471,158,1787,0.07179,0.09762
1996,4th Quintile,Urban regions,Seldom,0.31596,553,1787,0.29440,0.33753
1996,4th Quintile,Urban regions,Never,0.49911,910,1787,0.47592,0.52230
1996,4th Quintile,Rural regions,At least once per week,0.12237,89,915,0.10113,0.14362
1996,4th Quintile,Rural regions,At least once per month,0.13034,100,915,0.10852,0.15217
1996,4th Quintile,Rural regions,Seldom,0.32808,283,915,0.29764,0.35852
1996,4th Quintile,Rural regions,Never,0.41921,443,915,0.38722,0.45120
1996,5th Quintile,Urban regions,At least once per week,0.11774,189,1800,0.10285,0.13264
1996,5th Quintile,Urban regions,At least once per month,0.07911,162,1800,0.06663,0.09158
1996,5th Quintile,Urban regions,Seldom,0.31516,540,1800,0.29369,0.33662
1996,5th Quintile,Urban regions,Never,0.48799,909,1800,0.46490,0.51109
1996,5th Quintile,Rural regions,At least once per week,0.13198,58,634,0.10561,0.15834
1996,5th Quintile,Rural regions,At least once per month,0.12077,59,634,0.09538,0.14615
1996,5th Quintile,Rural regions,Seldom,0.33286,197,634,0.29615,0.36957
1996,5th Quintile,Rural regions,Never,0.41439,320,634,0.37602,0.45277
1997,1st Quintile,Urban regions,At least once per week,0.12593,215,1555,0.10944,0.14243
1997,1st Quintile,Urban regions,At least once per month,0.10433,179,1555,0.08913,0.11953
1997,1st Quintile,Urban regions,Seldom,0.24490,384,1555,0.22352,0.26628
1997,1st Quintile,Urban regions,Never,0.52483,777,1555,0.50000,0.54966
1997,1st Quintile,Rural regions,At least once per week,0.11867,85,816,0.09647,0.14088
1997,1st Quintile,Rural regions,At least once per month,0.08630,55,816,0.06702,0.10558
1997,1st Quintile,Rural regions,Seldom,0.23669,170,816,0.20751,0.26587
1997,1st Quintile,Rural regions,Never,0.55833,506,816,0.52424,0.59243
1997,2nd Quintile,Urban regions,At least once per week,0.10752,211,1658,0.09261,0.12244
1997,2nd Quintile,Urban regions,At least once per month,0.08955,154,1658,0.07580,0.10329
1997,2nd Quintile,Urban regions,Seldom,0.31948,503,1658,0.29702,0.34193
1997,2nd Quintile,Urban regions,Never,0.48346,790,1658,0.45939,0.50752
1997,2nd Quintile,Rural regions,At least once per week,0.09784,77,1065,0.07999,0.11569
1997,2nd Quintile,Rural regions,At least once per month,0.07372,64,1065,0.05802,0.08943
1997,2nd Quintile,Rural regions,Seldom,0.25851,253,1065,0.23221,0.28482
1997,2nd Quintile,Rural regions,Never,0.56992,671,1065,0.54018,0.59967
1997,3rd Quintile,Urban regions,At least once per week,0.10992,169,1604,0.09460,0.12523
1997,3rd Quintile,Urban regions,At least once per month,0.08459,148,1604,0.07096,0.09821
1997,3rd Quintile,Urban regions,Seldom,0.30354,471,1604,0.28103,0.32605
1997,3rd Quintile,Urban regions,Never,0.50196,816,1604,0.47748,0.52644
1997,3rd Quintile,Rural regions,At least once per week,0.08309,69,1007,0.06603,0.10014
1997,3rd Quintile,Rural regions,At least once per month,0.08494,75,1007,0.06771,0.10217
1997,3rd Quintile,Rural regions,Seldom,0.32535,295,1007,0.29640,0.35430
1997,3rd Quintile,Rural regions,Never,0.50663,568,1007,0.47574,0.53753
1997,4th Quintile,Urban regions,At least once per week,0.11193,177,1763,0.09720,0.12665
1997,4th Quintile,Urban regions,At least once per month,0.08109,146,1763,0.06834,0.09383
1997,4th Quintile,Urban regions,Seldom,0.31472,568,1763,0.29304,0.33641
1997,4th Quintile,Urban regions,Never,0.49227,872,1763,0.46892,0.51561
1997,4th Quintile,Rural regions,At least once per week,0.11957,82,880,0.09812,0.14102
1997,4th Quintile,Rural regions,At least once per month,0.08935,87,880,0.07049,0.10820
1997,4th Quintile,Rural regions,Seldom,0.27696,237,880,0.24738,0.30654
1997,4th Quintile,Rural regions,Never,0.51413,474,880,0.48109,0.54717
1997,5th Quintile,Urban regions,At least once per week,0.10592,162,1752,0.09151,0.12034
1997,5th Quintile,Urban regions,At least once per month,0.08402,162,1752,0.07103,0.09702
1997,5th Quintile,Urban regions,Seldom,0.31037,536,1752,0.28870,0.33204
1997,5th Quintile,Urban regions,Never,0.49969,892,1752,0.47627,0.52311
1997,5th Quintile,Rural regions,At least once per week,0.11004,47,650,0.08597,0.13412
1997,5th Quintile,Rural regions,At least once per month,0.10153,56,650,0.07829,0.12477
1997,5th Quintile,Rural regions,Seldom,0.36837,220,650,0.33125,0.40548
1997,5th Quintile,Rural regions,Never,0.42006,327,650,0.38209,0.45803
1998,1st Quintile,Urban regions,At least once per week,0.10612,191,1549,0.09078,0.12147
1998,1st Quintile,Urban regions,At least once per month,0.10305,159,1549,0.08790,0.11819
1998,1st Quintile,Urban regions,Seldom,0.25780,393,1549,0.23601,0.27959
1998,1st Quintile,Urban regions,Never,0.53303,806,1549,0.50817,0.55788
1998,1st Quintile,Rural regions,At least once per week,0.08954,72,768,0.06933,0.10974
1998,1st Quintile,Rural regions,At least once per month,0.07679,55,768,0.05794,0.09563
1998,1st Quintile,Rural regions,Seldom,0.25472,173,768,0.22389,0.28556
1998,1st Quintile,Rural regions,Never,0.57895,468,768,0.54401,0.61390
1998,2nd Quintile,Urban regions,At least once per week,0.13582,214,1538,0.11869,0.15295
1998,2nd Quintile,Urban regions,At least once per month,0.08782,146,1538,0.07367,0.10197
1998,2nd Quintile,Urban regions,Seldom,0.28260,441,1538,0.26009,0.30511
1998,2nd Quintile,Urban regions,Never,0.49376,737,1538,0.46877,0.51876
1998,2nd Quintile,Rural regions,At least once per week,0.10324,73,952,0.08390,0.12258
1998,2nd Quintile,Rural regions,At least once per month,0.08378,76,952,0.06617,0.10139
1998,2nd Quintile,Rural regions,Seldom,0.25685,238,952,0.22909,0.28462
1998,2nd Quintile,Rural regions,Never,0.55613,565,952,0.52455,0.58771
1998,3rd Quintile,Urban regions,At least once per week,0.09364,154,1525,0.07902,0.10827
1998,3rd Quintile,Urban regions,At least once per month,0.10866,154,1525,0.09303,0.12428
1998,3rd Quintile,Urban regions,Seldom,0.30234,452,1525,0.27928,0.32540
1998,3rd Quintile,Urban regions,Never,0.49536,765,1525,0.47025,0.52046
1998,3rd Quintile,Rural regions,At least once per week,0.08912,74,1030,0.07171,0.10653
1998,3rd Quintile,Rural regions,At least once per month,0.08227,73,1030,0.06549,0.09906
1998,3rd Quintile,Rural regions,Seldom,0.29518,281,1030,0.26731,0.32305
1998,3rd Quintile,Rural regions,Never,0.53343,602,1030,0.50294,0.56391
1998,4th Quintile,Urban regions,At least once per week,0.11112,170,1691,0.09613,0.12610
1998,4th Quintile,Urban regions,At least once per month,0.09386,148,1691,0.07996,0.10777
1998,4th Quintile,Urban regions,Seldom,0.29947,528,1691,0.27763,0.32131
1998,4th Quintile,Urban regions,Never,0.49555,845,1691,0.47171,0.51939
1998,4th Quintile,Rural regions,At least once per week,0.12703,89,908,0.10535,0.14870
1998,4th Quintile,Rural regions,At least once per month,0.09709,75,908,0.07782,0.11636
1998,4th Quintile,Rural regions,Seldom,0.31967,283,908,0.28932,0.35002
1998,4th Quintile,Rural regions,Never,0.45621,461,908,0.42380,0.48863
1998,5th Quintile,Urban regions,At least once per week,0.10907,157,1649,0.09401,0.12412
1998,5th Quintile,Urban regions,At least once per month,0.09589,164,1649,0.08167,0.11010
1998,5th Quintile,Urban regions,Seldom,0.31737,535,1649,0.29489,0.33984
1998,5th Quintile,Urban regions,Never,0.47768,793,1649,0.45357,0.50180
1998,5th Quintile,Rural regions,At least once per week,0.10179,47,638,0.07831,0.12528
1998,5th Quintile,Rural regions,At least once per month,0.09554,53,638,0.07272,0.11837
1998,5th Quintile,Rural regions,Seldom,0.37721,215,638,0.33957,0.41485
1998,5th Quintile,Rural regions,Never,0.42545,323,638,0.38706,0.46385
1999,1st Quintile,Urban regions,At least once per week,0.11043,196,1659,0.09535,0.12552
1999,1st Quintile,Urban regions,At least once per month,0.08932,167,1659,0.07559,0.10305
1999,1st Quintile,Urban regions,Seldom,0.26775,430,1659,0.24644,0.28907
1999,1st Quintile,Urban regions,Never,0.53250,866,1659,0.50848,0.55651
1999,1st Quintile,Rural regions,At least once per week,0.12943,100,929,0.10783,0.15103
1999,1st Quintile,Rural regions,At least once per month,0.05910,50,929,0.04392,0.07427
1999,1st Quintile,Rural regions,Seldom,0.25319,209,929,0.22521,0.28117
1999,1st Quintile,Rural regions,Never,0.55828,570,929,0.52633,0.59024
1999,2nd Quintile,Urban regions,At least once per week,0.09017,170,1723,0.07664,0.10369
1999,2nd Quintile,Urban regions,At least once per month,0.08356,154,1723,0.07049,0.09663
1999,2nd Quintile,Urban regions,Seldom,0.29862,507,1723,0.27700,0.32024
1999,2nd Quintile,Urban regions,Never,0.52765,892,1723,0.50407,0.55123
1999,2nd Quintile,Rural regions,At least once per week,0.08291,72,1134,0.06685,0.09897
1999,2nd Quintile,Rural regions,At least once per month,0.08949,92,1134,0.07287,0.10611
1999,2nd Quintile,Rural regions,Seldom,0.29421,293,1134,0.26768,0.32074
1999,2nd Quintile,Rural regions,Never,0.53339,677,1134,0.50434,0.56244
1999,3rd Quintile,Urban regions,At least once per week,0.11968,167,1710,0.10429,0.13507
1999,3rd Quintile,Urban regions,At least once per month,0.08644,166,1710,0.07312,0.09977
1999,3rd Quintile,Urban regions,Seldom,0.33795,574,1710,0.31553,0.36038
1999,3rd Quintile,Urban regions,Never,0.45592,803,1710,0.43231,0.47954
1999,3rd Quintile,Rural regions,At least once per week,0.09665,92,1104,0.07921,0.11408
1999,3rd Quintile,Rural regions,At least once per month,0.07080,63,1104,0.05566,0.08594
1999,3rd Quintile,Rural regions,Seldom,0.28219,313,1104,0.25563,0.30875
1999,3rd Quintile,Rural regions,Never,0.55036,636,1104,0.52101,0.57972
1999,4th Quintile,Urban regions,At least once per week,0.09097,158,1863,0.07791,0.10403
1999,4th Quintile,Urban regions,At least once per month,0.09201,171,1863,0.07888,0.10514
1999,4th Quintile,Urban regions,Seldom,0.31937,622,1863,0.29819,0.34054
1999,4th Quintile,Urban regions,Never,0.49765,912,1863,0.47494,0.52036
1999,4th Quintile,Rural regions,At least once per week,0.10603,74,882,0.08570,0.12636
1999,4th Quintile,Rural regions,At least once per month,0.09735,82,882,0.07777,0.11692
1999,4th Quintile,Rural regions,Seldom,0.33324,280,882,0.30211,0.36437
1999,4th Quintile,Rural regions,Never,0.46338,446,882,0.43045,0.49631
1999,5th Quintile,Urban regions,At least once per week,0.09938,162,1890,0.08589,0.11287
1999,5th Quintile,Urban regions,At least once per month,0.08621,176,1890,0.07356,0.09887
1999,5th Quintile,Urban regions,Seldom,0.36430,663,1890,0.34260,0.38600
1999,5th Quintile,Urban regions,Never,0.45011,889,1890,0.42767,0.47254
1999,5th Quintile,Rural regions,At least once per week,0.09175,51,711,0.07052,0.11299
1999,5th Quintile,Rural regions,At least once per month,0.11279,68,711,0.08952,0.13606
1999,5th Quintile,Rural regions,Seldom,0.37386,244,711,0.33827,0.40945
1999,5th Quintile,Rural regions,Never,0.42159,348,711,0.38527,0.45791
2001,1st Quintile,Urban regions,At least once per week,0.14548,333,2428,0.13145,0.15951
2001,1st Quintile,Urban regions,At least once per month,0.08723,219,2428,0.07600,0.09845
2001,1st Quintile,Urban regions,Seldom,0.21024,522,2428,0.19403,0.22646
2001,1st Quintile,Urban regions,Never,0.55705,1354,2428,0.53728,0.57681
2001,1st Quintile,Rural regions,At least once per week,0.08786,114,1414,0.07309,0.10262
2001,1st Quintile,Rural regions,At least once per month,0.10812,134,1414,0.09193,0.12431
2001,1st Quintile,Rural regions,Seldom,0.21486,289,1414,0.19344,0.23627
2001,1st Quintile,Rural regions,Never,0.58917,877,1414,0.56351,0.61482
2001,2nd Quintile,Urban regions,At least once per week,0.08613,233,2598,0.07534,0.09693
2001,2nd Quintile,Urban regions,At least once per month,0.09374,240,2598,0.08253,0.10495
2001,2nd Quintile,Urban regions,Seldom,0.30049,785,2598,0.28286,0.31813
2001,2nd Quintile,Urban regions,Never,0.51964,1340,2598,0.50042,0.53885
2001,2nd Quintile,Rural regions,At least once per week,0.09624,149,1715,0.08228,0.11020
2001,2nd Quintile,Rural regions,At least once per month,0.08731,151,1715,0.07395,0.10068
2001,2nd Quintile,Rural regions,Seldom,0.28214,456,1715,0.26084,0.30345
2001,2nd Quintile,Rural regions,Never,0.53431,959,1715,0.51069,0.55792
2001,3rd Quintile,Urban regions,At least once per week,0.09569,265,2826,0.08484,0.10654
