"pli0098_h","year","bildungsniveau","bula_h","n","percent","lower_confidence","upper_confidence"
"Min 1x pro Woche","1990","Realschulabschluss","Schleswig-Holstein","","","",""
"Min 1x pro Woche","1990","Realschulabschluss","Hamburg","","","",""
"Min 1x pro Woche","1990","Realschulabschluss","Niedersachsen","","","",""
"Min 1x pro Woche","1990","Realschulabschluss","Bremen","","","",""
"Min 1x pro Woche","1990","Realschulabschluss","Nordrhein-Westfalen","67","0.140268251179236","0.107634677458282","0.172901824900191"
"Min 1x pro Woche","1990","Realschulabschluss","Hessen","","","",""
"Min 1x pro Woche","1990","Realschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","1990","Realschulabschluss","Baden-Wuerttemberg","45","0.149334360300661","0.105759013937887","0.192909706663435"
"Min 1x pro Woche","1990","Realschulabschluss","Bayern","66","0.223003172697576","0.174676064932183","0.27133028046297"
"Min 1x pro Woche","1990","Realschulabschluss","Saarland","","","",""
"Min 1x pro Woche","1990","Realschulabschluss","Berlin","","","",""
"Min 1x pro Woche","1990","Realschulabschluss","Brandenburg","","","",""
"Min 1x pro Woche","1990","Realschulabschluss","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1990","Realschulabschluss","Sachsen","","","",""
"Min 1x pro Woche","1990","Realschulabschluss","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1990","Realschulabschluss","Thueringen","","","",""
"Min 1x pro Woche","1990","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Min 1x pro Woche","1990","(Fach-)Abitur","Hamburg","","","",""
"Min 1x pro Woche","1990","(Fach-)Abitur","Niedersachsen","","","",""
"Min 1x pro Woche","1990","(Fach-)Abitur","Bremen","","","",""
"Min 1x pro Woche","1990","(Fach-)Abitur","Nordrhein-Westfalen","37","0.134508927972573","0.0917849285351302","0.177232927410016"
"Min 1x pro Woche","1990","(Fach-)Abitur","Hessen","","","",""
"Min 1x pro Woche","1990","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","1990","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"Min 1x pro Woche","1990","(Fach-)Abitur","Bayern","","","",""
"Min 1x pro Woche","1990","(Fach-)Abitur","Saarland","","","",""
"Min 1x pro Woche","1990","(Fach-)Abitur","Berlin","","","",""
"Min 1x pro Woche","1990","(Fach-)Abitur","Brandenburg","","","",""
"Min 1x pro Woche","1990","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1990","(Fach-)Abitur","Sachsen","","","",""
"Min 1x pro Woche","1990","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1990","(Fach-)Abitur","Thueringen","","","",""
"Min 1x pro Woche","1990","AkademikerInnen","Schleswig-Holstein","","","",""
"Min 1x pro Woche","1990","AkademikerInnen","Hamburg","","","",""
"Min 1x pro Woche","1990","AkademikerInnen","Niedersachsen","","","",""
"Min 1x pro Woche","1990","AkademikerInnen","Bremen","","","",""
"Min 1x pro Woche","1990","AkademikerInnen","Nordrhein-Westfalen","","","",""
"Min 1x pro Woche","1990","AkademikerInnen","Hessen","","","",""
"Min 1x pro Woche","1990","AkademikerInnen","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","1990","AkademikerInnen","Baden-Wuerttemberg","","","",""
"Min 1x pro Woche","1990","AkademikerInnen","Bayern","30","0.23293508024703","0.161365379396742","0.304504781097317"
"Min 1x pro Woche","1990","AkademikerInnen","Saarland","","","",""
"Min 1x pro Woche","1990","AkademikerInnen","Berlin","","","",""
"Min 1x pro Woche","1990","AkademikerInnen","Brandenburg","","","",""
"Min 1x pro Woche","1990","AkademikerInnen","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1990","AkademikerInnen","Sachsen","","","",""
"Min 1x pro Woche","1990","AkademikerInnen","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1990","AkademikerInnen","Thueringen","","","",""
"Min 1x pro Monat","1990","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Min 1x pro Monat","1990","(noch) kein Abschluss","Hamburg","","","",""
"Min 1x pro Monat","1990","(noch) kein Abschluss","Niedersachsen","","","",""
"Min 1x pro Monat","1990","(noch) kein Abschluss","Bremen","","","",""
"Min 1x pro Monat","1990","(noch) kein Abschluss","Nordrhein-Westfalen","37","0.119816193073024","0.0807904017284563","0.158841984417592"
"Min 1x pro Monat","1990","(noch) kein Abschluss","Hessen","","","",""
"Min 1x pro Monat","1990","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Monat","1990","(noch) kein Abschluss","Baden-Wuerttemberg","36","0.175128372156716","0.123844796052644","0.226411948260788"
"Min 1x pro Monat","1990","(noch) kein Abschluss","Bayern","","","",""
"Min 1x pro Monat","1990","(noch) kein Abschluss","Saarland","","","",""
"Min 1x pro Monat","1990","(noch) kein Abschluss","Berlin","","","",""
"Min 1x pro Monat","1990","(noch) kein Abschluss","Brandenburg","","","",""
"Min 1x pro Monat","1990","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","1990","(noch) kein Abschluss","Sachsen","","","",""
"Min 1x pro Monat","1990","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","1990","(noch) kein Abschluss","Thueringen","","","",""
"Min 1x pro Monat","1990","Hauptschulabschluss","Schleswig-Holstein","","","",""
"Min 1x pro Monat","1990","Hauptschulabschluss","Hamburg","","","",""
"Min 1x pro Monat","1990","Hauptschulabschluss","Niedersachsen","50","0.0907124584290177","0.0667102703140153","0.11471464654402"
"Min 1x pro Monat","1990","Hauptschulabschluss","Bremen","","","",""
"Min 1x pro Monat","1990","Hauptschulabschluss","Nordrhein-Westfalen","149","0.115200309811646","0.0982136702483223","0.132186949374969"
"Min 1x pro Monat","1990","Hauptschulabschluss","Hessen","72","0.130733529811954","0.101814561377237","0.159652498246671"
"Min 1x pro Monat","1990","Hauptschulabschluss","Rheinland-Pfalz,Saarland","56","0.142398879973837","0.110039138710527","0.174758621237148"
"Min 1x pro Monat","1990","Hauptschulabschluss","Baden-Wuerttemberg","145","0.131762532244418","0.111362476229853","0.152162588258982"
"Min 1x pro Monat","1990","Hauptschulabschluss","Bayern","164","0.184761523770379","0.160043075526508","0.20947997201425"
"Min 1x pro Monat","1990","Hauptschulabschluss","Saarland","","","",""
"Min 1x pro Monat","1990","Hauptschulabschluss","Berlin","","","",""
"Min 1x pro Monat","1990","Hauptschulabschluss","Brandenburg","","","",""
"Min 1x pro Monat","1990","Hauptschulabschluss","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","1990","Hauptschulabschluss","Sachsen","34","0.083613847225438","0.0598905194745076","0.107337174976368"
"Min 1x pro Monat","1990","Hauptschulabschluss","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","1990","Hauptschulabschluss","Thueringen","","","",""
"Min 1x pro Monat","1990","Realschulabschluss","Schleswig-Holstein","","","",""
"Min 1x pro Monat","1990","Realschulabschluss","Hamburg","","","",""
"Min 1x pro Monat","1990","Realschulabschluss","Niedersachsen","","","",""
"Min 1x pro Monat","1990","Realschulabschluss","Bremen","","","",""
"Min 1x pro Monat","1990","Realschulabschluss","Nordrhein-Westfalen","47","0.120810271893505","0.0901838193035183","0.151436724483492"
"Min 1x pro Monat","1990","Realschulabschluss","Hessen","","","",""
"Min 1x pro Monat","1990","Realschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Monat","1990","Realschulabschluss","Baden-Wuerttemberg","42","0.160622067849334","0.115730692700121","0.205513442998548"
"Min 1x pro Monat","1990","Realschulabschluss","Bayern","39","0.12599846285428","0.0874715347317445","0.164525390976815"
"Min 1x pro Monat","1990","Realschulabschluss","Saarland","","","",""
"Min 1x pro Monat","1990","Realschulabschluss","Berlin","","","",""
"Min 1x pro Monat","1990","Realschulabschluss","Brandenburg","","","",""
"Min 1x pro Monat","1990","Realschulabschluss","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","1990","Realschulabschluss","Sachsen","","","",""
"Min 1x pro Monat","1990","Realschulabschluss","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","1990","Realschulabschluss","Thueringen","","","",""
"Min 1x pro Monat","1990","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Min 1x pro Monat","1990","(Fach-)Abitur","Hamburg","","","",""
"Min 1x pro Monat","1990","(Fach-)Abitur","Niedersachsen","","","",""
"Min 1x pro Monat","1990","(Fach-)Abitur","Bremen","","","",""
"Min 1x pro Monat","1990","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Min 1x pro Monat","1990","(Fach-)Abitur","Hessen","","","",""
"Min 1x pro Monat","1990","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Monat","1990","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"Min 1x pro Monat","1990","(Fach-)Abitur","Bayern","","","",""
"Min 1x pro Monat","1990","(Fach-)Abitur","Saarland","","","",""
"Min 1x pro Monat","1990","(Fach-)Abitur","Berlin","","","",""
"Min 1x pro Monat","1990","(Fach-)Abitur","Brandenburg","","","",""
"Min 1x pro Monat","1990","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","1990","(Fach-)Abitur","Sachsen","","","",""
"Min 1x pro Monat","1990","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","1990","(Fach-)Abitur","Thueringen","","","",""
"Min 1x pro Monat","1990","AkademikerInnen","Schleswig-Holstein","","","",""
"Min 1x pro Monat","1990","AkademikerInnen","Hamburg","","","",""
"Min 1x pro Monat","1990","AkademikerInnen","Niedersachsen","","","",""
"Min 1x pro Monat","1990","AkademikerInnen","Bremen","","","",""
"Min 1x pro Monat","1990","AkademikerInnen","Nordrhein-Westfalen","","","",""
"Min 1x pro Monat","1990","AkademikerInnen","Hessen","","","",""
"Min 1x pro Monat","1990","AkademikerInnen","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Monat","1990","AkademikerInnen","Baden-Wuerttemberg","","","",""
"Min 1x pro Monat","1990","AkademikerInnen","Bayern","","","",""
"Min 1x pro Monat","1990","AkademikerInnen","Saarland","","","",""
"Min 1x pro Monat","1990","AkademikerInnen","Berlin","","","",""
"Min 1x pro Monat","1990","AkademikerInnen","Brandenburg","","","",""
"Min 1x pro Monat","1990","AkademikerInnen","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","1990","AkademikerInnen","Sachsen","","","",""
"Min 1x pro Monat","1990","AkademikerInnen","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","1990","AkademikerInnen","Thueringen","","","",""
"Seltener","1990","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Seltener","1990","(noch) kein Abschluss","Hamburg","","","",""
"Seltener","1990","(noch) kein Abschluss","Niedersachsen","","","",""
"Seltener","1990","(noch) kein Abschluss","Bremen","","","",""
"Seltener","1990","(noch) kein Abschluss","Nordrhein-Westfalen","62","0.242182912297791","0.19070022380143","0.293665600794152"
"Seltener","1990","(noch) kein Abschluss","Hessen","","","",""
"Seltener","1990","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Seltener","1990","(noch) kein Abschluss","Baden-Wuerttemberg","60","0.386872135703709","0.321156893082976","0.452587378324442"
"Seltener","1990","(noch) kein Abschluss","Bayern","","","",""
"Seltener","1990","(noch) kein Abschluss","Saarland","","","",""
"Seltener","1990","(noch) kein Abschluss","Berlin","","","",""
"Seltener","1990","(noch) kein Abschluss","Brandenburg","","","",""
"Seltener","1990","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Seltener","1990","(noch) kein Abschluss","Sachsen","","","",""
"Seltener","1990","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Seltener","1990","(noch) kein Abschluss","Thueringen","","","",""
"Seltener","1990","Hauptschulabschluss","Schleswig-Holstein","59","0.369413481642558","0.295769912224808","0.443057051060307"
"Seltener","1990","Hauptschulabschluss","Hamburg","","","",""
"Seltener","1990","Hauptschulabschluss","Niedersachsen","193","0.351558807194807","0.31165622182587","0.391461392563745"
"Seltener","1990","Hauptschulabschluss","Bremen","","","",""
"Seltener","1990","Hauptschulabschluss","Nordrhein-Westfalen","398","0.284285789708406","0.260286103521248","0.308285475895564"
"Seltener","1990","Hauptschulabschluss","Hessen","207","0.425064347265344","0.382656151139217","0.467472543391471"
"Seltener","1990","Hauptschulabschluss","Rheinland-Pfalz,Saarland","161","0.359462459436815","0.315029202428301","0.403895716445329"
"Seltener","1990","Hauptschulabschluss","Baden-Wuerttemberg","348","0.323092216019567","0.294886045079938","0.351298386959197"
"Seltener","1990","Hauptschulabschluss","Bayern","297","0.311680967469408","0.282180891642167","0.34118104329665"
"Seltener","1990","Hauptschulabschluss","Saarland","","","",""
"Seltener","1990","Hauptschulabschluss","Berlin","42","0.212884064998218","0.157911092741729","0.267857037254706"
"Seltener","1990","Hauptschulabschluss","Brandenburg","","","",""
"Seltener","1990","Hauptschulabschluss","Mecklenburg-Vorpommern","","","",""
"Seltener","1990","Hauptschulabschluss","Sachsen","103","0.175788313401287","0.143166234760512","0.208410392042063"
"Seltener","1990","Hauptschulabschluss","Sachsen-Anhalt","37","0.109514743333682","0.0751918261380923","0.143837660529273"
"Seltener","1990","Hauptschulabschluss","Thueringen","63","0.172199477385328","0.129965919824552","0.214433034946104"
"Seltener","1990","Realschulabschluss","Schleswig-Holstein","","","",""
"Seltener","1990","Realschulabschluss","Hamburg","","","",""
"Seltener","1990","Realschulabschluss","Niedersachsen","78","0.353513578488535","0.288545626399278","0.418481530577791"
"Seltener","1990","Realschulabschluss","Bremen","","","",""
"Seltener","1990","Realschulabschluss","Nordrhein-Westfalen","125","0.294095081446219","0.251277666159952","0.336912496732486"
"Seltener","1990","Realschulabschluss","Hessen","61","0.340261882676492","0.267968498110024","0.412555267242959"
"Seltener","1990","Realschulabschluss","Rheinland-Pfalz,Saarland","36","0.382000897709223","0.280485278310925","0.48351651710752"
"Seltener","1990","Realschulabschluss","Baden-Wuerttemberg","92","0.35677346694052","0.298205549851083","0.415341384029958"
"Seltener","1990","Realschulabschluss","Bayern","81","0.272843153153699","0.221130569096962","0.324555737210436"
"Seltener","1990","Realschulabschluss","Saarland","","","",""
"Seltener","1990","Realschulabschluss","Berlin","","","",""
"Seltener","1990","Realschulabschluss","Brandenburg","","","",""
"Seltener","1990","Realschulabschluss","Mecklenburg-Vorpommern","","","",""
"Seltener","1990","Realschulabschluss","Sachsen","87","0.19246815630299","0.155714865748803","0.229221446857177"
"Seltener","1990","Realschulabschluss","Sachsen-Anhalt","43","0.147426503070359","0.106047765838759","0.188805240301959"
"Seltener","1990","Realschulabschluss","Thueringen","59","0.18898082111033","0.142877455086514","0.235084187134147"
"Seltener","1990","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Seltener","1990","(Fach-)Abitur","Hamburg","","","",""
"Seltener","1990","(Fach-)Abitur","Niedersachsen","","","",""
"Seltener","1990","(Fach-)Abitur","Bremen","","","",""
"Seltener","1990","(Fach-)Abitur","Nordrhein-Westfalen","75","0.322491827275731","0.263961402685757","0.381022251865704"
"Seltener","1990","(Fach-)Abitur","Hessen","","","",""
"Seltener","1990","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Seltener","1990","(Fach-)Abitur","Baden-Wuerttemberg","34","0.245034914543397","0.170813255984913","0.319256573101882"
"Seltener","1990","(Fach-)Abitur","Bayern","35","0.269535178602923","0.186615210005616","0.352455147200231"
"Seltener","1990","(Fach-)Abitur","Saarland","","","",""
"Seltener","1990","(Fach-)Abitur","Berlin","","","",""
"Seltener","1990","(Fach-)Abitur","Brandenburg","","","",""
"Seltener","1990","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Seltener","1990","(Fach-)Abitur","Sachsen","","","",""
"Seltener","1990","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Seltener","1990","(Fach-)Abitur","Thueringen","","","",""
"Seltener","1990","AkademikerInnen","Schleswig-Holstein","","","",""
"Seltener","1990","AkademikerInnen","Hamburg","","","",""
"Seltener","1990","AkademikerInnen","Niedersachsen","","","",""
"Seltener","1990","AkademikerInnen","Bremen","","","",""
"Seltener","1990","AkademikerInnen","Nordrhein-Westfalen","66","0.343300778608605","0.276997405557126","0.409604151660084"
"Seltener","1990","AkademikerInnen","Hessen","30","0.407144647808416","0.30144883512517","0.512840460491662"
"Seltener","1990","AkademikerInnen","Rheinland-Pfalz,Saarland","","","",""
"Seltener","1990","AkademikerInnen","Baden-Wuerttemberg","35","0.356594417507056","0.26224044794151","0.450948387072601"
"Seltener","1990","AkademikerInnen","Bayern","37","0.27789644546815","0.20204970368452","0.35374318725178"
"Seltener","1990","AkademikerInnen","Saarland","","","",""
"Seltener","1990","AkademikerInnen","Berlin","","","",""
"Seltener","1990","AkademikerInnen","Brandenburg","32","0.210616376902586","0.149502454183572","0.2717302996216"
"Seltener","1990","AkademikerInnen","Mecklenburg-Vorpommern","","","",""
"Seltener","1990","AkademikerInnen","Sachsen","52","0.174248092040387","0.129897059034662","0.218599125046112"
"Seltener","1990","AkademikerInnen","Sachsen-Anhalt","","","",""
"Seltener","1990","AkademikerInnen","Thueringen","","","",""
"Nie","1990","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Nie","1990","(noch) kein Abschluss","Hamburg","","","",""
"Nie","1990","(noch) kein Abschluss","Niedersachsen","","","",""
"Nie","1990","(noch) kein Abschluss","Bremen","","","",""
"Nie","1990","(noch) kein Abschluss","Nordrhein-Westfalen","116","0.472307709722945","0.412313385656658","0.532302033789231"
"Nie","1990","(noch) kein Abschluss","Hessen","43","0.334524069749365","0.24427695974571","0.42477117975302"
"Nie","1990","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Nie","1990","(noch) kein Abschluss","Baden-Wuerttemberg","67","0.305199280027075","0.243065361207982","0.367333198846168"
"Nie","1990","(noch) kein Abschluss","Bayern","47","0.404938422704866","0.306228289865613","0.50364855554412"
"Nie","1990","(noch) kein Abschluss","Saarland","","","",""
"Nie","1990","(noch) kein Abschluss","Berlin","","","",""
"Nie","1990","(noch) kein Abschluss","Brandenburg","","","",""
"Nie","1990","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Nie","1990","(noch) kein Abschluss","Sachsen","","","",""
"Nie","1990","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Nie","1990","(noch) kein Abschluss","Thueringen","","","",""
"Nie","1990","Hauptschulabschluss","Schleswig-Holstein","95","0.554016275756941","0.478171287996275","0.629861263517607"
"Nie","1990","Hauptschulabschluss","Hamburg","54","0.671619254150987","0.574052131094005","0.76918637720797"
"Nie","1990","Hauptschulabschluss","Niedersachsen","260","0.473343979761085","0.4316168318093","0.51507112771287"
"Nie","1990","Hauptschulabschluss","Bremen","43","0.7337251002212","0.622803793655759","0.844646406786642"
"Nie","1990","Hauptschulabschluss","Nordrhein-Westfalen","585","0.431035393639609","0.404686810949909","0.457383976329309"
"Nie","1990","Hauptschulabschluss","Hessen","176","0.322590177702521","0.28248835115851","0.362692004246533"
"Nie","1990","Hauptschulabschluss","Rheinland-Pfalz,Saarland","150","0.315931499569051","0.272883265066623","0.358979734071478"
