"pli0098_h","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"Nie","1992","kein Migrationshintergrund","maennlich","3015","0.571234228660794","0.557392820058521","0.585075637263068"
"Nie","1992","kein Migrationshintergrund","weiblich","2932","0.487274173999982","0.473953724083194","0.50059462391677"
"Nie","1992","direkter Migrationshintergrund","maennlich","624","0.511482591918463","0.48452679765882","0.538438386178107"
"Nie","1992","direkter Migrationshintergrund","weiblich","567","0.479328593930276","0.451307260901971","0.507349926958582"
"Nie","1992","indirekter Migrationshintergrund","maennlich","105","0.524775634507147","0.456909579544359","0.592641689469935"
"Nie","1992","indirekter Migrationshintergrund","weiblich","97","0.521905525291988","0.453020437547931","0.590790613036045"
"Taeglich","1993","kein Migrationshintergrund","maennlich","","","",""
"Taeglich","1993","kein Migrationshintergrund","weiblich","","","",""
"Taeglich","1993","direkter Migrationshintergrund","maennlich","","","",""
"Taeglich","1993","direkter Migrationshintergrund","weiblich","","","",""
"Taeglich","1993","indirekter Migrationshintergrund","maennlich","","","",""
"Taeglich","1993","indirekter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Woche","1993","kein Migrationshintergrund","maennlich","","","",""
"Min 1x pro Woche","1993","kein Migrationshintergrund","weiblich","","","",""
"Min 1x pro Woche","1993","direkter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Woche","1993","direkter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Woche","1993","indirekter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Woche","1993","indirekter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Monat","1993","kein Migrationshintergrund","maennlich","","","",""
"Min 1x pro Monat","1993","kein Migrationshintergrund","weiblich","","","",""
"Min 1x pro Monat","1993","direkter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Monat","1993","direkter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Monat","1993","indirekter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Monat","1993","indirekter Migrationshintergrund","weiblich","","","",""
"Seltener","1993","kein Migrationshintergrund","maennlich","","","",""
"Seltener","1993","kein Migrationshintergrund","weiblich","","","",""
"Seltener","1993","direkter Migrationshintergrund","maennlich","","","",""
"Seltener","1993","direkter Migrationshintergrund","weiblich","","","",""
"Seltener","1993","indirekter Migrationshintergrund","maennlich","","","",""
"Seltener","1993","indirekter Migrationshintergrund","weiblich","","","",""
"Nie","1993","kein Migrationshintergrund","maennlich","","","",""
"Nie","1993","kein Migrationshintergrund","weiblich","","","",""
"Nie","1993","direkter Migrationshintergrund","maennlich","","","",""
"Nie","1993","direkter Migrationshintergrund","weiblich","","","",""
"Nie","1993","indirekter Migrationshintergrund","maennlich","","","",""
"Nie","1993","indirekter Migrationshintergrund","weiblich","","","",""
"Taeglich","1994","kein Migrationshintergrund","maennlich","","","",""
"Taeglich","1994","kein Migrationshintergrund","weiblich","","","",""
"Taeglich","1994","direkter Migrationshintergrund","maennlich","","","",""
"Taeglich","1994","direkter Migrationshintergrund","weiblich","","","",""
"Taeglich","1994","indirekter Migrationshintergrund","maennlich","","","",""
"Taeglich","1994","indirekter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Woche","1994","kein Migrationshintergrund","maennlich","352","0.0835883601144135","0.075709250886969","0.091467469341858"
"Min 1x pro Woche","1994","kein Migrationshintergrund","weiblich","551","0.131015504386908","0.121900486794157","0.140130521979659"
"Min 1x pro Woche","1994","direkter Migrationshintergrund","maennlich","218","0.152701296249235","0.132442405971699","0.172960186526771"
"Min 1x pro Woche","1994","direkter Migrationshintergrund","weiblich","190","0.158793816143859","0.137688596673072","0.179899035614645"
"Min 1x pro Woche","1994","indirekter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Woche","1994","indirekter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Monat","1994","kein Migrationshintergrund","maennlich","307","0.0714357882067718","0.0641037822125842","0.0787677942009594"
"Min 1x pro Monat","1994","kein Migrationshintergrund","weiblich","450","0.0910201472177714","0.0832498783567496","0.0987904160787931"
"Min 1x pro Monat","1994","direkter Migrationshintergrund","maennlich","170","0.120931760579516","0.102568174211144","0.139295346947889"
"Min 1x pro Monat","1994","direkter Migrationshintergrund","weiblich","189","0.148062713790871","0.127553523381721","0.168571904200022"
"Min 1x pro Monat","1994","indirekter Migrationshintergrund","maennlich","30","0.138163641154123","0.0952167687778184","0.181110513530428"
"Min 1x pro Monat","1994","indirekter Migrationshintergrund","weiblich","31","0.121790595580518","0.0808389867941374","0.162742204366899"
"Seltener","1994","kein Migrationshintergrund","maennlich","1207","0.279715310925441","0.266937127104811","0.29249349474607"
"Seltener","1994","kein Migrationshintergrund","weiblich","1440","0.285798627840593","0.273593830833918","0.298003424847267"
"Seltener","1994","direkter Migrationshintergrund","maennlich","337","0.279494765208625","0.254220331785449","0.304769198631801"
"Seltener","1994","direkter Migrationshintergrund","weiblich","298","0.239401245465805","0.214759988415967","0.264042502515643"
"Seltener","1994","indirekter Migrationshintergrund","maennlich","71","0.261756585840964","0.207046064908903","0.316467106773024"
"Seltener","1994","indirekter Migrationshintergrund","weiblich","89","0.342618249775236","0.283191891545334","0.402044608005137"
"Nie","1994","kein Migrationshintergrund","maennlich","2874","0.565260540753374","0.551148241231585","0.579372840275164"
"Nie","1994","kein Migrationshintergrund","weiblich","2823","0.492165720554728","0.478660339633071","0.505671101476385"
"Nie","1994","direkter Migrationshintergrund","maennlich","486","0.446872177962624","0.418870733854902","0.474873622070346"
"Nie","1994","direkter Migrationshintergrund","weiblich","475","0.453742224599465","0.424993057619366","0.482491391579564"
"Nie","1994","indirekter Migrationshintergrund","maennlich","129","0.551814590504848","0.489920712096709","0.613708468912988"
"Nie","1994","indirekter Migrationshintergrund","weiblich","107","0.449567772049606","0.38727831273004","0.511857231369172"
"Taeglich","1995","kein Migrationshintergrund","maennlich","","","",""
"Taeglich","1995","kein Migrationshintergrund","weiblich","","","",""
"Taeglich","1995","direkter Migrationshintergrund","maennlich","35","0.0182660202131572","0.0112812902397123","0.0252507501866021"
"Taeglich","1995","direkter Migrationshintergrund","weiblich","","","",""
"Taeglich","1995","indirekter Migrationshintergrund","maennlich","","","",""
"Taeglich","1995","indirekter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Woche","1995","kein Migrationshintergrund","maennlich","347","0.0817439100652264","0.0739369630943066","0.0895508570361462"
"Min 1x pro Woche","1995","kein Migrationshintergrund","weiblich","543","0.126397034918982","0.11739982319868","0.135394246639284"
"Min 1x pro Woche","1995","direkter Migrationshintergrund","maennlich","238","0.144012114778167","0.125698922060191","0.162325307496143"
"Min 1x pro Woche","1995","direkter Migrationshintergrund","weiblich","268","0.181513084475375","0.161162198488613","0.201863970462136"
"Min 1x pro Woche","1995","indirekter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Woche","1995","indirekter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Monat","1995","kein Migrationshintergrund","maennlich","322","0.075995052687165","0.0684441056262396","0.0835459997480905"
"Min 1x pro Monat","1995","kein Migrationshintergrund","weiblich","471","0.101117002378423","0.0929540714128921","0.109279933343953"
"Min 1x pro Monat","1995","direkter Migrationshintergrund","maennlich","215","0.133722750293615","0.115970155215631","0.151475345371598"
"Min 1x pro Monat","1995","direkter Migrationshintergrund","weiblich","212","0.128028681072487","0.110387477234813","0.145669884910162"
"Min 1x pro Monat","1995","indirekter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Monat","1995","indirekter Migrationshintergrund","weiblich","","","",""
"Seltener","1995","kein Migrationshintergrund","maennlich","1185","0.273056000011532","0.260360554169301","0.285751445853763"
"Seltener","1995","kein Migrationshintergrund","weiblich","1422","0.281673328673052","0.269494197539666","0.293852459806438"
"Seltener","1995","direkter Migrationshintergrund","maennlich","349","0.233436765911771","0.211372506015679","0.255501025807864"
"Seltener","1995","direkter Migrationshintergrund","weiblich","333","0.230378210224715","0.20814598877106","0.25261043167837"
"Seltener","1995","indirekter Migrationshintergrund","maennlich","69","0.251055333519817","0.197833774396163","0.304276892643471"
"Seltener","1995","indirekter Migrationshintergrund","weiblich","85","0.288702592543646","0.233407168503251","0.343998016584041"
"Nie","1995","kein Migrationshintergrund","maennlich","2865","0.56581904487579","0.551695432738154","0.579942657013426"
"Nie","1995","kein Migrationshintergrund","weiblich","2780","0.484998752525848","0.471466911131534","0.498530593920161"
"Nie","1995","direkter Migrationshintergrund","maennlich","575","0.47056234880329","0.444527998648744","0.496596698957835"
"Nie","1995","direkter Migrationshintergrund","weiblich","550","0.448743768721817","0.422483482606956","0.475004054836679"
"Nie","1995","indirekter Migrationshintergrund","maennlich","141","0.615962161686913","0.556266602290041","0.675657721083786"
"Nie","1995","indirekter Migrationshintergrund","weiblich","121","0.536083492162874","0.475231560576181","0.596935423749567"
"Taeglich","1996","kein Migrationshintergrund","maennlich","","","",""
"Taeglich","1996","kein Migrationshintergrund","weiblich","","","",""
"Taeglich","1996","direkter Migrationshintergrund","maennlich","","","",""
"Taeglich","1996","direkter Migrationshintergrund","weiblich","","","",""
"Taeglich","1996","indirekter Migrationshintergrund","maennlich","","","",""
"Taeglich","1996","indirekter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Woche","1996","kein Migrationshintergrund","maennlich","331","0.0795556666862029","0.0718284006795125","0.0872829326928932"
"Min 1x pro Woche","1996","kein Migrationshintergrund","weiblich","505","0.122429312964993","0.113528841960125","0.131329783969861"
"Min 1x pro Woche","1996","direkter Migrationshintergrund","maennlich","233","0.158430426720145","0.138679838404288","0.178181015036002"
"Min 1x pro Woche","1996","direkter Migrationshintergrund","weiblich","228","0.165982321604463","0.14573364479916","0.186230998409767"
"Min 1x pro Woche","1996","indirekter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Woche","1996","indirekter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Monat","1996","kein Migrationshintergrund","maennlich","322","0.0795084987241068","0.0717833258465156","0.0872336716016979"
"Min 1x pro Monat","1996","kein Migrationshintergrund","weiblich","456","0.0936831692848014","0.085770918590458","0.101595419979145"
"Min 1x pro Monat","1996","direkter Migrationshintergrund","maennlich","184","0.11344465595384","0.0962908428036719","0.130598469104008"
"Min 1x pro Monat","1996","direkter Migrationshintergrund","weiblich","195","0.117482819589248","0.0999590768870333","0.135006562291462"
"Min 1x pro Monat","1996","indirekter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Monat","1996","indirekter Migrationshintergrund","weiblich","30","0.0857416951845864","0.0527701958685179","0.118713194500655"
"Seltener","1996","kein Migrationshintergrund","maennlich","1253","0.292513052077364","0.279522626485795","0.305503477668933"
"Seltener","1996","kein Migrationshintergrund","weiblich","1489","0.311576858340784","0.299000944398329","0.324152772283239"
"Seltener","1996","direkter Migrationshintergrund","maennlich","359","0.261926111077899","0.238143745752378","0.285708476403419"
"Seltener","1996","direkter Migrationshintergrund","weiblich","348","0.275839655415277","0.251516281100945","0.300163029729609"
"Seltener","1996","indirekter Migrationshintergrund","maennlich","76","0.319477046635086","0.263756781974446","0.375197311295725"
"Seltener","1996","indirekter Migrationshintergrund","weiblich","100","0.401751594594709","0.344018107989143","0.459485081200275"
"Nie","1996","kein Migrationshintergrund","maennlich","2805","0.548422782512326","0.534212088295952","0.5626334767287"
"Nie","1996","kein Migrationshintergrund","weiblich","2760","0.472310659409421","0.458754637450764","0.485866681368078"
"Nie","1996","direkter Migrationshintergrund","maennlich","537","0.466198806248116","0.43921575384007","0.493181858656163"
"Nie","1996","direkter Migrationshintergrund","weiblich","526","0.440695203391012","0.413676062452565","0.467714344329459"
"Nie","1996","indirekter Migrationshintergrund","maennlich","153","0.546973793059857","0.487487504512855","0.606460081606859"
"Nie","1996","indirekter Migrationshintergrund","weiblich","134","0.468190537680843","0.409428404554475","0.526952670807211"
"Taeglich","1997","kein Migrationshintergrund","maennlich","","","",""
"Taeglich","1997","kein Migrationshintergrund","weiblich","","","",""
"Taeglich","1997","direkter Migrationshintergrund","maennlich","","","",""
"Taeglich","1997","direkter Migrationshintergrund","weiblich","","","",""
"Taeglich","1997","indirekter Migrationshintergrund","maennlich","","","",""
"Taeglich","1997","indirekter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Woche","1997","kein Migrationshintergrund","maennlich","324","0.07995679933113","0.0721694986614145","0.0877441000008455"
"Min 1x pro Woche","1997","kein Migrationshintergrund","weiblich","500","0.127505206104181","0.118375394555424","0.136635017652938"
"Min 1x pro Woche","1997","direkter Migrationshintergrund","maennlich","222","0.158809155997472","0.138563541461932","0.179054770533012"
"Min 1x pro Woche","1997","direkter Migrationshintergrund","weiblich","220","0.152841373585451","0.132699229853974","0.172983517316928"
"Min 1x pro Woche","1997","indirekter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Woche","1997","indirekter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Monat","1997","kein Migrationshintergrund","maennlich","305","0.0713462667197726","0.063955871505109","0.0787366619344363"
"Min 1x pro Monat","1997","kein Migrationshintergrund","weiblich","460","0.0953063541984113","0.0872687219707503","0.103343986426072"
"Min 1x pro Monat","1997","direkter Migrationshintergrund","maennlich","158","0.102555728338313","0.0857510720879651","0.119360384588662"
"Min 1x pro Monat","1997","direkter Migrationshintergrund","weiblich","170","0.12145606056904","0.10317109298148","0.1397410281566"
"Min 1x pro Monat","1997","indirekter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Monat","1997","indirekter Migrationshintergrund","weiblich","","","",""
"Seltener","1997","kein Migrationshintergrund","maennlich","1255","0.296144112552451","0.28303574657636","0.309252478528543"
"Seltener","1997","kein Migrationshintergrund","weiblich","1483","0.303222681897818","0.29064083845197","0.315804525343666"
"Seltener","1997","direkter Migrationshintergrund","maennlich","362","0.271776403428271","0.247133936990083","0.296418869866459"
"Seltener","1997","direkter Migrationshintergrund","weiblich","366","0.296463649014888","0.270899469899066","0.32202782813071"
"Seltener","1997","indirekter Migrationshintergrund","maennlich","88","0.304428042447511","0.251647964747191","0.357208120147831"
"Seltener","1997","indirekter Migrationshintergrund","weiblich","108","0.361497549697226","0.305324384716863","0.417670714677588"
"Nie","1997","kein Migrationshintergrund","maennlich","2776","0.552552821396646","0.538276611648046","0.566829031145246"
"Nie","1997","kein Migrationshintergrund","weiblich","2684","0.47396575779959","0.460298011042023","0.487633504557156"
"Nie","1997","direkter Migrationshintergrund","maennlich","510","0.466858712235943","0.439223689972904","0.494493734498982"
"Nie","1997","direkter Migrationshintergrund","weiblich","470","0.429238916830621","0.401532550137416","0.456945283523825"
"Nie","1997","indirekter Migrationshintergrund","maennlich","165","0.594965284190665","0.538660071623751","0.651270496757579"
"Nie","1997","indirekter Migrationshintergrund","weiblich","132","0.521550184283088","0.463143684754992","0.579956683811183"
"Taeglich","1998","kein Migrationshintergrund","maennlich","","","",""
"Taeglich","1998","kein Migrationshintergrund","weiblich","","","",""
"Taeglich","1998","direkter Migrationshintergrund","maennlich","36","0.0290285593403645","0.0196155506963912","0.0384415679843378"
"Taeglich","1998","direkter Migrationshintergrund","weiblich","","","",""
"Taeglich","1998","indirekter Migrationshintergrund","maennlich","","","",""
"Taeglich","1998","indirekter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Woche","1998","kein Migrationshintergrund","maennlich","367","0.0773494390046578","0.0701909986747819","0.0845078793345337"
"Min 1x pro Woche","1998","kein Migrationshintergrund","weiblich","547","0.110468874776292","0.102453797072007","0.118483952480577"
"Min 1x pro Woche","1998","direkter Migrationshintergrund","maennlich","198","0.151945384260302","0.131818889011755","0.17207187950885"
"Min 1x pro Woche","1998","direkter Migrationshintergrund","weiblich","201","0.161022375369156","0.140095363551821","0.181949387186492"
"Min 1x pro Woche","1998","indirekter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Woche","1998","indirekter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Monat","1998","kein Migrationshintergrund","maennlich","390","0.0810070084002481","0.0736958095391997","0.0883182072612964"
"Min 1x pro Monat","1998","kein Migrationshintergrund","weiblich","569","0.103345194996392","0.0955618732788145","0.11112851671397"
"Min 1x pro Monat","1998","direkter Migrationshintergrund","maennlich","150","0.119188032194633","0.101021567619873","0.137354496769392"
"Min 1x pro Monat","1998","direkter Migrationshintergrund","weiblich","180","0.151808041694805","0.131377335420556","0.172238747969053"
"Min 1x pro Monat","1998","indirekter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Monat","1998","indirekter Migrationshintergrund","weiblich","30","0.0830612990591982","0.0515153253539169","0.11460727276448"
"Seltener","1998","kein Migrationshintergrund","maennlich","1481","0.292019606832601","0.279835664881017","0.304203548784186"
"Seltener","1998","kein Migrationshintergrund","weiblich","1763","0.311483858387732","0.299643031453975","0.32332468532149"
"Seltener","1998","direkter Migrationshintergrund","maennlich","362","0.290385621337654","0.264934246590513","0.315836996084795"
"Seltener","1998","direkter Migrationshintergrund","weiblich","338","0.263969883656314","0.238873340864764","0.289066426447863"
"Seltener","1998","indirekter Migrationshintergrund","maennlich","103","0.321508202708545","0.269347784790132","0.373668620626959"
"Seltener","1998","indirekter Migrationshintergrund","weiblich","106","0.348853549244841","0.294373770193896","0.403333328295787"
"Nie","1998","kein Migrationshintergrund","maennlich","3101","0.547627659241948","0.534290543836062","0.560964774647834"
"Nie","1998","kein Migrationshintergrund","weiblich","2973","0.470175586166341","0.457414042291086","0.482937130041597"
"Nie","1998","direkter Migrationshintergrund","maennlich","476","0.409452402867046","0.381882092602388","0.437022713131705"
"Nie","1998","direkter Migrationshintergrund","weiblich","447","0.408927568040805","0.380935662579626","0.436919473501984"
"Nie","1998","indirekter Migrationshintergrund","maennlich","162","0.54701764072432","0.49142541737568","0.602609864072959"
"Nie","1998","indirekter Migrationshintergrund","weiblich","131","0.479904760390212","0.422797228081483","0.537012292698942"
"Taeglich","1999","kein Migrationshintergrund","maennlich","","","",""
"Taeglich","1999","kein Migrationshintergrund","weiblich","","","",""
"Taeglich","1999","direkter Migrationshintergrund","maennlich","","","",""
"Taeglich","1999","direkter Migrationshintergrund","weiblich","","","",""
"Taeglich","1999","indirekter Migrationshintergrund","maennlich","","","",""
"Taeglich","1999","indirekter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Woche","1999","kein Migrationshintergrund","maennlich","344","0.0774583184616771","0.0701856893000039","0.0847309476233503"
"Min 1x pro Woche","1999","kein Migrationshintergrund","weiblich","501","0.109698418620421","0.101575475368216","0.117821361872626"
"Min 1x pro Woche","1999","direkter Migrationshintergrund","maennlich","186","0.155472185126179","0.134203336148766","0.176741034103593"
"Min 1x pro Woche","1999","direkter Migrationshintergrund","weiblich","182","0.157819959022429","0.136255907714616","0.179384010330242"
"Min 1x pro Woche","1999","indirekter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Woche","1999","indirekter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Monat","1999","kein Migrationshintergrund","maennlich","342","0.0660898852729853","0.059330854081716","0.0728489164642546"
"Min 1x pro Monat","1999","kein Migrationshintergrund","weiblich","509","0.0952014519061635","0.087572894885771","0.102830008926556"
"Min 1x pro Monat","1999","direkter Migrationshintergrund","maennlich","135","0.109934455356004","0.0915737835983353","0.128295127113672"
"Min 1x pro Monat","1999","direkter Migrationshintergrund","weiblich","167","0.140423096904666","0.119873251309616","0.160972942499715"
"Min 1x pro Monat","1999","indirekter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Monat","1999","indirekter Migrationshintergrund","weiblich","","","",""
"Seltener","1999","kein Migrationshintergrund","maennlich","1523","0.31398562152868","0.301359036675318","0.326612206382041"
"Seltener","1999","kein Migrationshintergrund","weiblich","1751","0.319525716818228","0.307405694190764","0.331645739445692"
"Seltener","1999","direkter Migrationshintergrund","maennlich","335","0.287279176886024","0.260719520323381","0.313838833448668"
"Seltener","1999","direkter Migrationshintergrund","weiblich","340","0.306509765597669","0.279239507152348","0.333780024042991"
"Seltener","1999","indirekter Migrationshintergrund","maennlich","100","0.335725847870048","0.283156412719346","0.388295283020749"
"Seltener","1999","indirekter Migrationshintergrund","weiblich","104","0.324800591684376","0.27189649838465","0.377704684984102"
"Nie","1999","kein Migrationshintergrund","maennlich","2981","0.542466174736658","0.528912334972256","0.556020014501061"
"Nie","1999","kein Migrationshintergrund","weiblich","2925","0.475574412655187","0.462593780589011","0.488555044721363"
