year,hhtyp,regtyp,petyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,Single-person household,Rural regions,No,0.72751,786,1069,0.70081,0.75422
2016,Couple without children,Urban regions,Yes,0.29225,747,2568,0.27465,0.30984
2016,Couple without children,Urban regions,No,0.70775,1821,2568,0.69016,0.72535
2016,Couple without children,Rural regions,Yes,0.39410,599,1529,0.36960,0.41861
2016,Couple without children,Rural regions,No,0.60590,930,1529,0.58139,0.63040
2016,Single parent,Urban regions,Yes,0.43968,451,992,0.40878,0.47059
2016,Single parent,Urban regions,No,0.56032,541,992,0.52941,0.59122
2016,Single parent,Rural regions,Yes,0.54420,285,532,0.50184,0.58656
2016,Single parent,Rural regions,No,0.45580,247,532,0.41344,0.49816
2016,Couple with children,Urban regions,Yes,0.43151,1416,3297,0.41460,0.44842
2016,Couple with children,Urban regions,No,0.56849,1881,3297,0.55158,0.58540
2016,Couple with children,Rural regions,Yes,0.57812,986,1693,0.55459,0.60165
2016,Couple with children,Rural regions,No,0.42188,707,1693,0.39835,0.44541
2016,Multi-generational household,Urban regions,No,0.50437,34,34,0.33378,0.67496
2016,Other Combinations,Urban regions,Yes,0.28886,37,137,0.21269,0.36504
2016,Other Combinations,Urban regions,No,0.71114,100,137,0.63496,0.78731
2016,Other Combinations,Rural regions,No,0.54422,41,41,0.38988,0.69856
2021,Single-person household,Urban regions,Yes,0.18446,419,2257,0.16846,0.20047
2021,Single-person household,Urban regions,No,0.81554,1838,2257,0.79953,0.83154
2021,Single-person household,Rural regions,Yes,0.26104,252,941,0.23297,0.28912
2021,Single-person household,Rural regions,No,0.73896,689,941,0.71088,0.76703
2021,Couple without children,Urban regions,Yes,0.29441,652,2224,0.27547,0.31336
2021,Couple without children,Urban regions,No,0.70559,1572,2224,0.68664,0.72453
2021,Couple without children,Rural regions,Yes,0.38418,474,1198,0.35662,0.41173
2021,Couple without children,Rural regions,No,0.61582,724,1198,0.58827,0.64338
2021,Single parent,Urban regions,Yes,0.50571,296,572,0.46470,0.54672
2021,Single parent,Urban regions,No,0.49429,276,572,0.45328,0.53530
2021,Single parent,Rural regions,Yes,0.62838,213,324,0.57568,0.68108
2021,Single parent,Rural regions,No,0.37162,111,324,0.31892,0.42432
2021,Couple with children,Urban regions,Yes,0.43458,970,2107,0.41341,0.45575
2021,Couple with children,Urban regions,No,0.56542,1137,2107,0.54425,0.58659
2021,Couple with children,Rural regions,Yes,0.55022,661,1068,0.52037,0.58007
2021,Couple with children,Rural regions,No,0.44978,407,1068,0.41993,0.47963
2021,Other Combinations,Urban regions,Yes,0.34997,63,188,0.28160,0.41833
2021,Other Combinations,Urban regions,No,0.65003,125,188,0.58167,0.71840
2021,Other Combinations,Rural regions,Yes,0.41433,36,77,0.30358,0.52508
2021,Other Combinations,Rural regions,No,0.58567,41,77,0.47492,0.69642
