year,hhtyp,quintil_oecd_hh,petyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,Single-person household,3rd Quintile,Yes,0.24343,135,544,0.20733,0.27952
2001,Single-person household,3rd Quintile,No,0.75657,409,544,0.72048,0.79267
2001,Single-person household,4th Quintile,Yes,0.25004,129,495,0.21185,0.28823
2001,Single-person household,4th Quintile,No,0.74996,366,495,0.71177,0.78815
2001,Single-person household,5th Quintile,Yes,0.16926,83,453,0.13469,0.20383
2001,Single-person household,5th Quintile,No,0.83074,370,453,0.79617,0.86531
2001,Couple without children,1st Quintile,Yes,0.32378,131,410,0.27843,0.36913
2001,Couple without children,1st Quintile,No,0.67622,279,410,0.63087,0.72157
2001,Couple without children,2nd Quintile,Yes,0.36777,245,624,0.32990,0.40563
2001,Couple without children,2nd Quintile,No,0.63223,379,624,0.59437,0.67010
2001,Couple without children,3rd Quintile,Yes,0.35463,272,732,0.31995,0.38931
2001,Couple without children,3rd Quintile,No,0.64537,460,732,0.61069,0.68005
2001,Couple without children,4th Quintile,Yes,0.33206,308,843,0.30025,0.36388
2001,Couple without children,4th Quintile,No,0.66794,535,843,0.63612,0.69975
2001,Couple without children,5th Quintile,Yes,0.32554,330,980,0.29619,0.35490
2001,Couple without children,5th Quintile,No,0.67446,650,980,0.64510,0.70381
2001,Single parent,1st Quintile,Yes,0.45609,146,298,0.39945,0.51274
2001,Single parent,1st Quintile,No,0.54391,152,298,0.48726,0.60055
2001,Single parent,2nd Quintile,Yes,0.45432,81,174,0.38012,0.52851
2001,Single parent,2nd Quintile,No,0.54568,93,174,0.47149,0.61988
2001,Single parent,3rd Quintile,Yes,0.35649,41,110,0.26657,0.44640
2001,Single parent,3rd Quintile,No,0.64351,69,110,0.55360,0.73343
2001,Single parent,4th Quintile,Yes,0.38597,32,74,0.27429,0.49764
2001,Single parent,4th Quintile,No,0.61403,42,74,0.50236,0.72571
2001,Single parent,5th Quintile,No,0.70896,36,36,0.55847,0.85945
2001,Couple with children,1st Quintile,Yes,0.48088,301,642,0.44220,0.51956
2001,Couple with children,1st Quintile,No,0.51912,341,642,0.48044,0.55780
2001,Couple with children,2nd Quintile,Yes,0.55162,548,995,0.52070,0.58254
2001,Couple with children,2nd Quintile,No,0.44838,447,995,0.41746,0.47930
2001,Couple with children,3rd Quintile,Yes,0.51845,531,996,0.48740,0.54949
2001,Couple with children,3rd Quintile,No,0.48155,465,996,0.45051,0.51260
2001,Couple with children,4th Quintile,Yes,0.51467,454,896,0.48192,0.54741
2001,Couple with children,4th Quintile,No,0.48533,442,896,0.45259,0.51808
2001,Couple with children,5th Quintile,Yes,0.48090,300,646,0.44234,0.51946
2001,Couple with children,5th Quintile,No,0.51910,346,646,0.48054,0.55766
2006,Single-person household,1st Quintile,Yes,0.22521,208,847,0.19706,0.25336
2006,Single-person household,1st Quintile,No,0.77479,639,847,0.74664,0.80294
2006,Single-person household,2nd Quintile,Yes,0.20921,145,646,0.17782,0.24060
2006,Single-person household,2nd Quintile,No,0.79079,501,646,0.75940,0.82218
2006,Single-person household,3rd Quintile,Yes,0.22716,140,602,0.19366,0.26066
2006,Single-person household,3rd Quintile,No,0.77284,462,602,0.73934,0.80634
2006,Single-person household,4th Quintile,Yes,0.22195,134,591,0.18842,0.25549
2006,Single-person household,4th Quintile,No,0.77805,457,591,0.74451,0.81158
2006,Single-person household,5th Quintile,Yes,0.16290,109,597,0.13325,0.19255
2006,Single-person household,5th Quintile,No,0.83710,488,597,0.80745,0.86675
2006,Couple without children,1st Quintile,Yes,0.30420,144,426,0.26046,0.34794
2006,Couple without children,1st Quintile,No,0.69580,282,426,0.65206,0.73954
2006,Couple without children,2nd Quintile,Yes,0.32865,226,664,0.29289,0.36441
2006,Couple without children,2nd Quintile,No,0.67135,438,664,0.63559,0.70711
2006,Couple without children,3rd Quintile,Yes,0.33425,274,770,0.30090,0.36759
2006,Couple without children,3rd Quintile,No,0.66575,496,770,0.63241,0.69910
2006,Couple without children,4th Quintile,Yes,0.30107,274,834,0.26992,0.33222
2006,Couple without children,4th Quintile,No,0.69893,560,834,0.66778,0.73008
2006,Couple without children,5th Quintile,Yes,0.36158,527,1463,0.33695,0.38620
2006,Couple without children,5th Quintile,No,0.63842,936,1463,0.61380,0.66305
2006,Single parent,1st Quintile,Yes,0.57444,177,336,0.52149,0.62738
2006,Single parent,1st Quintile,No,0.42556,159,336,0.37262,0.47851
2006,Single parent,2nd Quintile,Yes,0.42241,70,157,0.34490,0.49992
2006,Single parent,2nd Quintile,No,0.57759,87,157,0.50008,0.65510
2006,Single parent,3rd Quintile,Yes,0.38380,53,121,0.29679,0.47081
2006,Single parent,3rd Quintile,No,0.61620,68,121,0.52919,0.70321
2006,Single parent,4th Quintile,Yes,0.31030,34,95,0.21677,0.40382
2006,Single parent,4th Quintile,No,0.68970,61,95,0.59618,0.78323
2006,Single parent,5th Quintile,No,0.54837,35,35,0.38109,0.71565
2006,Couple with children,1st Quintile,Yes,0.44618,220,459,0.40066,0.49171
2006,Couple with children,1st Quintile,No,0.55382,239,459,0.50829,0.59934
2006,Couple with children,2nd Quintile,Yes,0.54451,406,709,0.50783,0.58120
2006,Couple with children,2nd Quintile,No,0.45549,303,709,0.41880,0.49217
2006,Couple with children,3rd Quintile,Yes,0.57542,493,857,0.54231,0.60854
2006,Couple with children,3rd Quintile,No,0.42458,364,857,0.39146,0.45769
2006,Couple with children,4th Quintile,Yes,0.55787,512,920,0.52576,0.58998
2006,Couple with children,4th Quintile,No,0.44213,408,920,0.41002,0.47424
2006,Couple with children,5th Quintile,Yes,0.45436,433,892,0.42166,0.48705
2006,Couple with children,5th Quintile,No,0.54564,459,892,0.51295,0.57834
2011,Single-person household,1st Quintile,Yes,0.24134,243,1017,0.21503,0.26765
2011,Single-person household,1st Quintile,No,0.75866,774,1017,0.73235,0.78497
2011,Single-person household,2nd Quintile,Yes,0.21179,151,724,0.18201,0.24157
2011,Single-person household,2nd Quintile,No,0.78821,573,724,0.75843,0.81799
2011,Single-person household,3rd Quintile,Yes,0.25043,171,660,0.21735,0.28351
2011,Single-person household,3rd Quintile,No,0.74957,489,660,0.71649,0.78265
2011,Single-person household,4th Quintile,Yes,0.20807,118,546,0.17399,0.24215
2011,Single-person household,4th Quintile,No,0.79193,428,546,0.75785,0.82601
2011,Single-person household,5th Quintile,Yes,0.18492,115,560,0.15274,0.21711
2011,Single-person household,5th Quintile,No,0.81508,445,560,0.78289,0.84726
2011,Couple without children,1st Quintile,Yes,0.32144,161,475,0.27939,0.36348
2011,Couple without children,1st Quintile,No,0.67856,314,475,0.63652,0.72061
2011,Couple without children,2nd Quintile,Yes,0.32689,246,721,0.29263,0.36116
2011,Couple without children,2nd Quintile,No,0.67311,475,721,0.63884,0.70737
2011,Couple without children,3rd Quintile,Yes,0.30904,260,804,0.27707,0.34100
2011,Couple without children,3rd Quintile,No,0.69096,544,804,0.65900,0.72293
2011,Couple without children,4th Quintile,Yes,0.31553,322,955,0.28604,0.34502
2011,Couple without children,4th Quintile,No,0.68447,633,955,0.65498,0.71396
2011,Couple without children,5th Quintile,Yes,0.35719,505,1416,0.33222,0.38215
2011,Couple without children,5th Quintile,No,0.64281,911,1416,0.61785,0.66778
2011,Single parent,1st Quintile,Yes,0.42156,147,323,0.36762,0.47550
2011,Single parent,1st Quintile,No,0.57844,176,323,0.52450,0.63238
2011,Single parent,2nd Quintile,Yes,0.41707,72,173,0.34338,0.49076
2011,Single parent,2nd Quintile,No,0.58293,101,173,0.50924,0.65662
2011,Single parent,3rd Quintile,Yes,0.42534,69,140,0.34315,0.50753
2011,Single parent,3rd Quintile,No,0.57466,71,140,0.49247,0.65685
2011,Single parent,4th Quintile,Yes,0.44583,41,91,0.34314,0.54852
2011,Single parent,4th Quintile,No,0.55417,50,91,0.45148,0.65686
2011,Single parent,5th Quintile,No,0.66768,42,42,0.52349,0.81186
2011,Couple with children,1st Quintile,Yes,0.43006,202,405,0.38178,0.47833
2011,Couple with children,1st Quintile,No,0.56994,203,405,0.52167,0.61822
2011,Couple with children,2nd Quintile,Yes,0.51217,315,584,0.47160,0.55275
2011,Couple with children,2nd Quintile,No,0.48783,269,584,0.44725,0.52840
2011,Couple with children,3rd Quintile,Yes,0.57393,434,734,0.53813,0.60973
2011,Couple with children,3rd Quintile,No,0.42607,300,734,0.39027,0.46187
2011,Couple with children,4th Quintile,Yes,0.55116,440,800,0.51667,0.58565
2011,Couple with children,4th Quintile,No,0.44884,360,800,0.41435,0.48333
2011,Couple with children,5th Quintile,Yes,0.53575,371,717,0.49922,0.57228
2011,Couple with children,5th Quintile,No,0.46425,346,717,0.42772,0.50078
2016,Single-person household,1st Quintile,Yes,0.20754,205,989,0.18225,0.23283
2016,Single-person household,1st Quintile,No,0.79246,784,989,0.76717,0.81775
2016,Single-person household,2nd Quintile,Yes,0.24680,181,728,0.21546,0.27814
2016,Single-person household,2nd Quintile,No,0.75320,547,728,0.72186,0.78454
2016,Single-person household,3rd Quintile,Yes,0.20444,126,633,0.17300,0.23588
2016,Single-person household,3rd Quintile,No,0.79556,507,633,0.76412,0.82700
2016,Single-person household,4th Quintile,Yes,0.18420,105,554,0.15189,0.21651
2016,Single-person household,4th Quintile,No,0.81580,449,554,0.78349,0.84811
2016,Single-person household,5th Quintile,Yes,0.14168,71,480,0.11045,0.17291
2016,Single-person household,5th Quintile,No,0.85832,409,480,0.82709,0.88955
2016,Couple without children,1st Quintile,Yes,0.30392,135,434,0.26059,0.34724
2016,Couple without children,1st Quintile,No,0.69608,299,434,0.65276,0.73941
2016,Couple without children,2nd Quintile,Yes,0.28258,218,711,0.24946,0.31570
2016,Couple without children,2nd Quintile,No,0.71742,493,711,0.68430,0.75054
2016,Couple without children,3rd Quintile,Yes,0.33862,250,760,0.30495,0.37228
2016,Couple without children,3rd Quintile,No,0.66138,510,760,0.62772,0.69505
2016,Couple without children,4th Quintile,Yes,0.35967,334,928,0.32877,0.39056
2016,Couple without children,4th Quintile,No,0.64033,594,928,0.60944,0.67123
2016,Couple without children,5th Quintile,Yes,0.32806,409,1264,0.30217,0.35396
2016,Couple without children,5th Quintile,No,0.67194,855,1264,0.64604,0.69783
2016,Single parent,1st Quintile,Yes,0.52720,344,653,0.48888,0.56553
2016,Single parent,1st Quintile,No,0.47280,309,653,0.43447,0.51112
2016,Single parent,2nd Quintile,Yes,0.39895,175,406,0.35126,0.44664
2016,Single parent,2nd Quintile,No,0.60105,231,406,0.55336,0.64874
2016,Single parent,3rd Quintile,Yes,0.51177,119,231,0.44716,0.57637
2016,Single parent,3rd Quintile,No,0.48823,112,231,0.42363,0.55284
2016,Single parent,4th Quintile,Yes,0.41349,62,151,0.33468,0.49230
2016,Single parent,4th Quintile,No,0.58651,89,151,0.50770,0.66532
2016,Single parent,5th Quintile,Yes,0.53120,36,83,0.42319,0.63922
2016,Single parent,5th Quintile,No,0.46880,47,83,0.36078,0.57681
2016,Couple with children,1st Quintile,Yes,0.40580,383,926,0.37416,0.43745
2016,Couple with children,1st Quintile,No,0.59420,543,926,0.56255,0.62584
2016,Couple with children,2nd Quintile,Yes,0.46670,556,1112,0.43736,0.49604
2016,Couple with children,2nd Quintile,No,0.53330,556,1112,0.50396,0.56264
2016,Couple with children,3rd Quintile,Yes,0.49818,546,1057,0.46803,0.52834
2016,Couple with children,3rd Quintile,No,0.50182,511,1057,0.47166,0.53197
2016,Couple with children,4th Quintile,Yes,0.50283,503,993,0.47172,0.53395
2016,Couple with children,4th Quintile,No,0.49717,490,993,0.46605,0.52828
2016,Couple with children,5th Quintile,Yes,0.48068,414,901,0.44803,0.51332
2016,Couple with children,5th Quintile,No,0.51932,487,901,0.48668,0.55197
2016,Other Combinations,1st Quintile,No,0.78212,47,47,0.66282,0.90141
2016,Other Combinations,2nd Quintile,No,0.75619,33,33,0.60742,0.90496
2021,Single-person household,1st Quintile,Yes,0.20994,188,935,0.18382,0.23606
2021,Single-person household,1st Quintile,No,0.79006,747,935,0.76394,0.81618
2021,Single-person household,2nd Quintile,Yes,0.18771,144,627,0.15712,0.21830
2021,Single-person household,2nd Quintile,No,0.81229,483,627,0.78170,0.84288
2021,Single-person household,3rd Quintile,Yes,0.21891,119,563,0.18472,0.25309
2021,Single-person household,3rd Quintile,No,0.78109,444,563,0.74691,0.81528
2021,Single-person household,4th Quintile,Yes,0.21304,105,514,0.17761,0.24847
2021,Single-person household,4th Quintile,No,0.78696,409,514,0.75153,0.82239
2021,Single-person household,5th Quintile,Yes,0.20986,110,544,0.17561,0.24411
2021,Single-person household,5th Quintile,No,0.79014,434,544,0.75589,0.82439
2021,Couple without children,1st Quintile,Yes,0.31818,95,337,0.26838,0.36799
2021,Couple without children,1st Quintile,No,0.68182,242,337,0.63201,0.73162
2021,Couple without children,2nd Quintile,Yes,0.31211,175,563,0.27380,0.35042
2021,Couple without children,2nd Quintile,No,0.68789,388,563,0.64958,0.72620
2021,Couple without children,3rd Quintile,Yes,0.27041,167,566,0.23378,0.30703
2021,Couple without children,3rd Quintile,No,0.72959,399,566,0.69297,0.76622
2021,Couple without children,4th Quintile,Yes,0.37901,250,703,0.34312,0.41490
2021,Couple without children,4th Quintile,No,0.62099,453,703,0.58510,0.65688
2021,Couple without children,5th Quintile,Yes,0.32520,439,1251,0.29923,0.35117
2021,Couple without children,5th Quintile,No,0.67480,812,1251,0.64883,0.70077
2021,Single parent,1st Quintile,Yes,0.58498,158,274,0.52653,0.64343
2021,Single parent,1st Quintile,No,0.41502,116,274,0.35657,0.47347
2021,Single parent,2nd Quintile,Yes,0.55034,160,278,0.49176,0.60892
2021,Single parent,2nd Quintile,No,0.44966,118,278,0.39108,0.50824
2021,Single parent,3rd Quintile,Yes,0.50549,81,142,0.42296,0.58801
2021,Single parent,3rd Quintile,No,0.49451,61,142,0.41199,0.57704
2021,Single parent,4th Quintile,Yes,0.54989,69,123,0.46161,0.63817
2021,Single parent,4th Quintile,No,0.45011,54,123,0.36183,0.53839
2021,Single parent,5th Quintile,Yes,0.46386,40,78,0.35247,0.57525
2021,Single parent,5th Quintile,No,0.53614,38,78,0.42475,0.64753
2021,Couple with children,1st Quintile,Yes,0.40988,180,407,0.36204,0.45773
2021,Couple with children,1st Quintile,No,0.59012,227,407,0.54227,0.63796
2021,Couple with children,2nd Quintile,Yes,0.44865,330,631,0.40981,0.48748
2021,Couple with children,2nd Quintile,No,0.55135,301,631,0.51252,0.59019
2021,Couple with children,3rd Quintile,Yes,0.50354,388,689,0.46618,0.54090
2021,Couple with children,3rd Quintile,No,0.49646,301,689,0.45910,0.53382
2021,Couple with children,4th Quintile,Yes,0.51470,359,674,0.47694,0.55246
2021,Couple with children,4th Quintile,No,0.48530,315,674,0.44754,0.52306
2021,Couple with children,5th Quintile,Yes,0.43626,374,774,0.40130,0.47122
2021,Couple with children,5th Quintile,No,0.56374,400,774,0.52878,0.59870
2021,Other Combinations,1st Quintile,No,0.67166,41,41,0.52613,0.81720
2021,Other Combinations,2nd Quintile,No,0.58746,32,32,0.41416,0.76076
2021,Other Combinations,3rd Quintile,No,0.74674,35,35,0.60056,0.89292
2021,Other Combinations,4th Quintile,No,0.71813,33,33,0.56224,0.87402
