year,age_gr,quintil_oecd,germborn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,46-65 y.,2nd Quintile,Born in Germany or immigrated <1950,0.87492,393,564,0.84760,0.90225
1985,46-65 y.,2nd Quintile,Not born in Germany,0.12508,171,564,0.09775,0.15240
1985,46-65 y.,3rd Quintile,Born in Germany or immigrated <1950,0.88830,503,700,0.86495,0.91166
1985,46-65 y.,3rd Quintile,Not born in Germany,0.11170,197,700,0.08834,0.13505
1985,46-65 y.,4th Quintile,Born in Germany or immigrated <1950,0.89445,535,705,0.87175,0.91715
1985,46-65 y.,4th Quintile,Not born in Germany,0.10555,170,705,0.08285,0.12825
1985,46-65 y.,5th Quintile,Born in Germany or immigrated <1950,0.93504,683,798,0.91793,0.95215
1985,46-65 y.,5th Quintile,Not born in Germany,0.06496,115,798,0.04785,0.08207
1985,66 and older,1st Quintile,Born in Germany or immigrated <1950,0.96203,243,243,0.93795,0.98611
1985,66 and older,2nd Quintile,Born in Germany or immigrated <1950,0.96920,254,254,0.94791,0.99049
1985,66 and older,3rd Quintile,Born in Germany or immigrated <1950,0.99287,216,216,0.98163,1.00412
1985,66 and older,4th Quintile,Born in Germany or immigrated <1950,0.96660,189,189,0.94092,0.99229
1985,66 and older,5th Quintile,Born in Germany or immigrated <1950,0.97356,168,168,0.94922,0.99789
1986,17-29 y.,1st Quintile,Born in Germany or immigrated <1950,0.87839,414,663,0.85350,0.90329
1986,17-29 y.,1st Quintile,Not born in Germany,0.12161,249,663,0.09671,0.14650
1986,17-29 y.,2nd Quintile,Born in Germany or immigrated <1950,0.88380,403,611,0.85837,0.90923
1986,17-29 y.,2nd Quintile,Not born in Germany,0.11620,208,611,0.09077,0.14163
1986,17-29 y.,3rd Quintile,Born in Germany or immigrated <1950,0.91525,469,622,0.89334,0.93715
1986,17-29 y.,3rd Quintile,Not born in Germany,0.08475,153,622,0.06285,0.10666
1986,17-29 y.,4th Quintile,Born in Germany or immigrated <1950,0.94455,537,661,0.92709,0.96201
1986,17-29 y.,4th Quintile,Not born in Germany,0.05545,124,661,0.03799,0.07291
1986,17-29 y.,5th Quintile,Born in Germany or immigrated <1950,0.92887,430,495,0.90621,0.95154
1986,17-29 y.,5th Quintile,Not born in Germany,0.07113,65,495,0.04846,0.09379
1986,30-45 y.,1st Quintile,Born in Germany or immigrated <1950,0.74237,286,606,0.70752,0.77722
1986,30-45 y.,1st Quintile,Not born in Germany,0.25763,320,606,0.22278,0.29248
1986,30-45 y.,2nd Quintile,Born in Germany or immigrated <1950,0.81327,395,693,0.78424,0.84231
1986,30-45 y.,2nd Quintile,Not born in Germany,0.18673,298,693,0.15769,0.21576
1986,30-45 y.,3rd Quintile,Born in Germany or immigrated <1950,0.87586,454,650,0.85049,0.90123
1986,30-45 y.,3rd Quintile,Not born in Germany,0.12414,196,650,0.09877,0.14951
1986,30-45 y.,4th Quintile,Born in Germany or immigrated <1950,0.88625,455,639,0.86162,0.91089
1986,30-45 y.,4th Quintile,Not born in Germany,0.11375,184,639,0.08911,0.13838
1986,30-45 y.,5th Quintile,Born in Germany or immigrated <1950,0.93082,576,680,0.91173,0.94991
1986,30-45 y.,5th Quintile,Not born in Germany,0.06918,104,680,0.05009,0.08827
1986,46-65 y.,1st Quintile,Born in Germany or immigrated <1950,0.87153,328,550,0.84354,0.89952
1986,46-65 y.,1st Quintile,Not born in Germany,0.12847,222,550,0.10048,0.15646
1986,46-65 y.,2nd Quintile,Born in Germany or immigrated <1950,0.87214,379,546,0.84410,0.90017
1986,46-65 y.,2nd Quintile,Not born in Germany,0.12786,167,546,0.09983,0.15590
1986,46-65 y.,3rd Quintile,Born in Germany or immigrated <1950,0.87599,430,622,0.85007,0.90191
1986,46-65 y.,3rd Quintile,Not born in Germany,0.12401,192,622,0.09809,0.14993
1986,46-65 y.,4th Quintile,Born in Germany or immigrated <1950,0.89793,563,747,0.87620,0.91965
1986,46-65 y.,4th Quintile,Not born in Germany,0.10207,184,747,0.08035,0.12380
1986,46-65 y.,5th Quintile,Born in Germany or immigrated <1950,0.92995,654,763,0.91183,0.94807
1986,46-65 y.,5th Quintile,Not born in Germany,0.07005,109,763,0.05193,0.08817
1986,66 and older,1st Quintile,Born in Germany or immigrated <1950,0.95141,240,240,0.92415,0.97867
1986,66 and older,2nd Quintile,Born in Germany or immigrated <1950,0.95826,231,231,0.93242,0.98411
1986,66 and older,3rd Quintile,Born in Germany or immigrated <1950,0.96878,199,199,0.94456,0.99301
1986,66 and older,4th Quintile,Born in Germany or immigrated <1950,0.97804,163,163,0.95547,1.00061
1986,66 and older,5th Quintile,Born in Germany or immigrated <1950,0.94170,148,148,0.90382,0.97958
1987,17-29 y.,1st Quintile,Born in Germany or immigrated <1950,0.84878,377,653,0.82128,0.87628
1987,17-29 y.,1st Quintile,Not born in Germany,0.15122,276,653,0.12372,0.17872
1987,17-29 y.,2nd Quintile,Born in Germany or immigrated <1950,0.88262,425,630,0.85747,0.90777
1987,17-29 y.,2nd Quintile,Not born in Germany,0.11738,205,630,0.09223,0.14253
1987,17-29 y.,3rd Quintile,Born in Germany or immigrated <1950,0.91351,467,609,0.89117,0.93585
1987,17-29 y.,3rd Quintile,Not born in Germany,0.08649,142,609,0.06415,0.10883
1987,17-29 y.,4th Quintile,Born in Germany or immigrated <1950,0.93503,514,633,0.91581,0.95425
1987,17-29 y.,4th Quintile,Not born in Germany,0.06497,119,633,0.04575,0.08419
1987,17-29 y.,5th Quintile,Born in Germany or immigrated <1950,0.95525,431,484,0.93682,0.97369
1987,17-29 y.,5th Quintile,Not born in Germany,0.04475,53,484,0.02631,0.06318
1987,30-45 y.,1st Quintile,Born in Germany or immigrated <1950,0.74595,260,551,0.70957,0.78233
1987,30-45 y.,1st Quintile,Not born in Germany,0.25405,291,551,0.21767,0.29043
1987,30-45 y.,2nd Quintile,Born in Germany or immigrated <1950,0.82874,402,666,0.80011,0.85738
1987,30-45 y.,2nd Quintile,Not born in Germany,0.17126,264,666,0.14262,0.19989
1987,30-45 y.,3rd Quintile,Born in Germany or immigrated <1950,0.86145,433,649,0.83485,0.88805
1987,30-45 y.,3rd Quintile,Not born in Germany,0.13855,216,649,0.11195,0.16515
1987,30-45 y.,4th Quintile,Born in Germany or immigrated <1950,0.88784,436,616,0.86290,0.91278
1987,30-45 y.,4th Quintile,Not born in Germany,0.11216,180,616,0.08722,0.13710
1987,30-45 y.,5th Quintile,Born in Germany or immigrated <1950,0.91486,584,685,0.89394,0.93577
1987,30-45 y.,5th Quintile,Not born in Germany,0.08514,101,685,0.06423,0.10606
1987,46-65 y.,1st Quintile,Born in Germany or immigrated <1950,0.85492,303,518,0.82457,0.88528
1987,46-65 y.,1st Quintile,Not born in Germany,0.14508,215,518,0.11472,0.17543
1987,46-65 y.,2nd Quintile,Born in Germany or immigrated <1950,0.85953,355,545,0.83033,0.88873
1987,46-65 y.,2nd Quintile,Not born in Germany,0.14047,190,545,0.11127,0.16967
1987,46-65 y.,3rd Quintile,Born in Germany or immigrated <1950,0.87209,439,632,0.84603,0.89815
1987,46-65 y.,3rd Quintile,Not born in Germany,0.12791,193,632,0.10185,0.15397
1987,46-65 y.,4th Quintile,Born in Germany or immigrated <1950,0.89036,564,743,0.86787,0.91284
1987,46-65 y.,4th Quintile,Not born in Germany,0.10964,179,743,0.08716,0.13213
1987,46-65 y.,5th Quintile,Born in Germany or immigrated <1950,0.91914,637,770,0.89987,0.93841
1987,46-65 y.,5th Quintile,Not born in Germany,0.08086,133,770,0.06159,0.10013
1987,66 and older,1st Quintile,Born in Germany or immigrated <1950,0.95393,296,296,0.93001,0.97785
1987,66 and older,2nd Quintile,Born in Germany or immigrated <1950,0.96165,214,214,0.93586,0.98744
1987,66 and older,3rd Quintile,Born in Germany or immigrated <1950,0.96063,202,202,0.93374,0.98751
1987,66 and older,4th Quintile,Born in Germany or immigrated <1950,0.96521,158,158,0.93654,0.99387
1987,66 and older,5th Quintile,Born in Germany or immigrated <1950,0.94961,142,142,0.91351,0.98572
1988,17-29 y.,1st Quintile,Born in Germany or immigrated <1950,0.83645,382,650,0.80800,0.86491
1988,17-29 y.,1st Quintile,Not born in Germany,0.16355,268,650,0.13509,0.19200
1988,17-29 y.,2nd Quintile,Born in Germany or immigrated <1950,0.89611,384,564,0.87090,0.92131
1988,17-29 y.,2nd Quintile,Not born in Germany,0.10389,180,564,0.07869,0.12910
1988,17-29 y.,3rd Quintile,Born in Germany or immigrated <1950,0.92808,466,604,0.90746,0.94870
1988,17-29 y.,3rd Quintile,Not born in Germany,0.07192,138,604,0.05130,0.09254
1988,17-29 y.,4th Quintile,Born in Germany or immigrated <1950,0.93127,486,616,0.91128,0.95127
1988,17-29 y.,4th Quintile,Not born in Germany,0.06873,130,616,0.04873,0.08872
1988,17-29 y.,5th Quintile,Born in Germany or immigrated <1950,0.94497,385,438,0.92359,0.96635
1988,17-29 y.,5th Quintile,Not born in Germany,0.05503,53,438,0.03365,0.07641
1988,30-45 y.,1st Quintile,Born in Germany or immigrated <1950,0.77158,270,539,0.73610,0.80705
1988,30-45 y.,1st Quintile,Not born in Germany,0.22842,269,539,0.19295,0.26390
1988,30-45 y.,2nd Quintile,Born in Germany or immigrated <1950,0.85057,400,638,0.82288,0.87825
1988,30-45 y.,2nd Quintile,Not born in Germany,0.14943,238,638,0.12175,0.17712
1988,30-45 y.,3rd Quintile,Born in Germany or immigrated <1950,0.87909,418,605,0.85309,0.90509
1988,30-45 y.,3rd Quintile,Not born in Germany,0.12091,187,605,0.09491,0.14691
1988,30-45 y.,4th Quintile,Born in Germany or immigrated <1950,0.88707,404,553,0.86066,0.91347
1988,30-45 y.,4th Quintile,Not born in Germany,0.11293,149,553,0.08653,0.13934
1988,30-45 y.,5th Quintile,Born in Germany or immigrated <1950,0.92180,526,616,0.90058,0.94302
1988,30-45 y.,5th Quintile,Not born in Germany,0.07820,90,616,0.05698,0.09942
1988,46-65 y.,1st Quintile,Born in Germany or immigrated <1950,0.84431,286,509,0.81278,0.87584
1988,46-65 y.,1st Quintile,Not born in Germany,0.15569,223,509,0.12416,0.18722
1988,46-65 y.,2nd Quintile,Born in Germany or immigrated <1950,0.86892,336,517,0.83980,0.89804
1988,46-65 y.,2nd Quintile,Not born in Germany,0.13108,181,517,0.10196,0.16020
1988,46-65 y.,3rd Quintile,Born in Germany or immigrated <1950,0.87865,431,620,0.85293,0.90438
1988,46-65 y.,3rd Quintile,Not born in Germany,0.12135,189,620,0.09562,0.14707
1988,46-65 y.,4th Quintile,Born in Germany or immigrated <1950,0.86799,532,738,0.84355,0.89243
1988,46-65 y.,4th Quintile,Not born in Germany,0.13201,206,738,0.10757,0.15645
1988,46-65 y.,5th Quintile,Born in Germany or immigrated <1950,0.93411,622,727,0.91607,0.95216
1988,46-65 y.,5th Quintile,Not born in Germany,0.06589,105,727,0.04784,0.08393
1988,66 and older,1st Quintile,Born in Germany or immigrated <1950,0.94761,255,255,0.92021,0.97501
1988,66 and older,2nd Quintile,Born in Germany or immigrated <1950,0.94798,247,247,0.92023,0.97573
1988,66 and older,3rd Quintile,Born in Germany or immigrated <1950,0.95635,166,166,0.92517,0.98752
1988,66 and older,4th Quintile,Born in Germany or immigrated <1950,0.97169,151,151,0.94515,0.99824
1988,66 and older,5th Quintile,Born in Germany or immigrated <1950,0.95599,154,154,0.92349,0.98849
1989,17-29 y.,1st Quintile,Born in Germany or immigrated <1950,0.83070,379,647,0.80178,0.85962
1989,17-29 y.,1st Quintile,Not born in Germany,0.16930,268,647,0.14038,0.19822
1989,17-29 y.,2nd Quintile,Born in Germany or immigrated <1950,0.86148,410,614,0.83414,0.88883
1989,17-29 y.,2nd Quintile,Not born in Germany,0.13852,204,614,0.11117,0.16586
1989,17-29 y.,3rd Quintile,Born in Germany or immigrated <1950,0.90539,402,529,0.88043,0.93036
1989,17-29 y.,3rd Quintile,Not born in Germany,0.09461,127,529,0.06964,0.11957
1989,17-29 y.,4th Quintile,Born in Germany or immigrated <1950,0.94994,504,611,0.93264,0.96725
1989,17-29 y.,4th Quintile,Not born in Germany,0.05006,107,611,0.03275,0.06736
1989,17-29 y.,5th Quintile,Born in Germany or immigrated <1950,0.96012,395,428,0.94157,0.97868
1989,17-29 y.,5th Quintile,Not born in Germany,0.03988,33,428,0.02132,0.05843
1989,30-45 y.,1st Quintile,Born in Germany or immigrated <1950,0.76943,254,517,0.73309,0.80578
1989,30-45 y.,1st Quintile,Not born in Germany,0.23057,263,517,0.19422,0.26691
1989,30-45 y.,2nd Quintile,Born in Germany or immigrated <1950,0.83086,374,605,0.80096,0.86076
1989,30-45 y.,2nd Quintile,Not born in Germany,0.16914,231,605,0.13924,0.19904
1989,30-45 y.,3rd Quintile,Born in Germany or immigrated <1950,0.86470,423,599,0.83728,0.89211
1989,30-45 y.,3rd Quintile,Not born in Germany,0.13530,176,599,0.10789,0.16272
1989,30-45 y.,4th Quintile,Born in Germany or immigrated <1950,0.89863,398,531,0.87293,0.92432
1989,30-45 y.,4th Quintile,Not born in Germany,0.10137,133,531,0.07568,0.12707
1989,30-45 y.,5th Quintile,Born in Germany or immigrated <1950,0.92872,517,590,0.90794,0.94950
1989,30-45 y.,5th Quintile,Not born in Germany,0.07128,73,590,0.05050,0.09206
1989,46-65 y.,1st Quintile,Born in Germany or immigrated <1950,0.80943,248,484,0.77441,0.84446
1989,46-65 y.,1st Quintile,Not born in Germany,0.19057,236,484,0.15554,0.22559
1989,46-65 y.,2nd Quintile,Born in Germany or immigrated <1950,0.82560,321,532,0.79333,0.85788
1989,46-65 y.,2nd Quintile,Not born in Germany,0.17440,211,532,0.14212,0.20667
1989,46-65 y.,3rd Quintile,Born in Germany or immigrated <1950,0.88264,414,579,0.85640,0.90888
1989,46-65 y.,3rd Quintile,Not born in Germany,0.11736,165,579,0.09112,0.14360
1989,46-65 y.,4th Quintile,Born in Germany or immigrated <1950,0.88101,514,706,0.85711,0.90491
1989,46-65 y.,4th Quintile,Not born in Germany,0.11899,192,706,0.09509,0.14289
1989,46-65 y.,5th Quintile,Born in Germany or immigrated <1950,0.92831,580,680,0.90891,0.94772
1989,46-65 y.,5th Quintile,Not born in Germany,0.07169,100,680,0.05228,0.09109
1989,66 and older,1st Quintile,Born in Germany or immigrated <1950,0.94111,263,263,0.91261,0.96962
1989,66 and older,2nd Quintile,Born in Germany or immigrated <1950,0.93476,195,195,0.90001,0.96951
1989,66 and older,3rd Quintile,Born in Germany or immigrated <1950,0.96786,181,181,0.94210,0.99363
1989,66 and older,4th Quintile,Born in Germany or immigrated <1950,0.96754,156,156,0.93965,0.99544
1989,66 and older,5th Quintile,Born in Germany or immigrated <1950,0.91675,147,147,0.87194,0.96156
1990,17-29 y.,1st Quintile,Born in Germany or immigrated <1950,0.80188,331,590,0.76969,0.83407
1990,17-29 y.,1st Quintile,Not born in Germany,0.19812,259,590,0.16593,0.23031
1990,17-29 y.,2nd Quintile,Born in Germany or immigrated <1950,0.87657,393,557,0.84923,0.90391
1990,17-29 y.,2nd Quintile,Not born in Germany,0.12343,164,557,0.09609,0.15077
1990,17-29 y.,3rd Quintile,Born in Germany or immigrated <1950,0.89942,411,552,0.87430,0.92453
1990,17-29 y.,3rd Quintile,Not born in Germany,0.10058,141,552,0.07547,0.12570
1990,17-29 y.,4th Quintile,Born in Germany or immigrated <1950,0.93944,520,609,0.92048,0.95840
1990,17-29 y.,4th Quintile,Not born in Germany,0.06056,89,609,0.04160,0.07952
1990,17-29 y.,5th Quintile,Born in Germany or immigrated <1950,0.95264,366,407,0.93197,0.97330
1990,17-29 y.,5th Quintile,Not born in Germany,0.04736,41,407,0.02670,0.06803
1990,30-45 y.,1st Quintile,Born in Germany or immigrated <1950,0.75721,255,528,0.72061,0.79382
1990,30-45 y.,1st Quintile,Not born in Germany,0.24279,273,528,0.20618,0.27939
1990,30-45 y.,2nd Quintile,Born in Germany or immigrated <1950,0.84152,411,622,0.81280,0.87024
1990,30-45 y.,2nd Quintile,Not born in Germany,0.15848,211,622,0.12976,0.18720
1990,30-45 y.,3rd Quintile,Born in Germany or immigrated <1950,0.85326,397,579,0.82441,0.88211
1990,30-45 y.,3rd Quintile,Not born in Germany,0.14674,182,579,0.11789,0.17559
1990,30-45 y.,4th Quintile,Born in Germany or immigrated <1950,0.91174,360,470,0.88606,0.93741
1990,30-45 y.,4th Quintile,Not born in Germany,0.08826,110,470,0.06259,0.11394
1990,30-45 y.,5th Quintile,Born in Germany or immigrated <1950,0.93270,521,592,0.91250,0.95290
1990,30-45 y.,5th Quintile,Not born in Germany,0.06730,71,592,0.04710,0.08750
1990,46-65 y.,1st Quintile,Born in Germany or immigrated <1950,0.78623,255,507,0.75051,0.82195
1990,46-65 y.,1st Quintile,Not born in Germany,0.21377,252,507,0.17805,0.24949
1990,46-65 y.,2nd Quintile,Born in Germany or immigrated <1950,0.82600,297,481,0.79208,0.85991
1990,46-65 y.,2nd Quintile,Not born in Germany,0.17400,184,481,0.14009,0.20792
1990,46-65 y.,3rd Quintile,Born in Germany or immigrated <1950,0.83652,372,566,0.80603,0.86701
1990,46-65 y.,3rd Quintile,Not born in Germany,0.16348,194,566,0.13299,0.19397
1990,46-65 y.,4th Quintile,Born in Germany or immigrated <1950,0.89833,517,691,0.87578,0.92088
1990,46-65 y.,4th Quintile,Not born in Germany,0.10167,174,691,0.07912,0.12422
1990,46-65 y.,5th Quintile,Born in Germany or immigrated <1950,0.90940,564,669,0.88763,0.93117
1990,46-65 y.,5th Quintile,Not born in Germany,0.09060,105,669,0.06883,0.11237
1990,66 and older,1st Quintile,Born in Germany or immigrated <1950,0.94383,257,257,0.91563,0.97204
1990,66 and older,2nd Quintile,Born in Germany or immigrated <1950,0.95007,212,212,0.92068,0.97946
1990,66 and older,3rd Quintile,Born in Germany or immigrated <1950,0.91648,181,181,0.87607,0.95690
1990,66 and older,4th Quintile,Born in Germany or immigrated <1950,0.97516,166,166,0.95141,0.99891
1990,66 and older,5th Quintile,Born in Germany or immigrated <1950,0.91942,142,142,0.87450,0.96435
1991,17-29 y.,1st Quintile,Born in Germany or immigrated <1950,0.80803,362,620,0.77700,0.83905
1991,17-29 y.,1st Quintile,Not born in Germany,0.19197,258,620,0.16095,0.22300
1991,17-29 y.,2nd Quintile,Born in Germany or immigrated <1950,0.84731,378,547,0.81714,0.87748
1991,17-29 y.,2nd Quintile,Not born in Germany,0.15269,169,547,0.12252,0.18286
1991,17-29 y.,3rd Quintile,Born in Germany or immigrated <1950,0.92553,432,534,0.90324,0.94782
1991,17-29 y.,3rd Quintile,Not born in Germany,0.07447,102,534,0.05218,0.09676
1991,17-29 y.,4th Quintile,Born in Germany or immigrated <1950,0.92969,471,560,0.90849,0.95088
1991,17-29 y.,4th Quintile,Not born in Germany,0.07031,89,560,0.04912,0.09151
1991,17-29 y.,5th Quintile,Born in Germany or immigrated <1950,0.95909,387,424,0.94021,0.97797
1991,17-29 y.,5th Quintile,Not born in Germany,0.04091,37,424,0.02203,0.05979
1991,30-45 y.,1st Quintile,Born in Germany or immigrated <1950,0.76687,232,448,0.72768,0.80607
1991,30-45 y.,1st Quintile,Not born in Germany,0.23313,216,448,0.19393,0.27232
1991,30-45 y.,2nd Quintile,Born in Germany or immigrated <1950,0.84067,425,647,0.81245,0.86890
1991,30-45 y.,2nd Quintile,Not born in Germany,0.15933,222,647,0.13110,0.18755
1991,30-45 y.,3rd Quintile,Born in Germany or immigrated <1950,0.84432,402,589,0.81501,0.87362
1991,30-45 y.,3rd Quintile,Not born in Germany,0.15568,187,589,0.12638,0.18499
1991,30-45 y.,4th Quintile,Born in Germany or immigrated <1950,0.90082,411,522,0.87515,0.92649
1991,30-45 y.,4th Quintile,Not born in Germany,0.09918,111,522,0.07351,0.12485
1991,30-45 y.,5th Quintile,Born in Germany or immigrated <1950,0.92450,536,612,0.90356,0.94545
1991,30-45 y.,5th Quintile,Not born in Germany,0.07550,76,612,0.05455,0.09644
1991,46-65 y.,1st Quintile,Born in Germany or immigrated <1950,0.77563,233,477,0.73815,0.81310
1991,46-65 y.,1st Quintile,Not born in Germany,0.22437,244,477,0.18690,0.26185
1991,46-65 y.,2nd Quintile,Born in Germany or immigrated <1950,0.80624,270,455,0.76988,0.84260
1991,46-65 y.,2nd Quintile,Not born in Germany,0.19376,185,455,0.15740,0.23012
1991,46-65 y.,3rd Quintile,Born in Germany or immigrated <1950,0.83760,390,572,0.80734,0.86785
1991,46-65 y.,3rd Quintile,Not born in Germany,0.16240,182,572,0.13215,0.19266
1991,46-65 y.,4th Quintile,Born in Germany or immigrated <1950,0.86181,489,687,0.83599,0.88764
1991,46-65 y.,4th Quintile,Not born in Germany,0.13819,198,687,0.11236,0.16401
1991,46-65 y.,5th Quintile,Born in Germany or immigrated <1950,0.90920,553,662,0.88730,0.93111
1991,46-65 y.,5th Quintile,Not born in Germany,0.09080,109,662,0.06889,0.11270
1991,66 and older,1st Quintile,Born in Germany or immigrated <1950,0.93524,268,268,0.90572,0.96476
1991,66 and older,2nd Quintile,Born in Germany or immigrated <1950,0.90885,217,217,0.87047,0.94724
1991,66 and older,3rd Quintile,Born in Germany or immigrated <1950,0.94025,173,173,0.90483,0.97568
1991,66 and older,4th Quintile,Born in Germany or immigrated <1950,0.97509,169,169,0.95152,0.99866
1991,66 and older,5th Quintile,Born in Germany or immigrated <1950,0.89683,129,129,0.84413,0.94953
1992,17-29 y.,1st Quintile,Born in Germany or immigrated <1950,0.89009,569,698,0.86687,0.91331
1992,17-29 y.,1st Quintile,Not born in Germany,0.10991,129,698,0.08669,0.13313
1992,17-29 y.,2nd Quintile,Born in Germany or immigrated <1950,0.87016,628,815,0.84707,0.89325
1992,17-29 y.,2nd Quintile,Not born in Germany,0.12984,187,815,0.10675,0.15293
1992,17-29 y.,3rd Quintile,Born in Germany or immigrated <1950,0.89763,615,762,0.87610,0.91917
1992,17-29 y.,3rd Quintile,Not born in Germany,0.10237,147,762,0.08083,0.12390
1992,17-29 y.,4th Quintile,Born in Germany or immigrated <1950,0.92546,609,722,0.90629,0.94463
1992,17-29 y.,4th Quintile,Not born in Germany,0.07454,113,722,0.05537,0.09371
