year,migback,quintil_oecd,germborn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,Direct migration background,3rd Quintile,Not born in Germany,0.97821,596,596,0.96647,0.98994
1992,Direct migration background,4th Quintile,Not born in Germany,0.99217,541,541,0.98473,0.99960
1992,Direct migration background,5th Quintile,Not born in Germany,0.98086,279,279,0.96475,0.99697
1992,Indirect migration background,1st Quintile,Born in Germany or immigrated <1950,0.18943,75,75,0.10015,0.27871
1992,Indirect migration background,2nd Quintile,Born in Germany or immigrated <1950,0.22748,97,97,0.14362,0.31133
1992,Indirect migration background,3rd Quintile,Born in Germany or immigrated <1950,0.28337,102,102,0.19548,0.37125
1992,Indirect migration background,4th Quintile,Born in Germany or immigrated <1950,0.35667,94,94,0.25931,0.45402
1992,Indirect migration background,5th Quintile,Born in Germany or immigrated <1950,0.31006,36,36,0.15683,0.46329
1993,No migration background,1st Quintile,Born in Germany or immigrated <1950,0.79084,1870,1870,0.77240,0.80928
1993,No migration background,2nd Quintile,Born in Germany or immigrated <1950,0.78962,2132,2132,0.77232,0.80693
1993,No migration background,3rd Quintile,Born in Germany or immigrated <1950,0.80575,2054,2054,0.78864,0.82286
1993,No migration background,4th Quintile,Born in Germany or immigrated <1950,0.86378,2067,2067,0.84898,0.87857
1993,No migration background,5th Quintile,Born in Germany or immigrated <1950,0.90207,2034,2034,0.88915,0.91499
1993,Direct migration background,1st Quintile,Not born in Germany,0.97872,600,600,0.96716,0.99028
1993,Direct migration background,2nd Quintile,Not born in Germany,0.98922,600,600,0.98095,0.99749
1993,Direct migration background,3rd Quintile,Not born in Germany,0.97245,518,518,0.95833,0.98656
1993,Direct migration background,4th Quintile,Not born in Germany,0.99216,450,450,0.98400,1.00032
1993,Direct migration background,5th Quintile,Not born in Germany,0.99278,309,309,0.98332,1.00223
1993,Indirect migration background,1st Quintile,Born in Germany or immigrated <1950,0.28756,127,127,0.20853,0.36659
1993,Indirect migration background,2nd Quintile,Born in Germany or immigrated <1950,0.27255,102,102,0.18571,0.35939
1993,Indirect migration background,3rd Quintile,Born in Germany or immigrated <1950,0.36421,107,107,0.27260,0.45582
1993,Indirect migration background,4th Quintile,Born in Germany or immigrated <1950,0.34003,91,91,0.24216,0.43791
1993,Indirect migration background,5th Quintile,Born in Germany or immigrated <1950,0.38473,40,40,0.23203,0.53743
1994,No migration background,1st Quintile,Born in Germany or immigrated <1950,0.78460,1722,1722,0.76518,0.80403
1994,No migration background,2nd Quintile,Born in Germany or immigrated <1950,0.78531,2018,2018,0.76739,0.80323
1994,No migration background,3rd Quintile,Born in Germany or immigrated <1950,0.81817,2130,2130,0.80179,0.83456
1994,No migration background,4th Quintile,Born in Germany or immigrated <1950,0.85350,2069,2069,0.83826,0.86874
1994,No migration background,5th Quintile,Born in Germany or immigrated <1950,0.90120,2084,2084,0.88839,0.91402
1994,Direct migration background,1st Quintile,Not born in Germany,0.98247,678,678,0.97259,0.99236
1994,Direct migration background,2nd Quintile,Not born in Germany,0.98951,534,534,0.98086,0.99816
1994,Direct migration background,3rd Quintile,Not born in Germany,0.97972,483,483,0.96714,0.99231
1994,Direct migration background,4th Quintile,Not born in Germany,0.99640,373,373,0.99031,1.00249
1994,Direct migration background,5th Quintile,Not born in Germany,0.99732,288,288,0.99134,1.00330
1994,Indirect migration background,1st Quintile,Born in Germany or immigrated <1950,0.25760,121,121,0.17936,0.33585
1994,Indirect migration background,2nd Quintile,Born in Germany or immigrated <1950,0.30452,115,115,0.22004,0.38900
1994,Indirect migration background,3rd Quintile,Born in Germany or immigrated <1950,0.40792,101,101,0.31159,0.50424
1994,Indirect migration background,4th Quintile,Born in Germany or immigrated <1950,0.39284,100,100,0.29663,0.48904
1994,Indirect migration background,5th Quintile,Born in Germany or immigrated <1950,0.42382,51,51,0.28684,0.56079
1995,No migration background,1st Quintile,Born in Germany or immigrated <1950,0.75981,1551,1551,0.73855,0.78108
1995,No migration background,2nd Quintile,Born in Germany or immigrated <1950,0.79725,2033,2033,0.77977,0.81473
1995,No migration background,3rd Quintile,Born in Germany or immigrated <1950,0.81195,2094,2094,0.79521,0.82869
1995,No migration background,4th Quintile,Born in Germany or immigrated <1950,0.86617,2193,2193,0.85192,0.88042
1995,No migration background,5th Quintile,Born in Germany or immigrated <1950,0.90033,2128,2128,0.88760,0.91306
1995,Direct migration background,1st Quintile,Not born in Germany,0.87844,856,856,0.85654,0.90035
1995,Direct migration background,2nd Quintile,Not born in Germany,0.94192,721,721,0.92484,0.95901
1995,Direct migration background,3rd Quintile,Not born in Germany,0.96737,529,529,0.95222,0.98253
1995,Direct migration background,4th Quintile,Not born in Germany,0.98764,386,386,0.97661,0.99868
1995,Direct migration background,5th Quintile,Not born in Germany,0.99548,288,288,0.98771,1.00324
1995,Indirect migration background,1st Quintile,Born in Germany or immigrated <1950,0.24942,133,133,0.17560,0.32323
1995,Indirect migration background,2nd Quintile,Born in Germany or immigrated <1950,0.30348,132,132,0.22475,0.38222
1995,Indirect migration background,3rd Quintile,Born in Germany or immigrated <1950,0.37425,100,100,0.27892,0.46957
1995,Indirect migration background,4th Quintile,Born in Germany or immigrated <1950,0.44619,85,85,0.33988,0.55249
1995,Indirect migration background,5th Quintile,Born in Germany or immigrated <1950,0.40866,53,53,0.27504,0.54227
1996,No migration background,1st Quintile,Born in Germany or immigrated <1950,0.78239,1560,1560,0.76191,0.80288
1996,No migration background,2nd Quintile,Born in Germany or immigrated <1950,0.77439,1884,1884,0.75551,0.79327
1996,No migration background,3rd Quintile,Born in Germany or immigrated <1950,0.82685,2112,2112,0.81071,0.84299
1996,No migration background,4th Quintile,Born in Germany or immigrated <1950,0.85803,2224,2224,0.84352,0.87253
1996,No migration background,5th Quintile,Born in Germany or immigrated <1950,0.90829,2123,2123,0.89601,0.92057
1996,Direct migration background,1st Quintile,Not born in Germany,0.88810,851,851,0.86690,0.90929
1996,Direct migration background,2nd Quintile,Not born in Germany,0.94308,630,630,0.92497,0.96119
1996,Direct migration background,3rd Quintile,Not born in Germany,0.96274,461,461,0.94543,0.98005
1996,Direct migration background,4th Quintile,Not born in Germany,0.99292,392,392,0.98461,1.00123
1996,Direct migration background,5th Quintile,Not born in Germany,0.99428,263,263,0.98515,1.00341
1996,Indirect migration background,1st Quintile,Born in Germany or immigrated <1950,0.25981,164,164,0.19249,0.32714
1996,Indirect migration background,2nd Quintile,Born in Germany or immigrated <1950,0.33070,114,114,0.24396,0.41745
1996,Indirect migration background,3rd Quintile,Born in Germany or immigrated <1950,0.36910,112,112,0.27932,0.45887
1996,Indirect migration background,4th Quintile,Born in Germany or immigrated <1950,0.45473,96,96,0.35460,0.55486
1996,Indirect migration background,5th Quintile,Born in Germany or immigrated <1950,0.42480,56,56,0.29416,0.55544
1997,No migration background,1st Quintile,Born in Germany or immigrated <1950,0.77817,1409,1409,0.75647,0.79988
1997,No migration background,2nd Quintile,Born in Germany or immigrated <1950,0.79128,1990,1990,0.77342,0.80914
1997,No migration background,3rd Quintile,Born in Germany or immigrated <1950,0.81614,2083,2083,0.79950,0.83278
1997,No migration background,4th Quintile,Born in Germany or immigrated <1950,0.86096,2192,2192,0.84647,0.87545
1997,No migration background,5th Quintile,Born in Germany or immigrated <1950,0.90765,2118,2118,0.89532,0.91998
1997,Direct migration background,1st Quintile,Not born in Germany,0.90298,818,818,0.88268,0.92327
1997,Direct migration background,2nd Quintile,Not born in Germany,0.94700,602,602,0.92909,0.96491
1997,Direct migration background,3rd Quintile,Not born in Germany,0.97220,437,437,0.95677,0.98763
1997,Direct migration background,4th Quintile,Not born in Germany,0.98888,376,376,0.97827,0.99949
1997,Direct migration background,5th Quintile,Not born in Germany,0.97794,238,238,0.95923,0.99664
1997,Indirect migration background,1st Quintile,Born in Germany or immigrated <1950,0.29334,165,165,0.22366,0.36303
1997,Indirect migration background,2nd Quintile,Born in Germany or immigrated <1950,0.38186,148,148,0.30332,0.46040
1997,Indirect migration background,3rd Quintile,Born in Germany or immigrated <1950,0.39324,106,106,0.29980,0.48667
1997,Indirect migration background,4th Quintile,Born in Germany or immigrated <1950,0.51576,90,90,0.41193,0.61958
1997,Indirect migration background,5th Quintile,Born in Germany or immigrated <1950,0.38026,57,57,0.25311,0.50741
1998,No migration background,1st Quintile,Born in Germany or immigrated <1950,0.77359,1406,1406,0.75171,0.79548
1998,No migration background,2nd Quintile,Born in Germany or immigrated <1950,0.78777,1848,1848,0.76913,0.80642
1998,No migration background,3rd Quintile,Born in Germany or immigrated <1950,0.83924,2080,2080,0.82345,0.85503
1998,No migration background,4th Quintile,Born in Germany or immigrated <1950,0.86668,2166,2166,0.85236,0.88100
1998,No migration background,5th Quintile,Born in Germany or immigrated <1950,0.89851,2024,2024,0.88535,0.91167
1998,Direct migration background,1st Quintile,Not born in Germany,0.91643,757,757,0.89670,0.93616
1998,Direct migration background,2nd Quintile,Not born in Germany,0.95384,521,521,0.93581,0.97188
1998,Direct migration background,3rd Quintile,Not born in Germany,0.97049,397,397,0.95383,0.98716
1998,Direct migration background,5th Quintile,Not born in Germany,0.97577,214,214,0.95512,0.99642
1998,Indirect migration background,1st Quintile,Born in Germany or immigrated <1950,0.32421,177,177,0.25506,0.39336
1998,Indirect migration background,2nd Quintile,Born in Germany or immigrated <1950,0.33305,135,135,0.25325,0.41285
1998,Indirect migration background,3rd Quintile,Born in Germany or immigrated <1950,0.41997,104,104,0.32465,0.51529
1998,Indirect migration background,4th Quintile,Born in Germany or immigrated <1950,0.63170,105,105,0.53900,0.72440
1998,Indirect migration background,5th Quintile,Born in Germany or immigrated <1950,0.51652,61,61,0.39007,0.64297
1999,No migration background,1st Quintile,Born in Germany or immigrated <1950,0.77761,1692,1692,0.75779,0.79743
1999,No migration background,2nd Quintile,Born in Germany or immigrated <1950,0.81511,2146,2146,0.79868,0.83154
1999,No migration background,3rd Quintile,Born in Germany or immigrated <1950,0.82277,2317,2317,0.80722,0.83832
1999,No migration background,4th Quintile,Born in Germany or immigrated <1950,0.87074,2347,2347,0.85717,0.88432
1999,No migration background,5th Quintile,Born in Germany or immigrated <1950,0.90129,2364,2364,0.88926,0.91332
1999,Direct migration background,1st Quintile,Not born in Germany,0.92297,720,720,0.90348,0.94246
1999,Direct migration background,2nd Quintile,Not born in Germany,0.94341,584,584,0.92465,0.96216
1999,Direct migration background,3rd Quintile,Not born in Germany,0.96424,391,391,0.94581,0.98267
1999,Direct migration background,4th Quintile,Not born in Germany,0.98262,315,315,0.96817,0.99707
1999,Direct migration background,5th Quintile,Not born in Germany,0.97191,194,194,0.94860,0.99522
1999,Indirect migration background,1st Quintile,Born in Germany or immigrated <1950,0.33142,187,187,0.26377,0.39907
1999,Indirect migration background,2nd Quintile,Born in Germany or immigrated <1950,0.37950,142,142,0.29940,0.45959
1999,Indirect migration background,3rd Quintile,Born in Germany or immigrated <1950,0.49996,118,118,0.40936,0.59056
1999,Indirect migration background,4th Quintile,Born in Germany or immigrated <1950,0.43387,104,104,0.33816,0.52959
1999,Indirect migration background,5th Quintile,Born in Germany or immigrated <1950,0.58261,53,53,0.44858,0.71665
2000,No migration background,1st Quintile,Born in Germany or immigrated <1950,0.79910,1686,1686,0.77997,0.81823
2000,No migration background,2nd Quintile,Born in Germany or immigrated <1950,0.80193,2067,2067,0.78475,0.81912
2000,No migration background,3rd Quintile,Born in Germany or immigrated <1950,0.82973,2282,2282,0.81430,0.84515
2000,No migration background,4th Quintile,Born in Germany or immigrated <1950,0.86477,2288,2288,0.85076,0.87879
2000,No migration background,5th Quintile,Born in Germany or immigrated <1950,0.89533,2268,2268,0.88273,0.90793
2000,Direct migration background,1st Quintile,Not born in Germany,0.92842,722,722,0.90960,0.94723
2000,Direct migration background,2nd Quintile,Not born in Germany,0.95542,522,522,0.93770,0.97314
2000,Direct migration background,3rd Quintile,Not born in Germany,0.97208,337,337,0.95447,0.98970
2000,Direct migration background,4th Quintile,Not born in Germany,0.99145,307,307,0.98114,1.00177
2000,Direct migration background,5th Quintile,Not born in Germany,0.96542,204,204,0.94029,0.99056
2000,Indirect migration background,1st Quintile,Born in Germany or immigrated <1950,0.31671,173,173,0.24719,0.38623
2000,Indirect migration background,2nd Quintile,Born in Germany or immigrated <1950,0.37111,152,152,0.29405,0.44817
2000,Indirect migration background,3rd Quintile,Born in Germany or immigrated <1950,0.49685,113,113,0.40425,0.58945
2000,Indirect migration background,4th Quintile,Born in Germany or immigrated <1950,0.42977,97,97,0.33074,0.52880
2000,Indirect migration background,5th Quintile,Born in Germany or immigrated <1950,0.63316,67,67,0.51688,0.74943
2001,No migration background,1st Quintile,Born in Germany or immigrated <1950,0.80703,2728,2728,0.79222,0.82184
2001,No migration background,2nd Quintile,Born in Germany or immigrated <1950,0.80811,3427,3427,0.79492,0.82129
2001,No migration background,3rd Quintile,Born in Germany or immigrated <1950,0.83884,3851,3851,0.82723,0.85046
2001,No migration background,4th Quintile,Born in Germany or immigrated <1950,0.86292,4093,4093,0.85238,0.87345
2001,No migration background,5th Quintile,Born in Germany or immigrated <1950,0.90276,4139,4139,0.89374,0.91179
2001,Direct migration background,1st Quintile,Not born in Germany,0.89676,965,965,0.87755,0.91596
2001,Direct migration background,2nd Quintile,Not born in Germany,0.94202,727,727,0.92502,0.95902
2001,Direct migration background,3rd Quintile,Not born in Germany,0.96017,547,547,0.94376,0.97657
2001,Direct migration background,4th Quintile,Not born in Germany,0.97079,386,386,0.95397,0.98761
2001,Direct migration background,5th Quintile,Not born in Germany,0.97391,291,291,0.95557,0.99226
2001,Indirect migration background,1st Quintile,Born in Germany or immigrated <1950,0.26440,187,187,0.20102,0.32778
2001,Indirect migration background,2nd Quintile,Born in Germany or immigrated <1950,0.35095,196,196,0.28396,0.41793
2001,Indirect migration background,3rd Quintile,Born in Germany or immigrated <1950,0.43874,143,143,0.35712,0.52036
2001,Indirect migration background,4th Quintile,Born in Germany or immigrated <1950,0.51309,136,136,0.42878,0.59741
2001,Indirect migration background,5th Quintile,Born in Germany or immigrated <1950,0.62205,102,102,0.52749,0.71661
2002,No migration background,1st Quintile,Born in Germany or immigrated <1950,0.80857,2435,2435,0.79294,0.82420
2002,No migration background,2nd Quintile,Born in Germany or immigrated <1950,0.82713,3061,3061,0.81373,0.84053
2002,No migration background,3rd Quintile,Born in Germany or immigrated <1950,0.82228,3476,3476,0.80957,0.83499
2002,No migration background,4th Quintile,Born in Germany or immigrated <1950,0.86438,3859,3859,0.85357,0.87518
2002,No migration background,5th Quintile,Born in Germany or immigrated <1950,0.91894,4546,4546,0.91101,0.92688
2002,Direct migration background,1st Quintile,Not born in Germany,0.91273,850,850,0.89374,0.93171
2002,Direct migration background,2nd Quintile,Not born in Germany,0.94788,702,702,0.93143,0.96434
2002,Direct migration background,3rd Quintile,Not born in Germany,0.96108,433,433,0.94284,0.97932
2002,Direct migration background,4th Quintile,Not born in Germany,0.97813,375,375,0.96330,0.99295
2002,Direct migration background,5th Quintile,Not born in Germany,0.98800,333,333,0.97629,0.99971
2002,Indirect migration background,1st Quintile,Born in Germany or immigrated <1950,0.29613,184,184,0.22998,0.36228
2002,Indirect migration background,2nd Quintile,Born in Germany or immigrated <1950,0.31722,160,160,0.24488,0.38956
2002,Indirect migration background,3rd Quintile,Born in Germany or immigrated <1950,0.41658,131,131,0.33183,0.50133
2002,Indirect migration background,4th Quintile,Born in Germany or immigrated <1950,0.52480,135,135,0.44025,0.60936
2002,Indirect migration background,5th Quintile,Born in Germany or immigrated <1950,0.66277,120,120,0.57783,0.74772
2003,No migration background,1st Quintile,Born in Germany or immigrated <1950,0.81801,2436,2436,0.80269,0.83334
2003,No migration background,2nd Quintile,Born in Germany or immigrated <1950,0.81564,3100,3100,0.80199,0.82930
2003,No migration background,3rd Quintile,Born in Germany or immigrated <1950,0.83326,3457,3457,0.82084,0.84569
2003,No migration background,4th Quintile,Born in Germany or immigrated <1950,0.86372,3919,3919,0.85297,0.87446
2003,No migration background,5th Quintile,Born in Germany or immigrated <1950,0.90581,5854,5854,0.89833,0.91330
2003,Direct migration background,1st Quintile,Not born in Germany,0.92036,791,791,0.90148,0.93924
2003,Direct migration background,2nd Quintile,Not born in Germany,0.94796,610,610,0.93032,0.96560
2003,Direct migration background,3rd Quintile,Not born in Germany,0.95769,458,458,0.93924,0.97615
2003,Direct migration background,4th Quintile,Not born in Germany,0.99319,409,409,0.98521,1.00117
2003,Direct migration background,5th Quintile,Not born in Germany,0.97896,351,351,0.96392,0.99400
2003,Indirect migration background,1st Quintile,Born in Germany or immigrated <1950,0.31493,183,183,0.24745,0.38241
2003,Indirect migration background,2nd Quintile,Born in Germany or immigrated <1950,0.36709,151,151,0.28995,0.44422
