year,age_gr,germborn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,17-29 y.,Born in Germany or immigrated <1950,0.90910,2946,3575,0.89968,0.91853
1992,17-29 y.,Not born in Germany,0.09090,629,3575,0.08147,0.10032
1992,30-45 y.,Born in Germany or immigrated <1950,0.88613,3469,4261,0.87659,0.89567
1992,30-45 y.,Not born in Germany,0.11387,792,4261,0.10433,0.12341
1992,46-65 y.,Born in Germany or immigrated <1950,0.85913,3037,4032,0.84839,0.86987
1992,46-65 y.,Not born in Germany,0.14087,995,4032,0.13013,0.15161
1992,66 and older,Born in Germany or immigrated <1950,0.92780,1313,1449,0.91447,0.94113
1992,66 and older,Not born in Germany,0.07220,136,1449,0.05887,0.08553
1993,17-29 y.,Born in Germany or immigrated <1950,0.90330,2901,3484,0.89349,0.91312
1993,17-29 y.,Not born in Germany,0.09670,583,3484,0.08688,0.10651
1993,30-45 y.,Born in Germany or immigrated <1950,0.88685,3445,4198,0.87727,0.89644
1993,30-45 y.,Not born in Germany,0.11315,753,4198,0.10356,0.12273
1993,46-65 y.,Born in Germany or immigrated <1950,0.84956,2963,3950,0.83841,0.86071
1993,46-65 y.,Not born in Germany,0.15044,987,3950,0.13929,0.16159
1993,66 and older,Born in Germany or immigrated <1950,0.91960,1317,1471,0.90569,0.93350
1993,66 and older,Not born in Germany,0.08040,154,1471,0.06650,0.09431
1994,17-29 y.,Born in Germany or immigrated <1950,0.90078,2823,3345,0.89064,0.91091
1994,17-29 y.,Not born in Germany,0.09922,522,3345,0.08909,0.10936
1994,30-45 y.,Born in Germany or immigrated <1950,0.88426,3435,4148,0.87453,0.89400
1994,30-45 y.,Not born in Germany,0.11574,713,4148,0.10600,0.12547
1994,46-65 y.,Born in Germany or immigrated <1950,0.84680,2937,3889,0.83548,0.85812
1994,46-65 y.,Not born in Germany,0.15320,952,3889,0.14188,0.16452
1994,66 and older,Born in Germany or immigrated <1950,0.90994,1321,1492,0.89541,0.92447
1994,66 and older,Not born in Germany,0.09006,171,1492,0.07553,0.10459
1995,17-29 y.,Born in Germany or immigrated <1950,0.86708,2753,3357,0.85559,0.87857
1995,17-29 y.,Not born in Germany,0.13292,604,3357,0.12143,0.14441
1995,30-45 y.,Born in Germany or immigrated <1950,0.85203,3517,4440,0.84158,0.86247
1995,30-45 y.,Not born in Germany,0.14797,923,4440,0.13753,0.15842
1995,46-65 y.,Born in Germany or immigrated <1950,0.83918,2925,3967,0.82775,0.85062
1995,46-65 y.,Not born in Germany,0.16082,1042,3967,0.14938,0.17225
1995,66 and older,Born in Germany or immigrated <1950,0.89608,1310,1522,0.88074,0.91142
1995,66 and older,Not born in Germany,0.10392,212,1522,0.08858,0.11926
1996,17-29 y.,Born in Germany or immigrated <1950,0.86393,2628,3163,0.85198,0.87588
1996,17-29 y.,Not born in Germany,0.13607,535,3163,0.12412,0.14802
1996,30-45 y.,Born in Germany or immigrated <1950,0.86143,3582,4435,0.85127,0.87160
1996,30-45 y.,Not born in Germany,0.13857,853,4435,0.12840,0.14873
1996,46-65 y.,Born in Germany or immigrated <1950,0.83935,2919,3902,0.82783,0.85087
1996,46-65 y.,Not born in Germany,0.16065,983,3902,0.14913,0.17217
1996,66 and older,Born in Germany or immigrated <1950,0.88976,1321,1548,0.87415,0.90537
1996,66 and older,Not born in Germany,0.11024,227,1548,0.09463,0.12585
1997,17-29 y.,Born in Germany or immigrated <1950,0.86418,2552,3030,0.85198,0.87638
1997,17-29 y.,Not born in Germany,0.13582,478,3030,0.12362,0.14802
1997,30-45 y.,Born in Germany or immigrated <1950,0.86626,3544,4365,0.85616,0.87636
1997,30-45 y.,Not born in Germany,0.13374,821,4365,0.12364,0.14384
1997,46-65 y.,Born in Germany or immigrated <1950,0.83563,2913,3853,0.82393,0.84734
1997,46-65 y.,Not born in Germany,0.16437,940,3853,0.15266,0.17607
1997,66 and older,Born in Germany or immigrated <1950,0.89127,1349,1582,0.87593,0.90662
1997,66 and older,Not born in Germany,0.10873,233,1582,0.09338,0.12407
1998,17-29 y.,Born in Germany or immigrated <1950,0.87384,2730,3165,0.86227,0.88541
1998,17-29 y.,Not born in Germany,0.12616,435,3165,0.11459,0.13773
1998,30-45 y.,Born in Germany or immigrated <1950,0.86896,4042,4827,0.85944,0.87848
1998,30-45 y.,Not born in Germany,0.13104,785,4827,0.12152,0.14056
1998,46-65 y.,Born in Germany or immigrated <1950,0.84068,3462,4393,0.82986,0.85151
1998,46-65 y.,Not born in Germany,0.15932,931,4393,0.14849,0.17014
1998,66 and older,Born in Germany or immigrated <1950,0.89547,1607,1855,0.88154,0.90940
1998,66 and older,Not born in Germany,0.10453,248,1855,0.09060,0.11846
1999,17-29 y.,Born in Germany or immigrated <1950,0.88242,2605,2973,0.87084,0.89400
1999,17-29 y.,Not born in Germany,0.11758,368,2973,0.10600,0.12916
1999,30-45 y.,Born in Germany or immigrated <1950,0.87060,3973,4713,0.86102,0.88019
1999,30-45 y.,Not born in Germany,0.12940,740,4713,0.11981,0.13898
1999,46-65 y.,Born in Germany or immigrated <1950,0.84449,3341,4189,0.83351,0.85546
1999,46-65 y.,Not born in Germany,0.15551,848,4189,0.14454,0.16649
1999,66 and older,Born in Germany or immigrated <1950,0.88972,1551,1799,0.87524,0.90420
1999,66 and older,Not born in Germany,0.11028,248,1799,0.09580,0.12476
2000,17-29 y.,Born in Germany or immigrated <1950,0.86024,3991,4583,0.85020,0.87028
2000,17-29 y.,Not born in Germany,0.13976,592,4583,0.12972,0.14980
2000,30-45 y.,Born in Germany or immigrated <1950,0.86436,6990,8165,0.85693,0.87179
2000,30-45 y.,Not born in Germany,0.13564,1175,8165,0.12821,0.14307
2000,46-65 y.,Born in Germany or immigrated <1950,0.86063,6584,7767,0.85293,0.86833
2000,46-65 y.,Not born in Germany,0.13937,1183,7767,0.13167,0.14707
2000,66 and older,Born in Germany or immigrated <1950,0.90916,3242,3597,0.89977,0.91855
2000,66 and older,Not born in Germany,0.09084,355,3597,0.08145,0.10023
2001,17-29 y.,Born in Germany or immigrated <1950,0.85832,3602,4099,0.84764,0.86899
2001,17-29 y.,Not born in Germany,0.14168,497,4099,0.13101,0.15236
2001,30-45 y.,Born in Germany or immigrated <1950,0.86511,6289,7328,0.85729,0.87293
2001,30-45 y.,Not born in Germany,0.13489,1039,7328,0.12707,0.14271
2001,46-65 y.,Born in Germany or immigrated <1950,0.86596,6050,7095,0.85803,0.87388
2001,46-65 y.,Not born in Germany,0.13404,1045,7095,0.12612,0.14197
2001,66 and older,Born in Germany or immigrated <1950,0.91251,3064,3399,0.90301,0.92201
2001,66 and older,Not born in Germany,0.08749,335,3399,0.07799,0.09699
2002,17-29 y.,Born in Germany or immigrated <1950,0.85730,3701,4142,0.84665,0.86796
2002,17-29 y.,Not born in Germany,0.14270,441,4142,0.13204,0.15335
2002,30-45 y.,Born in Germany or immigrated <1950,0.86358,6471,7440,0.85578,0.87138
2002,30-45 y.,Not born in Germany,0.13642,969,7440,0.12862,0.14422
2002,46-65 y.,Born in Germany or immigrated <1950,0.86197,6815,7854,0.85434,0.86960
2002,46-65 y.,Not born in Germany,0.13803,1039,7854,0.13040,0.14566
2002,66 and older,Born in Germany or immigrated <1950,0.90862,3243,3591,0.89920,0.91805
2002,66 and older,Not born in Germany,0.09138,348,3591,0.08195,0.10080
2003,17-29 y.,Born in Germany or immigrated <1950,0.86943,3627,4007,0.85899,0.87986
2003,17-29 y.,Not born in Germany,0.13057,380,4007,0.12014,0.14101
2003,30-45 y.,Born in Germany or immigrated <1950,0.85987,6043,6937,0.85170,0.86804
2003,30-45 y.,Not born in Germany,0.14013,894,6937,0.13196,0.14830
2003,46-65 y.,Born in Germany or immigrated <1950,0.85911,6584,7572,0.85128,0.86695
2003,46-65 y.,Not born in Germany,0.14089,988,7572,0.13305,0.14872
2003,66 and older,Born in Germany or immigrated <1950,0.90648,3293,3650,0.89703,0.91592
2003,66 and older,Not born in Germany,0.09352,357,3650,0.08408,0.10297
2004,17-29 y.,Born in Germany or immigrated <1950,0.87061,3586,3960,0.86015,0.88106
2004,17-29 y.,Not born in Germany,0.12939,374,3960,0.11894,0.13985
2004,30-45 y.,Born in Germany or immigrated <1950,0.85625,5681,6529,0.84774,0.86476
2004,30-45 y.,Not born in Germany,0.14375,848,6529,0.13524,0.15226
2004,46-65 y.,Born in Germany or immigrated <1950,0.85397,6412,7365,0.84590,0.86203
2004,46-65 y.,Not born in Germany,0.14603,953,7365,0.13797,0.15410
2004,66 and older,Born in Germany or immigrated <1950,0.90722,3397,3760,0.89795,0.91650
2004,66 and older,Not born in Germany,0.09278,363,3760,0.08350,0.10205
2005,17-29 y.,Born in Germany or immigrated <1950,0.88774,3513,3829,0.87774,0.89774
2005,17-29 y.,Not born in Germany,0.11226,316,3829,0.10226,0.12226
2005,30-45 y.,Born in Germany or immigrated <1950,0.85291,5292,6088,0.84401,0.86181
2005,30-45 y.,Not born in Germany,0.14709,796,6088,0.13819,0.15599
2005,46-65 y.,Born in Germany or immigrated <1950,0.85066,6126,7016,0.84232,0.85900
2005,46-65 y.,Not born in Germany,0.14934,890,7016,0.14100,0.15768
2005,66 and older,Born in Germany or immigrated <1950,0.90202,3400,3766,0.89252,0.91151
2005,66 and older,Not born in Germany,0.09798,366,3766,0.08849,0.10748
2006,17-29 y.,Born in Germany or immigrated <1950,0.88353,3654,3984,0.87357,0.89349
2006,17-29 y.,Not born in Germany,0.11647,330,3984,0.10651,0.12643
2006,30-45 y.,Born in Germany or immigrated <1950,0.85390,5496,6280,0.84516,0.86263
2006,30-45 y.,Not born in Germany,0.14610,784,6280,0.13737,0.15484
2006,46-65 y.,Born in Germany or immigrated <1950,0.85068,6696,7577,0.84266,0.85871
2006,46-65 y.,Not born in Germany,0.14932,881,7577,0.14129,0.15734
2006,66 and older,Born in Germany or immigrated <1950,0.90561,4040,4430,0.89700,0.91422
2006,66 and older,Not born in Germany,0.09439,390,4430,0.08578,0.10300
2007,17-29 y.,Born in Germany or immigrated <1950,0.89655,3457,3739,0.88679,0.90632
2007,17-29 y.,Not born in Germany,0.10345,282,3739,0.09368,0.11321
2007,30-45 y.,Born in Germany or immigrated <1950,0.85844,5023,5709,0.84940,0.86748
2007,30-45 y.,Not born in Germany,0.14156,686,5709,0.13252,0.15060
2007,46-65 y.,Born in Germany or immigrated <1950,0.84784,6271,7060,0.83946,0.85622
2007,46-65 y.,Not born in Germany,0.15216,789,7060,0.14378,0.16054
2007,66 and older,Born in Germany or immigrated <1950,0.90322,3966,4342,0.89443,0.91202
2007,66 and older,Not born in Germany,0.09678,376,4342,0.08798,0.10557
2008,17-29 y.,Born in Germany or immigrated <1950,0.90129,3183,3412,0.89128,0.91130
2008,17-29 y.,Not born in Germany,0.09871,229,3412,0.08870,0.10872
2008,30-45 y.,Born in Germany or immigrated <1950,0.86083,4565,5169,0.85140,0.87027
2008,30-45 y.,Not born in Germany,0.13917,604,5169,0.12973,0.14860
2008,46-65 y.,Born in Germany or immigrated <1950,0.84977,5986,6694,0.84121,0.85833
2008,46-65 y.,Not born in Germany,0.15023,708,6694,0.14167,0.15879
2008,66 and older,Born in Germany or immigrated <1950,0.90088,3927,4296,0.89194,0.90982
2008,66 and older,Not born in Germany,0.09912,369,4296,0.09018,0.10806
2009,17-29 y.,Born in Germany or immigrated <1950,0.90973,2909,3091,0.89963,0.91984
2009,17-29 y.,Not born in Germany,0.09027,182,3091,0.08016,0.10037
2009,30-45 y.,Born in Germany or immigrated <1950,0.85968,4145,4675,0.84972,0.86964
2009,30-45 y.,Not born in Germany,0.14032,530,4675,0.13036,0.15028
2009,46-65 y.,Born in Germany or immigrated <1950,0.85764,5706,6325,0.84903,0.86625
2009,46-65 y.,Not born in Germany,0.14236,619,6325,0.13375,0.15097
2009,66 and older,Born in Germany or immigrated <1950,0.90527,3827,4163,0.89637,0.91416
2009,66 and older,Not born in Germany,0.09473,336,4163,0.08584,0.10363
2010,17-29 y.,Born in Germany or immigrated <1950,0.89746,3780,4281,0.88838,0.90655
2010,17-29 y.,Not born in Germany,0.10254,501,4281,0.09345,0.11162
2010,30-45 y.,Born in Germany or immigrated <1950,0.82615,7593,9070,0.81835,0.83395
2010,30-45 y.,Not born in Germany,0.17385,1477,9070,0.16605,0.18165
2010,46-65 y.,Born in Germany or immigrated <1950,0.85317,6250,6952,0.84485,0.86149
2010,46-65 y.,Not born in Germany,0.14683,702,6952,0.13851,0.15515
2010,66 and older,Born in Germany or immigrated <1950,0.90007,3708,4025,0.89081,0.90934
2010,66 and older,Not born in Germany,0.09993,317,4025,0.09066,0.10919
2011,17-29 y.,Born in Germany or immigrated <1950,0.89505,4236,4701,0.88628,0.90381
2011,17-29 y.,Not born in Germany,0.10495,465,4701,0.09619,0.11372
2011,30-45 y.,Born in Germany or immigrated <1950,0.83461,8405,9931,0.82730,0.84191
2011,30-45 y.,Not born in Germany,0.16539,1526,9931,0.15809,0.17270
2011,46-65 y.,Born in Germany or immigrated <1950,0.85857,8165,9125,0.85142,0.86572
2011,46-65 y.,Not born in Germany,0.14143,960,9125,0.13428,0.14858
2011,66 and older,Born in Germany or immigrated <1950,0.90106,4721,5143,0.89290,0.90922
2011,66 and older,Not born in Germany,0.09894,422,5143,0.09078,0.10710
2012,17-29 y.,Born in Germany or immigrated <1950,0.88720,4099,4512,0.87796,0.89643
2012,17-29 y.,Not born in Germany,0.11280,413,4512,0.10357,0.12204
2012,30-45 y.,Born in Germany or immigrated <1950,0.81914,7643,9074,0.81122,0.82706
2012,30-45 y.,Not born in Germany,0.18086,1431,9074,0.17294,0.18878
2012,46-65 y.,Born in Germany or immigrated <1950,0.85813,8425,9375,0.85106,0.86519
2012,46-65 y.,Not born in Germany,0.14187,950,9375,0.13481,0.14894
2012,66 and older,Born in Germany or immigrated <1950,0.89402,4786,5205,0.88566,0.90238
2012,66 and older,Not born in Germany,0.10598,419,5205,0.09762,0.11434
2013,17-29 y.,Born in Germany or immigrated <1950,0.87337,4467,5585,0.86464,0.88209
2013,17-29 y.,Not born in Germany,0.12663,1118,5585,0.11791,0.13536
2013,30-45 y.,Born in Germany or immigrated <1950,0.78908,7299,10363,0.78123,0.79694
2013,30-45 y.,Not born in Germany,0.21092,3064,10363,0.20306,0.21877
2013,46-65 y.,Born in Germany or immigrated <1950,0.86469,8253,10189,0.85805,0.87133
2013,46-65 y.,Not born in Germany,0.13531,1936,10189,0.12867,0.14195
2013,66 and older,Born in Germany or immigrated <1950,0.91420,4587,5046,0.90647,0.92193
2013,66 and older,Not born in Germany,0.08580,459,5046,0.07807,0.09353
2014,17-29 y.,Born in Germany or immigrated <1950,0.87692,4023,4870,0.86769,0.88614
2014,17-29 y.,Not born in Germany,0.12308,847,4870,0.11386,0.13231
2014,30-45 y.,Born in Germany or immigrated <1950,0.78223,6106,8520,0.77347,0.79100
2014,30-45 y.,Not born in Germany,0.21777,2414,8520,0.20900,0.22653
2014,46-65 y.,Born in Germany or immigrated <1950,0.86299,7690,9311,0.85601,0.86998
2014,46-65 y.,Not born in Germany,0.13701,1621,9311,0.13002,0.14399
2014,66 and older,Born in Germany or immigrated <1950,0.91470,4503,4953,0.90692,0.92248
2014,66 and older,Not born in Germany,0.08530,450,4953,0.07752,0.09308
2015,17-29 y.,Born in Germany or immigrated <1950,0.86499,3882,5017,0.85553,0.87445
2015,17-29 y.,Not born in Germany,0.13501,1135,5017,0.12555,0.14447
2015,30-45 y.,Born in Germany or immigrated <1950,0.77558,5439,8287,0.76660,0.78456
2015,30-45 y.,Not born in Germany,0.22442,2848,8287,0.21544,0.23340
2015,46-65 y.,Born in Germany or immigrated <1950,0.85563,7454,9136,0.84842,0.86284
2015,46-65 y.,Not born in Germany,0.14437,1682,9136,0.13716,0.15158
2015,66 and older,Born in Germany or immigrated <1950,0.91349,4457,4902,0.90562,0.92136
2015,66 and older,Not born in Germany,0.08651,445,4902,0.07864,0.09438
2016,17-29 y.,Born in Germany or immigrated <1950,0.86838,3598,5572,0.85950,0.87725
2016,17-29 y.,Not born in Germany,0.13162,1974,5572,0.12275,0.14050
2016,30-45 y.,Born in Germany or immigrated <1950,0.77644,4808,8628,0.76765,0.78523
2016,30-45 y.,Not born in Germany,0.22356,3820,8628,0.21477,0.23235
2016,46-65 y.,Born in Germany or immigrated <1950,0.84555,7039,9033,0.83810,0.85301
2016,46-65 y.,Not born in Germany,0.15445,1994,9033,0.14699,0.16190
2016,66 and older,Born in Germany or immigrated <1950,0.90499,4302,4739,0.89664,0.91334
2016,66 and older,Not born in Germany,0.09501,437,4739,0.08666,0.10336
2017,17-29 y.,Born in Germany or immigrated <1950,0.87741,4216,6552,0.86946,0.88535
2017,17-29 y.,Not born in Germany,0.12259,2336,6552,0.11465,0.13054
2017,30-45 y.,Born in Germany or immigrated <1950,0.77054,5135,9132,0.76192,0.77917
2017,30-45 y.,Not born in Germany,0.22946,3997,9132,0.22083,0.23808
2017,46-65 y.,Born in Germany or immigrated <1950,0.84132,8347,10580,0.83436,0.84828
2017,46-65 y.,Not born in Germany,0.15868,2233,10580,0.15172,0.16564
2017,66 and older,Born in Germany or immigrated <1950,0.90331,4515,4995,0.89511,0.91151
2017,66 and older,Not born in Germany,0.09669,480,4995,0.08849,0.10489
2018,17-29 y.,Born in Germany or immigrated <1950,0.88277,4155,6166,0.87474,0.89080
2018,17-29 y.,Not born in Germany,0.11723,2011,6166,0.10920,0.12526
2018,30-45 y.,Born in Germany or immigrated <1950,0.76076,4764,8446,0.75166,0.76986
2018,30-45 y.,Not born in Germany,0.23924,3682,8446,0.23014,0.24834
2018,46-65 y.,Born in Germany or immigrated <1950,0.84219,8014,10257,0.83513,0.84924
2018,46-65 y.,Not born in Germany,0.15781,2243,10257,0.15076,0.16487
2018,66 and older,Born in Germany or immigrated <1950,0.89355,4530,5020,0.88502,0.90208
2018,66 and older,Not born in Germany,0.10645,490,5020,0.09792,0.11498
2019,17-29 y.,Born in Germany or immigrated <1950,0.88100,3954,5598,0.87252,0.88948
2019,17-29 y.,Not born in Germany,0.11900,1644,5598,0.11052,0.12748
2019,30-45 y.,Born in Germany or immigrated <1950,0.76905,4671,7965,0.75979,0.77830
2019,30-45 y.,Not born in Germany,0.23095,3294,7965,0.22170,0.24021
2019,46-65 y.,Born in Germany or immigrated <1950,0.83276,8877,11059,0.82581,0.83972
2019,46-65 y.,Not born in Germany,0.16724,2182,11059,0.16028,0.17419
2019,66 and older,Born in Germany or immigrated <1950,0.89915,4728,5208,0.89097,0.90733
2019,66 and older,Not born in Germany,0.10085,480,5208,0.09267,0.10903
2020,17-29 y.,Born in Germany or immigrated <1950,0.89631,3667,6063,0.88864,0.90399
2020,17-29 y.,Not born in Germany,0.10369,2396,6063,0.09601,0.11136
2020,30-45 y.,Born in Germany or immigrated <1950,0.77801,4220,8502,0.76917,0.78684
2020,30-45 y.,Not born in Germany,0.22199,4282,8502,0.21316,0.23083
2020,46-65 y.,Born in Germany or immigrated <1950,0.84734,8143,10521,0.84047,0.85421
2020,46-65 y.,Not born in Germany,0.15266,2378,10521,0.14579,0.15953
2020,66 and older,Born in Germany or immigrated <1950,0.90605,4438,4926,0.89791,0.91420
2020,66 and older,Not born in Germany,0.09395,488,4926,0.08580,0.10209
2021,17-29 y.,Born in Germany or immigrated <1950,0.88040,2445,3648,0.86987,0.89093
2021,17-29 y.,Not born in Germany,0.11960,1203,3648,0.10907,0.13013
2021,30-45 y.,Born in Germany or immigrated <1950,0.77928,2914,5354,0.76817,0.79039
2021,30-45 y.,Not born in Germany,0.22072,2440,5354,0.20961,0.23183
2021,46-65 y.,Born in Germany or immigrated <1950,0.83575,5755,7333,0.82727,0.84423
2021,46-65 y.,Not born in Germany,0.16425,1578,7333,0.15577,0.17273
2021,66 and older,Born in Germany or immigrated <1950,0.90302,3249,3597,0.89335,0.91269
2021,66 and older,Not born in Germany,0.09698,348,3597,0.08731,0.10665
2022,17-29 y.,Born in Germany or immigrated <1950,0.85875,3682,5964,0.84991,0.86759
2022,17-29 y.,Not born in Germany,0.14125,2282,5964,0.13241,0.15009
2022,30-45 y.,Born in Germany or immigrated <1950,0.74912,5120,8965,0.74015,0.75810
2022,30-45 y.,Not born in Germany,0.25088,3845,8965,0.24190,0.25985
2022,46-65 y.,Born in Germany or immigrated <1950,0.81576,7463,9198,0.80784,0.82369
2022,46-65 y.,Not born in Germany,0.18424,1735,9198,0.17631,0.19216
2022,66 and older,Born in Germany or immigrated <1950,0.89869,3764,4146,0.88950,0.90787
2022,66 and older,Not born in Germany,0.10131,382,4146,0.09213,0.11050
