year,pgisced97,sampreg,germborn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1987,No answer / don't know,West,Born in Germany or immigrated <1950,0.80828,63,123,0.73843,0.87814
1987,No answer / don't know,West,Not born in Germany,0.19172,60,123,0.12186,0.26157
1987,Pre-primary Level,West,Born in Germany or immigrated <1950,0.93951,159,191,0.90561,0.97341
1987,Pre-primary Level,West,Not born in Germany,0.06049,32,191,0.02659,0.09439
1987,Primary Level,West,Born in Germany or immigrated <1950,0.36684,83,751,0.33235,0.40134
1987,Primary Level,West,Not born in Germany,0.63316,668,751,0.59866,0.66765
1987,Lower Secondary Level,West,Born in Germany or immigrated <1950,0.87536,1899,2836,0.86320,0.88752
1987,Lower Secondary Level,West,Not born in Germany,0.12464,937,2836,0.11248,0.13680
1987,Upper Secondary Level,West,Born in Germany or immigrated <1950,0.92544,4108,4970,0.91814,0.93275
1987,Upper Secondary Level,West,Not born in Germany,0.07456,862,4970,0.06725,0.08186
1987,Post-secondary Non-tertiary Level,West,Born in Germany or immigrated <1950,0.86225,174,274,0.82137,0.90314
1987,Post-secondary Non-tertiary Level,West,Not born in Germany,0.13775,100,274,0.09686,0.17863
1987,First Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.92983,511,565,0.90875,0.95091
1987,First Stage of Tertiary Education,West,Not born in Germany,0.07017,54,565,0.04909,0.09125
1987,Second Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.91259,642,742,0.89225,0.93293
1987,Second Stage of Tertiary Education,West,Not born in Germany,0.08741,100,742,0.06707,0.10775
1988,No answer / don't know,West,Born in Germany or immigrated <1950,0.83177,83,145,0.77067,0.89287
1988,No answer / don't know,West,Not born in Germany,0.16823,62,145,0.10713,0.22933
1988,Pre-primary Level,West,Born in Germany or immigrated <1950,0.93198,143,143,0.89056,0.97339
1988,Primary Level,West,Born in Germany or immigrated <1950,0.38037,78,691,0.34415,0.41660
1988,Primary Level,West,Not born in Germany,0.61963,613,691,0.58340,0.65585
1988,Lower Secondary Level,West,Born in Germany or immigrated <1950,0.87875,1809,2719,0.86647,0.89102
1988,Lower Secondary Level,West,Not born in Germany,0.12125,910,2719,0.10898,0.13353
1988,Upper Secondary Level,West,Born in Germany or immigrated <1950,0.92432,3912,4743,0.91679,0.93184
1988,Upper Secondary Level,West,Not born in Germany,0.07568,831,4743,0.06816,0.08321
1988,Post-secondary Non-tertiary Level,West,Born in Germany or immigrated <1950,0.88176,174,268,0.84303,0.92049
1988,Post-secondary Non-tertiary Level,West,Not born in Germany,0.11824,94,268,0.07951,0.15697
1988,First Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.92362,486,539,0.90118,0.94607
1988,First Stage of Tertiary Education,West,Not born in Germany,0.07638,53,539,0.05393,0.09882
1988,Second Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.92300,617,702,0.90327,0.94274
1988,Second Stage of Tertiary Education,West,Not born in Germany,0.07700,85,702,0.05726,0.09673
1989,No answer / don't know,West,Born in Germany or immigrated <1950,0.83699,86,142,0.77602,0.89796
1989,No answer / don't know,West,Not born in Germany,0.16301,56,142,0.10204,0.22398
1989,Pre-primary Level,West,Born in Germany or immigrated <1950,0.92798,150,150,0.88646,0.96949
1989,Primary Level,West,Born in Germany or immigrated <1950,0.37123,78,652,0.33411,0.40834
1989,Primary Level,West,Not born in Germany,0.62877,574,652,0.59166,0.66589
1989,Lower Secondary Level,West,Born in Germany or immigrated <1950,0.86635,1696,2570,0.85319,0.87951
1989,Lower Secondary Level,West,Not born in Germany,0.13365,874,2570,0.12049,0.14681
1989,Upper Secondary Level,West,Born in Germany or immigrated <1950,0.91989,3793,4622,0.91206,0.92771
1989,Upper Secondary Level,West,Not born in Germany,0.08011,829,4622,0.07229,0.08794
1989,Post-secondary Non-tertiary Level,West,Born in Germany or immigrated <1950,0.88242,196,288,0.84516,0.91969
1989,Post-secondary Non-tertiary Level,West,Not born in Germany,0.11758,92,288,0.08031,0.15484
1989,First Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.92126,465,515,0.89797,0.94454
1989,First Stage of Tertiary Education,West,Not born in Germany,0.07874,50,515,0.05546,0.10203
1989,Second Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.91263,610,698,0.89167,0.93359
1989,Second Stage of Tertiary Education,West,Not born in Germany,0.08737,88,698,0.06641,0.10833
1990,No answer / don't know,West,Born in Germany or immigrated <1950,0.76406,88,157,0.69743,0.83069
1990,No answer / don't know,West,Not born in Germany,0.23594,69,157,0.16931,0.30257
1990,Pre-primary Level,West,Born in Germany or immigrated <1950,0.93363,135,135,0.89148,0.97578
1990,Pre-primary Level,East,Born in Germany or immigrated <1950,0.96687,31,31,0.90283,1.03092
1990,Primary Level,West,Born in Germany or immigrated <1950,0.38541,85,632,0.34744,0.42339
1990,Primary Level,West,Not born in Germany,0.61459,547,632,0.57661,0.65256
1990,Lower Secondary Level,West,Born in Germany or immigrated <1950,0.85385,1614,2469,0.83991,0.86779
1990,Lower Secondary Level,West,Not born in Germany,0.14615,855,2469,0.13221,0.16009
1990,Lower Secondary Level,East,Born in Germany or immigrated <1950,0.96632,498,498,0.95046,0.98218
1990,Upper Secondary Level,West,Born in Germany or immigrated <1950,0.91663,3736,4537,0.90859,0.92468
1990,Upper Secondary Level,West,Not born in Germany,0.08337,801,4537,0.07532,0.09141
1990,Upper Secondary Level,East,Born in Germany or immigrated <1950,0.96993,2461,2531,0.96328,0.97659
1990,Upper Secondary Level,East,Not born in Germany,0.03007,70,2531,0.02341,0.03672
1990,Post-secondary Non-tertiary Level,West,Born in Germany or immigrated <1950,0.86489,198,292,0.82562,0.90417
1990,Post-secondary Non-tertiary Level,West,Not born in Germany,0.13511,94,292,0.09583,0.17438
1990,Post-secondary Non-tertiary Level,East,Born in Germany or immigrated <1950,0.93790,77,77,0.88364,0.99216
1990,First Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.92033,465,513,0.89688,0.94379
1990,First Stage of Tertiary Education,West,Not born in Germany,0.07967,48,513,0.05621,0.10312
1990,First Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.94748,245,245,0.91949,0.97547
1990,Second Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.90757,609,699,0.88608,0.92905
1990,Second Stage of Tertiary Education,West,Not born in Germany,0.09243,90,699,0.07095,0.11392
1990,Second Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.95774,955,992,0.94522,0.97027
1990,Second Stage of Tertiary Education,East,Not born in Germany,0.04226,37,992,0.02973,0.05478
1991,No answer / don't know,West,Born in Germany or immigrated <1950,0.76893,100,168,0.70500,0.83287
1991,No answer / don't know,West,Not born in Germany,0.23107,68,168,0.16713,0.29500
1991,Pre-primary Level,West,Born in Germany or immigrated <1950,0.92080,131,131,0.87438,0.96722
1991,Primary Level,West,Born in Germany or immigrated <1950,0.36715,87,620,0.32918,0.40513
1991,Primary Level,West,Not born in Germany,0.63285,533,620,0.59487,0.67082
1991,Primary Level,East,Born in Germany or immigrated <1950,0.88544,36,36,0.77993,0.99096
1991,Lower Secondary Level,West,Born in Germany or immigrated <1950,0.84259,1574,2404,0.82803,0.85715
1991,Lower Secondary Level,West,Not born in Germany,0.15741,830,2404,0.14285,0.17197
1991,Lower Secondary Level,East,Born in Germany or immigrated <1950,0.95946,437,437,0.94095,0.97797
1991,Upper Secondary Level,West,Born in Germany or immigrated <1950,0.91264,3755,4556,0.90444,0.92084
1991,Upper Secondary Level,West,Not born in Germany,0.08736,801,4556,0.07916,0.09556
1991,Upper Secondary Level,East,Born in Germany or immigrated <1950,0.96593,2286,2355,0.95861,0.97326
1991,Upper Secondary Level,East,Not born in Germany,0.03407,69,2355,0.02674,0.04139
1991,Post-secondary Non-tertiary Level,West,Born in Germany or immigrated <1950,0.85714,211,307,0.81794,0.89635
1991,Post-secondary Non-tertiary Level,West,Not born in Germany,0.14286,96,307,0.10365,0.18206
1991,Post-secondary Non-tertiary Level,East,Born in Germany or immigrated <1950,0.90756,67,67,0.83768,0.97744
1991,First Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.91391,471,518,0.88973,0.93809
1991,First Stage of Tertiary Education,West,Not born in Germany,0.08609,47,518,0.06191,0.11027
1991,First Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.94697,227,227,0.91775,0.97618
1991,Second Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.90733,635,724,0.88619,0.92847
1991,Second Stage of Tertiary Education,West,Not born in Germany,0.09267,89,724,0.07153,0.11381
1991,Second Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.95093,917,954,0.93722,0.96465
1991,Second Stage of Tertiary Education,East,Not born in Germany,0.04907,37,954,0.03535,0.06278
1992,No answer / don't know,West,Born in Germany or immigrated <1950,0.78306,106,174,0.72164,0.84448
1992,No answer / don't know,West,Not born in Germany,0.21694,68,174,0.15552,0.27836
1992,Pre-primary Level,West,Born in Germany or immigrated <1950,0.92809,130,130,0.88351,0.97267
1992,Pre-primary Level,East,Born in Germany or immigrated <1950,0.95790,43,43,0.89716,1.01863
1992,Primary Level,West,Born in Germany or immigrated <1950,0.35102,96,606,0.31299,0.38905
1992,Primary Level,West,Not born in Germany,0.64898,510,606,0.61095,0.68701
1992,Lower Secondary Level,West,Born in Germany or immigrated <1950,0.83069,1527,2330,0.81546,0.84592
1992,Lower Secondary Level,West,Not born in Germany,0.16931,803,2330,0.15408,0.18454
1992,Lower Secondary Level,East,Born in Germany or immigrated <1950,0.95707,436,436,0.93802,0.97612
1992,Upper Secondary Level,West,Born in Germany or immigrated <1950,0.90975,3723,4502,0.90137,0.91812
1992,Upper Secondary Level,West,Not born in Germany,0.09025,779,4502,0.08188,0.09863
1992,Upper Secondary Level,East,Born in Germany or immigrated <1950,0.96381,2150,2219,0.95604,0.97159
1992,Upper Secondary Level,East,Not born in Germany,0.03619,69,2219,0.02841,0.04396
1992,Post-secondary Non-tertiary Level,West,Born in Germany or immigrated <1950,0.84807,223,316,0.80844,0.88771
1992,Post-secondary Non-tertiary Level,West,Not born in Germany,0.15193,93,316,0.11229,0.19156
1992,Post-secondary Non-tertiary Level,East,Born in Germany or immigrated <1950,0.91602,64,64,0.84753,0.98451
1992,First Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.91128,482,532,0.88709,0.93546
1992,First Stage of Tertiary Education,West,Not born in Germany,0.08872,50,532,0.06454,0.11291
1992,First Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.94467,221,221,0.91446,0.97488
1992,Second Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.90499,646,738,0.88382,0.92616
1992,Second Stage of Tertiary Education,West,Not born in Germany,0.09501,92,738,0.07384,0.11618
1992,Second Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.94438,878,917,0.92953,0.95922
1992,Second Stage of Tertiary Education,East,Not born in Germany,0.05562,39,917,0.04078,0.07047
1993,No answer / don't know,West,Born in Germany or immigrated <1950,0.81340,122,183,0.75680,0.87000
1993,No answer / don't know,West,Not born in Germany,0.18660,61,183,0.13000,0.24320
1993,Pre-primary Level,West,Born in Germany or immigrated <1950,0.93290,116,116,0.88717,0.97863
1993,Pre-primary Level,East,Born in Germany or immigrated <1950,0.98027,59,59,0.94448,1.01606
1993,Primary Level,West,Born in Germany or immigrated <1950,0.34770,94,594,0.30936,0.38603
1993,Primary Level,West,Not born in Germany,0.65230,500,594,0.61397,0.69064
1993,Lower Secondary Level,West,Born in Germany or immigrated <1950,0.82669,1487,2253,0.81105,0.84232
1993,Lower Secondary Level,West,Not born in Germany,0.17331,766,2253,0.15768,0.18895
1993,Lower Secondary Level,East,Born in Germany or immigrated <1950,0.95666,408,408,0.93687,0.97644
1993,Upper Secondary Level,West,Born in Germany or immigrated <1950,0.90368,3751,4522,0.89508,0.91228
1993,Upper Secondary Level,West,Not born in Germany,0.09632,771,4522,0.08772,0.10492
1993,Upper Secondary Level,East,Born in Germany or immigrated <1950,0.96181,2074,2142,0.95369,0.96993
1993,Upper Secondary Level,East,Not born in Germany,0.03819,68,2142,0.03007,0.04631
1993,Post-secondary Non-tertiary Level,West,Born in Germany or immigrated <1950,0.83902,224,315,0.79837,0.87967
1993,Post-secondary Non-tertiary Level,West,Not born in Germany,0.16098,91,315,0.12033,0.20163
1993,Post-secondary Non-tertiary Level,East,Born in Germany or immigrated <1950,0.91423,66,66,0.84615,0.98231
1993,First Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.90416,470,517,0.87876,0.92956
1993,First Stage of Tertiary Education,West,Not born in Germany,0.09584,47,517,0.07044,0.12124
1993,First Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.95062,216,216,0.92165,0.97958
1993,Second Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.88853,666,763,0.86618,0.91087
1993,Second Stage of Tertiary Education,West,Not born in Germany,0.11147,97,763,0.08913,0.13382
1993,Second Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.95091,839,873,0.93656,0.96525
1993,Second Stage of Tertiary Education,East,Not born in Germany,0.04909,34,873,0.03475,0.06344
1994,No answer / don't know,West,Born in Germany or immigrated <1950,0.70223,122,206,0.63964,0.76483
1994,No answer / don't know,West,Not born in Germany,0.29777,84,206,0.23517,0.36036
1994,Pre-primary Level,West,Born in Germany or immigrated <1950,0.94227,144,144,0.90405,0.98050
1994,Pre-primary Level,East,Born in Germany or immigrated <1950,0.96934,82,82,0.93179,1.00688
1994,Primary Level,West,Born in Germany or immigrated <1950,0.32907,81,545,0.28958,0.36856
1994,Primary Level,West,Not born in Germany,0.67093,464,545,0.63144,0.71042
1994,Lower Secondary Level,West,Born in Germany or immigrated <1950,0.82436,1397,2089,0.80804,0.84068
1994,Lower Secondary Level,West,Not born in Germany,0.17564,692,2089,0.15932,0.19196
1994,Lower Secondary Level,East,Born in Germany or immigrated <1950,0.95343,387,387,0.93241,0.97445
1994,Upper Secondary Level,West,Born in Germany or immigrated <1950,0.89997,3730,4476,0.89118,0.90876
1994,Upper Secondary Level,West,Not born in Germany,0.10003,746,4476,0.09124,0.10882
1994,Upper Secondary Level,East,Born in Germany or immigrated <1950,0.95723,2020,2092,0.94856,0.96590
1994,Upper Secondary Level,East,Not born in Germany,0.04277,72,2092,0.03410,0.05144
1994,Post-secondary Non-tertiary Level,West,Born in Germany or immigrated <1950,0.85244,235,317,0.81334,0.89155
1994,Post-secondary Non-tertiary Level,West,Not born in Germany,0.14756,82,317,0.10845,0.18666
1994,Post-secondary Non-tertiary Level,East,Born in Germany or immigrated <1950,0.91757,70,70,0.85268,0.98246
1994,First Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.89802,467,515,0.87185,0.92418
1994,First Stage of Tertiary Education,West,Not born in Germany,0.10198,48,515,0.07582,0.12815
1994,First Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.94396,225,225,0.91384,0.97408
1994,Second Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.89143,707,795,0.86979,0.91307
1994,Second Stage of Tertiary Education,West,Not born in Germany,0.10857,88,795,0.08693,0.13021
1994,Second Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.93944,822,858,0.92347,0.95541
1994,Second Stage of Tertiary Education,East,Not born in Germany,0.06056,36,858,0.04459,0.07653
1995,No answer / don't know,West,Born in Germany or immigrated <1950,0.59468,132,246,0.53320,0.65616
1995,No answer / don't know,West,Not born in Germany,0.40532,114,246,0.34384,0.46680
1995,Pre-primary Level,West,Born in Germany or immigrated <1950,0.84115,155,190,0.78904,0.89327
1995,Pre-primary Level,West,Not born in Germany,0.15885,35,190,0.10673,0.21096
1995,Pre-primary Level,East,Born in Germany or immigrated <1950,0.96457,94,94,0.92699,1.00214
1995,Primary Level,West,Born in Germany or immigrated <1950,0.29322,68,524,0.25420,0.33224
1995,Primary Level,West,Not born in Germany,0.70678,456,524,0.66776,0.74580
1995,Lower Secondary Level,West,Born in Germany or immigrated <1950,0.80342,1349,2114,0.78647,0.82036
1995,Lower Secondary Level,West,Not born in Germany,0.19658,765,2114,0.17964,0.21353
1995,Lower Secondary Level,East,Born in Germany or immigrated <1950,0.94996,363,363,0.92750,0.97242
1995,Upper Secondary Level,West,Born in Germany or immigrated <1950,0.88087,3760,4674,0.87158,0.89015
1995,Upper Secondary Level,West,Not born in Germany,0.11913,914,4674,0.10985,0.12842
1995,Upper Secondary Level,East,Born in Germany or immigrated <1950,0.95690,1980,2053,0.94811,0.96568
1995,Upper Secondary Level,East,Not born in Germany,0.04310,73,2053,0.03432,0.05189
1995,Post-secondary Non-tertiary Level,West,Born in Germany or immigrated <1950,0.75031,251,401,0.70789,0.79273
1995,Post-secondary Non-tertiary Level,West,Not born in Germany,0.24969,150,401,0.20727,0.29211
1995,Post-secondary Non-tertiary Level,East,Born in Germany or immigrated <1950,0.92419,66,66,0.85984,0.98854
1995,First Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.90071,477,523,0.87506,0.92637
1995,First Stage of Tertiary Education,West,Not born in Germany,0.09929,46,523,0.07363,0.12494
1995,First Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.94061,222,222,0.90944,0.97177
1995,Second Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.83884,761,919,0.81505,0.86262
1995,Second Stage of Tertiary Education,West,Not born in Germany,0.16116,158,919,0.13738,0.18495
1995,Second Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.94111,800,834,0.92512,0.95709
1995,Second Stage of Tertiary Education,East,Not born in Germany,0.05889,34,834,0.04291,0.07488
1996,No answer / don't know,West,Born in Germany or immigrated <1950,0.59580,131,231,0.53238,0.65923
1996,No answer / don't know,West,Not born in Germany,0.40420,100,231,0.34077,0.46762
1996,Pre-primary Level,West,Born in Germany or immigrated <1950,0.86695,167,167,0.81529,0.91862
1996,Pre-primary Level,East,Born in Germany or immigrated <1950,0.97159,97,97,0.93835,1.00482
1996,Primary Level,West,Born in Germany or immigrated <1950,0.29092,61,479,0.25020,0.33164
1996,Primary Level,West,Not born in Germany,0.70908,418,479,0.66836,0.74980
1996,Lower Secondary Level,West,Born in Germany or immigrated <1950,0.80148,1309,2018,0.78407,0.81889
1996,Lower Secondary Level,West,Not born in Germany,0.19852,709,2018,0.18111,0.21593
1996,Lower Secondary Level,East,Born in Germany or immigrated <1950,0.94182,351,351,0.91730,0.96635
1996,Upper Secondary Level,West,Born in Germany or immigrated <1950,0.88269,3725,4586,0.87337,0.89200
1996,Upper Secondary Level,West,Not born in Germany,0.11731,861,4586,0.10800,0.12663
1996,Upper Secondary Level,East,Born in Germany or immigrated <1950,0.95695,1961,2033,0.94813,0.96578
1996,Upper Secondary Level,East,Not born in Germany,0.04305,72,2033,0.03422,0.05187
1996,Post-secondary Non-tertiary Level,West,Born in Germany or immigrated <1950,0.76878,257,396,0.72720,0.81036
1996,Post-secondary Non-tertiary Level,West,Not born in Germany,0.23122,139,396,0.18964,0.27280
1996,Post-secondary Non-tertiary Level,East,Born in Germany or immigrated <1950,0.92414,72,72,0.86255,0.98573
1996,First Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.90001,483,533,0.87452,0.92550
1996,First Stage of Tertiary Education,West,Not born in Germany,0.09999,50,533,0.07450,0.12548
1996,First Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.94007,220,220,0.90863,0.97151
1996,Second Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.83914,773,925,0.81545,0.86283
1996,Second Stage of Tertiary Education,West,Not born in Germany,0.16086,152,925,0.13717,0.18455
1996,Second Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.94344,806,839,0.92780,0.95908
1996,Second Stage of Tertiary Education,East,Not born in Germany,0.05656,33,839,0.04092,0.07220
1997,No answer / don't know,West,Born in Germany or immigrated <1950,0.66778,134,229,0.60664,0.72892
1997,No answer / don't know,West,Not born in Germany,0.33222,95,229,0.27108,0.39336
1997,No answer / don't know,East,Born in Germany or immigrated <1950,0.94615,36,36,0.87137,1.02093
1997,Pre-primary Level,West,Born in Germany or immigrated <1950,0.87934,178,178,0.83136,0.92733
1997,Pre-primary Level,East,Born in Germany or immigrated <1950,0.97109,109,109,0.93949,1.00269
1997,Primary Level,West,Born in Germany or immigrated <1950,0.28676,62,453,0.24507,0.32845
1997,Primary Level,West,Not born in Germany,0.71324,391,453,0.67155,0.75493
1997,Lower Secondary Level,West,Born in Germany or immigrated <1950,0.79825,1303,1979,0.78056,0.81593
1997,Lower Secondary Level,West,Not born in Germany,0.20175,676,1979,0.18407,0.21944
1997,Lower Secondary Level,East,Born in Germany or immigrated <1950,0.93882,335,335,0.91312,0.96452
1997,Upper Secondary Level,West,Born in Germany or immigrated <1950,0.88046,3665,4496,0.87097,0.88994
1997,Upper Secondary Level,West,Not born in Germany,0.11954,831,4496,0.11006,0.12903
1997,Upper Secondary Level,East,Born in Germany or immigrated <1950,0.95870,1919,1985,0.94995,0.96746
1997,Upper Secondary Level,East,Not born in Germany,0.04130,66,1985,0.03254,0.05005
1997,Post-secondary Non-tertiary Level,West,Born in Germany or immigrated <1950,0.77775,253,378,0.73578,0.81972
1997,Post-secondary Non-tertiary Level,West,Not born in Germany,0.22225,125,378,0.18028,0.26422
1997,Post-secondary Non-tertiary Level,East,Born in Germany or immigrated <1950,0.92213,70,70,0.85890,0.98536
1997,First Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.91535,480,524,0.89150,0.93921
1997,First Stage of Tertiary Education,West,Not born in Germany,0.08465,44,524,0.06079,0.10850
1997,First Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.93096,220,220,0.89739,0.96454
1997,Second Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.84186,778,930,0.81840,0.86533
1997,Second Stage of Tertiary Education,West,Not born in Germany,0.15814,152,930,0.13467,0.18160
1997,Second Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.94785,808,808,0.93251,0.96319
1998,No answer / don't know,West,Born in Germany or immigrated <1950,0.79691,380,507,0.76185,0.83196
1998,No answer / don't know,West,Not born in Germany,0.20309,127,507,0.16804,0.23815
1998,No answer / don't know,East,Born in Germany or immigrated <1950,0.96077,94,94,0.92132,1.00023
1998,Pre-primary Level,West,Born in Germany or immigrated <1950,0.88378,196,196,0.83880,0.92876
1998,Pre-primary Level,East,Born in Germany or immigrated <1950,0.96879,108,108,0.93584,1.00174
1998,Primary Level,West,Born in Germany or immigrated <1950,0.28357,72,431,0.24097,0.32617
1998,Primary Level,West,Not born in Germany,0.71643,359,431,0.67383,0.75903
1998,Lower Secondary Level,West,Born in Germany or immigrated <1950,0.80143,1518,2164,0.78462,0.81825
1998,Lower Secondary Level,West,Not born in Germany,0.19857,646,2164,0.18175,0.21538
1998,Lower Secondary Level,East,Born in Germany or immigrated <1950,0.95049,363,363,0.92815,0.97284
1998,Upper Secondary Level,West,Born in Germany or immigrated <1950,0.88633,4141,4928,0.87747,0.89520
1998,Upper Secondary Level,West,Not born in Germany,0.11367,787,4928,0.10480,0.12253
1998,Upper Secondary Level,East,Born in Germany or immigrated <1950,0.96573,2038,2095,0.95794,0.97352
1998,Upper Secondary Level,East,Not born in Germany,0.03427,57,2095,0.02648,0.04206
1998,Post-secondary Non-tertiary Level,West,Born in Germany or immigrated <1950,0.76091,307,437,0.72088,0.80095
1998,Post-secondary Non-tertiary Level,West,Not born in Germany,0.23909,130,437,0.19905,0.27912
