year,pgisced97,germborn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,Pre-primary Level,Born in Germany or immigrated <1950,0.86295,249,287,0.82310,0.90281
1995,Pre-primary Level,Not born in Germany,0.13540,38,287,0.09575,0.17506
1995,Primary Level,Born in Germany or immigrated <1950,0.30152,75,534,0.26256,0.34048
1995,Primary Level,Not born in Germany,0.69848,459,534,0.65952,0.73744
1995,Lower Secondary Level,Born in Germany or immigrated <1950,0.81964,1712,2492,0.80454,0.83474
1995,Lower Secondary Level,Not born in Germany,0.18036,780,2492,0.16526,0.19546
1995,Upper Secondary Level,Born in Germany or immigrated <1950,0.89668,5740,6727,0.88940,0.90395
1995,Upper Secondary Level,Not born in Germany,0.10332,987,6727,0.09605,0.11060
1995,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.76842,317,470,0.73024,0.80660
1995,Post-secondary Non-tertiary Level,Not born in Germany,0.23158,153,470,0.19340,0.26976
1995,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90854,699,755,0.88797,0.92912
1995,First Stage of Tertiary Education,Not born in Germany,0.09146,56,755,0.07088,0.11203
1995,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.87104,1561,1753,0.85534,0.88673
1995,Second Stage of Tertiary Education,Not born in Germany,0.12896,192,1753,0.11327,0.14466
1996,Pre-primary Level,Born in Germany or immigrated <1950,0.88692,264,264,0.84865,0.92520
1996,Primary Level,Born in Germany or immigrated <1950,0.30367,70,492,0.26300,0.34435
1996,Primary Level,Not born in Germany,0.69633,422,492,0.65565,0.73700
1996,Lower Secondary Level,Born in Germany or immigrated <1950,0.81640,1660,2385,0.80086,0.83194
1996,Lower Secondary Level,Not born in Germany,0.18360,725,2385,0.16806,0.19914
1996,Upper Secondary Level,Born in Germany or immigrated <1950,0.89788,5686,6619,0.89059,0.90518
1996,Upper Secondary Level,Not born in Germany,0.10212,933,6619,0.09482,0.10941
1996,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.78365,329,471,0.74642,0.82087
1996,Post-secondary Non-tertiary Level,Not born in Germany,0.21635,142,471,0.17913,0.25358
1996,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90764,703,762,0.88707,0.92821
1996,First Stage of Tertiary Education,Not born in Germany,0.09236,59,762,0.07179,0.11293
1996,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.87156,1579,1764,0.85594,0.88718
1996,Second Stage of Tertiary Education,Not born in Germany,0.12844,185,1764,0.11282,0.14406
1997,Pre-primary Level,Born in Germany or immigrated <1950,0.89949,287,287,0.86464,0.93434
1997,Primary Level,Born in Germany or immigrated <1950,0.29641,69,464,0.25481,0.33801
1997,Primary Level,Not born in Germany,0.70359,395,464,0.66199,0.74519
1997,Lower Secondary Level,Born in Germany or immigrated <1950,0.81279,1638,2329,0.79695,0.82864
1997,Lower Secondary Level,Not born in Germany,0.18721,691,2329,0.17136,0.20305
1997,Upper Secondary Level,Born in Germany or immigrated <1950,0.89636,5584,6481,0.88894,0.90378
1997,Upper Secondary Level,Not born in Germany,0.10364,897,6481,0.09622,0.11106
1997,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.79188,323,451,0.75437,0.82939
1997,Post-secondary Non-tertiary Level,Not born in Germany,0.20812,128,451,0.17061,0.24563
1997,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.91833,700,754,0.89877,0.93789
1997,First Stage of Tertiary Education,Not born in Germany,0.08167,54,754,0.06211,0.10123
1997,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.87508,1586,1767,0.85966,0.89050
1997,Second Stage of Tertiary Education,Not born in Germany,0.12492,181,1767,0.10950,0.14034
1998,Pre-primary Level,Born in Germany or immigrated <1950,0.89904,304,304,0.86512,0.93296
1998,Primary Level,Born in Germany or immigrated <1950,0.30071,83,446,0.25810,0.34332
1998,Primary Level,Not born in Germany,0.69929,363,446,0.65668,0.74190
1998,Lower Secondary Level,Born in Germany or immigrated <1950,0.81683,1881,2539,0.80178,0.83187
1998,Lower Secondary Level,Not born in Germany,0.18317,658,2539,0.16813,0.19822
1998,Upper Secondary Level,Born in Germany or immigrated <1950,0.90314,6179,7023,0.89622,0.91006
1998,Upper Secondary Level,Not born in Germany,0.09686,844,7023,0.08994,0.10378
1998,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.77439,372,505,0.73789,0.81088
1998,Post-secondary Non-tertiary Level,Not born in Germany,0.22561,133,505,0.18912,0.26211
1998,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.92608,767,819,0.90815,0.94401
1998,First Stage of Tertiary Education,Not born in Germany,0.07392,52,819,0.05599,0.09185
1998,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.88357,1779,1969,0.86940,0.89774
1998,Second Stage of Tertiary Education,Not born in Germany,0.11643,190,1969,0.10226,0.13060
1999,Pre-primary Level,Born in Germany or immigrated <1950,0.92929,295,295,0.89998,0.95859
1999,Primary Level,Born in Germany or immigrated <1950,0.30225,87,427,0.25864,0.34585
1999,Primary Level,Not born in Germany,0.69775,340,427,0.65415,0.74136
1999,Lower Secondary Level,Born in Germany or immigrated <1950,0.81800,1828,2439,0.80269,0.83332
1999,Lower Secondary Level,Not born in Germany,0.18200,611,2439,0.16668,0.19731
1999,Upper Secondary Level,Born in Germany or immigrated <1950,0.90503,6142,6931,0.89813,0.91194
1999,Upper Secondary Level,Not born in Germany,0.09497,789,6931,0.08806,0.10187
1999,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.77968,378,503,0.74343,0.81594
1999,Post-secondary Non-tertiary Level,Not born in Germany,0.22032,125,503,0.18406,0.25657
1999,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.92930,762,813,0.91167,0.94693
1999,First Stage of Tertiary Education,Not born in Germany,0.07070,51,813,0.05307,0.08833
1999,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.88712,1780,1959,0.87310,0.90114
1999,Second Stage of Tertiary Education,Not born in Germany,0.11288,179,1959,0.09886,0.12690
2000,Pre-primary Level,Born in Germany or immigrated <1950,0.87843,437,494,0.84958,0.90727
2000,Pre-primary Level,Not born in Germany,0.11909,57,494,0.09050,0.14768
2000,Primary Level,Born in Germany or immigrated <1950,0.32869,119,404,0.28283,0.37455
2000,Primary Level,Not born in Germany,0.67131,285,404,0.62545,0.71717
2000,Lower Secondary Level,Born in Germany or immigrated <1950,0.79698,2702,3553,0.78375,0.81020
2000,Lower Secondary Level,Not born in Germany,0.20193,851,3553,0.18873,0.21513
2000,Upper Secondary Level,Born in Germany or immigrated <1950,0.91120,11571,12799,0.90628,0.91613
2000,Upper Secondary Level,Not born in Germany,0.08880,1228,12799,0.08387,0.09372
2000,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.77520,846,1118,0.75072,0.79969
2000,Post-secondary Non-tertiary Level,Not born in Germany,0.22480,272,1118,0.20031,0.24928
2000,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.89603,1690,1882,0.88224,0.90983
2000,First Stage of Tertiary Education,Not born in Germany,0.10397,192,1882,0.09017,0.11776
2000,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.87722,3418,3816,0.86681,0.88764
2000,Second Stage of Tertiary Education,Not born in Germany,0.12223,398,3816,0.11183,0.13262
2001,Pre-primary Level,Born in Germany or immigrated <1950,0.88960,494,540,0.86314,0.91606
2001,Pre-primary Level,Not born in Germany,0.11040,46,540,0.08394,0.13686
2001,Primary Level,Born in Germany or immigrated <1950,0.38131,104,313,0.32741,0.43520
2001,Primary Level,Not born in Germany,0.61869,209,313,0.56480,0.67259
2001,Lower Secondary Level,Born in Germany or immigrated <1950,0.78503,2310,3082,0.77052,0.79953
2001,Lower Secondary Level,Not born in Germany,0.21497,772,3082,0.20047,0.22948
2001,Upper Secondary Level,Born in Germany or immigrated <1950,0.91327,10489,11576,0.90815,0.91840
2001,Upper Secondary Level,Not born in Germany,0.08673,1087,11576,0.08160,0.09185
2001,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.78043,814,1066,0.75557,0.80529
2001,Post-secondary Non-tertiary Level,Not born in Germany,0.21957,252,1066,0.19471,0.24443
2001,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90437,1512,1675,0.89028,0.91846
2001,First Stage of Tertiary Education,Not born in Germany,0.09563,163,1675,0.08154,0.10972
2001,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.87786,3189,3550,0.86708,0.88863
2001,Second Stage of Tertiary Education,Not born in Germany,0.12214,361,3550,0.11137,0.13292
2002,Pre-primary Level,Born in Germany or immigrated <1950,0.86169,560,612,0.83431,0.88906
2002,Pre-primary Level,Not born in Germany,0.13831,52,612,0.11094,0.16569
2002,Primary Level,Born in Germany or immigrated <1950,0.38660,98,287,0.33016,0.44303
2002,Primary Level,Not born in Germany,0.61340,189,287,0.55697,0.66984
2002,Lower Secondary Level,Born in Germany or immigrated <1950,0.78051,2182,2891,0.76542,0.79560
2002,Lower Secondary Level,Not born in Germany,0.21949,709,2891,0.20440,0.23458
2002,Upper Secondary Level,Born in Germany or immigrated <1950,0.91318,10563,11584,0.90805,0.91831
2002,Upper Secondary Level,Not born in Germany,0.08682,1021,11584,0.08169,0.09195
2002,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.76240,922,1165,0.73795,0.78685
2002,Post-secondary Non-tertiary Level,Not born in Germany,0.23760,243,1165,0.21315,0.26205
2002,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90185,1584,1742,0.88788,0.91583
2002,First Stage of Tertiary Education,Not born in Germany,0.09815,158,1742,0.08417,0.11212
2002,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.87771,4166,4559,0.86820,0.88722
2002,Second Stage of Tertiary Education,Not born in Germany,0.12229,393,4559,0.11278,0.13180
2003,Pre-primary Level,Born in Germany or immigrated <1950,0.86714,567,618,0.84036,0.89392
2003,Pre-primary Level,Not born in Germany,0.12852,51,618,0.10211,0.15492
2003,Primary Level,Born in Germany or immigrated <1950,0.42352,104,273,0.36480,0.48224
2003,Primary Level,Not born in Germany,0.57648,169,273,0.51776,0.63520
2003,Lower Secondary Level,Born in Germany or immigrated <1950,0.78273,2075,2734,0.76727,0.79819
2003,Lower Secondary Level,Not born in Germany,0.21727,659,2734,0.20181,0.23273
2003,Upper Secondary Level,Born in Germany or immigrated <1950,0.91036,10137,11106,0.90505,0.91567
2003,Upper Secondary Level,Not born in Germany,0.08964,969,11106,0.08433,0.09495
2003,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.77656,926,1152,0.75249,0.80062
2003,Post-secondary Non-tertiary Level,Not born in Germany,0.22344,226,1152,0.19938,0.24751
2003,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90876,1545,1687,0.89502,0.92251
2003,First Stage of Tertiary Education,Not born in Germany,0.09124,142,1687,0.07749,0.10498
2003,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.87524,3984,4354,0.86542,0.88505
2003,Second Stage of Tertiary Education,Not born in Germany,0.12476,370,4354,0.11495,0.13458
2004,Pre-primary Level,Born in Germany or immigrated <1950,0.85580,577,639,0.82855,0.88306
2004,Pre-primary Level,Not born in Germany,0.14179,62,639,0.11472,0.16886
2004,Primary Level,Born in Germany or immigrated <1950,0.43407,100,257,0.37335,0.49479
2004,Primary Level,Not born in Germany,0.56593,157,257,0.50521,0.62665
2004,Lower Secondary Level,Born in Germany or immigrated <1950,0.77975,1957,2574,0.76373,0.79576
2004,Lower Secondary Level,Not born in Germany,0.22025,617,2574,0.20424,0.23627
2004,Upper Secondary Level,Born in Germany or immigrated <1950,0.90773,9834,10781,0.90227,0.91320
2004,Upper Secondary Level,Not born in Germany,0.09227,947,10781,0.08680,0.09773
2004,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.77724,935,1157,0.75325,0.80122
2004,Post-secondary Non-tertiary Level,Not born in Germany,0.22276,222,1157,0.19878,0.24675
2004,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90459,1502,1641,0.89037,0.91881
2004,First Stage of Tertiary Education,Not born in Germany,0.09541,139,1641,0.08119,0.10963
2004,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.87868,3937,4295,0.86892,0.88845
2004,Second Stage of Tertiary Education,Not born in Germany,0.12132,358,4295,0.11155,0.13108
2005,Pre-primary Level,Born in Germany or immigrated <1950,0.89452,595,650,0.87089,0.91816
2005,Pre-primary Level,Not born in Germany,0.10421,55,650,0.08071,0.12772
2005,Primary Level,Born in Germany or immigrated <1950,0.44753,97,246,0.38527,0.50980
2005,Primary Level,Not born in Germany,0.55247,149,246,0.49020,0.61473
2005,Lower Secondary Level,Born in Germany or immigrated <1950,0.77100,1824,2391,0.75415,0.78784
2005,Lower Secondary Level,Not born in Germany,0.22900,567,2391,0.21216,0.24585
2005,Upper Secondary Level,Born in Germany or immigrated <1950,0.90814,9373,10247,0.90254,0.91373
2005,Upper Secondary Level,Not born in Germany,0.09186,874,10247,0.08627,0.09746
2005,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.77601,915,1128,0.75167,0.80035
2005,Post-secondary Non-tertiary Level,Not born in Germany,0.22399,213,1128,0.19965,0.24833
2005,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90410,1428,1560,0.88948,0.91872
2005,First Stage of Tertiary Education,Not born in Germany,0.09590,132,1560,0.08128,0.11052
2005,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.87921,3827,4166,0.86931,0.88911
2005,Second Stage of Tertiary Education,Not born in Germany,0.12079,339,4166,0.11089,0.13069
2006,Pre-primary Level,Born in Germany or immigrated <1950,0.91205,599,639,0.89008,0.93403
2006,Pre-primary Level,Not born in Germany,0.08795,40,639,0.06597,0.10992
2006,Primary Level,Born in Germany or immigrated <1950,0.48234,107,241,0.41912,0.54555
2006,Primary Level,Not born in Germany,0.51766,134,241,0.45445,0.58088
2006,Lower Secondary Level,Born in Germany or immigrated <1950,0.77972,1990,2535,0.76358,0.79585
2006,Lower Secondary Level,Not born in Germany,0.22028,545,2535,0.20415,0.23642
2006,Upper Secondary Level,Born in Germany or immigrated <1950,0.90544,10190,11087,0.90000,0.91089
2006,Upper Secondary Level,Not born in Germany,0.09456,897,11087,0.08911,0.10000
2006,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.78689,994,1212,0.76383,0.80996
2006,Post-secondary Non-tertiary Level,Not born in Germany,0.21311,218,1212,0.19004,0.23617
