year,quintil_oecd,regtyp,germborn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,3rd Quintile,Rural regions,Born in Germany or immigrated <1950,0.94290,396,454,0.92153,0.96427
1986,3rd Quintile,Rural regions,Not born in Germany,0.05710,58,454,0.03573,0.07847
1986,4th Quintile,Urban regions,Born in Germany or immigrated <1950,0.91228,1352,1785,0.89915,0.92541
1986,4th Quintile,Urban regions,Not born in Germany,0.08772,433,1785,0.07459,0.10085
1986,4th Quintile,Rural regions,Born in Germany or immigrated <1950,0.93663,366,433,0.91365,0.95960
1986,4th Quintile,Rural regions,Not born in Germany,0.06337,67,433,0.04040,0.08635
1986,5th Quintile,Urban regions,Born in Germany or immigrated <1950,0.92504,1446,1694,0.91249,0.93758
1986,5th Quintile,Urban regions,Not born in Germany,0.07496,248,1694,0.06242,0.08751
1986,5th Quintile,Rural regions,Born in Germany or immigrated <1950,0.95539,362,401,0.93515,0.97562
1986,5th Quintile,Rural regions,Not born in Germany,0.04461,39,401,0.02438,0.06485
1987,1st Quintile,Urban regions,Born in Germany or immigrated <1950,0.84071,872,1565,0.82257,0.85884
1987,1st Quintile,Urban regions,Not born in Germany,0.15929,693,1565,0.14116,0.17743
1987,1st Quintile,Rural regions,Born in Germany or immigrated <1950,0.91778,364,471,0.89294,0.94261
1987,1st Quintile,Rural regions,Not born in Germany,0.08222,107,471,0.05739,0.10706
1987,2nd Quintile,Urban regions,Born in Germany or immigrated <1950,0.86149,1019,1603,0.84457,0.87840
1987,2nd Quintile,Urban regions,Not born in Germany,0.13851,584,1603,0.12160,0.15543
1987,2nd Quintile,Rural regions,Born in Germany or immigrated <1950,0.93007,377,461,0.90676,0.95337
1987,2nd Quintile,Rural regions,Not born in Germany,0.06993,84,461,0.04663,0.09324
1987,3rd Quintile,Urban regions,Born in Germany or immigrated <1950,0.87772,1135,1632,0.86183,0.89362
1987,3rd Quintile,Urban regions,Not born in Germany,0.12228,497,1632,0.10638,0.13817
1987,3rd Quintile,Rural regions,Born in Germany or immigrated <1950,0.94508,406,472,0.92450,0.96565
1987,3rd Quintile,Rural regions,Not born in Germany,0.05492,66,472,0.03435,0.07550
1987,4th Quintile,Urban regions,Born in Germany or immigrated <1950,0.90234,1316,1734,0.88837,0.91632
1987,4th Quintile,Urban regions,Not born in Germany,0.09766,418,1734,0.08368,0.11163
1987,4th Quintile,Rural regions,Born in Germany or immigrated <1950,0.94149,356,423,0.91909,0.96388
1987,4th Quintile,Rural regions,Not born in Germany,0.05851,67,423,0.03612,0.08091
1987,5th Quintile,Urban regions,Born in Germany or immigrated <1950,0.92441,1460,1711,0.91188,0.93694
1987,5th Quintile,Urban regions,Not born in Germany,0.07559,251,1711,0.06306,0.08812
1987,5th Quintile,Rural regions,Born in Germany or immigrated <1950,0.94706,334,380,0.92452,0.96961
1987,5th Quintile,Rural regions,Not born in Germany,0.05294,46,380,0.03039,0.07548
1988,1st Quintile,Urban regions,Born in Germany or immigrated <1950,0.82897,855,1537,0.81014,0.84780
1988,1st Quintile,Urban regions,Not born in Germany,0.17103,682,1537,0.15220,0.18986
1988,1st Quintile,Rural regions,Born in Germany or immigrated <1950,0.92733,338,436,0.90293,0.95172
1988,1st Quintile,Rural regions,Not born in Germany,0.07267,98,436,0.04828,0.09707
1988,2nd Quintile,Urban regions,Born in Germany or immigrated <1950,0.88462,1032,1566,0.86879,0.90045
1988,2nd Quintile,Urban regions,Not born in Germany,0.11538,534,1566,0.09955,0.13121
1988,2nd Quintile,Rural regions,Born in Germany or immigrated <1950,0.90635,335,418,0.87838,0.93431
1988,2nd Quintile,Rural regions,Not born in Germany,0.09365,83,418,0.06569,0.12162
1988,3rd Quintile,Urban regions,Born in Germany or immigrated <1950,0.89052,1121,1580,0.87512,0.90593
1988,3rd Quintile,Urban regions,Not born in Germany,0.10948,459,1580,0.09407,0.12488
1988,3rd Quintile,Rural regions,Born in Germany or immigrated <1950,0.94789,360,426,0.92676,0.96902
1988,3rd Quintile,Rural regions,Not born in Germany,0.05211,66,426,0.03098,0.07324
1988,4th Quintile,Urban regions,Born in Germany or immigrated <1950,0.88669,1182,1610,0.87120,0.90218
1988,4th Quintile,Urban regions,Not born in Germany,0.11331,428,1610,0.09782,0.12880
1988,4th Quintile,Rural regions,Born in Germany or immigrated <1950,0.95006,391,454,0.93000,0.97012
1988,4th Quintile,Rural regions,Not born in Germany,0.04994,63,454,0.02988,0.07000
1988,5th Quintile,Urban regions,Born in Germany or immigrated <1950,0.92980,1385,1612,0.91732,0.94228
1988,5th Quintile,Urban regions,Not born in Germany,0.07020,227,1612,0.05772,0.08268
1988,5th Quintile,Rural regions,Born in Germany or immigrated <1950,0.96058,302,302,0.93860,0.98257
1989,1st Quintile,Urban regions,Born in Germany or immigrated <1950,0.82736,860,1548,0.80853,0.84619
1989,1st Quintile,Urban regions,Not born in Germany,0.17264,688,1548,0.15381,0.19147
1989,1st Quintile,Rural regions,Born in Germany or immigrated <1950,0.90421,284,384,0.87473,0.93368
1989,1st Quintile,Rural regions,Not born in Germany,0.09579,100,384,0.06632,0.12527
1989,2nd Quintile,Urban regions,Born in Germany or immigrated <1950,0.83895,952,1546,0.82062,0.85728
1989,2nd Quintile,Urban regions,Not born in Germany,0.16105,594,1546,0.14272,0.17938
1989,2nd Quintile,Rural regions,Born in Germany or immigrated <1950,0.91564,348,419,0.88899,0.94228
1989,2nd Quintile,Rural regions,Not born in Germany,0.08436,71,419,0.05772,0.11101
1989,3rd Quintile,Urban regions,Born in Germany or immigrated <1950,0.88011,1070,1492,0.86362,0.89659
1989,3rd Quintile,Urban regions,Not born in Germany,0.11989,422,1492,0.10341,0.13638
1989,3rd Quintile,Rural regions,Born in Germany or immigrated <1950,0.95239,350,403,0.93157,0.97320
1989,3rd Quintile,Rural regions,Not born in Germany,0.04761,53,403,0.02680,0.06843
1989,4th Quintile,Urban regions,Born in Germany or immigrated <1950,0.90860,1213,1583,0.89440,0.92280
1989,4th Quintile,Urban regions,Not born in Germany,0.09140,370,1583,0.07720,0.10560
1989,4th Quintile,Rural regions,Born in Germany or immigrated <1950,0.93537,359,426,0.91200,0.95875
1989,4th Quintile,Rural regions,Not born in Germany,0.06463,67,426,0.04125,0.08800
1989,5th Quintile,Urban regions,Born in Germany or immigrated <1950,0.93068,1338,1532,0.91796,0.94341
1989,5th Quintile,Urban regions,Not born in Germany,0.06932,194,1532,0.05659,0.08204
1989,5th Quintile,Rural regions,Born in Germany or immigrated <1950,0.94714,301,301,0.92182,0.97246
1990,1st Quintile,Urban regions,Born in Germany or immigrated <1950,0.80185,784,1479,0.78152,0.82217
1990,1st Quintile,Urban regions,Not born in Germany,0.19815,695,1479,0.17783,0.21848
1990,1st Quintile,Rural regions,Born in Germany or immigrated <1950,0.89461,314,426,0.86541,0.92380
1990,1st Quintile,Rural regions,Not born in Germany,0.10539,112,426,0.07620,0.13459
1990,2nd Quintile,Urban regions,Born in Germany or immigrated <1950,0.85318,975,1488,0.83519,0.87117
1990,2nd Quintile,Urban regions,Not born in Germany,0.14682,513,1488,0.12883,0.16481
1990,2nd Quintile,Rural regions,Born in Germany or immigrated <1950,0.91377,338,401,0.88626,0.94128
1990,2nd Quintile,Rural regions,Not born in Germany,0.08623,63,401,0.05872,0.11374
1990,3rd Quintile,Urban regions,Born in Germany or immigrated <1950,0.85295,1062,1544,0.83527,0.87062
1990,3rd Quintile,Urban regions,Not born in Germany,0.14705,482,1544,0.12938,0.16473
1990,3rd Quintile,Rural regions,Born in Germany or immigrated <1950,0.93457,299,352,0.90870,0.96044
1990,3rd Quintile,Rural regions,Not born in Germany,0.06543,53,352,0.03956,0.09130
1990,4th Quintile,Urban regions,Born in Germany or immigrated <1950,0.91313,1165,1479,0.89877,0.92749
1990,4th Quintile,Urban regions,Not born in Germany,0.08687,314,1479,0.07251,0.10123
1990,4th Quintile,Rural regions,Born in Germany or immigrated <1950,0.95186,398,464,0.93236,0.97136
1990,4th Quintile,Rural regions,Not born in Germany,0.04814,66,464,0.02864,0.06764
1990,5th Quintile,Urban regions,Born in Germany or immigrated <1950,0.92157,1304,1511,0.90801,0.93513
1990,5th Quintile,Urban regions,Not born in Germany,0.07843,207,1511,0.06487,0.09199
1990,5th Quintile,Rural regions,Born in Germany or immigrated <1950,0.94629,289,289,0.92025,0.97233
1991,1st Quintile,Urban regions,Born in Germany or immigrated <1950,0.80150,772,1419,0.78073,0.82226
1991,1st Quintile,Urban regions,Not born in Germany,0.19850,647,1419,0.17774,0.21927
1991,1st Quintile,Rural regions,Born in Germany or immigrated <1950,0.90375,323,424,0.87565,0.93186
1991,1st Quintile,Rural regions,Not born in Germany,0.09625,101,424,0.06814,0.12435
1991,2nd Quintile,Urban regions,Born in Germany or immigrated <1950,0.83704,957,1488,0.81827,0.85581
1991,2nd Quintile,Urban regions,Not born in Germany,0.16296,531,1488,0.14419,0.18173
1991,2nd Quintile,Rural regions,Born in Germany or immigrated <1950,0.88770,333,405,0.85692,0.91849
1991,2nd Quintile,Rural regions,Not born in Germany,0.11230,72,405,0.08151,0.14308
1991,3rd Quintile,Urban regions,Born in Germany or immigrated <1950,0.86505,1071,1497,0.84774,0.88237
1991,3rd Quintile,Urban regions,Not born in Germany,0.13495,426,1497,0.11763,0.15226
1991,3rd Quintile,Rural regions,Born in Germany or immigrated <1950,0.91878,326,386,0.89149,0.94606
1991,3rd Quintile,Rural regions,Not born in Germany,0.08122,60,386,0.05394,0.10851
1991,4th Quintile,Urban regions,Born in Germany or immigrated <1950,0.88562,1127,1473,0.86936,0.90187
1991,4th Quintile,Urban regions,Not born in Germany,0.11438,346,1473,0.09813,0.13064
1991,4th Quintile,Rural regions,Born in Germany or immigrated <1950,0.95362,413,471,0.93461,0.97264
1991,4th Quintile,Rural regions,Not born in Germany,0.04638,58,471,0.02736,0.06539
1991,5th Quintile,Urban regions,Born in Germany or immigrated <1950,0.91528,1330,1545,0.90139,0.92917
1991,5th Quintile,Urban regions,Not born in Germany,0.08472,215,1545,0.07083,0.09861
1991,5th Quintile,Rural regions,Born in Germany or immigrated <1950,0.95691,275,275,0.93287,0.98096
1992,1st Quintile,No answer / don't know,Born in Germany or immigrated <1950,0.97794,49,49,0.93639,1.01949
1992,1st Quintile,Urban regions,Born in Germany or immigrated <1950,0.84706,1002,1405,0.82823,0.86589
1992,1st Quintile,Urban regions,Not born in Germany,0.15294,403,1405,0.13411,0.17177
1992,1st Quintile,Rural regions,Born in Germany or immigrated <1950,0.92197,1199,1317,0.90748,0.93646
1992,1st Quintile,Rural regions,Not born in Germany,0.07803,118,1317,0.06354,0.09252
1992,2nd Quintile,Urban regions,Born in Germany or immigrated <1950,0.84043,1148,1675,0.82289,0.85798
1992,2nd Quintile,Urban regions,Not born in Germany,0.15957,527,1675,0.14202,0.17711
1992,2nd Quintile,Rural regions,Born in Germany or immigrated <1950,0.93790,1079,1164,0.92403,0.95177
1992,2nd Quintile,Rural regions,Not born in Germany,0.06210,85,1164,0.04823,0.07597
1992,3rd Quintile,Urban regions,Born in Germany or immigrated <1950,0.84473,1246,1753,0.82777,0.86169
1992,3rd Quintile,Urban regions,Not born in Germany,0.15527,507,1753,0.13831,0.17223
1992,3rd Quintile,Rural regions,Born in Germany or immigrated <1950,0.92990,815,904,0.91325,0.94655
1992,3rd Quintile,Rural regions,Not born in Germany,0.07010,89,904,0.05345,0.08675
1992,4th Quintile,Urban regions,Born in Germany or immigrated <1950,0.86747,1429,1881,0.85214,0.88280
1992,4th Quintile,Urban regions,Not born in Germany,0.13253,452,1881,0.11720,0.14786
1992,4th Quintile,Rural regions,Born in Germany or immigrated <1950,0.93401,620,709,0.91572,0.95229
1992,4th Quintile,Rural regions,Not born in Germany,0.06599,89,709,0.04771,0.08428
1992,5th Quintile,Urban regions,Born in Germany or immigrated <1950,0.92313,1704,1954,0.91132,0.93495
1992,5th Quintile,Urban regions,Not born in Germany,0.07687,250,1954,0.06505,0.08868
1992,5th Quintile,Rural regions,Born in Germany or immigrated <1950,0.94749,404,404,0.92571,0.96926
1993,1st Quintile,Urban regions,Born in Germany or immigrated <1950,0.81366,975,1441,0.79355,0.83377
1993,1st Quintile,Urban regions,Not born in Germany,0.18634,466,1441,0.16623,0.20645
1993,1st Quintile,Rural regions,Born in Germany or immigrated <1950,0.92180,1022,1156,0.90631,0.93728
1993,1st Quintile,Rural regions,Not born in Germany,0.07820,134,1156,0.06272,0.09369
1993,2nd Quintile,Urban regions,Born in Germany or immigrated <1950,0.83707,1160,1668,0.81934,0.85480
1993,2nd Quintile,Urban regions,Not born in Germany,0.16293,508,1668,0.14520,0.18066
1993,2nd Quintile,Rural regions,Born in Germany or immigrated <1950,0.93329,1074,1166,0.91896,0.94762
1993,2nd Quintile,Rural regions,Not born in Germany,0.06671,92,1166,0.05238,0.08104
1993,3rd Quintile,Urban regions,Born in Germany or immigrated <1950,0.85587,1278,1709,0.83921,0.87253
1993,3rd Quintile,Urban regions,Not born in Germany,0.14413,431,1709,0.12747,0.16079
1993,3rd Quintile,Rural regions,Born in Germany or immigrated <1950,0.92447,883,970,0.90784,0.94111
1993,3rd Quintile,Rural regions,Not born in Germany,0.07553,87,970,0.05889,0.09216
1993,4th Quintile,Urban regions,Born in Germany or immigrated <1950,0.87364,1477,1859,0.85853,0.88874
1993,4th Quintile,Urban regions,Not born in Germany,0.12636,382,1859,0.11126,0.14147
1993,4th Quintile,Rural regions,Born in Germany or immigrated <1950,0.94903,681,749,0.93327,0.96480
1993,4th Quintile,Rural regions,Not born in Germany,0.05097,68,749,0.03520,0.06673
1993,5th Quintile,Urban regions,Born in Germany or immigrated <1950,0.90957,1652,1931,0.89678,0.92237
1993,5th Quintile,Urban regions,Not born in Germany,0.09043,279,1931,0.07763,0.10322
1993,5th Quintile,Rural regions,Born in Germany or immigrated <1950,0.92250,422,422,0.89696,0.94804
1994,1st Quintile,Urban regions,Born in Germany or immigrated <1950,0.78696,981,1540,0.76651,0.80742
1994,1st Quintile,Urban regions,Not born in Germany,0.21304,559,1540,0.19258,0.23349
1994,1st Quintile,Rural regions,Born in Germany or immigrated <1950,0.91325,862,981,0.89563,0.93087
1994,1st Quintile,Rural regions,Not born in Germany,0.08675,119,981,0.06913,0.10437
1994,2nd Quintile,Urban regions,Born in Germany or immigrated <1950,0.84162,1183,1621,0.82385,0.85940
1994,2nd Quintile,Urban regions,Not born in Germany,0.15838,438,1621,0.14060,0.17615
1994,2nd Quintile,Rural regions,Born in Germany or immigrated <1950,0.91915,950,1046,0.90262,0.93568
1994,2nd Quintile,Rural regions,Not born in Germany,0.08085,96,1046,0.06432,0.09738
1994,3rd Quintile,Urban regions,Born in Germany or immigrated <1950,0.87203,1278,1671,0.85601,0.88805
1994,3rd Quintile,Urban regions,Not born in Germany,0.12797,393,1671,0.11195,0.14399
1994,3rd Quintile,Rural regions,Born in Germany or immigrated <1950,0.92803,953,1043,0.91234,0.94372
1994,3rd Quintile,Rural regions,Not born in Germany,0.07197,90,1043,0.05628,0.08766
1994,4th Quintile,Urban regions,Born in Germany or immigrated <1950,0.87851,1450,1772,0.86330,0.89373
1994,4th Quintile,Urban regions,Not born in Germany,0.12149,322,1772,0.10627,0.13670
1994,4th Quintile,Rural regions,Born in Germany or immigrated <1950,0.94763,719,770,0.93188,0.96337
1994,4th Quintile,Rural regions,Not born in Germany,0.05237,51,770,0.03663,0.06812
1994,5th Quintile,Urban regions,Born in Germany or immigrated <1950,0.89467,1609,1869,0.88075,0.90859
1994,5th Quintile,Urban regions,Not born in Germany,0.10533,260,1869,0.09141,0.11925
1994,5th Quintile,Rural regions,Born in Germany or immigrated <1950,0.93813,526,526,0.91753,0.95874
1995,1st Quintile,Urban regions,Born in Germany or immigrated <1950,0.71588,923,1618,0.69390,0.73786
1995,1st Quintile,Urban regions,Not born in Germany,0.28412,695,1618,0.26214,0.30610
1995,1st Quintile,Rural regions,Born in Germany or immigrated <1950,0.87263,761,922,0.85110,0.89416
1995,1st Quintile,Rural regions,Not born in Germany,0.12737,161,922,0.10584,0.14890
1995,2nd Quintile,Urban regions,Born in Germany or immigrated <1950,0.79358,1195,1808,0.77491,0.81224
1995,2nd Quintile,Urban regions,Not born in Germany,0.20642,613,1808,0.18776,0.22509
1995,2nd Quintile,Rural regions,Born in Germany or immigrated <1950,0.92794,970,1078,0.91249,0.94338
1995,2nd Quintile,Rural regions,Not born in Germany,0.07206,108,1078,0.05662,0.08751
1995,3rd Quintile,Urban regions,Born in Germany or immigrated <1950,0.83563,1255,1681,0.81791,0.85335
1995,3rd Quintile,Urban regions,Not born in Germany,0.16437,426,1681,0.14665,0.18209
1995,3rd Quintile,Rural regions,Born in Germany or immigrated <1950,0.90890,939,1042,0.89142,0.92638
1995,3rd Quintile,Rural regions,Not born in Germany,0.09110,103,1042,0.07362,0.10858
1995,4th Quintile,Urban regions,Born in Germany or immigrated <1950,0.88396,1446,1768,0.86903,0.89890
1995,4th Quintile,Urban regions,Not born in Germany,0.11604,322,1768,0.10110,0.13097
1995,4th Quintile,Rural regions,Born in Germany or immigrated <1950,0.93412,832,896,0.91787,0.95038
1995,4th Quintile,Rural regions,Not born in Germany,0.06588,64,896,0.04962,0.08213
1995,5th Quintile,Urban regions,Born in Germany or immigrated <1950,0.89841,1607,1859,0.88468,0.91215
1995,5th Quintile,Urban regions,Not born in Germany,0.10159,252,1859,0.08785,0.11532
1995,5th Quintile,Rural regions,Born in Germany or immigrated <1950,0.93264,574,610,0.91274,0.95255
1995,5th Quintile,Rural regions,Not born in Germany,0.06736,36,610,0.04745,0.08726
1996,1st Quintile,Urban regions,Born in Germany or immigrated <1950,0.71625,980,1674,0.69465,0.73785
1996,1st Quintile,Urban regions,Not born in Germany,0.28375,694,1674,0.26215,0.30535
1996,1st Quintile,Rural regions,Born in Germany or immigrated <1950,0.87376,744,901,0.85206,0.89546
1996,1st Quintile,Rural regions,Not born in Germany,0.12624,157,901,0.10454,0.14794
1996,2nd Quintile,Urban regions,Born in Germany or immigrated <1950,0.81084,1146,1690,0.79217,0.82952
1996,2nd Quintile,Urban regions,Not born in Germany,0.18916,544,1690,0.17048,0.20783
1996,2nd Quintile,Rural regions,Born in Germany or immigrated <1950,0.91847,852,938,0.90095,0.93599
1996,2nd Quintile,Rural regions,Not born in Germany,0.08153,86,938,0.06401,0.09905
1996,3rd Quintile,Urban regions,Born in Germany or immigrated <1950,0.85164,1227,1576,0.83408,0.86919
1996,3rd Quintile,Urban regions,Not born in Germany,0.14836,349,1576,0.13081,0.16592
1996,3rd Quintile,Rural regions,Born in Germany or immigrated <1950,0.91474,997,1109,0.89830,0.93118
1996,3rd Quintile,Rural regions,Not born in Germany,0.08526,112,1109,0.06882,0.10170
1996,4th Quintile,Urban regions,Born in Germany or immigrated <1950,0.87264,1463,1794,0.85721,0.88807
1996,4th Quintile,Urban regions,Not born in Germany,0.12736,331,1794,0.11193,0.14279
1996,4th Quintile,Rural regions,Born in Germany or immigrated <1950,0.93378,857,918,0.91769,0.94988
1996,4th Quintile,Rural regions,Not born in Germany,0.06622,61,918,0.05012,0.08231
1996,5th Quintile,Urban regions,Born in Germany or immigrated <1950,0.89620,1583,1804,0.88212,0.91028
1996,5th Quintile,Urban regions,Not born in Germany,0.10380,221,1804,0.08972,0.11788
1996,5th Quintile,Rural regions,Born in Germany or immigrated <1950,0.93388,596,638,0.91458,0.95318
1996,5th Quintile,Rural regions,Not born in Germany,0.06612,42,638,0.04682,0.08542
1997,1st Quintile,Urban regions,Born in Germany or immigrated <1950,0.70448,897,1573,0.68192,0.72703
1997,1st Quintile,Urban regions,Not born in Germany,0.29552,676,1573,0.27297,0.31808
1997,1st Quintile,Rural regions,Born in Germany or immigrated <1950,0.87918,676,818,0.85683,0.90153
1997,1st Quintile,Rural regions,Not born in Germany,0.12082,142,818,0.09847,0.14317
1997,2nd Quintile,Urban regions,Born in Germany or immigrated <1950,0.82476,1194,1669,0.80651,0.84300
1997,2nd Quintile,Urban regions,Not born in Germany,0.17524,475,1669,0.15700,0.19349
1997,2nd Quintile,Rural regions,Born in Germany or immigrated <1950,0.89964,944,1071,0.88163,0.91764
1997,2nd Quintile,Rural regions,Not born in Germany,0.10036,127,1071,0.08236,0.11837
1997,3rd Quintile,Urban regions,Born in Germany or immigrated <1950,0.84486,1246,1615,0.82720,0.86253
1997,3rd Quintile,Urban regions,Not born in Germany,0.15514,369,1615,0.13747,0.17280
1997,3rd Quintile,Rural regions,Born in Germany or immigrated <1950,0.92722,943,1011,0.91119,0.94324
1997,3rd Quintile,Rural regions,Not born in Germany,0.07278,68,1011,0.05676,0.08881
1997,4th Quintile,Urban regions,Born in Germany or immigrated <1950,0.86892,1450,1773,0.85321,0.88463
1997,4th Quintile,Urban regions,Not born in Germany,0.13108,323,1773,0.11537,0.14679
1997,4th Quintile,Rural regions,Born in Germany or immigrated <1950,0.93809,832,885,0.92221,0.95398
1997,4th Quintile,Rural regions,Not born in Germany,0.06191,53,885,0.04602,0.07779
1997,5th Quintile,Urban regions,Born in Germany or immigrated <1950,0.90437,1560,1759,0.89063,0.91812
1997,5th Quintile,Urban regions,Not born in Germany,0.09563,199,1759,0.08188,0.10937
1997,5th Quintile,Rural regions,Born in Germany or immigrated <1950,0.93984,615,654,0.92161,0.95808
1997,5th Quintile,Rural regions,Not born in Germany,0.06016,39,654,0.04192,0.07839
1998,1st Quintile,Urban regions,Born in Germany or immigrated <1950,0.69634,943,1565,0.67355,0.71913
1998,1st Quintile,Urban regions,Not born in Germany,0.30366,622,1565,0.28087,0.32645
1998,1st Quintile,Rural regions,Born in Germany or immigrated <1950,0.87147,640,775,0.84790,0.89505
1998,1st Quintile,Rural regions,Not born in Germany,0.12853,135,775,0.10495,0.15210
1998,2nd Quintile,Urban regions,Born in Germany or immigrated <1950,0.80654,1113,1546,0.78684,0.82624
1998,2nd Quintile,Urban regions,Not born in Germany,0.19346,433,1546,0.17376,0.21316
1998,2nd Quintile,Rural regions,Born in Germany or immigrated <1950,0.91839,870,958,0.90105,0.93574
1998,2nd Quintile,Rural regions,Not born in Germany,0.08161,88,958,0.06426,0.09895
1998,3rd Quintile,Urban regions,Born in Germany or immigrated <1950,0.85289,1223,1542,0.83520,0.87057
1998,3rd Quintile,Urban regions,Not born in Germany,0.14711,319,1542,0.12943,0.16480
1998,3rd Quintile,Rural regions,Born in Germany or immigrated <1950,0.91835,961,1039,0.90169,0.93501
1998,3rd Quintile,Rural regions,Not born in Germany,0.08165,78,1039,0.06499,0.09831
1998,4th Quintile,Urban regions,Born in Germany or immigrated <1950,0.86577,1417,1696,0.84954,0.88200
1998,4th Quintile,Urban regions,Not born in Germany,0.13423,279,1696,0.11800,0.15046
1998,4th Quintile,Rural regions,Born in Germany or immigrated <1950,0.93638,854,909,0.92051,0.95226
1998,4th Quintile,Rural regions,Not born in Germany,0.06362,55,909,0.04774,0.07949
1998,5th Quintile,Urban regions,Born in Germany or immigrated <1950,0.90277,1479,1659,0.88851,0.91703
1998,5th Quintile,Urban regions,Not born in Germany,0.09723,180,1659,0.08297,0.11149
1998,5th Quintile,Rural regions,Born in Germany or immigrated <1950,0.93782,606,640,0.91910,0.95655
1998,5th Quintile,Rural regions,Not born in Germany,0.06218,34,640,0.04345,0.08090
1999,1st Quintile,Urban regions,Born in Germany or immigrated <1950,0.71847,1054,1666,0.69687,0.74008
1999,1st Quintile,Urban regions,Not born in Germany,0.28153,612,1666,0.25992,0.30313
1999,1st Quintile,Rural regions,Born in Germany or immigrated <1950,0.90067,825,933,0.88146,0.91987
1999,1st Quintile,Rural regions,Not born in Germany,0.09933,108,933,0.08013,0.11854
1999,2nd Quintile,Urban regions,Born in Germany or immigrated <1950,0.79866,1247,1735,0.77978,0.81753
1999,2nd Quintile,Urban regions,Not born in Germany,0.20134,488,1735,0.18247,0.22022
