"germborn","year","bildungsniveau","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"nicht in Deutschland geboren","1995","Hauptschule","2","424","0.133021063616297","0.117714883917921","0.148327243314673"
"nicht in Deutschland geboren","1995","Hauptschule","3","167","0.119630087921254","0.0990367516894746","0.140223424153033"
"nicht in Deutschland geboren","1995","Hauptschule","4","95","0.0999590509059237","0.0752047460287096","0.124713355783138"
"nicht in Deutschland geboren","1995","Hauptschule","5 Einkommensstärkstes Quintil","23","","",""
"nicht in Deutschland geboren","1995","Realschule","1 Einkommensschwächstes Quintil","61","0.0622145891955334","0.0478487489243985","0.0765804294666684"
"nicht in Deutschland geboren","1995","Realschule","2","46","0.0576721146849764","0.0426081899581358","0.0727360394118171"
"nicht in Deutschland geboren","1995","Realschule","3","25","","",""
"nicht in Deutschland geboren","1995","Realschule","4","17","","",""
"nicht in Deutschland geboren","1995","Realschule","5 Einkommensstärkstes Quintil","11","","",""
"in Deutschland geboren","1996","(Fach-)Abitur","1 Einkommensschwächstes Quintil","184","0.634322421880297","0.582593887739043","0.686050956021552"
"in Deutschland geboren","1996","(Fach-)Abitur","2","210","0.820361670512236","0.775793188204846","0.864930152819625"
"in Deutschland geboren","1996","(Fach-)Abitur","3","176","0.867096587412058","0.821292032422389","0.912901142401727"
"in Deutschland geboren","1996","(Fach-)Abitur","4","112","0.898249620261592","0.846280788357105","0.95021845216608"
"in Deutschland geboren","1996","(Fach-)Abitur","5 Einkommensstärkstes Quintil","59","0.829777444129515","0.741735740601506","0.917819147657524"
"in Deutschland geboren","1996","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","128","0.424990196793839","0.377486379888843","0.472494013698834"
"in Deutschland geboren","1996","(noch) kein Abschluss","2","111","0.627832848021383","0.568503573561257","0.687162122481509"
"in Deutschland geboren","1996","(noch) kein Abschluss","3","49","0.78750956275639","0.702522914658547","0.872496210854233"
"in Deutschland geboren","1996","(noch) kein Abschluss","4","30","0.801742167162623","0.694406837042773","0.909077497282473"
"in Deutschland geboren","1996","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","21","","",""
"in Deutschland geboren","1996","AkademikerIn","1 Einkommensschwächstes Quintil","243","0.778465015753407","0.731075988682345","0.82585404282447"
"in Deutschland geboren","1996","AkademikerIn","2","411","0.849420133765564","0.817052839322335","0.881787428208793"
"in Deutschland geboren","1996","AkademikerIn","3","332","0.890146729164201","0.857889148909289","0.922404309419113"
"in Deutschland geboren","1996","AkademikerIn","4","314","0.913531340741259","0.88338976547023","0.943672916012289"
"in Deutschland geboren","1996","AkademikerIn","5 Einkommensstärkstes Quintil","279","0.89934704444315","0.865581396094689","0.93311269279161"
"in Deutschland geboren","1996","Hauptschule","1 Einkommensschwächstes Quintil","1638","0.823485544015751","0.807958208312627","0.839012879718876"
"in Deutschland geboren","1996","Hauptschule","2","1436","0.863880811084662","0.848216626694505","0.879544995474819"
"in Deutschland geboren","1996","Hauptschule","3","828","0.890995808601245","0.871573118780649","0.91041849842184"
"in Deutschland geboren","1996","Hauptschule","4","510","0.919826543684702","0.89800638621389","0.941646701155515"
"in Deutschland geboren","1996","Hauptschule","5 Einkommensstärkstes Quintil","185","0.914010610621141","0.875633770602611","0.952387450639671"
"in Deutschland geboren","1996","Realschule","1 Einkommensschwächstes Quintil","939","0.937595843485037","0.92252820855917","0.952663478410904"
"in Deutschland geboren","1996","Realschule","2","869","0.944740672284982","0.929911743596301","0.959569600973664"
"in Deutschland geboren","1996","Realschule","3","587","0.944009432324233","0.925780002374013","0.962238862274454"
"in Deutschland geboren","1996","Realschule","4","369","0.92749756996048","0.90185954963462","0.95313559028634"
"in Deutschland geboren","1996","Realschule","5 Einkommensstärkstes Quintil","203","0.966069539122031","0.941582429956392","0.990556648287669"
"nicht in Deutschland geboren","1996","(Fach-)Abitur","1 Einkommensschwächstes Quintil","149","0.365677578119703","0.313949043978448","0.417406112260957"
"nicht in Deutschland geboren","1996","(Fach-)Abitur","2","75","0.179638329487764","0.135069847180375","0.224206811795154"
"nicht in Deutschland geboren","1996","(Fach-)Abitur","3","35","0.132903412587942","0.0870988575982729","0.178707967577611"
"nicht in Deutschland geboren","1996","(Fach-)Abitur","4","18","","",""
"nicht in Deutschland geboren","1996","(Fach-)Abitur","5 Einkommensstärkstes Quintil","11","","",""
"nicht in Deutschland geboren","1996","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","288","0.575009803206161","0.527505986301166","0.622513620111157"
"nicht in Deutschland geboren","1996","(noch) kein Abschluss","2","144","0.372167151978617","0.312837877518491","0.431496426438743"
"nicht in Deutschland geboren","1996","(noch) kein Abschluss","3","40","0.21249043724361","0.127503789145767","0.297477085341453"
"nicht in Deutschland geboren","1996","(noch) kein Abschluss","4","23","","",""
"nicht in Deutschland geboren","1996","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","7","","",""
"nicht in Deutschland geboren","1996","AkademikerIn","1 Einkommensschwächstes Quintil","52","0.221534984246593","0.17414595717553","0.268924011317655"
"nicht in Deutschland geboren","1996","AkademikerIn","2","58","0.150579866234436","0.118212571791207","0.182947160677665"
"nicht in Deutschland geboren","1996","AkademikerIn","3","29","","",""
"nicht in Deutschland geboren","1996","AkademikerIn","4","20","","",""
"nicht in Deutschland geboren","1996","AkademikerIn","5 Einkommensstärkstes Quintil","26","","",""
"nicht in Deutschland geboren","1996","Hauptschule","1 Einkommensschwächstes Quintil","678","0.176514455984249","0.160987120281124","0.192041791687373"
"nicht in Deutschland geboren","1996","Hauptschule","2","405","0.136119188915338","0.120455004525181","0.151783373305495"
"nicht in Deutschland geboren","1996","Hauptschule","3","161","0.109004191398755","0.0895815015781595","0.128426881219351"
"nicht in Deutschland geboren","1996","Hauptschule","4","85","0.0801734563152977","0.0583532988444852","0.10199361378611"
"nicht in Deutschland geboren","1996","Hauptschule","5 Einkommensstärkstes Quintil","20","","",""
"nicht in Deutschland geboren","1996","Realschule","1 Einkommensschwächstes Quintil","51","0.062404156514963","0.0473365215890955","0.0774717914408305"
"nicht in Deutschland geboren","1996","Realschule","2","43","0.0552593277150175","0.0404303990263362","0.0700882564036989"
"nicht in Deutschland geboren","1996","Realschule","3","24","","",""
"nicht in Deutschland geboren","1996","Realschule","4","24","","",""
"nicht in Deutschland geboren","1996","Realschule","5 Einkommensstärkstes Quintil","7","","",""
"in Deutschland geboren","1997","(Fach-)Abitur","1 Einkommensschwächstes Quintil","177","0.637733198450742","0.58465372630821","0.690812670593273"
"in Deutschland geboren","1997","(Fach-)Abitur","2","204","0.838588000676429","0.794865411786298","0.88231058956656"
"in Deutschland geboren","1997","(Fach-)Abitur","3","184","0.852683873070017","0.805309003005778","0.900058743134257"
"in Deutschland geboren","1997","(Fach-)Abitur","4","127","0.910235519561279","0.863869393330524","0.956601645792035"
"in Deutschland geboren","1997","(Fach-)Abitur","5 Einkommensstärkstes Quintil","63","0.870225737899449","0.792057708668473","0.948393767130425"
"in Deutschland geboren","1997","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","159","0.488848512401848","0.440870524894126","0.536826499909569"
"in Deutschland geboren","1997","(noch) kein Abschluss","2","95","0.594667862467357","0.53023040242838","0.659105322506334"
"in Deutschland geboren","1997","(noch) kein Abschluss","3","60","0.695766536176625","0.611310455216527","0.780222617136722"
"in Deutschland geboren","1997","(noch) kein Abschluss","4","32","0.784219804589748","0.674502304161159","0.893937305018336"
"in Deutschland geboren","1997","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","18","","",""
"in Deutschland geboren","1997","AkademikerIn","1 Einkommensschwächstes Quintil","258","0.793434546141598","0.748222190884833","0.838646901398363"
"in Deutschland geboren","1997","AkademikerIn","2","382","0.866772218297588","0.834615676692973","0.898928759902202"
"in Deutschland geboren","1997","AkademikerIn","3","334","0.899742962272935","0.868888778453364","0.930597146092506"
"in Deutschland geboren","1997","AkademikerIn","4","339","0.919019846134824","0.890878411491573","0.947161280778075"
"in Deutschland geboren","1997","AkademikerIn","5 Einkommensstärkstes Quintil","273","0.874561091765323","0.837389652243178","0.911732531287469"
"in Deutschland geboren","1997","Hauptschule","1 Einkommensschwächstes Quintil","1526","0.819626101056101","0.803316479349832","0.83593572276237"
"in Deutschland geboren","1997","Hauptschule","2","1465","0.877898438282591","0.86290205034773","0.892894826217452"
"in Deutschland geboren","1997","Hauptschule","3","833","0.861875726263557","0.840814866959137","0.882936585567978"
"in Deutschland geboren","1997","Hauptschule","4","484","0.905493056205207","0.881456824634685","0.92952928777573"
"in Deutschland geboren","1997","Hauptschule","5 Einkommensstärkstes Quintil","179","0.918980626542724","0.881718975101686","0.956242277983762"
"in Deutschland geboren","1997","Realschule","1 Einkommensschwächstes Quintil","893","0.936047791567779","0.92044009265417","0.951655490481388"
"in Deutschland geboren","1997","Realschule","2","906","0.945380184606734","0.930945477423512","0.959814891789956"
"in Deutschland geboren","1997","Realschule","3","548","0.962270488976899","0.946600701907772","0.977940276046026"
"in Deutschland geboren","1997","Realschule","4","388","0.912397149114361","0.885196759656296","0.939597538572425"
"in Deutschland geboren","1997","Realschule","5 Einkommensstärkstes Quintil","192","0.956992852017059","0.928946606538907","0.98503909749521"
"nicht in Deutschland geboren","1997","(Fach-)Abitur","1 Einkommensschwächstes Quintil","138","0.362266801549258","0.309187329406727","0.41534627369179"
"nicht in Deutschland geboren","1997","(Fach-)Abitur","2","68","0.161411999323571","0.11768941043344","0.205134588213702"
"nicht in Deutschland geboren","1997","(Fach-)Abitur","3","31","0.147316126929983","0.0999412568657431","0.194690996994222"
"nicht in Deutschland geboren","1997","(Fach-)Abitur","4","19","","",""
"nicht in Deutschland geboren","1997","(Fach-)Abitur","5 Einkommensstärkstes Quintil","8","","",""
"nicht in Deutschland geboren","1997","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","258","0.511151487598152","0.463173500090431","0.559129475105874"
"nicht in Deutschland geboren","1997","(noch) kein Abschluss","2","128","0.405332137532643","0.340894677493666","0.46976959757162"
"nicht in Deutschland geboren","1997","(noch) kein Abschluss","3","54","0.304233463823375","0.219777382863278","0.388689544783473"
"nicht in Deutschland geboren","1997","(noch) kein Abschluss","4","22","","",""
"nicht in Deutschland geboren","1997","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","6","","",""
"nicht in Deutschland geboren","1997","AkademikerIn","1 Einkommensschwächstes Quintil","50","0.206565453858402","0.161353098601637","0.251777809115167"
"nicht in Deutschland geboren","1997","AkademikerIn","2","47","0.133227781702412","0.101071240097798","0.165384323307027"
"nicht in Deutschland geboren","1997","AkademikerIn","3","30","0.100257037727065","0.0694028539074938","0.131111221546636"
"nicht in Deutschland geboren","1997","AkademikerIn","4","22","","",""
"nicht in Deutschland geboren","1997","AkademikerIn","5 Einkommensstärkstes Quintil","32","0.125438908234677","0.0882674687125315","0.162610347756822"
"nicht in Deutschland geboren","1997","Hauptschule","1 Einkommensschwächstes Quintil","609","0.180373898943899","0.16406427723763","0.196683520650168"
"nicht in Deutschland geboren","1997","Hauptschule","2","366","0.122101561717409","0.107105173782548","0.13709794965227"
"nicht in Deutschland geboren","1997","Hauptschule","3","198","0.138124273736443","0.117063414432022","0.159185133040863"
"nicht in Deutschland geboren","1997","Hauptschule","4","85","0.0945069437947926","0.0704707122242705","0.118543175365315"
"nicht in Deutschland geboren","1997","Hauptschule","5 Einkommensstärkstes Quintil","27","","",""
"nicht in Deutschland geboren","1997","Realschule","1 Einkommensschwächstes Quintil","51","0.063952208432221","0.0483445095186121","0.0795599073458299"
"nicht in Deutschland geboren","1997","Realschule","2","46","0.054619815393266","0.0401851082100443","0.0690545225764877"
"nicht in Deutschland geboren","1997","Realschule","3","20","","",""
"nicht in Deutschland geboren","1997","Realschule","4","27","","",""
"nicht in Deutschland geboren","1997","Realschule","5 Einkommensstärkstes Quintil","9","","",""
"in Deutschland geboren","1998","(Fach-)Abitur","1 Einkommensschwächstes Quintil","219","0.667267246507051","0.617761438886851","0.716773054127251"
"in Deutschland geboren","1998","(Fach-)Abitur","2","207","0.811849068806111","0.765572234298297","0.858125903313924"
"in Deutschland geboren","1998","(Fach-)Abitur","3","197","0.892964736797221","0.853010322542407","0.932919151052036"
"in Deutschland geboren","1998","(Fach-)Abitur","4","164","0.857199549375984","0.807053924936968","0.907345173815001"
"in Deutschland geboren","1998","(Fach-)Abitur","5 Einkommensstärkstes Quintil","100","0.923334906482319","0.873156753030434","0.973513059934204"
"in Deutschland geboren","1998","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","160","0.479386667679442","0.430429226137209","0.528344109221675"
"in Deutschland geboren","1998","(noch) kein Abschluss","2","96","0.55157654723904","0.485858627791203","0.617294466686877"
"in Deutschland geboren","1998","(noch) kein Abschluss","3","71","0.689516209020783","0.606033065557004","0.772999352484562"
"in Deutschland geboren","1998","(noch) kein Abschluss","4","44","0.83746469966438","0.745629462838097","0.929299936490664"
"in Deutschland geboren","1998","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","21","","",""
"in Deutschland geboren","1998","AkademikerIn","1 Einkommensschwächstes Quintil","283","0.818263190023593","0.776656891698585","0.859869488348601"
"in Deutschland geboren","1998","AkademikerIn","2","394","0.872943434582941","0.841789892067885","0.904096977097997"
"in Deutschland geboren","1998","AkademikerIn","3","360","0.911744124181649","0.883627186816662","0.939861061546636"
"in Deutschland geboren","1998","AkademikerIn","4","413","0.911558705026469","0.885207496998015","0.937909913054923"
"in Deutschland geboren","1998","AkademikerIn","5 Einkommensstärkstes Quintil","329","0.881094914739027","0.847797820123635","0.914392009354418"
"in Deutschland geboren","1998","Hauptschule","1 Einkommensschwächstes Quintil","1664","0.814266826604747","0.798162143173727","0.830371510035767"
"in Deutschland geboren","1998","Hauptschule","2","1596","0.872720949264463","0.857973573241156","0.88746832528777"
"in Deutschland geboren","1998","Hauptschule","3","889","0.86876871614169","0.848593753877177","0.888943678406204"
"in Deutschland geboren","1998","Hauptschule","4","613","0.925828768365653","0.906190503133951","0.945467033597354"
"in Deutschland geboren","1998","Hauptschule","5 Einkommensstärkstes Quintil","209","0.915036496957502","0.879311222358645","0.950761771556359"
"in Deutschland geboren","1998","Realschule","1 Einkommensschwächstes Quintil","980","0.950472437290988","0.937183466262419","0.963761408319556"
"in Deutschland geboren","1998","Realschule","2","974","0.942715909675011","0.928475656755152","0.95695616259487"
"in Deutschland geboren","1998","Realschule","3","618","0.972414273017684","0.959685474492811","0.985143071542558"
"in Deutschland geboren","1998","Realschule","4","452","0.940288809286759","0.918934967523207","0.961642651050311"
"in Deutschland geboren","1998","Realschule","5 Einkommensstärkstes Quintil","229","0.960438660762763","0.935726003286257","0.985151318239269"
"nicht in Deutschland geboren","1998","(Fach-)Abitur","1 Einkommensschwächstes Quintil","129","0.332732753492949","0.283226945872749","0.382238561113149"
"nicht in Deutschland geboren","1998","(Fach-)Abitur","2","67","0.188150931193889","0.141874096686076","0.234427765701703"
"nicht in Deutschland geboren","1998","(Fach-)Abitur","3","33","0.107035263202779","0.0670808489479642","0.146989677457593"
"nicht in Deutschland geboren","1998","(Fach-)Abitur","4","23","","",""
"nicht in Deutschland geboren","1998","(Fach-)Abitur","5 Einkommensstärkstes Quintil","8","","",""
"nicht in Deutschland geboren","1998","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","240","0.520613332320558","0.471655890778325","0.569570773862791"
"nicht in Deutschland geboren","1998","(noch) kein Abschluss","2","124","0.44842345276096","0.382705533313123","0.514141372208797"
"nicht in Deutschland geboren","1998","(noch) kein Abschluss","3","47","0.310483790979217","0.227000647515438","0.393966934442996"
"nicht in Deutschland geboren","1998","(noch) kein Abschluss","4","18","","",""
"nicht in Deutschland geboren","1998","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","3","","",""
"nicht in Deutschland geboren","1998","AkademikerIn","1 Einkommensschwächstes Quintil","47","0.181736809976407","0.140130511651399","0.223343108301415"
"nicht in Deutschland geboren","1998","AkademikerIn","2","45","0.127056565417059","0.0959030229020028","0.158210107932115"
"nicht in Deutschland geboren","1998","AkademikerIn","3","31","0.0882558758183511","0.0601389384533643","0.116372813183338"
"nicht in Deutschland geboren","1998","AkademikerIn","4","33","0.0884412949735308","0.062090086945077","0.114792503001985"
"nicht in Deutschland geboren","1998","AkademikerIn","5 Einkommensstärkstes Quintil","34","0.118905085260973","0.0856079906455817","0.152202179876365"
"nicht in Deutschland geboren","1998","Hauptschule","1 Einkommensschwächstes Quintil","576","0.185733173395253","0.169628489964233","0.201837856826273"
"nicht in Deutschland geboren","1998","Hauptschule","2","366","0.127279050735537","0.11253167471223","0.142026426758844"
"nicht in Deutschland geboren","1998","Hauptschule","3","187","0.13123128385831","0.111056321593796","0.151406246122823"
"nicht in Deutschland geboren","1998","Hauptschule","4","71","0.0741712316343474","0.0545329664026457","0.093809496866049"
"nicht in Deutschland geboren","1998","Hauptschule","5 Einkommensstärkstes Quintil","25","","",""
"nicht in Deutschland geboren","1998","Realschule","1 Einkommensschwächstes Quintil","44","0.0495275627090123","0.0362385916804438","0.0628165337375809"
"nicht in Deutschland geboren","1998","Realschule","2","49","0.0572840903249893","0.0430438374051303","0.0715243432448483"
"nicht in Deutschland geboren","1998","Realschule","3","18","","",""
"nicht in Deutschland geboren","1998","Realschule","4","21","","",""
"nicht in Deutschland geboren","1998","Realschule","5 Einkommensstärkstes Quintil","10","","",""
"in Deutschland geboren","1999","(Fach-)Abitur","1 Einkommensschwächstes Quintil","214","0.720147810408448","0.670650713607597","0.769644907209298"
"in Deutschland geboren","1999","(Fach-)Abitur","2","220","0.803824571148094","0.758120800028268","0.849528342267921"
"in Deutschland geboren","1999","(Fach-)Abitur","3","188","0.849062280952116","0.801971025468369","0.896153536435863"
"in Deutschland geboren","1999","(Fach-)Abitur","4","174","0.828842106080356","0.776246514089603","0.881437698071109"
"in Deutschland geboren","1999","(Fach-)Abitur","5 Einkommensstärkstes Quintil","103","0.931020648369075","0.883876715240162","0.978164581497988"
"in Deutschland geboren","1999","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","143","0.47609287483996","0.423845132840704","0.528340616839217"
"in Deutschland geboren","1999","(noch) kein Abschluss","2","116","0.586079602495907","0.52465585181238","0.647503353179434"
"in Deutschland geboren","1999","(noch) kein Abschluss","3","50","0.657603089984733","0.560641212028862","0.754564967940604"
"in Deutschland geboren","1999","(noch) kein Abschluss","4","44","0.793123819751604","0.692296554655943","0.893951084847264"
"in Deutschland geboren","1999","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","32","0.935532150577021","0.858456581940062","1.01260771921398"
"in Deutschland geboren","1999","AkademikerIn","1 Einkommensschwächstes Quintil","203","0.832556001420767","0.784511286623669","0.880600716217866"
"in Deutschland geboren","1999","AkademikerIn","2","394","0.882226914193658","0.852074019609709","0.912379808777607"
"in Deutschland geboren","1999","AkademikerIn","3","389","0.865716706555726","0.833527642630342","0.897905770481109"
"in Deutschland geboren","1999","AkademikerIn","4","397","0.90347502072739","0.875562966730801","0.931387074723979"
"in Deutschland geboren","1999","AkademikerIn","5 Einkommensstärkstes Quintil","397","0.916339371842663","0.89007766871513","0.942601074970195"
"in Deutschland geboren","1999","Hauptschule","1 Einkommensschwächstes Quintil","1414","0.818339949914275","0.800952787798581","0.835727112029969"
"in Deutschland geboren","1999","Hauptschule","2","1617","0.861495527262689","0.846349150285593","0.876641904239786"
"in Deutschland geboren","1999","Hauptschule","3","949","0.882517232798646","0.863659574560203","0.90137489103709"
"in Deutschland geboren","1999","Hauptschule","4","646","0.906773201916727","0.885739302941261","0.927807100892192"
"in Deutschland geboren","1999","Hauptschule","5 Einkommensstärkstes Quintil","258","0.942447213648064","0.915360855565338","0.96953357173079"
"in Deutschland geboren","1999","Realschule","1 Einkommensschwächstes Quintil","873","0.944309217608385","0.92945844226523","0.959159992951539"
"in Deutschland geboren","1999","Realschule","2","981","0.959195714536735","0.947060660251476","0.971330768821994"
"in Deutschland geboren","1999","Realschule","3","622","0.964257459273815","0.94990812282923","0.978606795718399"
"in Deutschland geboren","1999","Realschule","4","523","0.948288289144406","0.92964540526052","0.966931173028291"
"in Deutschland geboren","1999","Realschule","5 Einkommensstärkstes Quintil","249","0.959074007936964","0.934945866085772","0.983202149788157"
"nicht in Deutschland geboren","1999","(Fach-)Abitur","1 Einkommensschwächstes Quintil","102","0.279852189591552","0.230355092790701","0.329349286392403"
"nicht in Deutschland geboren","1999","(Fach-)Abitur","2","70","0.196175428851906","0.150471657732079","0.241879199971732"
"nicht in Deutschland geboren","1999","(Fach-)Abitur","3","34","0.150937719047884","0.103846463564137","0.198028974531631"
"nicht in Deutschland geboren","1999","(Fach-)Abitur","4","23","","",""
"nicht in Deutschland geboren","1999","(Fach-)Abitur","5 Einkommensstärkstes Quintil","8","","",""
"nicht in Deutschland geboren","1999","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","208","0.52390712516004","0.471659383160783","0.576154867159296"
"nicht in Deutschland geboren","1999","(noch) kein Abschluss","2","131","0.413920397504093","0.352496646820566","0.47534414818762"
"nicht in Deutschland geboren","1999","(noch) kein Abschluss","3","42","0.342396910015267","0.245435032059396","0.439358787971138"
"nicht in Deutschland geboren","1999","(noch) kein Abschluss","4","18","","",""
"nicht in Deutschland geboren","1999","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","7","","",""
"nicht in Deutschland geboren","1999","AkademikerIn","1 Einkommensschwächstes Quintil","29","","",""
"nicht in Deutschland geboren","1999","AkademikerIn","2","45","0.117773085806342","0.0876201912223928","0.147925980390291"
"nicht in Deutschland geboren","1999","AkademikerIn","3","42","0.134283293444274","0.102094229518891","0.166472357369658"
"nicht in Deutschland geboren","1999","AkademikerIn","4","33","0.0965249792726101","0.0686129252760211","0.124437033269199"
"nicht in Deutschland geboren","1999","AkademikerIn","5 Einkommensstärkstes Quintil","30","0.0836606281573374","0.0573989250298053","0.10992233128487"
"nicht in Deutschland geboren","1999","Hauptschule","1 Einkommensschwächstes Quintil","475","0.181660050085725","0.164272887970031","0.199047212201419"
"nicht in Deutschland geboren","1999","Hauptschule","2","381","0.138504472737311","0.123358095760214","0.153650849714408"
"nicht in Deutschland geboren","1999","Hauptschule","3","171","0.117482767201354","0.0986251089629101","0.136340425439797"
"nicht in Deutschland geboren","1999","Hauptschule","4","88","0.0932267980832733","0.072192899107808","0.114260697058739"
"nicht in Deutschland geboren","1999","Hauptschule","5 Einkommensstärkstes Quintil","26","","",""
"nicht in Deutschland geboren","1999","Realschule","1 Einkommensschwächstes Quintil","43","0.0556907823916151","0.0408400070484606","0.0705415577347696"
"nicht in Deutschland geboren","1999","Realschule","2","40","0.0408042854632652","0.0286692311780063","0.0529393397485241"
"nicht in Deutschland geboren","1999","Realschule","3","21","","",""
"nicht in Deutschland geboren","1999","Realschule","4","19","","",""
"nicht in Deutschland geboren","1999","Realschule","5 Einkommensstärkstes Quintil","10","","",""
"in Deutschland geboren","2000","(Fach-)Abitur","1 Einkommensschwächstes Quintil","400","0.672743431146974","0.635136627868284","0.710350234425664"
"in Deutschland geboren","2000","(Fach-)Abitur","2","419","0.787315627680847","0.753023324573172","0.821607930788522"
