year,quintil_oecd,sex,germborn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,1st Quintile,female,Born in Germany or immigrated <1950,0.71824,745,1156,0.69230,0.74418
1986,1st Quintile,female,Not born in Germany,0.09635,411,1156,0.07934,0.11337
1986,2nd Quintile,male,Born in Germany or immigrated <1950,0.66571,668,1028,0.63686,0.69456
1986,2nd Quintile,male,Not born in Germany,0.10009,360,1028,0.08174,0.11845
1986,2nd Quintile,female,Born in Germany or immigrated <1950,0.72530,740,1065,0.69848,0.75213
1986,2nd Quintile,female,Not born in Germany,0.09162,325,1065,0.07429,0.10896
1986,3rd Quintile,male,Born in Germany or immigrated <1950,0.74446,740,1047,0.71803,0.77089
1986,3rd Quintile,male,Not born in Germany,0.09152,307,1047,0.07404,0.10899
1986,3rd Quintile,female,Born in Germany or immigrated <1950,0.75567,812,1052,0.72970,0.78165
1986,3rd Quintile,female,Not born in Germany,0.07211,240,1052,0.05647,0.08775
1986,4th Quintile,male,Born in Germany or immigrated <1950,0.79788,859,1148,0.77464,0.82112
1986,4th Quintile,male,Not born in Germany,0.08019,289,1148,0.06447,0.09591
1986,4th Quintile,female,Born in Germany or immigrated <1950,0.81228,859,1070,0.78887,0.83568
1986,4th Quintile,female,Not born in Germany,0.06404,211,1070,0.04937,0.07872
1986,5th Quintile,male,Born in Germany or immigrated <1950,0.84256,926,1088,0.82091,0.86421
1986,5th Quintile,male,Not born in Germany,0.06532,162,1088,0.05063,0.08001
1986,5th Quintile,female,Born in Germany or immigrated <1950,0.84221,882,1007,0.81968,0.86473
1986,5th Quintile,female,Not born in Germany,0.05888,125,1007,0.04434,0.07343
1987,1st Quintile,male,Born in Germany or immigrated <1950,0.61220,508,904,0.58042,0.64398
1987,1st Quintile,male,Not born in Germany,0.11491,396,904,0.09411,0.13571
1987,1st Quintile,female,Born in Germany or immigrated <1950,0.72248,728,1132,0.69638,0.74857
1987,1st Quintile,female,Not born in Germany,0.10292,404,1132,0.08521,0.12063
1987,2nd Quintile,male,Born in Germany or immigrated <1950,0.65787,649,994,0.62837,0.68738
1987,2nd Quintile,male,Not born in Germany,0.10678,345,994,0.08757,0.12598
1987,2nd Quintile,female,Born in Germany or immigrated <1950,0.72176,747,1070,0.69490,0.74862
1987,2nd Quintile,female,Not born in Germany,0.08534,323,1070,0.06860,0.10209
1987,3rd Quintile,male,Born in Germany or immigrated <1950,0.72044,735,1044,0.69321,0.74768
1987,3rd Quintile,male,Not born in Germany,0.09344,309,1044,0.07578,0.11111
1987,3rd Quintile,female,Born in Germany or immigrated <1950,0.75947,806,1060,0.73373,0.78521
1987,3rd Quintile,female,Not born in Germany,0.07986,254,1060,0.06353,0.09618
1987,4th Quintile,male,Born in Germany or immigrated <1950,0.79686,844,1125,0.77334,0.82038
1987,4th Quintile,male,Not born in Germany,0.08787,281,1125,0.07132,0.10442
1987,4th Quintile,female,Born in Germany or immigrated <1950,0.79874,828,1032,0.77427,0.82322
1987,4th Quintile,female,Not born in Germany,0.06876,204,1032,0.05331,0.08420
1987,5th Quintile,male,Born in Germany or immigrated <1950,0.83819,936,1106,0.81648,0.85991
1987,5th Quintile,male,Not born in Germany,0.06524,170,1106,0.05068,0.07980
1987,5th Quintile,female,Born in Germany or immigrated <1950,0.83560,858,985,0.81244,0.85875
1987,5th Quintile,female,Not born in Germany,0.06309,127,985,0.04790,0.07828
1988,1st Quintile,male,Born in Germany or immigrated <1950,0.60845,498,883,0.57623,0.64066
1988,1st Quintile,male,Not born in Germany,0.12059,385,883,0.09910,0.14208
1988,1st Quintile,female,Born in Germany or immigrated <1950,0.70917,695,1090,0.68220,0.73614
1988,1st Quintile,female,Not born in Germany,0.10499,395,1090,0.08678,0.12320
1988,2nd Quintile,male,Born in Germany or immigrated <1950,0.67685,627,934,0.64684,0.70686
1988,2nd Quintile,male,Not born in Germany,0.09423,307,934,0.07549,0.11298
1988,2nd Quintile,female,Born in Germany or immigrated <1950,0.71737,740,1050,0.69012,0.74462
1988,2nd Quintile,female,Not born in Germany,0.08050,310,1050,0.06403,0.09696
1988,3rd Quintile,male,Born in Germany or immigrated <1950,0.72607,717,1004,0.69847,0.75367
1988,3rd Quintile,male,Not born in Germany,0.08689,287,1004,0.06946,0.10432
1988,3rd Quintile,female,Born in Germany or immigrated <1950,0.77765,764,1002,0.75189,0.80341
1988,3rd Quintile,female,Not born in Germany,0.07285,238,1002,0.05675,0.08895
1988,4th Quintile,male,Born in Germany or immigrated <1950,0.78874,810,1088,0.76448,0.81301
1988,4th Quintile,male,Not born in Germany,0.08713,278,1088,0.07036,0.10389
1988,4th Quintile,female,Born in Germany or immigrated <1950,0.78144,763,976,0.75550,0.80738
1988,4th Quintile,female,Not born in Germany,0.08338,213,976,0.06603,0.10073
1988,5th Quintile,male,Born in Germany or immigrated <1950,0.84700,871,1022,0.82492,0.86908
1988,5th Quintile,male,Not born in Germany,0.06460,151,1022,0.04952,0.07967
1988,5th Quintile,female,Born in Germany or immigrated <1950,0.85655,816,921,0.83389,0.87920
1988,5th Quintile,female,Not born in Germany,0.05240,105,921,0.03800,0.06679
1989,1st Quintile,male,Born in Germany or immigrated <1950,0.59362,474,861,0.56079,0.62644
1989,1st Quintile,male,Not born in Germany,0.13019,387,861,0.10770,0.15268
1989,1st Quintile,female,Born in Germany or immigrated <1950,0.71308,670,1071,0.68597,0.74018
1989,1st Quintile,female,Not born in Germany,0.11272,401,1071,0.09377,0.13167
1989,2nd Quintile,male,Born in Germany or immigrated <1950,0.64625,594,923,0.61539,0.67711
1989,2nd Quintile,male,Not born in Germany,0.11806,329,923,0.09723,0.13889
1989,2nd Quintile,female,Born in Germany or immigrated <1950,0.68829,706,1042,0.66016,0.71643
1989,2nd Quintile,female,Not born in Germany,0.10390,336,1042,0.08536,0.12243
1989,3rd Quintile,male,Born in Germany or immigrated <1950,0.73163,707,964,0.70364,0.75961
1989,3rd Quintile,male,Not born in Germany,0.08808,257,964,0.07018,0.10598
1989,3rd Quintile,female,Born in Germany or immigrated <1950,0.75135,713,931,0.72357,0.77913
1989,3rd Quintile,female,Not born in Germany,0.08217,218,931,0.06452,0.09982
1989,4th Quintile,male,Born in Germany or immigrated <1950,0.80801,799,1044,0.78411,0.83192
1989,4th Quintile,male,Not born in Germany,0.08094,245,1044,0.06439,0.09749
1989,4th Quintile,female,Born in Germany or immigrated <1950,0.82173,773,965,0.79757,0.84589
1989,4th Quintile,female,Not born in Germany,0.07069,192,965,0.05451,0.08686
1989,5th Quintile,male,Born in Germany or immigrated <1950,0.84455,843,970,0.82174,0.86737
1989,5th Quintile,male,Not born in Germany,0.06179,127,970,0.04663,0.07695
1989,5th Quintile,female,Born in Germany or immigrated <1950,0.84367,796,892,0.81983,0.86752
1989,5th Quintile,female,Not born in Germany,0.05786,96,892,0.04253,0.07320
1990,1st Quintile,male,Born in Germany or immigrated <1950,0.58129,456,854,0.54819,0.61440
1990,1st Quintile,male,Not born in Germany,0.14518,398,854,0.12154,0.16882
1990,1st Quintile,female,Born in Germany or immigrated <1950,0.68688,642,1051,0.65883,0.71494
1990,1st Quintile,female,Not born in Germany,0.12494,409,1051,0.10494,0.14494
1990,2nd Quintile,male,Born in Germany or immigrated <1950,0.65095,601,895,0.61970,0.68220
1990,2nd Quintile,male,Not born in Germany,0.10620,294,895,0.08600,0.12640
1990,2nd Quintile,female,Born in Germany or immigrated <1950,0.69877,712,994,0.67024,0.72731
1990,2nd Quintile,female,Not born in Germany,0.09987,282,994,0.08122,0.11852
1990,3rd Quintile,male,Born in Germany or immigrated <1950,0.69889,653,942,0.66958,0.72820
1990,3rd Quintile,male,Not born in Germany,0.11499,289,942,0.09461,0.13537
1990,3rd Quintile,female,Born in Germany or immigrated <1950,0.72607,708,954,0.69776,0.75439
1990,3rd Quintile,female,Not born in Germany,0.09858,246,954,0.07966,0.11751
1990,4th Quintile,male,Born in Germany or immigrated <1950,0.81789,796,1013,0.79411,0.84167
1990,4th Quintile,male,Not born in Germany,0.07723,217,1013,0.06078,0.09368
1990,4th Quintile,female,Born in Germany or immigrated <1950,0.83082,767,930,0.80671,0.85493
1990,4th Quintile,female,Not born in Germany,0.06067,163,930,0.04532,0.07602
1990,5th Quintile,male,Born in Germany or immigrated <1950,0.83222,826,959,0.80856,0.85588
1990,5th Quintile,male,Not born in Germany,0.07078,133,959,0.05454,0.08702
1990,5th Quintile,female,Born in Germany or immigrated <1950,0.84065,767,868,0.81629,0.86501
1990,5th Quintile,female,Not born in Germany,0.06237,101,868,0.04627,0.07846
1991,1st Quintile,male,Born in Germany or immigrated <1950,0.56723,443,815,0.53319,0.60126
1991,1st Quintile,male,Not born in Germany,0.14773,372,815,0.12335,0.17211
1991,1st Quintile,female,Born in Germany or immigrated <1950,0.69601,652,1028,0.66787,0.72414
1991,1st Quintile,female,Not born in Germany,0.11878,376,1028,0.09900,0.13857
1991,2nd Quintile,male,Born in Germany or immigrated <1950,0.62534,581,889,0.59351,0.65718
1991,2nd Quintile,male,Not born in Germany,0.12639,308,889,0.10453,0.14824
1991,2nd Quintile,female,Born in Germany or immigrated <1950,0.69442,709,1004,0.66591,0.72293
1991,2nd Quintile,female,Not born in Germany,0.11014,295,1004,0.09076,0.12951
1991,3rd Quintile,male,Born in Germany or immigrated <1950,0.71189,697,949,0.68306,0.74072
1991,3rd Quintile,male,Not born in Germany,0.09897,252,949,0.07996,0.11798
1991,3rd Quintile,female,Born in Germany or immigrated <1950,0.71243,700,934,0.68339,0.74147
1991,3rd Quintile,female,Not born in Germany,0.10104,234,934,0.08170,0.12038
1991,4th Quintile,male,Born in Germany or immigrated <1950,0.78946,787,1017,0.76439,0.81453
1991,4th Quintile,male,Not born in Germany,0.08705,230,1017,0.06972,0.10439
1991,4th Quintile,female,Born in Germany or immigrated <1950,0.78889,753,927,0.76261,0.81518
1991,4th Quintile,female,Not born in Germany,0.08167,174,927,0.06403,0.09931
1991,5th Quintile,male,Born in Germany or immigrated <1950,0.81565,821,963,0.79114,0.84015
1991,5th Quintile,male,Not born in Germany,0.08109,142,963,0.06384,0.09834
1991,5th Quintile,female,Born in Germany or immigrated <1950,0.84783,784,883,0.82413,0.87154
1991,5th Quintile,female,Not born in Germany,0.05707,99,883,0.04176,0.07238
1992,1st Quintile,male,Born in Germany or immigrated <1950,0.64234,934,1185,0.61504,0.66965
1992,1st Quintile,male,Not born in Germany,0.10067,251,1185,0.08353,0.11781
1992,1st Quintile,female,Born in Germany or immigrated <1950,0.73680,1316,1587,0.71513,0.75847
1992,1st Quintile,female,Not born in Germany,0.08622,271,1587,0.07241,0.10004
1992,2nd Quintile,male,Born in Germany or immigrated <1950,0.63959,1060,1369,0.61415,0.66504
1992,2nd Quintile,male,Not born in Germany,0.09604,309,1369,0.08043,0.11166
1992,2nd Quintile,female,Born in Germany or immigrated <1950,0.69208,1198,1501,0.66872,0.71545
1992,2nd Quintile,female,Not born in Germany,0.09129,303,1501,0.07671,0.10586
1992,3rd Quintile,male,Born in Germany or immigrated <1950,0.69028,1007,1309,0.66522,0.71533
1992,3rd Quintile,male,Not born in Germany,0.10482,302,1309,0.08822,0.12142
1992,3rd Quintile,female,Born in Germany or immigrated <1950,0.72292,1068,1362,0.69914,0.74670
1992,3rd Quintile,female,Not born in Germany,0.10206,294,1362,0.08597,0.11814
1992,4th Quintile,male,Born in Germany or immigrated <1950,0.76102,1031,1333,0.73812,0.78392
1992,4th Quintile,male,Not born in Germany,0.10708,302,1333,0.09047,0.12368
1992,4th Quintile,female,Born in Germany or immigrated <1950,0.76346,1030,1269,0.74007,0.78685
1992,4th Quintile,female,Not born in Germany,0.08941,239,1269,0.07371,0.10512
1992,5th Quintile,male,Born in Germany or immigrated <1950,0.83781,1106,1266,0.81750,0.85813
1992,5th Quintile,male,Not born in Germany,0.06685,160,1266,0.05309,0.08062
1992,5th Quintile,female,Born in Germany or immigrated <1950,0.83060,1014,1133,0.80874,0.85245
1992,5th Quintile,female,Not born in Germany,0.06292,119,1133,0.04878,0.07707
1993,1st Quintile,male,Born in Germany or immigrated <1950,0.62214,830,1121,0.59374,0.65053
1993,1st Quintile,male,Not born in Germany,0.11564,291,1121,0.09691,0.13437
1993,1st Quintile,female,Born in Germany or immigrated <1950,0.70800,1167,1476,0.68480,0.73121
1993,1st Quintile,female,Not born in Germany,0.10531,309,1476,0.08965,0.12098
1993,2nd Quintile,male,Born in Germany or immigrated <1950,0.63906,1014,1309,0.61303,0.66508
1993,2nd Quintile,male,Not born in Germany,0.10178,295,1309,0.08539,0.11817
1993,2nd Quintile,female,Born in Germany or immigrated <1950,0.71260,1220,1525,0.68988,0.73532
1993,2nd Quintile,female,Not born in Germany,0.09628,305,1525,0.08147,0.11109
1993,3rd Quintile,male,Born in Germany or immigrated <1950,0.69551,1059,1338,0.67084,0.72018
1993,3rd Quintile,male,Not born in Germany,0.10779,279,1338,0.09117,0.12441
1993,3rd Quintile,female,Born in Germany or immigrated <1950,0.71554,1102,1341,0.69138,0.73969
1993,3rd Quintile,female,Not born in Germany,0.08686,239,1341,0.07178,0.10194
1993,4th Quintile,male,Born in Germany or immigrated <1950,0.75785,1085,1327,0.73479,0.78091
1993,4th Quintile,male,Not born in Germany,0.09629,242,1327,0.08041,0.11217
1993,4th Quintile,female,Born in Germany or immigrated <1950,0.77309,1073,1281,0.75014,0.79603
1993,4th Quintile,female,Not born in Germany,0.08517,208,1281,0.06988,0.10047
1993,5th Quintile,male,Born in Germany or immigrated <1950,0.82734,1091,1270,0.80654,0.84813
1993,5th Quintile,male,Not born in Germany,0.08425,179,1270,0.06897,0.09953
1993,5th Quintile,female,Born in Germany or immigrated <1950,0.81289,983,1113,0.78996,0.83581
1993,5th Quintile,female,Not born in Germany,0.07318,130,1113,0.05787,0.08849
1994,1st Quintile,male,Born in Germany or immigrated <1950,0.58977,746,1076,0.56037,0.61918
1994,1st Quintile,male,Not born in Germany,0.13900,330,1076,0.11832,0.15968
1994,1st Quintile,female,Born in Germany or immigrated <1950,0.68295,1097,1445,0.65895,0.70695
1994,1st Quintile,female,Not born in Germany,0.12010,348,1445,0.10334,0.13687
1994,2nd Quintile,male,Born in Germany or immigrated <1950,0.64529,986,1249,0.61875,0.67184
1994,2nd Quintile,male,Not born in Germany,0.09885,263,1249,0.08229,0.11541
1994,2nd Quintile,female,Born in Germany or immigrated <1950,0.70249,1147,1418,0.67869,0.72630
1994,2nd Quintile,female,Not born in Germany,0.10122,271,1418,0.08552,0.11693
1994,3rd Quintile,male,Born in Germany or immigrated <1950,0.71760,1075,1328,0.69338,0.74182
1994,3rd Quintile,male,Not born in Germany,0.09758,253,1328,0.08161,0.11354
1994,3rd Quintile,female,Born in Germany or immigrated <1950,0.73672,1156,1386,0.71352,0.75991
1994,3rd Quintile,female,Not born in Germany,0.08141,230,1386,0.06701,0.09581
1994,4th Quintile,male,Born in Germany or immigrated <1950,0.74391,1082,1281,0.72000,0.76782
1994,4th Quintile,male,Not born in Germany,0.09674,199,1281,0.08055,0.11294
1994,4th Quintile,female,Born in Germany or immigrated <1950,0.78204,1087,1261,0.75924,0.80483
1994,4th Quintile,female,Not born in Germany,0.07642,174,1261,0.06175,0.09109
1994,5th Quintile,male,Born in Germany or immigrated <1950,0.81833,1115,1278,0.79718,0.83948
1994,5th Quintile,male,Not born in Germany,0.08546,163,1278,0.07013,0.10080
1994,5th Quintile,female,Born in Germany or immigrated <1950,0.80554,1020,1145,0.78260,0.82847
1994,5th Quintile,female,Not born in Germany,0.08805,125,1145,0.07163,0.10447
1995,1st Quintile,male,Born in Germany or immigrated <1950,0.51398,686,1109,0.48455,0.54341
1995,1st Quintile,male,Not born in Germany,0.18950,423,1109,0.16642,0.21258
1995,1st Quintile,female,Born in Germany or immigrated <1950,0.62150,998,1431,0.59636,0.64664
1995,1st Quintile,female,Not born in Germany,0.15373,433,1431,0.13504,0.17243
1995,2nd Quintile,male,Born in Germany or immigrated <1950,0.64287,1002,1351,0.61731,0.66843
1995,2nd Quintile,male,Not born in Germany,0.12529,349,1351,0.10763,0.14295
1995,2nd Quintile,female,Born in Germany or immigrated <1950,0.68460,1163,1535,0.66135,0.70785
1995,2nd Quintile,female,Not born in Germany,0.12293,372,1535,0.10650,0.13936
1995,3rd Quintile,male,Born in Germany or immigrated <1950,0.68786,1063,1336,0.66300,0.71272
1995,3rd Quintile,male,Not born in Germany,0.12512,273,1336,0.10737,0.14287
1995,3rd Quintile,female,Born in Germany or immigrated <1950,0.71241,1131,1387,0.68858,0.73624
1995,3rd Quintile,female,Not born in Germany,0.10237,256,1387,0.08641,0.11833
1995,4th Quintile,male,Born in Germany or immigrated <1950,0.76236,1143,1352,0.73967,0.78506
1995,4th Quintile,male,Not born in Germany,0.09030,209,1352,0.07501,0.10558
1995,4th Quintile,female,Born in Germany or immigrated <1950,0.79088,1135,1312,0.76886,0.81289
1995,4th Quintile,female,Not born in Germany,0.08377,177,1312,0.06877,0.09876
1995,5th Quintile,male,Born in Germany or immigrated <1950,0.81385,1107,1262,0.79237,0.83533
1995,5th Quintile,male,Not born in Germany,0.08012,155,1262,0.06514,0.09511
1995,5th Quintile,female,Born in Germany or immigrated <1950,0.81377,1074,1207,0.79180,0.83574
1995,5th Quintile,female,Not born in Germany,0.08888,133,1207,0.07282,0.10494
1996,1st Quintile,male,Born in Germany or immigrated <1950,0.51666,706,1121,0.48739,0.54592
1996,1st Quintile,male,Not born in Germany,0.19432,415,1121,0.17115,0.21750
1996,1st Quintile,female,Born in Germany or immigrated <1950,0.63716,1018,1454,0.61243,0.66188
1996,1st Quintile,female,Not born in Germany,0.15729,436,1454,0.13857,0.17601
1996,2nd Quintile,male,Born in Germany or immigrated <1950,0.60650,891,1205,0.57891,0.63410
1996,2nd Quintile,male,Not born in Germany,0.12349,314,1205,0.10490,0.14207
1996,2nd Quintile,female,Born in Germany or immigrated <1950,0.69659,1107,1423,0.67270,0.72049
1996,2nd Quintile,female,Not born in Germany,0.11540,316,1423,0.09880,0.13201
1996,3rd Quintile,male,Born in Germany or immigrated <1950,0.71345,1082,1320,0.68905,0.73785
1996,3rd Quintile,male,Not born in Germany,0.10894,238,1320,0.09212,0.12575
1996,3rd Quintile,female,Born in Germany or immigrated <1950,0.72028,1142,1365,0.69646,0.74410
1996,3rd Quintile,female,Not born in Germany,0.09723,223,1365,0.08151,0.11295
1996,4th Quintile,male,Born in Germany or immigrated <1950,0.76531,1170,1376,0.74291,0.78771
1996,4th Quintile,male,Not born in Germany,0.09538,206,1376,0.07985,0.11091
1996,4th Quintile,female,Born in Germany or immigrated <1950,0.76363,1150,1336,0.74084,0.78642
1996,4th Quintile,female,Not born in Germany,0.09137,186,1336,0.07591,0.10683
1996,5th Quintile,male,Born in Germany or immigrated <1950,0.82244,1135,1270,0.80142,0.84347
1996,5th Quintile,male,Not born in Germany,0.08244,135,1270,0.06731,0.09757
1996,5th Quintile,female,Born in Germany or immigrated <1950,0.81202,1044,1172,0.78965,0.83440
1996,5th Quintile,female,Not born in Germany,0.09031,128,1172,0.07389,0.10672
1997,1st Quintile,male,Born in Germany or immigrated <1950,0.50809,641,1037,0.47764,0.53853
1997,1st Quintile,male,Not born in Germany,0.20071,396,1037,0.17632,0.22510
1997,1st Quintile,female,Born in Germany or immigrated <1950,0.63554,933,1355,0.60990,0.66118
1997,1st Quintile,female,Not born in Germany,0.16057,422,1355,0.14102,0.18013
1997,2nd Quintile,male,Born in Germany or immigrated <1950,0.65221,989,1287,0.62618,0.67824
1997,2nd Quintile,male,Not born in Germany,0.11793,298,1287,0.10030,0.13556
1997,2nd Quintile,female,Born in Germany or immigrated <1950,0.68356,1149,1453,0.65964,0.70748
1997,2nd Quintile,female,Not born in Germany,0.11617,304,1453,0.09969,0.13266
1997,3rd Quintile,male,Born in Germany or immigrated <1950,0.69140,1050,1283,0.66612,0.71669
1997,3rd Quintile,male,Not born in Germany,0.10828,233,1283,0.09127,0.12529
1997,3rd Quintile,female,Born in Germany or immigrated <1950,0.73027,1139,1343,0.70652,0.75401
1997,3rd Quintile,female,Not born in Germany,0.09873,204,1343,0.08277,0.11469
1997,4th Quintile,male,Born in Germany or immigrated <1950,0.75620,1145,1346,0.73326,0.77915
1997,4th Quintile,male,Not born in Germany,0.09968,201,1346,0.08367,0.11569
1997,4th Quintile,female,Born in Germany or immigrated <1950,0.77581,1137,1312,0.75323,0.79838
1997,4th Quintile,female,Not born in Germany,0.09173,175,1312,0.07610,0.10735
1997,5th Quintile,male,Born in Germany or immigrated <1950,0.82735,1133,1256,0.80644,0.84826
1997,5th Quintile,male,Not born in Germany,0.07843,123,1256,0.06355,0.09330
1997,5th Quintile,female,Born in Germany or immigrated <1950,0.81622,1042,1157,0.79389,0.83855
1997,5th Quintile,female,Not born in Germany,0.07913,115,1157,0.06357,0.09470
1998,1st Quintile,male,Born in Germany or immigrated <1950,0.50910,656,1033,0.47860,0.53960
1998,1st Quintile,male,Not born in Germany,0.20935,377,1033,0.18453,0.23417
1998,1st Quintile,female,Born in Germany or immigrated <1950,0.61172,927,1307,0.58529,0.63815
1998,1st Quintile,female,Not born in Germany,0.16502,380,1307,0.14489,0.18515
1998,2nd Quintile,male,Born in Germany or immigrated <1950,0.62841,923,1180,0.60082,0.65599
1998,2nd Quintile,male,Not born in Germany,0.12106,257,1180,0.10244,0.13968
1998,2nd Quintile,female,Born in Germany or immigrated <1950,0.68231,1060,1324,0.65723,0.70740
1998,2nd Quintile,female,Not born in Germany,0.11796,264,1324,0.10058,0.13534
1998,3rd Quintile,male,Born in Germany or immigrated <1950,0.71269,1039,1241,0.68751,0.73788
1998,3rd Quintile,male,Not born in Germany,0.10832,202,1241,0.09102,0.12561
1998,3rd Quintile,female,Born in Germany or immigrated <1950,0.74224,1145,1340,0.71881,0.76567
1998,3rd Quintile,female,Not born in Germany,0.09732,195,1340,0.08145,0.11320
1998,4th Quintile,male,Born in Germany or immigrated <1950,0.78020,1148,1317,0.75783,0.80258
1998,4th Quintile,male,Not born in Germany,0.09616,169,1317,0.08023,0.11209
1998,4th Quintile,female,Born in Germany or immigrated <1950,0.76385,1123,1288,0.74065,0.78706
1998,4th Quintile,female,Not born in Germany,0.10075,165,1288,0.08431,0.11720
1998,5th Quintile,male,Born in Germany or immigrated <1950,0.81054,1069,1185,0.78822,0.83286
1998,5th Quintile,male,Not born in Germany,0.08179,116,1185,0.06618,0.09740
1998,5th Quintile,female,Born in Germany or immigrated <1950,0.81923,1016,1114,0.79662,0.84184
1998,5th Quintile,female,Not born in Germany,0.07694,98,1114,0.06128,0.09259
1999,1st Quintile,male,Born in Germany or immigrated <1950,0.53284,785,1140,0.50386,0.56181
1999,1st Quintile,male,Not born in Germany,0.18738,355,1140,0.16472,0.21004
1999,1st Quintile,female,Born in Germany or immigrated <1950,0.63104,1094,1459,0.60627,0.65581
1999,1st Quintile,female,Not born in Germany,0.14821,365,1459,0.12997,0.16645
1999,2nd Quintile,male,Born in Germany or immigrated <1950,0.65288,1078,1379,0.62774,0.67802
1999,2nd Quintile,male,Not born in Germany,0.13556,301,1379,0.11749,0.15363
1999,2nd Quintile,female,Born in Germany or immigrated <1950,0.70740,1210,1493,0.68432,0.73049
1999,2nd Quintile,female,Not born in Germany,0.11174,283,1493,0.09575,0.12773
1999,3rd Quintile,male,Born in Germany or immigrated <1950,0.73324,1186,1366,0.70978,0.75670
1999,3rd Quintile,male,Not born in Germany,0.08770,180,1366,0.07269,0.10270
1999,3rd Quintile,female,Born in Germany or immigrated <1950,0.71736,1249,1460,0.69425,0.74046
1999,3rd Quintile,female,Not born in Germany,0.10830,211,1460,0.09235,0.12424
1999,4th Quintile,male,Born in Germany or immigrated <1950,0.76509,1208,1376,0.74268,0.78750
1999,4th Quintile,male,Not born in Germany,0.09265,168,1376,0.07733,0.10798
1999,4th Quintile,female,Born in Germany or immigrated <1950,0.77997,1243,1390,0.75818,0.80176
1999,4th Quintile,female,Not born in Germany,0.08335,147,1390,0.06881,0.09788
