year,bula_h,sex,germborn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1987,Bremen,female,Born in Germany or immigrated <1950,0.92124,46,46,0.84254,0.99994
1987,North Rhine-Westphalia,male,Born in Germany or immigrated <1950,0.72013,1000,1418,0.69676,0.74351
1987,North Rhine-Westphalia,male,Not born in Germany,0.09427,418,1418,0.07906,0.10949
1987,North Rhine-Westphalia,female,Born in Germany or immigrated <1950,0.75369,1063,1409,0.73118,0.77619
1987,North Rhine-Westphalia,female,Not born in Germany,0.08382,346,1409,0.06935,0.09830
1987,Hesse,male,Born in Germany or immigrated <1950,0.70021,323,529,0.66113,0.73929
1987,Hesse,male,Not born in Germany,0.12987,206,529,0.10119,0.15854
1987,Hesse,female,Born in Germany or immigrated <1950,0.74546,339,527,0.70824,0.78269
1987,Hesse,female,Not born in Germany,0.12289,188,527,0.09484,0.15095
1987,"Rhineland-Palatinate, Saarland",male,Born in Germany or immigrated <1950,0.79811,308,379,0.75764,0.83858
1987,"Rhineland-Palatinate, Saarland",male,Not born in Germany,0.06129,71,379,0.03711,0.08548
1987,"Rhineland-Palatinate, Saarland",female,Born in Germany or immigrated <1950,0.80923,328,387,0.77003,0.84843
1987,"Rhineland-Palatinate, Saarland",female,Not born in Germany,0.04757,59,387,0.02633,0.06880
1987,Baden-Wuerttemberg,male,Born in Germany or immigrated <1950,0.65725,574,985,0.62760,0.68691
1987,Baden-Wuerttemberg,male,Not born in Germany,0.13877,411,985,0.11717,0.16037
1987,Baden-Wuerttemberg,female,Born in Germany or immigrated <1950,0.71846,629,977,0.69024,0.74668
1987,Baden-Wuerttemberg,female,Not born in Germany,0.11378,348,977,0.09386,0.13371
1987,Bavaria,male,Born in Germany or immigrated <1950,0.73948,649,828,0.70956,0.76939
1987,Bavaria,male,Not born in Germany,0.07527,179,828,0.05729,0.09325
1987,Bavaria,female,Born in Germany or immigrated <1950,0.76748,716,896,0.73980,0.79516
1987,Bavaria,female,Not born in Germany,0.07549,180,896,0.05818,0.09279
1987,Berlin,male,Born in Germany or immigrated <1950,0.75587,120,181,0.69312,0.81863
1987,Berlin,male,Not born in Germany,0.10681,61,181,0.06168,0.15193
1987,Berlin,female,Born in Germany or immigrated <1950,0.77114,129,181,0.70977,0.83251
1987,Berlin,female,Not born in Germany,0.09120,52,181,0.04914,0.13326
1988,Schleswig-Holstein,male,Born in Germany or immigrated <1950,0.76297,133,133,0.69042,0.83551
1988,Schleswig-Holstein,female,Born in Germany or immigrated <1950,0.77043,146,146,0.70198,0.83889
1988,Hamburg,male,Born in Germany or immigrated <1950,0.83041,72,72,0.74312,0.91770
1988,Hamburg,female,Born in Germany or immigrated <1950,0.85526,79,79,0.77718,0.93334
1988,Lower Saxony,male,Born in Germany or immigrated <1950,0.79762,430,513,0.76282,0.83242
1988,Lower Saxony,male,Not born in Germany,0.05361,83,513,0.03410,0.07313
1988,Lower Saxony,female,Born in Germany or immigrated <1950,0.78685,451,535,0.75212,0.82159
1988,Lower Saxony,female,Not born in Germany,0.05680,84,535,0.03717,0.07643
1988,Bremen,male,Born in Germany or immigrated <1950,0.71566,33,33,0.55936,0.87196
1988,Bremen,female,Born in Germany or immigrated <1950,0.89785,48,48,0.81127,0.98443
1988,North Rhine-Westphalia,male,Born in Germany or immigrated <1950,0.73034,973,1347,0.70663,0.75405
1988,North Rhine-Westphalia,male,Not born in Germany,0.08830,374,1347,0.07314,0.10345
1988,North Rhine-Westphalia,female,Born in Germany or immigrated <1950,0.75556,1025,1345,0.73258,0.77854
1988,North Rhine-Westphalia,female,Not born in Germany,0.08190,320,1345,0.06724,0.09656
1988,Hesse,male,Born in Germany or immigrated <1950,0.69770,302,497,0.65728,0.73811
1988,Hesse,male,Not born in Germany,0.11909,195,497,0.09059,0.14760
1988,Hesse,female,Born in Germany or immigrated <1950,0.72683,321,505,0.68793,0.76573
1988,Hesse,female,Not born in Germany,0.12719,184,505,0.09810,0.15627
1988,"Rhineland-Palatinate, Saarland",male,Born in Germany or immigrated <1950,0.79202,289,360,0.75003,0.83400
1988,"Rhineland-Palatinate, Saarland",male,Not born in Germany,0.06639,71,360,0.04064,0.09215
1988,"Rhineland-Palatinate, Saarland",female,Born in Germany or immigrated <1950,0.82913,320,378,0.79114,0.86713
1988,"Rhineland-Palatinate, Saarland",female,Not born in Germany,0.04131,58,378,0.02122,0.06139
1988,Baden-Wuerttemberg,male,Born in Germany or immigrated <1950,0.67028,559,953,0.64042,0.70015
1988,Baden-Wuerttemberg,male,Not born in Germany,0.13948,394,953,0.11747,0.16149
1988,Baden-Wuerttemberg,female,Born in Germany or immigrated <1950,0.72192,603,933,0.69315,0.75068
1988,Baden-Wuerttemberg,female,Not born in Germany,0.10895,330,933,0.08894,0.12895
1988,Bavaria,male,Born in Germany or immigrated <1950,0.73862,620,795,0.70805,0.76918
1988,Bavaria,male,Not born in Germany,0.07238,175,795,0.05435,0.09040
1988,Bavaria,female,Born in Germany or immigrated <1950,0.77021,667,852,0.74194,0.79848
1988,Bavaria,female,Not born in Germany,0.07772,185,852,0.05973,0.09571
1988,Berlin,male,Born in Germany or immigrated <1950,0.75854,113,167,0.69343,0.82364
1988,Berlin,male,Not born in Germany,0.10919,54,167,0.06175,0.15664
1988,Berlin,female,Born in Germany or immigrated <1950,0.76575,119,166,0.70112,0.83037
1988,Berlin,female,Not born in Germany,0.08823,47,166,0.04495,0.13150
1989,Schleswig-Holstein,male,Born in Germany or immigrated <1950,0.73794,127,127,0.66115,0.81472
1989,Schleswig-Holstein,female,Born in Germany or immigrated <1950,0.75655,136,136,0.68416,0.82895
1989,Hamburg,male,Born in Germany or immigrated <1950,0.82804,72,72,0.74026,0.91581
1989,Hamburg,female,Born in Germany or immigrated <1950,0.83299,74,74,0.74743,0.91856
1989,Lower Saxony,male,Born in Germany or immigrated <1950,0.79723,409,485,0.76141,0.83305
1989,Lower Saxony,male,Not born in Germany,0.05573,76,485,0.03529,0.07616
1989,Lower Saxony,female,Born in Germany or immigrated <1950,0.78605,427,511,0.75046,0.82165
1989,Lower Saxony,female,Not born in Germany,0.06511,84,511,0.04369,0.08652
1989,Bremen,male,Born in Germany or immigrated <1950,0.69537,38,38,0.54707,0.84367
1989,Bremen,female,Born in Germany or immigrated <1950,0.84709,49,49,0.74528,0.94891
1989,North Rhine-Westphalia,male,Born in Germany or immigrated <1950,0.72139,936,1296,0.69697,0.74581
1989,North Rhine-Westphalia,male,Not born in Germany,0.09373,360,1296,0.07786,0.10960
1989,North Rhine-Westphalia,female,Born in Germany or immigrated <1950,0.76146,1004,1319,0.73845,0.78447
1989,North Rhine-Westphalia,female,Not born in Germany,0.08503,315,1319,0.06997,0.10009
1989,Hesse,male,Born in Germany or immigrated <1950,0.69663,308,495,0.65609,0.73717
1989,Hesse,male,Not born in Germany,0.12534,187,495,0.09614,0.15453
1989,Hesse,female,Born in Germany or immigrated <1950,0.72768,327,501,0.68866,0.76670
1989,Hesse,female,Not born in Germany,0.13423,174,501,0.10435,0.16411
1989,"Rhineland-Palatinate, Saarland",male,Born in Germany or immigrated <1950,0.80418,273,338,0.76181,0.84655
1989,"Rhineland-Palatinate, Saarland",male,Not born in Germany,0.06599,65,338,0.03948,0.09250
1989,"Rhineland-Palatinate, Saarland",female,Born in Germany or immigrated <1950,0.82138,301,356,0.78153,0.86122
1989,"Rhineland-Palatinate, Saarland",female,Not born in Germany,0.04332,55,356,0.02214,0.06450
1989,Baden-Wuerttemberg,male,Born in Germany or immigrated <1950,0.66920,536,908,0.63858,0.69982
1989,Baden-Wuerttemberg,male,Not born in Germany,0.14309,372,908,0.12030,0.16588
1989,Baden-Wuerttemberg,female,Born in Germany or immigrated <1950,0.71044,578,905,0.68088,0.74001
1989,Baden-Wuerttemberg,female,Not born in Germany,0.12040,327,905,0.09919,0.14161
1989,Bavaria,male,Born in Germany or immigrated <1950,0.73852,609,784,0.70774,0.76930
1989,Bavaria,male,Not born in Germany,0.08089,175,784,0.06179,0.09999
1989,Bavaria,female,Born in Germany or immigrated <1950,0.75732,643,830,0.72814,0.78651
1989,Bavaria,female,Not born in Germany,0.08867,187,830,0.06932,0.10802
1989,Berlin,male,Born in Germany or immigrated <1950,0.77271,109,161,0.70777,0.83764
1989,Berlin,male,Not born in Germany,0.09445,52,161,0.04913,0.13977
1989,Berlin,female,Born in Germany or immigrated <1950,0.76494,120,169,0.70082,0.82906
1989,Berlin,female,Not born in Germany,0.09525,49,169,0.05086,0.13964
1990,Schleswig-Holstein,male,Born in Germany or immigrated <1950,0.76446,119,119,0.68790,0.84103
1990,Schleswig-Holstein,female,Born in Germany or immigrated <1950,0.77848,131,131,0.70710,0.84987
1990,Hamburg,male,Born in Germany or immigrated <1950,0.80400,61,61,0.70355,0.90444
1990,Hamburg,female,Born in Germany or immigrated <1950,0.81876,64,64,0.72364,0.91389
1990,Lower Saxony,male,Born in Germany or immigrated <1950,0.80110,409,486,0.76558,0.83663
1990,Lower Saxony,male,Not born in Germany,0.05963,77,486,0.03856,0.08071
1990,Lower Saxony,female,Born in Germany or immigrated <1950,0.78056,414,492,0.74396,0.81717
1990,Lower Saxony,female,Not born in Germany,0.06618,78,492,0.04419,0.08816
1990,Bremen,male,Born in Germany or immigrated <1950,0.66759,37,37,0.51371,0.82148
1990,Bremen,female,Born in Germany or immigrated <1950,0.83919,49,49,0.73526,0.94312
1990,North Rhine-Westphalia,male,Born in Germany or immigrated <1950,0.70581,903,1262,0.68066,0.73096
1990,North Rhine-Westphalia,male,Not born in Germany,0.09933,359,1262,0.08282,0.11584
1990,North Rhine-Westphalia,female,Born in Germany or immigrated <1950,0.74792,983,1295,0.72427,0.77158
1990,North Rhine-Westphalia,female,Not born in Germany,0.08887,312,1295,0.07336,0.10437
1990,Hesse,male,Born in Germany or immigrated <1950,0.69563,309,490,0.65484,0.73641
1990,Hesse,male,Not born in Germany,0.12925,181,490,0.09951,0.15898
1990,Hesse,female,Born in Germany or immigrated <1950,0.72797,327,495,0.68872,0.76721
1990,Hesse,female,Not born in Germany,0.13608,168,495,0.10584,0.16631
1990,"Rhineland-Palatinate, Saarland",male,Born in Germany or immigrated <1950,0.78595,258,322,0.74108,0.83082
1990,"Rhineland-Palatinate, Saarland",male,Not born in Germany,0.07328,64,322,0.04477,0.10179
1990,"Rhineland-Palatinate, Saarland",female,Born in Germany or immigrated <1950,0.80495,295,351,0.76343,0.84646
1990,"Rhineland-Palatinate, Saarland",female,Not born in Germany,0.05304,56,351,0.02956,0.07652
1990,Baden-Wuerttemberg,male,Born in Germany or immigrated <1950,0.65104,526,899,0.61987,0.68222
1990,Baden-Wuerttemberg,male,Not born in Germany,0.15205,373,899,0.12857,0.17554
1990,Baden-Wuerttemberg,female,Born in Germany or immigrated <1950,0.70158,581,893,0.67156,0.73161
1990,Baden-Wuerttemberg,female,Not born in Germany,0.12230,312,893,0.10080,0.14380
1990,Bavaria,male,Born in Germany or immigrated <1950,0.73907,607,786,0.70835,0.76979
1990,Bavaria,male,Not born in Germany,0.08657,179,786,0.06690,0.10625
1990,Bavaria,female,Born in Germany or immigrated <1950,0.75307,632,813,0.72341,0.78273
1990,Bavaria,female,Not born in Germany,0.09173,181,813,0.07187,0.11158
1990,Berlin,male,Born in Germany or immigrated <1950,0.71072,233,290,0.65845,0.76300
1990,Berlin,male,Not born in Germany,0.08960,57,290,0.05667,0.12253
1990,Berlin,female,Born in Germany or immigrated <1950,0.76741,277,333,0.72196,0.81285
1990,Berlin,female,Not born in Germany,0.08055,56,333,0.05128,0.10983
1990,Brandenburg,male,Born in Germany or immigrated <1950,0.74574,347,347,0.69986,0.79163
1990,Brandenburg,female,Born in Germany or immigrated <1950,0.75141,362,362,0.70682,0.79599
1990,Mecklenburg-Western Pomerania,male,Born in Germany or immigrated <1950,0.75753,237,237,0.70285,0.81221
1990,Mecklenburg-Western Pomerania,female,Born in Germany or immigrated <1950,0.77189,257,257,0.72048,0.82329
1990,Saxony,male,Born in Germany or immigrated <1950,0.74437,614,614,0.70984,0.77891
1990,Saxony,female,Born in Germany or immigrated <1950,0.78144,685,685,0.75046,0.81241
1990,Saxony-Anhalt,male,Born in Germany or immigrated <1950,0.76558,374,374,0.72259,0.80857
1990,Saxony-Anhalt,female,Born in Germany or immigrated <1950,0.76568,407,407,0.72447,0.80688
1990,Thuringa,male,Born in Germany or immigrated <1950,0.73181,341,341,0.68472,0.77890
1990,Thuringa,female,Born in Germany or immigrated <1950,0.74456,377,377,0.70048,0.78864
1991,Schleswig-Holstein,male,Born in Germany or immigrated <1950,0.72605,128,128,0.64849,0.80362
1991,Schleswig-Holstein,female,Born in Germany or immigrated <1950,0.74729,136,136,0.67398,0.82060
1991,Hamburg,male,Born in Germany or immigrated <1950,0.78844,57,57,0.68147,0.89541
1991,Hamburg,female,Born in Germany or immigrated <1950,0.80905,66,66,0.71349,0.90460
1991,Lower Saxony,male,Born in Germany or immigrated <1950,0.78867,407,479,0.75207,0.82527
1991,Lower Saxony,male,Not born in Germany,0.06035,72,479,0.03900,0.08170
1991,Lower Saxony,female,Born in Germany or immigrated <1950,0.77270,418,494,0.73571,0.80970
1991,Lower Saxony,female,Not born in Germany,0.06861,76,494,0.04629,0.09092
1991,Bremen,male,Born in Germany or immigrated <1950,0.68409,36,36,0.53007,0.83810
1991,Bremen,female,Born in Germany or immigrated <1950,0.84498,45,45,0.73804,0.95192
1991,North Rhine-Westphalia,male,Born in Germany or immigrated <1950,0.70288,906,1253,0.67756,0.72819
1991,North Rhine-Westphalia,male,Not born in Germany,0.10279,347,1253,0.08597,0.11961
1991,North Rhine-Westphalia,female,Born in Germany or immigrated <1950,0.74314,989,1294,0.71932,0.76695
1991,North Rhine-Westphalia,female,Not born in Germany,0.09177,305,1294,0.07604,0.10751
1991,Hesse,male,Born in Germany or immigrated <1950,0.67543,306,485,0.63371,0.71714
1991,Hesse,male,Not born in Germany,0.14015,179,485,0.10922,0.17107
1991,Hesse,female,Born in Germany or immigrated <1950,0.73276,323,482,0.69321,0.77231
1991,Hesse,female,Not born in Germany,0.13952,159,482,0.10855,0.17048
1991,"Rhineland-Palatinate, Saarland",male,Born in Germany or immigrated <1950,0.77113,259,319,0.72495,0.81730
1991,"Rhineland-Palatinate, Saarland",male,Not born in Germany,0.07004,60,319,0.04199,0.09809
1991,"Rhineland-Palatinate, Saarland",female,Born in Germany or immigrated <1950,0.79749,296,350,0.75533,0.83965
1991,"Rhineland-Palatinate, Saarland",female,Not born in Germany,0.05066,54,350,0.02765,0.07367
1991,Baden-Wuerttemberg,male,Born in Germany or immigrated <1950,0.63867,527,895,0.60718,0.67016
1991,Baden-Wuerttemberg,male,Not born in Germany,0.15756,368,895,0.13367,0.18144
1991,Baden-Wuerttemberg,female,Born in Germany or immigrated <1950,0.69459,587,902,0.66451,0.72466
1991,Baden-Wuerttemberg,female,Not born in Germany,0.13125,315,902,0.10920,0.15330
1991,Bavaria,male,Born in Germany or immigrated <1950,0.72187,617,796,0.69072,0.75301
1991,Bavaria,male,Not born in Germany,0.09243,179,796,0.07230,0.11256
1991,Bavaria,female,Born in Germany or immigrated <1950,0.73738,627,807,0.70700,0.76776
1991,Bavaria,female,Not born in Germany,0.09880,180,807,0.07820,0.11940
1991,Berlin,male,Born in Germany or immigrated <1950,0.72321,231,288,0.67144,0.77497
1991,Berlin,male,Not born in Germany,0.09955,57,288,0.06491,0.13419
1991,Berlin,female,Born in Germany or immigrated <1950,0.76867,261,317,0.72217,0.81516
1991,Berlin,female,Not born in Germany,0.08916,56,317,0.05774,0.12058
1991,Brandenburg,male,Born in Germany or immigrated <1950,0.77443,318,318,0.72841,0.82044
1991,Brandenburg,female,Born in Germany or immigrated <1950,0.78313,341,341,0.73932,0.82694
1991,Mecklenburg-Western Pomerania,male,Born in Germany or immigrated <1950,0.75818,225,225,0.70210,0.81425
1991,Mecklenburg-Western Pomerania,female,Born in Germany or immigrated <1950,0.77596,235,235,0.72254,0.82938
1991,Saxony,male,Born in Germany or immigrated <1950,0.76743,564,564,0.73253,0.80233
1991,Saxony,female,Born in Germany or immigrated <1950,0.79984,625,625,0.76844,0.83123
1991,Saxony-Anhalt,male,Born in Germany or immigrated <1950,0.79275,364,364,0.75106,0.83445
1991,Saxony-Anhalt,female,Born in Germany or immigrated <1950,0.78100,400,400,0.74041,0.82158
1991,Thuringa,male,Born in Germany or immigrated <1950,0.73969,321,321,0.69161,0.78777
1991,Thuringa,female,Born in Germany or immigrated <1950,0.76631,349,349,0.72185,0.81077
1992,Schleswig-Holstein,male,Born in Germany or immigrated <1950,0.72836,113,113,0.64598,0.81074
1992,Schleswig-Holstein,female,Born in Germany or immigrated <1950,0.74159,129,129,0.66575,0.81742
1992,Hamburg,male,Born in Germany or immigrated <1950,0.75291,49,49,0.63089,0.87494
1992,Hamburg,female,Born in Germany or immigrated <1950,0.79306,65,65,0.69381,0.89231
1992,Lower Saxony,male,Born in Germany or immigrated <1950,0.77990,412,479,0.74275,0.81704
