year,quintil_oecd,sampreg,germborn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1989,3rd Quintile,West,Born in Germany or immigrated <1950,0.74140,1420,1895,0.72168,0.76112
1989,3rd Quintile,West,Not born in Germany,0.08515,475,1895,0.07258,0.09772
1989,4th Quintile,West,Born in Germany or immigrated <1950,0.81462,1572,2009,0.79762,0.83162
1989,4th Quintile,West,Not born in Germany,0.07600,437,2009,0.06441,0.08759
1989,5th Quintile,West,Born in Germany or immigrated <1950,0.84413,1639,1862,0.82765,0.86061
1989,5th Quintile,West,Not born in Germany,0.05991,223,1862,0.04913,0.07069
1990,1st Quintile,West,Born in Germany or immigrated <1950,0.64062,1098,1905,0.61907,0.66218
1990,1st Quintile,West,Not born in Germany,0.13332,807,1905,0.11806,0.14859
1990,2nd Quintile,West,Born in Germany or immigrated <1950,0.67658,1313,1889,0.65548,0.69768
1990,2nd Quintile,West,Not born in Germany,0.10281,576,1889,0.08911,0.11651
1990,3rd Quintile,West,Born in Germany or immigrated <1950,0.71274,1361,1896,0.69237,0.73311
1990,3rd Quintile,West,Not born in Germany,0.10663,535,1896,0.09273,0.12053
1990,4th Quintile,West,Born in Germany or immigrated <1950,0.82416,1563,1943,0.80723,0.84109
1990,4th Quintile,West,Not born in Germany,0.06920,380,1943,0.05791,0.08048
1990,5th Quintile,West,Born in Germany or immigrated <1950,0.83620,1593,1827,0.81922,0.85317
1990,5th Quintile,West,Not born in Germany,0.06681,234,1827,0.05536,0.07827
1991,1st Quintile,West,Born in Germany or immigrated <1950,0.64236,1095,1843,0.62047,0.66425
1991,1st Quintile,West,Not born in Germany,0.13084,748,1843,0.11544,0.14624
1991,2nd Quintile,West,Born in Germany or immigrated <1950,0.66307,1290,1893,0.64177,0.68437
1991,2nd Quintile,West,Not born in Germany,0.11751,603,1893,0.10300,0.13202
1991,3rd Quintile,West,Born in Germany or immigrated <1950,0.71216,1397,1883,0.69170,0.73262
1991,3rd Quintile,West,Not born in Germany,0.10000,486,1883,0.08645,0.11356
1991,4th Quintile,West,Born in Germany or immigrated <1950,0.78919,1540,1944,0.77105,0.80732
1991,4th Quintile,West,Not born in Germany,0.08447,404,1944,0.07211,0.09684
1991,5th Quintile,West,Born in Germany or immigrated <1950,0.83088,1605,1846,0.81377,0.84798
1991,5th Quintile,West,Not born in Germany,0.06972,241,1846,0.05810,0.08134
1992,1st Quintile,West,Born in Germany or immigrated <1950,0.62667,715,1173,0.59897,0.65436
1992,1st Quintile,West,Not born in Germany,0.13977,458,1173,0.11991,0.15962
1992,1st Quintile,East,Born in Germany or immigrated <1950,0.77641,1535,1599,0.75598,0.79684
1992,1st Quintile,East,Not born in Germany,0.03783,64,1599,0.02847,0.04718
1992,2nd Quintile,West,Born in Germany or immigrated <1950,0.63524,1085,1653,0.61202,0.65845
1992,2nd Quintile,West,Not born in Germany,0.11861,568,1653,0.10302,0.13420
1992,2nd Quintile,East,Born in Germany or immigrated <1950,0.74327,1173,1217,0.71872,0.76783
1992,2nd Quintile,East,Not born in Germany,0.03347,44,1217,0.02336,0.04358
1992,3rd Quintile,West,Born in Germany or immigrated <1950,0.68769,1386,1960,0.66717,0.70821
1992,3rd Quintile,West,Not born in Germany,0.11694,574,1960,0.10271,0.13117
1992,3rd Quintile,East,Born in Germany or immigrated <1950,0.80898,689,689,0.77960,0.83835
1992,4th Quintile,West,Born in Germany or immigrated <1950,0.75681,1758,2289,0.73923,0.77439
1992,4th Quintile,West,Not born in Germany,0.10297,531,2289,0.09052,0.11543
1992,4th Quintile,East,Born in Germany or immigrated <1950,0.83661,303,303,0.79491,0.87831
1992,5th Quintile,West,Born in Germany or immigrated <1950,0.83420,1989,2263,0.81887,0.84952
1992,5th Quintile,West,Not born in Germany,0.06593,274,2263,0.05570,0.07615
1992,5th Quintile,East,Born in Germany or immigrated <1950,0.84134,131,131,0.77853,0.90414
1993,1st Quintile,West,Born in Germany or immigrated <1950,0.61427,880,1427,0.58900,0.63953
1993,1st Quintile,West,Not born in Germany,0.14638,547,1427,0.12803,0.16473
1993,1st Quintile,East,Born in Germany or immigrated <1950,0.77617,1117,1170,0.75228,0.80007
1993,1st Quintile,East,Not born in Germany,0.04157,53,1170,0.03013,0.05301
1993,2nd Quintile,West,Born in Germany or immigrated <1950,0.64368,1076,1630,0.62042,0.66693
1993,2nd Quintile,West,Not born in Germany,0.12665,554,1630,0.11050,0.14280
1993,2nd Quintile,East,Born in Germany or immigrated <1950,0.75636,1158,1204,0.73211,0.78062
1993,2nd Quintile,East,Not born in Germany,0.03705,46,1204,0.02638,0.04773
1993,3rd Quintile,West,Born in Germany or immigrated <1950,0.69214,1367,1861,0.67116,0.71312
1993,3rd Quintile,West,Not born in Germany,0.11368,494,1861,0.09926,0.12811
1993,3rd Quintile,East,Born in Germany or immigrated <1950,0.75943,794,794,0.72968,0.78918
1993,4th Quintile,West,Born in Germany or immigrated <1950,0.75518,1694,2135,0.73694,0.77342
1993,4th Quintile,West,Not born in Germany,0.09959,441,2135,0.08689,0.11230
1993,4th Quintile,East,Born in Germany or immigrated <1950,0.84514,464,464,0.81219,0.87810
1993,5th Quintile,West,Born in Germany or immigrated <1950,0.81875,1913,2219,0.80272,0.83478
1993,5th Quintile,West,Not born in Germany,0.08153,306,2219,0.07015,0.09292
1993,5th Quintile,East,Born in Germany or immigrated <1950,0.87175,161,161,0.81994,0.92356
1994,1st Quintile,West,Born in Germany or immigrated <1950,0.59598,926,1553,0.57157,0.62040
1994,1st Quintile,West,Not born in Germany,0.15955,627,1553,0.14133,0.17777
1994,1st Quintile,East,Born in Germany or immigrated <1950,0.75732,917,968,0.73030,0.78434
1994,1st Quintile,East,Not born in Germany,0.05183,51,968,0.03785,0.06580
1994,2nd Quintile,West,Born in Germany or immigrated <1950,0.64345,1094,1589,0.61989,0.66701
1994,2nd Quintile,West,Not born in Germany,0.12758,495,1589,0.11117,0.14399
1994,2nd Quintile,East,Born in Germany or immigrated <1950,0.75093,1039,1078,0.72510,0.77676
1994,2nd Quintile,East,Not born in Germany,0.03464,39,1078,0.02371,0.04556
1994,3rd Quintile,West,Born in Germany or immigrated <1950,0.71133,1359,1818,0.69050,0.73217
1994,3rd Quintile,West,Not born in Germany,0.10455,459,1818,0.09048,0.11862
1994,3rd Quintile,East,Born in Germany or immigrated <1950,0.78683,872,872,0.75963,0.81403
1994,4th Quintile,West,Born in Germany or immigrated <1950,0.75109,1634,1991,0.73209,0.77009
1994,4th Quintile,West,Not born in Germany,0.09490,357,1991,0.08203,0.10778
1994,4th Quintile,East,Born in Germany or immigrated <1950,0.83878,535,535,0.80759,0.86997
1994,5th Quintile,West,Born in Germany or immigrated <1950,0.81043,1866,2141,0.79382,0.82703
1994,5th Quintile,West,Not born in Germany,0.08877,275,2141,0.07672,0.10082
1994,5th Quintile,East,Born in Germany or immigrated <1950,0.84072,269,269,0.79691,0.88454
1995,1st Quintile,West,Born in Germany or immigrated <1950,0.52631,934,1752,0.50293,0.54970
1995,1st Quintile,West,Not born in Germany,0.20722,818,1752,0.18824,0.22621
1995,1st Quintile,East,Born in Germany or immigrated <1950,0.72263,750,788,0.69135,0.75391
1995,1st Quintile,East,Not born in Germany,0.05062,38,788,0.03531,0.06594
1995,2nd Quintile,West,Born in Germany or immigrated <1950,0.62017,1164,1840,0.59798,0.64235
1995,2nd Quintile,West,Not born in Germany,0.15724,676,1840,0.14060,0.17387
1995,2nd Quintile,East,Born in Germany or immigrated <1950,0.77877,1001,1046,0.75360,0.80394
1995,2nd Quintile,East,Not born in Germany,0.04058,45,1046,0.02862,0.05254
1995,3rd Quintile,West,Born in Germany or immigrated <1950,0.67531,1362,1866,0.65405,0.69656
1995,3rd Quintile,West,Not born in Germany,0.13401,504,1866,0.11855,0.14947
1995,3rd Quintile,East,Born in Germany or immigrated <1950,0.79549,832,832,0.76806,0.82291
1995,4th Quintile,West,Born in Germany or immigrated <1950,0.76409,1627,1991,0.74544,0.78275
1995,4th Quintile,West,Not born in Germany,0.09634,364,1991,0.08337,0.10930
1995,4th Quintile,East,Born in Germany or immigrated <1950,0.84133,651,651,0.81324,0.86942
1995,5th Quintile,West,Born in Germany or immigrated <1950,0.81157,1865,2140,0.79499,0.82814
1995,5th Quintile,West,Not born in Germany,0.08813,275,2140,0.07611,0.10014
1995,5th Quintile,East,Born in Germany or immigrated <1950,0.84003,316,316,0.79955,0.88051
1996,1st Quintile,West,Born in Germany or immigrated <1950,0.53646,981,1798,0.51340,0.55951
1996,1st Quintile,West,Not born in Germany,0.21212,817,1798,0.19321,0.23102
1996,1st Quintile,East,Born in Germany or immigrated <1950,0.74048,743,777,0.70963,0.77132
1996,1st Quintile,East,Not born in Germany,0.04750,34,777,0.03253,0.06246
1996,2nd Quintile,West,Born in Germany or immigrated <1950,0.61558,1095,1695,0.59242,0.63875
1996,2nd Quintile,West,Not born in Germany,0.14727,600,1695,0.13039,0.16414
1996,2nd Quintile,East,Born in Germany or immigrated <1950,0.76987,903,903,0.74240,0.79734
1996,3rd Quintile,West,Born in Germany or immigrated <1950,0.69289,1355,1776,0.67143,0.71435
1996,3rd Quintile,West,Not born in Germany,0.11968,421,1776,0.10458,0.13478
1996,3rd Quintile,East,Born in Germany or immigrated <1950,0.79965,869,909,0.77362,0.82569
1996,3rd Quintile,East,Not born in Germany,0.04568,40,909,0.03210,0.05926
1996,4th Quintile,West,Born in Germany or immigrated <1950,0.75296,1658,2023,0.73417,0.77176
1996,4th Quintile,West,Not born in Germany,0.10264,365,2023,0.08941,0.11587
1996,4th Quintile,East,Born in Germany or immigrated <1950,0.82829,662,662,0.79954,0.85704
1996,5th Quintile,West,Born in Germany or immigrated <1950,0.81335,1812,2066,0.79654,0.83015
1996,5th Quintile,West,Not born in Germany,0.09130,254,2066,0.07887,0.10372
1996,5th Quintile,East,Born in Germany or immigrated <1950,0.86487,367,367,0.82984,0.89989
1997,1st Quintile,West,Born in Germany or immigrated <1950,0.53553,891,1681,0.51168,0.55938
1997,1st Quintile,West,Not born in Germany,0.22033,790,1681,0.20051,0.24015
1997,1st Quintile,East,Born in Germany or immigrated <1950,0.72589,683,683,0.69241,0.75937
1997,2nd Quintile,West,Born in Germany or immigrated <1950,0.62858,1198,1753,0.60595,0.65120
1997,2nd Quintile,West,Not born in Germany,0.13702,555,1753,0.12091,0.15312
1997,2nd Quintile,East,Born in Germany or immigrated <1950,0.78716,940,987,0.76161,0.81271
1997,2nd Quintile,East,Not born in Germany,0.05830,47,987,0.04368,0.07293
1997,3rd Quintile,West,Born in Germany or immigrated <1950,0.68518,1360,1772,0.66355,0.70681
1997,3rd Quintile,West,Not born in Germany,0.12179,412,1772,0.10656,0.13702
1997,3rd Quintile,East,Born in Germany or immigrated <1950,0.81089,829,829,0.78422,0.83756
1997,4th Quintile,West,Born in Germany or immigrated <1950,0.74926,1594,1948,0.73001,0.76852
1997,4th Quintile,West,Not born in Germany,0.10751,354,1948,0.09375,0.12127
1997,4th Quintile,East,Born in Germany or immigrated <1950,0.85408,688,688,0.82768,0.88048
1997,5th Quintile,West,Born in Germany or immigrated <1950,0.81752,1810,2040,0.80075,0.83428
1997,5th Quintile,West,Not born in Germany,0.08357,230,2040,0.07155,0.09558
1997,5th Quintile,East,Born in Germany or immigrated <1950,0.87233,365,365,0.83804,0.90661
1998,1st Quintile,West,Born in Germany or immigrated <1950,0.51942,967,1704,0.49569,0.54315
1998,1st Quintile,West,Not born in Germany,0.22606,737,1704,0.20620,0.24593
1998,1st Quintile,East,Born in Germany or immigrated <1950,0.73549,616,616,0.70063,0.77035
1998,2nd Quintile,West,Born in Germany or immigrated <1950,0.61533,1189,1675,0.59203,0.63864
1998,2nd Quintile,West,Not born in Germany,0.14488,486,1675,0.12801,0.16174
1998,2nd Quintile,East,Born in Germany or immigrated <1950,0.77942,794,829,0.75118,0.80766
1998,2nd Quintile,East,Not born in Germany,0.04470,35,829,0.03063,0.05878
1998,3rd Quintile,West,Born in Germany or immigrated <1950,0.69447,1279,1647,0.67221,0.71672
1998,3rd Quintile,West,Not born in Germany,0.12493,368,1647,0.10896,0.14090
1998,3rd Quintile,East,Born in Germany or immigrated <1950,0.82388,905,905,0.79905,0.84871
1998,4th Quintile,West,Born in Germany or immigrated <1950,0.75843,1580,1891,0.73913,0.77773
1998,4th Quintile,West,Not born in Germany,0.11171,311,1891,0.09750,0.12591
1998,4th Quintile,East,Born in Germany or immigrated <1950,0.83426,691,691,0.80652,0.86201
1998,5th Quintile,West,Born in Germany or immigrated <1950,0.80752,1679,1886,0.78972,0.82531
1998,5th Quintile,West,Not born in Germany,0.08634,207,1886,0.07366,0.09902
1998,5th Quintile,East,Born in Germany or immigrated <1950,0.87728,406,406,0.84532,0.90923
1999,1st Quintile,West,Born in Germany or immigrated <1950,0.53694,1093,1794,0.51386,0.56002
1999,1st Quintile,West,Not born in Germany,0.20881,701,1794,0.19000,0.22762
1999,1st Quintile,East,Born in Germany or immigrated <1950,0.75267,786,786,0.72249,0.78286
1999,2nd Quintile,West,Born in Germany or immigrated <1950,0.63704,1297,1847,0.61510,0.65897
1999,2nd Quintile,West,Not born in Germany,0.15085,550,1847,0.13452,0.16718
1999,2nd Quintile,East,Born in Germany or immigrated <1950,0.81225,991,1025,0.78834,0.83617
1999,2nd Quintile,East,Not born in Germany,0.04102,34,1025,0.02887,0.05316
1999,3rd Quintile,West,Born in Germany or immigrated <1950,0.69727,1538,1899,0.67660,0.71794
1999,3rd Quintile,West,Not born in Germany,0.11464,361,1899,0.10030,0.12897
1999,3rd Quintile,East,Born in Germany or immigrated <1950,0.82601,897,897,0.80119,0.85083
1999,4th Quintile,West,Born in Germany or immigrated <1950,0.75945,1837,2133,0.74131,0.77760
1999,4th Quintile,West,Not born in Germany,0.09762,296,2133,0.08502,0.11022
1999,4th Quintile,East,Born in Germany or immigrated <1950,0.84989,614,614,0.82161,0.87817
1999,5th Quintile,West,Born in Germany or immigrated <1950,0.82187,2031,2218,0.80594,0.83780
1999,5th Quintile,West,Not born in Germany,0.07576,187,2218,0.06475,0.08678
1999,5th Quintile,East,Born in Germany or immigrated <1950,0.88908,386,386,0.85771,0.92045
2000,1st Quintile,West,Born in Germany or immigrated <1950,0.51694,1058,1753,0.49354,0.54034
2000,1st Quintile,West,Not born in Germany,0.23853,695,1753,0.21857,0.25848
2000,1st Quintile,East,Born in Germany or immigrated <1950,0.75831,801,801,0.72864,0.78797
2000,2nd Quintile,West,Born in Germany or immigrated <1950,0.60412,1314,1810,0.58158,0.62665
2000,2nd Quintile,West,Not born in Germany,0.16369,496,1810,0.14664,0.18074
2000,2nd Quintile,East,Born in Germany or immigrated <1950,0.80832,905,905,0.78266,0.83398
2000,3rd Quintile,West,Born in Germany or immigrated <1950,0.69144,1465,1774,0.66994,0.71294
2000,3rd Quintile,West,Not born in Germany,0.11602,309,1774,0.10111,0.13093
2000,3rd Quintile,East,Born in Germany or immigrated <1950,0.83984,930,930,0.81625,0.86342
2000,4th Quintile,West,Born in Germany or immigrated <1950,0.72918,1734,2027,0.70983,0.74853
2000,4th Quintile,West,Not born in Germany,0.11736,293,2027,0.10334,0.13137
2000,4th Quintile,East,Born in Germany or immigrated <1950,0.86156,651,651,0.83501,0.88811
2000,5th Quintile,West,Born in Germany or immigrated <1950,0.81446,1990,2190,0.79818,0.83075
2000,5th Quintile,West,Not born in Germany,0.08127,200,2190,0.06983,0.09272
2000,5th Quintile,East,Born in Germany or immigrated <1950,0.86246,345,345,0.82606,0.89886
2001,1st Quintile,West,Born in Germany or immigrated <1950,0.53189,1766,2701,0.51307,0.55071
2001,1st Quintile,West,Not born in Germany,0.22495,935,2701,0.20920,0.24070
2001,1st Quintile,East,Born in Germany or immigrated <1950,0.77755,1149,1149,0.75350,0.80161
2001,2nd Quintile,West,Born in Germany or immigrated <1950,0.61944,2263,2953,0.60193,0.63696
2001,2nd Quintile,West,Not born in Germany,0.14898,690,2953,0.13614,0.16183
2001,2nd Quintile,East,Born in Germany or immigrated <1950,0.83115,1360,1397,0.81150,0.85081
2001,2nd Quintile,East,Not born in Germany,0.02731,37,1397,0.01876,0.03586
2001,3rd Quintile,West,Born in Germany or immigrated <1950,0.70020,2721,3234,0.68440,0.71599
2001,3rd Quintile,West,Not born in Germany,0.11760,513,3234,0.10649,0.12870
2001,3rd Quintile,East,Born in Germany or immigrated <1950,0.85062,1273,1307,0.83128,0.86995
2001,3rd Quintile,East,Not born in Germany,0.02991,34,1307,0.02067,0.03915
2001,4th Quintile,West,Born in Germany or immigrated <1950,0.77271,3281,3651,0.75912,0.78631
2001,4th Quintile,West,Not born in Germany,0.08004,370,3651,0.07124,0.08884
2001,4th Quintile,East,Born in Germany or immigrated <1950,0.86397,948,948,0.84214,0.88581
2001,5th Quintile,West,Born in Germany or immigrated <1950,0.83911,3658,3944,0.82764,0.85058
2001,5th Quintile,West,Not born in Germany,0.05933,286,3944,0.05196,0.06671
2001,5th Quintile,East,Born in Germany or immigrated <1950,0.89782,583,583,0.87321,0.92243
2002,1st Quintile,West,Born in Germany or immigrated <1950,0.53563,1588,2403,0.51568,0.55557
2002,1st Quintile,West,Not born in Germany,0.23139,815,2403,0.21452,0.24825
2002,1st Quintile,East,Born in Germany or immigrated <1950,0.77282,1031,1066,0.74766,0.79799
2002,1st Quintile,East,Not born in Germany,0.03282,35,1066,0.02212,0.04352
2002,2nd Quintile,West,Born in Germany or immigrated <1950,0.61660,2035,2699,0.59825,0.63495
2002,2nd Quintile,West,Not born in Germany,0.16254,664,2699,0.14862,0.17646
2002,2nd Quintile,East,Born in Germany or immigrated <1950,0.84430,1186,1224,0.82398,0.86462
2002,2nd Quintile,East,Not born in Germany,0.03332,38,1224,0.02326,0.04338
2002,3rd Quintile,West,Born in Germany or immigrated <1950,0.69611,2447,2866,0.67927,0.71295
2002,3rd Quintile,West,Not born in Germany,0.10429,419,2866,0.09310,0.11549
2002,3rd Quintile,East,Born in Germany or immigrated <1950,0.86070,1160,1160,0.84076,0.88063
2002,4th Quintile,West,Born in Germany or immigrated <1950,0.77040,2979,3335,0.75612,0.78468
2002,4th Quintile,West,Not born in Germany,0.08255,356,3335,0.07320,0.09189
2002,4th Quintile,East,Born in Germany or immigrated <1950,0.87421,1015,1015,0.85380,0.89462
2002,5th Quintile,West,Born in Germany or immigrated <1950,0.84730,3981,4306,0.83655,0.85804
2002,5th Quintile,West,Not born in Germany,0.06795,325,4306,0.06043,0.07547
2002,5th Quintile,East,Born in Germany or immigrated <1950,0.91199,685,685,0.89076,0.93322
2003,1st Quintile,West,Born in Germany or immigrated <1950,0.54658,1612,2381,0.52658,0.56658
2003,1st Quintile,West,Not born in Germany,0.22921,769,2381,0.21233,0.24610
2003,1st Quintile,East,Born in Germany or immigrated <1950,0.79145,1007,1007,0.76634,0.81655
2003,2nd Quintile,West,Born in Germany or immigrated <1950,0.61800,1985,2554,0.59915,0.63684
2003,2nd Quintile,West,Not born in Germany,0.16166,569,2554,0.14738,0.17594
2003,2nd Quintile,East,Born in Germany or immigrated <1950,0.83031,1266,1307,0.80995,0.85066
2003,2nd Quintile,East,Not born in Germany,0.02987,41,1307,0.02064,0.03910
2003,3rd Quintile,West,Born in Germany or immigrated <1950,0.69765,2434,2868,0.68084,0.71447
2003,3rd Quintile,West,Not born in Germany,0.10153,434,2868,0.09048,0.11259
2003,3rd Quintile,East,Born in Germany or immigrated <1950,0.87916,1177,1177,0.86054,0.89779
2003,4th Quintile,West,Born in Germany or immigrated <1950,0.75947,3078,3474,0.74526,0.77369
2003,4th Quintile,West,Not born in Germany,0.09476,396,3474,0.08502,0.10450
2003,4th Quintile,East,Born in Germany or immigrated <1950,0.88178,978,978,0.86154,0.90203
2003,5th Quintile,West,Born in Germany or immigrated <1950,0.84077,5194,5541,0.83114,0.85041
2003,5th Quintile,West,Not born in Germany,0.06026,347,5541,0.05399,0.06653
2003,5th Quintile,East,Born in Germany or immigrated <1950,0.89158,812,812,0.87019,0.91298
2004,1st Quintile,West,Born in Germany or immigrated <1950,0.54025,1519,2255,0.51967,0.56082
2004,1st Quintile,West,Not born in Germany,0.24011,736,2255,0.22248,0.25775
2004,1st Quintile,East,Born in Germany or immigrated <1950,0.78600,988,988,0.76041,0.81158
2004,2nd Quintile,West,Born in Germany or immigrated <1950,0.61757,1945,2533,0.59864,0.63650
2004,2nd Quintile,West,Not born in Germany,0.16485,588,2533,0.15040,0.17930
2004,2nd Quintile,East,Born in Germany or immigrated <1950,0.85197,1216,1253,0.83230,0.87164
2004,2nd Quintile,East,Not born in Germany,0.03298,37,1253,0.02309,0.04288
2004,3rd Quintile,West,Born in Germany or immigrated <1950,0.70623,2418,2842,0.68948,0.72298
2004,3rd Quintile,West,Not born in Germany,0.10571,424,2842,0.09440,0.11702
2004,3rd Quintile,East,Born in Germany or immigrated <1950,0.88245,1144,1144,0.86378,0.90112
2004,4th Quintile,West,Born in Germany or immigrated <1950,0.76046,3005,3351,0.74600,0.77491
2004,4th Quintile,West,Not born in Germany,0.09013,346,3351,0.08044,0.09983
2004,4th Quintile,East,Born in Germany or immigrated <1950,0.88491,988,988,0.86500,0.90482
2004,5th Quintile,West,Born in Germany or immigrated <1950,0.84480,5065,5407,0.83515,0.85445
2004,5th Quintile,West,Not born in Germany,0.06028,342,5407,0.05393,0.06662
2004,5th Quintile,East,Born in Germany or immigrated <1950,0.90511,786,786,0.88461,0.92561
2005,1st Quintile,West,Born in Germany or immigrated <1950,0.53312,1459,2139,0.51197,0.55427
2005,1st Quintile,West,Not born in Germany,0.24531,680,2139,0.22707,0.26355
2005,1st Quintile,East,Born in Germany or immigrated <1950,0.78754,992,992,0.76207,0.81301
2005,2nd Quintile,West,Born in Germany or immigrated <1950,0.64878,1903,2413,0.62973,0.66783
2005,2nd Quintile,West,Not born in Germany,0.15713,510,2413,0.14261,0.17166
2005,2nd Quintile,East,Born in Germany or immigrated <1950,0.83883,1182,1220,0.81818,0.85947
2005,2nd Quintile,East,Not born in Germany,0.02950,38,1220,0.02000,0.03900
2005,3rd Quintile,West,Born in Germany or immigrated <1950,0.69829,2277,2678,0.68090,0.71567
2005,3rd Quintile,West,Not born in Germany,0.10911,401,2678,0.09730,0.12092
2005,3rd Quintile,East,Born in Germany or immigrated <1950,0.88931,1059,1059,0.87041,0.90822
2005,4th Quintile,West,Born in Germany or immigrated <1950,0.77769,2968,3318,0.76354,0.79184
2005,4th Quintile,West,Not born in Germany,0.08751,350,3318,0.07790,0.09713
2005,4th Quintile,East,Born in Germany or immigrated <1950,0.89311,972,972,0.87368,0.91255
2005,5th Quintile,West,Born in Germany or immigrated <1950,0.83586,4785,5112,0.82570,0.84601
2005,5th Quintile,West,Not born in Germany,0.06595,327,5112,0.05914,0.07275
2005,5th Quintile,East,Born in Germany or immigrated <1950,0.89680,732,732,0.87474,0.91885
