year,age_gr,pgisced97,germborn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,46-65 y.,Upper Secondary Level,Not born in Germany,0.07518,254,1583,0.06219,0.08817
1984,46-65 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.93218,47,47,0.85952,1.00484
1984,46-65 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.92874,188,188,0.89186,0.96561
1984,46-65 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90095,188,221,0.86148,0.94043
1984,46-65 y.,Second Stage of Tertiary Education,Not born in Germany,0.09905,33,221,0.05957,0.13852
1984,66 and older,Lower Secondary Level,Born in Germany or immigrated <1950,0.97370,500,500,0.95965,0.98774
1984,66 and older,Upper Secondary Level,Born in Germany or immigrated <1950,0.98462,560,560,0.97442,0.99482
1984,66 and older,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.97843,61,61,0.94167,1.01519
1985,17-29 y.,Pre-primary Level,Born in Germany or immigrated <1950,0.95632,165,165,0.92503,0.98760
1985,17-29 y.,Primary Level,Born in Germany or immigrated <1950,0.74078,60,163,0.67330,0.80826
1985,17-29 y.,Primary Level,Not born in Germany,0.25922,103,163,0.19174,0.32670
1985,17-29 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.89747,636,959,0.87826,0.91668
1985,17-29 y.,Lower Secondary Level,Not born in Germany,0.10253,323,959,0.08332,0.12174
1985,17-29 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.92546,1137,1431,0.91184,0.93907
1985,17-29 y.,Upper Secondary Level,Not born in Germany,0.07454,294,1431,0.06093,0.08816
1985,17-29 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.86991,80,80,0.79573,0.94409
1985,17-29 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.94241,104,104,0.89741,0.98740
1985,17-29 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.92454,98,98,0.87198,0.97711
1985,30-45 y.,Primary Level,Not born in Germany,0.80781,306,306,0.76358,0.85203
1985,30-45 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.78786,327,679,0.75709,0.81864
1985,30-45 y.,Lower Secondary Level,Not born in Germany,0.21214,352,679,0.18136,0.24291
1985,30-45 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.90903,1391,1761,0.89559,0.92246
1985,30-45 y.,Upper Secondary Level,Not born in Germany,0.09097,370,1761,0.07754,0.10441
1985,30-45 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.74918,38,87,0.65756,0.84080
1985,30-45 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.25082,49,87,0.15920,0.34244
1985,30-45 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.91887,208,208,0.88168,0.95607
1985,30-45 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90438,310,363,0.87408,0.93467
1985,30-45 y.,Second Stage of Tertiary Education,Not born in Germany,0.09562,53,363,0.06533,0.12592
1985,46-65 y.,Primary Level,Not born in Germany,0.84298,329,329,0.80361,0.88235
1985,46-65 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.90325,779,999,0.88491,0.92159
1985,46-65 y.,Lower Secondary Level,Not born in Germany,0.09675,220,999,0.07841,0.11509
1985,46-65 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.92352,1244,1475,0.90995,0.93709
1985,46-65 y.,Upper Secondary Level,Not born in Germany,0.07648,231,1475,0.06291,0.09005
1985,46-65 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.90794,40,40,0.81720,0.99868
1985,46-65 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.92532,180,180,0.88681,0.96383
1985,46-65 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90152,184,216,0.86169,0.94135
1985,46-65 y.,Second Stage of Tertiary Education,Not born in Germany,0.09848,32,216,0.05865,0.13831
1985,66 and older,Lower Secondary Level,Born in Germany or immigrated <1950,0.96263,408,408,0.94420,0.98106
1985,66 and older,Upper Secondary Level,Born in Germany or immigrated <1950,0.98150,504,504,0.96972,0.99328
1985,66 and older,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.96349,53,53,0.91251,1.01447
1986,17-29 y.,Pre-primary Level,Born in Germany or immigrated <1950,0.93574,157,188,0.90060,0.97089
1986,17-29 y.,Pre-primary Level,Not born in Germany,0.06426,31,188,0.02911,0.09940
1986,17-29 y.,Primary Level,Born in Germany or immigrated <1950,0.76486,65,162,0.69935,0.83037
1986,17-29 y.,Primary Level,Not born in Germany,0.23514,97,162,0.16963,0.30065
1986,17-29 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.88894,618,948,0.86893,0.90895
1986,17-29 y.,Lower Secondary Level,Not born in Germany,0.11106,330,948,0.09105,0.13107
1986,17-29 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.92844,1127,1395,0.91491,0.94197
1986,17-29 y.,Upper Secondary Level,Not born in Germany,0.07156,268,1395,0.05803,0.08509
1986,17-29 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.90140,76,76,0.83393,0.96887
1986,17-29 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.93383,91,91,0.88247,0.98519
1986,17-29 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.95118,82,82,0.90425,0.99811
1986,30-45 y.,Primary Level,Not born in Germany,0.83982,269,269,0.79591,0.88373
1986,30-45 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.76718,290,617,0.73381,0.80056
1986,30-45 y.,Lower Secondary Level,Not born in Germany,0.23282,327,617,0.19944,0.26619
1986,30-45 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.90600,1307,1657,0.89195,0.92006
1986,30-45 y.,Upper Secondary Level,Not born in Germany,0.09400,350,1657,0.07994,0.10805
1986,30-45 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.74410,43,95,0.65588,0.83231
1986,30-45 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.25590,52,95,0.16769,0.34412
1986,30-45 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.91254,192,192,0.87247,0.95260
1986,30-45 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.89520,316,376,0.86420,0.92620
1986,30-45 y.,Second Stage of Tertiary Education,Not born in Germany,0.10480,60,376,0.07380,0.13580
1986,46-65 y.,Primary Level,Not born in Germany,0.81748,308,308,0.77427,0.86069
1986,46-65 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.89027,710,949,0.87037,0.91016
1986,46-65 y.,Lower Secondary Level,Not born in Germany,0.10973,239,949,0.08984,0.12963
1986,46-65 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.91983,1227,1467,0.90593,0.93373
1986,46-65 y.,Upper Secondary Level,Not born in Germany,0.08017,240,1467,0.06627,0.09407
1986,46-65 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.89800,34,34,0.79474,1.00126
1986,46-65 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.91611,176,176,0.87503,0.95718
1986,46-65 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90499,192,226,0.86667,0.94330
1986,46-65 y.,Second Stage of Tertiary Education,Not born in Germany,0.09501,34,226,0.05670,0.13333
1986,66 and older,Lower Secondary Level,Born in Germany or immigrated <1950,0.94840,373,373,0.92592,0.97088
1986,66 and older,Upper Secondary Level,Born in Germany or immigrated <1950,0.97275,460,460,0.95786,0.98765
1986,66 and older,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.93820,49,49,0.87008,1.00632
1987,17-29 y.,Pre-primary Level,Born in Germany or immigrated <1950,0.93951,159,191,0.90561,0.97341
1987,17-29 y.,Pre-primary Level,Not born in Germany,0.06049,32,191,0.02659,0.09439
1987,17-29 y.,Primary Level,Born in Germany or immigrated <1950,0.75383,55,136,0.68116,0.82650
1987,17-29 y.,Primary Level,Not born in Germany,0.24617,81,136,0.17350,0.31884
1987,17-29 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.86308,580,924,0.84090,0.88526
1987,17-29 y.,Lower Secondary Level,Not born in Germany,0.13692,344,924,0.11474,0.15910
1987,17-29 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.93217,1136,1398,0.91899,0.94536
1987,17-29 y.,Upper Secondary Level,Not born in Germany,0.06783,262,1398,0.05464,0.08101
1987,17-29 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.88908,76,76,0.81800,0.96015
1987,17-29 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.92771,79,79,0.87024,0.98518
1987,17-29 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.95001,79,79,0.90164,0.99837
1987,30-45 y.,Primary Level,Not born in Germany,0.81317,261,261,0.76579,0.86055
1987,30-45 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.75460,272,588,0.71979,0.78941
1987,30-45 y.,Lower Secondary Level,Not born in Germany,0.24540,316,588,0.21059,0.28021
1987,30-45 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.90435,1267,1601,0.88994,0.91876
1987,30-45 y.,Upper Secondary Level,Not born in Germany,0.09565,334,1601,0.08124,0.11006
1987,30-45 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.76282,49,96,0.67729,0.84836
1987,30-45 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.23718,47,96,0.15164,0.32271
1987,30-45 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.91449,191,191,0.87473,0.95425
1987,30-45 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90791,314,364,0.87816,0.93765
1987,30-45 y.,Second Stage of Tertiary Education,Not born in Germany,0.09209,50,364,0.06235,0.12184
1987,46-65 y.,Primary Level,Not born in Germany,0.84736,314,314,0.80751,0.88720
1987,46-65 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.87426,662,919,0.85281,0.89570
1987,46-65 y.,Lower Secondary Level,Not born in Germany,0.12574,257,919,0.10430,0.14719
1987,46-65 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.91464,1223,1471,0.90036,0.92893
1987,46-65 y.,Upper Secondary Level,Not born in Germany,0.08536,248,1471,0.07107,0.09964
1987,46-65 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.92315,174,174,0.88346,0.96284
1987,46-65 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90065,195,230,0.86191,0.93939
1987,46-65 y.,Second Stage of Tertiary Education,Not born in Germany,0.09935,35,230,0.06061,0.13809
1987,66 and older,Lower Secondary Level,Born in Germany or immigrated <1950,0.95034,385,385,0.92862,0.97207
1987,66 and older,Upper Secondary Level,Born in Germany or immigrated <1950,0.97161,482,482,0.95676,0.98645
1987,66 and older,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.97535,67,67,0.93795,1.01276
1987,66 and older,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.92700,54,54,0.85696,0.99704
1988,17-29 y.,Pre-primary Level,Born in Germany or immigrated <1950,0.93198,143,143,0.89056,0.97339
1988,17-29 y.,Primary Level,Born in Germany or immigrated <1950,0.73585,50,128,0.65917,0.81253
1988,17-29 y.,Primary Level,Not born in Germany,0.26415,78,128,0.18747,0.34083
1988,17-29 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.87666,579,916,0.85535,0.89797
1988,17-29 y.,Lower Secondary Level,Not born in Germany,0.12334,337,916,0.10203,0.14465
1988,17-29 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.92607,1051,1312,0.91191,0.94023
1988,17-29 y.,Upper Secondary Level,Not born in Germany,0.07393,261,1312,0.05977,0.08809
1988,17-29 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.91945,80,80,0.85943,0.97946
1988,17-29 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.93514,69,69,0.87660,0.99367
1988,17-29 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.95378,66,66,0.90273,1.00482
1988,30-45 y.,Primary Level,Not born in Germany,0.73162,220,220,0.67293,0.79031
1988,30-45 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.76847,249,534,0.73266,0.80428
1988,30-45 y.,Lower Secondary Level,Not born in Germany,0.23153,285,534,0.19572,0.26734
1988,30-45 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.90848,1204,1505,0.89391,0.92305
1988,30-45 y.,Upper Secondary Level,Not born in Germany,0.09152,301,1505,0.07695,0.10609
1988,30-45 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.77469,46,92,0.68885,0.86053
1988,30-45 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.22531,46,92,0.13947,0.31115
1988,30-45 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.89751,185,185,0.85368,0.94133
1988,30-45 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.93329,305,343,0.90685,0.95974
1988,30-45 y.,Second Stage of Tertiary Education,Not born in Germany,0.06671,38,343,0.04026,0.09315
1988,46-65 y.,Primary Level,Not born in Germany,0.86828,302,302,0.83008,0.90649
1988,46-65 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.86915,625,890,0.84699,0.89132
1988,46-65 y.,Lower Secondary Level,Not born in Germany,0.13085,265,890,0.10868,0.15301
1988,46-65 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.91412,1181,1430,0.89959,0.92865
1988,46-65 y.,Upper Secondary Level,Not born in Germany,0.08588,249,1430,0.07135,0.10041
1988,46-65 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.92512,166,166,0.88496,0.96528
1988,46-65 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90114,194,227,0.86222,0.94005
1988,46-65 y.,Second Stage of Tertiary Education,Not born in Germany,0.09886,33,227,0.05995,0.13778
1988,66 and older,Lower Secondary Level,Born in Germany or immigrated <1950,0.94809,356,356,0.92501,0.97117
1988,66 and older,Upper Secondary Level,Born in Germany or immigrated <1950,0.96729,476,476,0.95129,0.98328
1988,66 and older,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.96289,66,66,0.91693,1.00884
1988,66 and older,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.91854,52,52,0.84346,0.99361
1989,17-29 y.,Pre-primary Level,Born in Germany or immigrated <1950,0.92798,150,150,0.88646,0.96949
1989,17-29 y.,Primary Level,Born in Germany or immigrated <1950,0.70193,47,120,0.61975,0.78411
1989,17-29 y.,Primary Level,Not born in Germany,0.29807,73,120,0.21589,0.38025
1989,17-29 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.86590,547,858,0.84308,0.88871
1989,17-29 y.,Lower Secondary Level,Not born in Germany,0.13410,311,858,0.11129,0.15692
1989,17-29 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.92037,1045,1309,0.90570,0.93504
1989,17-29 y.,Upper Secondary Level,Not born in Germany,0.07963,264,1309,0.06496,0.09430
1989,17-29 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.91907,95,95,0.86394,0.97421
1989,17-29 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.92259,70,70,0.85954,0.98565
1989,17-29 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.95949,70,70,0.91297,1.00601
1989,30-45 y.,Primary Level,Not born in Germany,0.68944,197,197,0.62466,0.75422
1989,30-45 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.76097,233,498,0.72347,0.79846
1989,30-45 y.,Lower Secondary Level,Not born in Germany,0.23903,265,498,0.20154,0.27653
1989,30-45 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.90619,1171,1464,0.89125,0.92113
1989,30-45 y.,Upper Secondary Level,Not born in Germany,0.09381,293,1464,0.07887,0.10875
1989,30-45 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.79986,52,92,0.71765,0.88207
1989,30-45 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.20014,40,92,0.11793,0.28235
1989,30-45 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.89975,176,176,0.85525,0.94425
1989,30-45 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.92066,296,338,0.89180,0.94951
1989,30-45 y.,Second Stage of Tertiary Education,Not born in Germany,0.07934,42,338,0.05049,0.10820
1989,46-65 y.,Primary Level,Not born in Germany,0.87434,294,294,0.83639,0.91230
1989,46-65 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.84431,560,836,0.81971,0.86890
1989,46-65 y.,Lower Secondary Level,Not born in Germany,0.15569,276,836,0.13110,0.18029
1989,46-65 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.91286,1131,1378,0.89796,0.92776
1989,46-65 y.,Upper Secondary Level,Not born in Germany,0.08714,247,1378,0.07224,0.10204
1989,46-65 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.92478,155,155,0.88313,0.96644
1989,46-65 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.89779,195,226,0.85821,0.93737
1989,46-65 y.,Second Stage of Tertiary Education,Not born in Germany,0.10221,31,226,0.06263,0.14179
1989,66 and older,Lower Secondary Level,Born in Germany or immigrated <1950,0.94487,356,356,0.92113,0.96861
1989,66 and older,Upper Secondary Level,Born in Germany or immigrated <1950,0.95687,446,446,0.93799,0.97574
1989,66 and older,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.95350,64,64,0.90150,1.00549
1989,66 and older,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.87898,49,49,0.78671,0.97125
1990,17-29 y.,Pre-primary Level,Born in Germany or immigrated <1950,0.93654,166,166,0.89934,0.97374
1990,17-29 y.,Primary Level,Born in Germany or immigrated <1950,0.76284,58,119,0.68610,0.83959
1990,17-29 y.,Primary Level,Not born in Germany,0.23716,61,119,0.16041,0.31390
1990,17-29 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.86764,688,979,0.84641,0.88888
1990,17-29 y.,Lower Secondary Level,Not born in Germany,0.13236,291,979,0.11112,0.15359
1990,17-29 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.93572,1725,1974,0.92490,0.94654
1990,17-29 y.,Upper Secondary Level,Not born in Germany,0.06428,249,1974,0.05346,0.07510
1990,17-29 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.92570,138,138,0.88179,0.96962
1990,17-29 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.97063,98,98,0.93704,1.00423
1990,17-29 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.96244,217,217,0.93708,0.98780
1990,30-45 y.,Primary Level,Not born in Germany,0.69940,180,180,0.63223,0.76658
1990,30-45 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.75979,266,534,0.72352,0.79606
1990,30-45 y.,Lower Secondary Level,Not born in Germany,0.24021,268,534,0.20394,0.27648
1990,30-45 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.92445,1994,2285,0.91361,0.93529
1990,30-45 y.,Upper Secondary Level,Not born in Germany,0.07555,291,2285,0.06471,0.08639
1990,30-45 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.79541,84,127,0.72497,0.86585
1990,30-45 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.20459,43,127,0.13415,0.27503
1990,30-45 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90766,276,276,0.87344,0.94188
1990,30-45 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.94675,768,814,0.93131,0.96218
1990,30-45 y.,Second Stage of Tertiary Education,Not born in Germany,0.05325,46,814,0.03782,0.06869
1990,46-65 y.,Primary Level,Not born in Germany,0.87517,294,294,0.83732,0.91302
1990,46-65 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.84544,673,958,0.82254,0.86835
1990,46-65 y.,Lower Secondary Level,Not born in Germany,0.15456,285,958,0.13165,0.17746
1990,46-65 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.91248,1824,2115,0.90044,0.92453
1990,46-65 y.,Upper Secondary Level,Not born in Germany,0.08752,291,2115,0.07547,0.09956
1990,46-65 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.80088,31,31,0.65798,0.94378
1990,46-65 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.91675,243,243,0.88194,0.95156
1990,46-65 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.89966,484,539,0.87427,0.92505
1990,46-65 y.,Second Stage of Tertiary Education,Not born in Germany,0.10034,55,539,0.07495,0.12573
1990,66 and older,Lower Secondary Level,Born in Germany or immigrated <1950,0.94371,485,485,0.92317,0.96424
1990,66 and older,Upper Secondary Level,Born in Germany or immigrated <1950,0.95376,654,694,0.93812,0.96939
1990,66 and older,Upper Secondary Level,Not born in Germany,0.04624,40,694,0.03061,0.06188
1990,66 and older,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.94484,93,93,0.89820,0.99149
1990,66 and older,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.88257,95,95,0.81749,0.94765
1991,17-29 y.,Pre-primary Level,Born in Germany or immigrated <1950,0.92024,142,142,0.87552,0.96496
1991,17-29 y.,Primary Level,Born in Germany or immigrated <1950,0.78526,82,144,0.71795,0.85256
1991,17-29 y.,Primary Level,Not born in Germany,0.21474,62,144,0.14744,0.28205
1991,17-29 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.85630,664,932,0.83377,0.87883
1991,17-29 y.,Lower Secondary Level,Not born in Germany,0.14370,268,932,0.12117,0.16623
1991,17-29 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.93825,1638,1878,0.92736,0.94914
1991,17-29 y.,Upper Secondary Level,Not born in Germany,0.06175,240,1878,0.05086,0.07264
1991,17-29 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.91839,144,144,0.87352,0.96326
1991,17-29 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.99674,97,97,0.98534,1.00814
1991,17-29 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.94122,185,185,0.90723,0.97521
1991,30-45 y.,Primary Level,Not born in Germany,0.64600,172,172,0.57432,0.71768
1991,30-45 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.75434,269,521,0.71733,0.79134
1991,30-45 y.,Lower Secondary Level,Not born in Germany,0.24566,252,521,0.20866,0.28267
1991,30-45 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.92544,2021,2305,0.91472,0.93617
1991,30-45 y.,Upper Secondary Level,Not born in Germany,0.07456,284,2305,0.06383,0.08528
1991,30-45 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.79588,84,124,0.72465,0.86711
1991,30-45 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.20412,40,124,0.13289,0.27535
1991,30-45 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.89054,276,276,0.85364,0.92744
1991,30-45 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.94651,775,817,0.93107,0.96195
1991,30-45 y.,Second Stage of Tertiary Education,Not born in Germany,0.05349,42,817,0.03805,0.06893
1991,46-65 y.,Primary Level,Not born in Germany,0.88546,284,284,0.84836,0.92257
1991,46-65 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.82993,621,916,0.80559,0.85428
1991,46-65 y.,Lower Secondary Level,Not born in Germany,0.17007,295,916,0.14572,0.19441
1991,46-65 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.90400,1730,2026,0.89117,0.91683
1991,46-65 y.,Upper Secondary Level,Not born in Germany,0.09600,296,2026,0.08317,0.10883
1991,46-65 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.26175,32,32,0.10700,0.41649
1991,46-65 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.91743,239,239,0.88247,0.95240
1991,46-65 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90067,493,549,0.87562,0.92571
1991,46-65 y.,Second Stage of Tertiary Education,Not born in Germany,0.09933,56,549,0.07429,0.12438
1991,66 and older,Lower Secondary Level,Born in Germany or immigrated <1950,0.93488,457,489,0.91299,0.95677
1991,66 and older,Lower Secondary Level,Not born in Germany,0.06512,32,489,0.04323,0.08701
1991,66 and older,Upper Secondary Level,Born in Germany or immigrated <1950,0.94185,652,702,0.92452,0.95917
1991,66 and older,Upper Secondary Level,Not born in Germany,0.05815,50,702,0.04083,0.07548
1991,66 and older,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.93321,86,86,0.88013,0.98628
1991,66 and older,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.88354,99,99,0.82003,0.94705
